jackal had soft human 49
juster and more equal 170
juster and more noble 183
justly and love mercy 1255
justly and loving mercy 381
justly his doom might 89
justly say what luther 40
jutted out from beneath 116
jutted out from either 60
jutted out from shore 57
jutted out from under 264
jutted out into space 192
