vacancy jump frequency 168
vectors like mosquitoes 92
vectors take advantage 57
vectors were available 44
vectors were described 42
vectors were developed 305
vectors were estimated 90
vectors were extracted 98
vectors were generated 439
vectors were presented 89
vectors were projected 47
vectors will generally 73
vectors will represent 76
vehicle body structure 130
vehicle during commission 52
vehicle during transport 53
vehicle from overturning 68
vehicle into production 89
vehicle lease agreement 48
vehicle made primarily 64
vehicle more difficult 51
vehicle most desirable 49
vehicle theft prevention 90
vehicle trip generation 580
vehicle upon reasonable 62
vehicle used primarily 359
vehicle were available 65
vehicle when approaching 88
vehicle when necessary 79
vehicle when purchased 134
vehicle will determine 134
vehicle will encounter 66
vehicle will generally 65
vendors find themselves 67
vendors from different 59
vendors have addressed 97
vendors have announced 649
vendors have attempted 230
vendors have committed 90
vendors have continued 57
vendors have delivered 46
vendors have developed 2525
vendors have different 396
vendors have expressed 72
vendors have generally 49
vendors have indicated 84
vendors have responded 268
vendors have submitted 78
vendors have suggested 45
vendors like microsoft 187
vendors make available 60
vendors must implement 61
vendors take advantage 98
vendors took advantage 69
vendors were compelled 40
vendors were concerned 77
vendors were contacted 105
vendors were permitted 74
vendors were reluctant 67
vendors will generally 55
vendors will guarantee 43
vendors will implement 96
vendors will sometimes 87
vendors will typically 45
vengeance from generation 49
vengeance took possession 186
vengeance upon inanimate 103
vengeance upon jerusalem 55
vengeance upon offenders 49
vengeance upon ourselves 53
vengeance upon political 51
vengeance upon siegfried 49
vengeance upon themselves 257
vengeance were committed 72
venison were discussed 48
venison were suspended 62
ventral fins abdominal 511
ventral root discharge 342
ventral root filaments 2246
ventral root potentials 407
ventral root responses 228
ventral side downwards 55
ventral side flattened 131
ventral side uppermost 958
ventral third ventricle 255
venture among hospitals 96
venture ever attempted 80
venture into advertising 184
venture into authorship 259
venture into california 93
venture into commercial 714
venture into community 177
venture into computers 129
venture into countries 41
venture into criticism 216
venture into different 390
venture into difficult 103
venture into diplomacy 217
venture into discussion 93
venture into economics 50
venture into electoral 188
venture into estuaries 42
venture into forbidden 324
venture into hollywood 108
venture into industrial 294
venture into jerusalem 44
venture into manhattan 112
venture into matrimony 2248
venture into municipal 52
venture into newspaper 232
venture into organized 108
venture into periodical 54
venture into political 1098
venture into practical 239
venture into previously 234
venture into production 789
venture into sculpture 109
venture into sensitive 98
venture into shallower 40
venture into situations 238
venture into television 588
venture into territory 884
venture into theological 67
venture into theoretical 58
venture into uncertain 98
venture into uncharted 2124
venture into unfamiliar 1294
venture into untrodden 95
venture leasing companies 215
venture life insurance 117
venture more difficult 42
venture much belittled 42
venture must establish 80
venture none themselves 52
venture some additional 40
venture some hypotheses 115
venture some tentative 488
venture soon collapsed 187
venture their reputation 47
venture upon hazardous 132
venture upon matrimony 296
venture upon multiplying 54
venture upon withstanding 42
venture will determine 56
venture will generally 46
venture will stimulate 42
venture will terminate 48
venturing into commercial 49
venturing into different 46
venturing into forbidden 143
venturing into political 89
venturing into previously 55
venturing into production 40
venturing into profanity 63
venturing into territory 342
venturing into uncharted 759
venturing into unfamiliar 431
venturing their reputation 70
verdant roof embowered 78
verdict from posterity 111
verdict more favorable 74
verdict must represent 182
verdict upon ourselves 42
verdict will certainly 53
verifying data integrity 86
verifying their compliance 42
verifying their existence 194
verifying their hypotheses 73
verifying their knowledge 44
verifying these conditions 68
verifying these hypotheses 175
verifying tube placement 81
vernier line coincides 54
versions also available 195
versions from different 442
versions give different 65
versions have additional 46
versions have attempted 65
versions have continued 57
versions have developed 84
versions have different 441
versions have generally 56
versions have identical 58
versions have preserved 60
versions have sometimes 48
versions having different 43
versions made available 77
versions very different 47
versions were assembled 43
versions were attempted 42
versions were available 1043
versions were broadcast 52
versions were carefully 40
versions were certainly 64
versions were circulating 89
versions were collected 286
versions were completed 138
versions were consulted 58
versions were corrected 60
versions were delivered 155
versions were described 53
versions were destroyed 113
versions were developed 1989
versions were different 142
versions were discussed 134
versions were evaluated 52
versions were extremely 55
versions were generally 149
versions were generated 54
versions were identical 335
versions were installed 58
versions were necessary 55
versions were performed 161
versions were presented 1206
versions were published 1982
versions were reprinted 114
versions were sometimes 153
versions were submitted 120
versions were suggested 53
versions were themselves 45
versions were virtually 57
versions when available 41
vespers were concluded 47
vespers were regularly 86
vessels also contained 80
vessels also penetrate 53
vessels bringing passengers 117
vessels bringing provisions 146
vessels call regularly 53
vessels during dissection 91
vessels during embryonic 144
vessels during operations 59
vessels during pregnancy 155
vessels ever assembled 68
vessels find themselves 51
vessels flying different 94
vessels form capillary 61
vessels from alexandria 151
vessels from amsterdam 135
vessels from approaching 1393
vessels from baltimore 103
vessels from byzantium 103
vessels from california 97
vessels from contracting 43
vessels from countries 177
vessels from different 829
vessels from discharging 75
vessels from elsewhere 110
vessels from excessive 84
vessels from gibraltar 110
vessels from interfering 42
vessels from jerusalem 128
vessels from liverpool 1049
vessels from mauritius 49
vessels from nantucket 48
vessels from navigation 50
vessels from neighboring 154
vessels from newcastle 54
vessels from penetrating 40
vessels from preexisting 449
vessels from shipwreck 78
vessels from submarine 97
vessels from surrounding 182
vessels from visitation 73
vessels gone altogether 46
vessels have additional 45
vessels have certainly 42
vessels have collapsed 51
vessels have committed 57
vessels have continued 226
vessels have developed 287
vessels have different 195
vessels have extremely 99
vessels have foundered 220
vessels have generally 173
vessels have gradually 75
vessels have previously 46
vessels have proceeded 99
vessels have recovered 40
vessels have sometimes 265
vessels have succeeded 76
vessels have sustained 45
vessels have undergone 459
vessels have virtually 42
vessels having different 94
vessels having previously 54
vessels here described 63
vessels into commission 57
vessels into surrounding 195
vessels just described 297
vessels made available 58
vessels more difficult 141
vessels more prominent 76
vessels more sensitive 75
vessels much distended 77
vessels must certainly 108
vessels nearing completion 66
vessels pass backwards 178
vessels pass laterally 68
vessels pass obliquely 49
vessels plying regularly 83
vessels sail regularly 54
vessels show extensive 41
vessels show themselves 70
vessels show thrombosis 42
vessels take advantage 85
vessels taking advantage 70
vessels took advantage 169
vessels took possession 83
vessels upon navigable 45
vessels used primarily 81
vessels very difficult 83
vessels well furnished 51
vessels were abandoned 275
vessels were abolished 62
vessels were accordingly 429
vessels were admirably 65
vessels were afterward 98
vessels were allocated 112
vessels were altogether 95
vessels were announced 76
vessels were appointed 198
vessels were appraised 50
vessels were approaching 577
vessels were assembled 576
vessels were associated 354
vessels were attracted 49
vessels were authorized 538
vessels were available 1091
vessels were basically 43
vessels were blockaded 73
vessels were burnished 82
vessels were carefully 459
vessels were certainly 199
vessels were chartered 1968
vessels were collected 608
vessels were commanded 619
vessels were commenced 53
vessels were committed 51
vessels were compelled 842
vessels were completed 788
vessels were concerned 1240
vessels were condemned 637
vessels were conducted 75
vessels were connected 433
vessels were consigned 101
vessels were contained 90
vessels were continued 50
vessels were converted 601
vessels were currently 41
vessels were decorated 1110
vessels were dedicated 107
vessels were delivered 426
vessels were dependent 87
vessels were deposited 356
vessels were described 441
vessels were destroyed 3372
vessels were developed 323
vessels were different 80
vessels were difficult 103
vessels were discarded 106
vessels were discharging 106
vessels were discussed 100
vessels were disengaged 121
vessels were dispersed 338
vessels were displaced 79
vessels were displayed 168
vessels were dissected 167
vessels were distended 341
vessels were doubtless 75
vessels were entrusted 68
vessels were enveloped 78
vessels were especially 256
vessels were estimated 90
vessels were evaluated 62
vessels were evidently 243
vessels were excavated 173
vessels were exceedingly 104
vessels were exhibited 43
vessels were expensive 75
vessels were expressly 75
vessels were extremely 234
vessels were forbidden 1222
vessels were freighted 307
vessels were frequenting 41
vessels were furnished 306
vessels were gallantly 52
vessels were generally 1242
vessels were gradually 349
vessels were henceforth 44
vessels were hurriedly 61
vessels were identical 73
vessels were illegally 62
vessels were important 115
vessels were impounded 62
vessels were impressed 99
vessels were incapable 45
vessels were increasingly 134
vessels were incubated 166
vessels were inscribed 67
vessels were inspected 167
vessels were instantly 102
vessels were intensely 60
vessels were invariably 152
vessels were invisible 56
vessels were liberated 54
vessels were ligatured 119
vessels were literally 130
vessels were mobilized 79
vessels were naturally 73
vessels were navigated 129
vessels were necessary 203
vessels were officially 50
vessels were organized 90
vessels were outfitted 399
vessels were overladen 51
vessels were overtaken 126
vessels were perceived 113
vessels were perfectly 129
vessels were performed 71
vessels were permitted 1545
vessels were plundered 140
vessels were positioned 63
vessels were preferred 101
vessels were presented 122
vessels were presently 63
vessels were preserved 203
vessels were prevented 236
vessels were previously 105
vessels were primarily 187
vessels were privately 71
vessels were prominent 145
vessels were propelled 359
vessels were protected 323
vessels were published 83
vessels were purchased 1403
vessels were recovered 1808
vessels were regularly 405
vessels were relegated 43
vessels were repeatedly 171
vessels were requested 83
vessels were routinely 56
vessels were scattered 781
vessels were scheduled 132
vessels were schooners 78
vessels were separated 2181
vessels were shattered 219
vessels were sheltered 47
vessels were similarly 259
vessels were sometimes 1000
vessels were stretched 67
vessels were subjected 610
vessels were submitted 74
vessels were supported 88
vessels were surprised 143
vessels were suspected 48
vessels were suspended 179
vessels were swallowed 56
vessels were themselves 83
vessels were thoroughly 129
vessels were typically 87
vessels were uncovered 114
vessels were uniformly 42
vessels were unusually 74
vessels were virtually 156
vessels when approaching 84
vessels when completed 75
vessels when necessary 160
vessels will certainly 50
vessels will constrict 118
vessels will determine 54
vessels will generally 83
vessels will gradually 60
vessels will influence 58
vessels will naturally 71
vessels will sometimes 54
veteran from tennessee 53
veteran home exchangers 67
veteran tank commander 91
veteran union organizer 99
veteran whig statesman 78
vibrant arts community 128
vibrant faith community 57
vibrant oral traditions 50
vibrate more intensely 251
vibrate more musically 63
vibrate most intensely 49
vibrate when disturbed 66
vibrate when subjected 71
vibrating reed apparatus 65
vibrating reed frequency 210
vibrating reed technique 369
vibrating string stretched 131
viceroy over districts 66
viceroy took advantage 45
victims among themselves 63
victims died instantly 59
victims feel powerless 47
victims find themselves 440
victims from complaining 42
victims from different 161
victims from neighboring 40
victims from offenders 65
victims from prosecuting 48
victims have attempted 75
victims have collected 46
victims have committed 61
victims have described 102
victims have developed 104
victims have different 64
victims have expressed 60
victims have generally 74
victims have indicated 49
victims have invariably 40
victims have previously 40
victims have recovered 133
victims have sometimes 86
victims have succumbed 44
victims have sustained 40
victims have testified 48
victims have undergone 86
victims into compliance 47
victims into criminals 45
victims into submission 269
victims into survivors 65
victims like themselves 115
victims more generally 48
victims need protection 51
victims threw themselves 97
victims throw themselves 77
victims very carefully 45
victims view themselves 47
victims were abandoned 80
victims were accounted 57
victims were afflicted 91
victims were afterward 75
victims were allegedly 91
victims were americans 152
victims were assaulted 209
victims were assembled 242
victims were associated 109
victims were available 86
victims were butchered 201
victims were carefully 176
victims were castrated 47
victims were certainly 64
victims were christians 156
victims were collected 255
victims were committed 43
victims were compelled 174
victims were concerned 229
victims were condemned 276
victims were conducted 146
victims were connected 177
victims were consigned 177
victims were consulted 80
victims were contacted 58
victims were convicted 82
victims were convinced 71
victims were criminals 118
victims were crucified 140
victims were decorated 41
victims were dedicated 56
victims were delivered 177
victims were deposited 187
victims were depressed 42
victims were described 304
victims were destroyed 115
victims were different 129
victims were displayed 219
victims were employees 56
victims were especially 101
victims were estimated 75
victims were evacuated 85
victims were exhibited 79
victims were extremely 90
victims were favorable 65
victims were forbidden 81
victims were forgotten 73
victims were fortunate 64
victims were generally 1095
victims were gradually 61
victims were hurriedly 46
victims were immolated 843
victims were increasingly 44
victims were inscribed 49
victims were instantly 144
victims were invariably 247
victims were kidnapped 144
victims were literally 150
victims were massacred 138
victims were mutilated 240
victims were naturally 49
victims were necessary 130
victims were neighbors 41
victims were officially 45
victims were perceived 200
victims were perfectly 73
victims were permitted 120
victims were policemen 43
victims were political 133
victims were portrayed 111
victims were powerless 65
victims were precisely 41
victims were presented 194
victims were preserved 74
victims were prevented 51
victims were previously 69
victims were primarily 380
victims were prisoners 278
victims were prominent 128
victims were protected 96
victims were published 104
victims were purchased 149
victims were questioned 69
victims were recovered 184
victims were recruited 76
victims were regularly 102
victims were relatives 136
victims were reluctant 179
victims were repeatedly 71
victims were residents 121
victims were routinely 75
victims were ruthlessly 44
victims were satisfied 371
victims were scattered 172
victims were sentenced 172
victims were separated 70
victims were similarly 96
victims were sometimes 886
victims were stretched 299
victims were subjected 607
victims were submitted 62
victims were summarily 47
victims were surprised 110
victims were suspected 115
victims were suspended 309
victims were swallowed 46
victims were teenagers 104
victims were themselves 269
victims were typically 112
victims were unmarried 44
victims were virtually 59
victors gave themselves 72
victors girt themselves 44
victors took possession 204
victors were announced 45
victors were carefully 65
victors were compelled 54
victors were concerned 52
victors were exhausted 45
victors were presented 58
victors were satisfied 40
victors were themselves 100
victory also reflected 64
victory among themselves 46
victory into oppression 47
victory into political 116
victory last wednesday 115
victory more difficult 300
victory more important 152
victory more seasonable 101
victory only confirmed 40
victory over adversity 934
victory over aggression 187
victory over alexander 134
victory over alienation 194
victory over arbitrary 40
victory over argentina 306
victory over autocracy 103
victory over baltimore 191
victory over barbarians 135
victory over barbarism 155
victory over blindness 57
victory over bonaparte 235
victory over byzantine 43
victory over byzantium 132
victory over california 172
victory over cambridge 56
victory over christians 80
victory over churchill 70
victory over cleveland 283
victory over communism 2616
victory over communist 420
victory over conditions 40
victory over corporate 41
victory over corruption 160
victory over demetrius 261
victory over democracy 100
victory over depression 195
victory over despotism 252
victory over difficult 45
victory over englishmen 207
victory over existence 49
victory over falsehood 119
victory over ferdinand 42
victory over feudalism 702
victory over frederick 410
victory over georgetown 280
victory over goldwater 478
victory over hellenism 49
victory over ignorance 466
victory over incumbent 507
victory over infectious 115
victory over injustice 219
victory over jefferson 134
victory over jerusalem 233
victory over lafayette 97
victory over liverpool 58
victory over marquette 64
victory over maximilian 195
victory over mcclellan 189
victory over milwaukee 87
victory over minnesota 333
victory over montezuma 50
victory over mortality 187
victory over mussolini 56
victory over napoleonic 264
victory over necessity 84
victory over neighboring 129
victory over nestorius 48
victory over obstacles 274
victory over opponents 266
victory over opposition 207
victory over oppression 416
victory over organized 58
victory over ourselves 984
victory over parliament 236
victory over political 189
victory over prejudice 417
victory over president 967
victory over previously 59
victory over princeton 180
victory over privilege 59
victory over reactionary 54
victory over rebellious 142
victory over repression 136
victory over rochester 45
victory over roosevelt 152
victory over rosecrans 87
victory over sigismund 91
victory over societies 53
victory over spartacus 97
victory over spiritual 167
victory over stevenson 172
victory over surrounding 90
victory over temptation 2881
victory over tennessee 177
victory over terrorism 279
victory over themselves 936
victory over wisconsin 151
victory over yugoslavia 205
victory took possession 47
victory were bloodless 69
victory were certainly 71
victory were excellent 71
victory were extremely 56
victory were gradually 54
victory were important 94
victory were justified 47
victory were literally 44
victory were momentous 46
victory were premature 50
victory were shattered 66
victory were tarnished 57
victory when president 105
victory will assuredly 118
victory will certainly 479
victory worth celebrating 65
viewers find themselves 286
viewers from different 194
viewers have developed 47
viewers have different 76
viewers have expressed 54
viewers have objective 44
viewers have responded 66
viewers have witnessed 53
viewers were appointed 321
viewers were attracted 77
viewers were bombarded 52
viewers were concerned 307
viewers were convinced 106
viewers were delighted 71
viewers were disturbed 59
viewers were especially 45
viewers were generally 73
viewers were impressed 93
viewers were irritated 48
viewers were persuaded 42
viewers were presented 190
viewers were subjected 52
viewers were surprised 120
viewers will appreciate 85
viewers will interpret 82
viewers will recognize 233
vilifying their opponents 98
village also contained 159
village also possessed 40
village also possesses 78
village also supported 47
village among themselves 43
village boys generally 65
village during festivals 55
village find themselves 44
village folk generally 53
village folk themselves 100
village food production 142
village from childhood 217
village from different 173
village from elsewhere 87
village from epidemics 66
village from jerusalem 41
village from marauders 48
village from somewhere 47
village from starvation 136
village hall committee 113
village have assembled 56
village have developed 55
village have different 53
village have forgotten 166
village have organized 49
village have undergone 98
village having population 64
village health committee 622
village health promoters 135
village health volunteer 123
village here collected 62
village here described 69
village idiot exhibited 65
village into different 54
village into districts 85
village into existence 51
village into submission 48
village just described 60
village land ownership 116
village land registers 55
village land resources 44
village life altogether 79
village life contained 48
village life continued 250
village life continues 140
village life described 88
village life developed 216
village life generally 136
village life presented 96
village life throughout 295
village living conditions 136
village living standards 129
village milk producers 159
village more important 44
village must repossess 54
village once inhabited 43
village only contained 41
village soon presented 103
village take advantage 45
village their permanent 49
village took advantage 100
village took possession 40
village tree nurseries 97
village very different 65
village very difficult 55
village very pleasantly 67
village well satisfied 111
village were abandoned 82
village were appointed 65
village were assembled 540
village were attracted 67
village were carefully 58
village were celebrating 40
village were certainly 57
village were clustered 72
village were collected 293
village were compelled 78
village were completed 58
village were concerned 169
village were conducted 87
village were connected 70
village were converted 72
village were convinced 129
village were decorated 58
village were delighted 94
village were described 56
village were destroyed 421
village were different 65
village were discussed 123
village were especially 61
village were estimated 41
village were excavated 60
village were extremely 123
village were fishermen 47
village were forbidden 119
village were generally 270
village were gradually 57
village were important 58
village were impressed 54
village were massacred 66
village were miserable 66
village were organized 120
village were permitted 88
village were persuaded 58
village were primarily 42
village were protected 51
village were recruited 47
village were regularly 42
village were reluctant 48
village were scattered 174
village were separated 71
village were sometimes 131
village were subjected 66
village were surprised 203
village were terrified 45
village when necessary 52
village will celebrate 44
village will certainly 67
village will generally 60
village youth association 58
village zoning ordinance 307
villain early completed 116
villain ever presented 59
villain into parliament 49
villain taking advantage 47
villain took advantage 56
vinegar from alcoholic 61
vinegar from fermented 47
vinegar will deactivate 57
vintage farm equipment 119
vintage farm machinery 116
violated fifth amendment 216
violated laws prohibiting 68
violated osha standards 60
violated other provisions 128
violated sixth amendment 82
violated some important 98
violated some principle 119
violated some provisions 43
violated some regulation 117
violated some unwritten 73
violated their agreement 785
violated their allegiance 206
violated their baptismal 288
violated their cherished 140
violated their conception 54
violated their conditions 55
violated their contracts 444
violated their copyright 138
violated their covenants 66
violated their daughters 43
violated their engagement 114
violated their fourteenth 150
violated their integrity 61
violated their interests 65
violated their liberties 92
violated their obligation 221
violated their principle 64
violated their privilege 53
violated their provisions 58
violated their sovereign 54
violated their standards 80
violated their statutory 88
violated their territory 149
violated their traditions 44
violated these conditions 299
violated these provisions 407
violated these standards 213
violated those conditions 92
violated those provisions 125
violated those standards 139
violated were repugnant 73
violated when advocates 83
violated when appellant 247
violated when defendant 49
violated when necessary 40
violated when testimony 102
violated when thanksgiving 54
violated your agreement 52
violates fifth amendment 141
violates other provisions 79
violates some important 78
violates some principle 148
violates some protected 128
violates some regulation 40
violates some statutory 44
violates such provisions 64
violates their integrity 87
violates these conditions 327
violates these provisions 367
violates these standards 257
violates those conditions 49
violates those provisions 45
violates those standards 139
violation upon conviction 67
violation worth prosecuting 45
violator into compliance 48
violence also continued 73
violence also reflected 42
violence among alcoholic 131
violence among christians 52
violence among different 220
violence among employees 52
violence among immigrant 178
violence among intimates 462
violence among juveniles 199
violence among neighbors 40
violence among ourselves 72
violence among political 42
violence among prisoners 216
violence among psychotic 91
violence among residents 46
violence among teenagers 222
violence among themselves 479
violence been attempted 49
violence been committed 103
violence during childhood 665
violence during courtship 77
violence during pregnancy 1016
violence ever committed 84
violence ever justified 288
violence ever witnessed 40
violence find themselves 78
violence from childhood 352
violence from customers 116
violence from different 138
violence from extremist 91
violence from generation 140
violence from organized 43
violence from outsiders 45
violence from political 153
violence from prisoners 42
violence from television 202
violence from terrorism 40
violence from themselves 70
violence have concluded 40
violence have continued 215
violence have convinced 57
violence have destroyed 59
violence have developed 97
violence have different 93
violence have escalated 104
violence have generally 124
violence have increasingly 81
violence have persisted 47
violence have repeatedly 47
violence have sometimes 89
violence have suggested 63
violence have themselves 45
violence into political 89
violence just described 47
violence lies somewhere 47
violence more difficult 74
violence more effective 69
violence more generally 618
violence more prevalent 42
violence must recognize 47
violence must sometimes 48
violence only escalated 61
violence over sexuality 101
violence risk appraisal 53
violence take possession 101
violence taking possession 60
violence took possession 63
violence upon barbarians 53
violence upon ourselves 153
violence upon themselves 544
violence very difficult 42
violence went unchecked 109
violence were addressed 43
violence were associated 190
violence were attempted 118
violence were available 80
violence were carefully 46
violence were certainly 77
violence were collected 49
violence were committed 6019
violence were concerned 107
violence were condemned 50
violence were conducted 130
violence were connected 48
violence were described 79
violence were developed 44
violence were different 46
violence were discussed 135
violence were especially 103
violence were estimated 42
violence were exercised 44
violence were exhibited 60
violence were extremely 89
violence were forbidden 91
