wan burghers spy the line 237
was arrested and the other 109
was arrested and we were 96
was arrested for an anti 41
was arrested for the debt 83
was arrested for the deed 111
was arrested for the last 228
was arrested for the rape 330
was arrested for the sale 46
was arrested for the same 194
was arrested for the sixth 44
was arrested for the theft 234
was arrested for the third 773
was arrested for the time 88
was arrested two or three 99
was arrested with the help 53
was arrested with the other 214
was arrested with the rest 74
was assailed with the most 490
was assailed with the same 56
was asserted that in these 44
was asserted that the only 66
was asserted that the plan 40
was asserted that the same 55
was asserted that the time 48
was asserted that the young 49
was asserted that we were 80
was assessed for the same 71
was assessed using the same 127
was assessed with the help 113
was assigned and the date 76
was assigned for the next 75
was assigned one of four 57
was assigned one of these 145
was assigned one of three 68
was assigned one or more 330
was assigned two or three 111
was assigned with the rank 50
was assigned with the task 84
was attached and the other 41
was attached for the time 52
was attacked all at once 53
was attacked and we were 43
was attacked both by land 42
was attacked for the same 45
was attacked for the third 95
was attacked near the mouth 43
was attacked not so much 54
was attacked off the cape 40
was attacked with an ague 41
was attacked with so much 583
was attacked with the gout 62
was attacked with the most 428
was attacked with the same 625
was attained with the help 62
was attended for the most 42
was attended with as much 591
was attended with at least 73
was attended with no good 46
was attended with no great 130
was attended with no less 444
was attended with no loss 133
was attended with no more 77
was attended with no other 765
was attended with no pain 118
was attended with no risk 73
was attended with no sort 48
was attended with no such 65
was attended with so great 175
was attended with so many 688
was attended with so much 2403
was attended with the best 946
was attended with the fame 80
was attended with the least 105
was attended with the like 123
was attended with the loss 743
was attended with the most 6784
was attended with the risk 43
was attended with the ruin 176
was attended with the same 1195
was attended with the very 187
was attorney for the city 57
was attracting all the rays 43
was auditioning for the part 126
was auditioning for the role 94
was authority for the view 109
was awakened out of these 53
was awakened two or three 45
was awakened with the news 610
was banished for the rest 46
was banished for the same 64
was banished with the other 45
was baptized and the other 73
was baptized with the holy 990
was baptized with the name 1179
was baptized with the same 64
was barefoot and in rags 68
was beautiful all the same 73
was beautiful all the time 51
was beautiful and he knew 45
was beautiful and of good 58
was beautiful and of rare 43
was beautiful and the food 47
was beautiful and the view 50
was beautiful and we were 118
was beautiful with the rich 138
was begotten and the womb 64
was believed not to have 296
was believed now to have 42
was believed that as many 104
was believed that as soon 68
was believed that at last 85
was believed that at least 346
was believed that at some 41
was believed that by making 45
was believed that by means 84
was believed that he also 51
was believed that he came 77
was believed that he died 89
was believed that he gave 72
was believed that he knew 52
was believed that he made 54
was believed that he meant 47
was believed that he must 102
was believed that he only 41
was believed that he took 42
was believed that he used 41
was believed that he went 63
was believed that if only 142
was believed that if such 101
was believed that if there 197
was believed that if these 187
was believed that in case 49
was believed that in most 41
was believed that in some 175
was believed that in such 86
was believed that in their 56
was believed that in these 41
was believed that in time 48
was believed that in view 49
was believed that it must 54
was believed that no more 116
was believed that no other 69
was believed that the army 78
was believed that the atom 72
was believed that the baby 66
was believed that the best 1169
was believed that the bill 58
was believed that the bird 229
was believed that the body 528
was believed that the bulk 86
was believed that the cell 112
was believed that the city 138
was believed that the coming 94
was believed that the cost 210
was believed that the data 58
was believed that the duke 193
was believed that the early 44
was believed that the evil 230
was believed that the eyes 40
was believed that the fact 49
was believed that the fall 54
was believed that the fire 293
was believed that the fish 51
was believed that the five 45
was believed that the flax 52
was believed that the flow 43
was believed that the food 42
was believed that the form 41
was believed that the four 131
was believed that the free 67
was believed that the girl 73
was believed that the gods 634
was believed that the gold 40
was believed that the good 131
was believed that the great 474
was believed that the hair 51
was believed that the heart 101
was believed that the high 443
was believed that the holy 116
was believed that the iron 46
was believed that the jews 112
was believed that the lack 70
was believed that the land 234
was believed that the last 155
was believed that the late 100
was believed that the laws 80
was believed that the life 224
was believed that the line 47
was believed that the living 47
was believed that the lord 127
was believed that the loss 105
was believed that the main 487
was believed that the male 98
was believed that the mass 157
was believed that the media 40
was believed that the mere 116
was believed that the mind 76
was believed that the moon 129
was believed that the more 650
was believed that the most 827
was believed that the name 151
was believed that the need 43
was believed that the next 94
was believed that the nile 50
was believed that the north 120
was believed that the only 1404
was believed that the other 190
was believed that the poor 116
was believed that the pope 170
was believed that the rain 45
was believed that the range 52
was believed that the rate 93
was believed that the rich 75
was believed that the risk 56
was believed that the road 56
was believed that the role 47
was believed that the root 89
was believed that the rule 46
was believed that the same 259
was believed that the ship 89
was believed that the sick 43
was believed that the site 49
was believed that the size 148
was believed that the soil 62
was believed that the sole 52
was believed that the soul 639
was believed that the south 102
was believed that the task 42
was believed that the teeth 58
was believed that the threat 51
was believed that the three 217
was believed that the time 279
was believed that the town 111
was believed that the tree 77
was believed that the true 103
was believed that the truth 41
was believed that the type 45
was believed that the union 44
was believed that the vast 47
was believed that the very 249
was believed that the well 56
was believed that the work 147
was believed that the young 181
was believed that we must 43
was believed that we were 141
was belittling him by such 44
was benumbed with the cold 160
was bequeathed with the rest 89
was besieged and at last 41
was besieged for the last 55
was bestowed for the sake 41
was blazoned with the name 98
was brighter than the moon 194
was brighter than the other 221
was brighter than the rest 175
was brilliant with my body 100
was burdened with no such 45
was burdened with so many 141
was burdened with so much 69
was burdened with the care 141
was burdened with the cost 88
was burdened with the duty 79
was burdened with the heavy 89
was burdened with the most 197
was burdened with the name 86
was burdened with the need 47
was burdened with the same 67
was burdened with the sins 57
was burdened with the task 236
was canceled due to lack 89
was canceled due to rain 157
was captured and the army 42
was captured and the city 68
was captured and the crew 111
was captured and the other 129
was captured and the rest 45
was captured for the last 43
was captured for the third 50
was captured near the town 46
was captured with the help 118
was captured with the loss 89
was captured with the other 63
was captured with the rest 121
was careless with the truth 46
was carpeted with the most 45
was carpeted with the same 64
was caucasus and the rock 119
was cautioned not to give 43
was cautioned not to make 82
was cautioned not to speak 70
was cautioned not to take 69
was cautioned not to tell 56
was cemented with the most 168
was centered for the most 41
was centered not so much 47
was chairman and the other 40
was chairman for the time 47
was cheerful and in good 120
was christian and the other 60
was cleverer than the other 41
was cleverer than the rest 94
was closeted for an hour 153
was collecting for the poor 56
was combined with an even 40
was combined with so much 295
was combined with the acid 48
was combined with the data 60
was combined with the fact 155
was combined with the high 186
was combined with the hope 89
was combined with the iron 135
was combined with the land 127
was combined with the main 129
was combined with the more 468
was combined with the most 341
was combined with the need 73
was combined with the other 458
was combined with the post 106
was combined with the same 87
was combined with the theory 89
was combined with the third 120
was combined with the three 132
was combined with the view 54
was combined with the wish 49
was combined with the word 59
was combined with the work 81
was commonly owing to their 62
was compared for the three 50
was compared with the best 147
was compared with the cost 348
was compared with the data 223
was compared with the great 105
was compared with the high 91
was compared with the last 61
was compared with the length 53
was compared with the list 64
was compared with the more 248
was compared with the most 158
was compared with the other 477
was compared with the rate 473
was compared with the ratio 74
was compared with the rest 94
was compared with the same 553
was compared with the size 163
was compared with the test 99
was compared with the three 127
was compared with the time 398
was compared with the true 54
was compared with the type 187
was compared with the work 140
was compiled for the most 117
was compiled with the help 541
was compiled with the same 40
was complete and the last 50
was complete and the other 43
was complete and the time 55
was complete and we were 152
was complete for the deep 60
was complete for the time 66
was complied with as soon 40
was complied with at once 108
was composed for the feast 99
was composed for the most 3535
was composed for the sake 59
was composed for the same 42
was composed not so much 46
was composed with the help 107
was composed with the same 76
was composed with the view 85
was computed for the case 70
was computed for the data 65
was computed for the five 123
was computed for the four 66
was computed for the same 76
was computed for the three 275
was computed for the years 100
was computed that at least 328
was computed that no less 147
was computed that the camp 114
was computed that the loss 66
was computed using the data 51
was computed using the same 138
was computed with the help 102
was concealed with so much 40
was concealed with the most 98
was conceded that he knew 42
was conceded that the only 47
was confined for the last 48
was confined for the most 2244
was confined for the next 44
was confined for the rest 132
was confined with the gout 238
was confined with the hurt 40
was confused all the time 66
was confused with the great 49
was confused with the name 42
was confused with the other 76
was confused with the word 51
was conscious all at once 84
was conscious all the time 1194
was conscious and in pain 42
was conscious not so much 52
was conscious now of having 42
was conscious that by coming 43
was conscious that he felt 45
was conscious that he gave 67
was conscious that he held 46
was conscious that he knew 195
was conscious that he must 291
was conscious that he owed 69
was conscious that in some 104
was conscious that it must 45
was conscious that the debt 85
was conscious that the door 167
was conscious that the eyes 129
was conscious that the gaze 95
was conscious that the girl 57
was conscious that the great 128
was conscious that the ideas 73
was conscious that the lord 51
was conscious that the most 45
was conscious that the other 128
was conscious that the room 86
was conscious that the same 69
was conscious that the time 55
was conscious that the turk 42
was conscious that the wind 41
was conscious that the wish 42
was conscious that the wrong 97
was conscious that the young 66
was conscious that we were 230
was consoled for the loss 258
was constant and the same 58
was constant for at least 88
was constant for the same 44
was consumed with the fire 72
was consumed with the need 188
was consumed with the pile 48
was consumed with the rest 60
was consumed with the same 71
was consumed with the task 60
was convened for the ides 54
was convened for the last 64
was convened for the sole 57
was convened for the trial 129
was conversing with the duke 42
was conversing with the lady 43
was cornered and he knew 49
was credited for the full 42
was credited for the same 113
was credited with at least 263
was credited with no less 55
was credited with so many 61
was credited with the best 83
was credited with the full 65
was credited with the gift 163
was credited with the kill 98
was credited with the most 290
was credited with the same 192
was credited with the saying 70
was credited with the view 50
was crippled for the rest 195
was cumbered with at least 54
was dangerous for the boat 44
was dangerous not to have 42
was dangerous not to obey 43
was darkened and the veil 61
was darkened with the dust 54
was daylight all the time 79
was daylight and we were 69
was decanted and the cell 89
was decisive for the fate 190
was decisive for the rest 69
was decisive for the time 58
was decisive was the fact 52
was declared and the army 94
was declared not to have 291
was declared that he must 88
was declared that in case 68
was declared that the army 67
was declared that the bank 44
was declared that the city 57
was declared that the land 85
was declared that the laws 72
was declared that the lord 42
was declared that the name 45
was declared that the only 76
was declared that the said 169
was declared that the same 73
was declared that the seed 40
was declared that the three 50
was declared that the time 89
was declared that the union 41
was declared that we were 71
was defended with so much 172
was defended with the most 291
was defended with the same 100
was deferred for at least 60
was deferred for the time 399
was delicious and the wine 71
was delicious and we were 52
was delirious all the time 43
was demanded for the boys 79
was demanded for the loss 63
was demanded for the taking 109
was demanded that at least 40
was departed for the camp 64
was deprived for the time 108
was deserted and the door 73
was deserted and the only 54
was deserted for the more 55
was designed and is used 123
was designed and the data 43
was designed for no more 110
was designed for no other 191
was designed for the army 86
was designed for the best 42
was designed for the care 48
was designed for the city 60
was designed for the dual 59
was designed for the duke 55
was designed for the early 52
was designed for the eyes 40
was designed for the good 183
was designed for the great 56
was designed for the helm 82
was designed for the high 214
was designed for the home 104
was designed for the mass 51
was designed for the more 266
was designed for the most 298
was designed for the other 47
was designed for the poor 207
was designed for the rich 47
was designed for the sake 57
was designed for the same 446
was designed for the single 58
was designed for the sole 183
was designed for the very 288
was designed for the well 42
was designed for the west 45
was designed for the work 47
was designed for the young 96
was designed not so much 1713
was designed not to give 48
was designed not to have 51
was designed not to make 83
was designed that the mode 47
was designed using the same 86
was designed with an open 134
was designed with the best 97
was designed with the goal 344
was designed with the help 501
was designed with the hope 99
was designed with the main 52
was designed with the most 111
was designed with the same 384
was designed with the sole 58
was designed with the view 108
was desirous both to clear 47
was desirous that as many 63
was desirous that in such 117
was desirous that the jury 62
was desirous that the rest 46
was desirous that the string 50
was desolate and in want 46
was despised and we took 94
was destined for an early 161
was destined for an even 56
was destined for the army 640
was destined for the city 64
was destined for the fire 41
was destined for the great 54
was destined for the high 56
was destined for the home 55
was destined for the jews 48
was destined for the life 80
was destined for the most 160
was destined for the navy 184
was destined for the next 128
was destined for the other 41
was destined for the poor 135
was destined for the role 97
was destined for the same 583
was destined for the south 59
was destined for the very 49
was destined for the west 352
was destined for the young 66
was destined not so much 41
was destined not to come 62
was destined not to find 41
was destined not to have 103
was destined not to last 726
was destined not to leave 57
was destined not to live 83
was destined not to meet 42
was destined not to pass 41
was destined not to reach 130
was destined not to take 92
was destined that the seed 73
was detailed for the duty 99
was detailed for the task 132
was detailed for the work 78
was detained for an hour 143
was detained two or three 158
was detected using an anti 137
was detected with an anti 119
was detected with the help 54
was detected with the same 51
was detested with the most 59
was developing all the time 86
was diagnosed with the same 191
was dictated not so much 941
was digested with the same 70
was directed for the most 219
was directed not so much 5188
was directed not to give 48
was directed not to leave 71
was directed not to make 100
was directed not to move 61
was directed not to take 46
was directed with so much 61
was directly due to their 105
was disabled and the other 52
was disabled and we lost 43
was disabled for the rest 90
was disabled for the time 59
was dismayed not to find 83
was dominant and the other 134
was drenched with the rain 94
was earmarked for the army 81
was ecstatic with the news 77
was educated both at home 60
was educated for the army 381
was educated for the most 169
was educated for the navy 143
was educated for the same 58
was educated with the sons 42
was educated with the young 44
was effected and the name 57
was effected and the town 43
was effected for the most 232
was effected near the mouth 44
was effected not so much 138
was effected with as much 79
was effected with so much 440
was effected with the full 75
was effected with the help 272
was effected with the loss 489
was effected with the most 54
was effected with the same 84
was eighteen and the other 89
was electric with the news 40
was elevated two or three 46
was eligible for the post 213
was eligible for the same 52
was embraced with the same 47
was employed all the time 87
was employed for at least 174
was employed for so many 46
was employed for the last 103
was employed for the making 45
was employed for the more 48
was employed for the most 360
was employed for the next 235
was employed for the other 50
was employed for the rest 67
was employed for the sake 53
was employed for the same 664
was employed for the sole 42
was employed for the test 66
was employed for the work 41
was employed near the door 42
was employed not so much 92
was employed with the army 78
was employed with the most 149
was employed with the same 177
was encamped near at hand 49
was encamped near the city 140
was encamped near the fort 48
was encamped near the mouth 83
was encamped near the town 97
was encamped with an army 113
was encamped with the army 83
was encamped with the main 49
was encamped with the rest 45
was enclosed with an iron 81
was enforced with an iron 45
was enforced with so much 139
was enforced with the help 45
was enforced with the most 111
was enjoined not to make 43
was enlarged and the name 105
was enlarged with the very 111
was enormous for the time 85
was enriched with so vast 40
was enriched with the gold 156
was enriched with the most 204
was entangled with the dull 81
was entirely due to lack 123
was entirely due to lord 47
was entirely due to miss 42
was entirely due to some 68
was entirely due to their 613
was entirely due to these 63
was entirely due to what 53
was entirely due to your 224
was entirely for my sake 79
was entirely for the good 199
was entirely for the jury 71
was entirely for the sake 122
was entirely new to most 69
was entirely out of breath 71
was entirely out of date 184
was entirely out of debt 119
was entirely out of hand 144
was entirely out of line 170
was entirely out of range 127
was entirely out of reach 144
was entirely out of step 163
was entirely out of their 340
was entirely out of tune 91
was entirely out of view 66
was entirely owing to their 410
was entirely owing to these 47
was entirely owing to your 67
was entirely set at rest 78
was entrance for me into 65
was entreated for the land 351
was entwined with the thread 40
was equipped for the road 44
was equipped for the task 110
was equipped with an iron 263
was equipped with an open 134
was equipped with as many 46
was equipped with at least 145
was equipped with the best 800
was equipped with the full 42
was equipped with the means 124
was equipped with the most 1641
was equipped with the same 299
was equipped with the very 232
was erroneous for the trial 100
was escorted off the ship 42
was escorted out of town 185
was escorted out the door 90
was espoused with so much 60
was essential for the army 55
was essential for the best 126
was essential for the birth 42
was essential for the city 85
was essential for the early 55
was essential for the full 182
was essential for the good 290
was essential for the great 43
was essential for the health 192
was essential for the high 88
was essential for the jury 46
was essential for the kind 57
was essential for the life 98
was essential for the making 99
was essential for the most 42
was essential for the next 46
was essential for the peace 367
was essential for the rise 70
was essential for the safe 54
was essential for the sake 173
was essential for the self 40
was essential for the task 47
was essential for the union 41
was essential for the very 278
was essential for the well 870
was essential for the work 105
was essential for the young 89
was essential not to give 77
was essential not to lose 100
was essential not to make 68
was essential not to take 82
was essential that as many 83
was essential that at least 147
was essential that he find 64
was essential that he have 166
was essential that he keep 89
was essential that he know 50
was essential that he learn 53
was essential that he make 69
was essential that he take 49
was essential that no time 47
was essential that the army 129
was essential that the full 57
was essential that the great 40
was essential that the jury 60
was essential that the land 50
was essential that the line 129
was essential that the main 67
was essential that the other 44
was essential that the same 61
was essential that the ship 46
was essential that the south 92
was essential that the three 53
was essential that the work 121
was essential that the young 56
was essential that we find 44
was essential that we have 126
was essential that we make 80
was esteemed one of their 80
was evidence for at least 67
was evidence for the jury 630
was evidence not so much 54
was evidence that at least 349
was evidence that at some 141
was evidence that he knew 75
was evidence that in some 106
was evidence that the bank 66
was evidence that the body 43
was evidence that the city 54
was evidence that the fire 53
was evidence that the firm 71
was evidence that the girl 44
was evidence that the great 59
was evidence that the high 109
was evidence that the land 45
was evidence that the last 51
was evidence that the more 43
was evidence that the other 43
was evidence that the same 65
was evidence that the union 47
was evidence that the wife 89
was evidence that the work 49
was evidence that the young 63
was evidence that we were 136
was examined for the case 50
was examined for the last 73
was examined for the same 100
was examined for the third 50
was examined for the years 60
was examined using the same 93
was examined with the help 177
was examined with the most 175
was examined with the same 149
was exchanged for the mild 60
was exchanged for the more 727
was exchanged for the most 173
was exchanged for the other 68
was exchanged for the tool 72
was exchanged for the wife 69
was excluded for the same 87
was executed and the other 100
was executed and the rest 42
was executed and the time 55
was executed for the duke 55
was executed for the most 115
was executed for the part 41
was executed for the rape 139
was executed for the same 275
was executed for the sole 41
was executed with as much 276
was executed with so much 1527
was executed with the help 148
was executed with the most 710
was executed with the other 89
was executed with the rest 107
was executed with the same 309
was expanded with the help 61
was expected and in fact 70
was expected but the most 119
was expected for at least 59
was expected for the next 83
was expected that as many 47
was expected that as soon 186
was expected that at least 544
was expected that at some 50
was expected that in most 105
was expected that in time 109
was expected that it will 44
was expected that the army 114
was expected that the bank 125
was expected that the best 87
was expected that the bill 67
was expected that the body 46
was expected that the book 41
was expected that the bulk 81
was expected that the case 46
was expected that the city 125
was expected that the cost 140
was expected that the data 73
was expected that the debt 50
was expected that the duke 91
was expected that the fifth 41
was expected that the four 92
was expected that the free 44
was expected that the full 45
was expected that the great 257
was expected that the high 171
was expected that the land 46
was expected that the last 44
was expected that the line 263
was expected that the main 152
was expected that the more 446
was expected that the most 265
was expected that the name 54
was expected that the next 187
was expected that the north 49
was expected that the other 186
was expected that the plan 80
was expected that the rate 132
was expected that the ratio 50
was expected that the rest 78
was expected that the rise 49
was expected that the road 54
was expected that the sale 84
was expected that the same 229
was expected that the ship 64
was expected that the size 45
was expected that the task 42
was expected that the three 210
was expected that the time 135
was expected that the town 91
was expected that the trial 83
was expected that the type 41
was expected that the union 53
was expected that the west 54
was expected that the wife 56
was expected that the work 220
was expected that the young 127
was expelled and the other 43
was expelled for the same 64
was expended for the same 66
was explaining how he came 46
was extended for at least 64
was extended for the term 40
was extended with the help 48
was fashioned out of clay 131
was fashioned out of wood 42
was fastened with an iron 225
was fatigued with the length 99
was feverish and in pain 72
was filtered and the clear 49
was filtered and the ether 106
was financed for the most 96
was financed with the help 144
was finished and he came 42
was finished and he knew 96
was finished and he said 54
was finished and he went 55
was finished and so were 55
was finished and the body 45
was finished and the book 45
was finished and the boys 52
was finished and the cloth 44
was finished and the fire 89
was finished and the great 49
was finished and the last 402
was finished and the next 82
was finished and the other 62
was finished and the pipe 66
was finished and the room 43
was finished and the string 43
was finished and the three 100
was finished and the time 135
was finished and the work 55
was finished and the young 40
was finished and we went 53
was finished and we were 552
was finished for the rest 44
was finished for the time 200
was finished for the week 88
was finished that the lord 75
was finished with my work 126
was finished with so much 58
was finished with the book 80
was finished with the call 58
was finished with the case 44
was finished with the help 56
was finished with the last 93
was finished with the most 57
was finished with the same 88
was finished with the work 130
was followed all the more 40
was followed all the time 119
was followed and the same 44
was followed for at least 165
was followed for the most 168
was followed for the next 412
was followed for the other 271
was followed for the rest 127
was followed for the sake 93
was followed for the same 42
was followed for the three 44
was followed not by peace 45
was followed two or three 55
was followed with an eager 71
was followed with as much 90
was followed with so great 43
was followed with so much 47
was followed with the loss 73
was followed with the most 124
was followed with the other 125
was followed with the same 248
was forecast for the next 87
was foreseen and the time 50
was foreseen that the city 102
was foreseen that the great 50
was foreseen that the play 63
was forgetting how to speak 79
was forgiven for the sake 62
was formerly for the most 90
was formerly not the case 69
was formerly one of great 43
was formerly one of their 97
was formerly one of those 205
was formerly one of your 55
was forthcoming for the task 40
was fourteen and the other 55
was fragrant with the breath 166
was fragrant with the odor 351
was friendly with the great 47
was friendly with the late 44
was friendly with the other 140
was friendly with the wife 51
was friendly with the young 90
was frighted with the fall 49
was functioning all the time 44
was governed for the most 76
was governed for the next 66
was governed not so much 154
was grateful all the same 114
was grateful for at least 52
was grateful for my help 112
was grateful for so much 288
was grateful for the boon 58
was grateful for the break 373
was grateful for the call 67
was grateful for the calm 108
was grateful for the care 180
was grateful for the cold 186
was grateful for the cool 392
was grateful for the dark 461
was grateful for the dose 95
was grateful for the early 53
was grateful for the fact 531
was grateful for the fine 45
was grateful for the fire 119
was grateful for the food 215
was grateful for the free 56
was grateful for the full 49
was grateful for the gift 316
was grateful for the girl 48
was grateful for the good 205
was grateful for the great 42
was grateful for the hard 137
was grateful for the heavy 107
was grateful for the help 1028
was grateful for the high 44
was grateful for the hint 54
was grateful for the kind 211
was grateful for the lack 116
was grateful for the life 96
was grateful for the lift 78
was grateful for the love 114
was grateful for the many 247
was grateful for the news 73
was grateful for the open 67
was grateful for the other 87
was grateful for the pain 75
was grateful for the past 122
was grateful for the peace 285
was grateful for the rain 134
was grateful for the rest 219
was grateful for the ride 125
was grateful for the soft 111
was grateful for the tact 47
was grateful for the thick 64
was grateful for the three 46
was grateful for the time 1250
was grateful for the warm 212
was grateful for the well 40
was grateful for the wind 46
was grateful for the work 262
was grateful for the years 72
was grateful for the young 41
was grateful not to have 593
was grateful that at least 503
was grateful that he kept 46
was grateful that he knew 44
was grateful that he made 58
was grateful that so many 48
was grateful that the door 124
was grateful that the lord 56
was grateful that we were 126
was grounded and the other 43
was grounded for the rest 92
was grounded not so much 98
was handsome and he knew 49
was handsome and in good 87
was helpless and in pain 58
was helpless for the time 59
was hindered not so much 41
was hollowed out by fire 46
was hollowed out by means 51
was hollowed out to form 180
was hollowed out to hold 54
was hollowed out to make 93
was homesick all the time 61
was homesick for the other 42
was hopeless and he knew 42
was hopeless and no good 171
was hopeless and the very 110
was horribly out of tune 83
was ignorant that the book 64
was imagined for the peace 60
was imagined that by open 63
was imagined that if there 78
was immediate death to give 84
was imparted with the best 42
was imported for the rich 80
was improper for the trial 469
was improved with the help 57
was incensed for the loss 57
was inclined not to take 58
was included for the sake 111
was included for the same 67
was included with the other 283
was included with the rest 135
was included with the room 41
was increased all the more 108
was increased and in some 41
was increased and the rate 50
was increased and the time 117
was increased for the same 53
was increased two or three 119
was increased two to three 224
was increased with the size 41
was incurred and the date 45
was indebted for my life 114
was indebted for so many 150
was indebted for so much 574
was indebted for the best 43
was indebted for the gift 70
was indebted for the great 80
was indebted for the high 59
was indebted for the last 87
was indebted for the loan 64
was indebted for the means 125
was indebted for the most 553
was indebted for the name 79
was indebted for the only 105
was indebted for the plot 51
was indebted for the truth 66
was indebted for the vast 120
was indicted for the rape 68
was indicted for the same 151
