waitress to bring two more 43
wondered if she had kept 55
wondered if she had left 200
wondered if she had lost 332
wondered if she had made 1348
wondered if she had meant 66
wondered if she had only 360
wondered if she had said 409
wondered if she had seen 593
wondered if she had some 248
wondered if she had time 353
wondered if she had told 250
wondered if she had used 78
wondered if she may have 41
wondered if she too were 72
wondered if she was able 60
wondered if she was acting 45
wondered if she was also 131
wondered if she was angry 108
wondered if she was asking 61
wondered if she was cold 44
wondered if she was coming 242
wondered if she was crying 191
wondered if she was even 371
wondered if she was ever 529
wondered if she was giving 67
wondered if she was glad 53
wondered if she was having 453
wondered if she was hearing 89
wondered if she was hiding 40
wondered if she was joking 64
wondered if she was just 432
wondered if she was like 94
wondered if she was living 53
wondered if she was losing 256
wondered if she was making 560
wondered if she was more 195
wondered if she was okay 85
wondered if she was only 230
wondered if she was part 41
wondered if she was reading 66
wondered if she was ready 144
wondered if she was safe 66
wondered if she was saying 81
wondered if she was seeing 173
wondered if she was sick 169
wondered if she was some 59
wondered if she was taking 140
wondered if she was teasing 49
wondered if she was there 150
wondered if she was trying 689
wondered if she was wearing 243
wondered if she was wise 51
wondered if she was worth 45
wondered if she was wrong 107
wondered if that had been 984
wondered if that was also 41
wondered if that was even 75
wondered if that was from 56
wondered if that was good 119
wondered if that was just 157
wondered if that was meant 49
wondered if that was part 421
wondered if that was some 91
wondered if that was such 66
wondered if that was their 44
wondered if that was true 861
wondered if that was what 1923
wondered if that was when 61
wondered if that was wise 59
wondered if that was your 43
wondered if they all knew 50
wondered if they had been 2017
wondered if they had come 272
wondered if they had done 219
wondered if they had even 100
wondered if they had ever 616
wondered if they had felt 49
wondered if they had gone 180
wondered if they had heard 309
wondered if they had just 74
wondered if they had left 91
wondered if they had lost 86
wondered if they had made 375
wondered if they had seen 221
wondered if they had sent 55
wondered if they had some 64
wondered if they sang like 67
wondered if they too were 130
wondered if this had been 653
wondered if this was also 53
wondered if this was good 43
wondered if this was just 400
wondered if this was like 60
wondered if this was love 45
wondered if this was meant 59
wondered if this was more 52
wondered if this was only 104
wondered if this was part 246
wondered if this was some 697
wondered if this was such 129
wondered if this was their 85
wondered if this was true 358
wondered if this was what 2275
wondered if this was wise 47
wondered if you and your 135
wondered if you had been 144
wondered if you had come 45
wondered if you had ever 147
wondered if you had felt 52
wondered if you had gone 54
wondered if you had heard 153
wondered if you had made 61
wondered if you had seen 163
wondered if you had some 65
wondered if you had time 49
wondered in her own mind 140
wondered in his own mind 149
wondered it had not been 110
wondered it had not come 44
wondered to hear her talk 103
wondered to hear him speak 41
wondered to hear him talk 123
wondered to see him break 40
wondered to see him there 57
wondered to see his oxen 43
wondered to see them come 42
wondered we did not find 51
wondrous to see for their 44
workshop in his own home 40
worshiping the sun and moon 53
worthless in his own eyes 121
worthless to any one else 251
wreckage of men who have 108
wrenched it off its hinges 46
wretched as can not pity 58
wretched as she had been 47
wretched as they had been 66
wretched in death you have 60
wretched in his own heart 54
wretched me with his gold 68
wretched of our own race 55
wretched thing that has done 63
wrinkled up and his teeth 81
wrinkles as they had been 66
wrinkles in his old face 61
wrinkles of his old face 72
