war of belligerents shall not 172
with the revolutionary cause and 71
with the revolutionary change that 43
with the satisfactory feeling that 322
with the significance level set 100
with the significance which this 56
with the substantives which they 44
with the supernatural power that 43
with the supernatural rather than 47
with the supernatural world and 392
with the supernatural world are 53
with the supernatural world that 47
with the supernatural world was 83
with the transcendent folly and 74
with the transpiration stream and 48
with the unmistakable feeling that 155
won an international award for 147
won an international prize for 84
won the international prize for 150
