wad ware the best blood 177
was also the most vocal 106
was also the moving force 168
was also the name given 1043
was also the only black 140
was also the only child 154
was also the only group 149
was also the only large 51
was also the only leader 66
was also the only major 271
was also the only method 50
was also the only mother 40
was also the only nation 45
was also the only paper 57
was also the only party 152
was also the only period 74
was also the only place 624
was also the only point 40
was also the only region 89
was also the only route 41
was also the only state 219
was also the only white 48
was also the only woman 507
was also the room where 176
was also the root cause 55
was also the rule under 79
was also the ruling class 73
was also the same period 60
was also the side which 63
was also the site where 358
was also the sole owner 93
was also the spot where 260
was also the time period 71
was also the time which 46
was also the town clerk 43
was also the town where 99
was also the trial judge 41
was also the very first 729
was also the very reason 55
was also the view taken 418
was also the view which 74
was also to come under 107
was also to have power 112
was also to have taken 45
was also to keep watch 56
was also to look after 251
was also to take place 628
was among the best known 561
was among the dogs rather 42
was among the early users 53
was among the half dozen 119
was among the last batch 41
was among the last group 151
was among the last major 67
was among the last parts 46
was among the last people 97
was among the last words 54
was among the last works 62
was among the least known 47
was among the many people 186
was among the many which 44
was among the many women 81
was among the more vocal 40
was among the most amusing 47
was among the most deadly 40
was among the most feared 111
was among the most hated 57
was among the most hotly 133
was among the most loyal 109
was among the most noted 334
was among the most pleasing 40
was among the most rapid 66
was among the most senior 84
was among the most vital 86
was among the most vivid 48
was among the most vocal 984
was among the most wealthy 50
was among the other class 62
was among the peaks above 51
was among the very first 9672
was among the very small 46
was among the very worst 62
was among the wild beasts 96
was among the young people 97
was among the young women 59
was away at west point 42
was away at work again 41
was back an hour later 134
was back at fort monroe 56
was back at home again 142
was back at sunk creek 40
was back at their table 63
was back at west point 64
was back at work after 133
was back at work again 563
was back at work within 261
was back in camp again 44
was back in full bloom 46
was back in full force 866
was back in india again 59
was back in jail again 80
was back in love again 114
was back in rome again 76
was back in sixth grade 41
was back in their lives 50
was back in their midst 75
was back in third grade 43
was back in town after 135
was back in town again 164
was back of what could 48
was back on deck again 49
was back on duty again 62
was back on good terms 44
was back the next evening 41
was back the next morning 298
was back the next night 191
was back to work again 176
was back to work until 69
was back to work within 65
was bearing the full brunt 52
was bearing up well under 78
was bent on bringing about 112
was bent on making money 64
was best in their lives 45
was best to keep quiet 396
was best to keep still 58
was best to stay quiet 45
was best to stay where 82
was best to talk about 81
was best to wait until 610
was biding my time until 63
was blue as blue could 63
was born an hour after 69
was born an hour later 51
was born an only child 168
was born at cape coast 47
was born at deer creek 45
was born at fair haven 53
was born at fall river 132
was born at fort monroe 43
was born at fort scott 57
was born at fort wayne 228
was born at north adams 131
was born at north haven 95
was born at north salem 51
was born at owen sound 102
was born at park house 58
was born at pine grove 62
was born at pisa about 55
was born at port huron 97
was born at port royal 125
was born at rome about 167
was born at some point 47
was born at term after 179
was born at west hills 263
was born at west point 441
was born at west river 120
was born at york about 40
was born at york house 441
was born in fair haven 68
was born in fall river 479
was born in fort dodge 88
was born in fort scott 185
was born in fort wayne 817
was born in glen ridge 42
was born in great falls 348
was born in high point 103
was born in hood river 43
was born in india about 91
was born in india where 138
was born in kent about 74
was born in lake mills 83
was born in lock haven 93
was born in mill creek 61
was born in mute times 52
was born in north adams 267
was born in north china 43
was born in north haven 150
was born in north salem 48
was born in north wales 248
was born in ocean springs 49
was born in owen sound 71
was born in park ridge 68
was born in pine bluff 175
was born in pine grove 97
was born in port arthur 286
was born in port huron 244
was born in port royal 58
was born in rome about 208
was born in sioux falls 111
was born in some point 49
was born in some small 41
was born in south china 77
was born in south haven 102
was born in south orange 72
was born in south russia 80
was born in south wales 449
was born in spring creek 57
was born in spring grove 70
was born in their blood 63
was born in their hearts 83
was born in their house 95
was born in their midst 120
was born in their minds 41
was born in these parts 186
was born in those parts 46
was born in troy grove 66
was born in union springs 62
was born in west bengal 123
was born in west haven 108
was born in west hills 119
was born in west orange 69
was born in west point 242
was born in west salem 111
was born in what would 44
was born in york house 105
was born of delia bacon 47
was born or last dwelt 54
was born so soon after 112
was born the fifth child 72
was born the next morning 111
was born the only child 124
was born the same night 84
was born the third child 112
was born to kill people 41
was born to look after 40
was born to rule grave 110
was born to teach latin 94
was bred in their bones 169
was bred up very hardy 123
was bringing in good money 42
was bringing in more money 227
was bringing the work nearer 43
was busy in other parts 45
was busy in their ranks 52
was busy on other cases 61
was busy the next morning 60
was cast in evil times 59
was cast in their faces 46
was cast in these terms 67
was clad in fine linen 60
was clad in full armor 56
was clear as spring water 86
was clear in some cases 54
was clear in their minds 156
was clear of these empty 61
was clear the next morning 74
was clear to just about 64
was clear to many people 282
was clear to most people 316
was clear to some people 52
was clear to their minds 48
was clear to those close 55
was cloth of gold drawn 110
was cold the next morning 101
was come of good people 48
was come to life again 357
was come to look after 49
was coming at full speed 258
was coming in from every 45
was coming in full dress 49
was coming in great force 41
was coming in great gasps 108
was coming in great haste 42
was coming the next morning 145
was coming to draw water 99
was coming to keep house 65
was coming to life after 69
was coming to life again 910
was coming to live again 42
was coming to look after 104
was coming to talk about 120
was coming to their house 126
was coming to your house 342
was coming up from below 371
was coming up from white 41
was days or even weeks 41
was deep in their hearts 54
was dining the other night 43
was done at great speed 153
was done at high speed 79
was done at least twice 219
was done at other times 49
was done by giving equal 70
was done by hand labor 154
was done by hand rather 51
was done by hand until 180
was done by main force 40
was done by many others 94
was done by many people 63
was done by means which 66
was done by other hands 108
was done by other people 208
was done by their order 51
was done by their power 52
was done by these people 70
was done by young girls 66
was done by young people 61
was done by young women 60
was done in areas where 66
was done in cold blood 316
was done in cold water 40
was done in early times 109
was done in fair fight 109
was done in fine style 83
was done in five hours 51
was done in four months 58
was done in four steps 54
was done in good humor 45
was done in good order 700
was done in good season 71
was done in good style 101
was done in good taste 111
was done in great haste 253
was done in great style 74
was done in many cases 341
was done in many parts 84
was done in most cases 302
was done in nine cases 79
was done in open court 218
was done in open order 47
was done in other cases 132
was done in other parts 345
was done in part under 46
was done in part while 52
was done in slow motion 64
was done in some cases 441
was done in some haste 41
was done in some parts 78
was done in such cases 127
was done in such haste 211
was done in their homes 49
was done in their times 184
was done in these cases 203
was done in these words 97
was done in those cases 64
was done in those parts 47
was done in those times 95
was done in three cases 51
was done in three hours 58
was done in three months 75
was done in three parts 60
was done in three steps 179
was done in three weeks 77
was done in west bengal 115
was done on hand looms 76
was done on open fires 40
was done on these lines 63
was done or said about 140
was done or such action 122
was done the more easily 62
was done the next morning 178
was done the park would 42
was done the same evening 46
was done the same night 73
was done to keep alive 45
was done to save money 65
was done to save space 69
was done to their hands 41
was done to these people 66
was down at home after 51
was down in these parts 40
was down the next morning 41
was down to five cents 86
was down to just under 107
was down to only about 81
was during my last visit 129
was during the cold season 43
was during the early hours 108
was during the early months 251
was during the early morning 113
was during the early period 605
was during the early phase 57
was during the early stage 48
was during the full whirl 52
was during the hard times 103
was during the last eight 69
was during the last hours 41
was during the last months 269
was during the last period 102
was during the last phase 81
was during the last stage 74
was during the last thirty 141
was during the last weeks 69
was during the same period 3425
was during the same season 53
was during the same visit 135
was during the third period 131
was during the third phase 44
was during the three months 96
was during the three weeks 49
was during the time period 63
was during the time spent 45
was during the very first 92
was during the very period 109
was during the years after 91
was during the years spent 54
was during the years which 134
was eager to help others 51
was eager to know about 402
was eager to know where 113
was eager to know which 56
was eager to learn about 1689
was eager to learn anything 68
was eager to learn every 66
was eager to make known 64
was eager to make money 131
was eager to meet people 42
was eager to speak about 45
was eager to take action 46
was eager to take every 54
was eager to talk about 3021
was eager to tell about 104
was early the next morning 2162
was earning as much money 47
was earning so much money 133
was eaten by wild beasts 67
was eaten in these parts 147
was even in some danger 47
was even in some sense 65
was even on good terms 42
was ever an early riser 187
was ever in full force 45
was ever in their minds 90
was ever in their mouths 128
was ever in their study 57
was ever of less value 69
was ever of more pleasing 52
was ever so many spots 51
was ever so much easier 327
was ever so much feared 323
was ever so much nicer 486
was ever so much older 107
was ever so much worse 148
was ever so nice about 43
was ever the case under 214
was ever the same after 419
was ever the same again 2809
was ever to know about 73
was ever to know again 97
was ever to take place 447
was face to face again 94
was facing the firing squad 42
was facing the same trail 129
was fain the next morning 96
was fain to give place 184
was fain to wait until 252
was felt as much within 48
was felt by many others 75
was felt by many people 338
was felt by most people 91
was felt by some people 76
was felt by those about 55
was felt by those people 43
was felt in full force 54
was felt in many lands 51
was felt in many parts 265
was felt in most parts 86
was felt in other parts 145
was felt in some parts 49
was felt to have given 45
was felt to have taken 48
was fine the next morning 58
was fine to talk about 86
was five or more times 49
was flying at full speed 221
was flying at high speed 59
was fond of good cheer 161
was fond of good music 98
was fond of joking about 54
was fond of laying aside 65
was fond of making jokes 61
was fond of reading about 40
was fond of reading aloud 502
was fond of reading books 194
was fond of reading poetry 70
was fond of roving about 79
was fond of saying about 140
was fond of saying after 41
was fond of saying later 56
was fond of those amusing 53
was fond of young people 297
was fond of your father 69
was fond of your mother 124
was four or five hours 436
was four or five miles 1468
was four or five months 800
was four or five steps 47
was four or five times 1509
was four or five weeks 221
was four or five yards 84
was four or more times 61
was four to five hours 84
was four to five miles 65
was four to five months 149
was four to five times 1093
was four to five weeks 67
was free on bail after 46
was free on bail pending 62
was free to join either 82
was free to leave after 54
was free to live where 107
was free to look about 220
was free to look after 107
was free to love again 44
was free to move about 2934
was free to move again 64
was free to move where 61
was free to move within 59
was free to roam about 564
was free to roam where 63
was free to take action 78
was free to take steps 42
was free to take where 90
was free to talk about 220
was free to think about 355
was free to turn about 111
was free to turn again 45
was free to walk about 175
was from an early period 588
was from an early stage 180
was from my home state 112
was from the asian point 42
was from the clear hints 60
was from the coal mines 40
was from the gold coast 55
was from the great lakes 47
was from the holy ghost 78
was from the ideas which 81
was from the lord alone 315
was from the mist which 42
was from the other world 75
was from the poor wreck 60
was from the same batch 112
was from the same cause 161
was from the same class 140
was from the same ethnic 47
was from the same feeling 64
was from the same group 49
was from the same party 48
was from the same period 89
was from the same place 286
was from the same point 78
was from the same region 223
was from the same social 54
was from the same state 198
was from the same stock 96
was from the same tribe 161
was from the spot where 62
was from the town arose 56
was from the very first 5426
was from the very start 1688
was from the west coast 558
was full in their faces 79
was full in their hearts 162
was full of bank notes 45
was full of boys blowing 51
was full of busy people 42
was full of chat about 42
was full of clean water 43
was full of clear water 110
was full of cold water 81
was full of dark green 51
was full of dark hints 45
was full of deep feeling 74
was full of deep holes 184
was full of deep swamp 87
was full of fears about 103
was full of fine trees 50
was full of fine words 62
was full of flying water 78
was full of gaping holes 60
was full of gold coins 264
was full of good cheer 385
was full of good deeds 110
was full of good feeling 43
was full of good humor 357
was full of good people 58
was full of good sense 473
was full of good taste 46
was full of good works 1392
was full of great black 65
was full of great people 58
was full of great plans 102
was full of high hopes 196
was full of high ideals 44
was full of holy water 88
was full of hope about 94
was full of ideas about 526
was full of ideas which 258
was full of kind words 69
was full of lies about 45
was full of life again 80
was full of longing after 63
was full of many kinds 64
was full of news about 557
was full of nice people 51
was full of other cares 62
was full of other people 183
was full of other races 61
was full of poor people 175
was full of rain water 62
was full of salt water 137
was full of sick people 115
was full of soft light 62
was full of such cases 50
was full of such people 239
was full of such tales 41
was full of talk about 1202
was full of tall tales 50
was full of tall trees 48
was full of their cries 53
was full of their music 45
was full of their noise 46
was full of their scent 74
was full of these people 55
was full of thick smoke 121
was full of those people 41
was full of warm water 43
was full of wild beasts 226
was full of wild boars 41
was full of wise sayings 136
was full of young girls 118
was full of young people 838
was full of young white 71
was full of young women 170
was gazing at these dancing 58
was giving the last rites 69
was giving the last touch 42
was glad the next morning 68
was glad to halt often 40
was glad to have added 59
was glad to have anything 50
was glad to have found 944
was glad to have given 178
was glad to have known 145
was glad to have lived 112
was glad to have people 66
was glad to have saved 57
was glad to have spent 49
was glad to have taken 156
was glad to know about 174
was glad to know where 94
was glad to learn about 145
was glad to learn later 55
was glad to leave italy 41
was glad to leave paris 65
was glad to lose sight 44
was glad to make terms 268
was glad to meet again 212
was glad to rest after 84
was glad to talk about 377
was glad to turn aside 52
was glad to work under 49
was glad we were alone 65
was glad we were getting 41
was glad we were showing 42
was glad we were still 45
was gold in those hills 44
was gone in three months 44
was gone in three weeks 42
was gone the next morning 1143
was gone to look after 117
was gone up into heaven 48
was good at just about 74
was good at making money 208
was good at making people 127
was good at reading faces 42
was good at reading people 191
was good in most cases 46
was good to feel solid 45
was good to have folks 77
was good to have found 45
was good to have known 77
was good to have lived 76
was good to have money 42
was good to have people 95
was good to know about 65
was good to know where 76
was good to meet again 51
was good to talk about 490
was good to think about 173
was half an hour after 1040
was half an hour later 1485
was half an hour longer 55
was half an hour looking 46
was half an hour running 45
was half an hour since 168
was half an inch above 61
was half an inch below 81
was half an inch broad 42
was half an inch longer 154
was half an inch short 101
was half an inch under 65
was half as great again 145
was half as heavy again 94
was half as high again 173
was half as much again 1301
was half as tall again 46
was half the time under 51
was hanging on their every 49
was hanging up some washing 96
was hard at work about 84
was hard at work again 536
was hard at work booting 64
was hard at work cleaning 114
was hard at work copying 62
was hard at work creating 102
was hard at work cutting 146
was hard at work digging 160
was hard at work drawing 59
was hard at work eight 70
was hard at work every 46
was hard at work filling 45
was hard at work getting 173
was hard at work killing 89
was hard at work learning 87
was hard at work packing 43
was hard at work pushing 42
was hard at work putting 103
was hard at work raising 116
was hard at work setting 53
was hard at work thinking 40
was hard at work turning 70
was hard at work under 60
was hard at work writing 908
was hard on other people 51
was hard on their heels 156
was hard to care about 76
was hard to feel anything 212
was hard to feel sorry 265
was hard to find anything 548
was hard to find either 145
was hard to find fault 157
was hard to find money 59
was hard to find people 292
was hard to find space 46
was hard to find where 114
was hard to find women 58
was hard to find words 182
was hard to form words 45
was hard to keep anything 99
was hard to keep awake 296
was hard to keep count 70
was hard to keep quiet 97
was hard to keep still 91
was hard to keep track 3537
was hard to know about 48
was hard to know where 1713
was hard to know which 1205
was hard to learn anything 40
was hard to make anything 183
was hard to make money 81
was hard to make people 104
was hard to make plans 42
was hard to make sense 441
was hard to meet people 52
was hard to move about 269
was hard to stay awake 516
was hard to stay still 43
was hard to stop looking 54
was hard to stop thinking 66
was hard to take anything 50
was hard to talk about 1168
was hard to talk above 90
was hard to tell about 449
was hard to tell anything 178
was hard to tell beneath 47
was hard to tell front 104
was hard to tell people 56
was hard to tell since 284
was hard to tell under 177
was hard to tell where 3294
was hard to tell which 5555
was hard to tell whose 211
was hard to think about 1967
was hard to wait until 103
was hard to walk about 60
was hard to work after 60
was having an early lunch 52
was having an early morning 46
was having an early night 43
was having an even worse 54
was having an open house 75
was having no luck finding 113
was having no luck getting 46
was having on other people 62
was having on their lives 116
was having the best season 54
was having the dream again 56
was having the last laugh 187
was having to look after 46
was having to think about 100
was heading at full speed 102
was heard as from above 251
was heard at high words 50
was heard by lord chief 54
was heard by lord eldon 49
was heard by many people 165
was heard by more people 49
was heard by those within 69
was heard in many parts 68
was heard in open court 99
was heard in their midst 72
was heard no more after 41
was heard of there again 183
was heard on their right 56
was heard the clear voice 45
was heard the deep tones 40
was heard to open below 49
was heard to speak aloud 137
was heard to talk aloud 44
was hearing so much about 67
was hearing the four pages 58
was hearing the same story 51
was heavy on their hands 60
was held at camp david 51
was held at cane ridge 117
was held at fort george 41
was held at fort wayne 90
was held at hull house 59
was held at rome under 54
was held at sioux falls 98
was held at their house 97
was held at west point 77
was held at york house 51
was held by deed under 72
was held by lord chief 103
was held by lord eldon 228
was held by many others 94
was held by many people 237
was held by most people 146
was held by only about 44
was held by some people 95
was held by these people 73
was held by those whose 110
was held in early april 88
was held in early march 116
was held in early times 72
was held in fort wayne 54
was held in great favor 78
was held in great honor 534
was held in high favor 223
was held in high honor 967
was held in high social 45
was held in high value 42
was held in jail until 155
was held in late april 126
was held in late march 116
was held in many cases 54
was held in more honor 117
was held in much honor 66
was held in much lower 41
was held in open court 136
was held in palm springs 47
was held in rome under 61
was held in some cases 121
was held in such honor 83
was held in such small 77
was held in their honor 578
was held in their house 45
was held in their place 42
was held in these cases 150
was held in those cases 75
was held in those times 79
was held on these facts 71
was held so soon after 52
was held the last meeting 60
was held the next evening 101
was held the next morning 853
was held the next night 91
was held the same evening 373
was held the same night 106
was held the week after 71
was held to come under 127
was held to come within 622
was held to deny equal 43
was held to fall short 50
was held to fall under 144
was held to fall within 736
was held to give thanks 76
was held to have acted 923
was held to have begun 154
was held to have ceased 76
was held to have ended 64
was held to have erred 561
was held to have given 238
was held to have power 262
was held to have shown 116
was held to have taken 414
was held to pass under 92
was held to take action 68
was held to take place 257
was held up last night 91
was here in great force 75
was here in your house 49
was here the only quiet 44
was here the other evening 218
was here the other morning 74
was here the other night 1454
was here to learn about 106
was here to look after 244
was here to make money 44
was here to talk about 288
was here we were sitting 92
was hiding the truth about 59
was high the next morning 54
was home an hour later 45
was home on leave after 72
was home to many ethnic 51
was home to many people 89
was home to many wealthy 54
was home to only about 40
was hope in their hearts 68
was hope in those words 42
was hoping the baby would 47
was hoping to talk about 43
was hoping to wait until 40
was hurt at your words 92
was hurt by these words 54
was idle to hope either 58
was idle to talk about 222
was into so many names 140
was into the drug scene 66
was just an hour after 40
was just an hour later 128
was just an open field 48
was just an open space 83
was just as clear about 52
was just as keen about 53
was just as much about 288
was just as much above 46
was just as much alive 98
was just as much aware 85
was just as much bound 286
was just as much danger 65
was just as much given 41
was just as much money 45
was just as much reason 184
was just as much taken 83
was just as much under 152
was just as well after 58
was just as well aware 270
was just as well given 114
was just as well known 357
was just as well really 74
was just as well since 1994
was just as well where 51
was just as wrong about 44
was just at high water 41
was just at such times 45
was just at your house 48
was just my mind playing 70
was just no other place 44
was just so many words 69
was just so much added 111
was just so much easier 356
was just so much money 250
was just so much motion 50
was just so much noise 49
was just so much paper 61
was just so much space 117
was just so much stuff 55
was just so much taken 62
was just so much waste 72
was just the best place 41
was just the last straw 1313
was just the most amazing 108
was just the most awful 45
was just the other night 71
was just the part which 46
was just the same about 80
was just the same after 92
was just the same again 94
was just the same color 50
was just the same feeling 49
was just the same story 87
was just the spot where 55
was just the very place 47
was just the very worst 43
was just the wind blowing 79
was just the wrong place 53
was just to make money 40
was just to stay alive 45
was just to talk about 51
was keen the next morning 52
was keen to know about 161
was keen to learn about 351
was keen to talk about 226
was kept at goring house 49
was kept at high pitch 40
was kept at home under 51
was kept at home until 114
was kept at home while 50
was kept at work until 70
was kept in full force 109
was kept in good humor 86
was kept in good order 734
was kept in good shape 65
was kept in good working 148
was kept in great alarm 45
was kept in great order 146
was kept in jail until 222
was kept in leading strings 114
was kept in mind while 48
was kept in safe hands 46
was kept in such close 52
was kept in very close 119
was kept in view while 62
was kept on very short 45
was kept to diet drink 40
was kept to their honor 44
was kept up even after 147
was kept up from every 53
was kept up from morning 46
was kept up much longer 46
was kept up till about 149
was kept up till after 182
was kept up till morning 82
was kept up till nearly 75
was kept up till night 192
was kept up till seven 59
was kept up week after 65
was kind of like getting 73
was kind of like looking 48
was kind of like playing 82
was kind of like putting 40
was laid on good writing 49
was laid the sole basis 68
was laid to rest after 249
was laid to rest beneath 393
was laid to rest close 108
was laid to rest today 109
was laid to rest under 645
was laid to rest until 63
was laid to rest where 80
was laid to rest within 194
was laid to show cause 91
was laid to three towns 91
was laid up three weeks 62
was laid up till after 51
was last at your house 59
was late at park house 55
was late the next evening 86
was late the next morning 1559
was late the next night 52
was leaping up their sides 121
was leaving in three weeks 65
was leaving the next morning 2765
was leaving the next night 40
was leaving the room after 110
was leaving the room again 43
was leaving the room stood 41
was leaving the room where 49
was leaving the same night 41
was left an open space 70
was left as sole ruler 75
was left at half price 42
was left at home alone 713
was left at home while 88
was left at last alone 44
was left at port royal 50
was left at their mercy 44
was left in full force 153
was left in good hands 107
was left in good order 89
was left in other hands 99
was left in peace until 180
was left in some doubt 174
was left in their hands 982
was left in their hearts 49
was left in their minds 76
was left in their place 71
was left in their power 100
