wan complexion and her fear 53
was certainly not his own 245
was certainly not one for 82
was certainly not one that 406
was certainly not one who 124
was certainly not that old 58
was certainly not that she 46
was certainly not that they 73
was certainly not too old 53
was certainly not with any 60
was certainly one new poet 52
was certainly one that was 75
was certainly too big for 42
was chagrined that she had 60
was challenged for this but 51
was christina who did this 51
was christmas and new year 101
was christmas and she was 58
was christmas eve and all 56
was christmas eve and she 111
was christmas eve and that 50
was christmas eve and they 106
was collected for him than 51
was commanded them that they 916
was commended for his zeal 44
was committed and did not 41
was compelled for his own 42
was compelled for its own 57
was compelled now and then 45
was competent for any one 44
was complaining that she did 47
was complaining that she had 231
was complaining that she was 201
was complaining that they had 65
was completed and did not 93
was completed and she had 69
was completed and she was 183
was completed and that they 46
was completed and they had 133
was completed and this was 47
was completed and was not 56
was completed but not yet 66
was completed that year and 76
was completed this year and 54
was completed with all its 123
was conceived and long for 47
was concerned and did not 143
was concerned and she was 60
was concerned and that his 50
was concerned and that they 53
was concerned and that was 72
was concerned and they had 40
was concerned and was not 43
was concerned but did not 98
was concerned for her and 107
was concerned for her own 76
was concerned for her son 170
was concerned for him and 83
was concerned for his own 316
was concerned for his son 138
was concerned for its own 53
was concerned for you and 51
was concerned not with any 63
was concerned not with his 46
was concerned she did not 207
was concerned she had not 55
was concerned she was not 143
was concerned that did not 50
was concerned that her own 71
was concerned that her son 150
was concerned that his men 66
was concerned that his own 132
was concerned that his son 329
was concerned that not all 48
was concerned that she and 45
was concerned that she did 156
was concerned that she had 511
was concerned that she may 82
was concerned that she not 72
was concerned that she was 771
was concerned that they did 65
was concerned that they had 175
was concerned that they may 44
was concerned that they not 60
was concerned that this was 189
was concerned that was all 83
was concerned that was not 86
was concerned that was that 87
was concerned that you had 58
was concerned they did not 280
was concerned this did not 51
was concerned this was not 213
was concerned was that she 73
was concerned was that they 48
was concerned with all that 128
was concerned with but one 133
was concerned with her own 124
was concerned with his own 830
was concerned with how far 114
was concerned with how his 49
was concerned with how one 57
was concerned with how she 49
was concerned with how they 56
was concerned with how things 49
was concerned with how this 51
was concerned with its own 355
was concerned with law and 55
was concerned with men and 62
was concerned with two things 107
was concerned with war and 40
was concerned with was his 78
was concerned with was how 67
was concerned with was not 186
was concerned with was that 443
was concerned with was this 98
was concluded for her with 107
was concluded for one year 63
was concluded that for all 49
was concluded that for this 86
was concluded that not all 60
was concluded that she did 60
was concluded that she had 312
was concluded that she was 233
was concluded that they are 181
was concluded that they did 59
was concluded that they had 402
was concluded that this hat 47
was concluded that this may 44
was concluded that this was 867
was concluded with his son 48
was concluded with singing and 51
was condemned for being too 64
was condemned for not being 72
was condemned who did not 49
was conducted for one year 101
was conducted with all due 89
was conducted with all that 161
was conducted with his own 67
was conducted with zeal and 168
was confident and did not 42
was confident now that she 78
was confident she did not 87
was confident she had not 56
was confident that all was 86
was confident that god had 175
was confident that god was 152
was confident that her son 99
was confident that his men 122
was confident that his new 84
was confident that his own 296
was confident that his son 140
was confident that his team 44
was confident that one day 177
was confident that she and 116
was confident that she did 64
was confident that she had 784
was confident that she was 595
was confident that they had 390
was confident that this new 59
was confident that this was 559
was confident that with his 146
was confident that with this 63
was confident they had not 84
was confident you had not 71
was confirmed and his wit 80
was confirmed and she was 50
was confirmed that she had 130
was confirmed that she was 137
was confirmed that they had 102
was confirmed that this was 88
was connected with all his 61
was connected with all that 202
was connected with her own 79
was connected with him and 77
was connected with him was 63
was connected with his being 52
was connected with his death 43
was connected with his idea 42
was connected with his own 352
was connected with its own 50
was connected with one end 45
was connected with them and 62
was connected with this new 42
was connected with zeal for 59
was consonant with his own 109
was contended for him that 91
was contended that she had 46
was contended that she was 60
was contended that they did 48
was contended that they had 114
was contended that this did 45
was contended that this was 758
was contented with her lot 309
was contented with his lot 424
was contented with his own 133
was contented with this for 57
was continued all day and 84
was continued all that day 82
was continued for one year 303
was continued for too long 47
was continued for two and 69
was continued with his son 49
was contorted with fear and 67
was converted with all his 55
was convicted and hung for 41
was convinced her son was 49
was convinced his son was 45
was convinced now that her 45
was convinced now that his 111
was convinced now that she 258
was convinced now that they 72
was convinced now that this 40
was convinced she did not 312
was convinced she had not 191
was convinced she was being 134
was convinced she was dead 66
was convinced she was doing 108
was convinced she was dying 113
was convinced she was going 484
was convinced she was lying 58
was convinced she was not 469
was convinced that all had 51
was convinced that all her 97
was convinced that all his 256
was convinced that all men 124
was convinced that all she 70
was convinced that all that 334
was convinced that all this 358
was convinced that all was 474
was convinced that any man 41
was convinced that any new 49
was convinced that any one 60
was convinced that art was 46
was convinced that both his 44
was convinced that but for 225
was convinced that death did 46
was convinced that death was 145
was convinced that for all 50
was convinced that for him 75
was convinced that for his 60
was convinced that for this 52
was convinced that god did 124
was convinced that god had 1293
was convinced that god was 743
was convinced that had she 75
was convinced that her death 56
was convinced that her own 166
was convinced that her son 663
was convinced that his death 197
was convinced that his end 75
was convinced that his idea 67
was convinced that his job 54
was convinced that his men 76
was convinced that his new 167
was convinced that his old 109
was convinced that his own 1146
was convinced that his real 50
was convinced that his son 927
was convinced that his team 40
was convinced that his two 42
was convinced that his was 213
was convinced that his way 66
was convinced that its own 94
was convinced that its use 41
was convinced that lee had 81
was convinced that lee was 52
was convinced that man can 59
was convinced that man had 50
was convinced that man was 143
was convinced that men and 54
was convinced that men are 46
was convinced that men who 68
was convinced that not all 56
was convinced that not one 204
was convinced that now was 52
was convinced that one can 98
was convinced that one day 489
was convinced that one had 69
was convinced that one was 92
was convinced that she and 283
was convinced that she did 559
was convinced that she had 5289
was convinced that she saw 70
was convinced that she was 7382
was convinced that that was 597
was convinced that they all 70
was convinced that they are 158
was convinced that they did 451
was convinced that they had 2674
was convinced that this act 59
was convinced that this had 219
was convinced that this man 365
was convinced that this new 252
was convinced that this one 101
was convinced that this was 7775
was convinced that war was 660
was convinced that war with 178
was convinced that was not 63
was convinced that with her 56
was convinced that with his 132
was convinced that with this 55
was convinced that you are 50
was convinced that you can 42
was convinced that you did 77
was convinced that you had 229
was convinced they did not 134
was convinced they had not 122
was convinced this was all 42
was convinced this was not 168
was convinced you did not 47
was convulsed with fear and 48
was crimsoned and wet with 64
was crucified was not far 43
was crucified with his head 883
was cultivating she did not 47
was customary for all who 84
was customary for both men 41
was customary for each man 45
was customary for each new 52
was customary for each one 49
was customary for kings and 56
was customary for men and 84
was customary for one man 47
was decorated with red and 397
was decorated with two ass 84
was dedicated and who was 44
was defective and did not 153
was defective and that this 58
was delighted and did not 72
was delighted that god had 48
was delighted that her son 78
was delighted that his new 78
was delighted that his old 61
was delighted that his son 342
was delighted that she and 46
was delighted that she did 63
was delighted that she had 769
was delighted that she was 450
was delighted that they did 42
was delighted that they had 340
was delighted that things had 54
was delighted with all she 190
was delighted with all that 288
was delighted with all this 129
was delighted with her and 185
was delighted with her new 837
was delighted with her own 115
was delighted with her son 297
was delighted with her wit 40
was delighted with him and 415
was delighted with him for 61
was delighted with his job 44
was delighted with his new 1952
was delighted with his own 357
was delighted with his son 409
was delighted with his wit 58
was delighted with our new 62
was delighted with them all 76
was delighted with them and 314
was delighted with them both 40
was delighted with this and 157
was delighted with this idea 284
was delighted with this new 480
was delighted with this one 47
was delivered with all that 44
was depressed and did not 253
was depressed but did not 68
was described not long ago 185
was desirable and that this 43
was desirable and with this 71
was desirable for his own 43
was desirable for its own 187
was desperate and did not 203
was destroyed and all his 40
was destroyed and all its 96
was destroyed and did not 44
was destroyed and she was 83
was destroyed and they had 88
was destroyed not long ago 53
was destroyed with all his 180
was destroyed with all its 151
was developed and this was 59
was developed for and has 41
was developed for its own 45
was developed for use with 3129
was developed that did not 105
was developed that does not 51
was developed with its own 51
was different and did not 191
was different and had its 56
was different and she was 111
was different and that she 49
was different and that they 121
was different and that this 44
was different and that was 63
was different for each one 74
was different for men and 271
was different for you and 40
was different now that she 92
was different now that they 44
was different now was that 334
was different than she had 120
was different than that for 68
was different was that she 70
was different was that they 44
was different was that this 46
was difficult and did not 123
was difficult and she had 52
was difficult and she was 64
was difficult and that she 45
was difficult and they had 48
was difficult for all but 76
was difficult for any but 147
was difficult for any man 207
was difficult for any new 40
was difficult for any one 2044
was difficult for both men 58
was difficult for her and 252
was difficult for her but 45
was difficult for her not 271
was difficult for him and 343
was difficult for him but 52
was difficult for him not 547
was difficult for him now 50
was difficult for him too 48
was difficult for him with 47
was difficult for men and 68
was difficult for men who 86
was difficult for one man 110
was difficult for one who 118
was difficult for our men 41
was difficult for our old 43
was difficult for them all 57
was difficult for them and 134
was difficult for them both 86
was difficult for them not 176
was difficult for this man 40
was difficult for two men 43
was difficult for you and 41
was difficult now for her 53
was disbanded and its men 58
was disclosed that she had 132
was disclosed that she was 54
was disclosed that they had 101
was discovering that she had 105
was discovering that she was 134
was discussed but did not 54
was discussed but was not 72
was discussed pro and con 755
was discussed with her and 68
was discussed with him and 127
was disgusted and did not 56
was disgusted that any one 90
was disgusted with her and 97
was disgusted with her for 73
was disgusted with him and 149
was disgusted with him for 122
was disgusted with his new 49
was disgusted with his own 141
was disgusted with his son 46
was disgusted with them all 69
was disgusted with them and 71
was dismissed and did not 87
was dismissed and she was 61
was dismissed for being too 90
was dismissed for that day 48
was dispersed with tear gas 56
was displeased that she had 74
was displeased that they had 44
was displeased with her and 73
was displeased with her for 109
was displeased with him and 198
was displeased with him for 530
was displeased with his own 61
was displeased with his son 212
was displeased with them and 145
was displeased with them for 182
was dissolved and all its 148
was dissolved and two new 43
was distended with gas and 52
was distorted and put out 48
was distorted with fear and 40
was disturbed and did not 42
was disturbed that she had 86
was domiciled with him for 57
was doubtless why she had 45
was effective and did not 46
was effective for one year 62
was enchanted she had got 57
was enchanted with her and 96
was enchanted with her new 110
was enchanted with his new 120
was enchanted with this new 68
was encircled and cut off 71
was entrusted with this job 89
was estimable both for his 68
was estimated for each year 287
was estimated that each year 104
was estimated that for each 167
was estimated that not one 142
was estimated that one and 46
was estimated that one man 54
was estimated that one out 362
was estimated that she had 205
was estimated that she was 40
was estimated that ten per 41
was estimated that they had 540
was estimated that this new 71
was estimated that this tax 55
was estimated that this was 113
was estimated that two out 48
was evidently all that was 42
was evidently near his end 46
was evidently not easy for 42
was evidently not far off 96
was evidently not one that 48
was evidently one who had 80
was exceedingly hot and dry 110
was excellent and she had 114
was excellent and she was 111
was excellent and that they 60
was excellent and they had 50
was excellent for its day 47
was excessive and was one 42
was exhausted and did not 442
was exhausted and had not 89
was exhausted and she had 81
was exhausted and she was 124
was exhausted and that she 57
was exhausted and they had 139
was exhausted and was not 41
was exhausted but did not 45
was expedient for his own 44
was expedient for one man 114
was expedient for them that 515
was expedient that one man 1286
was expedient that they who 47
was expensive and did not 181
was expensive and that his 40
was expensive and was not 52
was explained that she had 106
was explained that she was 138
was explained that they had 246
was explained that this had 43
was explained that this was 908
was expressed that any one 124
was expressed that they had 79
was expressed that this was 108
was extremely dry and hot 44
was extremely hot and dry 183
was extremely hot that day 46
was extremely ill and had 53
was extremely ill and that 87
was extremely ill and was 45
was extremely low and that 262
was extremely low and was 52
was extremely shy and had 65
was extremely thin and had 69
was extremely weak and had 41
was extremely weak and was 71
was flattered and did not 53
was flattered but did not 51
was flattered that she had 174
was flattered that she was 78
was flattered that they had 68
was flustered and did not 96
was forbidden for any man 68
was forbidden for any one 181
was forbidden that any one 120
was forgotten and all that 153
was forgotten and she was 114
was forgotten long and long 156
was forgotten that they had 134
was forgotten that this was 51
was fortunate for all that 84
was fortunate for both that 51
was fortunate for her that 1875
was fortunate for him and 273
was fortunate for him that 7382
was fortunate for his own 73
was fortunate for them and 118
was fortunate for them that 2538
was fortunate for them they 59
was fortunate for you that 421
was fortunate she did not 84
was fortunate she had not 50
was fortunate she was not 44
was fortunate that she did 432
was fortunate that she had 792
was fortunate that she was 543
was fortunate that they did 530
was fortunate that they got 50
was fortunate that they had 639
was fortunate that this act 53
was fortunate that this was 436
was fortunate they did not 134
was fortunate they had not 68
was freighted with all things 98
was furnished each day with 41
was furnished with all that 203
was furnished with all things 49
was furnished with his own 53
was furnished with its own 115
was furnished with two long 259
was garlanded with oak and 64
was generally all that was 87
was generally for one year 42
was generally set off with 75
was gradually being set for 46
was gratified that she had 117
was gratified that she was 54
was gratified that they had 96
was handsomer than any man 50
was handsomer than any one 194
was handsomer than she had 131
was horrified and did not 71
was horrified that she had 169
was horrified that she was 50
was identical with her own 109
was identical with his own 414
was identical with one that 123
was identical with our own 85
was identical with that for 429
was identical with that now 182
was identical with that one 131
was immaterial and did not 93
was impatient and did not 166
was impatient with all this 68
was impatient with her and 45
was impatient with her for 52
was impatient with him and 61
was impatient with him for 83
was impatient with his own 62
was impatient with men who 49
was imperfect and did not 97
was important and did not 62
was important and she was 63
was important and that his 45
was important and that she 70
was important and that they 155
was important and that was 47
was important and that you 42
was important and was not 41
was important and who was 156
was important both for its 162
was important but did not 160
was important but was not 74
was important for both men 57
was important for her and 96
was important for her not 107
was important for her son 44
was important for her that 206
was important for him and 140
was important for him not 225
was important for him that 607
was important for him was 257
was important for his own 128
was important for his son 40
was important for its own 191
was important for them and 103
was important for them both 48
was important for them not 120
was important for them that 310
was important for them was 125
was important not for its 126
was important now was that 293
was important that his own 123
was important that she and 83
was important that she did 142
was important that she get 110
was important that she had 86
was important that she not 196
was important that she see 98
was important that she was 128
was important that they all 67
was important that they did 161
was important that they get 94
was important that they had 178
was important that they not 241
was important that they see 46
was important that this was 119
was important that you did 45
was important was not how 59
was important was not that 379
was important was that all 58
was important was that both 54
was important was that for 46
was important was that her 51
was important was that his 122
was important was that one 44
was important was that she 442
was important was that they 689
was important was that this 150
was important was that you 75
was impressed and did not 43
was impressed but did not 71
was impressed that she did 57
was impressed that she had 277
was impressed that she was 239
was impressed that they had 113
was impressed that this was 82
was impressed with all that 108
was impressed with her and 106
was impressed with her own 44
was impressed with him and 247
was impressed with his new 149
was impressed with his own 178
was impressed with his son 125
was impressed with how far 89
was impressed with how she 90
was impressed with how they 44
was impressed with how you 56
was impressed with them and 64
was impressed with this and 43
was impressed with this idea 194
was impressed with this man 229
was impressed with this new 67
was impressed with two things 63
was incorrect and did not 41
was incorrect and that they 42
was indicated that she was 49
was indicated that this was 110
was indignant that any one 128
was indignant that for his 44
was indignant that she had 73
was indignant that they had 55
was indignant with him for 60
was inscribed with his own 48
was insistent that his son 54
was insistent that she had 41
was insistent that she was 84
was insistent that they had 42
was insistent that this was 92
was insolvent and that its 110
was intensely hot and dry 59
was interesting but did not 88
was interesting for its own 52
was interesting that she had 75
was interesting that she was 68
was interesting that they had 58
was interesting that this was 51
was interesting was that she 52
was interesting was that they 92
was interesting was that this 62
was interfering with his job 42
was interfering with his own 52
was intimated that this was 65
was irregular and did not 71
was irritable and did not 47
was irritated and did not 45
was irritated but did not 52
was irritated that she had 168
was irritated that she was 85
was irritated that they had 49
was irritated with her and 45
was irritated with her for 117
was irritated with him and 46
was irritated with him for 126
was justified and did not 74
was justified and that they 48
was justified and was not 61
was literally run off her 278
was localized and did not 57
was massacred with all his 70
was memorable for two things 65
was miserable and did not 74
was monitored for one year 52
was mortified and did not 53
was mortified that she had 163
was motionless for one long 50
was necessary and did not 173
was necessary and she was 54
was necessary and that all 66
was necessary and that each 48
was necessary and that his 52
was necessary and that its 63
was necessary and that she 49
was necessary and that they 161
was necessary and that this 124
was necessary and that was 79
was necessary and this was 276
was necessary and was not 88
was necessary both for his 50
was necessary but did not 75
was necessary but that they 133
was necessary but was not 67
was necessary for all but 46
was necessary for all men 160
was necessary for all this 46
was necessary for all who 154
was necessary for any man 68
was necessary for any one 262
was necessary for both men 139
was necessary for each man 149
was necessary for each one 207
was necessary for her and 83
was necessary for her boy 52
was necessary for her not 55
was necessary for her own 269
was necessary for her son 44
was necessary for him and 343
was necessary for him for 40
was necessary for him not 290
was necessary for him now 54
was necessary for him that 307
was necessary for him was 62
was necessary for him who 59
was necessary for his men 43
was necessary for his new 42
was necessary for his own 1465
was necessary for his son 119
was necessary for his use 63
was necessary for its own 408
was necessary for its use 46
was necessary for men and 78
was necessary for men who 45
was necessary for one man 163
was necessary for one that 44
was necessary for one who 182
was necessary for our own 298
was necessary for that end 99
was necessary for them all 127
was necessary for them and 87
was necessary for them both 74
was necessary for them not 135
was necessary for them that 252
was necessary for them was 40
was necessary for this and 69
was necessary for this end 123
was necessary for this new 58
was necessary for this one 147
was necessary for two men 73
was necessary for you and 54
was necessary now and then 103
was necessary now was for 71
was necessary that all men 52
was necessary that all that 53
was necessary that all things 45
was necessary that all this 94
was necessary that all who 59
was necessary that each man 44
was necessary that each one 61
was necessary that his death 72
was necessary that his own 65
was necessary that his son 193
was necessary that one man 103
was necessary that they all 61
was necessary that they not 45
was necessary that they who 42
was necessary that this man 97
was necessary that you had 44
was necessary was for her 76
was necessary was for him 239
was necessary was for one 76
was necessary was for them 115
was necessary was that his 105
was necessary was that she 61
was necessary was that they 153
was negligent and did not 88
was negligent and that his 241
was negligent and that its 88
was negligent and that this 106
was nominated and ran for 59
was nominated but did not 85
was nominated for and won 80
was nominated that year for 48
was noteworthy both for its 67
was noteworthy for two things 42
was noticeable that all this 49
was noticeable that she did 58
was noticeable that she had 98
was noticeable that she was 65
was noticeable that they did 59
was noticeable that they had 53
was obstinate and did not 43
was oppressed with its own 74
was organized and had its 68
was organized and set out 60
was organized with its own 80
was overflowing with joy and 177
was overflowing with wit and 42
was overgrown with ivy and 85
was overjoyed that his son 41
was overjoyed that she had 160
was overjoyed that she was 74
was overjoyed that they had 45
was overjoyed with his new 53
was overladen with sad and 110
was overtaken with sin that 45
was painfully shy and had 50
was painfully thin and her 42
was paralyzed with fear and 467
was paralyzed with fear that 182
was peculiarly his own and 158
was penniless and did not 43
was penniless and had not 45
was perceived that dung had 83
was perceived that she had 81
was perceived that she was 141
was perceived that they had 166
was perceived that this was 153
was perfectly easy for any 45
was perfectly easy for him 141
was perfectly easy for them 52
was performed and she was 106
was performed and this was 49
was performed both with and 82
was performed but did not 54
was performed for each set 87
was performed for its own 45
was performed they set out 82
was performed with all due 175
was performed with ease and 46
was permanent and did not 41
was perplexed and did not 184
was persuaded she had not 65
was persuaded that all this 56
was persuaded that all was 45
was persuaded that god had 125
was persuaded that his own 130
was persuaded that his son 40
was persuaded that she had 311
was persuaded that she was 365
was persuaded that they had 129
was persuaded that they who 47
was persuaded that this was 601
was persuaded that you had 85
was persuaded they did not 94
was petrified and did not 69
was petrified with fear and 111
was plastered with mud and 148
was plastered with red earth 41
was populated with men with 193
was possessed with are now 54
was possessed with but one 47
was postponed and did not 77
was postponed for one day 141
was postponed for one year 302
was practical and did not 50
was practiced for its own 47
was precisely for this that 268
was precisely that they did 76
was precisely that they had 120
was precisely this fear that 172
was precisely this idea that 171
was precisely this that had 93
was precisely this that led 88
was precisely this that was 370
was precisely this way out 49
was precisely why she did 43
was precisely why she had 182
was precisely why she was 124
was precisely why they had 95
was precocious for his age 85
was premature and did not 88
was presented him not long 50
was presented not long ago 105
was presented with her own 45
was presented with his own 123
was presented with its own 46
was preserved with all its 118
was president for one year 113
was pretended that his death 112
was pretended that she was 78
was pretended that they had 85
was pretended that this was 48
was primarily for his own 43
was prorogued and did not 48
was published and did not 55
was published and met with 98
was published and this was 72
was published but did not 44
was published for one year 82
was published not long ago 637
was published that did not 50
was published that year and 100
was published this year and 57
was purchased with his own 70
was qualified for his job 49
was quartered and his head 59
was reasonable and did not 362
was reasonable and was not 52
was reasonable for him not 53
was reasonably fit for its 155
was reasonably fit for use 82
was reluctant and did not 45
was remembering all that had 40
was remembering how she had 203
was remembering how they had 54
was remembering that she had 148
was remembering that she was 116
was repeatedly put off and 44
was reprinted not long ago 153
was reproaching him for his 131
was reproaching him for not 58
was requested but was not 47
was requisite for his own 41
was resentful that she had 51
was respected both for his 65
was respected for his age 78
was satisfied and did not 235
was satisfied and that was 55
was satisfied both with his 44
was satisfied now that she 54
was satisfied she was not 163
was satisfied that all had 80
was satisfied that all his 76
was satisfied that all that 45
was satisfied that all was 995
was satisfied that god had 77
was satisfied that his men 88
was satisfied that his own 164
was satisfied that his son 299
was satisfied that his ten 56
was satisfied that she did 106
was satisfied that she had 1935
was satisfied that she now 54
was satisfied that she was 1371
was satisfied that that was 76
was satisfied that they did 126
was satisfied that they had 1161
was satisfied that this had 52
was satisfied that this was 1056
was satisfied that you had 74
was satisfied they did not 54
was satisfied they had not 60
was satisfied with all that 277
was satisfied with her job 88
was satisfied with her lot 92
was satisfied with her new 95
was satisfied with her own 157
was satisfied with her son 72
was satisfied with him and 115
was satisfied with his day 140
was satisfied with his job 197
was satisfied with his lot 330
was satisfied with his new 210
was satisfied with his own 1060
was satisfied with his son 135
was satisfied with how things 56
was satisfied with its own 113
was satisfied with now and 73
was satisfied with one meal 50
was satisfied with that and 143
was satisfied with them and 82
was satisfied with this and 165
was satisfied with this new 48
was satisfied with this one 99
was saturated with mud and 60
was saturated with oil and 90
was saturated with this idea 45
was scheduled for new year 81
was scheduled for that day 552
was secretary for war and 254
was secretive and did not 40
was selective and did not 69
was sensitive and did not 42
was sentenced for one year 86
was seventeen and did not 81
was seventeen and had not 47
was seventeen and she had 55
was seventeen and she was 403
was shattered and she was 47
was skeptical and did not 96
was slackened and put off 40
was sometimes all that was 204
was spattered with mud and 119
was stability and things that 41
was stretched out and his 52
was stretched out with both 40
was stretched out with her 73
was stretched out with his 316
was stretched too far for 49
was stupefied and did not 46
was submitted that this was 72
was succeeded for one year 50
was suggested but was not 44
was suggested long ago that 432
was suggested not long ago 44
was suggested one day that 49
was suggested that each one 95
was suggested that not all 43
was suggested that one way 210
was suggested that she and 59
was suggested that she had 277
was suggested that she try 69
was suggested that she was 228
was suggested that that was 42
was suggested that they all 84
was suggested that they are 177
was suggested that they did 42
was suggested that they had 332
was suggested that they may 205
was suggested that they not 48
was suggested that they try 47
was suggested that they use 56
was suggested that this had 72
was suggested that this may 636
was suggested that this new 69
was suggested that this was 1887
was surprised and cut off 58
was surprised and did not 401
was surprised and yet not 44
was surprised but did not 276
was surprised she did not 1187
was surprised she had any 41
was surprised she had not 1132
was surprised she was not 367
was surprised that any man 47
was surprised that any one 535
was surprised that his own 74
was surprised that his son 150
was surprised that not one 109
was surprised that one who 71
was surprised that she and 53
was surprised that she did 1492
was surprised that she had 2957
was surprised that she was 2048
was surprised that they all 59
was surprised that they did 617
was surprised that they had 1249
was surprised that this did 60
was surprised that this had 68
was surprised that this man 100
was surprised that this was 211
was surprised that with all 41
was surprised that you did 338
was surprised that you had 202
was surprised they did not 558
was surprised they had not 571
was surprised you did not 353
was surprised you had not 135
was suspected and she was 52
was suspected but was not 45
was suspected that his death 51
was suspected that she had 347
was suspected that she was 263
was suspected that they did 66
was suspected that they had 510
was suspected that this was 432
was suspended and did not 70
was suspended and has not 40
was suspended and she was 75
was suspended and was not 51
was suspended for one day 148
was suspended for one year 861
was suspended for that day 85
was suspended with pay for 44
was suspicious and did not 198
was suspicious that she was 68
was temporary and did not 185
was temporary and that she 62
was temporary and that they 158
was temporary and was not 45
was terrified and did not 267
was terrified she was going 191
was terrified that one day 152
was terrified that she had 213
was terrified that she was 446
was terrified that this was 40
was testimony that this was 76
was thoroughly put out with 54
was transient and did not 84
was traversed that was not 51
was turbulent and she was 47
was uncertain and did not 52
was uncertain how far they 95
was uncertain how long his 133
was uncertain how long she 71
was uncertain how long they 99
was uncertain how long this 81
was uncovered and wet with 41
was undeniable that they had 67
was unmarried and did not 93
was unmarried and had not 43
was unmarried and she was 42
was unpopular with his men 56
was unpopular with his own 112
was unreliable and did not 49
was unusually dry and hot 86
was unusually hot and dry 290
was venerable for his age 40
was virtually all that was 188
was voluntary and did not 143
was voluntary and that all 46
was voluntary and that they 172
was voluntary and was not 104
was whispered now and then 54
was whispered that she did 406
was whispered that she had 535
was whispered that she was 305
was whispered that they had 158
was whispered that this was 148
was wholesome and fit for 109
was widespread and was not 61
was wonderful and she was 76
was wonderful and that she 69
was wonderful being with you 51
was wonderful how long this 71
was wonderful how they had 57
was wonderful how this man 42
was wonderful that any man 150
was wonderful that she had 131
was wonderful that she was 97
was wonderful that they had 77
was wonderful they had not 41
was worthwhile and that they 41
was worthwhile for its own 60
way connected with her own 70
way connected with his own 166
way connected with his song 48
way connected with nor does 49
way connected with our own 42
way connected with this old 84
way displeased with his own 62
way everybody was then and 46
way indicates that they are 64
way interfere with his own 142
weak politician who does not 74
wear themselves out and die 197
who abandoned her and her 77
who abandoned him and his 86
who accordingly set out for 49
who addressed them then than 43
who addresses you has that 45
who advertise that they are 65
who advertise that they can 53
who announced that god had 42
who announced that she had 212
who announced that she was 474
who announced that they had 331
who announces that she has 73
who appointed him and who 160
who appointed them and who 46
who associated with him and 69
who attempted that feat with 43
who certainly did not fit 41
who certainly did not get 46
who certainly did not mean 81
who certainly did not see 69
who certainly had not had 57
who certainly had not yet 57
who certainly was not his 43
who certainly was not ill 71
who certainly was not one 58
who certified that they had 71
who commended him for his 160
who commented that she had 40
who commented that this was 46
who committed them did not 61
who complains that she can 55
who complains that she has 109
who conceived that they had 203
who conceives not that all 96
who concluded that she had 54
who concluded that she was 80
who concluded that they are 54
