wad her 44 wag way 181
was for 131 was out 185
was two 53 was all 142
was and 40 was both 61
was her 373 was him 354
was his 383 was them 371
was this 74 was with 117
was that 62 was all 86
was she 45 was bed 90
was that 40 was bed 170
was and 173 was now 63
was with 356 was and 41
was and 145 was then 48
was and 97 was and 136
was for 67 was with 84
was ebb 181 was and 3250
was but 81 was for 159
was now 49 was that 149
was then 106 was was 66
was with 268 was his 57
was and 255 was and 543
was with 59 was all 470
was both 49 was god 249
was her 493 was him 793
was his 2175 was its 254
was our 42 was that 282
was them 888 was this 121
was that 116 was was 52
was and 52 was that 600
was for 42 was that 1006
was that 40 was that 106
was that 48 was ebb 193
was that 76 was had 110
was its 41 was she 58
was that 772 was they 63
was was 71 was with 123
was not 48 was its 42
was with 67 was all 838
was any 133 was both 572
was each 64 was god 89
was her 1140 was him 545
was his 2299 was its 727
was one 510 was our 77
was that 422 was them 694
was this 173 was two 309
was had 61 was was 40
was that 161 was had 107
was long 48 was that 45
was act 60 was and 45
was his 183 was all 53
was they 47 was that 40
was that 99 was that 147
was that 47 was act 156
was and 65 was and 44
was that 49 was had 72
was but 107 was too 144
was too 232 was and 63
was far 220 was ill 78
was old 105 was weak 88
was had 86 was was 45
was his 65 was his 42
was but 60 was and 62
was too 114 was and 66
was far 102 was ill 107
was old 167 was weak 52
was that 141 was that 146
was that 61 was that 368
was was 62 was she 79
was they 119 was that 430
was was 51 was buy 152
was get 150 was men 100
was son 41 was did 195
was his 254 was one 42
was she 146 was that 47
was they 182 was did 113
was had 99 was was 167
was for 40 was his 118
was they 56 was get 178
was hear 46 was say 401
was see 141 was yet 52
was say 192 was that 333
was this 301 was why 48
was but 46 was for 87
was was 71 was for 246
was out 44 was all 132
was her 215 was his 359
was that 459 was them 103
was this 133 was you 62
was own 42 was why 44
was this 315 was got 44
was had 101 was yet 93
was him 63 was own 79
was one 48 was them 54
was was 65 was not 45
was put 60 was this 43
was him 44 was set 104
was hat 133 was own 55
was had 85 was was 111
was had 52 was was 161
was for 52 was her 42
was for 59 was had 74
was and 78 was with 59
was going 140 was off 100
was all 182 was not 578
was that 46 was this 104
was all 63 was her 62
was out 356 was that 121
was you 41 was all 86
was cut 179 was got 321
was had 462 was her 64
was his 57 was led 793
was let 122 was met 67
was not 232 was now 50
was put 760 was read 60
was rung 60 was run 115
was sat 78 was set 561
was sung 59 was that 43
was them 52 was thus 75
was won 272 was her 46
was his 102 was them 220
was you 103 was with 41
was did 45 was had 60
was day 88 was her 77
was his 71 was out 50
was that 178 was them 86
was this 55 was out 42
was for 67 was and 45
was her 41 was his 44
was that 385 was her 47
was him 62 was out 97
was them 53 was all 51
was being 651 was dead 66
was doing 303 was going 405
was her 107 was lying 46
was mad 46 was not 222
was now 412 was one 99
was out 96 was put 69
was singing 53 was too 62
was with 134 was his 137
was his 53 was new 144
was own 476 was war 218
was that 72 was idea 88
was for 86 was not 287
was not 284 was going 51
was not 92 was not 182
was not 98 was not 73
was not 303 was not 97
was one 152 was did 52
was they 49 was and 88
was his 103 was and 56
was but 43 was not 46
was she 69 was that 53
was not 91 was all 559
was and 267 was for 143
was with 181 was was 96
was she 42 was was 58
was had 49 was was 1002
was year 61 was way 45
was bad 50 was being 128
was due 717 was fit 60
was going 40 was her 64
was his 175 was ill 78
was new 106 was not 63
was odd 44 was out 382
was owing 51 was put 72
was too 46 was for 118
was but 58 was day 839
was all 104 was did 143
was had 443 was her 117
was his 139 was ill 102
was not 148 was she 236
was that 430 was then 147
was they 83 was too 43
was was 141 was who 44
was not 208 was she 47
was one 48 was six 375
was ten 174 was two 1419
was ago 42 was day 43
was had 57 was lay 53
was day 63 was she 80
was all 67 was flu 531
was her 2522 was him 1003
was his 1521 was one 713
was that 130 was them 122
was this 151 was two 116
was you 192 was them 142
was not 50 was that 332
was her 299 was his 526
was god 118 was that 42
was him 43 was yet 53
was her 100 was she 190
was that 101 was and 68
was and 51 was and 220
was that 41 was with 126
was and 129 was and 404
was seat 127 was with 57
was one 45 was and 90
was and 93 was that 100
was and 163 was and 204
was near 66 was age 552
was bed 1749 was car 75
was day 110 was ears 50
was head 78 was new 63
was way 828 was and 40
was and 45 was had 86
was she 69 was was 47
was and 180 was all 61
was for 42 was had 87
was his 172 was not 164
was that 392 was then 69
was was 147 was with 53
was not 56 was all 48
was had 214 was she 100
was was 107 was not 54
was and 114 was all 44
was his 109 was and 45
was and 103 was and 294
was for 65 was that 42
was too 51 was with 94
was and 40 was and 719
was seat 82 was that 114
was with 150 was and 325
was not 98 was one 583
was that 661 was bed 43
was that 90 was and 210
was for 41 was and 233
was and 456 was but 44
was now 64 was that 107
was was 55 was and 41
was far 41 was and 135
was and 44 was age 1421
was seat 41 was age 533
was and 110 was bed 1845
was car 176 was day 3012
was head 182 was way 2912
was and 67 was and 104
was with 77 was and 384
was with 42 was and 563
was and 79 was one 241
was age 250 was age 87
was day 365 was way 3647
was and 49 was one 45
was his 46 was they 54
was then 51 was gas 42
was that 43 was and 59
was had 41 was day 91
was for 49 was and 54
was and 44 was not 110
was that 191 was and 99
was that 779 was that 43
was and 41 was and 59
was that 107 was was 56
was with 100 was and 104
was has 91 was that 191
was that 43 was day 43
was man 49 was box 90
was that 198 was she 46
was that 2792 was they 49
was and 77 was that 22968
was too 70 was all 40
was not 91 was that 132
was they 231 was not 55
was had 40 was his 49
was they 113 was was 190
was all 169 was not 94
was that 193 was that 1490
was and 214 was for 42
was that 11386 was that 58
was that 55 was that 300
was that 162 was that 143
was that 276 was and 71
was that 2316 was him 41
was that 94 was that 126
was that 164 was that 263
was and 66 was and 47
was that 130 was and 59
was man 61 was that 182
was that 212 was his 233
was lay 56 was our 53
was she 115 was they 124
was that 1744 was and 198
was being 84 was his 46
was led 91 was not 91
was one 139 was she 232
was that 80074 was they 196
was with 48 was him 48
was you 41 was and 76
was that 26732 was too 133
was and 54 was day 49
was had 44 was not 41
was that 185 was was 84
was and 41 was all 73
was both 43 was this 86
was two 80 was day 68
was fit 98 was for 304
was then 106 was this 75
was did 297 was was 78
was was 59 was was 51
was did 167 was was 163
was him 50 was own 90
was any 74 was her 103
was him 533 was them 318
was you 65 was one 41
was them 156 was one 135
was that 675 was and 153
was that 1920 was own 78
was son 81 was you 47
was that 858 was that 2494
was you 164 was and 58
was that 102 was she 106
was they 74 was for 40
was who 52 was that 176
was fear 59 was her 226
was him 109 was his 179
was its 44 was one 180
was our 59 was that 419
was them 41 was this 497
was you 79 was who 91
was own 98 was own 236
was that 140 was who 262
was our 117 was they 106
was thou 79 was you 56
was that 164 was who 157
was that 233 was that 120
was bad 64 was them 272
was that 233 was who 614
was his 52 was she 43
was was 42 was arm 65
was not 242 was not 234
was read 55 was going 106
was not 51 was singing 49
was had 214 was was 155
was her 43 was this 83
was not 280 was say 50
was this 90 was thee 69
was did 63 was had 85
was was 51 was you 107
was got 64 was led 72
was put 40 was set 55
was this 53 was thus 40
was you 47 was own 146
was son 42 was him 163
was men 50 was them 59
was this 50 was you 223
was ago 158 was and 45
was had 42 was who 66
was him 81 was one 258
was hid 54 was she 55
was was 47 was who 55
was its 49 was you 61
was them 65 was you 40
was and 87 was did 662
was had 2703 was saw 198
was was 2006 was who 42
was all 111 was did 803
was had 1216 was saw 171
was who 76 was man 914
was one 58 was was 145
was set 44 was being 179
was doing 46 was going 139
was not 124 was now 56
was thus 74 was and 260
was did 1402 was got 191
was had 577 was let 52
was met 102 was saw 887
was him 44 was this 113
was had 67 was his 78
was she 210 was they 148
was this 124 was was 92
was you 158 was not 370
was not 87 was her 40
was easy 55 was going 59
was that 110 was not 100
was and 96 was and 118
was for 61 was now 48
was that 96 was and 83
was guy 124 was man 118
was and 92 was for 42
was not 1194 was say 89
was that 47 was her 45
was him 142 was that 62
was this 46 was you 66
was was 48 was that 89
was who 42 was going 42
was did 99 was had 62
was put 49 was her 54
was him 66 was them 54
was you 84 was not 46
was not 61 was going 63
was all 52 was not 194
was that 43 was you 85
was being 107 was doing 72
was going 133 was not 61
was had 172 was she 75
was was 84 was who 49
was had 42 was was 48
was and 276 was you 47
was had 41 was was 85
was that 103 was him 42
was you 53 was she 84
was you 62 was that 46
was dad 290 was and 41
was that 63 was and 119
was not 107 was that 186
was and 95 was that 46
was and 109 was that 40
was and 66 was hit 71
was who 55 was that 40
was had 118 was was 113
was art 49 was her 68
was him 289 was god 63
was was 40 was and 700
was but 129 was for 853
was that 515 was him 51
was for 175 was and 76
was for 327 was and 49
was for 127 was for 610
was out 2330 was that 316
was her 47 was his 41
was that 139 was any 92
was his 100 was she 129
was they 185 was this 43
was her 84 was him 153
was them 75 was that 368
was god 253 was one 111
was his 45 was cry 688
was them 70 was her 87
was him 405 was them 69
was her 83 was him 69
was his 104 was that 366
was her 471 was them 51
was this 51 was her 56
was did 83 was was 40
was did 183 was had 557
was was 280 was her 88
was him 61 was them 46
was and 133 was for 561
was that 106 was and 51
was for 49 was for 66
was that 137 was with 101
was with 73 was god 70
was her 342 was him 258
was his 229 was old 136
was our 106 was them 71
was this 87 was you 185
was say 96 was her 427
was him 555 was them 185
was any 60 was age 52
was who 213 was with 43
was and 76 was but 130
was for 46 was her 340
was him 710 was them 423
was who 103 was but 41
was who 182 was had 171
was was 68 was did 92
was had 74 was she 149
was they 55 was was 118
was who 84 was had 40
was did 2380 was had 2795
was saw 145 was was 2494
was any 165 was her 487
was him 1064 was his 75
was that 69 was them 212
was you 105 was him 57
was this 42 was that 215
was for 48 was for 79
was for 108 was out 61
was this 44 was her 127
was him 134 was day 73
was she 55 was that 185
was too 51 was that 162
was any 278 was her 491
was him 771 was his 82
was its 42 was one 87
was that 87 was them 750
was this 112 was you 59
was any 157 was out 202
was going 58 was going 119
was for 43 was that 54
was one 136 was death 67
was for 128 was one 142
was that 67 was this 75
was for 45 was any 403
was god 45 was her 2783
was him 5184 was his 202
was its 99 was man 53
was men 62 was one 186
was our 120 was that 83
was them 2993 was this 177
was you 393 was for 82
was she 43 was that 648
was and 600 was but 1433
was for 2502 was now 454
was that 272 was this 56
was and 195 was had 191
was was 10269 was all 325
was any 512 was god 47
was her 183 was his 270
was man 58 was one 454
was our 103 was she 3058
was that 223 was they 1969
was this 742 was two 105
was was 411 was you 456
was that 48 was had 59
was guy 147 was man 173
was was 345 was him 52
was had 232 was her 81
was she 40 was then 48
was was 73 was one 91
was then 72 was had 61
was was 63 was that 252
was that 81 was use 214
was and 54 was for 139
was was 61 was with 71
was not 51 was not 148
was that 212 was her 122
was how 129 was age 201
was doing 160 was sex 85
was she 46 was this 87
was his 167 was how 183
was that 101 was was 77
was his 41 was she 50
was and 115 was age 432
was doing 320 was head 48
was sex 43 was way 45
was had 92 was and 92
was had 202 was has 58
was was 139 was and 56
was and 67 was and 46
was how 70 was that 95
was that 95 was she 45
was this 59 was and 73
was not 42 was for 79
was with 70 was had 67
was was 225 was they 53
was was 56 was had 57
was and 77 was for 259
was her 58 was she 207
was and 96 was and 43
was with 52 was off 118
was bed 1174 was bed 154
was and 190 was and 54
was and 185 was and 1037
was for 391 was now 1430
was she 145 was that 61
was with 484 was his 44
was kim 45 was and 42
was and 650 was east 63
was for 198 was now 139
was out 10718 was she 99
was with 670 was this 71
was had 119 was his 133
was not 63 was put 89
was she 100 was that 133
was they 42 was and 44
was her 44 was his 43
was she 62 was his 61
was and 234 was now 44
was that 298 was and 40
was off 133 was that 40
was bed 4174 was that 117
was bed 235 was and 436
was and 47 was and 42
was and 182 was and 87
was and 1922 was but 76
was for 580 was head 166
was now 1638 was that 97
was this 61 was too 81
was two 53 was way 49
was with 496 was and 114
was and 2047 was but 147
was east 1386 was for 705
was not 40 was now 502
was off 124 was one 59
was out 26265 was that 320
was then 92 was too 46
was was 60 was with 4644
was bed 259 was and 266
was for 110 was now 153
was with 50 was and 48
was and 2692 was but 180
was east 238 was for 385
was now 103 was out 12836
was that 187 was was 87
was with 655 was and 42
was and 96 was and 40
was out 127 was her 46
was his 65 was that 310
was and 201 was she 61
was that 10702 was too 42
was they 170 was they 50
was and 74 was with 90
was that 41 was and 115
was that 13346 was too 52
was and 55 was for 88
was that 45 was that 179
was that 323 was that 43
was that 104 was that 128
was that 103 was that 96
was his 109 was she 71
was they 123 was had 66
was she 76 was then 50
was who 45 was she 43
was she 187 was got 194
was had 349 was was 136
was not 66 was not 119
was had 57 was was 182
was and 50 was any 571
was being 440 was dead 67
was doing 564 was due 303
was fit 179 was for 307
was gay 52 was god 208
was going 609 was her 87
was his 386 was met 112
was now 49 was one 886
was out 41 was owing 48
was put 43 was real 139
was that 564 was then 57
was this 61 was too 188
was was 48 was with 114
was was 378 was not 392
was with 106 was had 210
was was 822 was they 66
was was 42 was his 66
was she 42 was that 50
was that 94 was her 135
was him 125 was his 55
was you 59 was that 116
was that 145 was did 69
was had 166 was was 127
was all 357 was any 165
was both 49 was few 87
was for 291 was god 86
was her 226 was his 684
was its 137 was men 62
was not 204 was one 1118
was our 155 was she 1800
was sir 42 was they 2098
was this 110 was two 151
was you 412 was that 84
was did 44 was had 257
was that 67 was had 86
was fat 317 was had 130
was her 40 was his 74
was its 47 was long 48
was she 98 was they 55
was yet 61 was him 68
was his 51 was that 219
was had 80 was all 141
was for 54 was her 108
was his 252 was its 175
was one 312 was she 520
was they 421 was two 89
was with 83 was you 282
was had 117 was his 130
was that 46 was his 191
was that 139 was she 192
was they 58 was she 133
was they 45 was you 49
was hot 97 was had 131
was was 45 was her 92
was his 124 was one 50
was our 43 was she 332
was they 90 was with 48
was her 630 was him 1345
was his 48 was men 40
was one 66 was them 610
was you 266 was one 70
was she 84 was they 78
was off 52 was own 48
was and 154 was his 46
was that 2518 was and 63
was that 892 was they 51
was that 43 was had 59
was her 76 was his 175
was she 393 was they 40
was that 55 was dry 457
was she 78 was they 70
was wet 208 was her 112
was him 124 was you 69
was that 117 was that 92
was had 78 was was 79
was all 225 was any 56
was day 252 was for 55
was her 98 was his 158
was its 67 was men 46
was one 518 was our 91
was she 587 was they 786
was you 207 was had 62
was had 55 was weak 295
was that 60 was had 101
was was 90 was all 51
was for 187 was her 338
was his 820 was she 1946
was they 291 was that 47
was and 675 was now 233
was she 132 was that 6456
was they 51 was you 55
was his 53 was thin 278
was off 67 was all 83
was her 46 was his 129
was its 250 was one 280
was our 40 was she 345
was they 294 was this 64
was you 97 was had 45
was his 81 was weak 127
was wet 65 was that 323
was had 200 was was 67
was all 150 was any 160
was both 56 was each 48
was few 85 was for 91
was her 125 was his 400
was its 259 was men 76
was not 86 was one 1003
was our 79 was she 1103
was they 1979 was this 159
was you 321 was had 100
was that 87 was did 137
was was 178 was day 43
was his 72 was she 536
was they 52 was her 91
was him 112 was she 99
was dear 652 was his 41
was that 117 was yet 598
was beat 122 was that 61
was that 833 was end 179
was own 121 was that 309
was that 588 was death 63
was end 498 was jaw 43
was own 237 was end 282
was that 646 was all 106
was her 152 was his 158
was its 97 was one 105
was she 476 was they 409
was with 64 was that 209
was not 58 was all 83
was big 70 was few 50
was its 103 was she 193
was they 122 was out 87
was she 84 was that 62
was dry 43 was fat 103
was had 223 was his 74
was ill 83 was out 100
was thin 122 was weak 198
was that 164 was had 74
was was 56 was all 63
was her 194 was his 507
was its 215 was she 737
was they 124 was you 59
was that 49 was that 543
was with 168 was yet 58
was for 67 was she 448
was they 103 was you 44
was him 51 was why 52
was her 53 was him 49
was his 45 was she 607
was you 47 was that 90
was not 128 was his 42
was she 560 was had 68
was had 53 was can 59
was not 48 was dry 41
was had 52 was her 69
was his 95 was wan 42
was weak 368 was that 114
was was 42 was all 63
was her 379 was his 497
was its 71 was one 398
was she 403 was they 143
was you 242 was had 60
was his 163 was ill 1048
was low 196 was old 74
was thin 270 was that 171
was did 60 was had 236
was was 128 was all 113
was any 73 was few 40
was for 175 was had 54
was her 224 was his 587
was its 165 was not 48
was one 163 was she 2816
was they 521 was this 88
was two 51 was with 45
was had 85 was hot 111
was his 67 was she 87
was they 85 was his 73
was now 55 was and 62
was own 43 was man 52
was had 47 was this 71
was was 65 was sex 71
was was 58 was saw 128
was was 101 was are 87
was end 463 was was 70
was had 211 was was 232
was had 68 was was 59
was who 45 was and 167
was who 58 was and 47
was had 53 was its 63
was had 53 was had 55
was was 43 was its 70
was had 166 was was 65
was and 72 was for 284
was with 124 was who 46
was who 213 was with 124
was and 115 was for 72
was that 181 was with 40
was one 41 was for 88
was was 102 was had 121
was his 43 was not 78
was had 252 was was 61
was had 75 was was 137
was had 93 was did 106
was got 70 was had 2324
was met 71 was ran 57
was sat 47 was was 896
was his 48 was had 261
was was 171 was who 79
was did 46 was had 103
was was 48 was had 84
was had 101 was was 43
was had 91 was now 57
was rang 414 was ran 47
was was 202 was all 78
was her 46 was him 79
was his 78 was one 43
was them 40 was one 163
was her 152 was him 71
was his 112 was our 150
was them 47 was for 45
was for 1518 was and 196
was got 135 was had 1071
was met 82 was saw 52
was was 941 was all 102
was god 77 was had 235
was her 68 was his 228
was one 99 was our 100
was saw 109 was she 434
was they 324 was was 189
was you 151 was got 56
was had 681 was met 61
was and 61 was did 45
was got 73 was had 88
was met 47 was she 92
was and 42 was who 113
was had 47 was was 45
was had 42 was that 172
was this 60 was man 48
was was 64 was did 155
was had 156 was lay 148
was was 128 was had 115
was was 76 was its 65
was not 67 was sky 56
was was 141 was all 40
was was 48 was out 2159
was aim 2367 was not 178
was she 58 was that 323
was they 49 was all 100
was both 62 was her 177
was him 604 was them 207
was you 49 was had 71
was was 56 was saw 48
was saw 136 was was 42
was saw 48 was was 41
was was 147 was and 44
was that 42 was who 133
was who 42 was had 57
was all 115 was any 220
was had 332 was her 243
was his 538 was its 82
was one 384 was our 53
was she 722 was they 979
was this 541 was too 140
was was 110 was with 58
was you 216 was had 51
was had 66 was had 41
was had 605 was was 467
was had 220 was was 113
was her 57 was had 81
was was 114 was did 56
was got 106 was had 152
was was 231 was did 335
was got 435 was had 1576
was hit 44 was put 128
was ran 167 was sat 67
was set 68 was was 1319
was won 42 was all 42
was not 52 was not 43
was and 44 was had 46
was was 183 was not 64
was not 41 was had 83
was was 103 was all 53
was cry 840 was not 40
was and 42 was had 62
was all 792 was any 261
was art 73 was both 88
was each 306 was for 92
was god 351 was had 305
was her 129 was his 315
was its 55 was lay 63
was led 65 was man 581
was men 149 was not 71
was one 1011 was our 114
was sex 43 was she 587
was they 747 was this 572
was war 171 was was 321
was with 56 was you 370
was had 57 was than 70
was with 43 was had 132
was was 156 was him 70
was had 79 was was 69
was was 312 was that 202
was that 54 was and 52
was for 47 was had 116
was led 69 was was 72
was for 41 was did 42
was got 69 was had 244
was was 193 was had 46
was had 321 was was 104
was end 58 was had 83
was his 55 was its 46
was not 68 was that 260
was they 44 was all 62
was all 99 was any 50
was did 68 was had 143
was they 81 was was 328
was had 41 was was 55
was with 60 was his 272
was not 302 was she 48
was that 164 was who 89
was all 65 was her 1419
was him 292 was his 443
was that 475 was them 267
was this 559 was you 187
was had 154 was had 3773
was saw 181 was was 1224
was can 89 was did 385
was god 78 was got 121
was had 1384 was has 67
was his 58 was led 72
was now 70 was put 91
was ran 106 was set 82
was she 236 was they 101
was was 1086 was you 88
was all 80 was had 1039
was saw 95 was all 40
was ate 51 was beat 108
was but 46 was cut 201
was did 2007 was for 436
was got 773 was had 45569
was has 363 was hit 78
was lay 97 was led 924
was let 79 was lit 58
was may 90 was met 161
was not 130 was now 1309
was one 87 was put 1087
was ran 625 was read 70
was sang 126 was sat 500
was saw 523 was set 590
was then 43 was thus 73
was was 14361 was with 166
was won 292 was all 88
was her 129 was him 95
was his 279 was one 71
was you 74 was had 148
was met 98 was saw 334
was all 86 was not 96
was did 251 was got 50
was had 672 was was 41
was and 105 was that 279
was and 54 was that 160
was and 46 was for 56
was who 75 was that 113
was and 55 was had 69
was out 5035 was out 2096
was gas 94 was new 47
was who 43 was that 42
was that 238 was who 46
was that 438 was and 365
was doing 114 was going 87
was had 66 was she 49
was that 810 was they 54
was was 56 was who 2460
was with 490 was and 50
was who 195 was and 48
was for 65 was that 460
was with 95 was and 61
was that 113 was all 121
was that 143 was that 464
was that 43 was led 83
was that 56 was who 101
was who 78 was each 42
was she 72 was that 276
was they 48 was all 455
was and 64 was for 55
was her 721 was him 1026
was his 48 was that 77
was them 83 was this 47
was you 336 was had 255
was who 48 was out 102
was who 271 was that 574
was for 47 was that 70
was for 263 was she 566
was that 512 was they 95
was who 6591 was with 377
was who 102 was who 67
was and 56 was for 60
was and 88 was did 141
was got 47 was had 3995
was now 48 was saw 141
was was 1392 was that 113
was all 154 was beat 107
was both 47 was cut 130
was did 1473 was fit 48
was god 151 was got 2221
was had 9595 was has 319
was her 77 was his 108
was hit 275 was hung 137
was lay 98 was led 1674
was let 81 was met 115
was now 60 was our 50
was put 432 was ran 229
was read 204 was sat 68
was saw 195 was set 537
was she 791 was they 524
was was 10432 was won 335
was you 264 was all 292
was did 71 was had 1775
was saw 63 was that 84
was for 59 was out 279
was she 154 was that 239
was they 82 was all 52
was ate 182 was beat 233
was cut 522 was did 8808
was dug 133 was fed 299
was for 85 was got 8577
was had 78804 was has 219
was hid 129 was hit 475
was hung 135 was lay 144
was led 1316 was let 742
was lit 106 was met 267
was not 111 was now 329
was put 3106 was rang 71
was ran 991 was read 456
was sang 188 was sat 641
was saw 1860 was set 1669
was she 40 was then 85
was was 44494 was with 63
was won 335 was all 728
was her 203 was him 48
was his 222 was real 42
was that 64 was two 63
was that 45 was and 44
was are 65 was did 126
was got 58 was had 325
was saw 187 was had 52
was had 72 was had 78
was led 457 was was 75
was had 77 was for 970
was with 47 was was 53
was not 98 was had 321
was sang 89 was was 195
was and 60 was not 43
was and 100 was and 51
was that 169 was and 122
was and 55 was and 166
was that 55 was inn 49
was who 46 was that 101
was fox 51 was had 90
was war 198 was was 46
was its 41 was not 212
was had 78 was sang 157
was had 170 was she 50
was was 192 was had 49
was sang 244 was sang 72
was had 146 was had 62
was had 542 was sang 59
was was 522 was had 54
was had 87 was had 51
was was 84 was his 47
was not 154 was and 107
was who 52 was did 83
was had 188 was was 163
was won 42 was was 42
was had 145 was was 92
was had 41 was all 50
was now 41 was now 40
was who 104 was was 42
was was 130 was all 58
was his 42 was its 146
was not 64 was did 109
was had 407 was led 44
was put 41 was was 262
was its 78 was men 74
was was 56 was all 43
was her 84 was him 234
was them 98 was had 285
was was 58 was own 135
was head 42 was own 102
was and 57 was had 50
was man 106 was was 45
was and 62 was for 258
was and 235 was did 485
was got 147 was had 3534
was put 1260 was ran 51
was read 42 was sat 162
was saw 267 was was 3792
was all 132 was both 44
was god 155 was had 58
was her 94 was his 117
was its 40 was led 190
was men 71 was one 240
was our 66 was she 528
was they 658 was things 133
was this 133 was was 240
was you 148 was all 464
was both 128 was did 1542
was got 238 was had 2320
was put 358 was ran 92
was sang 58 was saw 182
was set 46 was was 48
was are 108 was got 79
was had 1206 was man 85
was was 40 was was 45
was all 385 was her 140
was him 146 was his 71
was men 74 was our 54
was them 95 was this 81
was tom 44 was and 45
was did 292 was got 283
was had 301 was put 157
was saw 56 was tear 631
was and 42 was had 132
was was 207 was all 149
was both 46 was her 41
was his 122 was one 92
was our 42 was saw 656
was she 129 was sir 61
was they 117 was was 172
was you 51 was had 129
was him 243 was them 44
was his 49 was all 50
was him 111 was his 51
was own 130 was new 52
was with 113 was his 42
was was 78 was that 41
was had 105 was who 91
was with 52 was with 43
was aid 47 was and 80
was her 162 was him 45
was his 481 was one 163
was that 179 was them 165
was this 48 was two 42
was for 107 was for 215
was how 43 was why 68
was for 348 was how 176
was not 57 was who 63
was why 153 was long 81
was they 54 was for 91
was how 103 was had 53
was was 46 was she 42
was they 46 was for 303
was how 66 was not 40
was that 131 was why 43
was rear 279 was far 40
was for 51 was out 133
was six 62 was ten 40
was two 102 was own 136
was own 91 was per 55
was they 115 was him 68
was not 48 was job 63
was head 100 was head 127
was his 146 was men 124
was things 116 was this 109
was and 60 was and 57
was its 74 was and 51
was out 135 was own 54
was and 226 was both 89
was his 364 was new 76
was not 73 was out 388
was own 340 was son 75
was two 217 was own 214
was and 77 was and 58
was and 99 was out 90
was all 303 was and 110
was his 239 was how 44
was that 141 was this 142
was two 56 was with 51
was all 292 was both 107
was off 110 was out 536
was new 51 was her 421
was him 1443 was them 43
was this 48 was her 42
was his 44 was off 104
was out 107 was own 104
was for 269 was off 173
was out 141 was and 81
was for 86 was that 61
was run 427 was saw 82
was off 88 was off 778
was head 58 was own 70
was way 183 was way 57
was all 1185 was and 303
was any 114 was both 68
was her 207 was him 58
was his 956 was its 176
was men 112 was new 62
was one 225 was our 129
was that 164 was this 76
was way 59 was all 185
was and 102 was this 40
was off 824 was out 40
was all 94 was with 138
was all 847 was and 102
was any 236 was both 114
was each 206 was her 241
was him 431 was his 546
was its 119 was man 86
was men 76 was one 262
was our 79 was sin 53
was that 399 was them 783
was this 990 was two 141
was was 64 was that 112
was who 58 was all 53
was and 48 was god 52
was her 60 was him 110
was his 415 was our 69
was that 61 was them 82
was long 55 was day 493
was year 91 was and 53
was day 41 was her 108
