wait longer before they could 69
were running through his brain 66
were rushing through his brain 64
were seated around this dusky 45
were sending already for james 62
were seven killed and thirty 48
were sitting around and talking 100
were sitting around one evening 46
were sitting around one night 93
were sitting around our table 58
were slain before they could 261
were slain without any mercy 76
were sound asleep one night 42
were speaking english all about 86
were still ablaze with light 40
were still around and still 47
were still asleep and dreaming 51
were still bright and alert 46
were still bright and fresh 50
were still debating this point 96
were still dripping with blood 49
were still filled with people 107
were still filled with water 111
were still intact and could 49
were still intact and still 43
were still laughing and talking 181
were still packed with people 61
were still standing and talking 194
were still standing and waiting 46
were still thirsting for blood 40
were still thronged with people 91
were still tufted with dwarf 61
were still watching and waiting 62
were still yellow and falling 44
were strong enough they would 86
were strong reasons for thinking 43
were surging through his brain 56
were taken before and after 2190
were taken before they could 116
were telling anyone who would 59
were under arrest and would 88
were walking around and talking 102
were white railings and white 60
were women enough who would 63
were working harder and longer 130
were worthy before all others 42
what comes before and after 3870
what could happen that would 109
what first created any basis 41
what human nature and human 50
what human rights are about 47
what jesus christ our savior 55
what magic charms are found 153
what might exceed that value 62
what might happen that night 96
what might happen that would 46
what might render any given 59
what mother nature has given 50
what noise around our frail 60
what order nature hath taken 219
what order should you place 42
what people always say about 82
what people thought they would 40
what peter berger and thomas 85
what really bothers you about 42
what rough shocks and thumps 187
what thinking person can doubt 79
what would become her first 188
what would become his final 57
what would become his first 266
what would become his major 51
what would happen and where 45
what would happen that evening 62
what would happen that night 405
when after drinking two bowls 47
when asked whether his horse 41
when asked whether she could 42
when asked whether she thinks 54
when asked whether she would 241
when asked whether they could 97
when asked whether they liked 47
when asked whether they would 946
when china opened its doors 101
when elmer cowley saw george 45
when evening closes and night 114
when every branch and stream 40
when every member who voted 52
when every thought and feeling 87
when given before and after 44
when japan opened her doors 65
when japan opened its doors 108
when luther nailed his theses 154
when luther posted his theses 73
when moses raised his hands 46
when nancy reached this point 110
when paper credit was first 113
when party spirit was running 61
when people thought they could 201
when reason offers her sober 79
when share prices are falling 43
when sleep became too proud 42
when solid bodies are heated 54
when stock prices are falling 134
when world prices are falling 44
when worry became too proud 40
whom alive nobody had cared 230
whom alone almost you would 68
whom belong wisdom and might 76
whom burke raised his voice 45
whom every thought and feeling 58
whom heaven thought not worthy 295
whom jesus called his father 60
whom mount vernon was named 40
wide ditch filled with water 113
wide white collar and cuffs 60
wild beasts thirsting for blood 54
wild horns should not catch 75
will admit someone who wants 67
will again regain its place 41
will appear before and after 44
will appear before any court 47
will appear solemn and noble 54
will arise whether that which 43
will build houses and dwell 117
will build houses and plant 46
will cause vomiting and purging 40
will either accept this offer 82
will fight anyone who tries 57
will first return our thanks 58
will never employ him again 43
will never forget and never 133
will never forget and which 78
will never forget her first 232
will never forget her reply 66
will never forget her words 129
will never forget him again 57
will never forget his father 42
will never forget his first 314
will never forget his reply 76
will never forget his words 321
will never forget how happy 89
will never forget how proud 40
will never forget one evening 46
will never forget one night 136
will never forget our first 276
will never forget that awful 54
will never forget that evening 200
will never forget that feeling 129
will never forget that first 519
will never forget that meeting 157
will never forget that morning 291
will never forget that night 1798
will never forget that scene 194
will never forget that sight 184
will never forget that smell 48
will never forget that smile 44
will never forget that sound 89
will never forget this evening 53
will never forget this night 295
will never forget this place 83
will never forget this scene 62
will never forget this sight 52
will never forget this story 41
will never forget this visit 42
will never forget you again 51
will never mention this again 49
will never offend you again 63
will never permit any power 55
will never permit her sweet 85
will never permit him either 51
will never plague you again 47
will never repent this night 49
will never resign his power 116
will never settle for anything 83
will often happen that after 42
will please accept our thanks 199
will prove beyond all doubt 46
will prove beyond any doubt 111
will rather mumble and prose 147
will rather perish than enter 41
will rather starve for hunger 61
will serve better than anything 185
will serve better than words 46
will shoot anyone who tries 47
will stand before his throne 46
will stand before this house 92
will stand before you white 84
will stand beside any nation 56
will truly lovely and right 60
will write better than others 41
wily envoy struck his first 44
wind swept across our faces 59
wind swept through them every 53
wine glass filled with water 129
wire whose stakes are strong 116
wise nation places its chief 45
wise woman builds her house 1504
wise woman should not paint 49
wood beneath showed all shiny 83
wood filling station and dance 272
wood stays standing one above 92
word still serves you truly 152
word which knaves and fools 43
wore khaki shorts and shirt 48
wore white clothes and black 55
wore white shirts and black 131
wore white shirts and white 54
work holly hughes and thomas 66
work throws little new light 71
work which christ has given 63
work which engages and fixes 64
work which without him would 55
worth every minute and every 42
worth every minute you spend 54
