wage increases than they would 98
were obtained for each state 44
were obtained for this study 232
were obtained using this method 154
were obtained with both types 41
were obtained with this method 194
were occupied all year round 89
were occupied day and night 181
were operated day and night 73
were ordained and set apart 68
were ordinary men and women 424
were positive that they could 55
were positive that they would 65
were possible for any human 453
were possible for one human 43
were possible for one short 298
were possible for that blood 47
were possible that man could 49
were possible that one might 109
were possible that she could 153
were possible that they could 180
were possible that you could 333
were pregnant with his child 135
were pregnant with our first 44
were prepared both with skill 49
were prepared for all kinds 48
were prepared for each group 80
were prepared for this event 94
were prepared for this study 227
were prepared with tap water 48
were probably but one story 47
were probably not far apart 45
were probably not far short 42
were probably not yet fully 99
were produced and read aloud 51
were promised that they could 325
were promised that they would 1343
were properly fed and cared 74
were provided for both races 69
were provided for each child 41
were provided for each group 49
were provided for our party 59
were provided for this study 51
were provided with all kinds 65
were provided with all sorts 117
were provided with long poles 57
were provided with new clothing 41
were provided with two pairs 70
were punished not for raising 84
were questions that had never 43
were reassured that they could 65
were reassured that they would 187
were received with all honor 40
were received with all kinds 50
were received with all sorts 67
were received with his usual 47
were received with real grief 103
were received with that frank 46
were recorded and are shown 128
were recorded for each child 121
were recorded for each group 80
were recorded for each plant 105
were recorded for this study 56
were recruits who had never 76
were rejected for one reason 166
were rejected for this reason 115
were rejected with that scorn 63
were relieved did not blind 66
were relieved that they could 91
were relieved that they would 116
were religious men and women 63
were reminded that they could 233
were reminded that they might 44
were reminded that they would 231
were required for this study 86
were reserved for his reign 94
were reserved for them alone 47
were resolved that she would 42
were resolved that they would 215
were retained and are still 90
were retained for this study 54
were reviewed for this study 110
were rewarded for our pains 105
were scarcely any new items 50
were selected and set apart 90
were selected for each child 49
were selected for each grade 43
were selected for each group 97
were selected for our study 116
were selected for that reason 62
were selected for this honor 48
were selected for this phase 44
were selected for this reason 50
were selected for this study 4573
were sensible that they could 83
were sensible that they might 43
were separate but not equal 76
were soldiers who had never 92
were splashed with his blood 92
were startled and don pedro 67
were stationed day and night 110
were strangled that they might 42
were stripped and had taken 48
were stripped off and thrown 41
were stripped off one after 50
were struggling for our lives 45
were students who had never 59
were students who had taken 45
were subjects for this study 56
were suitable for this study 42
were supplied with all kinds 60
were supplied with hot water 68
were surveyed for this study 126
were thousands who had never 80
were threatened that they would 225
were threatened with all sorts 112
were threatened with being thrown 63
were undimmed and his vigor 78
were utilized for this study 205
west verandah with her light 51
what accounts for this change 63
what alacrity and real alarm 55
what alacrity they had twice 65
what american men and women 46
what authority can you found 83
what authority does not appear 1119
what authority they had taken 199
what authority this man speaks 133
what baseball was all about 59
what beautiful things they might 139
what business they are really 105
what business was all about 191
what business you are really 301
what capacity did you serve 213
what capacity does not appear 193
what christian men and women 46
what commerce does this power 410
what concerns you and yours 118
what decisions are being taken 48
what direction does this force 61
what direction she had taken 111
what direction she was headed 50
what direction they are bound 227
what direction they are headed 149
what direction they had taken 488
what direction was she sailing 50
what direction you are headed 62
what direction you are looking 175
what distaste they had taken 49
what education was all about 269
what elections are all about 79
what employer are you speaking 44
what evidence can you offer 41
what evidence does not appear 78
what families are all about 191
what feminism was all about 50
what football was all about 111
what happened and how people 83
what happened did not really 62
what happened not long after 54
what happened that day would 41
what happened was her fault 78
what happened was his fault 101
what happened was not really 70
what happened was that after 196
what happened was that people 140
what happened was that while 113
what happened with her father 70
what happened with her mother 55
what happened with his father 153
what happened with his mother 107
what injurious things they write 42
what mattered was not where 49
what mattered was that people 40
what medicare does not cover 121
what medicine was all about 41
what messages they are sending 46
what nonsense are you talking 478
what nonsense she was talking 50
what nonsense you are talking 656
what ordinary men and women 168
what politics are all about 72
what politics was all about 254
what possible use they could 98
what possibly they may never 49
what problems you can solve 47
what projects they are working 49
what questions are being asked 419
what questions are you driving 43
what raptures hath she taken 53
what respects are they alike 195
what respects they are alike 255
what response does this social 58
what services they can offer 74
what services you can offer 45
what socialism was all about 131
what sociology was all about 42
what soldiering was all about 167
what students are being asked 69
what suffices for his daily 93
what vacations are all about 52
when american men and women 58
when answered that this could 88
when authority had its right 79
when children are not given 57
when christian men and women 152
when compared with all others 106
when compared with his father 322
when compared with his later 329
when compared with his peers 49
when compared with its merit 124
when compared with its total 120
when compared with its value 81
when compared with that found 184
when compared with that given 152
when compared with that shown 70
when compared with that under 49
when compared with that which 6050
when compared with this amazing 64
when compared with this glory 56
when conscious that his works 88
when decisions are being taken 194
when describing any new people 44
when elizabeth and her mother 74
when examined they are found 59
when hannibal saw his house 42
when hydrogen ions are added 46
when immortal death has taken 56
when informed that his mother 84
when informed that she would 40
when informed that they would 79
when officers and men alike 167
when ordinary men and women 131
when ovulation does not occur 92
when pericles with his train 79
when portland had his first 78
when pregnant with her first 49
when questions are being asked 109
when questions are not asked 48
when regarded with that breadth 43
when reproved for his vices 62
when sediment was not thrown 144
when sickness and death shall 65
when socrates does not exist 69
when students are not given 52
when students are not learning 73
when subjects are not aware 44
when suddenly his head would 156
when variances are not equal 49
when vespasian and his party 45
whom declared that they would 55
whom religious zeal was mingled 61
wide prairies with her lover 45
wife answered that she could 240
wife declared that she would 82
wife isabella and her lover 40
wife remained near our landing 42
wife survived him for about 147
wild gestures with his hands 61
will acquaint you with every 98
will conclude that they could 62
will conclude with that which 177
will condense them and print 54
will continue and get worse 48
will continue day and night 56
will continue doing this until 55
will continue each year until 47
will continue for six months 84
will continue for six weeks 43
will continue for two months 45
will continue for two weeks 71
will continue that way until 75
will continue this way until 48
will continue with them still 110
will contrive that thou shalt 52
will contrive that you shall 97
will describe how one could 135
will discover that you really 70
will discover who you really 58
will employee for any reason 86
will flourish and bear fruit 67
will graduate with his class 44
will identify with his father 43
will maintain his own cause 126
will maintain law and order 405
will meditate day and night 93
will perceive that one reason 44
will perceive that they cover 53
will perceive that this notion 48
will preserve its own level 57
will probably ask you about 142
will probably bring his noble 41
will probably not bring about 64
will probably not see again 51
will probably see him again 41
will provided that his widow 111
will remember that all which 40
will remember that his first 63
will remember that she cites 44
will remember that you asked 42
will remember that you wrote 44
will remember them long after 53
will remember this and write 122
will remember you long after 50
will strengthen and not weaken 108
will strengthen you and guard 315
will surprise them this evening 43
will therefore bid you adieu 47
will therefore put them aside 41
wind direction does not change 65
wise lawgiver does not begin 41
wish earnestly that things might 43
wish therefore that you would 354
word christian does not carry 45
word interest that use which 42
word presents its own point 96
wore breeches and long boots 68
wore overalls was not nearly 60
work schedule did not allow 86
work schedule does not allow 116
wrong questions are being asked 218
