we add the fleet which 136
we can no longer adopt 73
we can no longer agree 188
we can no longer allow 590
we can no longer appeal 600
we can no longer apply 396
we can no longer argue 328
we can no longer avail 83
we can no longer avoid 1111
we can no longer blame 508
we can no longer boast 91
we can no longer breathe 70
we can no longer build 130
we can no longer carry 240
we can no longer change 219
we can no longer check 110
we can no longer claim 1558
we can no longer close 315
we can no longer count 1817
we can no longer create 88
we can no longer defer 65
we can no longer delay 448
we can no longer dodge 52
we can no longer doubt 3200
we can no longer drift 91
we can no longer drink 52
we can no longer drive 40
we can no longer dwell 119
we can no longer easily 169
we can no longer either 47
we can no longer engage 62
we can no longer enjoy 572
we can no longer enter 61
we can no longer evade 247
we can no longer exist 116
we can no longer fight 322
we can no longer focus 183
we can no longer fully 259
we can no longer grasp 420
we can no longer infer 276
we can no longer judge 403
we can no longer laugh 101
we can no longer limit 294
we can no longer offer 368
we can no longer place 439
we can no longer point 252
we can no longer prove 112
we can no longer quite 99
we can no longer raise 53
we can no longer really 92
we can no longer reason 202
we can no longer refer 273
we can no longer sense 97
we can no longer serve 243
we can no longer share 734
we can no longer smile 41
we can no longer solve 95
we can no longer spare 97
we can no longer stand 540
we can no longer start 60
we can no longer state 233
we can no longer study 161
we can no longer touch 235
we can no longer trace 1012
we can no longer trust 1664
we can no longer write 338
we did in class today 52
we did it every night 110
we did the eight miles 55
we did the first night 89
we did the roman fever 45
we did we could never 59
we did we would never 46
we end up arguing about 45
we end up feeling worse 50
we end up talking about 432
we fix the right level 51
we fling no torch within 78
we get an upper bound 335
we get an upper limit 107
we get of saxon blood 40
we get the curve shown 267
we get the final total 41
we get the first inkling 56
we get the first order 114
we get the grand total 191
we get the graph shown 142
we get the green light 356
we get the house built 93
we get the lower bound 110
we get the right people 214
we get the steady state 64
we get the total force 60
we get the total value 60
we get the upper bound 147
we get the whole story 321
we get to first order 44
we get to talking about 367
we get to thinking about 63
we get up every morning 124
we going to argue about 87
we going to fight about 84
we going to stand still 43
we going to start looking 50
we going to start talking 40
we going to write about 110
we got in motion again 134
we got on board about 50
we got on board again 178
we got the first inkling 52
we got the first sight 53
we got the green light 491
we got the right haven 46
we got the right people 62
we got the right place 42
we got the whole story 126
we got to arguing about 55
we got to creep under 52
we got to talking about 3697
we got to thinking about 199
we got to within about 160
we got to within fifty 45
we got to worry about 391
we got up every morning 45
we had an awful fight 105
we had an equal right 215
we had an equal share 56
we had an evening meeting 131
we had an evening party 47
we had an uneasy feeling 128
we had at first hoped 61
we had at first taken 149
we had no doubt about 301
we had no doubt would 52
we had no extra money 54
we had no false shame 89
we had no fresh water 65
we had no legal claim 99
we had no legal right 302
we had no longer anything 43
we had no moral right 266
we had no naval force 45
we had no notion where 40
we had no place where 48
we had no running water 284
we had no spare parts 52
we had on board would 162
we had so often longed 82
we had so often stood 40
we had the books which 40
we had the first frost 45
we had the first meeting 278
we had the first night 88
we had the first sight 113
we had the first taste 59
we had the green light 92
we had the legal right 138
we had the moral right 89
we had the right people 142
we had the right place 79
we had the right stuff 62
we had the scene passing 54
we had the uneasy feeling 58
we had the usual visit 45
we had the watch until 124
we had the whole evening 73
we had the whole house 224
we had the whole night 59
we had the whole place 220
we had the whole scene 44
we had the whole story 119
we had the whole world 158
we had the worst storm 64
we had the worst weather 50
we had to admit defeat 365
we had to begin again 263
we had to begin thinking 53
we had to carry water 595
we had to catch every 44
we had to change again 65
we had to change buses 95
we had to climb about 59
we had to climb again 56
we had to climb hills 49
we had to count every 43
we had to crawl under 194
we had to create unity 74
we had to cross about 66
we had to cross large 51
we had to cross would 46
we had to drink water 66
we had to drive about 103
we had to drive right 48
we had to drive round 41
we had to fetch water 87
we had to fight about 40
we had to fight again 61
we had to fight every 92
we had to grope about 66
we had to guess which 42
we had to laugh about 99
we had to march about 107
we had to march again 43
we had to march round 50
we had to mount again 47
we had to offer could 58
we had to raise money 139
we had to repeat after 63
we had to shake hands 139
we had to shout above 43
we had to sleep sitting 44
we had to sleep under 146
we had to spend about 76
we had to spend hours 123
we had to spend money 107
we had to stand alone 48
we had to stand aside 147
we had to stand guard 157
we had to stand still 93
we had to stand until 50
we had to start again 370
we had to start getting 91
we had to start looking 129
we had to start right 91
we had to start selling 41
we had to start talking 65
we had to start thinking 197
we had to start walking 44
we had to start working 110
we had to watch every 105
we had to worry about 3876
we had to write about 245
we has the first place 40
we hear of cases where 134
we hear so often about 58
we hear so often today 52
we hear the first faint 40
we hear the first notes 104
we hear the first sound 54
we hear the first words 46
we hear the human voice 48
we hear the sound thereof 461
we hear the still small 83
we hear the sweet voice 47
we hear the voice which 50
we hear the whole story 51
we hear the words which 40
we hit the dance floor 54
we hit the dusty trail 76
we hit the trail again 154
we hoed up whole acres 97
we lay the first night 146
we let the probe enter 107
we let the whole world 46
we may at first sight 307
we may be about women 46
we may be dimly aware 44
we may be found wanting 87
we may be found worthy 658
we may be fully aware 242
we may be getting close 97
we may be happy again 43
we may be quite aware 57
we may be quite frank 42
we may be quite happy 68
we may be quite willing 67
we may be still looking 41
we may be taken aback 43
we may be talking about 1128
we may be thinking about 283
we may be uneasy about 42
we may in every place 98
we may no longer agree 53
we may no longer fight 58
we may no longer yield 247
we may the easier under 78
we mean an action which 42
we mean an event which 50
we mean by calling anything 57
we mean by social class 52
we mean by talking about 94
we mean the place where 63
we mean the power which 118
we mean the space which 48
we met an indian woman 41
we met no running water 55
we met on equal terms 136
we not an equal right 252
we not be thinking about 57
we owe the chief guilt 62
we owe the first exact 49
we owe the first gleams 112
we owe the first proof 62
we owe the first really 98
we owe the first spark 107
we owe the first steps 60
we owe the moral force 87
we owe to major scott 43
we pay to human guile 1191
we put on every morning 51
we put on extra clothing 40
we put the blame where 44
we read in fairy tales 77
we read of cases where 46
we read the books which 43
we read the first lines 49
we read the first pages 46
we read the maxim ruler 48
we read the morning paper 108
we read the opening lines 83
we read the opening words 70
we read the piece again 73
we read the small print 42
we read the story about 96
we read the story again 53
we read the whole story 109
we read the words which 45
we rob the lower order 47
we run the whole gamut 51
we sang the first verse 46
we sat up talking until 81
we saw an amazing sight 46
we saw an indian woman 111
we saw at first green 48
we saw no fresh signs 41
we saw the black smoke 86
we saw the black tents 43
we saw the dutch fleet 43
we saw the first light 129
we saw the first signs 412
we saw the first white 68
we saw the fresh track 77
we saw the fresh water 83
we saw the girls enter 40
we saw the green hills 42
we saw the house where 92
we saw the night close 121
we saw the place where 422
we saw the round tower 64
we saw the smoke arising 49
we saw the smoke curling 55
we saw the usual birds 69
we saw the water flowing 42
we saw the white sails 78
we saw the white tents 70
we saw the white walls 123
we saw the whole party 45
we say or write about 70
we say the right words 60
we say the whole world 42
we say to whole acres 43
we see an empty space 47
we see as white light 62
we see at first sight 86
we see if power change 113
we see in action today 46
we see in china today 75
we see in every human 41
we see in later times 99
we see in others reacting 54
we see it today dates 60
we see no earthly reason 48
we see no fresh local 96
we see no legal basis 50
we see no sound reason 108
we see no valid reason 245
we see so often today 133
we see the cruel reason 65
we see the field where 57
we see the final stage 66
we see the first faint 132
we see the first germs 51
we see the first hints 47
we see the first major 90
we see the first signs 823
we see the first stage 113
we see the first steps 127
we see the first trace 51
we see the light sides 60
we see the light stream 48
we see the light which 99
we see the outer world 40
we see the place where 138
we see the point where 49
we see the power which 64
we see the river enter 54
we see the royal power 84
we see the small child 42
we see the small sails 51
we see the social world 97
we see the space above 47
we see the strong spark 81
we see the throngs which 63
we see the veins below 47
we see the water swell 107
we see the whole field 43
we see the whole force 50
we see the whole scene 81
we see the whole story 60
we see the whole world 421
we see the world right 123
we see the world today 79
we set an alarm clock 40
we set an upper bound 42
we set an upper limit 121
we set the alarm clock 57
we set the lower limit 88
we set the music playing 45
we set the upper limit 85
we tax the linen which 118
we try to avoid getting 57
we try to avoid talking 66
we try to avoid thinking 59
we try to change people 76
we try to please others 99
we try to reason about 116
we try to stand alone 67
we try to write about 84
we use in speaking about 144
we use in talking about 445
we use in thinking about 199
we use no words which 56
we use the above method 53
we use the exact words 49
we use the first method 133
we use the first order 68
we use the linear model 49
we use the lower bound 96
we use the model shown 62
we use the monte carlo 136
we use the right words 60
we use the steady state 64
we use the terms right 89
we use the terms today 48
we use the upper bound 110
we use the upper limit 43
we use to judge others 75
we use to reason about 88
we use to write about 48
we wear the usual badge 92
we win the vital space 73
we won the first prize 50
we won the first round 51
we won the state title 44
