wagged his head and grinned 52
worked ill for all parties 42
worked out and put forward 53
worked out and then applied 40
worked out for each country 82
worked out for each division 49
worked out for each patient 183
worked out for each product 50
worked out for each project 42
worked out for each species 87
worked out for each student 45
worked out for each subject 117
worked out for that purpose 71
worked out for this problem 61
worked out for this purpose 987
worked out his own destiny 98
worked out his own formula 41
worked out his own position 91
worked out his own religion 43
worked out his own solution 126
worked out its own destiny 112
worked out its own solution 104
worked out that way because 145
worked that out for herself 90
worked that out for himself 123
worked them out for himself 129
worked things out for himself 89
worked this out for himself 89
worked with and not against 80
worked with her for several 148
worked with him for decades 60
worked with him for fifteen 61
worked with him for several 390
worked with his own capital 44
worked with his two brothers 57
worked with them for several 146
worked with zeal and devotion 52
worker who does not believe 53
worker who does not perform 41
worker who does not possess 42
worker who does not receive 73
wretch that was his partner 65
wretch who hath thus injured 46
writer can not bring himself 78
writer can not but believe 59
writer can not too strongly 62
writer has his own peculiar 63
writer has met with several 67
writer has set for himself 42
writer that has yet appeared 53
writer who did not believe 46
writer who does not believe 115
writer who does not explain 124
writer who does not possess 45
writer who had not written 53
writer who had yet appeared 61
writer who has had occasion 101
writer who has not written 90
writer who has set himself 41
writer who has yet appeared 59
writes for his own pleasure 82
writes one who was present 283
writings both for and against 54
writings but does not include 48
writings with his own praises 85
