wad up the paper and 52
was in my power and 111
was in my power for 289
was in my power not 78
was in my prime and 80
was in my purse and 42
was in my senior year 1783
was in my shirt and 43
was in my sleep that 71
was in my study and 80
was in my teens and 795
was in my teens she 43
was in my teens that 268
was in my teens then 64
was in my teens was 43
was in my throat and 296
was in no danger and 636
was in no danger but 109
was in no danger for 75
was in no danger now 116
was in no danger that 56
was in no doubt and 76
was in no doubt but 94
was in no doubt now 103
was in no doubt that 19954
was in no doubt who 115
was in no guise for 47
was in no haste and 40
was in no haste for 163
was in no humor for 1036
was in no hurry and 1366
was in no hurry but 63
was in no hurry for 2009
was in no hurry now 369
was in no hurry that 69
was in no hurry this 62
was in no hurry with 112
was in no sense and 77
was in no sense any 173
was in no sense being 45
was in no sense due 420
was in no sense for 76
was in no sense her 123
was in no sense his 480
was in no sense its 133
was in no sense new 285
was in no sense one 559
was in no sense out 44
was in no sense that 366
was in no shape for 1163
was in no small fear 43
was in no small way 1448
was in no state for 628
was in or about that 44
was in or about this 66
was in the action and 104
was in the action with 179
was in the aisle seat 150
was in the alley and 64
was in the alley with 67
was in the apple and 58
was in the arena with 59
was in the attic and 133
was in the attic with 119
was in the banking and 73
was in the beagle with 44
was in the beauty and 63
was in the bible and 261
was in the bible that 306
was in the bible was 66
was in the black and 274
was in the black box 62
was in the black for 119
was in the black man 59
was in the blood and 316
was in the blood that 65
was in the bloom and 40
was in the books and 113
was in the books that 186
was in the boxes and 59
was in the brain and 132
was in the brief day 44
was in the bronx and 70
was in the brush and 58
was in the buggy and 56
was in the buggy with 109
was in the cabin and 222
was in the cabin that 102
was in the cabin with 482
was in the camps and 46
was in the camps that 139
was in the cards and 101
was in the cards for 516
was in the cards that 743
was in the cargo bay 50
was in the cause and 56
was in the caves and 78
was in the chair and 3388
was in the chair but 62
was in the chair for 450
was in the chair now 48
was in the chair one 48
was in the chair that 296
was in the chair with 147
was in the chest and 107
was in the child and 64
was in the choir and 230
was in the choir for 42
was in the choir with 46
was in the civil law 64
was in the civil war 3714
was in the claim that 118
was in the class and 136
was in the class for 101
was in the class that 271
was in the class with 289
was in the closing year 48
was in the cloud and 50
was in the coach and 56
was in the coach that 43
was in the coach with 475
was in the court and 185
was in the court for 49
was in the court one 68
was in the court that 113
was in the court with 51
was in the creek and 53
was in the crimea and 67
was in the crimea that 59
was in the crimea with 82
was in the cross bath 145
was in the crowd and 477
was in the crowd that 1257
was in the crowd with 114
was in the crown and 41
was in the crown that 47
was in the delta that 64
was in the dimly lit 163
was in the ditch and 98
was in the ditch with 55
was in the downs with 43
was in the drama and 47
was in the drama that 252
was in the drive and 100
was in the driving seat 732
was in the dumps and 93
was in the dungeon with 61
was in the dutch east 218
was in the eighth and 182
was in the eighth year 516
was in the ensuing year 92
was in the evening air 143
was in the evening and 607
was in the evening that 1538
was in the event not 110
was in the event that 265
was in the fates that 88
was in the father and 374
was in the feeling that 138
was in the field all 233
was in the field and 1622
was in the field but 73
was in the field for 838
was in the field had 44
was in the field his 54
was in the field long 208
was in the field near 100
was in the field now 83
was in the field one 117
was in the field she 47
was in the field that 656
was in the field they 66
was in the field was 149
was in the field who 41
was in the field with 2349
was in the fight and 253
was in the fight for 238
was in the fight with 176
was in the files and 53
was in the final act 53
was in the final two 48
was in the final year 796
was in the first act 269
was in the first age 291
was in the first and 1018
was in the first bed 57
was in the first car 318
was in the first day 261
was in the first dim 104
was in the first dog 81
was in the first few 802
was in the first heat 206
was in the first lot 50
was in the first man 211
was in the first one 702
was in the first row 945
was in the first seat 43
was in the first set 96
was in the first six 189
was in the first team 72
was in the first ten 440
was in the first that 118
was in the first two 2396
was in the first war 330
was in the first year 8351
was in the fleet air 57
was in the fleet that 128
was in the flesh and 217
was in the flesh that 156
was in the flush and 63
was in the forum that 136
was in the fourth act 42
was in the fourth and 488
was in the fourth car 50
was in the fourth day 62
was in the fourth row 129
was in the fourth year 1561
was in the foyer and 74
was in the foyer with 48
was in the frame and 45
was in the frame for 62
was in the fresh air 174
was in the front and 547
was in the front car 78
was in the front end 104
was in the front pew 169
was in the front row 3294
was in the front seat 8605
was in the front with 493
was in the gable end 102
was in the glass and 82
was in the gloom and 49
was in the glove box 174
was in the grain and 68
was in the grand old 62
was in the grass and 92
was in the grave and 167
was in the grave for 81
was in the grave may 104
was in the grave with 245
was in the greek and 105
was in the greek east 55
was in the green and 42
was in the group and 339
was in the group but 57
was in the group for 95
was in the group one 104
was in the group that 1848
was in the group who 76
was in the group with 304
was in the habit each 75
was in the habit for 141
was in the habit not 133
was in the habit now 84
was in the habit then 44
was in the hague that 48
was in the hands and 340
was in the hands not 405
was in the hands that 157
was in the happy and 51
was in the hearts and 635
was in the hills and 208
was in the hills near 84
was in the hills that 62
was in the hills with 99
was in the hopes that 191
was in the horse and 97
was in the hotel and 280
was in the hotel bar 143
was in the hotel for 47
was in the hotel that 127
was in the hotel with 112
was in the house all 1231
was in the house and 4832
was in the house but 727
was in the house did 56
was in the house doing 69
was in the house for 1238
was in the house had 133
was in the house his 50
was in the house not 50
was in the house now 250
was in the house one 316
was in the house she 576
was in the house than 153
was in the house that 2832
was in the house then 64
was in the house they 131
was in the house this 185
was in the house too 93
was in the house two 83
was in the house was 569
was in the house who 66
was in the house with 3203
was in the humor for 227
was in the image and 132
was in the issue for 84
was in the jolly year 69
was in the jungle and 124
was in the jungle for 41
was in the jungle with 110
was in the junior year 46
was in the kingdom and 61
was in the korean war 791
was in the large and 101
was in the learning and 44
was in the light and 216
was in the light that 78
was in the liver and 75
was in the lobby and 409
was in the lobby with 198
was in the longer run 60
was in the looks and 74
was in the loony bin 91
was in the loose box 112
was in the lords and 48
was in the lords that 137
was in the lounge and 71
was in the lounge with 109
was in the lower and 80
was in the lower end 156
was in the lower one 105
was in the mayor and 115
was in the meadow with 47
was in the meeting and 102
was in the meeting that 55
was in the meeting with 111
was in the melting pot 723
was in the metal box 41
was in the method and 42
was in the midst and 93
was in the midst she 61
was in the milky way 127
was in the minds and 1325
was in the mines and 52
was in the mines that 105
was in the minor key 220
was in the money and 60
was in the months that 42
was in the moral and 104
was in the morning air 49
was in the morning and 660
was in the morning that 996
was in the mother and 59
was in the motor car 61
was in the mount with 130
was in the movie and 81
was in the movie with 44
was in the music and 87
was in the music that 68
was in the naval air 46
was in the night air 128
was in the night and 242
was in the night sky 198
was in the night that 752
was in the notion that 206
was in the novel and 70
was in the novel that 204
was in the older age 131
was in the order and 141
was in the paper all 53
was in the paper and 371
was in the paper bag 107
was in the paper for 110
was in the paper that 650
was in the paper this 380
was in the paper was 47
was in the paper with 64
was in the parking area 86
was in the parking lot 6996
was in the party and 295
was in the party that 698
was in the party who 42
was in the party with 100
was in the pause that 57
was in the people and 119
was in the people who 194
was in the period that 180
was in the period with 62
was in the phone box 46
was in the piece that 99
was in the place and 273
was in the place but 46
was in the place for 64
was in the place god 42
was in the place now 67
was in the place she 110
was in the place that 446
was in the place they 43
was in the place was 46
was in the place with 73
was in the plain near 70
was in the plane and 142
was in the plane that 131
was in the plane with 141
was in the plans for 68
was in the plant and 42
was in the poetry and 63
was in the porch swing 91
was in the power and 243
was in the press and 406
was in the press box 290
was in the press for 62
was in the press that 279
was in the pride and 89
was in the prime and 503
was in the quest for 78
was in the queue for 71
was in the quiet and 107
was in the raising and 58
was in the ranks and 77
was in the ranks with 54
was in the region and 77
was in the region for 60
was in the region near 48
was in the region now 53
was in the region that 134
was in the right age 99
was in the right all 58
was in the right and 3329
was in the right area 215
was in the right arm 66
was in the right but 134
was in the right eye 145
was in the right for 131
was in the right had 65
was in the right job 152
was in the right key 82
was in the right lung 54
was in the right not 268
was in the right now 60
was in the right one 48
was in the right path 380
was in the right rear 242
was in the right seat 317
was in the right that 53
was in the right too 46
was in the right was 71
was in the right way 462
was in the right who 66
was in the right with 81
was in the river and 241
was in the river bed 52
was in the river that 46
was in the river with 132
was in the roman law 135
was in the rough and 113
was in the royal air 347
was in the royal box 312
was in the running and 59
was in the running for 1534
was in the running with 52
was in the rural area 83
was in the salon that 44
was in the salon with 79
was in the scene and 50
was in the scene with 158
was in the scope and 41
was in the search for 557
was in the season for 81
was in the senior year 101
was in the sense that 1736
was in the setting and 40
was in the shade and 332
was in the shape and 109
was in the shops and 65
was in the short run 447
was in the siege and 40
was in the skiff that 123
was in the small and 79
was in the smoke and 45
was in the smoking car 119
was in the snack bar 43
was in the social and 228
was in the sound and 92
was in the speed and 51
was in the speed with 41
was in the squad car 86
was in the stage box 82
was in the stage with 42
was in the stall with 144
was in the stars and 61
was in the stars for 58
was in the stars that 212
was in the state and 230
was in the state for 54
was in the state that 338
was in the stern and 131
was in the stern with 59
was in the still air 60
was in the still and 83
was in the stone age 618
was in the store all 51
was in the store and 487
was in the store but 46
was in the store for 104
was in the store one 130
was in the store that 264
was in the store this 105
was in the store with 319
was in the story and 75
was in the story that 178
was in the stream and 118
was in the strong and 54
was in the strong box 90
was in the studio all 67
was in the studio and 242
was in the studio doing 41
was in the studio for 131
was in the studio one 109
was in the studio that 362
was in the studio with 443
was in the study and 237
was in the study that 136
was in the study with 322
was in the style and 170
was in the style that 119
was in the sudan and 60
was in the suite with 59
was in the teens and 64
was in the theater and 159
was in the theater for 46
was in the theater that 384
was in the theater with 59
was in the times and 200
was in the times that 47
was in the times this 45
was in the tower and 323
was in the tower for 355
was in the tower that 130
was in the tower with 143
was in the towns and 310
was in the towns that 1406
was in the trade with 77
was in the train and 210
was in the train for 268
was in the train going 100
was in the train that 322
was in the train with 252
was in the trash can 118
was in the treaty with 55
was in the trees and 146
was in the truck and 196
was in the truck bed 44
was in the truck that 48
was in the truck with 222
was in the trunk and 159
was in the trunk with 49
was in the upper air 49
was in the upper and 73
was in the upper asia 93
was in the upper end 161
was in the upper jaw 62
was in the upper one 127
was in the urban and 44
was in the urban area 56
was in the usual and 53
was in the usual way 100
was in the vigor and 53
was in the vision that 90
was in the voice and 100
was in the voice that 175
was in the wagon and 152
was in the wagon with 164
was in the waiting area 367
was in the walls and 62
was in the warmth and 84
was in the water all 115
was in the water and 1995
was in the water but 88
was in the water for 819
was in the water near 86
was in the water now 173
was in the water one 93
was in the water she 113
was in the water that 326
was in the water they 46
was in the water too 161
was in the water two 63
was in the water was 119
was in the water with 872
was in the white heat 81
was in the white man 213
was in the white men 43
was in the whole year 43
was in the woman who 42
was in the woods all 59
was in the woods and 896
was in the woods for 76
was in the woods near 575
was in the woods not 42
was in the woods one 105
was in the woods that 418
was in the woods this 61
was in the woods with 759
was in the words and 372
was in the words that 61
was in the working out 196
was in the works and 527
was in the works but 75
was in the works for 534
was in the works that 164
was in the works was 46
was in the works with 65
was in the world all 43
was in the world and 2085
was in the world any 127
was in the world but 556
was in the world for 641
was in the world had 47
was in the world long 451
was in the world now 57
was in the world one 260
was in the world she 42
was in the world than 47
was in the world that 854
was in the world then 136
was in the world two 74
was in the world war 630
was in the world was 499
was in the world with 162
was in the worst and 72
was in the writing and 76
was in the zenith and 61
was in to begin with 63
was it at times that 106
was it he could not 225
was it in egypt that 40
was it in keeping with 211
was it in order for 40
was it in order that 172
was it in short but 40
was it my fault that 480
was it my mother who 41
was it the basis for 62
was it the father who 49
was it the first day 49
was it the people who 73
was it the right one 159
was it the right way 47
was it the woman had 43
was it the woman who 59
was it the worse for 115
was it to begin with 79
was it to carry out 48
was it to point out 40
was it to prove that 41
was it to quote and 54
was it to shoot you 45
was it to spain that 51
was king of argos and 41
was king of egypt and 57
was king of heaven and 46
was king of israel and 133
was king of israel for 43
was king of judah and 116
was king of judah for 56
was king of persia and 50
was king of salem and 127
was king of spain and 233
was of an acute and 66
was of an ashen hue 50
was of an event that 120
was of an italy that 52
was of an oblong and 206
was of an older and 49
was of an older man 65
was of an olive hue 83
was of an order that 444
was of an order too 53
was of my blood and 82
was of my father and 67
was of my moods and 45
was of my mother and 66
was of my worry and 73
was of no avail and 1374
was of no avail for 932
was of no avail now 91
was of no avail that 2460
was of no avail with 371
was of no earthly use 1598
was of no force and 145
was of no small use 160
was of no value and 522
was of no value but 76
was of no value for 572
was of no value now 69
was of so noble and 41
was of so solid and 72
was of so sweet and 42
was of the azure dye 85
was of the blood and 92
was of the breed that 280
was of the class that 513
was of the class who 85
was of the class you 179
was of the color and 190
was of the danger that 92
was of the devil and 268
was of the feeling that 96
was of the first and 135
was of the flesh and 164
was of the frail sex 62
was of the growth and 66
was of the house and 2419
was of the legal age 48
was of the muddy seat 92
was of the noble and 130
was of the notion that 118
was of the older and 42
was of the order that 197
was of the parking lot 109
was of the party and 343
was of the party that 814
was of the party who 188
was of the peers who 63
was of the people and 561
was of the people who 77
was of the period and 43
was of the power and 60
was of the quiet and 48
was of the right age 1051
was of the rough and 72
was of the shape and 151
was of the stock and 68
was of the stock that 108
was of the stuff out 82
was of the stuff that 1440
was of the usual age 41
was of the weaker sex 45
was of the white man 100
was of the woman who 122
was of the woods and 41
was of the world and 175
was of the world war 53
was of the worst and 74
was on an april day 150
was on an awful tear 51
was on he could not 68
was on my breast and 42
was on my cheek and 53
was on my chest and 85
was on my first day 355
was on my first job 50
was on my guard all 105
was on my guard and 145
was on my guard for 44
was on my guard now 59
was on my hands and 1535
was on my horse and 56
was on my knees and 361
was on my knees for 63
was on my knees now 42
was on my knees with 194
was on my march for 40
was on my motion that 62
was on my period and 43
was on my right and 342
was on my throat and 66
was on my wedding day 152
was on the aisle and 44
was on the alert all 106
was on the alert and 1319
was on the alert for 3015
was on the alert now 89
was on the alert that 57
was on the alert with 226
was on the altar and 98
was on the anvil and 122
was on the anvil for 57
was on the basis not 43
was on the basis that 3712
was on the bench and 505
was on the bench for 289
was on the bench that 266
was on the bench with 269
was on the blank and 129
was on the blink and 141
was on the block and 82
was on the block for 75
was on the board and 398
was on the board for 404
was on the board that 279
was on the board with 57
was on the books and 218
was on the books but 61
was on the books for 211
was on the books that 51
was on the brief for 138
was on the brink and 63
was on the cards and 221
was on the cards but 40
was on the cards for 289
was on the cards that 1977
was on the cards this 48
was on the ceiling and 46
was on the chain gang 67
was on the chair and 79
was on the chess team 43
was on the clock and 60
was on the clyde that 44
was on the coach with 59
was on the coast and 368
was on the coast for 55
was on the coast near 115
was on the coast that 50
was on the coast with 126
was on the couch and 282
was on the couch with 476
was on the court and 80
was on the court for 64
was on the court with 67
was on the cover and 143
was on the cross and 319
was on the cross for 137
was on the cross that 819
was on the cross with 58
was on the crown that 42
was on the drill team 62
was on the eighth day 642
was on the evening that 83
was on the farms and 43
was on the fence and 68
was on the fencing team 59
was on the field and 494
was on the field for 271
was on the field that 156
was on the field with 242
was on the final day 147
was on the final lap 40
was on the final leg 215
was on the first and 224
was on the first bus 44
was on the first day 10007
was on the first end 42
was on the first lap 49
was on the first leg 274
was on the first one 93
was on the first row 49
was on the first rung 205
was on the first team 167
was on the first tee 102
was on the first that 79
was on the first two 171
was on the flank and 99
was on the floor all 269
was on the floor and 3155
was on the floor being 54
was on the floor but 96
was on the floor dead 48
was on the floor doing 123
was on the floor for 358
was on the floor near 674
was on the floor now 301
was on the floor that 238
was on the floor too 107
was on the floor was 69
was on the floor with 1741
was on the footing that 166
was on the force and 57
was on the force for 67
was on the fourth and 77
was on the fourth day 1655
was on the fritz and 94
was on the front and 166
was on the front end 121
was on the front row 286
was on the front seat 1075
was on the front with 53
was on the grass and 244
was on the grass with 57
was on the green and 58
was on the green with 66
was on the hills and 101
was on the hills with 71
was on the horse and 101
was on the horse with 55
was on the house and 110
was on the issue that 42
was on the landing and 118
was on the landing now 59
was on the landing with 81
was on the latch and 114
was on the ledge and 47
was on the level and 345
was on the level with 346
was on the lines that 185
was on the loose and 385
was on the loose for 60
was on the loose with 64
was on the lower east 543
was on the lower end 223
was on the march all 104
was on the march and 1231
was on the march for 1012
was on the march that 50
was on the march with 844
was on the marsh and 53
was on the minds and 52
was on the model not 41
was on the moral and 78
was on the morning that 265
was on the mother and 42
was on the motion for 108
was on the mound and 131
was on the mound for 855
was on the mount with 44
was on the movie set 45
was on the music and 41
was on the night she 85
was on the night that 777
was on the night you 44
was on the notion that 135
was on the opening day 165
was on the outer rim 87
was on the panel and 51
was on the panel for 54
was on the panel that 210
was on the panel with 64
was on the paper and 134
was on the paper that 63
was on the paper was 51
was on the parking lot 62
was on the people and 54
was on the people who 62
was on the phone all 1144
was on the phone and 3365
was on the phone but 349
was on the phone day 53
was on the phone for 1339
was on the phone long 122
was on the phone now 151
was on the phone one 94
was on the phone she 69
was on the phone that 386
was on the phone this 136
was on the phone too 68
was on the phone was 77
was on the phone with 12658
was on the place and 51
was on the place now 54
was on the plain and 45
was on the plain near 41
was on the plane and 305
was on the plane for 129
was on the plane going 61
was on the plane that 584
was on the plane with 479
was on the plate and 80
was on the point that 272
was on the porch and 430
was on the porch now 80
was on the porch swing 101
was on the porch that 40
was on the porch with 441
was on the power and 40
was on the press and 46
was on the prowl and 155
was on the prowl for 816
was on the quest for 91
was on the ranch and 49
was on the relay team 50
was on the rhine and 136
was on the rhine with 50
was on the ridge and 53
was on the rifle team 49
was on the right and 1788
was on the right arm 89
was on the right bus 59
was on the right end 73
was on the right leg 55
was on the right near 125
was on the right one 114
was on the right path 3927
was on the right rear 159
was on the right that 216
was on the right way 396
was on the right with 455
was on the river and 302
was on the river for 52
was on the river had 83
was on the river near 45
was on the river that 274
was on the river with 172
was on the roads and 42
was on the rocks and 498
was on the roofs that 60
was on the ropes and 240
was on the route for 48
was on the route that 154
was on the sands and 50
was on the scene and 1402
was on the scene but 66
was on the scene for 250
was on the scene long 58
was on the scene now 61
was on the scene that 166
was on the scene too 54
was on the scene was 54
was on the scene who 41
was on the scene with 440
was on the scent and 51
was on the scent now 48
was on the scrap heap 77
was on the search for 455
was on the shady and 88
was on the shelf and 142
was on the shelf for 96
was on the shelf with 43
was on the shore and 202
was on the shore near 51
was on the shore with 135
was on the short arm 42
was on the short end 328
was on the skids and 171
was on the slope that 50
was on the social and 186
was on the staff and 206
was on the staff for 222
was on the staff with 50
was on the stage and 767
was on the stage but 49
was on the stage doing 60
was on the stage for 539
was on the stage now 63
was on the stage she 151
was on the stage singing 152
was on the stage that 498
was on the stage was 62
was on the stage with 846
was on the stand all 80
was on the stand and 406
was on the stand for 945
was on the stand that 102
was on the stand with 165
was on the state and 67
was on the steps and 130
was on the steps with 63
was on the stereo and 42
was on the stove and 213
was on the stump for 162
was on the table all 59
was on the table and 3216
was on the table but 149
was on the table for 685
was on the table near 668
was on the table now 168
was on the table rim 102
was on the table she 128
was on the table that 404
was on the table they 49
was on the table too 52
was on the table was 207
was on the table with 488
was on the terms that 89
was on the throne and 1087
was on the throne but 66
was on the throne for 484
was on the throne she 68
was on the throne that 255
was on the throne they 48
was on the throne was 68
was on the throne who 97
was on the throne with 81
was on the tiber that 40
was on the track and 237
was on the track for 67
was on the track team 2290
was on the track that 127
was on the track with 83
was on the trail and 169
was on the trail for 104
was on the trail that 240
was on the trail with 157
was on the train all 44
was on the train and 758
was on the train for 503
was on the train going 308
was on the train that 726
was on the train this 70
was on the train with 791
was on the treaty with 45
was on the trees and 69
was on the truck and 47
was on the truck with 44
was on the upper and 42
was on the upper east 134
was on the upper end 127
was on the upswing and 281
was on the verge not 53
was on the wagon and 215
was on the wagon for 78
was on the wagon seat 130
was on the walls and 165
was on the watch all 108
was on the watch and 477
was on the watch for 4330
was on the watch that 49
was on the watch with 157
was on the water and 278
was on the water for 48
was on the water that 140
was on the water with 44
was on the wedding day 110
was on the wharf and 42
was on the wharf with 57
was on the wheel and 98
was on the white man 72
was on the whole and 53
was on the whole bad 84
was on the whole being 101
was on the whole both 88
was on the whole but 123
was on the whole doing 50
was on the whole dying 71
was on the whole easy 78
was on the whole far 718
was on the whole for 194
was on the whole his 74
was on the whole low 222
was on the whole non 117
was on the whole not 1939
was on the whole one 1846
was on the whole pro 127
was on the whole that 498
was on the whole too 289
was on the whole weak 51
was on the whole with 110
was on the winning end 60
was on the winning team 483
was on the woman who 69
was on the woods and 105
