wait their whole lives for 57
will take place within that 59
will take place within them 55
will take place within this 164
will take place within two 143
will take place within you 72
will talk about anything and 52
will talk about anything but 46
will talk later about how 64
will tell others about you 53
will tend again after its 76
will think twice about doing 54
will think twice about going 42
will think twice about that 47
will throw aside every non 63
will trot fifty yards and 143
will work longer hours and 232
will work longer hours for 51
will work longer hours than 61
wilt make russia happy and 57
wind blow which leaves our 60
wind your toils round this 49
wink these words which she 44
wish more people could see 42
wish other people would not 42
wish their lives below had 93
wish these people would not 157
wish your father could see 135
wish your father would not 42
wish your mother could see 117
wold made fresh where with 47
wolf also shall dwell with 7243
word from which comes our 41
word more where words are 118
word most people would use 46
word will never taste death 66
wore blue coats faced with 42
wore fine linen under his 56
wore full evening dress and 49
wore high black boots and 50
wore high leather boots and 52
work during working hours and 56
work early every morning and 96
work even longer hours than 252
work five extra hours each 70
work from within rather than 51
work home every night and 48
work late every night and 47
work making stone walls and 55
work many fewer hours than 110
work much longer hours and 110
work much longer hours than 905
work only eight hours and 87
work only eight hours per 216
work over eight hours per 208
work over forty hours per 149
work some lodes which they 52
work their whole lives for 40
work three hours every day 57
worm lies gnawing within them 53
worn during working hours and 122
wove their cloud about his 87
wrap your cloak about you 49
