war and civil strife in 81
was not given access to 690
was not given before it 68
was not given before the 280
was not given charge of 64
was not given copies of 51
was not given effect to 559
was not given enough to 123
was not given merely to 78
was not given notice of 626
was not given through the 79
was not given unless the 67
was not given without the 44
was not gonna listen to 48
was not goose enough to 67
was not grand enough to 228
was not grave enough to 169
was not green enough to 79
was not gross enough to 41
was not happy enough to 346
was not happy unless he 551
was not happy unless the 47
was not hardy enough to 145
was not harsh enough to 108
was not headed toward the 94
was not healthy enough to 345
was not human enough to 111
was not human nature to 62
was not hungry enough to 498
was not jesus christ an 62
was not keeping abreast of 92
was not knowing enough to 46
was not known amongst the 54
was not known before in 153
was not known before or 58
was not known before the 1139
was not known before to 81
was not known beyond the 186
was not known except in 68
was not known except to 96
was not known whether he 913
was not known whether it 612
was not known whether or 582
was not known whether the 3572
was not known whither he 43
was not lagging behind in 73
was not lagging behind the 59
was not large enough at 67
was not large enough by 40
was not large enough in 339
was not large enough or 394
was not large enough so 107
was not large enough to 29617
was not legal tender in 151
was not liable beyond the 85
was not liable unless he 120
was not liable unless it 79
was not liable unless the 76
was not light enough in 130
was not light enough to 1430
was not lofty enough to 72
was not looking around the 52
was not looking through the 136
was not looking toward me 41
was not looking toward the 122
was not loose enough to 42
was not loyal enough to 49
was not lucid enough to 71
was not lucky enough to 2104
was not manly enough to 78
was not money enough in 878
was not money enough of 192
was not money enough on 86
was not money enough to 791
was not moved enough to 47
was not moved solely by 115
was not naive enough to 2221
was not nearly enough in 117
was not nearly enough of 280
was not nearly enough to 3259
was not noble enough to 131
was not novel enough to 155
was not often broken by 40
was not often enough to 96
was not often guilty of 165
was not often spoken of 45
was not often thought of 43
was not passing through the 156
was not plain enough to 55
was not playing tricks on 369
was not power enough in 55
was not power enough on 76
was not prone enough to 234
was not proof enough of 51
was not proud enough to 122
was not quick enough at 57
was not quick enough in 527
was not quick enough on 186
was not quick enough or 70
was not quick enough to 4735
was not quiet enough to 48
was not quite beyond the 58
was not quite devoid of 189
was not quite double the 46
was not quite enough in 75
was not quite enough of 206
was not quite enough to 1954
was not quite honest in 91
was not quite immune to 41
was not quite inside the 41
was not quite justly in 81
was not quite master of 137
was not quite myself at 53
was not quite normal in 120
was not quite pleased at 151
was not quite pleased to 108
was not quite polite to 50
was not quite proper to 118
was not quite simple in 109
was not quite suited to 180
was not quite through the 60
was not quite touching the 44
was not rapid enough to 930
was not rated highly by 96
was not really active in 60
was not really afraid of 1008
was not really afraid to 61
was not really annoying or 54
was not really anxious to 300
was not really anyone to 41
was not really averse to 83
was not really before the 71
was not really behind the 48
was not really bothering me 45
was not really carrying on 98
was not really caused by 183
was not really changed by 44
was not really counting on 144
was not really engaged in 112
was not really enjoying it 108
was not really enjoying the 89
was not really enough of 41
was not really enough to 338
was not really focusing on 91
was not really forced to 42
was not really guilty of 162
was not really intent on 57
was not really jealous of 123
was not really laughing at 129
was not really likely to 100
was not really master of 101
was not really needed as 84
was not really needed at 150
was not really needed by 50
was not really needed in 194
was not really needed to 146
was not really planning on 366
was not really planning to 243
was not really pleased to 51
was not really scared of 94
was not really serious in 89
was not really serious or 63
was not really shared by 40
was not really something he 62
was not really something to 57
was not really suited to 702
was not really thought of 117
was not really turned on 96
was not really viewed as 162
was not really wanted by 74
was not really watching it 96
was not really watching the 132
was not really whether the 40
was not reason enough to 761
was not relying solely on 120
was not right around the 50
was not right before the 47
was not rigid enough to 88
was not rough enough to 141
was not running around in 50
was not running around the 65
was not running through the 48
was not savvy enough to 118
was not seaman enough to 79
was not seeking merely to 70
was not selling enough to 41
was not senior enough to 203
was not shaping itself in 46
was not sharp enough in 45
was not sharp enough to 986
was not short enough to 129
was not shown whether the 79
was not silly enough to 353
was not sitting across the 41
was not sitting behind the 57
was not slick enough to 44
was not small enough to 334
was not smart enough or 249
was not smart enough to 5573
was not smooth enough to 81
was not sober enough to 436
was not solid enough to 503
was not sorry enough to 53
was not sound enough to 166
was not sound policy to 87
was not space enough in 120
was not space enough on 60
was not space enough to 200
was not speaking merely of 94
was not staying around to 71
was not steady enough to 322
was not steep enough to 265
was not stern enough to 42
was not stiff enough to 157
was not still inside it 50
was not story enough to 57
was not stout enough to 233
was not strong enough as 338
was not strong enough at 441
was not strong enough by 158
was not strong enough in 1780
was not strong enough of 72
was not strong enough on 197
was not strong enough or 818
was not strong enough so 68
was not strong enough the 40
was not strong enough to 90514
was not sweet enough to 62
was not swift enough to 371
was not taken before it 66
was not taken before the 496
was not taken beyond the 77
was not taken further by 41
was not taken kindly by 194
was not taken notice of 598
was not taken through the 71
was not taken without the 125
was not thinking beyond the 63
was not thinking clearly at 267
was not thinking clearly or 83
was not thinking merely of 358
was not thinking solely of 155
was not tight enough to 328
was not tired enough to 241
was not tough enough in 95
was not tough enough on 192
was not tough enough or 59
was not tough enough to 970
was not tried before the 98
was not under arrest at 129
was not under arrest or 248
was not under attack at 49
was not under attack by 84
was not under orders to 175
was not until almost an 56
was not until almost the 933
was not until around the 770
was not until august of 625
was not until autumn of 51
was not until eleven at 71
was not until friday the 42
was not until midday on 89
was not until monday the 55
was not until sunday the 43
was not until sunset on 52
was not until toward the 1088
was not until twelve or 50
was not until twenty or 42
was not until william of 50
was not upset enough to 46
was not urged before the 101
was not valid unless it 141
was not valid unless the 118
was not valid without the 176
was not viable without the 49
was not vital enough to 86
was not vivid enough to 97
was not waiting around to 213
was not walking through the 48
was not water enough in 279
was not water enough on 62
was not water enough to 529
was not wealthy enough to 814
was not while william of 64
was not white enough to 134
was not willing merely to 96
was not willing rashly to 41
was not willing readily to 57
was not willing should be 59
was not willing simply to 118
was not willing wholly to 56
was not within earshot of 64
was not woman enough to 279
was not worthy enough to 177
was now added hatred of 101
was now again become my 45
was now again doomed to 84
was now again placed in 151
was now asked whether he 92
was now awake enough to 46
was now blowing across the 54
was now breaking through the 62
was now close enough to 947
was now dimly marked by 64
was now drawn through the 64
was now found guilty of 52
was now fresh enough to 53
was now fully engaged in 228
was now fully master of 49
was now fully shared by 51
was now gaining ground in 80
was now getting closer to 47
was now getting through it 63
was now given charge of 112
was now headed toward the 79
was now keeping school in 106
was now known around the 40
was now known simply as 86
was now large enough to 496
was now light enough to 360
was now looking across the 65
was now looking around at 50
was now looking beyond the 44
was now looking through the 81
was now looking toward the 103
was now nearly abreast of 76
was now nearly allied to 84
was now never likely to 318
was now often called the 53
was now passing through an 52
was now passing through the 413
was now peering through the 42
was now pending before the 59
was now pouring masses of 76
was now pouring through the 81
was now quite anxious to 43
was now quite beyond the 52
was now quite broken up 47
was now quite obvious to 47
was now quite unable to 241
was now really starting to 41
was now running across the 79
was now running around the 57
was now running before the 54
was now running through the 70
was now running toward the 75
was now rushing through the 78
was now seated behind the 46
was now seeping through the 43
was now senior curate in 116
was now setting behind the 64
was now shaping itself in 40
was now shining through the 79
was now showing itself in 136
was now sinking behind the 150
was now sitting across the 64
was now sitting before the 41
was now sitting behind the 69
was now sitting beside me 69
was now sitting beside the 78
was now small enough to 48
was now spread abroad in 71
was now spread before the 124
was now strong enough in 64
was now strong enough to 3393
was now thrown across the 64
was now turning toward the 52
was now under attack by 142
was now under orders to 245
was now walking across the 50
was now walking around the 74
was now walking through the 102
was now walking toward the 110
was now wealthy enough to 81
was now within inches of 44
was off again before the 87
was off again before we 73
was one brief moment of 104
was one chain forged in 117
was one chief object of 76
was one chief source of 142
was one evening engaged in 117
was one major aspect of 62
was one major factor in 194
was one major source of 245
was one morning called to 82
was one morning engaged in 45
was one nation before the 217
was one night called to 40
was one night engaged in 46
was one reason behind the 186
was one right across the 41
was one small window in 118
was one which admits of 66
was one which appears to 52
was one which caused the 86
was one which engaged the 73
was one which failed to 59
was one which helped to 68
was one which needed to 66
was one which neither of 47
was one which neither the 76
was one which placed the 91
was one which proved to 61
was one which raised the 40
was one which relied on 85
was one which rested on 47
was one which seemed to 832
was one which should be 818
was one which showed the 94
was one which sought to 228
was one which suited the 73
was one which taught me 49
was one which tended to 231
was one whole system of 97
was our chief source of 135
was our civil surgeon at 63
was our first adopting the 67
was our first chance to 432
was our first effort to 44
was our first lesson in 194
was our first repast on 78
was our first sample of 67
was our first sighting of 44
was our first winter in 45
was our first writer of 52
was our guide through the 82
was our light porter at 48
was our major source of 94
was our passing through the 51
was our usual custom to 57
was our voice raised to 43
was out again before the 51
was out walking around the 79
was out walking through the 58
was put quite clearly by 85
was put right through to 124
was put under arrest as 148
was put under arrest at 172
was put under arrest by 688
was put under arrest in 330
was put under arrest on 178
was put under charge of 91
was put under orders to 70
was put under strain by 43
was read aloud before the 131
was read every sabbath in 51
was run right through the 84
was set aside before the 56
was set aside through the 49
was set close beside it 81
was she brave enough to 72
was she really afraid of 42
was she really wanted to 87
was she strong enough to 225
was six hours before the 131
was six hours before we 40
was six miles farther on 167
was six months before he 610
was six months before the 960
was six months before we 166
was six months behind in 120
was six months behind on 83
was six times greater in 154
was six times higher in 248
was six weeks before he 412
was six weeks before it 43
was six weeks before my 47
was six weeks before the 534
was six weeks before we 86
was ten hours before we 54
was ten miles across the 70
was ten miles farther on 86
was ten miles through the 46
was ten months before my 146
was ten months before the 165
was ten times greater in 224
was ten times higher in 188
was ten yards behind the 57
was that about twenty of 78
was that action should be 86
was that board school of 59
was that china should be 76
was that could appease the 49
was that could profit by 42
was that every aspect of 94
was that every detail of 78
was that every member of 470
was that every person in 74
was that every person is 54
was that first called to 61
was that first thought of 80
was that funds should be 50
was that girls should be 84
was that goods should be 61
was that grand figure of 69
was that human nature is 168
was that israel should be 110
was that italy should be 63
was that james should no 195
was that japan should be 147
was that jesus christ is 44
was that jesus should be 52
was that large bodies of 50
was that large masses of 41
was that large tracts of 91
was that learning should be 43
was that loans should be 51
was that money should be 159
was that music should be 74
was that never before in 40
was that noble sonnet on 42
was that passing through the 51
was that people learned to 50
was that people needed to 114
was that people seemed to 119
was that people should be 482
was that people should do 44
was that people should go 42
was that people tended to 181
was that people thought he 42
was that people wanted to 240
was that peter seemed to 66
was that poetry should be 76
was that power should be 122
was that price should be 41
was that rates should be 44
was that reason enough to 83
was that right through the 64
was that russia should be 92
was that small groups of 68
was that spain should be 88
was that steps should be 179
was that taxes should be 150
was that trade should be 62
was that wages should be 92
was that water should be 43
was that which appears in 129
was that which appears to 51
was that which became the 85
was that which befell the 152
was that which belongs to 108
was that which caused me 61
was that which caused the 369
was that which created the 123
was that which filled the 104
was that which formed the 194
was that which linked the 72
was that which marked the 133
was that which occurs in 53
was that which opened the 115
was that which placed the 58
was that which proved the 51
was that which raised the 48
was that which rested on 43
was that which seemed to 295
was that which should be 86
was that which showed the 124
was that which sought to 186
was that which struck the 45
was that which taught the 43
was that which tended to 56
was that which thrives at 40
was that which turned the 98
was that which united the 75
was that woman should be 60
was that women needed to 128
was that women seemed to 71
was that women should be 524
was that women tended to 86
was that women wanted to 41
was that words should be 43
was that would assume the 57
was then about eleven in 42
was then about twelve or 140
was then added slowly to 100
was then again placed in 79
was then asked whether he 1219
was then asked whether it 134
was then asked whether or 104
was then asked whether the 385
was then blown through the 64
was then bored through the 41
was then borne through the 56
was then built across the 59
was then built around the 108
was then chief editor of 58
was then chief master of 59
was then drawn across the 119
was then drawn around the 63
was then drawn through the 409
was then first called the 61
was then found guilty of 94
was then gaining ground as 77
was then gaining ground in 76
was then given charge of 187
was then given orders to 64
was then grand master of 84
was then heated slowly to 42
was then known amongst us 41
was then known simply as 135
was then large enough to 69
was then lucky enough to 101
was then moved across the 98
was then passing through an 109
was then passing through the 573
was then pending before the 433
was then quite common in 42
was then quite unable to 63
was then really lodged in 46
was then sound asleep in 62
was then still active in 42
was then still called the 253
was then still chosen at 47
was then still engaged in 44
was then still something of 63
was then strong enough to 388
was then surging slowly to 56
was then sweet auburn by 43
was then taken across the 135
was then taken before the 344
was then taken charge of 120
was then taken through the 188
was then teaching school in 116
was then thrown across the 103
was then thrust through the 62
was then tried before the 82
was then under attack by 117
was then under orders to 159
was then wound around the 101
was this fatal defect in 51
was this large number of 42
was this party without the 68
was this place called the 55
was this which became the 72
was this which caused me 85
was this which caused the 537
was this which created the 96
was this which forced the 62
was this which formed the 245
was this which helped to 126
was this which marked the 41
was this which opened the 65
was this which roused the 55
was this which seemed to 87
was this which struck me 44
was this which tended to 80
was this which turned the 42
was thou didst snatch me 42
was thus daily gathering the 40
was thus first cousin to 95
was thus found guilty of 45
was thus gaining ground in 45
was thus meanly copied by 61
was thus passing through the 72
was thus quite unable to 72
was thus quite unlike the 43
was thus strong enough to 65
was thus taken toward the 49
was too badly broken to 49
was too badly burned to 108
was too badly mauled to 42
was too badly scared to 75
was too badly shaken to 52
was too broad simply to 80
was too easily swayed by 214
was too hotly engaged in 41
was too nearly allied to 259
was too nearly closed to 66
was too often abused by 214
was too often forced to 66
was too often guilty of 56
was too often marked by 100
was too often marred by 50
was too often treated as 50
was too often unable to 152
was too short notice to 47
was too sound asleep to 120
was too tight across the 181
was too tight around the 112
was two hours before he 530
was two hours before it 73
was two hours before my 46
was two hours before the 965
was two hours before we 349
was two hours earlier in 61
was two miles across the 47
was two miles behind the 55
was two miles beyond the 108
was two miles farther on 116
was two miles farther up 102
was two miles further on 173
was two miles through the 57
was two months before he 567
was two months before it 103
was two months before my 89
was two months before the 976
was two months before we 119
was two months behind in 195
was two months behind on 126
was two months behind the 48
was two small points of 45
was two times greater in 77
was two times higher in 144
was two weeks before he 472
was two weeks before my 87
was two weeks before the 1100
was two weeks before we 229
was two weeks behind in 75
was using every effort to 621
was who first called the 47
was who first taught me 58
was who first taught the 82
was who first thought of 64
was who would become the 46
was with mingled feelings of 652
was with mixed feelings of 254
was yet close enough to 42
was yet large enough to 167
was yet light enough to 276
was yet passing through the 80
was yet pending before the 81
was yet strong enough to 899
was yet taken notice of 45
way and allow nature to 46
way and found myself in 63
way and headed toward the 51
way and never return to 43
way and which should be 54
way and would always be 57
way and would arrive at 49
way and would arrive in 189
way and would arrive on 45
way and would impair the 72
way can either further or 63
way for easier access to 44
way for every member of 52
way for every person to 43
way for major changes in 108
way for miles through the 101
way for older adults to 68
way god opens houses at 61
way her father looked at 72
way her mother looked at 62
way her uncle played the 85
way his father looked at 63
way his mother looked at 102
way his mother talked to 52
way one might expect of 47
way one would expect if 69
way one would expect in 45
way one would expect it 56
way one would expect of 113
way one would expect the 71
way one would expect to 60
way one would hardly at 76
way out again through the 147
way she acted toward me 41
way she could afford it 54
way she could afford the 47
way she could afford to 224
way she could escape it 40
way she could escape the 146
way she could handle it 54
way she could handle the 60
way she could ignore the 75
way she could manage it 50
way she could manage to 112
way she could remain in 56
way she could return to 117
way she might settle it 84
way she moved across the 62
way she moved around the 102
way she moved through the 83
way she really wanted to 87
way she would always be 62
way she would escape the 107
way she would manage to 49
way she would prefer to 40
way that comes closer to 61
way that could affect the 105
way that could almost be 86
way that could happen is 120
way that could hardly be 397
way that could result in 182
way that could threaten the 46
way that every aspect of 98
way that every member of 728
way that fruit appears in 70
way that gives effect to 59
way that human nature is 66
way that jesus christ is 91
way that leaves little to 65
way that lends itself to 638
way that might affect the 157
way that might reduce the 56
way that might render the 42
way that might result in 148
way that moves beyond the 103
way that never failed to 273
way that people behave in 60
way that people choose to 62
way that people looked at 81
way that people relate to 250
way that people should be 59
way that seems likely to 89
way that seems strange to 106
way that shall permit the 50
way that shows traces of 55
way that woman looked at 66
way that would affect the 298
way that would afford me 115
way that would afford the 47
way that would amount to 82
way that would answer the 65
way that would arouse the 40
way that would assure the 74
way that would convey the 46
way that would damage the 57
way that would enable it 181
way that would enable me 111
way that would enable the 435
way that would enable us 240
way that would ensure the 202
way that would further the 47
way that would hardly be 153
way that would impair the 45
way that would injure the 66
way that would lessen the 56
way that would neither do 45
way that would offend the 46
way that would permit an 41
way that would permit it 78
way that would permit the 352
way that would permit us 63
way that would reduce the 256
way that would remove the 62
way that would render it 154
way that would render the 103
way that would result in 1522
way that would secure the 78
way that would threaten the 110
way that would violate the 200
way they could afford the 59
way they could afford to 529
way they could arrive at 44
way they could escape the 139
way they could manage to 57
way they could obtain the 60
way they could relate to 72
way they could return to 60
way they might choose to 40
way they might manage it 88
way they moved through the 52
way they shall decide it 49
way they would always be 85
way they would behave if 65
way they would behave in 56
way they would choose to 65
way they would listen to 40
way they would prefer to 87
way they would secure the 62
way things would always be 70
way this could happen is 322
way this might happen is 126
way was found around the 104
way was found through the 100
way with equal pliancy to 47
way you could afford to 45
way you could manage to 43
way you might choose to 50
way you nearly always do 45
way you would choose to 69
way you would expect it 104
way you would expect of 41
way you would expect the 46
way you would expect to 81
way you would handle the 78
way you would prefer to 103
weak and brave enough to 58
weak and quite unable to 55
weak and silly enough to 56
weak and strong notions of 49
weak and strong points in 371
weak and strong points of 1073
weak and strong senses of 77
weak and would remain so 40
weak sun broke through the 53
wear his royal mantle of 74
wear that weapon openly or 82
wet and gusty cavern at 67
wet with water before the 89
who are about building or 104
who are alert enough to 155
who are alike should be 73
who are awake enough to 49
who are aware enough to 54
who are badly needed in 62
who are badly treated by 77
who are below normal in 81
who are blind enough to 118
who are brave enough to 1851
who are broad enough to 79
who are close enough to 661
who are crazy enough to 267
who are cunning enough in 53
who are cunning enough to 59
who are daily engaged in 225
who are daily flocking to 48
who are daily pressing me 61
who are deathly afraid of 83
who are drawn toward the 75
who are easily caught by 51
who are easily misled by 75
who are easily swayed by 201
who are either afraid of 57
who are either already in 49
who are either averse to 136
who are either engaged in 257
who are either forced to 64
who are either jealous of 42
who are either killed or 45
who are either miners or 40
who are either minors or 50
who are either owners of 64
who are either owners or 60
who are either raised by 41
who are either stupid or 55
who are either unable or 878
who are either unable to 451
who are either wholly or 149
who are either widows or 40
who are either younger or 118
who are equal before the 226
who are falling behind in 262
who are falling behind or 44
who are falling through the 100
who are first called to 66
who are first caught up 48
who are first taught to 51
who are fools enough to 528
who are found engaged in 114
who are found guilty at 61
who are found guilty by 181
who are found guilty in 72
who are found guilty of 2459
who are found mainly in 189
who are found mostly in 102
who are frank enough to 48
who are fully engaged in 229
who are fully versed in 94
who are getting killed by 51
who are given access to 398
who are given charge of 73
who are given little or 55
who are given notice of 81
who are given plenty of 45
who are given training in 89
who are happy enough to 689
who are hardy enough to 359
who are healthy enough to 251
who are healthy should be 50
who are holding rights at 66
who are human enough to 48
who are idiots enough to 63
who are joint owners of 187
who are known beyond the 43
who are known simply as 50
who are lagging behind in 171
who are lagging behind the 47
who are large enough to 276
who are large owners of 52
who are later joined by 52
who are learning english as 3464
who are learning english in 92
who are learning english or 74
who are learning english to 58
who are legal voters in 56
who are light enough to 49
who are looking beyond the 60
who are looking through the 43
who are looking toward the 143
who are lucky enough to 6327
who are moved neither by 46
who are moved thereto by 43
who are naive enough to 322
who are nearly allied to 118
who are nearly always in 47
who are never afraid of 81
who are never afraid to 50
who are never forced to 45
who are never guilty of 173
who are never likely to 938
who are never spoken of 62
who are never taught to 40
who are never thought of 57
who are never without the 86
who are newly entering the 42
who are noble enough to 44
who are nursing babies in 169
who are obese should be 93
who are often afraid of 61
who are often afraid to 51
who are often anxious to 63
who are often called by 53
who are often called in 51
who are often called on 189
who are often called the 228
who are often called to 172
who are often caught in 67
who are often driven by 78
who are often driven to 51
who are often engaged in 181
who are often fearful of 41
who are often forced by 45
who are often forced to 591
who are often guilty of 65
who are often placed in 123
who are often quoted as 45
who are often richer in 62
who are often spoken of 249
who are often thought of 188
who are often thought to 245
who are often treated as 445
who are often unable to 874
who are often unsure of 47
who are often viewed as 559
who are passing through it 249
who are passing through on 63
who are passing through or 41
who are passing through the 1269
who are peeping through the 77
who are quick enough to 80
who are quite active in 101
who are quite anxious to 60
who are quite devoid of 53
who are quite expert in 44
who are quite likely to 304
who are quite unable to 809
who are really afraid of 58
who are really anxious to 506
who are really called to 49
who are really engaged in 245
who are really fighting the 50
who are really guilty of 185
who are really intent on 50
who are really striving to 49
who are really unable to 187
who are really united to 55
who are running around in 48
who are running around the 77
who are saved should be 107
who are saved through the 81
who are savvy enough to 110
who are seated around the 106
who are seated before the 48
who are seeking access to 84
who are seeking asylum in 79
who are seeking refuge in 62
who are senior enough in 67
who are senior enough to 72
who are sharp enough to 80
who are silly enough to 417
who are sinning rebuke in 50
who are sitting around in 67
who are sitting around the 109
who are sitting beside me 73
who are small enough to 57
who are smart enough to 817
who are sober enough to 182
who are sound asleep in 55
who are spread across the 126
who are spread through the 57
who are still active in 846
who are still afraid of 137
who are still afraid to 72
who are still amongst us 84
who are still anxious to 67
who are still around to 66
who are still asleep on 47
who are still awaiting the 52
who are still before the 40
