we act before it is 44
we are forced to re 242
we are forced to the 13462
we are formed by the 160
we are formed in the 199
we are formed of the 115
we are formed so as 92
we are formed to be 76
we are frozen in the 41
we are fumbling in the 41
we are further of the 169
we are gathering in the 51
we are greatly in the 199
we are guessing at the 48
we are guests at the 45
we are guests in the 60
we are guests of the 162
we are guided as to 42
we are guided by an 229
we are guided by it 140
we are guided by the 5523
we are guided in the 302
we are guided to an 66
we are guided to the 313
we are guilty if we 125
we are guilty in the 90
we are guilty of an 433
we are guilty of in 97
we are guilty of is 41
we are guilty of it 259
we are guilty of no 440
we are guilty of so 43
we are guilty of the 2015
we are halted by the 51
we are hardly at the 60
we are hardly in the 185
we are hardly to be 69
we are hedged in by 45
we are helped by an 69
we are helped by the 1077
we are helped in the 60
we are helped to do 49
we are helped to the 88
we are hemmed in by 446
we are hemmed in on 385
we are hidden in the 112
we are hipped or in 89
we are honest in the 42
we are hooked on the 55
we are hooked up to 55
we are housed in the 59
we are hovering on the 41
we are hurrying on to 64
we are hurrying to the 49
we are immune to the 260
we are imposing on the 207
we are indeed at the 248
we are indeed in an 108
we are indeed in the 811
we are indeed on the 319
we are indeed so no 196
we are indeed to be 164
we are inside of it 48
we are inside of the 72
we are inside on the 60
we are intent on the 119
we are inured to the 92
we are jarred by the 52
we are jealous of the 265
we are joined at the 84
we are joined by an 42
we are joined by the 556
we are joined in the 230
we are joined to it 47
we are joined to the 541
we are jolted by the 64
we are joyful in the 48
we are judged by the 853
we are judged in the 84
we are judged of by 80
we are judged of the 84
we are judged on the 51
we are judged to be 111
we are killed by the 74
we are killed in the 52
we are kneeling at the 60
we are knocking at the 83
we are knocking on the 45
we are laboring in the 47
we are landed at the 67
we are landed by the 42
we are landed in an 199
we are landed in the 579
we are landed on the 122
we are laughing at the 340
we are leaders in the 61
we are lifted by the 89
we are lifted to the 101
we are lifted up by 302
we are lifted up in 118
we are lifted up to 252
we are likely in the 126
we are likely to be 20624
we are likely to do 2363
we are likely to eat 87
we are likely to go 1356
we are linked by an 64
we are linked by the 179
we are linked to it 51
we are linked to the 594
we are locked in an 85
we are locked in by 42
we are locked in the 354
we are locked in to 53
we are locked up in 257
we are lodged at the 59
we are lodged in the 68
we are looked at as 198
we are looked at by 51
we are looked on as 217
we are looked up to 65
we are losers by the 85
we are lovers of the 708
we are lulled by the 85
we are managing to do 45
we are marching in the 209
we are marching on the 68
we are marching on to 72
we are marching to the 157
we are marked by the 72
we are master of the 82
we are measuring in the 96
we are measuring is the 160
we are measuring it by 128
we are measuring on the 61
we are measuring to the 47
we are measuring up to 79
we are merely at the 208
we are merely in the 183
we are merely on the 150
we are merged in the 52
we are minded to do 64
we are misled as to 60
we are misled by the 691
we are misled if we 141
we are molded by the 45
we are mostly in the 67
we are nagged by the 51
we are nailed to the 63
we are nearest to the 230
we are needed in the 78
we are neither at the 51
we are neither in the 131
we are neither of the 72
we are neither of us 2267
we are neither to be 203
we are nursed up in 43
we are offering in the 51
we are offering it to 97
we are offering to the 242
we are offering up the 47
we are opened to the 118
we are opened up to 67
we are opposing is the 52
we are owners of the 52
we are pained by the 229
we are partial to the 113
we are picked up by 196
we are placed as the 42
we are placed as we 83
we are placed at the 328
we are placed by the 813
we are placed in an 316
we are placed in at 51
we are placed in by 62
we are placed in it 193
we are placed in the 2282
we are placed is the 50
we are placed on the 349
we are planning in the 78
we are planning to be 122
we are planning to do 1183
we are planning to go 401
we are pleased at the 131
we are pleased by the 304
we are pleased in the 60
we are pleased to be 1101
we are pleased to do 135
we are plunged by the 147
we are plunged in the 235
we are pointing to an 48
we are pointing to is 160
we are pointing to the 455
we are poised at the 127
we are poised on the 386
we are preaching to the 90
we are pressing on to 45
we are proved to be 167
we are pulled by the 100
we are pulled up by 77
we are pupils of the 87
we are purged of the 59
we are pursuing at the 66
we are pursuing in the 175
we are pursuing is the 153
we are pursuing is to 83
we are pushed by the 102
we are pushed in the 43
we are pushed on to 46
we are pushed to the 346
we are raised by it 41
we are raised by the 99
we are raised in the 73
we are raised to be 74
we are raised to the 314
we are raised up by 68
we are raised up in 42
we are raised up to 197
we are rarely in the 95
we are readier to go 42
we are reasoning in the 57
we are reasoning on the 79
we are reborn by the 120
we are reborn in the 155
we are reducing it to 47
we are refusing to be 77
we are relating it to 61
we are relating to the 168
we are reliant on the 167
we are remiss if we 78
we are rivals in the 139
we are robbed by the 98
we are robbed of the 336
we are rocked in the 74
we are rooted in the 532
we are rooted to the 92
we are roughing it in 40
we are rounding to the 78
we are roused by the 133
we are ruined by the 71
we are ruined if we 45
we are safely at the 40
we are safely in the 142
we are safely on the 118
we are scared by the 45
we are scared of the 84
we are searching in the 154
we are second in the 44
we are secure in the 319
we are seized by an 77
we are seized by the 277
we are seized of the 98
we are seldom in the 164
we are serious in the 46
we are served by the 85
we are shaken by the 122
we are shamed by the 45
we are shaped by it 74
we are shaped by the 501
we are shifting to the 46
we are shooting in the 60
we are silent as to 89
we are silent in the 99
we are simply at the 109
we are simply in the 289
we are simply on the 63
we are simply to be 122
we are slaves of the 385
we are slaves to it 59
we are slaves to the 544
we are sleeping in the 184
we are sleeping on the 68
we are soaked to the 65
we are something is to 221
we are soothed by the 81
we are sought to be 49
we are sparks of the 107
we are speeding up the 103
we are spending at the 67
we are spending in the 62
we are spending it in 45
we are spending it on 44
we are spending on the 202
we are spoken of as 422
we are spoken to by 72
we are standing at an 41
we are standing at the 1461
we are standing by the 228
we are standing by to 47
we are standing in an 69
we are standing in the 1739
we are standing is the 65
we are standing on an 64
we are standing on is 283
we are standing on it 67
we are standing on the 3221
we are standing to the 57
we are standing up to 56
we are stared at in 140
we are starting at the 218
we are starting in the 114
we are starting on the 202
we are starting to be 73
we are starting to do 162
we are starving in the 76
we are steering in the 53
we are stepping up the 50
we are sticking to it 45
we are sticking to the 144
we are stopping at the 62
we are striking at the 144
we are striving in the 83
we are striving is an 80
we are striving to be 356
we are striving to do 563
we are striving to the 50
we are struck at the 300
we are struck by an 416
we are struck by it 49
we are struck by the 19687
we are struck in the 128
we are struck on the 42
we are studying at the 140
we are studying in the 350
we are studying is an 75
we are studying is in 89
we are studying is the 362
we are studying is to 64
we are studying it in 43
we are studying it is 54
we are studying on the 48
we are studying to be 70
we are stupid if we 56
we are sullen in the 67
we are surely in the 153
we are surely on the 116
we are swayed by an 55
we are swayed by the 224
we are swimming in the 126
we are tangent to the 121
we are taught at an 45
we are taught at the 79
we are taught by an 77
we are taught by it 185
we are taught by the 4952
we are taught by thy 275
we are taught in the 3055
we are taught is the 132
we are taught is to 73
we are taught it by 164
we are taught it in 43
we are taught it is 103
we are taught of the 259
we are taught on the 73
we are taught to be 1212
we are taught to do 1070
we are taught to go 46
we are tender to the 40
we are tested by the 51
we are thought of as 448
we are thought to be 821
we are tossed on the 78
we are touching on an 82
we are touching on the 524
we are training in the 42
we are training to be 69
we are treated as an 47
we are treated as if 312
we are treated as the 124
we are treated as we 53
we are treated by the 343
we are treated in the 156
we are treated on the 40
we are treated to an 748
we are treated to in 81
we are treated to no 40
we are treated to the 2007
we are trusting in the 85
we are trusting to the 59
we are turned on by 52
we are turned to the 107
we are unable at the 247
we are unable by the 46
we are unable in the 136
we are unable so to 110
we are unable to be 1037
we are unable to do 5947
we are unable to eat 71
we are unable to go 786
we are unable to re 44
we are unclear as to 342
we are undone by the 97
we are undone if we 51
we are unfair to the 69
we are unique in the 216
we are united by the 729
we are united in the 1034
we are united on the 66
we are united to it 65
we are united to the 750
we are unjust to the 118
we are unsure as to 335
we are unsure if the 56
we are unsure if we 44
we are unsure of the 1297
we are untrue to the 80
we are unwise if we 48
we are upheld by the 149
we are useful to the 65
we are ushering in the 48
we are versed in the 75
we are viewed as the 41
we are viewed by the 92
we are waited on by 68
we are walled in by 77
we are wanted in the 81
we are warmed by the 175
we are warned at the 118
we are warned by the 826
we are warned in the 365
we are warned of it 50
we are warned of the 602
we are warned to be 265
we are washed by the 70
we are washed in the 250
we are watching in the 94
we are watching is the 164
we are watching on the 58
we are wearied by the 110
we are wedded to the 411
we are wholly at the 52
we are wholly in the 615
we are wholly on the 56
we are yielding to the 150
we ask someone to do 87
we ask whether he is 77
we ask whether in the 54
we ask whether it be 54
we ask whether it is 1596
we ask whether the thing 57
we ate dinner at the 157
we ate dinner in the 226
we ate dinner on the 76
we ate supper at the 49
we ate supper in the 79
we beat slowly up to 79
we beg pardon of the 75
we both agreed on the 140
we both agreed to do 41
we both agreed to go 55
we both agreed to the 43
we both arrive at the 48
we both called on the 44
we both happen to be 186
we both jumped at the 57
we both landed on the 57
we both listen to the 42
we both looked at it 166
we both looked at my 43
we both looked at the 675
we both looked in the 48
we both looked up at 197
we both looked up to 104
we both needed to be 108
we both needed to do 42
we both prefer to be 70
we both rolled on the 56
we both rushed to the 78
we both seemed to be 291
we both served in the 80
we both served on the 126
we both showed up at 41
we both smiled at the 65
we both stared at it 90
we both stared at the 354
we both taught at the 43
we both thought at the 60
we both thought of it 163
we both thought of the 141
we both thought to be 45
we both turned to the 66
we both walked on in 42
we both walked to the 67
we both wanted it to 134
we both wanted to be 476
we both wanted to do 296
we both wanted to go 264
we both worked at it 41
we both worked at the 214
we both worked in the 201
we both worked on the 127
we bring before us the 134
we bring something to the 49
we but attend to the 52
we but follow in the 57
we but glance at the 54
we but listen to the 41
we can accede to the 79
we can accept as an 96
we can accept as the 113
we can accept in the 55
we can accept it as 2518
we can accept it in 97
we can accept it or 62
we can access it in 43
we can accord to it 63
we can accord to the 62
we can adduce of the 47
we can adhere to the 145
we can adjust it to 63
we can adjust to it 65
we can adjust to the 195
we can admire in the 90
we can affirm of the 43
we can affirm to be 203
we can afford at the 74
we can afford if we 65
we can afford in the 148
we can afford is to 61
we can afford it or 218
we can afford it we 130
we can afford to be 6154
we can afford to do 2550
we can afford to eat 177
we can afford to go 710
we can afford to it 46
we can afford to the 105
we can allude to the 48
we can always be in 114
we can always do it 213
we can always do so 359
we can always do the 81
we can always go on 444
we can always go to 523
we can answer in the 281
we can answer it by 70
we can answer it in 70
we can arrange it in 67
we can arrange it so 644
we can arrange it to 53
we can arrange to be 79
we can arrange to do 78
we can arrange to go 112
we can arrive at an 2984
we can arrive at by 204
we can arrive at in 149
we can arrive at is 440
we can arrive at it 238
we can arrive at no 2098
we can arrive at the 8108
we can arrive in the 77
we can arrive to the 52
we can ascend to the 353
we can aspire to be 120
we can aspire to do 70
we can aspire to in 109
we can aspire to is 232
we can aspire to the 161
we can assent to it 102
we can assent to the 187
we can assert is the 46
we can assert of the 87
we can assert on the 69
we can assign it no 113
we can assign it the 45
we can assign it to 294
we can assign to it 527
we can assign to the 1125
we can assist in the 260
we can assume at the 80
we can assume by the 40
we can assume he is 193
we can assume in the 148
we can assume is the 113
we can assume it as 104
we can assume it is 611
we can assume it to 449
we can assume on the 139
we can assume to be 1144
we can attach it to 171
we can attach to it 225
we can attach to the 1023
we can attack at the 141
we can attain by the 58
we can attain if we 45
we can attain in the 140
we can attain is the 121
we can attain it by 56
we can attain of it 44
we can attain of the 61
we can attain to an 127
we can attain to by 193
we can attain to in 176
we can attain to is 368
we can attain to it 369
we can attain to no 317
we can attain to the 905
we can attend to at 147
we can attend to in 55
we can attend to is 68
we can attend to it 248
we can attend to the 984
we can attest to the 367
we can awaken to the 100
we can become if we 100
we can become in the 97
we can before it is 57
we can before we go 62
we can behave as if 77
we can bestow on it 51
we can bestow on the 120
we can choose as the 102
we can choose as we 100
we can choose in the 59
we can choose it so 57
we can choose it to 81
we can choose to be 1611
we can choose to do 835
we can choose to go 217
we can commit is to 110
we can commit to the 60
we can confer on the 56
we can convey to the 170
we can credit to the 54
we can decide as to 176
we can decide if it 95
we can decide if the 199
we can decide if we 335
we can decide in the 51
we can decide on an 53
we can decide on the 1161
we can decide to be 149
we can decide to do 236
we can decide to go 69
we can deduce of the 82
we can define as an 59
we can define as the 704
we can define in the 136
we can define is the 48
we can define it as 1629
we can define it by 141
we can define it in 297
we can define it or 96
we can define on the 49
we can define the so 138
we can define to be 82
we can demand of an 43
we can demand of the 111
we can denote by the 68
we can denote it by 129
we can depend on in 109
we can depend on is 95
we can depend on it 370
we can depend on no 48
we can depend on the 1457
we can depend on to 229
we can derive in the 73
we can derive it by 65
we can derive to it 50
we can desire in the 71
we can desire is to 62
we can desire to be 48
we can desire to do 41
we can detect in it 172
we can detect in the 1211
we can detect is the 42
we can detect it by 72
we can detect it in 155
we can devise in the 40
we can devote to it 294
we can devote to the 295
we can direct it to 65
we can disarm it by 63
we can divide by it 78
we can divide by the 150
we can divide it by 188
we can divide it in 42
we can divide it up 125
we can divide up the 430
we can embark on an 68
we can embark on the 227
we can employ in the 196
we can employ is the 46
we can employ it as 148
we can employ it in 100
we can employ it to 155
we can endure is to 46
we can endure it no 52
we can equate it to 73
we can escape if we 61
we can escape it by 48
we can escape to the 110
we can esteem it an 59
we can expand in the 44
we can expand it as 95
we can expand it in 189
we can expand it to 86
we can expand on the 136
we can expect as the 80
we can expect as we 80
we can expect at the 168
we can expect by the 48
we can expect if the 80
we can expect if we 263
we can expect in the 2620
we can expect is an 111
we can expect is the 169
we can expect is to 438
we can expect it in 49
we can expect it to 3139
we can expect of an 60
we can expect of it 200
we can expect of the 469
we can expect on the 200
we can expect to be 3525
we can expect to do 780
we can expect to go 167
we can expose it to 71
we can extend it by 57
we can extend it to 545
we can extend to the 116
we can fairly do is 49
we can figure it to 48
we can finish it in 90
we can finish it up 51
we can finish up the 93
we can follow if we 46
we can follow in the 463
we can follow is to 91
we can follow it as 110
we can follow it in 163
we can follow it to 100
we can follow it up 159
we can follow on the 56
we can follow to the 61
we can follow up on 339
we can follow up the 217
we can glance at the 131
we can handle at the 49
we can handle in the 137
we can handle it as 54
we can handle it by 106
we can handle it in 169
we can hardly at the 44
we can hardly be at 51
we can hardly be in 244
we can hardly be so 85
we can hardly by an 104
we can hardly do it 95
we can hardly do so 432
we can hardly go on 232
we can hardly go to 92
we can hasten it by 48
we can ignore it as 52
we can ignore it in 201
we can impart to the 159
we can impose on the 175
we can impute it to 49
we can impute to the 57
we can indeed do so 108
we can indeed go on 84
we can insert in the 93
we can insert it in 66
we can insist on the 202
we can invert it to 51
we can invest in the 147
we can invest it in 44
we can invoke it as 187
we can listen in on 103
we can listen to an 49
we can listen to it 370
we can listen to the 1968
we can locate in the 202
we can locate it by 42
we can locate it in 112
we can locate on the 44
we can manage at the 79
we can manage if we 64
we can manage in the 144
we can manage is to 130
we can manage it by 48
we can manage it if 85
we can manage it in 134
we can manage it so 45
we can manage to be 175
we can manage to do 565
we can manage to go 49
we can marvel at the 358
we can measure at the 51
we can measure by the 184
we can measure in the 240
we can measure is the 291
we can measure it at 45
we can measure it by 199
we can measure it in 208
we can measure it or 43
we can measure on the 80
we can measure up to 135
we can mention is the 67
we can modify it as 255
we can modify it in 123
we can modify it to 146
we can muster at the 91
we can muster if we 76
we can muster in the 99
we can muster to the 40
we can neither of us 739
we can notice in the 160
we can notice is the 52
we can object to the 124
we can oblige it to 47
we can obtain as the 50
we can obtain as to 63
we can obtain at the 115
we can obtain by it 45
we can obtain by the 220
we can obtain if we 49
we can obtain in no 60
we can obtain in the 417
we can obtain is the 90
we can obtain it as 99
we can obtain it by 303
we can obtain it in 208
we can obtain of the 606
we can obtain on the 396
we can obtain the so 144
we can obtain up to 52
we can occupy in the 62
we can oppose to it 189
we can oppose to the 224
we can permit it to 47
we can pierce to the 78
we can profit by it 267
we can profit by the 408
we can pursue in the 49
we can pursue is to 81
we can readily do by 61
we can readily do so 40
we can realize in the 59
we can reckon on the 101
we can reduce it by 131
we can reduce it to 1121
we can reduce to no 141
we can reduce to the 194
we can refuse to be 284
we can refuse to do 135
we can regard as an 140
we can regard as the 610
we can regard it as 6033
we can regard it in 114
we can reject at the 100
we can reject it as 43
we can relate it to 995
we can relate to as 111
we can relate to in 102
we can relate to it 227
we can relate to the 1005
we can remain as we 68
we can remain in the 229
we can remain on the 105
we can remark on the 53
we can remove it by 102
we can remove to the 99
we can render in the 42
we can render is to 148
we can render to the 562
we can report it to 42
we can report on the 123
we can report to the 158
we can resort to an 95
we can resort to the 665
we can retain it in 53
we can retire to no 95
we can retire to the 124
we can retreat to the 156
we can return by the 71
we can return in the 63
we can return it to 203
we can return to an 242
we can return to it 501
we can return to my 96
we can return to the 12670
we can revert to the 487
we can safely do is 100
we can safely do it 52
we can safely do so 353
we can safely go in 98
we can safely go on 111
we can safely go to 73
we can scrape up the 47
we can secure in the 49
we can secure it by 40
we can secure of the 40
we can secure to the 75
we can seldom do in 43
we can settle in the 55
we can settle it in 56
we can settle on the 91
we can signal to the 53
we can simply go to 47
we can sketch in the 60
we can strike at the 253
we can strive to be 213
we can strive to do 72
we can stroll in the 47
we can submit it to 89
we can submit to it 86
we can submit to the 232
we can suffer in the 64
we can summon up the 101
we can summon up to 100
we can supply to the 77
we can surely do it 69
we can switch on the 87
we can switch to the 209
we can travel in the 106
we can travel on the 93
we can travel to the 266
we can unfold to the 59
we can verify by the 96
we can verify if the 41
we can verify in the 59
we can verify it by 86
we can wallow in the 61
we can wonder at the 162
we can wonder if the 145
we cut across to the 92
we did arrive at the 270
we did before in the 189
we did before to the 108
we did decide to go 94
we did earlier in the 517
we did expect to be 47
we did happen to be 54
we did manage to do 107
we did manage to go 67
we did return to the 109
we did secure if we 268
we did seemed to be 82
we each fought at the 43
we each looked at the 73
we each wanted to be 73
we err greatly if we 40
we get access to it 43
we get access to the 301
we get across to the 81
we get almost to the 47
we get around in the 180
we get around to it 604
we get around to the 316
we get better at it 152
we get caught by the 116
we get caught in an 53
we get caught in it 50
we get caught in the 743
we get caught up in 6652
we get caught up on 109
we get closer to an 93
we get closer to it 176
we get closer to the 3398
we get copies of the 87
we get depend on the 68
we get enough of it 96
we get enough of the 82
we get enough to eat 166
we get higher in the 80
we get higher up the 63
we get higher up we 48
we get instead is an 62
we get instead is the 110
we get instead of the 127
we get kicked in the 42
we get little or no 170
we get london on to 53
we get nearest to the 111
we get orders to go 45
we get picked up by 48
we get plenty of it 57
we get plenty to eat 82
we get safely to the 45
we get someone to do 49
we get something in the 53
we get something of the 242
we get something to eat 1834
we get tangled up in 111
we get through the thing 100
we get through to the 171
we get values of the 41
we got abreast of it 47
we got abreast of the 361
we got access to the 65
we got across to the 172
we got almost to the 170
we got around to it 276
we got around to my 57
we got around to the 823
we got ashore at the 65
we got better at it 74
we got caught by the 99
we got caught in an 77
we got caught in the 769
we got caught on the 73
we got caught up in 825
we got caught up on 78
we got closer to it 110
we got closer to my 58
we got closer to the 3393
we got enough to do 78
we got enough to eat 111
we got fairly on the 100
we got farther up the 63
we got further up the 77
we got higher up the 115
we got inside of the 80
we got killed on it 130
we got little or no 69
we got locked in the 55
we got orders to be 130
we got orders to go 256
we got picked up by 141
we got places to go 42
we got plenty of it 64
