walls and rough wooden floors 46
which may cause cardiac arrest 42
which may cause further damage 99
which may cause serious damage 206
which may cause serious errors 41
which may cause serious injury 120
which may cause serious losses 40
which may cause severe damage 85
which may cause severe mental 57
which may cause tissue damage 80
which may easily escape notice 44
which mean quite another matter 54
which now either wholly escape 171
which now would afford merely 48
which old gaudy papers flaunt 83
which one could decide whether 94
which one could hardly expect 163
which one event causes another 84
which one stout amazon seemed 56
which one would expect should 106
which one would hardly expect 800
which one would scarce expect 45
which our solar system belongs 287
which our solar system formed 118
which ran shining amidst groves 57
which she could freely expend 55
which she could hardly answer 127
which she could hardly conceal 52
which she could hardly expect 63
which she could hardly refuse 63
which she could neither define 40
which she first became wicked 83
which she later became famous 99
which she still fondly thought 52
which she would always return 46
which she would become famous 90
which that party relies afford 48
which they could accept without 54
which they could always return 83
which they could barely afford 44
which they could decide whether 60
which they could expect little 87
which they could follow without 49
which they could hardly afford 133
which they could hardly expect 183
which they could hardly follow 41
which they could hardly refuse 72
which they could neither govern 130
which they could neither hinder 86
which they could neither ignore 48
which they could neither oppose 51
which they could neither resist 65
which they could obtain access 56
which they could obtain through 51
which they could obtain without 76
which they could rarely obtain 102
which they could render little 71
which they could travel without 45
which they found already existing 102
which they found roasting before 90
which they later became famous 47
which they lived before christ 130
which they might safely report 78
which they never before dreamed 281
which they never dreamed before 43
which they would become famous 50
which they would clearly desire 56
which they would decide whether 44
which they would employ without 48
which they would gladly escape 71
which they would gladly forget 45
which they would obtain further 40
which this blood passes through 45
which this change occurs varies 49
which this noted player always 62
which this seeming friend appears 82
which two hours before seemed 64
which was about twelve inches 82
which was about twenty inches 56
which was about twenty meters 41
which was black enough without 100
which was eight english leagues 66
which was every moment becoming 178
which was every moment shaken 55
which was first clearly stated 133
which was first passed through 69
which was named sledge island 50
which was never baited before 61
which was never beheld before 44
which was never opened except 65
which was quite another matter 158
which was small enough before 108
which was taken almost without 49
which was truly neither speech 88
which was within normal limits 115
which you would hardly expect 57
which you would little expect 148
while his elder brother robert 68
while she could esteem edward 107
while that which passes through 71
white with black flight feathers 59
whole new world opened before 86
whose one vivid passion proves 43
whose weak ruins muster troops 82
wiped his shirt sleeve across 55
wishing that reason should decide 52
within our lines without gloves 52
within six months before demand 64
within six weeks before striking 250
woman that dwelt beyond jordan 68
woman who speaks little english 44
woman who spoke fluent english 54
woman who spoke little english 201
woman who stood knitting looked 146
woman with breast cancer should 50
women and nursing mothers should 330
women are often denied access 50
women are often silent amongst 40
women with breast cancer should 135
women with breast cancer showed 87
women with breast cancer silent 45
women with breast cancer treated 247
women with large breasts prefer 103
words out which should convey 49
working with older adults should 70
works and weeps without relief 115
works are known solely through 104
works with which nature adorns 137
world had never before beheld 198
world was passing through changes 69
would get tired climbing before 55
would lay aside jeremy taylor 89
would not again expose myself 157
would not allow another person 44
would not allow anyone except 54
would not allow russian troops 43
would not carry enough weight 59
would not cause serious damage 48
would not cause serious injury 44
would not change greatly before 65
would not enter further therein 41
would not marry anyone unless 45
would not really matter whether 115
would not spend another minute 120
would not spend another winter 94
would not waste another minute 155
would not waste another moment 66
would see quite clearly through 53
write ten lines without twenty 43
