wan light and the silence 45
was calling for an increase 48
was calling for the removal 47
was calling her to account 77
was calling him to account 65
was calling out the soundings 69
was cared for by friends 163
was cared for by several 75
was cause for the greatest 55
was causing all the trouble 642
was civil war in germany 51
was civil war in ireland 80
was cleaning out the stables 43
was coded for the following 61
was coeval with the beginning 47
was coeval with the darkest 135
was coeval with the earliest 67
was coeval with the parapet 46
was coeval with the revival 59
was cross with me because 125
was cruel far to leeward 47
was cured for the present 44
was danger for the unknown 48
was danger that the british 46
was deader than the sixteen 55
was dense with toe poppers 64
was digging for the treasure 43
was dimly lit by candles 89
was dirty and he smelled 47
was drawing near to granada 101
was drawn for the benefit 41
was drawn for the purpose 372
was drawn off by catheter 61
was drawn out of herself 148
was drawn out of himself 99
was drawn out to receive 216
was drawn with the greatest 57
was dried and the residue 54
was dried and the solvent 229
was drier than at present 74
was driving her to despair 63
was driving him to despair 143
was driving out of antwerp 47
was driving with the empress 41
was drunk with the greatest 133
was easier for me because 234
was easier for the average 52
was easier for the british 335
was easier for the chinese 54
was easier for the company 45
was easier for the germans 63
was easier for the parents 46
was easier for the patient 97
was easier for the russians 158
was easier for the subject 40
was easier now to proceed 48
was easier than the previous 46
was easier than to deceive 49
was easily led to believe 244
was eight and the youngest 59
was either dead or captive 71
was either dead or married 43
was either dead or wounded 543
was either for or against 427
was either for the purpose 68
was either sod or roasted 160
was empty and the country 85
was empty and the national 43
was empty and the occasion 50
was ended and he stepped 82
was ended and the country 66
was ended and the victory 47
was ended for the present 277
was envying her the journey 53
was every bit as aroused 50
was every bit as capable 162
was every bit as complex 128
was every bit as demanding 78
was every bit as devoted 41
was every bit as elegant 123
was every bit as excited 245
was every bit as gorgeous 83
was every bit as hostile 68
was every bit as intense 295
was every bit as nervous 71
was every bit as painful 110
was every bit as perfect 41
was every bit as pleasant 71
was every bit as popular 121
was every bit as precious 42
was every bit as radical 80
was every bit as ruthless 103
was every bit as skilled 51
was every bit as threatening 45
was every bit as worried 53
was every day an increasing 53
was every day to explain 64
was every way the occasion 44
was every year in command 71
was faced with an adverse 47
was faced with an agonizing 136
was faced with an appalling 70
was faced with an attempt 54
was faced with an awesome 60
was faced with an awkward 194
was faced with an economy 49
was faced with an equally 102
was faced with an extreme 45
was faced with an immense 114
was faced with an impasse 69
was faced with an impending 46
was faced with an increase 65
was faced with an increasing 404
was faced with an invasion 107
was faced with an unusual 239
was faced with the agonizing 46
was faced with the appalling 74
was faced with the arduous 46
was faced with the awesome 102
was faced with the awkward 90
was faced with the biggest 131
was faced with the classic 106
was faced with the complex 189
was faced with the decision 1547
was faced with the demands 74
was faced with the dilemma 2689
was faced with the dreadful 45
was faced with the expense 49
was faced with the failure 62
was faced with the familiar 75
was faced with the following 1291
was faced with the general 88
was faced with the gravest 101
was faced with the greatest 398
was faced with the hardest 57
was faced with the immense 129
was faced with the impending 40
was faced with the increasing 121
was faced with the invasion 44
was faced with the massive 65
was faced with the onerous 50
was faced with the painful 133
was faced with the paradox 100
was faced with the position 71
was faced with the problem 17461
was faced with the question 3923
was faced with the refusal 41
was faced with the results 55
was faced with the seemingly 62
was faced with the specter 86
was faced with the unhappy 137
was faced with the unusual 59
was falling and the streets 84
was falling out of control 159
was famed for the quality 93
was fated not to proceed 127
was feared that an attempt 205
was feared that the adoption 50
was feared that the british 642
was feared that the chinese 159
was feared that the congress 57
was feared that the council 42
was feared that the country 97
was feared that the economy 42
was feared that the emperor 86
was feared that the failure 51
was feared that the foreign 54
was feared that the germans 333
was feared that the mormons 55
was feared that the natives 44
was feared that the russians 118
was feared that the soviets 83
was feared that the spanish 61
was feeling out of control 119
was feeling out the pattern 62
was filed and the previous 89
was filed and the taxable 44
was filed for an account 142
was filed for the preceding 53
was filed for the purpose 279
was filed for the taxable 66
was filed with the company 47
was filed with the council 53
was filed with the division 54
was filed with the federal 573
was filed with the national 307
was filed with the petition 45
was filed with the regional 118
was filed with the supreme 400
was fired for the purpose 42
was fired with an ambition 333
was fired with an intense 44
was fired with the ambition 912
was fired with the sublime 42
was fired with the thoughts 52
was first led to believe 72
was first led to examine 59
was first led to inquire 40
was first led to observe 41
was first led to suspect 119
was first out of college 59
was first put in command 48
was first put in service 98
was first put on display 103
was first set at liberty 60
was fitting for the occasion 80
was fitting out at plymouth 94
was fitting out in british 59
was fitting that the greatest 64
was fixed for the assault 200
was fixed for the attempt 131
was fixed for the baptism 41
was fixed for the beginning 645
was fixed for the benefit 61
was fixed for the descent 64
was fixed for the duration 168
was fixed for the earliest 47
was fixed for the election 250
was fixed for the emperor 64
was fixed for the following 5473
was fixed for the funeral 311
was fixed for the general 267
was fixed for the journey 79
was fixed for the marriage 388
was fixed for the nuptials 157
was fixed for the outbreak 59
was fixed for the payment 121
was fixed for the present 53
was fixed for the purpose 611
was fixed for the thirtieth 46
was fixed for the tuesday 61
was fixed that the marriage 81
was flush with the outside 51
was flush with the surface 341
was forcing him to abandon 49
was found and the patient 79
was found dead by peasants 97
was found dead of gunshot 44
was found dead of natural 59
was found dead on arrival 41
was found dead the following 585
was found far in advance 90
was found for an increase 43
was found for the average 120
was found for the control 104
was found for the effects 48
was found for the following 380
was found for the general 161
was found for the highest 43
was found for the overall 76
was found for the position 65
was found for the present 119
was found for the problem 232
was found for the purpose 60
was found for the question 44
was found for the relation 116
was found for the remaining 108
was found for the removal 44
was found for the samples 61
was found for the surface 45
was found for the variable 114
was found lying by olympias 66
was found near the ancient 58
was found near the northern 87
was found near the present 49
was found near the railway 41
was found near the remains 70
was found near the southern 93
was found near the surface 628
was found near the village 340
was found near the western 67
was found not to conform 52
was found not to contain 316
was found not to improve 52
was found not to include 89
was found not to increase 144
was found not to inhibit 95
was found not to involve 72
was found not to possess 140
was found not to produce 113
was found not to provide 51
was found not to qualify 52
was found not to require 64
was found not to satisfy 52
was found not to support 54
was found out in needles 158
was found out of context 122
was found that an abscess 51
was found that an addition 116
was found that an average 1360
was found that an extract 80
was found that an increase 1175
was found that an increasing 153
was found that an inverse 42
was found that an optimal 43
was found that an optimum 157
was found that at certain 137
was found that by careful 44
was found that by combining 57
was found that by increasing 301
was found that he himself 44
was found that in addition 714
was found that in animals 85
was found that in certain 414
was found that in general 1852
was found that in respect 72
was found that in several 217
was found that on account 234
was found that on average 655
was found that on certain 64
was found that the ability 530
was found that the absence 148
was found that the account 51
was found that the accused 191
was found that the acidity 71
was found that the addition 3072
was found that the adhesion 131
was found that the adoption 77
was found that the adrenal 81
was found that the african 112
was found that the alcohol 85
was found that the alleged 143
was found that the amounts 204
was found that the ancient 165
was found that the animals 575
was found that the answers 94
was found that the anterior 143
was found that the antigen 113
was found that the anxiety 44
was found that the applied 52
was found that the arsenic 41
was found that the arterial 89
was found that the attempt 102
was found that the average 16166
was found that the bacilli 78
was found that the bacteria 250
was found that the baggage 40
was found that the balance 263
was found that the balloon 44
was found that the barrier 48
was found that the battery 141
was found that the beginning 59
was found that the behavior 292
was found that the benefit 119
was found that the biggest 61
was found that the bishops 40
was found that the bladder 79
was found that the bridges 48
was found that the british 1356
was found that the buildings 77
was found that the bullets 51
was found that the calcium 261
was found that the capital 191
was found that the captain 161
was found that the carrier 173
was found that the central 394
was found that the chamber 41
was found that the chances 139
was found that the channel 123
was found that the charges 137
was found that the charter 54
was found that the chinese 706
was found that the circuit 199
was found that the classes 43
was found that the climate 167
was found that the closest 51
was found that the cluster 44
was found that the college 148
was found that the columns 52
was found that the command 61
was found that the company 769
was found that the compass 49
was found that the complex 288
was found that the concept 176
was found that the conduct 52
was found that the congress 69
was found that the contact 167
was found that the content 730
was found that the control 348
was found that the correct 116
was found that the council 70
was found that the counter 41
was found that the country 312
was found that the criteria 55
was found that the crystal 311
was found that the culture 80
was found that the current 1476
was found that the deceased 374
was found that the decision 200
was found that the decline 66
was found that the decrease 326
was found that the deepest 40
was found that the defects 66
was found that the demands 65
was found that the density 506
was found that the deposit 67
was found that the derived 56
was found that the descent 47
was found that the desired 320
was found that the deviation 127
was found that the diameter 282
was found that the dietary 86
was found that the diurnal 83
was found that the division 171
was found that the divorce 45
was found that the doctors 45
was found that the duration 317
was found that the dynamic 155
was found that the earliest 133
was found that the economy 41
was found that the effects 728
was found that the elastic 174
was found that the elderly 89
was found that the element 153
was found that the emission 209
was found that the emperor 88
was found that the entropy 92
was found that the enzymes 59
was found that the equation 162
was found that the european 239
was found that the exchange 277
was found that the exhaust 40
was found that the expense 243
was found that the exposed 101
was found that the extract 68
was found that the extreme 90
was found that the factors 158
was found that the factory 53
was found that the faculty 48
was found that the failure 217
was found that the farmers 188
was found that the fastest 51
was found that the fatigue 394
was found that the features 66
was found that the federal 174
was found that the females 99
was found that the femoral 100
was found that the figures 214
was found that the flowers 46
was found that the following 2630
was found that the foreign 140
was found that the formula 94
was found that the forward 66
was found that the fraction 242
was found that the friction 461
was found that the friends 79
was found that the frigate 47
was found that the function 159
was found that the general 1549
was found that the genetic 79
was found that the geometry 45
was found that the germans 284
was found that the glucose 95
was found that the grafted 43
was found that the granite 51
was found that the greatest 1182
was found that the heaviest 68
was found that the highest 1286
was found that the hormone 120
was found that the husband 160
was found that the ignition 51
was found that the imperial 88
was found that the impulse 40
was found that the incomes 42
was found that the increase 1147
was found that the increasing 157
was found that the induced 152
was found that the infants 129
was found that the inferior 51
was found that the injured 40
was found that the insects 65
was found that the insured 61
was found that the interior 296
was found that the inverse 76
was found that the isotope 50
was found that the italians 44
was found that the junction 46
was found that the kinetic 171
was found that the labeled 49
was found that the language 316
was found that the largest 830
was found that the latency 156
was found that the lateral 326
was found that the lattice 215
was found that the letters 62
was found that the liberal 59
was found that the library 72
was found that the lighter 86
was found that the limited 45
was found that the location 236
was found that the machine 367
was found that the manager 52
was found that the marriage 57
was found that the married 42
was found that the masonry 86
was found that the massive 41
was found that the material 1276
was found that the maximal 178
was found that the maximum 4644
was found that the measured 1065
was found that the measures 122
was found that the medical 95
was found that the members 394
was found that the mercury 216
was found that the mexican 147
was found that the mineral 301
was found that the minimal 94
was found that the minimum 1230
was found that the mixture 165
was found that the modulus 160
was found that the monkeys 46
was found that the muscles 129
was found that the mutation 127
was found that the national 287
was found that the natives 263
was found that the natural 359
was found that the network 95
was found that the neutral 64
was found that the neutron 66
was found that the nitrate 109
was found that the nominal 42
was found that the northern 230
was found that the nucleus 218
was found that the numbers 425
was found that the objects 44
was found that the officer 90
was found that the official 154
was found that the offspring 227
was found that the omission 62
was found that the operating 116
was found that the optical 196
was found that the optimal 418
was found that the optimum 1740
was found that the organic 142
was found that the osmotic 68
was found that the outcome 44
was found that the outside 115
was found that the ovaries 54
was found that the overall 667
was found that the parents 396
was found that the parties 162
was found that the passage 132
was found that the patient 2627
was found that the pattern 385
was found that the payment 60
was found that the peculiar 63
was found that the peptide 49
was found that the percent 114
was found that the persons 148
was found that the petition 48
was found that the picture 91
was found that the pigment 46
was found that the plastic 186
was found that the polymer 242
was found that the poorest 56
was found that the popular 67
was found that the position 473
was found that the potency 43
was found that the premium 87
was found that the present 817
was found that the previous 177
was found that the primary 510
was found that the private 100
was found that the problem 360
was found that the process 710
was found that the produce 45
was found that the product 1115
was found that the profile 183
was found that the profits 87
was found that the progeny 54
was found that the program 208
was found that the project 309
was found that the protein 419
was found that the purpose 73
was found that the quality 1091
was found that the quantum 242
was found that the question 144
was found that the radiation 278
was found that the railway 69
was found that the reactions 124
was found that the records 97
was found that the reduced 276
was found that the regional 57
was found that the regular 141
was found that the relation 864
was found that the remaining 225
was found that the remains 149
was found that the removal 372
was found that the repairs 41
was found that the repeated 49
was found that the reports 65
was found that the research 137
was found that the reserve 128
was found that the residue 159
was found that the resulting 1096
was found that the results 2057
was found that the returns 43
was found that the revenue 197
was found that the reverse 145
was found that the rotation 112
was found that the russians 157
was found that the samples 288
was found that the schools 114
was found that the seasonal 55
was found that the service 253
was found that the several 103
was found that the shorter 105
was found that the signals 55
was found that the silicon 44
was found that the simpler 49
was found that the smaller 397
was found that the society 121
was found that the soldier 55
was found that the soluble 72
was found that the solution 389
was found that the solvent 198
was found that the sources 45
was found that the southern 209
was found that the spanish 211
was found that the species 180
was found that the spectra 173
was found that the spirits 50
was found that the splitting 42
was found that the statute 63
was found that the stomach 335
was found that the storage 52
was found that the strains 92
was found that the stranger 94
was found that the stronger 77
was found that the student 160
was found that the subject 759
was found that the success 143
was found that the superior 176
was found that the support 50
was found that the surface 1099
was found that the surplus 42
was found that the systems 66
was found that the talents 42
was found that the teachers 329
was found that the tenants 66
was found that the tensile 481
was found that the timbers 43
was found that the tissues 66
was found that the tonnage 50
was found that the traffic 89
was found that the trained 79
was found that the treasury 44
was found that the trouble 181
was found that the turkish 74
was found that the typical 269
was found that the uranium 212
was found that the urinary 184
was found that the vaccine 54
was found that the variable 147
was found that the variance 303
was found that the variation 544
was found that the variety 70
was found that the vehicle 47
was found that the vessels 87
was found that the victims 66
was found that the village 191
was found that the vitamin 192
was found that the voltage 312
was found that the volumes 40
was found that the weights 100
was found that the western 96
was found that the workers 300
was found that the workman 45
was found that the workmen 118
was found that the wounded 83
was found that the written 42
was found that the youngest 99
was found that to achieve 68
was found that to produce 94
was found using the following 55
was found using the formula 44
was found with an increase 49
was found with the addition 48
was found with the article 46
was found with the following 334
was found with the highest 58
was found with the preceding 99
was found with the remains 453
was found with the results 90
was fresh out of college 2165
was fresh out of harvard 81
was fresh out of medical 78
was fringed with the slender 101
was gaining you the general 45
was getting him in trouble 56
was getting off the subject 132
was getting out of balance 101
was getting out of college 53
was getting out of control 7789
was getting rid of everything 45
was giddy with the popular 42
was given all the details 77
was given and the assault 55
was given and the company 41
was given and the following 49
was given and the patient 675
was given and the results 58
was given and the subject 223
was given and we started 50
was given for an advance 107
was given for an average 113
was given for an illegal 145
was given for an increase 47
was given for or against 45
was given for the addition 41
was given for the advance 179
was given for the arrival 63
was given for the assault 246
was given for the balance 238
was given for the beginning 85
was given for the benefit 1477
was given for the british 165
was given for the capture 45
was given for the cavalry 50
was given for the company 102
was given for the correct 72
was given for the decision 146
was given for the duration 44
was given for the election 81
was given for the emission 40
was given for the erection 376
was given for the express 262
was given for the failure 99
was given for the following 440
was given for the general 266
was given for the increase 42
was given for the marriage 43
was given for the members 67
was given for the omission 49
was given for the payment 309
was given for the pledges 64
was given for the present 87
was given for the project 129
was given for the promise 102
was given for the purpose 1887
was given for the refusal 95
was given for the remaining 81
was given for the removal 281
was given for the request 41
was given for the seizure 61
was given for the service 110
was given for the support 322
was given him by captain 51
was given him by congress 41
was given him by general 58
was given him by history 46
was given him by mistake 43
was given him in baptism 56
was given him in exchange 152
was given him in marriage 126
was given him on account 364
was given him so smartly 51
was given him to perform 131
was given him to prepare 53
was given him to prevent 104
was given him to produce 52
was given him to suppose 61
was given him to witness 42
was given near the beginning 51
was given out in advance 51
was given out in general 46
was given that the accused 43
was given that the british 276
was given that the company 46
was given that the deceased 47
was given that the ojibwas 51
was given that the question 57
was given that the russians 49
was given them at baptism 42
was given them in ancient 58
was given them in derision 59
was given them on account 150
was given them on purpose 217
was given them to prepare 56
was given with the consent 90
was given with the express 134
was given with the following 454
was given with the greatest 191
was given with the patient 50
was given with the proviso 72
was given with the purpose 53
was given you by consent 63
was given you by mistake 52
was glowing with the unusual 48
was grass for the animals 42
was green and the flowers 125
was growing both in numbers 48
was growing out of control 599
was hanged for an example 52
was hanged for an offense 49
was hanged for the comfort 88
was hanged for the murders 42
was happy for me because 47
was happy for the company 176
was happy for the country 42
was happy for the emperor 60
was happy that he finally 45
was happy that my parents 41
was happy that the marriage 54
was happy with it because 49
was happy with my decision 116
was happy with my husband 89
was happy with the choices 40
was happy with the company 42
was happy with the current 63
was happy with the decision 282
was happy with the outcome 457
was happy with the overall 57
was happy with the present 152
was happy with the quality 65
was happy with the results 933
was happy with the service 71
was happy with the solution 62
was happy with the success 72
was headed for the airport 120
was headed for the bathroom 121
was headed for the bedroom 64
was headed for the freedom 115
was headed for the gallows 84
was headed for the highway 51
was headed for the kitchen 156
was headed for the library 49
was headed for the pacific 112
was headed for the seahorse 54
was headed for the supreme 71
was headed for the village 46
was headed with the address 46
was headed with the following 47
was helping her to prepare 51
was helping her to undress 45
was helping him to prepare 44
was helping him to undress 128
was helping with the harvest 43
was hired for the express 129
was hired for the journey 48
was hired for the occasion 452
was hired for the position 336
was hired for the project 85
was hired for the purpose 548
was hired with the promise 115
was holding her so closely 65
was holding her so tightly 521
was holding him so tightly 88
was holding him to herself 43
was holding out the promise 85
was hoped that an increase 52
was hoped that by combining 44
was hoped that by including 43
was hoped that by increasing 88
was hoped that by providing 79
was hoped that in addition 50
was hoped that the addition 83
was hoped that the adoption 51
was hoped that the answers 64
was hoped that the arrival 89
was hoped that the average 46
was hoped that the balance 48
was hoped that the british 614
was hoped that the capture 56
was hoped that the catholic 41
was hoped that the central 43
was hoped that the chinese 294
was hoped that the climate 63
was hoped that the company 141
was hoped that the congress 55
was hoped that the control 40
was hoped that the council 111
was hoped that the country 180
was hoped that the decision 51
was hoped that the effects 100
was hoped that the election 71
was hoped that the emperor 40
was hoped that the european 42
was hoped that the example 99
was hoped that the farmers 46
was hoped that the federal 209
was hoped that the following 66
was hoped that the general 204
was hoped that the germans 177
was hoped that the increase 84
was hoped that the increasing 110
was hoped that the marriage 60
was hoped that the measures 43
was hoped that the members 105
was hoped that the national 220
was hoped that the northern 43
was hoped that the outcome 43
was hoped that the parties 42
was hoped that the patient 125
was hoped that the present 344
was hoped that the private 74
was hoped that the problem 156
was hoped that the process 135
was hoped that the program 293
was hoped that the project 237
was hoped that the question 83
was hoped that the railway 67
was hoped that the remaining 164
was hoped that the removal 97
was hoped that the research 102
was hoped that the resulting 318
was hoped that the results 582
was hoped that the returns 107
was hoped that the russians 56
was hoped that the schools 46
was hoped that the southern 50
was hoped that the spanish 109
was hoped that the student 77
was hoped that the subject 91
was hoped that the success 117
was hoped that the teachers 42
was hoped thus to prevent 44
was keeping all to herself 43
was keeping out of trouble 61
was keeping them to herself 46
was keeping them to himself 139
was known being in stations 44
was known for the quality 235
was known not to believe 67
was known not to possess 72
was known that an attempt 79
was known that he belonged 47
was known that he carried 75
was known that he desired 79
was known that he enjoyed 57
was known that he favored 84
was known that he himself 48
was known that he planned 49
was known that in addition 50
was known that the addition 51
was known that the admiral 69
was known that the attempt 82
was known that the austrian 115
was known that the average 104
was known that the british 1412
was known that the cabinet 71
was known that the captain 70
was known that the central 90
was known that the chinese 224
was known that the colonel 43
was known that the company 143
was known that the congress 58
was known that the consuls 53
was known that the convert 120
was known that the council 50
was known that the country 200
was known that the decision 55
was known that the duchess 63
was known that the election 80
was known that the elector 66
was known that the emperor 1540
was known that the empress 60
was known that the fairies 74
was known that the federal 59
was known that the flemish 43
was known that the general 410
was known that the germans 822
was known that the greatest 40
was known that the highest 41
was known that the imperial 43
was known that the invasion 90
was known that the italians 50
was known that the marquis 43
was known that the marriage 78
was known that the members 83
was known that the mexican 42
was known that the national 94
was known that the natives 54
was known that the nucleus 56
was known that the officer 99
was known that the passage 47
was known that the patient 102
was known that the patriots 72
was known that the planets 47
was known that the present 43
was known that the process 45
was known that the question 69
was known that the removal 79
was known that the russians 237
was known that the southern 114
was known that the soviets 105
was known that the spanish 380
was known that the subject 137
was known that the surface 47
was known that the turkish 81
was lacking for the parties 41
was lacking was the ability 72
was laden with the perfume 358
was later put in command 41
was later put on display 75
was learning how to conduct 46
was learning how to control 79
was learning how to operate 79
was learning how to survive 86
was leased for the purpose 114
was leased out to private 64
was leased out to tenants 79
was level with the horizon 70
was level with the surface 493
was liable for the balance 98
was liable for the conduct 75
was liable for the damages 482
was liable for the expense 78
was liable for the failure 80
was liable for the payment 449
was liable for the penalty 82
was liable for the resulting 189
was liable for the support 110
was liable for the wrongful 72
was lined with the natives 57
was lined with the schools 77
was lined with the softest 56
was lined with the venetian 69
was lingering near the carriage 42
was longer than is usually 62
was longer than the average 514
was longer than the diameter 42
was longer than the duration 68
was longer than the maximum 47
was longer than the preceding 142
was longer than the present 54
was longer than the previous 110
was looking for an account 42
was looking for an actress 116
was looking for an address 200
was looking for an article 73
was looking for an engineer 68
was looking for an example 129
was looking for an occasion 106
was looking for an officer 73
was looking for an operating 43
was looking for an unknown 53
was looking for me because 70
was looking for my friends 52
was looking for my husband 162
was looking for the address 44
was looking for the answers 70
was looking for the arrival 77
was looking for the bathroom 304
was looking for the captain 58
was looking for the motives 48
was looking for the perfect 458
was looking for the picture 42
was looking for the remains 101
was looking for the treasure 73
was looking out my bedroom 42
was looking out of caverns 107
was looking out the kitchen 225
was looking out the porthole 44
was looking out the windows 246
was looking was as ancient 61
was lower than at present 509
was lower than in britain 107
was lower than in control 184
was lower than in germany 88
was lower than in previous 313
was lower than in western 108
was lower than is usually 44
was lower than it appeared 40
was lower than king richard 79
was lower than the average 5060
was lower than the british 102
was lower than the control 320
