wade of 87 wade of 105
well the 643 well the 85
well as 237 well in 55
well the 43 well the 109
well the 42 well the 66
well the 82 well the 71
well in 43 well the 205
well of 56 well the 56
well the 84 well the 119
well the 90 well an 89
well the 322 well an 43
well the 125 well the 60
well the 61 well in 42
well on 62 well the 51
well to 186 well the 68
well by 57 well in 61
well of 408 well in 56
well the 269 well in 91
well the 41 well the 41
well the 51 well of 62
well by 42 well to 42
well to 87 well of 145
well of 43 well of 106
well of 182 well as 44
well by 49 well of 223
well of 950 well of 184
well of 171 well of 46
well of 123 went of 51
went of 58 went the 50
went in 47 went to 242
went in 55 went on 44
went to 624 went to 105
went to 48 went to 83
went to 50 went to 95
went to 95 went as 67
went as 70 went to 54
went to 137 went in 127
went on 61 went to 143
went of 262 went of 138
went to 74 went the 81
went of 66 went the 44
went the 172 went the 205
went the 203 went us 51
went of 79 went at 53
went in 219 went on 89
went to 64 went of 48
went to 109 went of 210
went on 64 went to 45
went in 116 went on 64
went to 56 went the 94
went of 81 went to 464
went of 64 went to 135
went to 95 went of 98
went to 76 went to 41
went of 739 went of 42
went of 304 went of 56
went of 59 went of 260
went of 77 went of 336
went of 96 went of 58
went of 227 went of 40
went of 52 went of 66
went of 100 went of 41
went of 64 went of 132
went of 83 went of 124
went in 45 went of 67
went of 150 went of 139
went of 44 went of 99
went of 47 went of 82
went of 792 went of 51
went of 63 went of 65
went it 43 went the 40
went the 41 went the 55
went the 47 went the 83
went the 55 went of 45
went the 65 went of 42
went of 55 went as 47
went as 54 went the 62
went of 72 went of 162
went of 305 went of 54
went to 53 went of 52
went to 51 went of 496
went of 42 went as 144
went in 135 went of 237
went on 93 went to 105
went of 46 went to 58
went of 492 went in 41
went of 92 went to 149
went in 84 went of 200
went in 130 went of 47
went of 181 went of 163
went to 80 went to 87
went of 53 went of 166
went of 79 went to 139
went of 561 went of 339
went of 63 went to 94
went he 55 went to 618
went of 575 went of 88
went of 53 went of 54
went in 43 went the 64
went to 135 went of 49
went of 968 went of 66
went at 47 went in 108
went of 5887 went to 61
went in 72 went of 234
went of 49 went of 314
went as 97 went of 2035
went of 59 went in 100
went of 56 went to 49
went of 526 went as 78
went at 124 went by 73
went he 95 went in 333
went of 2415 went on 163
went the 117 went to 368
went of 60 went of 89
went of 48 went of 349
went to 75 went of 96
went at 57 went in 100
went of 410 went on 59
went the 40 went to 332
went the 51 went to 79
went of 111 went by 42
went of 152 were of 93
were of 53 were of 41
were of 395 were in 90
were the 59 were of 90
were of 43 were the 81
were us 65 were the 69
were of 58 were the 55
were to 308 were the 46
were the 47 were the 50
were the 53 were the 47
were it 54 were the 825
were of 43 were to 66
were the 49 were of 63
were of 577 were of 69
were of 54 were it 44
were the 57 were the 339
were me 55 were the 417
were the 129 were to 87
were the 60 were so 55
were of 94 were of 88
were to 282 were to 175
were it 138 were the 221
were to 138 were of 46
were in 42 were it 72
were it 51 were the 117
were my 41 were the 61
were the 108 were the 45
were the 44 were the 92
were the 60 were to 201
were the 130 were it 62
were the 67 were the 80
were it 47 were the 46
were in 107 were on 424
were to 56 were it 94
were the 40 were the 131
were the 65 were to 45
were the 169 were the 167
were or 173 were to 295
were as 78 were as 80
were as 196 were as 60
were to 51 were as 193
were as 336 were as 46
were as 124 were to 294
were as 53 were to 66
were as 61 were to 355
were to 52 were as 50
were as 64 were as 53
were as 45 were as 53
were as 106 were as 390
were in 58 were as 73
were as 91 were as 45
were as 47 were as 65
were as 45 were as 63
were to 59 were at 94
were of 242 were on 61
were of 47 were of 257
were to 49 were of 160
were of 149 were of 878
were as 56 were by 143
were in 69 were at 65
were in 148 were on 160
were to 171 were of 787
were of 154 were of 304
were at 43 were in 73
were on 52 were in 77
were to 50 were in 92
were of 54 were of 180
were of 89 were of 94
were of 829 were of 127
were of 47 were to 489
were of 320 were of 152
were of 93 were of 63
were to 51 were of 50
were to 51 were as 46
were to 103 were of 43
were of 40 were of 122
were in 77 were of 146
were to 119 were in 47
were of 62 were of 183
were of 86 were of 95
were of 40 were to 61
were of 134 were to 75
were of 263 were of 148
were us 97 were the 55
were the 45 were of 246
were to 322 were of 40
were in 230 were in 76
were of 76 were of 50
were of 86 were of 47
were in 50 were of 65
were the 60 were of 77
were the 109 were the 63
were it 42 were the 278
were the 78 were the 72
were the 64 were the 90
were the 67 were to 54
were the 49 were the 158
were the 127 were the 65
were the 213 were the 195
were the 145 were of 631
were the 55 were the 140
were the 80 were the 62
were the 144 were the 40
were the 90 were the 48
were the 62 were the 284
were it 177 were the 238
were the 44 were my 50
were the 73 were on 65
were the 63 were the 401
were the 384 were the 43
were the 73 were the 66
were of 66 were the 84
were it 42 were the 75
were the 73 were to 70
were an 75 were it 65
were the 1027 were on 189
were to 215 were as 86
were it 81 were the 70
were the 459 were the 422
were the 75 were the 50
were the 295 were the 130
were the 74 were the 81
were the 105 were to 67
were the 321 were to 42
were the 44 were the 46
were the 50 were the 239
were the 59 were the 45
were the 255 were the 56
were of 46 were of 76
were of 52 were the 51
were of 4023 were of 179
were of 523 were of 308
were the 451 were the 112
were of 49 were of 65
were me 58 were on 43
were of 42 were as 111
were to 46 were as 45
were in 77 were of 55
were of 60 were of 53
were of 193 were of 48
were of 155 were of 184
were of 312 were of 349
were of 152 were in 49
were of 44 were of 187
were of 275 were of 52
were of 74 were of 58
were the 57 were at 53
were on 63 were to 74
were of 46 were to 137
were in 49 were of 46
were the 61 were it 82
were the 76 were the 49
were to 148 were of 761
were of 154 were of 48
were of 192 were of 70
were of 5397 were of 219
were of 84 were of 496
were of 43 were of 41
were of 51 were of 142
were at 52 were of 121
were the 56 were or 60
were of 47 were up 96
were the 40 were of 70
were to 87 were the 83
were the 47 were as 53
were of 63 were in 72
were of 60 were of 347
were to 63 were in 43
were in 158 were at 50
were to 46 were the 50
were of 51 were of 57
were of 61 were the 64
were by 52 were the 77
were the 82 were by 574
were in 104 were on 49
were to 81 were of 148
were of 183 were of 57
were of 61 were of 57
were of 42 were of 53
were of 65 were of 125
were of 177 were of 217
were of 79 were of 142
were by 693 were in 112
were the 59 were the 69
were the 346 were the 189
were the 66 were the 54
were the 208 were of 104
were the 50 were in 87
were the 100 were the 87
were the 63 were the 112
were to 86 were by 54
were in 120 were my 42
were the 139 were as 311
were at 228 were in 355
were on 176 were to 383
were the 281 were to 58
were by 61 were to 43
were of 97 were the 360
were the 96 were of 67
were of 46 were to 54
were of 43 were on 312
were of 107 were of 60
were the 40 were the 122
were in 94 were or 48
were in 141 were of 92
were of 148 were to 179
were of 53 were of 52
were of 66 were in 61
were by 40 were to 41
were to 403 were the 51
were the 166 were the 107
were in 50 were the 382
were the 515 were the 59
were of 59 were of 68
were of 429 were of 77
were of 63 were of 117
were of 133 were to 49
were by 45 were to 120
were of 694 were of 89
were of 58 were the 78
were the 71 were the 53
were the 49 were the 76
were the 125 were the 109
were in 54 were the 108
were the 288 were to 126
were the 43 were the 67
were the 78 were the 51
were the 114 were the 234
were the 105 were the 65
were the 106 were the 139
were the 42 were the 44
were the 119 were the 90
were the 47 were the 56
were the 208 were the 87
were the 222 were to 116
were an 42 were the 115
were the 56 were the 65
were an 156 were the 381
were the 288 were the 1081
were the 159 were the 173
were the 89 were it 58
were of 65 were to 175
were of 116 were of 56
were of 201 were of 84
were of 367 were to 40
were of 57 were of 104
were of 419 were of 101
were of 80 were of 46
were of 116 were the 41
were as 131 were of 50
were of 812 were the 160
were of 62 were the 261
were the 56 were in 41
were the 51 were of 59
were of 59 were in 87
were as 54 were by 53
were to 63 were to 67
were of 76 were the 87
were the 123 were as 47
were in 377 were to 269
were the 43 were of 190
were the 52 were the 59
were in 58 were to 274
were to 71 were of 50
were of 92 were to 94
were the 52 were the 253
were the 58 were to 46
were the 172 were the 49
were the 46 were the 91
were the 109 were the 102
were the 77 were the 63
were the 75 were the 51
were as 102 were the 126
were the 172 were the 44
were the 58 were the 65
were in 51 were the 165
were the 60 were the 54
were the 92 were the 179
were the 522 were an 127
were the 185 were the 180
were the 170 were the 347
were to 270 were the 249
were the 48 were the 324
were in 115 were to 48
were in 60 were to 145
were at 42 were of 56
were of 44 were the 50
were the 76 were in 53
were of 53 were the 96
were of 121 were the 45
were the 61 were in 122
were on 120 were of 58
were of 444 were of 54
were the 52 were the 80
were the 65 were the 41
were to 286 were of 632
were of 76 were of 81
were of 67 were of 48
were of 125 were to 214
were of 170 were of 295
were of 65 were in 84
were of 58 were to 101
were as 494 were at 93
were by 468 were if 54
were in 516 were on 68
were or 40 were the 68
were the 52 were the 118
were of 55 were an 164
were of 134 were of 55
were to 93 were he 57
were to 148 were the 100
were to 77 were the 64
were the 109 were by 189
were by 655 were in 44
were by 45 were by 145
were in 53 were the 61
were the 51 were on 77
were by 169 were in 44
were or 66 were the 136
were by 41 were the 44
were of 46 were of 73
were to 42 were of 44
were of 40 were in 91
were the 46 were the 55
were the 70 were the 78
were the 46 were the 103
were the 99 were on 40
were to 148 were the 60
were the 50 were the 78
were the 48 were the 40
were the 304 were the 52
were the 45 were of 51
were the 45 were to 408
were the 99 were the 288
were the 75 were the 293
were the 79 were the 46
were the 50 were the 131
were to 70 were of 77
were the 89 were the 72
were the 59 were an 80
were the 643 were to 69
were the 191 were the 204
were the 78 were of 165
were the 46 were it 60
were the 349 were an 51
were the 120 were in 184
were on 282 were the 78
were the 85 were the 44
were of 125 were the 74
were of 146 were the 308
were of 83 were the 171
were the 111 were the 71
were the 177 were the 59
were at 71 were the 62
were the 75 were the 55
were it 98 were the 90
were of 265 were of 198
were of 44 were of 190
were of 96 were of 104
were of 97 were of 52
were of 83 were of 45
were the 45 were the 94
were the 54 were it 44
were the 46 were the 66
were the 43 were up 105
were the 54 were the 223
were the 106 were the 156
were the 85 were the 187
were the 97 were the 51
were the 54 were the 84
were an 44 were the 309
were it 54 were the 232
were an 43 were the 64
were the 68 were the 88
were the 141 were the 46
were the 539 were the 54
were the 129 were to 52
were the 92 were the 104
were the 114 were the 59
were the 99 were at 70
were in 192 were of 53
were of 56 were of 45
were of 61 were of 98
were of 53 were of 93
were of 58 were of 104
were in 59 were of 57
were to 177 were the 43
were the 94 were to 42
were of 337 were of 59
were to 57 were of 1495
were at 43 were in 78
were in 53 were of 124
were in 156 were on 48
were in 47 were of 83
were the 79 were the 110
were the 176 were the 184
were the 67 were the 94
were as 51 were by 46
were or 64 were of 56
were of 893 were in 245
were of 190 were to 70
were to 60 were at 89
were in 169 were of 88
were in 83 were of 1476
were of 94 were the 69
were it 96 were the 98
were to 55 were the 63
were to 51 were to 40
were to 312 were to 189
were to 42 were to 49
were to 115 were an 65
were in 161 were it 1396
were or 68 were the 7316
were to 62 were the 57
were the 93 were the 357
were to 41 were in 43
were to 40 were the 41
were the 166 were to 276
were the 53 were of 46
were he 56 were in 348
were it 116 were the 102
were in 116 were on 81
were the 68 were in 104
were the 61 were to 40
were in 348 were on 180
were as 43 were the 395
were to 211 were the 48
were the 49 were the 127
were to 293 were the 42
were or 44 were to 936
were at 46 were to 434
were the 59 were the 62
were in 53 were or 164
were the 43 were to 1520
were the 47 were or 62
were the 80 were the 65
were the 46 were on 233
were the 108 were to 42
were up 153 were the 53
were to 170 were the 133
were the 78 were an 126
were in 131 were the 183
were in 51 were or 48
were the 118 were it 62
were the 102 were the 102
were of 630 were the 41
were the 180 were the 250
were the 55 were the 42
were the 50 were it 56
were the 125 were to 50
were the 59 were the 61
were the 56 were the 91
were the 115 were as 93
were in 68 were the 65
were the 116 were the 120
were the 75 were in 105
were the 56 were the 410
were in 130 were the 118
were the 50 were to 66
were the 57 were in 75
were as 93 were by 87
were in 251 were or 63
were to 2145 were the 120
were the 173 were as 115
were at 222 were in 1068
were on 511 were the 51
were of 56 were an 47
were in 150 were the 343
were the 148 were the 46
were to 68 were at 55
were by 60 were in 127
were on 332 were to 186
were the 108 were to 68
were the 115 were an 61
were the 244 were the 220
were the 117 were the 49
were it 46 were the 85
were the 173 were on 374
were it 45 were the 147
were the 58 were the 64
were the 49 were to 44
were the 238 were by 88
were in 145 were to 1314
were the 111 were the 101
were in 47 were to 41
were in 116 were the 66
were in 44 were on 2073
were to 356 were it 84
were the 597 were by 112
were in 216 were on 492
were or 45 were the 180
were the 144 were in 43
were on 129 were an 51
were in 90 were the 771
were in 47 were the 79
were as 206 were at 112
were by 360 were in 604
were it 79 were on 351
were or 70 were the 328
were to 1728 were the 797
were in 165 were the 58
were the 59 were of 63
were the 210 were of 56
were of 198 were the 42
were to 246 were of 98
were of 153 were the 61
were in 45 were to 222
were of 143 were of 92
were of 54 were ii 49
were of 56 were the 175
were the 125 were the 118
were the 82 were the 173
were the 87 were the 136
were the 194 were the 44
were the 112 were the 338
were the 61 were the 58
were the 117 were the 72
were in 53 were the 82
were the 42 were the 120
were the 440 were the 573
were the 60 were the 95
were the 116 were the 60
were the 121 were to 60
were in 45 were the 278
were of 91 were of 379
were the 41 were the 45
were to 69 were the 202
were the 79 were of 42
were to 72 were of 43
were the 59 were the 58
were by 127 were in 72
were to 41 were of 612
were the 52 were in 44
were in 99 were the 40
were the 67 were of 120
were to 63 were the 64
were to 50 were in 87
were in 47 were of 50
were the 45 were of 99
were to 40 were of 54
were to 42 were of 57
were of 63 were of 66
were the 405 were to 128
were in 59 were of 45
were of 77 were the 41
were the 63 were of 50
were of 56 were of 215
were of 47 were of 43
were of 95 were of 74
were of 43 were of 51
were of 58 were of 40
were of 49 were of 59
were of 182 were of 138
were of 57 were of 80
were of 95 were of 67
were the 309 were of 99
were the 57 were the 54
were the 54 were the 47
were the 59 were the 67
were the 92 were to 49
were the 49 were the 57
were the 91 were the 82
were to 60 were in 102
were of 61 were ii 64
were in 86 were of 63
were to 120 were of 66
were of 147 were in 56
were of 44 were of 271
were to 91 were of 404
were of 112 were of 325
were of 156 were of 59
were no 94 were the 86
were the 43 were the 76
were the 40 were the 363
were of 57 were the 41
were the 82 were of 254
were of 44 were the 52
were to 93 were the 202
were to 104 were the 41
were the 122 were the 40
were the 166 were of 45
were the 54 were in 48
were to 51 were of 293
were the 95 were the 176
were of 64 were of 1031
were of 135 were of 379
were of 97 were of 86
were of 565 were in 95
were at 59 were by 249
were in 107 were by 48
were by 41 were to 48
were by 68 were in 44
were to 47 were of 65
were to 75 were to 102
were to 70 were the 44
were of 89 were in 67
were in 81 were in 60
were at 59 were in 172
were on 56 were or 44
were of 634 were to 124
were by 81 were on 99
were or 46 were in 57
were it 78 were the 191
were by 44 were of 229
were as 41 were to 102
were in 413 were as 307
were at 73 were by 955
were in 1438 were on 182
were or 55 were to 79
were to 241 were as 919
were at 672 were by 2536
were in 13172 were on 3014
were or 271 were the 77
were to 82 were the 40
were at 45 were as 47
were the 193 were the 48
were to 78 were of 40
were to 65 were to 44
were by 65 were of 74
were of 83 were the 57
were the 84 were the 54
were in 56 were of 53
were of 51 were the 66
were in 44 were the 92
were in 51 were the 133
were it 58 were the 57
were of 95 were the 45
were to 168 were the 317
were in 100 were by 109
were the 138 were the 49
were on 58 were the 53
were to 54 were of 128
were the 84 were the 90
were in 45 were an 77
were the 155 were in 170
were the 78 were the 56
were the 44 were the 408
were the 43 were the 251
were the 67 were the 60
were the 82 were the 108
were the 126 were as 163
were by 51 were in 307
were the 448 were to 77
were in 178 were on 62
were the 150 were in 143
were on 124 were in 88
were it 41 were the 71
were in 257 were on 344
were the 100 were to 48
were an 198 were in 119
were it 45 were on 263
were the 311 were the 155
were the 142 were the 85
were the 55 were an 66
were at 97 were in 194
were the 373 were the 166
were the 40 were in 64
were to 595 were the 89
were in 713 were on 175
were to 69 were to 148
were it 42 were the 418
were in 48 were the 140
were to 59 were the 43
were to 175 were to 47
were to 66 were of 44
were in 40 were by 41
were in 73 were in 45
were of 854 were to 50
were of 70 were of 109
were in 137 were the 65
were by 41 were in 223
were or 72 were as 138
were by 536 were in 77
were by 84 were as 84
were of 102 were of 170
were to 45 were to 43
were of 78 were of 60
were of 133 were of 128
were of 60 were of 55
were of 129 were of 377
were of 163 were of 193
were of 219 were to 58
were of 50 were of 91
were the 124 were the 48
were by 200 were of 49
were to 156 were of 45
were of 48 were of 50
were to 108 were of 51
were to 46 were to 105
were by 40 were to 424
were of 62 were of 41
were of 109 were to 46
were of 58 were of 54
were of 260 were of 76
were of 212 were of 74
were of 47 were of 62
were of 129 were of 85
were of 398 were to 324
were of 553 were of 71
were of 131 were of 507
were of 70 were of 87
were of 42 were of 65
were of 316 were to 109
were of 46 were of 57
were of 100 were of 55
were of 205 were of 64
were of 77 were the 78
were of 42 were as 48
were to 458 were the 70
were of 147 were of 89
were an 61 were it 70
were the 531 were the 75
were the 322 were the 87
were the 50 were the 40
were the 68 were the 88
were the 247 were the 103
were the 109 were the 137
were the 94 were the 43
were the 154 were the 297
were the 136 were the 58
were the 198 were the 639
were the 141 were the 205
were the 241 were the 71
were the 141 were the 554
were of 52 were the 94
were the 43 were the 204
were the 102 were the 43
were the 60 were the 706
were the 106 were the 227
were the 89 were the 429
were the 179 were the 73
were the 113 were the 45
were the 614 were the 438
were the 76 were the 47
were the 185 were the 52
were it 58 were the 554
were the 59 were the 50
were the 368 were the 385
were the 40 were an 40
were the 651 were the 141
were an 150 were it 99
were the 1224 were the 131
were it 40 were the 1893
were an 98 were the 626
were the 159 were the 46
were the 47 were the 43
were the 55 were the 54
were the 137 were the 635
were the 195 were to 174
were it 52 were the 403
were the 80 were the 568
were the 166 were the 47
were the 73 were in 58
were an 58 were it 89
were the 1598 were in 72
were the 45 were it 52
were the 436 were of 54
were the 42 were as 44
were to 70 were the 46
were of 69 were the 444
were us 58 were the 43
were in 306 were on 79
were of 42 were the 125
were of 115 were of 64
were as 607 were as 173
were in 53 were in 112
were on 43 were it 88
were of 75 were of 43
were in 149 were of 289
were to 128 were of 49
were of 40 were of 48
were of 222 were of 309
were of 87 were of 50
were as 42 were at 52
were in 887 were on 258
were to 255 were in 61
were of 49 were of 49
were the 44 were in 71
were to 76 were of 54
were to 174 were of 57
were to 49 were of 49
were of 211 were in 54
were the 52 were the 201
were the 44 were the 125
were the 199 were the 172
were the 607 were the 93
were the 899 were the 68
were the 42 were the 48
were the 55 were the 42
were in 64 were of 47
were of 71 were of 183
were at 66 were in 45
were on 226 were to 55
were the 156 were of 1253
were in 45 were of 476
were at 112 were in 44
were of 118 were at 41
were the 196 were by 311
were of 58 were as 232
were at 331 were by 383
were in 492 were on 1759
were so 118 were the 63
were to 672 were to 514
were in 104 were on 75
were to 44 were in 87
were on 100 were as 151
were at 281 were by 124
were in 843 were on 592
were to 55 were of 96
were at 181 were in 106
were of 192 were of 49
were in 105 were at 132
were in 338 were the 71
were at 44 were in 86
were of 59 were of 99
were of 56 were in 127
were of 43 were of 49
were of 173 were of 40
were of 45 were of 237
were of 267 were of 40
were the 121 were the 157
were the 115 were it 125
were the 127 were the 135
were the 44 were in 56
were on 163 were on 49
were of 485 were the 43
were to 70 were of 82
were of 125 were the 76
were the 94 were the 43
were the 67 were the 205
were of 63 were the 97
were the 44 were the 70
were to 70 were the 55
were of 229 were of 81
were to 200 were me 141
were the 51 were of 263
were the 47 were to 51
were me 129 were as 65
were to 54 were me 41
were in 48 were it 232
were of 149 were the 141
were to 88 were me 98
were the 112 were to 68
were me 221 were me 49
were the 233 were me 60
were the 71 were the 49
were in 48 were to 54
were to 142 were of 49
were to 50 were in 51
were to 62 were in 44
were to 68 were in 53
were in 49 were of 40
were to 84 were of 43
were of 47 were in 43
were of 119 were to 59
were in 97 were the 46
were the 253 were the 101
were the 46 were the 61
were the 59 were the 61
were the 47 were the 50
were the 40 were of 51
were the 49 were the 175
were the 176 were the 56
were of 72 were the 187
were to 42 were the 91
were of 56 were of 45
were to 64 were of 46
were to 43 were the 49
were of 43 were of 125
were of 47 were of 104
were as 43 were the 376
were iv 57 were of 534
were the 79 were of 149
were of 70 were of 234
were to 85 were of 277
were of 59 were at 112
were by 129 were to 47
were to 330 were of 109
were of 574 were of 187
were as 88 were by 258
were in 67 were on 42
were to 76 were in 469
were it 54 were it 55
were the 137 were the 62
were the 132 were the 174
were the 51 were the 44
were the 75 were the 47
were the 55 were the 40
were the 261 were of 55
were to 120 were of 49
were of 192 were in 82
were of 44 were of 40
were to 42 were of 43
were the 53 were the 51
were to 40 were of 43
were of 50 were the 126
were by 78 were of 53
were in 53 were of 44
were to 79 were if 128
were or 128 were or 70
were in 718 were on 52
were to 113 were to 68
were of 104 were of 130
were of 86 were the 56
were of 107 were of 74
were in 70 were of 220
were of 76 were of 52
were of 56 were the 59
were of 43 were to 78
were to 64 were of 332
were of 167 were of 135
were of 58 were in 56
were the 87 were in 55
were of 124 were to 270
were of 54 were of 57
were of 51 were of 79
were of 45 were of 41
were of 46 were of 53
were of 53 were of 256
were to 74 were of 681
were of 47 were of 57
were of 43 were of 232
were of 43 were of 332
were the 41 were the 59
were the 92 were of 163
were in 222 were in 581
were as 96 were to 60
were in 104 were to 378
were of 63 were of 161
were of 52 were of 264
were by 381 were to 56
were of 45 were the 43
were the 82 were the 66
were the 99 were the 54
were the 58 were of 63
were in 68 were of 52
were of 262 were of 66
were of 42 were of 49
were of 40 were of 95
were of 145 were of 451
were of 71 were of 209
were of 68 were of 370
were the 64 were of 550
were at 253 were in 211
were or 55 were of 57
were by 45 were to 73
were by 103 were of 75
were of 51 were the 60
were the 230 were of 47
were in 119 were the 44
were in 101 were the 201
were the 53 were to 45
were by 138 were in 150
were in 50 were ii 54
were to 46 were of 119
were to 47 were in 251
were to 90 were in 55
were in 63 were on 42
were of 46 were of 40
were the 63 were of 49
were the 70 were the 44
were the 67 were the 62
were the 49 were the 56
were the 105 were the 65
were the 96 were the 89
were as 73 were at 77
were in 201 were on 69
were or 63 were of 63
were of 45 were of 144
were of 827 were to 41
were of 251 were of 40
were of 48 were of 190
were of 44 were of 104
were of 52 were of 57
were of 115 were an 85
were the 107 were an 143
were the 68 were to 62
were in 70 were of 140
were of 216 were of 85
were to 264 were of 81
were to 50 were as 47
were in 44 were of 49
were of 67 were of 216
were of 114 were of 68
were of 62 were of 57
were of 109 were of 206
were of 46 were as 98
were by 63 were in 1845
were it 99 were the 169
were to 71 were the 206
were us 42 were the 102
were by 66 were the 233
were the 49 were the 130
were the 44 were the 609
were in 60 were to 250
were no 40 were the 116
were the 48 were the 257
were the 101 were to 129
were the 47 were to 186
were of 55 were the 64
were the 43 were the 98
were at 59 were by 41
were in 176 were to 49
were of 142 were as 114
