wages grown 51 wages risen 112
which given 122 which taken 55
while equal 50 while growing 531
while small 170 while still 260
while growing 131 while still 278
while climb 42 while serve 50
while guard 53 while praying 50
while growing 65 while still 67
while working 46 while people 52
while sides 42 while others 333
while souls 43 while earthly 53
while steps 98 while about 52
while burning 89 whose after 51
whose grown 40 whose grown 58
wider apart 741 winds began 45
winds nation 116 winds above 53
within period 41 within after 1817
within after 101 within after 587
within after 194 within after 1395
witty which 50 wives lived 71
wives white 81 wives needs 149
wives burnt 47 wives given 59
wives hungry 52 wives often 121
wives slain 61 wives still 117
wives taken 211 wives under 99
wives waiting 63 wives apart 226
woman knock 46 woman harry 69
woman acute 49 woman asthma 86
women first 40 women pouring 55
women running 280 women rushing 46
women abuse 123 women china 42
women danger 90 women every 137
women fifty 50 women mines 50
women nearby 139 women rural 41
women working 268 women naked 78
women found 64 women lived 42
women often 69 women taken 241
women boats 52 women camps 124
women alone 59 women under 61
women within 47 women often 41
women about 55 women small 63
women place 216 women round 87
women about 140 women about 140
women added 133 women again 57
women alike 141 women alive 74
women alone 114 women armed 43
women asked 76 women badly 47
women beaten 191 women blown 40
women borne 40 women bound 76
women burnt 546 women cared 48
women daily 46 women dancing 83
women digging 42 women drawn 153
women either 492 women fired 46
women first 392 women fleeing 230
women found 817 women freed 51
women getting 73 women given 391
women hanged 48 women happy 44
women heaped 95 women helping 51
women hired 128 women hungry 51
women later 92 women lined 75
women looking 57 women milling 41
women mingled 169 women moved 290
women nearly 62 women never 184
women often 700 women passing 80
women picking 58 women piled 58
women pouring 43 women praying 43
women quite 43 women raped 119
women running 547 women rushing 84
women saved 466 women seated 158
women shown 48 women sitting 493
women slain 1133 women staying 41
women still 675 women swept 66
women taken 3958 women thrown 440
women thrust 41 women toiling 57
women under 219 women urged 43
women waiting 260 women walking 151
women weeping 78 women within 80
women working 351 women honor 64
women users 45 women times 47
women often 268 women times 73
women joining 48 women social 67
women labor 61 women often 41
women noble 90 women doric 66
women lives 141 women under 68
women working 52 words words 74
words people 53 words topic 86
world rending 60 world about 53
worse wives 48 would place 82
would action 54 would longer 413
would walls 77 would names 64
would right 185 would aided 104
would under 54 would within 48
would under 45 would within 119
would given 63 would taken 206
would place 271 would about 143
would about 77 would within 59
would within 95 would acted 91
would borne 96 would dared 210
would found 454 would given 297
would known 1071 would moved 60
would shown 67 would spent 52
would taken 1745 would tried 47
would under 40 would voted 66
would about 285 would sense 43
would place 1537 would given 42
would known 63 would taken 139
would within 79 would about 95
would names 53 would people 51
would anything 48 would longer 99
would action 105 would child 358
would ethnic 81 would father 144
would first 66 would level 162
would mother 166 would sense 55
would social 55 would state 94
would style 166 would teaching 61
would usual 130 would views 89
would working 221 would writing 46
wound cutting 99 wrongs right 50
