war a kingly crown to 58
was a case which the 172
was a case within the 221
was a case worthy of 86
was a cave known as 57
was a cave under the 46
was a cave where the 73
was a cell phone in 57
was a cheap grade of 41
was a cheap method of 159
was a cheap piece of 107
was a cheap place to 237
was a cheap price to 832
was a cheap trick to 73
was a city built by 195
was a city built in 81
was a city built of 76
was a city built on 749
was a city built to 44
was a city close to 44
was a city obeying the 66
was a city ruled by 92
was a city taken by 66
was a city under the 105
was a city where he 100
was a city where no 42
was a city where the 533
was a city within the 135
was a clean piece of 48
was a clean sheet of 65
was a clean slate on 80
was a clean smell of 85
was a clean sweep of 283
was a clear abuse of 477
was a clear appeal to 99
was a clear breach of 2034
was a clear chain of 93
was a clear change in 370
was a clear change of 153
was a clear clash of 68
was a clear danger of 158
was a clear danger to 122
was a clear denial of 875
was a clear error of 119
was a clear feeling of 61
was a clear field of 128
was a clear focus on 140
was a clear growth in 41
was a clear image of 95
was a clear index of 80
was a clear issue of 79
was a clear leader in 41
was a clear limit to 105
was a clear logic to 49
was a clear morning in 108
was a clear night as 40
was a clear night in 100
was a clear night of 97
was a clear notion of 70
was a clear patch of 74
was a clear piece of 136
was a clear point of 58
was a clear proof of 781
was a clear proof to 50
was a clear sense in 95
was a clear sense of 1041
was a clear sheet of 67
was a clear shift in 577
was a clear shift of 150
was a clear shift to 88
was a clear showing of 87
was a clear space in 142
was a clear space of 500
was a clear space on 67
was a clear split in 84
was a clear stream of 62
was a clear title to 58
was a clear token of 43
was a clear trend in 211
was a clear trend of 183
was a clear trend to 89
was a clear vision of 180
was a clear warning in 41
was a clear warning of 226
was a clear warning to 1070
was a clear waste of 127
was a club known as 47
was a club where the 50
was a coal miner at 61
was a coal miner in 257
was a coal stove in 61
was a code clerk in 55
was a cold chill in 50
was a cold evening in 243
was a cold feeling in 87
was a cold glint in 59
was a cold gnawing in 115
was a cold light in 65
was a cold morning in 374
was a cold morning of 101
was a cold night in 701
was a cold night of 45
was a cold piece of 55
was a cold place in 74
was a cold place to 61
was a cold pudding on 52
was a cool evening in 107
was a cool morning in 153
was a cool night in 101
was a cool place in 50
was a cool place to 202
was a cool scent of 70
was a core group of 570
was a core issue in 73
was a core tenet of 43
was a core value in 43
was a core value of 79
was a cozy place to 83
was a crew chief on 52
was a crying shame to 158
was a curt order to 45
was a damn close thing 49
was a damn shame he 56
was a damn shame the 54
was a damn shame to 402
was a damn silly thing 96
was a damp chill in 212
was a damp feeling in 46
was a damp patch on 114
was a damp smell of 75
was a dank smell of 49
was a daring piece of 161
was a dark brown or 43
was a dark brown to 46
was a dark cloud at 97
was a dark cloud in 103
was a dark cloud of 135
was a dark cloud on 131
was a dark flood of 59
was a dark flush on 58
was a dark frown on 48
was a dark gloom in 60
was a dark horse in 83
was a dark night in 259
was a dark night of 161
was a dark night on 53
was a dark opening in 50
was a dark patch in 80
was a dark patch of 122
was a dark patch on 99
was a dark period in 499
was a dark period of 156
was a dark piece of 66
was a dark place in 40
was a dark satyr in 148
was a dark scowl on 49
was a dark shade of 308
was a dark shape in 123
was a dark shape on 61
was a dark smile on 120
was a dark space in 41
was a dark stain of 93
was a dark stain on 504
was a dark streak of 40
was a dark wound in 70
was a dash about the 40
was a debt which he 88
was a debt which the 62
was a deed worthy of 257
was a deep agent in 44
was a deep basin of 82
was a deep change in 86
was a deep cleft in 193
was a deep crack in 50
was a deep ditch on 100
was a deep ditch or 47
was a deep feeling in 64
was a deep feeling of 905
was a deep flush on 107
was a deep frown on 166
was a deep gouge in 45
was a deep grief to 262
was a deep growl of 57
was a deep gully in 54
was a deep human as 77
was a deep irony in 68
was a deep layer of 183
was a deep level of 52
was a deep lover of 58
was a deep pathos in 72
was a deep pause of 97
was a deep reader of 51
was a deep sense of 2890
was a deep shade of 428
was a deep sheet of 59
was a deep shock to 232
was a deep split in 82
was a deep streak of 45
was a deep study of 40
was a deep thrill in 85
was a deep wound in 186
was a deep wound on 91
was a deep wound to 77
was a deep yearning in 42
was a desk clerk at 45
was a dire warning of 46
was a dire warning to 41
was a door close to 40
was a door opening on 116
was a door opening to 70
was a door which he 54
was a dream about my 50
was a dream about the 116
was a dream never to 92
was a dream which he 109
was a dream world of 62
was a dream worthy of 51
was a drug clerk in 45
was a drug dealer in 99
was a drug dealer or 101
was a drug store in 45
was a drug store on 51
was a drum major in 87
was a dull crack as 43
was a dull evening in 41
was a dull noise of 43
was a dull piece of 45
was a dull place to 58
was a dull roaring in 62
was a dull round of 42
was a dull sense of 79
was a dull shade of 60
was a dull sound of 314
was a dull space of 75
was a dull stare in 388
was a dumb place to 60
was a duty under the 50
was a duty which he 654
was a duty which no 213
was a duty which the 436
was a duty which we 53
was a face known to 70
was a face looking at 42
was a face looking in 123
was a face never to 51
was a face which at 46
was a face which he 47
was a face which the 56
was a fact about the 69
was a fact issue as 61
was a fact known to 549
was a fact noted by 43
was a fact which he 303
was a fact which it 81
was a fact which no 204
was a fact which the 506
was a fact within the 89
was a fact worthy of 101
was a fair fight in 107
was a fair fight on 108
was a fair guide to 42
was a fair index of 241
was a fair index to 262
was a fair judge of 303
was a fair level of 49
was a fair method of 84
was a fair piece of 168
was a fair place to 84
was a fair price at 75
was a fair price in 70
was a fair price to 462
was a fair rival to 42
was a fair share of 344
was a fair showing of 40
was a fair sight to 228
was a fair stock of 49
was a fair warning to 76
was a faith based on 102
was a farm owned by 152
was a faro table in 41
was a fast track to 87
was a fate which the 66
was a feast given by 62
was a feast given in 48
was a feast given to 42
was a feast worthy of 86
was a fief under the 41
was a fifth wheel in 56
was a fifth wheel to 44
was a file clerk in 49
was a film about the 429
was a film based on 131
was a fine array of 129
was a fine blend of 160
was a fine bunch of 85
was a fine burst of 61
was a fine coating of 48
was a fine crowd of 48
was a fine dusting of 47
was a fine evening in 389
was a fine evening so 47
was a fine feather in 40
was a fine feeling of 63
was a fine feeling to 126
was a fine field of 130
was a fine flock of 51
was a fine group of 279
was a fine grove of 246
was a fine growth of 77
was a fine house in 118
was a fine irony in 88
was a fine irony of 41
was a fine judge of 609
was a fine jungle of 43
was a fine layer of 184
was a fine leader of 75
was a fine model of 168
was a fine morning in 591
was a fine morning on 91
was a fine night in 96
was a fine night to 157
was a fine noise of 61
was a fine patch of 60
was a fine period in 52
was a fine piece of 4901
was a fine place in 113
was a fine place to 1903
was a fine point of 255
was a fine print of 47
was a fine proof of 88
was a fine sense of 207
was a fine setting of 53
was a fine shade of 62
was a fine sheen of 139
was a fine sheet of 128
was a fine sight as 263
was a fine sight in 92
was a fine sight on 48
was a fine sight to 3453
was a fine smell of 63
was a fine spray of 63
was a fine stand of 105
was a fine start to 60
was a fine state of 229
was a fine steed of 82
was a fine stream of 230
was a fine study in 41
was a fine study of 69
was a fine table of 52
was a fine touch of 202
was a fine tract of 78
was a fine trait in 129
was a fine trait of 45
was a fine trick to 134
was a fine woman in 95
was a fine woman of 63
was a fire blazing in 197
was a fire blazing on 42
was a fire burning at 44
was a fire burning in 2999
was a fire burning on 549
was a fire roaring in 57
was a fire under the 61
was a fire waiting to 50
was a fire within the 90
was a firm basis of 49
was a firm grasp of 102
was a firm knock at 76
was a firm knock on 141
was a firm sense of 62
was a firm tenet of 40
was a fish taken in 41
was a fist fight in 44
was a flat denial of 232
was a flat field of 45
was a flat piece of 836
was a flat plain of 78
was a flat plate of 70
was a flat sheet of 75
was a flat space of 85
was a flat stone on 52
was a flat strip of 77
was a flying visit to 98
was a fool about the 40
was a foot above the 190
was a foot below the 91
was a ford below the 69
was a ford where the 67
was a form which he 64
was a form which the 42
was a fort built by 258
was a fort built of 104
was a foul smell in 87
was a foul smell of 53
was a foul taste in 126
was a free agent as 146
was a free agent at 81
was a free agent he 51
was a free agent in 387
was a free agent on 45
was a free agent or 55
was a free agent to 69
was a free fight in 125
was a free grant of 47
was a free issue of 46
was a free lance in 127
was a free liver on 68
was a free negro of 41
was a free press in 40
was a free state in 67
was a free trade in 106
was a free woman at 44
was a free woman in 99
was a free woman of 232
was a frog lived in 152
was a full array of 83
was a full force of 52
was a full glass of 68
was a full house at 151
was a full house in 53
was a full house of 98
was a full house on 54
was a full house to 40
was a full meeting at 53
was a full meeting of 392
was a full plate of 43
was a full proof of 70
was a full quota of 50
was a full round of 60
was a full share of 96
was a full slate of 41
was a full staff of 65
was a fuss about it 42
was a gala evening at 100
was a gala event in 92
was a gala night at 188
was a gala night in 84
was a gale blowing in 45
was a game based on 44
was a game where the 101
was a game which he 112
was a game which the 78
was a gaping wound in 192
was a gate opening on 53
was a giant piece of 40
was a gift given by 115
was a gift given to 403
was a gift under the 86
was a gift which he 93
was a gift which the 86
was a gift worthy of 151
was a girl about my 227
was a girl about the 82
was a girl after my 43
was a girl again in 57
was a girl growing up 740
was a girl sitting at 85
was a girl sitting in 122
was a girl sitting on 162
was a girl still in 49
was a girl under the 61
was a girl waiting to 62
was a girl working in 56
was a glad event in 82
was a glad flash in 66
was a glad piece of 126
was a glad sight to 142
was a goal worthy of 143
was a gold chain of 90
was a gold miner in 82
was a gold piece of 63
was a gold watch at 56
was a gold wedding ring 98
was a good action to 41
was a good actor in 83
was a good actor or 74
was a good basis on 61
was a good basis to 49
was a good blend of 82
was a good booty to 60
was a good buddy of 146
was a good bunch of 113
was a good catch of 48
was a good cause of 349
was a good cause to 89
was a good change of 77
was a good change to 56
was a good check on 41
was a good child on 50
was a good child to 45
was a good chunk of 148
was a good class of 69
was a good color on 55
was a good cover of 60
was a good crowd at 122
was a good crowd in 98
was a good crowd of 156
was a good crowd on 94
was a good crowd to 41
was a good eight or 47
was a good father in 111
was a good father to 1217
was a good feeling at 45
was a good feeling in 264
was a good feeling of 129
was a good feeling to 2270
was a good field of 138
was a good field to 48
was a good fight to 41
was a good gauge of 72
was a good grade of 99
was a good group of 193
was a good growth of 139
was a good guide to 280
was a good habit to 87
was a good hatch of 40
was a good hater as 42
was a good hater of 110
was a good horse to 64
was a good hotel at 61
was a good hotel in 61
was a good house at 59
was a good house in 83
was a good house of 64
was a good house to 80
was a good index of 461
was a good index to 100
was a good issue to 48
was a good judge in 115
was a good judge of 8912
was a good laugh at 110
was a good layer of 44
was a good leader in 83
was a good leader of 201
was a good league to 74
was a good level of 158
was a good light in 73
was a good light on 68
was a good match in 71
was a good match to 149
was a good maxim of 53
was a good meeting to 46
was a good method of 358
was a good method to 136
was a good model of 167
was a good model to 80
was a good morning to 128
was a good mother as 43
was a good mother in 150
was a good mother or 47
was a good mother to 1175
was a good movie on 119
was a good night to 649
was a good notion of 53
was a good opening in 79
was a good opening to 58
was a good patch of 41
was a good period in 118
was a good period of 53
was a good piece of 2916
was a good piece to 44
was a good pilot in 49
was a good place at 64
was a good place in 1047
was a good place of 90
was a good place on 44
was a good place to 24849
was a good point at 111
was a good point in 176
was a good point of 188
was a good point to 330
was a good price in 67
was a good price to 92
was a good proof of 209
was a good pupil at 58
was a good pupil in 54
was a good pupil of 97
was a good reader of 261
was a good reason he 83
was a good reason in 100
was a good reason or 55
was a good reason the 60
was a good reason to 1976
was a good roman in 45
was a good round of 44
was a good route to 52
was a good ruler in 40
was a good season to 64
was a good sense of 183
was a good seven or 59
was a good share of 205
was a good showing of 66
was a good sight to 179
was a good slice of 165
was a good smell in 58
was a good smell of 277
was a good sound to 72
was a good space of 48
was a good space to 62
was a good sport as 54
was a good sport in 85
was a good sport to 95
was a good spread of 51
was a good stand of 175
was a good start in 271
was a good start on 106
was a good start to 579
was a good state of 101
was a good state to 47
was a good stock of 309
was a good store of 221
was a good story in 229
was a good story of 72
was a good story to 274
was a good stream of 83
was a good title in 78
was a good trade in 110
was a good trade to 108
was a good train at 56
was a good trait in 133
was a good trick to 79
was a good uncle to 44
was a good voice of 49
was a good warning to 73
was a good weapon in 79
was a good weapon to 70
was a good while an 43
was a good while in 289
was a good while on 41
was a good woman at 144
was a good woman in 373
was a good woman of 160
was a good woman on 53
was a good woman to 168
was a good world to 136
was a good yield of 50
was a gray light in 60
was a gray morning in 45
was a great abuse of 110
was a great actor as 154
was a great actor in 173
was a great actor of 41
was a great actor or 51
was a great adept at 263
was a great adept in 201
was a great agent in 65
was a great agent of 42
was a great alarm at 44
was a great alarm in 64
was a great alarm of 43
was a great array of 557
was a great asset as 162
was a great asset at 66
was a great asset in 992
was a great asset on 46
was a great asset to 2878
was a great barking of 65
was a great basin of 45
was a great beauty in 499
was a great beauty of 95
was a great beauty to 51
was a great belle in 212
was a great bench of 58
was a great blank in 86
was a great blast of 97
was a great blaze of 188
was a great block of 301
was a great blowing of 142
was a great booming of 94
was a great boost to 1325
was a great bother to 70
was a great breach of 347
was a great breadth of 76
was a great brute of 104
was a great buddy of 63
was a great bunch of 513
was a great burning of 65
was a great burst of 1591
was a great buyer of 168
was a great buzzing in 40
was a great cause of 1605
was a great cause to 42
was a great chain of 178
was a great change in 3666
was a great change of 436
was a great change to 387
was a great charm in 463
was a great charm to 61
was a great chart of 50
was a great check on 83
was a great check to 158
was a great cheer as 45
was a great chief in 143
was a great chief of 219
was a great chief on 44
was a great chunk of 59
was a great clanging of 117
was a great clash in 81
was a great clash of 82
was a great class of 48
was a great clearing of 40
was a great clerk of 63
was a great cliff of 52
was a great cloud of 406
was a great clump of 94
was a great crack in 56
was a great craning of 70
was a great crash as 183
was a great crash in 81
was a great crash of 143
was a great crime in 178
was a great crime to 140
was a great crony of 281
was a great cross to 290
was a great crowd at 615
was a great crowd in 758
was a great crowd of 3205
was a great crowd on 377
was a great crowd to 288
was a great crush at 83
was a great crush in 71
was a great crush of 165
was a great curse to 88
was a great dance in 82
was a great dandy in 43
was a great danger in 247
was a great danger of 880
was a great danger to 618
was a great dealer in 288
was a great decay of 130
was a great defeat of 77
was a great defeat to 75
was a great delay in 135
was a great depot of 80
was a great drain of 48
was a great drain on 507
was a great drift of 44
was a great drive to 64
was a great enemy of 1104
was a great enemy to 1653
was a great engine at 154
was a great engine of 51
was a great epoch in 522
was a great epoch of 143
was a great error in 397
was a great error is 99
was a great error of 214
was a great error on 178
was a great error to 499
was a great event at 217
was a great event in 4996
was a great event of 168
was a great event on 48
was a great event to 862
was a great father of 41
was a great father to 73
was a great fault in 456
was a great fault of 167
was a great fault on 68
was a great fault to 56
was a great favor on 71
was a great favor to 205
was a great feather in 408
was a great feeling in 91
was a great feeling of 1649
was a great feeling to 1099
was a great field of 228
was a great fight at 75
was a great fight in 121
was a great fight on 62
was a great flare of 83
was a great flash of 348
was a great fleet of 135
was a great flock of 208
was a great flood at 53
was a great flood in 482
was a great flood of 349
was a great floor of 41
was a great focus of 56
was a great folly to 63
was a great force in 869
was a great force of 172
was a great force to 69
was a great furor in 50
was a great giver of 116
was a great glare of 43
was a great gleaming of 142
was a great globe of 56
was a great glory of 42
was a great glory to 53
was a great grief to 5583
was a great group of 355
was a great grove of 47
was a great growth in 258
was a great growth of 432
was a great guard to 88
was a great hater of 272
was a great haunt of 148
was a great healer of 51
was a great hedge of 68
was a great hiatus in 42
was a great hobby of 61
was a great honor in 91
was a great honor to 2732
was a great horde of 76
was a great house at 47
was a great house in 115
was a great house of 155
was a great hunger in 50
was a great hurry in 170
was a great hurry to 48
was a great image of 69
was a great inlet of 47
was a great irony in 88
was a great judge of 696
was a great kingdom in 47
was a great labor to 72
was a great laugh at 184
was a great leader in 518
was a great leader of 1370
was a great ledge of 44
was a great light in 312
was a great light of 85
was a great light to 45
was a great loser by 97
was a great lover of 18947
was a great maker of 330
was a great meeting at 438
was a great meeting in 373
was a great meeting of 947
was a great mercy he 44
was a great mercy of 201
was a great mercy the 48
was a great mercy to 193
was a great merit in 315
was a great merit of 163
was a great merit to 78
was a great model of 64
was a great mother to 65
was a great mound of 317
was a great nation in 53
was a great nation of 53
was a great niece of 67
was a great night at 122
was a great night in 173
was a great night of 55
was a great night to 76
was a great noise as 67
was a great noise at 72
was a great noise in 664
was a great noise of 1066
was a great noise on 67
was a great opening in 40
was a great opening to 85
was a great panic in 179
was a great party at 167
was a great party in 156
was a great party of 109
was a great patch of 179
was a great peril to 60
was a great period in 351
was a great period of 911
was a great piece of 5022
was a great place in 257
was a great place of 849
was a great place to 6573
was a great plain of 59
was a great point at 64
was a great point in 591
was a great point of 392
was a great point to 411
was a great power at 84
was a great power by 44
was a great power in 1577
was a great power of 125
was a great power on 64
was a great power to 42
was a great press of 460
was a great press to 79
was a great price to 129
was a great pride in 133
was a great pride to 104
was a great prize in 52
was a great prize to 126
was a great proof of 539
was a great rally of 80
was a great reader as 208
was a great reader at 56
was a great reader in 116
was a great reader of 4198
was a great reason to 56
was a great rival of 161
was a great river at 41
was a great river in 84
was a great river of 57
was a great river to 50
was a great roaring in 157
was a great roaring of 60
was a great rogue to 87
was a great round of 169
was a great ruler in 144
was a great ruler of 143
was a great running to 88
was a great rushing of 61
was a great saint in 61
was a great saint of 124
was a great saver of 40
was a great scare in 49
was a great scene at 54
was a great scene in 119
was a great scene of 139
was a great sense of 3109
was a great shaking of 267
was a great shaking up 125
was a great shame of 85
was a great shame to 493
was a great sheet of 196
was a great shell in 79
was a great shift in 149
was a great shift of 47
was a great shock as 40
was a great shock in 62
was a great shock to 14030
was a great shout as 42
was a great shout by 59
was a great shout in 463
was a great shout of 928
was a great shout on 40
was a great sight to 1138
was a great skull of 44
was a great slump in 86
was a great smell of 324
was a great snare to 184
was a great social as 41
was a great sound of 349
was a great space of 207
was a great spate of 80
was a great spike of 53
was a great split in 40
was a great sport in 73
was a great sport to 44
was a great spread of 170
was a great spurt in 156
was a great spurt of 125
was a great stack of 226
was a great stain of 63
was a great stand of 49
was a great start to 171
was a great state in 64
was a great state of 67
was a great stock of 84
was a great store of 615
was a great storm at 126
was a great storm in 153
was a great storm of 419
was a great storm on 147
was a great story in 83
was a great story of 80
was a great story to 70
was a great streak of 44
was a great stream of 132
was a great surge in 245
was a great surge of 798
was a great swarm of 113
was a great sweep of 144
was a great swell in 96
was a great swell of 78
was a great swell on 87
was a great swirl of 58
was a great table at 51
was a great taker of 102
was a great tangle of 76
was a great thrill to 961
was a great tonic to 66
was a great topic of 109
was a great tower of 161
was a great tract of 161
was a great trade in 280
was a great train of 75
was a great turning of 90
was a great uncle of 132
was a great value to 47
was a great vogue in 66
was a great vogue of 53
was a great voice in 84
was a great wagging of 51
was a great waste in 63
was a great waste of 1517
was a great waste to 85
was a great weapon in 68
was a great while in 221
was a great while to 43
was a great woman in 76
was a great woman of 108
was a great woman to 68
was a great world of 67
was a great worry to 603
was a great wound in 108
was a great wound to 49
was a great yearning to 45
was a grim humor in 111
was a grim irony in 119
was a grim piece of 69
was a grim place to 63
was a grim sense of 60
was a grim smile at 50
was a grim smile of 58
was a grim smile on 370
was a grim story of 47
was a grim warning of 78
was a grim warning to 97
was a gulf never to 48
was a hair trunk in 63
was a half dozen of 49
was a half dozen or 42
was a half owner of 49
was a half pound of 63
was a half sheet of 197
was a half smile on 319
was a hall where the 78
was a halo round the 97
was a halt while the 56
was a hard child to 122
was a hard climb to 56
was a hard climb up 254
was a hard cross to 40
was a hard crust of 77
was a hard crust on 76
was a hard feeling to 46
was a hard fight at 62
was a hard fight in 84
was a hard fight on 80
was a hard fight to 330
was a hard frost at 71
was a hard frost in 44
was a hard frost on 67
was a hard glint in 192
was a hard habit to 422
was a hard image to 41
was a hard knock at 78
was a hard knock on 119
was a hard light in 98
was a hard order to 53
was a hard piece of 239
was a hard place in 92
was a hard place to 973
was a hard point to 64
was a hard price to 72
was a hard rider to 54
was a hard scene to 41
was a hard sight to 86
was a hard story to 117
was a hard streak in 40
was a hard woman to 263
was a hard world of 47
was a heady blend of 54
was a heady feeling of 43
was a heady feeling to 184
was a heady sense of 127
was a heady smell of 47
was a heaping plate of 40
was a heavy block of 206
was a heavy burst of 67
was a heavy buyer of 122
was a heavy chain of 57
was a heavy cloud of 83
was a heavy cloud on 40
was a heavy coating of 50
was a heavy crash as 140
was a heavy crash of 51
was a heavy cross sea 50
was a heavy cross to 238
was a heavy drain of 99
was a heavy drain on 1046
was a heavy feeling in 118
was a heavy feeling of 65
was a heavy flood in 62
was a heavy focus on 68
was a heavy force of 55
was a heavy frost on 103
was a heavy frown on 84
was a heavy grief to 49
was a heavy growth of 598
was a heavy knock at 159
was a heavy knock on 215
was a heavy layer of 186
was a heavy loser by 154
was a heavy loser in 75
was a heavy pause as 40
was a heavy piece of 770
was a heavy power in 110
was a heavy price to 1751
was a heavy scent of 169
was a heavy sense of 141
was a heavy shock to 60
was a heavy slump in 49
was a heavy smell of 449
was a heavy sound of 48
was a heavy stand of 77
was a heavy storm of 194
was a heavy stream of 40
was a heavy swell in 137
was a heavy swell of 41
was a heavy swell on 218
was a heavy weapon of 41
was a heavy woman in 60
was a hero after the 70
was a hero worthy of 160
was a hero would be 108
was a hiding place in 47
was a high bluff on 48
was a high breach of 456
was a high cliff of 42
was a high color in 50
was a high court in 94
was a high court of 272
was a high crime in 40
was a high crime to 164
was a high fence of 55
was a high grade of 79
was a high hedge of 53
was a high honor to 307
was a high index of 51
was a high ledge of 50
was a high level of 9282
was a high light of 50
was a high mound of 129
was a high order of 196
was a high piece of 77
was a high pitch of 45
was a high place in 64
was a high place of 93
was a high point in 3354
was a high point of 2138
was a high point on 59
was a high price in 58
was a high price to 2518
was a high ridge of 202
was a high sense of 479
was a high stack of 73
was a high state of 166
was a high yield of 51
was a hill known as 75
was a hill where the 72
was a hole about the 173
was a hole bored in 43
was a hole close to 44
was a hole right in 40
was a hole under the 362
was a hole where it 43
was a hole where the 439
was a holy place in 92
was a holy place of 121
was a holy place to 136
was a home where the 101
was a hope based on 59
was a hope which he 56
was a huge array of 109
was a huge asset to 62
was a huge block of 314
was a huge bluff or 52
was a huge boost to 274
was a huge brute of 44
was a huge bunch of 212
was a huge burst of 97
was a huge cache of 42
was a huge change in 198
was a huge chasm in 53
was a huge chunk of 224
was a huge cloud of 249
was a huge crack in 57
was a huge crash of 40
was a huge crowd at 276
was a huge crowd in 215
was a huge crowd of 816
was a huge crowd on 96
was a huge crowd to 80
was a huge drain on 157
was a huge engine in 50
was a huge event in 102
was a huge feeling of 45
was a huge field of 97
was a huge flash of 93
was a huge flock of 69
was a huge group of 143
was a huge growth in 231
was a huge growth of 119
was a huge image of 100
was a huge issue in 72
was a huge meeting at 48
was a huge meeting in 45
was a huge meeting of 61
was a huge model of 102
was a huge mound of 380
was a huge mural of 56
was a huge party at 57
was a huge patch of 67
was a huge photo of 84
was a huge piece of 694
was a huge plate of 86
was a huge price to 64
was a huge rally in 51
was a huge round of 86
was a huge sense of 180
was a huge sheet of 160
was a huge shift in 110
was a huge shock to 239
was a huge smile on 97
was a huge stack of 286
was a huge stock of 55
was a huge store of 43
was a huge surge in 135
was a huge surge of 90
was a huge swarm of 42
was a huge tract of 112
was a huge trade in 60
was a huge waste of 338
was a hunt after an 74
was a hush about the 91
was a joke about it 57
was a joke about the 204
was a joke until he 48
was a joke which he 88
was a june morning in 40
was a jury issue as 56
was a just cause of 490
was a just cause to 48
was a just piece of 71
was a just sense of 49
was a keen judge of 1230
was a keen lover of 421
was a keen reader of 628
was a keen rider to 71
was a keen rival of 61
was a keen sense of 1070
was a kind father to 151
was a kind mother to 98
was a kind woman in 49
was a knot worthy of 110
was a lady lived in 126
was a lady sitting at 51
was a lady sitting in 74
was a lady sitting on 52
was a lady waiting to 65
was a lake where the 78
was a lake within the 40
was a lamp burning in 370
was a lamp burning on 113
was a land agent in 80
was a land force of 148
was a land grant of 57
was a land grant to 69
was a land owner in 152
was a land route to 48
was a land ruled by 69
was a land where it 104
was a land where no 109
was a land where the 728
was a land which the 62
was a last appeal to 117
was a last burst of 92
was a last flash of 83
was a last piece of 41
was a last proof of 57
was a last round of 41
was a last surge of 42
was a last touch of 53
was a last warning to 47
was a late comer in 267
was a late comer to 245
was a late entry in 92
was a late event in 90
was a late fruit of 47
was a late phase in 70
was a late phase of 88
was a late riser as 75
was a late stage in 84
was a late stage of 49
was a leading actor at 83
was a leading actor in 338
was a leading actor of 72
was a leading actor on 48
was a leading agent in 98
was a leading author of 43
was a leading cause in 58
was a leading cause of 1673
was a leading chief of 77
was a leading class in 51
was a leading dogma in 52
was a leading force in 1229
was a leading issue in 174
was a leading light at 61
was a leading light in 1431
was a leading light of 558
was a leading light on 50
was a leading maker of 55
was a leading organ of 49
was a leading party in 75
was a leading point in 73
was a leading power in 180
was a leading state in 81
was a leading tenet of 68
was a leading topic in 59
was a leading topic of 165
was a leading trait in 141
was a leading trait of 40
was a leading voice in 331
was a leading voice of 89
was a life based on 52
was a life lived in 722
was a life lived on 59
was a life saver to 46
was a life spent in 136
was a line drawing of 323
was a line drawn in 104
was a line drawn on 66
was a line drive to 46
was a line waiting to 103
was a line where the 76
was a line which the 63
was a list drawn up 51
was a live ember of 42
was a live issue at 100
was a live issue in 484
was a live round in 61
was a living denial of 155
was a living force in 555
was a living image of 333
was a living issue in 67
was a living model of 129
was a living piece of 53
was a living power in 95
was a living proof of 749
was a living relic of 57
was a living voice to 238
was a living woman by 54
was a living world to 50
was a loft above the 74
was a lone voice at 50
was a lone voice in 639
was a lone voice of 95
was a lone voice on 57
was a lone woman in 85
was a look about the 251
was a look which he 79
was a lord mayor of 107
was a loss never to 43
was a loss which he 167
was a loss which the 69
was a loss within the 149
was a lost cause as 224
was a lost cause at 51
was a lost cause in 225
was a lost cause to 105
was a lost child in 107
was a loud blast as 279
was a loud blast of 106
was a loud burst of 827
was a loud buzzing in 145
was a loud cheer as 68
