weather a more liberal case 76
which i have pursued these 41
which i have pursued those 64
which i have recited word 177
which i have reduced into 51
which i have related from 42
which i have related here 92
which i have removed from 148
which i have repeated here 73
which i have repeated many 50
which i have rescued from 77
which i have revealed unto 70
which i have studied from 98
which i have studied have 66
which i have studied more 238
which i have studied most 109
which i have studied your 44
which i have touched upon 1113
which i have touched very 68
which i have visited during 118
which i have visited have 118
which i have visited many 123
which i have visited there 40
which i have watched over 139
which i have withheld from 82
which i have wrested from 55
which i have written down 1814
which i have written during 206
which i have written from 76
which i have written have 80
which i have written here 262
which i have written many 44
which i have written more 366
which i have written much 163
which i have written must 66
which i have written nothing 55
which i have written over 207
which i have written some 59
which i have written these 205
which i have written unto 141
which i have written upon 241
which i have written were 40
which i have written what 56
which i have written will 280
which i have written your 95
which i have wrought among 132
which i heard proceed from 46
which i hope poverty will 94
which i hope several will 161
which i made several years 99
which i make towards health 65
which i more strongly urge 51
which i most heartily join 69
which i most heartily thank 256
which i most heartily wish 158
which i must briefly meet 88
which i must chiefly look 52
which i must confess were 72
which i must explain more 42
which i must refrain from 85
which i must request your 118
which i must require from 52
which i must reserve till 73
which i must solicit your 58
which i once enjoyed there 51
which i want leisure here 43
which i will address here 51
which i will appoint unto 65
which i will briefly call 55
which i will comment upon 63
which i will declare unto 169
which i will discuss here 355
which i will discuss more 920
which i will discuss next 473
which i will discuss only 123
which i will examine here 78
which i will examine more 101
which i will explain more 223
which i will explain when 329
which i will explore more 86
which i will outline here 68
which i will present here 120
which i will procure from 94
which i will refrain from 211
which i will request your 60
which i will shortly give 79
which i will shortly turn 89
which i will willingly risk 59
while a firm refusal will 56
while a much smaller part 41
while a single easterly gale 57
while i have respect unto 59
while i make factions among 118
while i will conduct these 93
winning a great triumph over 87
winning a great victory over 276
within a five hundred foot 44
within a five hundred mile 58
within a more general theory 326
within a more limited range 363
within a more limited time 66
within a much broader range 89
within a much shorter time 2602
within a much smaller range 339
within a range extending from 124
within a single country from 65
within a single country like 44
within a single country over 113
within a single country such 207
within a single country there 108
within a single culture there 48
within a single operating unit 76
within a single product line 196
within a single society there 44
within a single species such 46
within a single species there 238
within a three hundred mile 137
within a very limited range 2964
within a very limited time 835
within a well defined range 40
within a zone extending from 99
words i have written down 53
words i have written here 90
would a true verdict give 89
would a young creature like 71
would i have entered into 50
would i have gathered your 1224
would i have steered clear 42
would i have touched your 59
wound a thick crimson sash 67
write a fair legible hand 47
write a good legible hand 140
write a leading article upon 53
write a very legible hand 71
wrote a book several years 90
wrote a very hurried note 55
wrote a very obscure hand 133
wrote a very popular book 140
wrote a very readable book 82
