wage paid by employers and 49
went down to portsmouth for 51
went down to posterity with 42
went down to verbosity with 40
went home on christmas eve 44
went home to california for 42
went into an agreement with 47
went into an epileptic fit 44
went into my apartment and 112
went into the apartment and 415
went into the apartment with 60
went into the bookstore and 49
went into the bunkhouse and 77
went into the classroom and 520
went into the classroom with 55
went into the cloakroom and 156
went into the clubhouse and 221
went into the clubhouse for 59
went into the committee with 80
went into the community and 105
went into the conception and 47
went into the convention with 171
went into the courthouse and 85
went into the courtroom and 170
went into the courtroom with 45
went into the courtyard and 540
went into the courtyard with 72
went into the dormitory and 44
went into the drugstore and 187
went into the enclosure and 84
went into the engagement with 87
went into the factories and 274
went into the farmhouse and 109
went into the graveyard and 42
went into the hospitals and 68
went into the interview with 57
went into the lunchroom and 59
went into the mountains and 852
went into the mountains for 187
went into the mountains near 47
went into the mountains with 353
went into the orchestra pit 45
went into the production and 72
went into the provinces and 67
went into the refectory for 48
went into the sanctuary and 216
went into the sanctuary for 42
went into the stairwell and 42
went into the stockroom and 49
went into the storeroom and 223
went into the synagogue and 930
went into the telephone box 95
went into the vestibule and 166
went into the warehouse and 119
went into the workhouse with 107
went onto the offensive and 72
went over it carefully and 109
went over it carefully with 126
went over the arguments for 50
went over the mountains and 206
went over the mountains with 81
went over the precipice and 42
went over the procedure with 46
went over the shoulders and 60
went over to calvinism with 40
went over to cambridge and 44
went past the hunchback and 42
went there at christmas two 135
went there in connection with 100
went upon the assumption that 279
went upon the principle that 322
went west to california and 55
wept tears of gratitude and 130
wept there so naturally that 43
were able by organized and 41
were able to accompany her 45
were able to accompany him 156
were able to accompany them 59
were able to advertise that 40
were able to appreciate and 303
were able to appreciate her 60
were able to appreciate him 59
were able to appreciate his 396
were able to appreciate how 84
were able to appreciate its 207
were able to appreciate that 332
were able to appreciate them 106
were able to appreciate this 127
were able to apprehend and 45
were able to apprehend him 44
were able to apprehend them 55
were able to ascertain how 71
were able to ascertain that 2154
were able to ascertain this 55
were able to ascertain with 93
were able to attribute this 42
were able to calculate all 42
were able to calculate and 70
were able to calculate both 57
were able to calculate how 91
were able to calculate its 54
were able to calculate that 842
were able to calculate this 47
were able to calculate with 94
were able to celebrate our 73
were able to celebrate with 57
were able to construct and 207
were able to construct for 84
were able to construct new 93
were able to construct our 43
were able to construct this 79
were able to construct two 170
were able to cooperate and 111
were able to cooperate with 487
were able to correlate this 64
were able to criticize and 50
were able to cultivate and 71
were able to determine all 58
were able to determine and 61
were able to determine both 102
were able to determine for 115
were able to determine how 486
were able to determine its 164
were able to determine not 102
were able to determine our 78
were able to determine that 8896
were able to determine this 112
were able to determine was 44
were able to determine who 148
were able to determine with 219
were able to distinguish all 64
were able to distinguish and 126
were able to distinguish his 48
were able to distinguish one 168
were able to distinguish that 139
were able to distinguish them 174
were able to distinguish two 471
were able to diversify and 42
were able to duplicate this 80
were able to eliminate all 261
were able to eliminate any 71
were able to eliminate one 112
were able to eliminate that 83
were able to eliminate them 51
were able to eliminate this 160
were able to eliminate two 114
were able to embarrass and 80
were able to encourage and 104
were able to establish and 777
were able to establish any 149
were able to establish for 131
were able to establish his 85
were able to establish how 42
were able to establish its 49
were able to establish new 265
were able to establish one 214
were able to establish our 110
were able to establish that 6318
were able to establish this 175
were able to establish two 190
were able to establish with 353
were able to extricate him 62
were able to forestall any 55
were able to formulate and 212
were able to germinate and 104
were able to guarantee that 227
were able to implement and 44
were able to implement new 42
were able to implement our 49
were able to implement them 81
were able to implement this 133
were able to influence and 189
were able to influence both 95
were able to influence each 53
were able to influence him 60
were able to influence his 108
were able to influence its 80
were able to influence them 61
were able to integrate and 88
were able to integrate them 59
were able to integrate this 48
were able to integrate with 45
were able to intercede with 45
were able to intercept and 165
were able to interfere with 250
were able to interpret and 162
were able to interpret his 57
were able to interpret them 146
were able to interpret this 107
were able to intervene and 123
were able to intervene with 47
were able to interview all 56
were able to interview and 54
were able to interview both 42
were able to interview him 54
were able to interview them 57
were able to introduce and 81
were able to introduce new 226
were able to introduce that 73
were able to introduce this 53
were able to modernize and 54
were able to overpower him 44
were able to overpower them 56
were able to penetrate and 254
were able to penetrate far 71
were able to penetrate his 89
were able to penetrate our 51
were able to penetrate them 41
were able to penetrate this 103
were able to penetrate with 42
were able to persevere and 49
were able to propagate them 65
were able to prosecute with 73
were able to recognize all 52
were able to recognize and 710
were able to recognize both 46
were able to recognize each 142
were able to recognize her 80
were able to recognize him 192
were able to recognize his 88
were able to recognize how 51
were able to recognize its 101
were able to recognize one 80
were able to recognize our 56
were able to recognize that 1665
were able to recognize them 184
were able to recognize this 172
were able to recommend that 186
were able to reconcile them 58
were able to reconcile this 84
were able to reconnect with 69
were able to reconquer for 43
were able to reinforce and 67
were able to reinforce each 47
were able to reorganize and 135
were able to replenish our 151
were able to replicate and 44
were able to replicate this 83
were able to represent all 52
were able to represent them 60
were able to reproduce all 88
were able to reproduce and 122
were able to reproduce both 43
were able to reproduce them 53
were able to reproduce this 144
were able to stabilize and 44
were able to stabilize her 56
were able to stabilize him 55
were able to stimulate and 41
were able to stipulate that 102
were able to sympathize with 137
were able to synthesize all 41
were able to synthesize and 80
were able to transcend this 50
were able to transform that 246
were able to transform this 117
were able to translate and 51
were able to translate any 58
were able to translate that 119
were able to translate them 46
were able to translate this 171
were able to transport them 55
were able to undersell them 86
were able to undertake any 77
were able to undertake this 91
were able to visualize and 50
were acting as spokesmen for 48
were acting in agreement with 73
were acting in compliance with 113
were also an indication that 53
were also in agreement that 621
were also in agreement with 630
were also in connection with 40
were also in widespread use 57
were also the conditions that 88
were also the countries that 181
were also the countries with 79
were also the foundation for 62
were also the political and 49
were also the qualities that 132
were among the americans who 101
were among the brightest and 103
were among the colonists who 70
were among the companies that 235
were among the composers who 96
were among the condemned and 67
were among the conditions that 173
were among the countries that 540
were among the countries with 83
were among the delegates who 62
were among the documents that 44
were among the fortunate few 261
were among the merchants who 61
were among the mountains and 81
were among the passengers and 55
were among the passengers who 89
were among the prisoners who 53
were among the prominent men 71
were among the qualities that 180
were among the witnesses who 117
were angry at themselves for 41
were bare of vegetation and 41
were born in california and 129
were born in captivity and 137
were born in hospitals and 51
were born in palestine and 83
were born in tennessee and 49
were born of necessity and 53
were born on christmas day 74
were born to privilege and 45
were bred in captivity and 74
were bringing on themselves and 55
were busy to recommend his 143
were cast by democrats and 52
were cast to determine who 64
were clear to percussion and 196
were come to establish and 72
were coming to appreciate that 111
were coming to recognize that 504
were days of festivity and 46
were deep in discussion and 44
were deep in discussion with 81
were deep in sophocles and 60
were done as described for 56
were done as necessary for 109
were done in association with 60
were done in chocolate and 40
were done in compliance with 44
were done in connection with 297
were done in duplicate and 169
were done is equivocal and 49
were done of necessity and 44
were done to determine how 98
were eager to accompany him 70
were eager to cooperate and 67
were eager to cooperate with 482
were eager to emphasize that 114
were eager to entertain him 67
were eager to volunteer for 78
were ends in themselves and 106
were even the slightest bit 65
were ever to charlotte far 54
were felt in connection with 43
were firing on americans and 67
were fond of compounding this 87
were fond of ornaments and 44
were fond of remembering that 103
were free to cooperate with 51
were free to criticize and 45
were free to establish and 47
were from the aggregate and 159
were from the community and 46
were from the provinces and 89
were from the surrounding area 53
were full of admiration and 248
were full of admiration for 1872
were full of adventure and 128
were full of amazement and 60
were full of amiability and 44
were full of anxieties and 44
were full of apologies for 75
were full of benignity and 58
were full of character and 100
were full of compassion and 100
were full of compassion for 194
were full of corruption and 130
were full of eloquence and 73
were full of expression and 86
were full of falsehood and 90
were full of freshness and 92
were full of furniture and 58
were full of gratitude and 188
were full of gratitude for 235
were full of happiness and 148
were full of happiness for 45
were full of hardships and 60
were full of hypocrisy and 144
were full of ignorance and 44
were full of innocence and 196
were full of interesting and 41
were full of interesting things 49
were full of jealousies and 53
were full of knowledge and 96
were full of loopholes and 48
were full of merriment and 51
were full of missionary zeal 49
were full of patriotism and 47
were full of prejudice and 57
were full of reverence and 59
were full of reverence for 47
were full of squirrels and 44
were full of surprises and 75
were full of sweetness and 80
were full of themselves and 58
were full to overflowing and 194
were full to overflowing with 882
were giving the impression that 341
were glad to apprehend this 57
were glad to cooperate with 123
were glad to encourage all 57
were glad to entertain him 45
were glad to temporize with 59
were good in themselves and 114
were good in themselves but 73
were hard to distinguish and 45
were hard to establish and 67
were hard to pronounce and 45
were hard to reconcile with 724
were having an epileptic fit 86
were having an interview with 73
were heads of household and 86
were heard by themselves and 43
were heard in connection with 46
were heard in parliament and 53
were heard is decorated with 75
were held as prisoners and 71
were held as prisoners for 140
were held in association with 78
were held in captivity and 71
were held in captivity for 183
were held in connection with 1593
were held in edinburgh and 87
were held in factories and 45
were held in liverpool and 57
were held in melbourne and 64
were held in reverence and 45
were held in september and 283
were held in subjection and 75
were held on christmas day 59
were held on saturdays and 85
were held on wednesday and 90
were held to celebrate his 53
were held to determine how 63
were held to determine who 88
were here to celebrate with 54
were hogs to everybody and 73
were just as concerned with 395
were just as confident that 77
were just as convinced that 522
were just as difficult for 54
were just as effective and 88
were just as effective for 52
were just as important and 160
were just as important for 313
were just as impressed with 78
were just as incapable and 40
were just as insistent that 180
were just as interesting and 56
were just as necessary for 78
were just as satisfied with 137
were just as surprised and 70
were just the qualities that 115
were just the slightest bit 79
were keen to cooperate with 44
were keen to emphasize that 158
were kept as prisoners and 45
were kept as prisoners for 76
were kept in captivity and 80
were kept in captivity for 243
were kept in connection with 52
were kept in ignorance and 228
were kept in subjection and 99
were kept in wholesome fear 53
were lack of knowledge and 41
were laying the foundation for 1215
were left in ignorance and 90
were left in stillness and 83
were left to determine for 45
were left to disfigure her 57
were left to entertain each 124
were left to ourselves and 135
were left to ourselves for 79
were left to themselves and 706
were left to themselves for 346
were left to themselves they 525
were left to themselves with 81
were less in agreement with 53
were like the composite things 42
were living in abundance and 47
were living in california and 91
were living in conditions that 156
were living in ignorance and 48
were loath to interfere with 57
were lost in admiration and 93
were lost in admiration for 148
were lost in amazement and 45
were lost or destroyed and 96
were lots of interesting things 70
were made as described for 94
were made at intervals and 60
were made at intervals for 74
were made at portsmouth and 82
were made by agreement with 46
were made by americans and 44
were made by companies that 120
were made by consensus and 54
were made by craftsmen who 87
were made by different men 94
were made by directors who 61
were made by employers and 40
were made by lavoisier and 63
were made by merchants and 79
were made by merchants who 46
were made by ministers and 41
were made by observers who 61
were made by parliament and 62
were made by physicians and 47
were made by practical men 45
were made by primitive man 45
were made by prominent men 82
were made by roosevelt and 46
were made by rutherford and 71
were made by telephone and 102
were made by telephone with 40
were made in agreement with 62
were made in antiquity and 66
were made in association with 186
were made in astronomy and 65
were made in california and 74
were made in compliance with 338
were made in connection with 5843
were made in duplicate and 191
were made in factories and 82
were made in factories for 40
were made in parliament and 93
were made in parliament for 98
were made in parliament that 178
were made in retaliation for 56
were made in september and 173
were made of alabaster and 46
were made of cardboard and 268
were made of earthenware and 48
were made of extremely thin 45
were made of irregular and 72
were made of limestone and 93
were made of parchment and 56
were made of porcelain and 126
were made of sandstone and 82
were made on horseback and 41
were made on specimens cut 45
were made on specimens with 48
were made so difficult that 40
were made the foundation for 44
were made the scapegoat for 128
were made to accompany him 49
were made to alternate with 55
were made to apprehend him 84
were made to apprehend that 40
were made to ascertain how 119
were made to ascertain its 83
were made to ascertain that 146
were made to celebrate this 58
were made to conciliate his 56
were made to conciliate them 87
were made to cooperate with 96
were made to customers who 79
were made to determine how 508
were made to determine its 209
were made to determine that 107
were made to determine this 152
were made to determine why 68
were made to discredit him 115
were made to eliminate all 97
were made to eliminate them 70
were made to eliminate this 144
were made to elucidate this 46
were made to encourage and 67
were made to encourage them 89
were made to entertain them 62
were made to establish and 122
were made to establish its 59
were made to establish new 180
were made to establish one 137
were made to establish that 206
were made to establish them 91
were made to establish this 110
were made to establish two 99
were made to guarantee that 99
were made to harmonize with 244
were made to implement them 125
were made to implement this 137
were made to integrate them 78
were made to intercept him 50
were made to intercept them 49
were made to interfere with 412
were made to interrupt him 42
were made to interview all 59
were made to introduce and 69
were made to introduce new 268
were made to introduce them 164
were made to introduce this 124
were made to modernize and 55
were made to parliament for 152
were made to prejudice you 92
were made to prosecute him 47
were made to reconcile them 192
were made to reorganize and 61
were made to represent them 69
were made to reproduce them 64
were made to reproduce this 40
were made to stipulate that 151
were made to terminate with 53
were made to translate this 43
were made to transport him 41
were made to transport them 62
were made to undermine his 43
were making an agreement with 40
were making at portsmouth for 98
were making it difficult for 1252
were making it necessary for 70
were making the assumption that 63
were making the cathedrals had 42
were making the discovery that 89
were meant to entertain and 55
were more an annoyance than 40
were more in agreement than 169
were more in agreement with 506
were more in character with 44
were most in agreement with 85
were moving in directions that 115
were moving to california and 42
were nods of agreement all 74
were nods of agreement and 60
were nothing in existence but 58
were nothing in themselves but 43
were nothing to interfere with 45
were once so necessary and 41
were once so plentiful that 108
were once the companions and 66
were only in connection with 44
were only the barbarians and 53
were only to establish his 49
were open to conviction and 83
were open to corruption and 47
were open to criticism and 140
were open to criticism for 92
were open to discussion and 125
were open to inspection and 115
were over the mountains and 100
were paid an allowance for 50
were paid in connection with 257
were pain or happiness that 120
were poor in resources and 66
were reading the newspaper and 57
were ready to accompany her 48
were ready to accompany him 477
were ready to accompany them 104
were ready to cooperate and 50
were ready to cooperate with 1191
were ready to encounter any 126
were ready to encourage and 52
were ready to interfere and 49
were ready to interfere with 69
were ready to overwhelm him 45
were ready to persecute and 40
were ready to recognize and 51
were ready to recognize him 47
were ready to recognize that 222
were ready to sacrifice all 368
were ready to sacrifice and 48
were ready to sacrifice any 104
were ready to sacrifice for 176
were ready to sacrifice him 49
were ready to sacrifice not 67
were ready to sacrifice our 73
were ready to sacrifice them 46
were ready to sacrifice this 105
were ready to surrender and 234
were ready to surrender him 69
were ready to surrender them 44
were ready to sympathize with 93
were ready to transport them 100
were ready to undertake any 279
were ready to undertake this 87
were ready to volunteer for 106
were rich in resources and 44
were said in connection with 50
were said to interfere with 65
were saying to themselves and 49
were saying to themselves that 179
were seen as associated with 73
were seen as conflicting with 41
were seen as desirable and 46
were seen as different and 47
were seen as important and 121
were seen as important but 47
were seen as important for 164
were seen as interfering with 146
were seen as necessary and 134
were seen as necessary for 368
were seen as outsiders and 42
were seen as primitive and 74
were seen as temporary and 63
were seen as unreliable and 42
were seen by themselves and 62
were seen in association with 316
were seen in connection with 151
were seen to correlate with 48
were seen to interfere with 83
were sent in connection with 49
were sent to accompany him 95
were sent to accompany them 57
were sent to alexander iii 57
were sent to alexandria and 66
were sent to alexandria for 43
were sent to amsterdam and 67
were sent to apprehend him 456
were sent to apprehend them 67
were sent to auschwitz and 232
were sent to auschwitz for 60
were sent to baltimore and 42
were sent to california and 84
were sent to california for 79
were sent to cooperate with 73
were sent to customers and 64
were sent to edinburgh for 79
were sent to factories and 113
were sent to gibraltar and 48
were sent to gibraltar for 44
were sent to hospitals and 115
were sent to hospitals for 74
were sent to intercept him 59
were sent to intercept them 163
were sent to liverpool and 59
were sent to palestine and 50
were sent to prescribe for 97
were sent to reinforce him 123
were sent to reinforce them 125
were sent to relatives and 98
were sent to rochester with 106
were sent to treblinka and 79
were shot in retaliation for 77
were shut up somewhere and 50
were sick or possessed with 262
were slow or negligent had 71
were slow to appreciate its 54
were slow to appreciate that 244
were slow to appreciate this 62
were slow to introduce new 53
were slow to recognize and 155
were slow to recognize his 76
were slow to recognize how 68
were slow to recognize its 108
were slow to recognize that 936
were slow to recognize this 212
were sold at extremely low 42
were sold in connection with 60
were sold to companies for 46
were sold to customers for 51
were sold to customers who 77
were sold to employees and 43
were sold to merchants and 46
were sold to merchants who 105
were sons of merchants and 54
were soon in agreement for 47
were soon on horseback and 102
were soon to germinate and 41
were such as compelled her 100
were such as compelled him 72
were such as concerned her 46
were such as expressly and 40
were such as qualified him 46
were sued in connection with 44
were sunk in ignorance and 454
were sunk in indolence and 40
were sure of themselves and 353
were sure the colonists had 317
were taking an afternoon nap 222
were taking the afternoon off 41
were taking the initiative and 121
were tears of gratitude and 112
were tears of gratitude for 50
were tears of happiness and 126
were there in abundance and 52
were there in connection with 110
were there to celebrate with 106
were there to entertain them 44
were there to subjugate and 45
were there to sympathize with 42
were those in connection with 250
were those of admiration and 173
were those of aristotle and 47
were those of cleveland and 59
were those of gratitude and 69
were those of gratitude for 41
were those of jefferson and 51
were those of protection and 73
were told by neighbors that 42
were told in connection with 67
were told the impression was 47
were told to cooperate with 60
were told to disembark and 41
were torn to fragments and 44
were true in substance and 309
were true to themselves and 233
were trying to apologize for 46
were trying to blackmail him 98
were trying to calculate how 56
were trying to cooperate with 67
were trying to determine how 348
were trying to determine who 101
were trying to determine why 60
were trying to discredit him 127
were trying to eliminate all 46
were trying to embarrass him 54
were trying to encourage him 54
were trying to establish and 88
were trying to establish his 40
were trying to establish new 44
were trying to establish not 42
were trying to establish that 255
were trying to establish was 79
were trying to forestall each 110
were trying to hypnotize her 50
were trying to hypnotize him 56
were trying to influence him 110
were trying to influence them 52
were trying to interfere with 328
were trying to introduce new 63
were trying to undermine him 66
were trying to undermine his 201
were urging the necessity for 55
were used as arguments for 136
were used as catalysts for 107
were used as decoration for 53
were used as described for 42
were used as estimates for 59
were used as granaries and 40
were used as hospitals and 46
were used as hospitals for 102
were used as magazines for 70
were used as metaphors for 110
were used as ornaments and 107
were used as ornaments for 110
were used as platforms for 148
were used as reference and 68
were used as reference for 128
were used as resources for 71
were used as specimens for 42
were used as standards and 86
were used as standards for 438
were used as substrate for 82
were used as templates for 479
were used as terminals for 41
were used as textbooks for 72
were used at hiroshima and 51
were used by merchants and 52
were used by primitive man 120
were used by virtually all 56
were used in antiquity for 93
were used in association with 289
were used in calculating this 56
were used in connection with 4247
were used in divination and 59
were used in production and 46
were used in virtually all 64
were used to accompany singing 41
were used to ascertain that 48
were used to calculate all 63
were used to calculate and 117
were used to calculate both 59
were used to calculate each 89
were used to calculate its 41
were used to calculate mean 384
were used to calculate net 58
were used to calculate that 66
were used to calculate this 116
were used to calculate two 116
were used to calibrate and 111
were used to construct and 185
were used to construct each 96
were used to construct fig 67
were used to construct new 100
were used to construct one 113
were used to construct them 62
were used to construct this 421
were used to construct two 405
were used to designate them 62
were used to designate this 49
were used to determine age 92
were used to determine all 61
were used to determine and 111
were used to determine any 76
were used to determine both 138
were used to determine each 163
were used to determine how 739
were used to determine its 128
were used to determine mean 109
were used to determine that 942
were used to determine this 210
were used to determine who 147
were used to discredit and 41
were used to discredit him 42
were used to distinguish one 186
were used to distinguish them 72
were used to eliminate any 63
were used to emphasize that 43
were used to encourage and 46
were used to establish and 227
were used to establish new 83
were used to establish that 592
were used to establish this 91
were used to formulate and 50
were used to implement this 84
were used to inoculate each 68
were used to interfere with 61
were used to interpret and 87
were used to introduce and 75
were used to introduce new 76
were used to reinforce and 54
were used to reinforce this 64
were used to represent all 53
were used to represent and 58
were used to represent both 75
were used to represent each 210
were used to represent them 45
were used to represent this 88
were used to represent two 90
were used to stimulate and 85
were used to summarize and 45
were used to supervising and 44
were used to transport all 40
were used to transport and 88
were used to transport both 43
were used to transport men 104
were used to transport them 100
were voting the expedition now 49
were well if everybody did 93
were well in agreement with 55
were what my honorable and 93
were when we commenced our 87
were wont to congregate and 58
were wont to congregate for 40
were wont to transport him 56
were worn as necklaces and 40
were wrong in maintaining that 252
were wrong in principle and 173
were years of depression and 166
were years of political and 76
were years of stability and 41
were years of transition and 49
were years of transition for 122
west into the mountains and 188
west over the mountains and 122
west side of chesapeake bay 162
west side of conception bay 70
west side of gibraltar bay 43
west side of greenwich bay 285
west side of manhattan and 143
west side of manhattan was 46
what acts of parliament are 73
what areas of knowledge are 42
what cost to ourselves and 66
what cost to themselves and 58
what daring or outrageous act 141
what data is available and 225
what data is available for 69
what data is collected and 112
what days the galleries are 55
what else is available and 40
what else is necessary for 174
what else the countries may 76
what food is available and 46
what form of expression his 40
what help is available and 301
what help is available for 143
what ideas or doctrines they 93
what kind of advertising you 65
what kind of agreement they 44
what kind of agreement you 61
what kind of arguments are 214
what kind of arguments they 67
what kind of attitudes and 59
what kind of causality god 55
what kind of character and 134
what kind of character she 47
what kind of character they 376
what kind of character was 148
what kind of character you 336
what kind of childhood she 97
what kind of christians they 73
what kind of communist you 164
what kind of community and 120
what kind of community are 47
what kind of community can 124
what kind of community does 40
what kind of community they 442
what kind of community you 76
what kind of conditions are 216
what kind of conditions they 149
what kind of connection you 302
what kind of container you 58
what kind of customers you 47
what kind of democracy are 51
what kind of democracy can 130
what kind of democracy they 68
what kind of disavowal has 84
what kind of documents are 112
what kind of documents they 58
what kind of documents you 44
what kind of eloquence was 103
what kind of employees they 49
what kind of equipment and 252
what kind of equipment they 680
what kind of equipment was 208
what kind of equipment you 800
what kind of exercises she 184
what kind of exercises you 46
what kind of existence does 56
what kind of existence they 53
what kind of explosive was 44
what kind of expression was 101
what kind of firepower they 42
what kind of furniture and 62
what kind of furniture they 224
what kind of furniture you 180
what kind of happiness was 101
what kind of impression did 120
what kind of impression does 43
what kind of impression she 244
what kind of impression they 374
what kind of impression this 131
what kind of impression you 542
what kind of influence did 122
what kind of influence does 128
what kind of influence they 274
what kind of influence this 118
what kind of influence was 44
what kind of influence you 133
what kind of inquiries she 48
what kind of insurance they 60
what kind of insurance you 462
what kind of knowledge and 650
what kind of knowledge are 45
what kind of knowledge can 490
what kind of knowledge does 416
what kind of knowledge has 130
what kind of knowledge one 42
what kind of knowledge that 43
what kind of knowledge they 536
what kind of knowledge this 228
what kind of knowledge was 398
what kind of knowledge you 123
what kind of leadership and 44
what kind of leadership they 118
what kind of leadership was 50
what kind of leadership you 41
what kind of lifestyle they 177
what kind of lifestyle you 306
what kind of matrimony can 64
what kind of mechanism can 41
what kind of medication you 41
what kind of necessity any 46
what kind of neighbors they 47
what kind of objections may 49
what kind of obscurity can 43
what kind of occupation they 49
what kind of operations are 54
what kind of operations can 46
what kind of operations they 52
what kind of opposition they 132
what kind of organisms are 40
what kind of particles they 427
what kind of phenomena are 56
what kind of political and 502
what kind of president they 41
what kind of processes are 218
what kind of processes one 101
what kind of programming they 58
what kind of protection does 40
what kind of protection they 132
what kind of protection you 226
what kind of reputation this 40
what kind of reputation you 71
what kind of resources and 45
what kind of resources are 328
what kind of resources they 135
what kind of resources you 78
what kind of responses are 115
what kind of responses they 61
what kind of responses you 54
what kind of revolution are 125
what kind of revolution they 48
what kind of revolution was 252
what kind of sacrifice was 48
what kind of salutation this 67
what kind of sentences are 48
what kind of situations are 111
what kind of situations they 40
what kind of societies they 44
what kind of standards are 48
what kind of statement you 116
what kind of structure and 66
what kind of structure can 65
what kind of structure does 97
what kind of structure they 191
what kind of structure was 61
what kind of structure you 74
what kind of substance this 55
what kind of territory was 46
what kind of toothpaste you 44
what laid the foundation for 68
what land is available for 57
what laws of chemistry and 42
what lays the foundation for 47
what leads to happiness and 53
what made it different was 95
what made it difficult for 237
what made it important was 62
what made it interesting was 47
what made it necessary for 203
what means he exercises them 101
what means of happiness you 76
what means of influence this 58
what means of persuasion are 40
what means so obstinate and 62
what mode of persuasion does 94
what more is necessary for 58
what more is necessary than 70
what must be accounted for 216
what must be accounted one 66
what must be destroyed and 45
what must be disclosed and 98
what must be explained and 45
what must be preserved and 68
what must be protected and 54
what must the principal one 54
what must we attribute this 130
what part of tipperary are 42
what rate we estimated his 58
what risk to ourselves and 112
what role is envisaged for 42
what rule he regulates his 72
what rule or principle can 182
what rule or principle her 95
what sort of arguments are 106
what sort of character and 45
what sort of character does 114
what sort of character she 61
what sort of character they 254
what sort of character this 43
what sort of character you 262
what sort of christians they 113
what sort of community they 52
what sort of community you 182
what sort of conditions are 67
what sort of conditions they 58
what sort of equipment they 62
what sort of equipment you 59
what sort of existence they 48
what sort of impression did 56
what sort of impression his 126
what sort of impression she 184
what sort of impression they 195
what sort of impression this 116
what sort of impression you 324
what sort of influence they 65
what sort of instances may 63
what sort of knowledge and 117
what sort of knowledge can 53
what sort of knowledge does 48
what sort of knowledge has 256
what sort of knowledge this 53
what sort of knowledge was 90
what sort of neighbors they 46
what sort of political and 151
what sort of protection they 43
what sort of sincerity can 72
what sort of stupidity her 84
what sort of subjection this 43
what sort of testimony you 105
what sort the knowledge may 59
what there is indicates that 341
what those of structure are 53
what time is available for 163
what truth or perfection they 147
what type of character they 41
what type of community they 47
what type of connection you 338
what type of equipment and 242
what type of equipment they 188
what type of equipment was 70
what type of equipment you 506
what type of insurance they 46
what type of insurance you 212
what type of interview you 56
what type of knowledge and 55
what type of lifestyle you 52
what type of political and 61
what type of resources are 53
what were the americans doing 46
what were the arguments for 46
what were the arguments that 124
what were the character and 103
what were the conditions and 117
what were the conditions for 164
what were the conditions that 672
what were the conditions with 40
what were the doctrines and 95
what were the important things 80
what were the intentions and 95
what were the interests and 42
what were the obstacles that 138
what were the political and 181
what were the processes that 144
what were the prospects for 511
what were the qualities and 62
what were the qualities that 262
what will be available and 51
what will be available for 219
