wages have risen more rapidly 100
would have risen more rapidly 109
would have saved many millions 58
would have saved much suffering 45
would have saved much trouble 297
would have saved some expense 45
would have saved some trouble 54
would have saved their country 43
would have saved your country 40
would have shown more courage 93
would have shown more respect 115
would have shown more sympathy 62
would have shown some respect 63
would have slain these praetors 54
would have spread more rapidly 50
would have stood firm against 105
would have swept away everything 41
would have taken arms against 44
would have taken five hundred 71
would have taken five minutes 147
would have taken great courage 66
would have taken great delight 144
would have taken great pleasure 387
would have taken into account 2325
would have taken many decades 71
would have taken more company 40
would have taken more courage 197
would have taken more pleasure 128
would have taken more trouble 140
would have taken much pleasure 55
would have taken other measures 79
would have taken over control 40
would have taken part against 45
would have taken some comfort 72
would have taken some measures 90
would have taken some trouble 61
would have taken such measures 44
would have taken their chances 45
would have taken three hundred 124
would have taken three minutes 50
would have taken upon herself 42
would have taken upon himself 410
would have thrown away everything 100
would have thrown these baubles 48
would hold about four gallons 97
would just cause more trouble 58
would last about five minutes 107
would last about three minutes 44
would like every other country 67
would live alone unto herself 78
would look after their parents 40
would look after their welfare 148
would look after your secular 46
would much rather have avoided 112
would much rather have brought 57
would much rather have carried 44
would much rather have endured 52
would much rather have secured 58
would much rather have written 272
would once again find herself 53
would once again find himself 70
would only cause more trouble 246
would sink again into lethargy 76
would soon close those numbers 79
would stop bombing north vietnam 141
would take about five hundred 47
would take about five minutes 344
would take about five seconds 53
would take about three hundred 100
would take about three minutes 163
would take fully into account 127
would take place more quickly 85
would take place more rapidly 126
would take place most rapidly 44
would take place only because 117
would take place only between 50
would take place over several 79
would take place very quickly 59
would take place very rapidly 76
would take place very shortly 90
would talk about these matters 62
would teach youths nothing soundly 45
would throw doubt upon everything 45
would treat every other subject 85
would turn defeat into victory 84
would turn loose upon society 69
would your grace have occasion 60
woven look about their texture 49
writing soon after their arrival 131
wrote soon after their arrival 53
