war without truce and without 45
was neither voice nor answer 99
was neither worse nor better 699
was opened about six inches 86
was partly black and partly 53
was partly built and partly 45
was partly cause and partly 97
was partly false and partly 52
was partly greek and partly 45
was partly human and partly 43
was partly indian and partly 85
was partly moral and partly 63
was partly right and partly 628
was partly social and partly 68
was partly under his charge 46
was partly white and partly 47
was partly within and partly 122
was passed which was called 67
was placed front and center 45
was placed under his charge 468
was placed under his cousin 60
was placed under his direct 65
was placed under his orders 557
was placed under his pillow 81
was placed under his tuition 48
was raised about six inches 96
was raised about two inches 40
was raised above and behind 199
was raised above its former 108
was rallying about her person 54
was rimmed about with shaded 49
was serious about her career 55
was silent until they reached 254
was silent within and without 48
was simply choking with emotion 44
was simply looking for someone 71
was simply looking for something 62
was simply waiting for someone 45
was slowly added with stirring 278
was slowly shaping for itself 53
was something about her manner 248
was something about her sister 40
was something about his manner 810
was something about his origin 51
was something about his person 40
was something about his stance 99
was something about that answer 67
was something about that fellow 51
was something about that little 122
was something about that moment 61
was something about this fellow 116
was something about this little 340
was something about this simple 41
was something about this speech 44
was something about this strange 84
was something above and beyond 468
was something after this fashion 162
was something grave and solemn 57
was something noble and touching 42
was something rough and coarse 42
was something stiff and stupid 47
was something which had already 62
was something which had always 73
was something which she judged 115
was something which they wanted 42
was something which was almost 64
was something which was always 50
was something which was beyond 74
was spoken until they reached 200
was stated above that carbon 46
was steering within ten leagues 40
was striking rather than pretty 42
was swathed round with ragged 68
was taught latin and english 117
was thickly lined with unhurt 45
was thought could not affect 63
was thought right and proper 110
was through error and without 80
was through thomas and hannah 52
was treated could not dispel 95
was unsure about his future 90
was wheeling aloft and breasting 101
was wholly within his rights 57
was wholly within its powers 67
was wholly within its rights 42
was wholly woven and felted 67
was widely known and greatly 131
was widely known and highly 404
was widely known and quoted 47
was widely known and widely 94
was widely known long before 48
was william henry fox talbot 78
was without force and effect 41
was without funds and without 50
was without money and without 291
was wreathed round with yellow 66
way across russia and siberia 42
way onward rather than return 61
way through italy and france 47
way through night law school 43
way through shoal and through 56
way through smoke and flames 40
way through storm and stress 100
way through swamp and forest 107
way through woods and swamps 48
way toward meeting this demand 46
weak bodies could not endure 43
weak moment about her family 64
who always loses his temper 203
who always speaks his thought 74
who barked after her loudly 83
who become wives and mothers 50
who before could not afford 135
who before could not endure 51
who before reaching that height 47
who begins every day something 82
who boldly stood his ground 95
who bought above this tariff 50
who charge others with exalting 65
who choose blood and strife 56
who enlist under his banner 64
who exists above and beyond 42
who fights round his craven 50
who follow jesus are called 53
who fought round his person 151
who fought under his banner 237
who fought under his orders 48
who grazed sheep and cattle 52
who hardly spoke any english 69
who looked after his clothes 48
who looked after his family 47
who looked after his horses 44
who looked after his master 40
who looked anything but pleased 46
who looked grave and anxious 41
who merely carry out orders 53
who neither drank nor smoked 399
who neither enjoy nor suffer 159
who neither lived nor worked 42
who neither owned nor rented 100
who neither works nor serves 43
who number about one million 57
who number about two million 46
who poured boiling and freezing 66
who pursue women with appeals 69
who render ingress and egress 103
who reside within its bounds 84
who reside within its limits 66
who robbed banks and trains 48
who seemed willing and anxious 71
who served under his banner 106
who served under his orders 215
who served under sir william 43
who should appear but pretty 43
who should carry his notions 51
who should enjoy any public 223
who should seize and secure 45
who simply carry out orders 53
who simply could not accept 147
who simply could not adjust 40
who simply could not afford 321
who simply could not manage 45
who simply could not resist 106
who simply would not accept 66
who sleeps beneath this marble 47
who stands above and beyond 79
who taught drawing and painting 47
who taught latin and french 84
who turned round and looked 53
who worked under his orders 74
why almost every one wishes 102
wings expand about two inches 92
win higher wages and better 316
with actual people and events 49
with actual tasks and feelings 42
with almost twice that number 49
with annoying fools and knaves 57
with another human being through 55
with another human being without 158
with another woman and wanted 132
with another woman who worked 53
with autumn falling and rustling 52
with better grace and greater 148
with better housing and better 116
with binary input and output 54
with bleeding hands and broken 49
with bloody hands and dripping 80
with bright green and yellow 100
with bright orange and yellow 111
with broken cries and streaming 107
with broken glass and barbed 154
with broken glass and debris 88
with broken glass and strewn 97
with broken hearts and broken 132
with broken panes and window 84
with broken stone and gravel 116
with bronze breast and bronze 68
with brutes rather than amongst 44
with cannon smoke and thunder 126
with chains about his ankles 40
with choice trees and shrubs 44
with closed doors and without 67
with coarse grass and bushes 88
with coarse grass and rushes 95
with common goals and common 42
with common goals and shared 47
with common goals and values 76
with common needs and common 63
with common norms and values 93
with common sense and common 948
with common sense and energy 42
with common sense and wisdom 70
with common sense and without 61
with common words and common 549
with counting gases and placed 139
with creeping vines and bright 56
with decaying plant and animal 113
with dismay while they looked 47
with divine power and wisdom 70
with dollar signs and commas 149
with dotted lines and arrows 91
with double bonds are called 45
with double force and energy 71
with double force and relish 59
with double walls and double 42
with england rather than france 122
with english bards and scotch 238
with english money and english 43
with english notes and memoir 60
with english notes and notice 349
with english rather than french 43
with english wants and wishes 61
with enough money and enough 233
with ermine capes and woolly 158
with europe shops and parsee 40
with existing norms and values 151
with exotic herbs and spices 41
with exotic trees and plants 59
with exotic trees and shrubs 121
with feathers which they attach 42
with feathery crest and wampum 305
with fierce words and furious 87
with filter paper and placed 57
with finite first and second 74
with finite input and output 77
with folded hands and begged 49
with folded hands and bended 83
with folded hands and closed 467
with folded hands and expect 40
with folded hands and listen 60
with folded hands and looked 60
with folded hands and prayed 60
with folded hands and streaming 55
with folded hands and tearful 48
with folded hands and waited 43
with forest trees and shrubs 47
with fossil fuels and nuclear 98
with france rather than england 44
with french doors that opened 174
with french goods and french 51
with french names and french 84
with furious speed and crushing 137
with gender roles and sexual 47
with gerald about his school 95
with german money and german 50
with gilded leaves and covers 40
with golden horns and brazen 54
with golden horns and silver 54
with golden reins and silver 166
with golden vines and silver 92
with goodly posts and chains 64
with gordian twine his breaded 94
with greater force and effect 301
with greater force and energy 107
with greater force and greater 101
with greater force than before 1082
with greater force than common 40
with greater power and effect 79
with greater power and greater 52
with greater power than before 226
with greater pride than before 58
with greater rather than lesser 41
with greater rigor than before 112
with greater speed and greater 99
with greater speed and safety 125
with greater speed than before 278
with greater vigor and effect 106
with greater vigor than before 645
with higher blood lead levels 66
with higher wages and better 584
with higher wages and greater 43
with higher wages and higher 66
with hollow voice and sunken 94
with impure hearts and narrow 69
with joined hands and piteous 143
with julius caesar and pompey 56
with lances headed with copper 76
with languid frame and hollow 73
with larger towns and cities 56
with lifted lance and closed 106
with lifted torch its starry 120
with little arthur and rachel 59
with little money and little 162
with little people who depend 71
with little power and little 49
with little scope for further 43
with little sleep and little 56
with little steps and barely 95
with little study and plenty 43
with loaded canes and sticks 55
with locked doors and barred 40
with mangled limbs and bodies 94
with mangled limbs and putrid 41
with marble walls and floors 52
with marching bands and floats 235
with marked cards and loaded 53
with mature trees and shrubs 82
with merely sword and dagger 47
with methods within its sphere 62
with michael angelo and raphael 185
with mickey mouse and donald 92
with mighty walls and towers 41
with modern needs and modern 53
with mothers rather than fathers 44
with native trees and shrubs 179
with nature which goes beyond 45
with neighing steed and lively 69
with neither grief nor malice 53
with neither house nor clothes 500
with neither inlet nor outlet 95
with neither money nor credit 180
with neither sword nor shield 45
with nimble fingers and vacant 68
with nitric oxide and carbon 91
with normal blood and marrow 125
with normal liver and kidney 82
with normal vision and normal 55
with nuclear power and nuclear 49
with picked oakum and molten 44
with plants which had already 95
with pretty faces and pretty 54
with proper forms and orders 47
with public order and morals 68
with public order and public 82
with public order and safety 74
with purple heather and golden 43
with purple heather and yellow 43
with purple sails and silver 86
with quaint caves and arches 92
with raised bands and double 75
with raised voice and furious 123
with recent bones and shells 43
with relief rather than regret 52
with ridges which lay across 47
with sample input and output 108
with savage cries and clanking 50
with serious motor and mental 96
with severe acute lung injury 68
with severe liver and kidney 41
with severe nausea and vomiting 1051
with shared goals and values 49
with shared norms and values 66
with shells falling all around 126
with shrill cries and clashing 101
with silver chain and silken 349
with silver forks and spoons 58
with silver fringes and glassy 126
with silver iodide and silver 81
with silver leaves and golden 78
with simple cause and effect 103
with simple input and output 44
with simple lines and curves 52
with simple people and simple 48
with simple tools and highly 42
with singular verbs and plural 66
with sirens blaring and lights 162
with sirens wailing and lights 70
with skinny necks and pointy 46
with something above and beyond 135
with something awful and solemn 68
with something black and bouncy 120
with something brown and sticky 45
with something rough and rugged 46
with something weird and menacing 40
with something which has already 96
with something which they needed 66
with something which was almost 167
with something worse than simple 63
with sounding brass and tinkling 67
with soviet russia and soviet 122
with soviet russia was signed 44
with special gifts and powers 94
with special needs and special 84
with special needs are likely 64
with special needs are placed 99
with special needs are served 48
with special needs are taught 47
with sticky wages and prices 112
with stolen fruit how cutely 47
with stones which had fallen 41
with stones which they picked 49
with strange lands and peoples 56
with strange odors and loaded 40
with strange people and strange 56
with strange weeds and mosses 53
with streaming spars and dripping 49
with sudden slams and clicks 75
with sudden stops and starts 50
with swimming pools and tennis 237
with swords drawn and lances 60
with tender hearts and humble 148
with tennis court and swimming 95
with thrilling force and plenty 41
with tissue growth and repair 82
with tissue paper and placed 46
with tomato sauce and cheese 766
with tomato sauce and grated 209
with triple walls and towers 91
with twelve times its weight 127
with twenty times its volume 451
with twenty times its weight 390
with twenty times that number 66
with united hearts and voices 380
with united kingdom and united 60
with vacant looks and clammy 57
with various aunts and uncles 46
with various foods and drinks 78
with various games and dances 159
with various herbs and spices 137
with various input and output 65
with various kinds and levels 41
with various needs and powers 175
with various people and groups 49
with various sizes and colors 42
with various sizes and shapes 464
with various times and places 41
with various trees and shrubs 42
with various types and levels 97
with velvet cuffs and collar 108
with verbal traps and ingenious 45
with violent nausea and vomiting 118
with violent purging and vomiting 46
with violent winds and severe 69
with visual basic and visual 124
with whites rather than blacks 49
with whooping cough and measles 52
with winter rains and summer 119
with wooden bowls and spoons 45
with yellow faces and calves 45
with yellow fever and malaria 187
with yellow leaves and yellow 49
with yellow paper and prints 168
won higher wages and better 120
won twenty times that amount 56
