wage rates in such a 99
were known to hold a 79
were known to keep a 64
were known to make a 104
were known to only a 749
were known to play a 103
were known to show a 50
were known to take a 141
were later to call a 57
were later to find a 128
were later to form a 138
were later to have a 353
were later to make a 164
were later to play a 789
were later to take a 110
were learning to make a 68
were learning to play a 53
were learning to ride a 165
were liable to have a 163
were liable to lose a 55
were liable to make a 114
were liable to meet a 63
were liable to such a 41
were liable to take a 127
were light in such a 113
were lined up along a 281
were lined up facing a 89
were lined up like a 252
were looking at what i 59
were looking at when i 55
were looking on from a 205
were looking on what i 47
were looking to find a 105
were looking to have a 57
were looking to hire a 74
were looking to make a 207
were lucky in having a 295
were lucky to find a 1381
were lucky to have a 1868
were lucky to make a 71
were meeting to plan a 59
were merging to form a 56
were mingled in such a 55
were mixed in such a 140
were mixed to form a 183
were mixed to give a 106
were mixed to make a 70
were moved by such a 59
were moved in such a 74
were moved to form a 72
were moved to make a 135
were moved to take a 53
were nearly as great a 124
were nearly as much a 105
were never at such a 77
were never in such a 561
were never of such a 67
were never so great a 72
were never to have a 450
were never to make a 78
were never to take a 69
were noted as having a 80
were noted in only a 67
were noted to have a 1109
were often as much a 137
were often in such a 108
were often of such a 270
were opening the door a 66
were others of whom i 52
were others to whom i 47
were owned by only a 86
were parts of such a 46
were people to whom a 65
were people to whom i 106
were piled to make a 50
were piled up into a 120
were piled up like a 151
were plans to hold a 41
were plans to make a 67
were plans to open a 73
were playing so losing a 43
were posed in such a 117
were pouring in like a 64
were pouring it into a 50
were prone to have a 47
were prone to take a 101
were proud of having a 200
were proud of such a 93
were proud of what i 77
were proud to have a 406
were putting it into a 44
were putting me into a 46
were putting up such a 75
were quick to draw a 95
were quick to find a 178
were quick to form a 43
were quick to lend a 47
were quick to make a 172
were quick to note a 83
were quick to spot a 114
were quick to take a 80
were quite as much a 188
were rated as having a 794
were really as much a 42
were really in such a 106
were really of such a 52
were reared in such a 58
were right in making a 45
were right in saying i 45
were right in urging a 49
were right to make a 51
were right to take a 142
were risks in such a 67
were running at such a 40
were safer to pass a 56
were seated in such a 135
were seeking to find a 317
were seeking to form a 123
were seeking to gain a 105
were seeking to have a 45
were seeking to make a 271
were seeking to reach a 59
were shaking so hard i 197
were shaking so much i 271
were shown as having a 46
were shown in such a 64
were shown to form a 163
were shown to give a 101
were shown to have a 5204
were shown to make a 51
were shown to play a 359
were shown up into a 66
were signs of such a 87
were sited in such a 65
were sitting in such a 40
were sorry to lose a 81
were sorry to make a 64
were spent in making a 207
were spent in such a 97
were split up among a 68
were split up into a 494
were still as much a 84
were still at heart a 105
were still at least a 328
were still at such a 64
were still in such a 350
were still of such a 57
were still on when i 65
were still so much a 60
were still to have a 225
were still to play a 45
were still up when i 57
were strung to such a 137
were swept up into a 161
were sworn to give a 50
were sworn to make a 73
were taken by only a 62
were taken in such a 543
were taken to call a 114
were taken to find a 175
were taken to form a 1107
were taken to give a 127
were taken to have a 332
were taken to hold a 73
were taken to keep a 114
were taken to make a 341
were taken to meet a 89
were taken to open a 100
were taken to reach a 44
were taken to send a 61
were taken up into a 207
were talking of having a 44
were talking of making a 60
were talking to when i 112
were telling me what a 130
were telling me what i 123
were thinking of adding a 41
were thinking of buying a 392
were thinking of giving a 48
were thinking of having a 303
were thinking of making a 328
were thinking of such a 71
were thinking of taking a 287
were thinking of when i 44
were timed in such a 50
were treating it like a 70
were treating me like a 360
were treating me like i 118
were tuned in such a 64
were turning it into a 275
were turning me into a 97
were urged to find a 46
were urged to form a 132
were urged to give a 44
were urged to have a 94
were urged to join a 105
were urged to keep a 103
were urged to make a 207
were urged to play a 56
were urged to seek a 169
were urged to send a 69
were urged to sign a 119
were urged to take a 309
were viewing it from a 80
were waiting to find a 46
were waiting to have a 156
were waiting to make a 135
were waiting to take a 93
were wanting to make a 94
were willing to back a 52
were willing to call a 121
were willing to draw a 90
were willing to face a 103
were willing to find a 177
were willing to form a 340
were willing to fund a 43
were willing to give a 1238
were willing to have a 1049
were willing to help a 112
were willing to hire a 76
were willing to hold a 135
were willing to join a 338
were willing to keep a 95
were willing to kill a 62
were willing to land i 57
were willing to learn a 47
were willing to leave a 93
were willing to lend a 480
were willing to live a 83
were willing to lose a 73
were willing to make a 3558
were willing to open a 70
were willing to pass a 62
were willing to play a 194
were willing to quit a 44
were willing to reach a 117
were willing to risk a 1068
were willing to seek a 153
were willing to sell a 102
were willing to send a 203
were willing to sign a 704
were willing to take a 5338
were willing to tell a 47
were willing to throw a 43
were willing to turn a 297
were willing to vote a 54
were willing to wage a 40
were willing to wait a 236
were willing to work a 111
were wired in such a 45
were working in such a 110
were working on such a 140
were working on when i 66
were working to find a 87
were working to form a 44
were working to make a 97
were worthy of such a 711
were wound up like a 54
west could be seen a 113
what about the ones i 40
what about the time i 131
what agony of mind i 41
what avail is such a 61
what basis is such a 110
what comes of having a 554
what comes of making a 62
what comes of taking a 75
what could be done a 46
what could be done i 61
what could be more a 64
what could be only a 124
what could be such a 181
what could go into a 44
what frame of mind i 258
what gives it such a 87
what helps to make a 51
what lapse of time i 41
what logic we call a 137
what makes it into a 120
what makes it such a 3280
what makes me such a 216
what makes me think i 353
what makes me what i 149
what makes the book a 98
what makes the play a 69
what makes the work a 67
what makes us such a 43
what method of cure i 101
what might be done a 47
what might be just a 108
what might be made a 134
what might be only a 411
what might be such a 67
what might go into a 111
what people at such a 113
what people of whom i 44
what period of time a 340
what period of time i 103
what point in such a 103
what point in time a 315
what point is there a 153
what point of time a 128
what point of view a 102
what point of view i 366
what really is only a 45
what seems at least a 57
what seems to have a 96
what seems to make a 72
what seems to many a 100
what seems to some a 110
what sense is such a 168
what sense is there a 686
what shall be said a 88
what shall we call a 117
what short of such a 99
what space of time i 127
what state of health i 83
what state of mind a 43
what state of mind i 616
what tends to make a 48
what though it were a 78
what today we call a 766
what turns it into a 88
what value is such a 551
what would be even a 45
what would be here a 55
what would be like a 51
what would be only a 178
what would be such a 368
what would do were i 41
what would go into a 79
wheat flour to form a 165
wheat flour to make a 884
when about to face a 47
when about to give a 96
when about to have a 61
when about to hold a 57
when about to leave a 86
when about to leave i 53
when about to make a 774
when about to meet a 56
when about to pass a 42
when about to play a 44
when about to take a 263
when added to such a 76
when again he heard a 47
when asked the time o 48
when asked to copy a 148
when asked to draw a 1039
when asked to find a 152
when asked to form a 109
when asked to give a 1103
when asked to have a 54
when asked to help a 69
when asked to join a 117
when asked to keep a 49
when asked to leave a 55
when asked to lend a 44
when asked to make a 1254
when asked to name a 572
when asked to pick a 53
when asked to play a 114
when asked to rank a 51
when asked to rate a 40
when asked to send a 69
when asked to show a 51
when asked to sign a 249
when asked to take a 502
when asked to teach a 78
when asked to tell a 155
when based on only a 40
when based on such a 56
when faced by such a 130
when first he sees a 63
when first thy rein i 70
when found in such a 43
when getting to know a 69
when getting up from a 568
when given in such a 49
when heated to form a 74
when heated to such a 69
when later in life i 63
when learning is made a 43
when learning to play a 97
when learning to ride a 228
when learning to speak a 40
when lifting my eyes i 53
when lingering to take a 50
when looking at such a 321
when moved by such a 77
when opening or saving a 52
when people go into a 80
when seeking to make a 83
when setting up such a 110
when shall we have a 262
when speaking of such a 214
when taken in such a 96
when tried by such a 64
when urged in such a 90
when urged to take a 66
when viewing it from a 79
when wishing to make a 69
when working in such a 104
when working on such a 87
when writing to such a 71
whom appear to have a 47
whom began to seek a 83
whom seems to have a 50
whom shall be from a 130
wide apart to form a 44
wide awake on hearing a 77
wide world is there a 64
wide world to find a 47
wide world to hide a 301
wide world to make a 44
wide world to seek a 54
wide world to whom i 81
wife about to have a 43
wife asked me what i 177
wife hates it when i 43
wife ought to have a 65
wife ought to make a 47
wife seems to have a 86
wife seems to think i 73
wife shall be like a 431
wife wants to have a 81
wife worthy of such a 105
wild beasts to make a 76
wild jokes by many a 48
will abide by what i 42
will admit he made a 40
will admit of only a 143
will admit of such a 473
will admit to having a 153
will again do what i 90
will agree to call a 47
will agree to form a 56
will agree to give a 112
will agree to have a 174
will agree to make a 212
will agree to sign a 94
will agree to such a 502
will agree to take a 555
will agree to what i 165
will allow at least a 108
will allow of only a 68
will allow of such a 121
will allow to have a 50
will allow to such a 152
will allow we have a 96
will alter in such a 67
will alter it when i 40
will appeal to only a 112
will appear as having a 44
will appear as only a 49
will appear by reading a 104
will appear by taking a 44
will appear by what i 58
will appear in such a 315
will appear in what i 53
will appear to form a 161
will appear to give a 82
will appear to have a 2905
will appear to make a 154
will appear to many a 134
will appear to show a 69
will appear to some a 43
will appear to such a 50
will appear to take a 65
will apply in such a 93
will apply to only a 199
will apply to such a 270
will arise in such a 277
will avail to make a 43
will begin by adding a 59
will begin by asking a 101
will begin by giving a 414
will begin by making a 284
will begin by reading a 71
will begin by saying a 120
will begin by taking a 652
will begin in just a 92
will begin to draw a 49
will begin to feel a 1029
will begin to fill a 53
will begin to find a 138
will begin to form a 515
will begin to gain a 168
will begin to give a 110
will begin to grow a 44
will begin to have a 1630
will begin to learn a 67
will begin to live a 135
will begin to look a 104
will begin to lose a 40
will begin to make a 704
will begin to play a 572
will begin to seek a 41
will begin to seem a 44
will begin to show a 562
will begin to take a 614
will begin to tell a 79
will begin to think i 245
will begin to turn a 53
will belong to some p 47
will belong to some r 81
will blend to form a 57
will brave it till i 79
will breed it like a 149
will build up into a 186
will build up over a 63
will build up such a 85
will carry at least a 47
will carry on what i 70
will carry us into a 222
will carry us only a 59
will cause as great a 43
will cause at least a 216
will cause so great a 43
will change by only a 53
will change in such a 756
will change it from a 127
will change it into a 255
will change me into a 76
will change to show a 116
will claim to have a 145
will climb up into a 48
will close up like a 55
will cover at least a 75
will create as great a 117
will create at least a 55
will create so great a 54
will doubt me when i 46
will drive it into a 66
will drive me into a 93
will drive us into a 68
will either go into a 132
will elect to have a 51
will engage in such a 116
will engage to find a 54
will engage to make a 113
will enjoy at least a 55
will enter or leave a 57
will enter the land i 72
will essay to glean a 40
will exist in such a 103
will fetch as high a 63
will fetch so much a 60
will fight in such a 44
will fight on till i 46
will fight to make a 47
will flare up into a 59
will flare up like a 86
will focus on just a 232
will focus on only a 351
will focus on what i 365
will force it into a 63
will force me into a 56
will force us into a 103
will grant me what i 152
will guide us into a 85
will haunt me like a 41
will haunt me till i 138
will haunt us like a 40
will laugh at such a 135
will laugh at what i 104
will light on many a 54
will light up like a 104
will marry me when i 56
will merge to form a 183
will never be even a 103
will never be just a 119
will never be like a 77
will never be made a 224
will never be such a 940
will never be what i 141
will never be worth a 409
will never do such a 1709
will never do what i 150
will never go into a 244
will occur at such a 99
will occur at time t 218
will occur if such a 40
will occur in only a 153
will occur in such a 582
will occur on such a 46
will offer at least a 137
will offer the user a 73
will offer to make a 92
will offer to sell a 51
will offer to take a 43
will often be only a 182
will often be seen a 40
will often go into a 101
will pause to make a 42
will pause to take a 53
will plant it upon a 167
will please to give a 150
will please to make a 89
will please to send a 93
will please to take a 83
will plunge us into a 109
will power to make a 71
will prove as good a 185
will prove as great a 549
will prove as much a 40
will prove at least a 50
will prove so great a 108
will prove to have a 1129
will prove to play a 48
will raise as great a 61
will raise up such a 40
will refer to only a 182
will refer to such a 810
will refer to what i 130
will repay the debt i 51
will reveal at least a 91
will scoff at such a 51
will serve as good a 52
will serve as such a 193
will serve in such a 123
will serve to fill a 71
will serve to form a 156
will serve to give a 3550
will serve to keep a 115
will serve to make a 744
will serve to open a 53
will serve to pass a 71
will serve to show a 154
will serve to throw a 138
will shape it into a 54
will shift in such a 289
will shoot up like a 44
will smash it into a 55
will smile at such a 63
will smile at what i 68
will sound to many a 57
will spare my life i 85
will spend at least a 489
will split up into a 154
will spread to form a 97
will stand as good a 88
will stand by what i 127
will stand in such a 52
will stand to gain a 41
will stand to lose a 40
will stand to make a 78
will stand up like a 141
will start by adding a 42
will start by giving a 212
will start by making a 119
will start by taking a 172
will start in just a 41
will start to feel a 169
will start to form a 115
will start to have a 223
will start to look a 76
will start to make a 222
will start to play a 133
will start to show a 69
will start to take a 63
will stick to what i 113
will still be here a 56
will still be just a 69
will still be left a 270
will still be making a 102
will still be only a 499
will still be such a 49
will still be there a 106
will still be worth a 57
will still do what i 52
will swell up like a 90
will thrive in such a 110
will touch on just a 77
will touch on only a 272
will trust me when i 71
will unite to form a 498
will unite to give a 42
will usher us into a 56
will watch me when i 41
will write as clear a 60
will write at least a 46
will write in such a 60
will write me such a 49
will yield as good a 94
will yield as great a 86
will yield as high a 58
will yield at least a 263
will yield to such a 52
wilt never be such a 57
wilt trust me when i 62
wind began to blow a 325
wind blows in such a 75
wind seems to have a 44
wind sprang up from a 91
wire tapping is made a 90
wire whisk to make a 59
wish first to make a 109
wits about me when i 110
word about it till i 74
word about it when i 46
word below to make a 61
word calls to mind a 68
word comes to have a 103
word order in such a 47
word seems to have a 277
word tends to have a 41
word though we find a 62
word which is also a 61
word which is like a 69
word which is only a 54
wore round the neck a 40
work based on such a 125
work began to have a 83
work began to reach a 41
work began to show a 82
work began to take a 98
work calls to mind a 48
work could be made a 40
work force in such a 110
work needs to have a 118
work ought to have a 581
work seeks to make a 44
work seems to have a 573
work seems to show a 51
work tends to have a 99
work tends to make a 45
work until he gets a 45
work until we have a 51
work which is also a 170
work which is only a 90
work which is such a 53
work worthy of such a 156
work would be like a 80
work would be only a 274
worth close to half a 120
worth keeping in mind a 60
worth looking at during a 78
worth looking at from a 41
worth pausing to note a 40
worth pausing to take a 70
worth quoting at length a 97
worth quoting in full a 61
worth while in such a 185
worth while to break a 61
worth while to call a 133
worth while to cast a 222
worth while to cite a 153
worth while to come a 78
worth while to draw a 129
worth while to find a 93
worth while to form a 161
worth while to gain a 50
worth while to give a 6966
worth while to grow a 54
worth while to have a 4307
worth while to hire a 72
worth while to hold a 138
worth while to keep a 1468
worth while to know a 79
worth while to learn a 89
worth while to leave a 61
worth while to linger a 106
worth while to look a 347
worth while to lose a 98
worth while to make a 12010
worth while to note a 317
worth while to open a 166
worth while to pass a 67
worth while to risk a 292
worth while to save a 62
worth while to seek a 128
worth while to send a 711
worth while to sink a 45
worth while to stay a 98
worth while to stop a 158
worth while to take a 4782
worth while to teach a 70
worth while to tell a 173
worth while to throw a 124
worth while to wait a 88
worth while to walk a 67
wove every thing into a 41
wrong shoot up like a 44
