waddling run and look around 69
writer does not have enough 60
writer does not know whether 481
writer has not come across 372
writer then goes into detail 56
writer who has been already 42
writer who has been called 155
writer who has been quoted 60
writer who has been widely 43
writer who has gone beyond 41
writer who has gone through 61
writer who has left behind 74
writer who has most clearly 41
writings and had been pleased 66
