wade into the icy water 89
well ahead of our story 61
well amid the old trees 49
well away so she would 41
well back in her chair 116
well back in his chair 476
well born on both sides 158
well done as that which 62
well done in any brave 57
well done in this world 93
well done on both sides 62
well down to our front 69
well during the dry season 225
well during the hot weather 90
well during the wet season 45
well find in this utopia 60
well from the way mother 58
well gilt on both sides 45
well give up all hopes 106
well hard by for water 53
well help to bring about 79
well here as any where 83
well into the dry leaves 74
well into the dry season 678
well into the hot weather 84
well into the new kingdom 72
well into the war period 77
well into the wee hours 1042
well into the wee small 63
well into the wet season 71
well kept on both sides 49
well knew by his touch 54
well knew he had never 66
well knew he was never 144
well like of her works 70
well made in this world 80
well made up our minds 68
well make it all right 107
well make up our minds 1417
well over on his right 57
well over the age limit 68
well past the age where 116
well said by sir james 49
well said on this point 64
well seem to him rather 43
well seen in his craft 91
well seen on both sides 48
well stay up all night 43
well stop at this point 136
well such as are plain 45
well take as its motto 86
well talk to him about 48
well tell me all about 185
well tell us all about 162
well there is one above 52
well think of sir george 120
well throw up his hands 101
well throw up our hands 82
well tied up with strong 50
well till he was within 85
well till we got within 89
well what he was about 3756
well what he was after 167
well what he was driving 68
well what he was feeling 53
well what he was getting 162
well what he was looking 72
well what he was talking 904
well what he was thinking 367
well what he was writing 172
well what it was about 319
well what to say about 108
well what we are about 457
well what we are talking 76
well when he that speaks 105
well when he was alive 70
well when he was alone 85
well when he was first 42
well when he was looking 41
well when he was sober 50
well when he was still 151
well when he was writing 43
well when it was first 197
well worth the few extra 192
well worth the few hours 49
well worth the long drive 56
went ahead at top speed 43
went ahead of them until 229
went ahead on that basis 91
went ahead on this basis 75
went along in its usual 44
went along the path which 49
went along the rue saint 209
went along to his house 66
went away in this trade 48
went away on his first 73
went away on his horse 55
went away on long trips 40
went away on them again 85
went away the day after 111
went away to get change 42
went away to her father 300
went away to her house 70
went away to her mother 61
went away to his father 42
went away to his hotel 66
went away to his house 320
went away to his place 73
went away to his rooms 50
went away to his study 90
went away to hot springs 65
went away to see about 78
went back in all haste 57
went back in and asked 103
went back in and found 96
went back in and tried 55
went back in her house 44
went back in his house 143
went back on his heels 88
went back on his words 124
went back the day after 61
went back to ann arbor 323
went back to ask about 48
went back to bed after 735
went back to bed again 1108
went back to bed feeling 269
went back to bed thinking 99
went back to bed under 60
went back to bed until 173
went back to bed where 103
went back to bed while 91
went back to east texas 42
went back to her after 64
went back to her again 125
went back to her bench 70
went back to her books 172
went back to her cabin 436
went back to her cards 117
went back to her chair 2926
went back to her chore 119
went back to her class 269
went back to her cleaning 234
went back to her cooking 801
went back to her couch 89
went back to her daily 66
went back to her digging 214
went back to her drawing 329
went back to her dreams 70
went back to her drink 73
went back to her dusting 147
went back to her empty 49
went back to her father 3789
went back to her first 983
went back to her folks 99
went back to her grand 42
went back to her group 64
went back to her horse 81
went back to her hotel 830
went back to her house 5105
went back to her ironing 342
went back to her lists 43
went back to her lodge 120
went back to her lodging 128
went back to her lover 76
went back to her lunch 64
went back to her meeting 40
went back to her mending 200
went back to her motel 57
went back to her mother 3921
went back to her music 153
went back to her nails 48
went back to her notes 223
went back to her novel 100
went back to her nursing 54
went back to her packing 525
went back to her paper 181
went back to her party 53
went back to her people 424
went back to her perch 63
went back to her phone 100
went back to her place 2882
went back to her plate 41
went back to her quiet 42
went back to her rocking 179
went back to her rooms 216
went back to her roots 58
went back to her salad 143
went back to her search 105
went back to her sitting 137
went back to her small 89
went back to her sorting 88
went back to her stool 161
went back to her story 275
went back to her stove 64
went back to her studio 121
went back to her study 127
went back to her suite 105
went back to her table 1557
went back to her tasks 53
went back to her teaching 202
went back to her tribe 137
went back to her uncle 105
went back to her usual 126
went back to her vigil 64
went back to her washing 328
went back to her weeding 123
went back to her world 47
went back to her writing 514
went back to him after 182
went back to him again 237
went back to his abode 160
went back to his attic 75
went back to his bench 476
went back to his bible 67
went back to his board 54
went back to his books 796
went back to his cabin 1390
went back to his cards 115
went back to his carving 46
went back to his chair 5115
went back to his chart 49
went back to his chief 126
went back to his chore 46
went back to his claim 45
went back to his class 308
went back to his cleaning 97
went back to his coach 70
went back to his comic 151
went back to his cooking 369
went back to his couch 188
went back to his court 68
went back to his daily 76
went back to his digging 461
went back to his drawing 571
went back to his dreams 56
went back to his drink 253
went back to his driving 147
went back to his empty 93
went back to his engine 53
went back to his father 5793
went back to his feeding 93
went back to his field 201
went back to his files 73
went back to his first 1271
went back to his fishing 547
went back to his flock 82
went back to his forge 104
went back to his glass 161
went back to his grave 63
went back to his group 130
went back to his guest 47
went back to his horse 791
went back to his hosts 54
went back to his hotel 4136
went back to his house 9962
went back to his hovel 59
went back to his hunting 144
went back to his indian 92
went back to his inner 41
went back to his jungle 43
went back to his kingdom 243
went back to his knees 43
went back to his labor 51
went back to his lands 40
went back to his large 63
went back to his legal 60
went back to his light 96
went back to his lines 97
went back to his lodge 245
went back to his lodging 765
went back to his lunch 129
went back to his mates 42
went back to his meeting 86
went back to his morning 87
went back to his motel 169
went back to his mother 3585
went back to his music 190
went back to his notes 476
went back to his novel 148
went back to his packing 327
went back to his paper 2837
went back to his party 176
went back to his people 817
went back to his perch 172
went back to his phone 142
went back to his place 5589
went back to his plane 109
went back to his plans 45
went back to his plate 100
went back to his playing 99
went back to his plowing 115
went back to his point 86
went back to his porch 42
went back to his quiet 130
went back to his ranch 191
went back to his rooming 111
went back to his rooms 1224
went back to his roots 200
went back to his search 163
went back to his shack 125
went back to his shaving 131
went back to his sheep 256
went back to his ships 172
went back to his sitting 182
went back to his small 213
went back to his sorting 107
went back to his spade 83
went back to his squad 84
went back to his stall 70
went back to his stand 76
went back to his state 183
went back to his stone 46
went back to his stool 251
went back to his store 453
went back to his story 493
went back to his stove 79
went back to his studio 543
went back to his study 1815
went back to his stump 42
went back to his suite 162
went back to his table 2209
went back to his tasks 61
went back to his teaching 272
went back to his tents 81
went back to his thinking 83
went back to his throne 65
went back to his tower 67
went back to his trade 443
went back to his train 79
went back to his tribe 192
went back to his troop 75
went back to his truck 1079
went back to his uncle 291
went back to his usual 424
went back to his vigil 97
went back to his villa 57
went back to his wagon 128
went back to his waiting 172
went back to his watch 100
went back to his weeding 109
went back to his writing 1688
went back to his yacht 53
went back to its first 74
went back to its owner 52
went back to its place 365
went back to its roots 65
went back to its usual 226
went back to new delhi 71
went back to new guinea 100
went back to new haven 312
went back to new salem 71
went back to ohio state 42
went back to old times 142
went back to our boats 50
went back to our books 46
went back to our bunks 99
went back to our cabin 204
went back to our cells 107
went back to our desks 83
went back to our first 113
went back to our homes 187
went back to our hotel 1240
went back to our house 1419
went back to our lives 51
went back to our lodging 50
went back to our method 40
went back to our motel 106
went back to our place 170
went back to our posts 43
went back to our rooms 679
went back to our roots 41
went back to our ships 90
went back to our suite 68
went back to our table 446
went back to our tents 148
went back to our usual 76
went back to read again 46
went back to red river 40
went back to san diego 501
went back to san pedro 53
went back to see about 169
went back to see where 78
went back to that evening 103
went back to that first 262
went back to that hotel 50
went back to that house 331
went back to that morning 102
went back to that night 354
went back to that period 79
went back to that place 446
went back to that scene 190
went back to that still 40
went back to that store 96
went back to that sweet 56
went back to that which 48
went back to them after 55
went back to them again 163
went back to this place 81
went back to this woman 48
went back to try again 152
went crying to her mother 88
went crying to his mother 231
went down he was still 90
went down in bad weather 74
went down in his glory 41
went down in his shirt 42
went down on all fours 2172
went down on all sides 45
went down on both knees 494
went down on both sides 64
went down on her belly 41
went down on her hands 469
went down on her knees 7739
went down on his belly 227
went down on his chest 61
went down on his front 101
went down on his gouty 64
went down on his hands 1540
went down on his heels 64
went down on his knees 15660
went down on his right 182
went down on its front 109
went down on its knees 553
went down on our hands 70
went down on our knees 488
went down on our wharf 45
went down on that fatal 41
went down or how often 46
went down the area steps 295
went down the day after 52
went down the east coast 115
went down the few steps 238
went down the long aisle 40
went down the long drive 50
went down the long slope 82
went down the long steps 65
went down the long white 43
went down the long winding 45
went down the ohio river 656
went down the path again 103
went down the path which 54
went down the rue grand 83
went down the rue saint 44
went down the two steps 222
went down to buy grain 155
went down to get water 108
went down to her cabin 389
went down to her father 507
went down to her grave 418
went down to her house 182
went down to her knees 330
went down to her mother 315
went down to her place 58
went down to her waist 111
went down to his boots 48
went down to his cabin 1391
went down to his father 472
went down to his first 40
went down to his grave 2114
went down to his hands 70
went down to his hotel 45
went down to his house 10489
went down to his knees 1131
went down to his mother 120
went down to his place 226
went down to his ships 58
went down to his store 132
went down to his studio 87
went down to his study 418
went down to his waist 76
went down to its knees 47
went down to new haven 118
went down to our cabin 87
went down to our house 49
went down to our local 41
went down to san diego 362
went down to san pedro 60
went down to say hello 51
went down to see about 365
went down to see after 42
went down to see where 69
went down to see would 68
went down to ten cents 47
went down to that place 153
went down to that river 87
went down to them again 46
went down to this place 128
went down to yon place 51
went early to his studio 51
went five or six miles 145
went five or six times 102
went forth in her voice 52
went forth in that state 105
went forth on his quest 65
went forth to all lands 54
went forth to all parts 46
went forth to his daily 75
went forth to his first 42
went forth to men whose 58
went forth to that place 101
went from the old world 42
went home on his first 60
went home the day after 115
went home to her empty 43
went home to her father 564
went home to her folks 65
went home to her hotel 45
went home to her house 157
went home to her mother 2143
went home to her people 76
went home to his father 2121
went home to his hotel 94
went home to his house 1200
went home to his lodge 53
went home to his lodging 176
went home to his mother 2711
went home to his people 67
went home to his place 45
went home to his ranch 47
went home to his rooms 109
went home to his studio 43
went home to our hotel 45
went home to see about 80
went into an area where 54
went into an eating house 51
went into an old house 54
went into an old woman 80
went into it and found 136
went into my bed under 52
went into the air again 90
went into the air corps 118
went into the air force 1527
went into the area where 62
went into the bar where 167
went into the big drawing 44
went into the big front 40
went into the big house 225
went into the car where 81
went into the den where 159
went into the dry goods 265
went into the east indian 102
went into the fog again 70
went into the fur trade 138
went into the hen house 74
went into the hot water 67
went into the hut again 79
went into the hut where 239
went into the icy water 117
went into the inn where 52
went into the long drawing 64
went into the long grass 55
went into the neon fruit 230
went into the new house 157
went into the new world 63
went into the old house 112
went into the old woman 106
went into the real world 48
went into the red cross 91
went into the shoe store 45
went into the wee hours 89
went last to her chair 46
went limp in his grasp 104
went limp in his hands 129
went much to his house 51
went none of that large 135
went over it all again 1461
went over the new brick 187
went over the old house 54
went over the old story 83
went over the top after 51
went over the top again 75
went over to hear about 63
went over to her again 63
went over to her bureau 59
went over to her chair 173
went over to her couch 46
went over to her father 1230
went over to her house 1562
went over to her mother 1568
went over to her place 471
went over to her purse 52
went over to her table 351
went over to her uncle 109
went over to her writing 59
went over to him after 63
went over to him again 56
went over to him every 67
went over to his bureau 53
went over to his cabin 48
went over to his chair 209
went over to his enemy 68
went over to his father 1100
went over to his horse 268
went over to his hotel 87
went over to his house 4708
went over to his mother 1414
went over to his party 156
went over to his place 787
went over to his rival 134
went over to his rooms 59
went over to his studio 49
went over to his study 42
went over to his table 604
went over to his truck 64
went over to his trunk 52
went over to his uncle 151
went over to his writing 124
went over to our house 83
went over to say hello 1919
went over to see about 221
went over to see where 48
went over to that party 76
went over to that place 56
went over to this house 41
went over to this place 45
went over to tom willy 57
went over us this morning 125
went there the day after 83
went there to ask about 62
went there to see about 116
went wrong at this point 80
went wrong in our lives 70
wept till he was blind 58
wept when he was alone 43
were able at all times 192
were able at this point 68
were able by this method 55
were able to add value 56
were able to ask about 62
were able to bring about 5992
were able to bring large 58
were able to bring order 55
were able to bring people 41
were able to bring strong 45
were able to bring under 162
were able to buy about 50
were able to buy books 85
were able to buy farms 72
were able to buy flour 40
were able to buy fresh 58
were able to buy goods 167
were able to buy homes 153
were able to buy large 157
were able to buy small 116
were able to buy stock 43
were able to cut costs 166
were able to cut loose 100
were able to cut short 47
were able to earn about 72
were able to earn extra 50
were able to earn large 71
were able to earn money 349
were able to earn wages 85
were able to fly about 102
were able to fly again 40
were able to get about 1076
were able to get above 113
were able to get anything 125
were able to get close 1237
were able to get every 46
were able to get first 109
were able to get fresh 183
were able to get funding 110
were able to get funds 71
were able to get large 115
were able to get loans 121
were able to get money 148
were able to get nearly 41
were able to get people 157
were able to get quite 241
were able to get right 307
were able to get rooms 82
were able to get round 362
were able to get small 47
were able to get under 352
were able to get visas 57
were able to get water 177
were able to get within 525
were able to hear about 77
were able to hear every 97
were able to lay aside 384
were able to lay claim 622
were able to lay hands 301
were able to lay siege 85
were able to lead heroes 48
were able to lead lives 51
were able to pay fines 41
were able to pay large 68
were able to pay lower 57
were able to pay taxes 108
were able to put aside 1742
were able to put every 57
were able to put large 42
were able to put money 74
were able to read about 532
were able to read aloud 69
were able to read books 115
were able to read greek 145
were able to read latin 41
were able to read music 212
were able to read words 100
were able to reap large 54
were able to run about 354
were able to run under 91
were able to say about 104
were able to say anything 134
were able to say where 63
were able to say which 51
were able to see about 52
were able to see again 124
were able to see anything 107
were able to see beneath 77
were able to see every 116
were able to see first 153
were able to see people 46
were able to see quite 156
were able to see right 151
were able to see where 254
were able to see which 101
were able to set about 543
were able to set aside 1636
were able to sit alone 56
were able to sit still 61
were able to use either 60
were able to use force 69
were able to use large 53
were able to use local 75
were able to use small 53
were able to use state 94
were able to use water 45
were able to use words 81
were ahead by one point 49
were ahead of all others 48
were ahead of his times 55
were aiming to bring about 53
were along the east coast 83
were also at this meeting 50
were also at this period 210
were also by and large 154
were also in bad shape 95
were also in his favor 47
were also in his hands 87
were also in his power 51
were also in that region 40
were also in this class 58
were also in this group 209
were also in this period 56
were also in this region 65
were also of our party 72
were also of this party 58
were also of this period 41
were also of two kinds 131
were also of two minds 71
were also of two types 72
were also on this floor 100
were among my own people 45
were among the few black 50
were among the few books 96
were among the few forms 44
were among the few items 97
were among the few large 50
were among the few local 43
were among the few lucky 57
were among the few major 47
were among the few people 780
were among the few really 45
were among the few still 54
were among the few times 76
were among the few which 122
were among the few white 120
were among the few whose 49
were among the few women 240
were among the few words 51
were among the few works 54
were among the men whose 67
were among the things about 62
were among the things which 286
were among the top eight 69
were among the top fifty 135
were among the top seven 67
were among the two dozen 107
were arming on all sides 54
were asking if they could 196
were asking me all kinds 49
were asking me for money 45
were awed by her power 82
were back at her house 112
were back at her place 54
were back at his house 99
were back at his place 67
were back at our desks 44
were back at our hotel 96
were back in bed again 71
were back in new haven 42
were back in our hotel 124
were back in our house 125
were back in our rooms 72
were back in san diego 40
were back in this world 92
were back to that again 147
were back up and running 77
were bathing in that place 43
were beating in his bosom 45
were beating the war drums 40
were best to bear apart 62
were born at this place 53
were born in and lived 42
were born in asia minor 48
were born in her house 80
were born in his house 1947
were born in new haven 89
were born in new spain 85
were born in one place 46
were born in that house 213
were born in that period 68
were born in that place 70
were born in that region 48
were born in that state 375
were born in this house 565
were born in this period 217
were born in this place 114
were born in this region 127
were born in this state 129
were born in this world 591
were born is not quite 51
were born of bad cooking 45
were born of his first 114
were born of one mother 123
were born or had lived 96
were born or who lived 70
were born to him after 115
were born to him seven 169
were born to his first 98
were born to them after 263
were born to them eight 69
were born to them while 130
were born to this happy 57
were born to this worthy 76
were busy in all parts 53
were busy in his brain 40
were busy on both sides 119
were cast as one piece 51
were cast in his favor 146
were cast in its favor 191
were cast in one piece 712
were cast in two parts 43
were clad in long robes 47
were clad in long white 67
were clear in our minds 76
were clear on one point 189
were clear on that point 146
were clear on this point 617
were cold to his touch 45
were come to his hands 94
were come to his house 128
were come to that place 43
were come to that point 43
were come to this place 54
were coming in day after 54
were coming in for lunch 42
were coming in one after 64
were coming in this morning 149
were coming to her house 189
were coming to his house 311
were coming to our house 245
were coming to this place 121
were coming up one after 56
were dealt on both sides 53
were deaths on both sides 125
were dining at her house 83
were done as they ought 83
were done by both sides 89
were done by him alone 571
were done by them which 57
were done by this method 72
were done in all cases 75
were done in all parts 47
were done in his studio 57
were done in this period 79
were done in this study 56
were done in two steps 53
were done on all sides 50
were done on both sides 439
were down at his sides 54
were down by one point 63
were down on all fours 135
were down on both sides 56
were down on our hands 51
were down on our knees 212
were down to her knees 41
were down to his knees 67
were during the war period 58
were dyed in its blood 54
were eager to bring about 198
were eager to bring every 90
were eager to cut loose 43
were eager to earn money 43
were eager to get under 51
were eager to hear about 722
were eager to hear every 46
were eager to pay court 54
were eager to read about 228
were eager to see action 54
were eager to see where 51
were eager to set about 74
were eager to try again 86
were eager to try anything 62
were early in this field 43
were eaten in this kingdom 44
were even at that period 79
were even at this period 85
were ever at his heels 50
were ever in any danger 137
were ever in any doubt 48
were ever in his power 41
were ever on his track 66
were ever to get after 58
were ever to see again 66
were fair to both sides 75
were fast at his heels 48
were felt by one party 92
were felt in all parts 148
were felt on both sides 208
were firing on both sides 53
were firm on this point 42
were five in our party 63
were five of them sitting 48
were five or six armed 40
were five or six girls 97
were five or six hours 74
were five or six large 159
were five or six lemon 44
were five or six lines 42
were five or six miles 542
were five or six months 99
were five or six others 314
were five or six pairs 42
were five or six people 522
were five or six rooms 47
were five or six shots 49
were five or six small 232
were five or six steps 60
were five or six storm 43
were five or six times 440
were five or six weeks 88
were five or six women 239
were five or ten times 51
were five to six times 305
were five to ten times 379
were flat on both sides 47
were flat on our backs 75
were flying on all sides 147
were flying on both sides 55
were folk in her house 75
were fond of all kinds 52
were fond of easy boots 47
were fond of him stood 58
were fond of that sport 47
were four in our party 81
were four of them sitting 62
were four to six months 53
were four to six times 223
were four to six weeks 62
were four to ten times 57
were free at all times 109
were free in this world 51
were free of all taxes 60
were free of any signs 46
were free of any taint 52
were free on both sides 53
were free to run about 56
were free to say anything 159
were free to use either 78
were from an area where 44
were from the age group 118
were from the air force 222
were from the east coast 543
were from the new world 106
were from the old world 63
were full of all kinds 433
were full of all sorts 484
were full of dead leaves 46
were full of dry goods 62
were full of dry leaves 45
were full of his spies 83
were full of leaf still 55
were full of men armed 52
were full of singing birds 121
were gazing at this scene 64
were giving to his rival 103
were glad if they could 144
were glad of any change 71
were glad to get anything 178
were glad to get under 180
were glad to hear about 196
were glad to lay aside 119
were glad to see again 120
were glad we had taken 60
were great on both sides 197
were half as big again 60
were half as long again 155
were hanging at his sides 115
were hanging by his sides 40
were hanging on her every 212
were hanging on her words 130
were hanging on his every 503
were hanging on his words 390
were hard at his heels 53
were hard on her heels 54
were hard on his heels 308
were hard on his trail 50
were hard on our heels 77
were hard to get about 59
were hard to say which 277
were hard up for money 186
were having in our world 52
were heard at all hours 133
were heard in all parts 297
were heard in both rooms 54
were heard on all hands 115
were heard on all sides 4964
were heard on both sides 557
were heard on our right 61
were heavy in his hands 42
were heavy on both sides 2026
were held at all times 71
were held at bay until 153
were held at each place 42
were held at gun point 54
were held at her house 169
were held at his house 1773
were held at new delhi 88
were held at our house 151
were held at that period 138
were held at that place 50
were held at this period 121
were held at this place 118
were held at this point 63
were held by all ranks 50
were held by both sides 82
were held by his father 85
were held by men whose 73
were held by them until 53
were held by this court 63
were held by this group 48
were held in all major 87
were held in all parts 1139
were held in all towns 41
were held in ann arbor 97
were held in asia minor 62
were held in both hands 68
were held in each state 48
were held in her honor 321
were held in her house 116
were held in his hands 52
were held in his honor 1019
were held in his house 533
were held in his rooms 64
were held in his study 56
were held in its honor 42
were held in its usual 100
were held in new delhi 531
were held in one place 43
were held in our hands 41
were held in our house 130
were held in san diego 82
were held in that place 49
were held in this house 145
were held in this period 135
were held in this place 106
were held in this region 45
were held in two large 47
were held in two parts 49
were held in two rooms 53
were held is not known 46
were held on both sides 230
were held on this basis 46
were held on this issue 84
were held on this point 100
were held on this topic 58
were held so far apart 78
were held the day after 44
were held to bring about 50
were held to his breast 129
were held up and again 52
were held up for about 149
were held up for hours 193
were held up for months 185
were held up for nearly 144
were held up for weeks 122
were here in six weeks 46
were here in this house 108
were here in this place 52
were here in this world 74
were here on earth today 44
were here so she could 144
were here so they could 40
were here so you could 57
were high on both sides 764
were high or low would 55
were hinged so they could 48
were home so she could 51
were hoping no one would 41
were hoping to bring about 85
were hurt in this brisk 40
were hurt on both sides 173
were idle in her hands 58
were just as far apart 76
were just as one would 85
were just at our doors 44
were just at that point 106
were just at that stage 40
were just at this point 50
were just in that state 76
were just in this state 85
were just the fit names 64
were just the things which 83
were keen to bring about 47
were keen to hear about 70
were kept as far apart 71
were kept at all times 68
were kept at bay until 222
were kept at bay while 42
were kept at his house 58
were kept at that level 44
were kept at that point 60
were kept at this place 45
were kept by his mother 40
were kept in and about 46
were kept in his house 135
were kept in his rooms 49
were kept in one large 57
were kept in one place 111
were kept in tap water 104
were kept in that house 45
were kept in that state 44
were kept in this house 46
were kept in this place 60
were kept in this state 99
were kept in two large 57
were kept in two small 49
were kept in use until 42
were kept on all night 225
were kept on all sides 42
were kept on both sides 74
were kept on ice until 263
were kept or one could 42
were kept up all night 424
were kept up for about 164
were kept up for seven 47
were kept up long after 90
were laid in one grave 346
were laid in this period 230
were laid in two tiers 42
were laid on both sides 151
were laid up for months 49
were laid up with fever 157
were last in this place 127
were late in this season 41
were leading the man thither 54
were leaving in two weeks 40
were leaving the day after 76
were left as they stood 142
were left at his house 86
were left at his mercy 49
were left at our mercy 66
were left at that place 44
were left at that point 52
were left at this place 54
were left at this point 79
were left at this stage 47
were left by his father 99
were left in all civil 82
were left in any doubt 125
were left in her hands 102
were left in his bosom 85
were left in his hands 446
were left in one piece 47
were left in our hands 304
were left in that place 40
were left in that state 81
were left in this state 143
were left of that noble 61
were left on all night 137
were left on both sides 109
were left on his hands 182
were left on our hands 42
were left on that fatal 64
were left to act alone 72
were left to any place 90
were left to bear alone 40
were left to die alone 349
were left to die where 81
were left to each state 40
were left to him after 211
were left to his mother 145
were left to his widow 67
were left to lie where 112
were left to rot where 218
were left to run loose 63
were left to them after 47
were less to his taste 107
were like the two sides 91
were lining up for lunch 41
were living at this period 55
were living at this place 64
were living in all parts 51
were living in ann arbor 49
were living in her house 125
were living in his father 44
were living in his house 381
were living in new haven 75
were living in one house 146
were living in one place 99
were living in one small 46
were living in our first 56
were living in our house 149
were living in our midst 54
were living in san diego 141
were living in that house 186
were living in that place 44
were living in that region 84
were living in that state 40
were living in this house 305
were living in this place 60
were living in this region 145
were living in this world 147
were living in two rooms 224
were living in two small 40
were living on both sides 94
were living or had lived 138
were lost at this place 48
were lost at this point 52
were lost by both sides 54
were lost in bad weather 65
were lost in her blaze 82
were lost in her music 60
were lost in one night 67
were lost in that round 44
were lost in this action 139
were lost in this period 74
were lost in this storm 115
were lost on both sides 1918
were lost to all sense 363
were lost to bad weather 43
were lost to her sight 63
were lost to his sight 131
were lost to our sight 170
were lost to this world 83
were lots of new faces 47
were lots of old people 41
were lots of things about 194
were loud on both sides 45
were made at all hours 170
were made at all times 166
were made at each level 114
were made at each point 221
were made at each stage 96
were made at each visit 44
were made at one period 52
were made at one place 42
were made at one point 53
were made at san diego 43
were made at that level 46
were made at that meeting 145
were made at that period 141
were made at that place 69
were made at that point 99
were made at that stage 46
were made at this level 68
were made at this meeting 467
were made at this period 468
were made at this place 117
were made at this point 382
were made at this stage 278
were made at two sites 90
were made by all sides 45
were made by all sorts 50
were made by both sides 1569
were made by each group 61
were made by each method 41
were made by each party 142
were made by god alone 53
were made by her father 76
were made by her mother 120
were made by him after 68
were made by him alone 62
were made by him under 59
were made by his father 393
were made by his mother 95
were made by his order 99
were made by his rival 91
were made by his royal 48
were made by men whose 214
were made by one party 69
were made by our people 43
were made by sir george 85
were made by sir henry 123
were made by sir isaac 47
were made by sir james 110
were made by sir thomas 95
were made by this author 73
were made by this group 177
were made by this method 578
were made by this treaty 40
were made by two people 71
were made in all cases 424
were made in all haste 114
were made in all kinds 146
were made in all parts 532
were made in all sizes 274
were made in all sorts 86
were made in and about 116
were made in asia minor 97
were made in both cases 155
were made in her father 92
were made in her favor 42
were made in her honor 46
were made in her reign 53
were made in his favor 126
were made in his honor 187
were made in his house 73
were made in his image 820
were made in his reign 142
were made in his studio 44
were made in its favor 66
were made in its image 47
were made in new haven 66
were made in new spain 48
were made in one piece 856
were made in one place 96
were made in six months 72
were made in that order 45
were made in that period 237
were made in that region 178
were made in that state 97
were made in things which 44
were made in this field 428
were made in this first 102
were made in this group 72
were made in this house 283
were made in this meeting 41
were made in this model 49
were made in this order 63
were made in this paper 46
were made in this period 2761
were made in this place 104
were made in this region 366
were made in this reign 205
were made in this state 182
were made in this study 902
were made in this style 134
were made in two cases 81
were made in two forms 76
were made in two parts 510
were made in two sizes 259
were made in two steps 104
