wage level of male workers 72
were based on their previous 63
were based on these figures 54
were based on these results 41
were based on three criteria 50
were based on three factors 68
were based on true stories 85
were based on very limited 326
were based on very similar 49
were based on what appeared 43
were basking in great numbers 57
were beaten by their parents 109
were beaten in their attempt 48
were bound by their charter 386
were bound by their decision 42
were bound by their election 50
were bound by their position 44
were bound by their promise 104
were bound by their religion 145
were bound by their tenures 219
were bound on their arrival 51
were bound to come forward 52
were bound to come together 537
were bound to fail because 834
were bound to great britain 55
were bound to have certain 43
were bound to have friends 51
were bound to have trouble 83
were bound to keep silence 63
were bound to live together 45
were bound to look askance 44
were bound to make trouble 52
were bound to part company 73
were bound to react against 43
were bound to take account 72
were bound to take certain 48
were bound to take judicial 70
were bound to their country 60
were bound to their masters 321
were bound to turn against 46
were bound to vote against 42
were breaking in upon sardinia 51
were breaking on their account 135
were breaking up into smaller 53
were built at great expense 131
were built in great britain 459
were built in great numbers 531
were built in north america 137
were built in such numbers 48
were built in their present 53
were built in three sections 61
were built in west germany 51
were built of heavy timbers 42
were built to last forever 148
were built up from smaller 46
were bulging in their sockets 73
were burning in their sockets 82
were burning in their spheres 50
were causing so much concern 53
were causing so much trouble 278
were causing the most trouble 56
were ceded by great britain 111
were ceded to great britain 970
were close to five hundred 107
were close to five thousand 40
were close to four hundred 67
were close to their maximum 51
were close to their parents 127
were close to their present 81
were close to those measured 87
were close to three hundred 136
were close to three thousand 89
were closing up their shadowy 102
were coals of fire kindled 81
were cries of some creature 81
were cruel to their enemies 95
were cured of their diseases 173
were cured of their surfeit 99
were dirty in their persons 53
were drawing the poor marquis 42
were drawing up their demands 52
were drawn by gray flemish 41
were drawn by their pastors 51
were drawn in great numbers 53
were easily the most popular 156
were eight or nine hundred 153
were eight or nine members 45
were eight or nine thousand 137
were either in their decline 44
were either in their infancy 90
were either of poor quality 57
were either of your parents 48
were either the mere effects 55
were either to pray together 45
were equal in their ability 120
were equal or even superior 129
were equal to their desires 60
were equal to their enemies 46
were equal to their masters 68
were failing in their attempt 48
were failing in their efforts 63
were falling in great numbers 50
were false to their country 96
were fated to come together 57
were feeding in great numbers 47
were feeling the full effects 57
were filthy in their persons 41
were fixed at four shillings 44
were fixed in cold acetone 110
were fixed in their position 48
were fixed in their present 147
were fixed in their purpose 53
were fixed in their sockets 79
were fixed on some distant 142
were found by some workmen 51
were found in arms against 178
were found in fair numbers 61
were found in good numbers 50
were found in great britain 100
were found in great numbers 2189
were found in great variety 50
were found in high numbers 100
were found in many samples 61
were found in most samples 84
were found in much smaller 55
were found in north america 319
were found in other sections 60
were found in other species 68
were found in other studies 262
were found in other tissues 74
were found in pure culture 92
were found in soil samples 115
were found in some animals 44
were found in some numbers 131
were found in some samples 151
were found in some studies 117
were found in south america 199
were found in such numbers 148
were found in their ability 43
were found in their country 63
were found in their dwellings 122
were found in their natural 200
were found in their pockets 87
were found in their present 98
were found in these animals 119
were found in these samples 145
were found in these studies 197
were found in three samples 71
were found in union nowhere 50
were found in vast numbers 111
were found in what appeared 61
were found of good service 40
were found of great service 99
were found on clay tablets 42
were found on their persons 69
were found on these measures 43
were found to fall between 74
were found to fall outside 100
were found to give results 94
were found to give similar 202
were found to have adopted 165
were found to have adverse 79
were found to have alcohol 51
were found to have altered 151
were found to have assumed 74
were found to have average 159
were found to have behaved 68
were found to have belonged 106
were found to have between 81
were found to have bladder 50
were found to have breached 156
were found to have brought 76
were found to have carried 75
were found to have central 50
were found to have certain 174
were found to have chronic 361
were found to have cracked 61
were found to have crossed 60
were found to have current 42
were found to have decayed 74
were found to have defects 137
were found to have delayed 68
were found to have deviated 53
were found to have diabetes 136
were found to have differing 67
were found to have diffuse 114
were found to have distant 57
were found to have drifted 45
were found to have dropped 95
were found to have effects 110
were found to have emerged 44
were found to have entered 349
were found to have escaped 180
were found to have evolved 61
were found to have exactly 58
were found to have existed 170
were found to have features 46
were found to have gastric 71
were found to have hatched 69
were found to have hepatic 52
were found to have highest 43
were found to have imbibed 61
were found to have incomes 95
were found to have infringed 81
were found to have injured 41
were found to have invaded 40
were found to have limited 306
were found to have lowered 77
were found to have married 141
were found to have maximum 41
were found to have medical 45
were found to have minimal 131
were found to have organic 74
were found to have parents 84
were found to have previous 46
were found to have primary 289
were found to have reduced 615
were found to have regional 43
were found to have removed 42
were found to have roughly 40
were found to have secured 41
were found to have settled 76
were found to have several 244
were found to have shifted 89
were found to have shorter 109
were found to have similar 1462
were found to have slipped 66
were found to have smaller 247
were found to have started 91
were found to have stopped 51
were found to have stronger 135
were found to have superior 126
were found to have surface 51
were found to have typical 91
were found to have unusual 58
were found to have urinary 55
were found to have variable 68
were found to have venereal 54
were found to have violated 979
were found to have visited 53
were found to have vitamin 46
were found to have written 81
were found to have yielded 48
were found to meet criteria 74
were found to range between 555
were found to show similar 76
were found to vary according 294
were found to vary between 770
were found to vary depending 88
were found to vary linearly 132
were found to vote against 142
were freed by their masters 308
were getting in their harvest 42
were getting on well together 198
were getting the full benefit 65
were getting the heavy tackles 58
were getting the same message 56
were given as much freedom 94
were given by other members 47
were given by their parents 98
were given by three persons 45
were given in part payment 93
were given of their prowess 74
were given the best medical 58
were given the full benefit 60
were given the most careful 70
were given the name because 63
were given the same amounts 50
were given the same battery 54
were given the same careful 43
were given the same freedom 91
were given the same general 76
were given the same material 44
were given the same message 66
were given the same numbers 44
were given the same priority 57
were given the same problem 247
were given the same question 41
were given the same respect 47
were given to great britain 119
were given to many persons 127
were given to other members 48
were given to other persons 42
were given to such persons 49
were given to their friends 137
were given to those persons 74
were growing the most rapidly 40
were grown in cell culture 51
were grown in pure culture 125
were grown in sand culture 193
were hanged in great numbers 89
were hanged so many weights 54
were happy in having escaped 50
were happy in their freedom 61
were happy in their marriage 117
were happy to have escaped 115
were headed by single females 116
were headed by single parents 339
were headed by their priests 90
were healed of some slights 124
were healed of their diseases 180
were helping to make history 67
were hired in great numbers 49
were holding the line against 117
were holes in your stockings 42
were hours of great anxiety 99
were hymns to these natural 54
were keeping up their spirits 66
were known by their friends 49
were known by their initials 109
were known by their numbers 67
were known by their platoon 50
were known by their present 41
were known by their several 48
were known in great britain 105
were known in north america 70
were known in some circles 40
were known in very ancient 44
were known to have adopted 98
were known to have appeared 73
were known to have arrived 180
were known to have belonged 240
were known to have brought 114
were known to have carried 190
were known to have certain 53
were known to have covered 45
were known to have crossed 148
were known to have diabetes 96
were known to have drowned 46
were known to have enjoyed 92
were known to have entered 200
were known to have escaped 242
were known to have existed 813
were known to have imbibed 48
were known to have married 100
were known to have offered 45
were known to have opposed 181
were known to have planned 48
were known to have pursued 43
were known to have refused 79
were known to have resided 57
were known to have settled 119
were known to have several 58
were known to have started 83
were known to have studied 59
were known to have violated 43
were known to have visited 267
were known to have waylaid 81
were known to have written 102
were known to have wrought 111
were known to have yielded 44
were known to hold opinions 45
were known to many persons 58
were known to their enemies 48
were known to their friends 141
were known to their teachers 106
were known to their victims 108
were known to those present 51
were later to come together 45
were later to work together 58
were learning the same lessons 46
were learning to live together 329
were learning to work together 236
were leased to great britain 82
were leased to other tenants 58
were liable to give trouble 49
were lined up like dominoes 42
were looking at some painful 52
were looking at their watches 389
were looking at these warlike 50
were looking at three twisted 80
were loose in their sockets 120
were loved by their parents 118
were loyal in their support 55
were loyal to great britain 158
were loyal to their adopted 55
were loyal to their country 331
were loyal to their friends 85
were loyal to their masters 152
were loyal to their parties 54
were loyal to their religion 64
were lucky to have arrived 53
were lucky to have escaped 447
were milking the cows outside 82
were mixed in their opinions 67
were mixed in their reactions 83
were moved to their current 47
were moved to their present 645
were named as such because 48
were nearer to their natural 45
were nearly as much opposed 43
were nearly the only persons 76
were never at home together 40
were never in their company 100
were never of much account 47
were never so much weakened 75
were never the same between 387
were never to come together 43
were never to live together 48
were never to work together 62
were noble in their imagery 41
were noted by many writers 66
were noted in other studies 40
were noted in these studies 98
were often in arms against 63
were often in dire straits 53
were often in great straits 193
were often in sore straits 40
were often no great friends 67
were often of great service 76
were often of high quality 90
were often of more service 44
were often of only routine 113
were often of poor quality 1248
were often the most popular 94
were often the most reliable 44
were often the most visible 62
were often the only medical 41
were often the only persons 87
were often the only reliable 46
were often the only sources 45
were often the same persons 149
were often the sole support 49
were omens of good fortune 40
were owned by their masters 85
were packing up their belongings 130
were people in their thirties 58
were people of good position 46
were people of great courage 45
were people of some position 54
were playing at home against 66
were playing in their bedroom 43
were playing in their country 48
were playing the game according 53
were plunging in their harness 46
were pouring in great numbers 108
were pouring in their offerings 53
were privy to their murders 50
were proud of their ability 624
were proud of their ancient 193
were proud of their british 74
were proud of their company 81
were proud of their country 630
were proud of their culture 139
were proud of their descent 377
were proud of their efforts 197
were proud of their freedom 104
were proud of their history 192
were proud of their language 101
were proud of their lawyers 41
were proud of their loyalty 46
were proud of their national 127
were proud of their origins 63
were proud of their parents 50
were proud of their position 256
were proud of their private 49
were proud of their prowess 45
were proud of their religion 72
were proud of their schools 109
were proud of their service 116
were proud of their spanish 43
were proud of their success 246
were proud of their superior 87
were proud of their victory 53
were proud to take service 54
were pulling at their halters 132
were putting on their jackets 83
were putting the last touches 322
were putting the show together 43
were quick to come forward 55
were quick to make capital 98
were quick to make friends 56
were quick to take offense 295
were quite as good company 49
were quite as much alarmed 89
were quite as much excited 86
were quite as much opposed 61
were quite as well dressed 48
were quite in their element 67
were quite so much admired 49
were rated as less socially 54
were rated as more helpful 52
were rated as more hostile 41
were rated as more intense 58
were rated as more likable 44
were rated as more pleasant 94
were rated as more popular 49
were rated as more similar 56
were rated as more socially 138
were rated by their parents 349
were rated by their spouses 53
were rated by their teachers 1451
were rated on their ability 65
were really the same persons 47
were really the same species 40
were reared by their natural 67
were reared by their parents 104
were reared in great numbers 80
were resting on their laurels 167
were right in their decision 139
were right in their demands 87
were right in their general 56
were right in their surmise 106
were right in your decision 49
were right in your surmise 77
were risks in moving quickly 42
were rolling in their sockets 118
were rolling up their sleeves 124
were rough in their manners 61
were ruled by five satraps 87
were ruled by great britain 133
were ruled by their bishops 56
were ruled by their emotions 57
were ruled by their passions 57
were running at full throttle 46
were running at their highest 55
were running to their stations 81
were rushing in their eternal 125
were rushing to their stations 59
were saved by their enemies 44
were seated in their carriage 115
were seated on logs thirteen 43
were seeking to gain control 124
were selling the same product 85
were sending the same message 47
were serving in south vietnam 83
were setting up their cameras 66
were sharing the same festive 66
were sharing the same thoughts 58
were short of nine hundred 143
were showing us those western 40
were shown in their natural 46
were shown the same picture 45
were shown to have effects 45
were shown to have existed 116
were shown to have reduced 143
were shown to have similar 286
were shown to have superior 46
were shown to have violated 104
were signs of coming trouble 43
were sitting at their kitchen 73
were sitting at work together 59
were sitting in great numbers 49
were sitting in their kitchen 58
were sitting in their offices 68
were sitting on their luggage 52
were sitting on their porches 110
were slain by their enemies 102
were slain in great numbers 219
were slain or made captive 42
were solid in their support 101
were sparing of your trouble 43
were speaking of those numbers 106
were speaking the same language 1292
were spent in great britain 41
were spent in great poverty 64
were spent in south america 48
were spent in their company 90
were spent in their society 55
were spent in vain efforts 63
were split in their opinions 130
were split in their support 89
were split up among several 81
were split up into factions 84
were split up into parties 90
were split up into sections 42
were split up into several 174
were split up into smaller 307
were still an open question 142
were still at their stations 83
were still in arms against 386
were still in deep trouble 45
were still in firm control 101
were still in full control 140
were still in good spirits 228
were still in high spirits 177
were still in south vietnam 102
were still in their ancient 45
were still in their beginning 43
were still in their country 142
were still in their cradles 272
were still in their distant 145
were still in their earliest 60
were still in their forties 97
were still in their infancy 11909
were still in their natural 122
were still in their offices 93
were still in their pajamas 196
were still in their plastic 52
were still in their saddles 54
were still in their sockets 63
were still in their swaddling 141
were still in their thirties 303
were still of good quality 47
were still on their journey 98
were still the main reliance 49
were still the most popular 335
were still the most reliable 48
were still the only figures 53
were still the same russians 42
were still the single largest 54
were strong in their support 192
were strung to their highest 80
were taken as were desired 41
were taken at three stations 45
were taken by giant despair 51
were taken by great britain 133
were taken by other members 45
were taken by their captors 92
were taken by their enemies 42
were taken by their friends 52
were taken by their masters 55
were taken by their parents 273
were taken in arms against 231
were taken in great britain 86
were taken in great numbers 355
were taken in open warfare 90
were taken in such numbers 40
were taken in their literal 85
were taken in their natural 45
were taken of their estates 63
were taken to fort santiago 107
were taken to make certain 99
were taken to north america 110
were taken to south america 68
were taken to task because 41
were taken to their logical 206
were taken to their village 49
were taken up three hundred 93
were talking of these schemes 84
were talking the same language 443
were talking to their friends 142
were taxed on their capital 48
were teaching in high schools 46
were telling of their voyages 99
were telling the truth because 51
were thinking of other matters 77
were thinking the same thoughts 364
were threading the open furrows 60
were thrown by their peculiar 85
were thrown in great numbers 49
were thrown so much together 71
were thrown to wild animals 87
were timed to have maximum 46
were times of great rejoicing 90
were tried in their absence 120
were tried in three several 109
were truly to take account 61
were twice as many females 96
were under no great concern 42
were under no such illusion 116
were under the dual control 49
were under the firm control 205
were under the full control 177
were under the most intense 53
were under the most stringent 40
were under the same control 137
were under the same delusion 99
were under the same general 76
were under the same mistake 58
were under the same motives 57
were under the sole command 45
were under the sole control 203
were urged by their friends 64
were urged by their parents 66
were urged in vain against 81
were urged to come forward 138
were urged to rise against 43
were urged to take measures 64
were urged to vote against 146
were urged to work together 62
were vital to their success 67
were vocal in their demands 59
were vocal in their support 220
were voted the most popular 68
were waiting in line outside 154
were waiting in their gorgeous 129
were walking the deck together 99
were willing to come forward 569
were willing to come together 123
were willing to drop everything 48
were willing to give congress 56
were willing to give everything 112
were willing to give support 53
were willing to give towards 53
were willing to help finance 167
were willing to help support 47
were willing to hold dollars 108
were willing to join together 93
were willing to leave everything 52
were willing to lend support 51
were willing to live together 48
were willing to lose everything 45
were willing to make certain 189
were willing to make friends 64
were willing to make similar 48
were willing to move forward 72
were willing to risk capital 80
were willing to risk everything 1031
were willing to risk failure 47
were willing to risk offending 41
were willing to sell because 55
were willing to step forward 177
were willing to step outside 101
were willing to take certain 49
were willing to take chances 452
were willing to take drastic 59
were willing to take extreme 75
were willing to take service 158
were willing to take vengeance 97
were willing to vote against 168
were willing to work against 47
were willing to work closely 60
were willing to work outside 122
were willing to work together 1498
were willing to work towards 68
were winding up their affairs 57
were women in their fifties 51
were women in their forties 94
were women in their thirties 92
were working at full stretch 92
were working at their highest 66
were working in their gardens 169
were working in their offices 43
were working so well together 75
were working to help support 116
were worthy of their country 53
were worthy of their exalted 72
were worthy of their position 49
were worthy of their support 45
were writing to their friends 69
west coast of great britain 620
west coast of india between 103
west coast of lake superior 60
west coast of lake victoria 53
west coast of north america 21042
west coast of south america 34025
west coast of south andaman 115
west coast of west malaysia 196
west front of york minster 181
west parts of great tartary 195
west shore of lake calumet 52
west shore of lake superior 294
west shore of lake victoria 98
what about the more general 70
what about the other aspects 51
what about the other extreme 47
what about the other members 102
what about the other question 88
what about the side effects 95
what about the very evident 48
what action or other occasion 85
what action to take against 904
what action to take regarding 460
what blame or what sympathy 96
what cards the other players 81
what cases he will contest 192
what change in their comfort 66
what comes of those bottles 78
what could be done against 571
what could be done because 117
what could be done between 40
what could be done legally 65
what could be done locally 98
what could be done outside 42
what could be done quickly 77
what could be done quietly 69
what could be done regarding 66
what could be done towards 918
what could be more affecting 92
what could be more bizarre 41
what could be more central 66
what could be more certain 133
what could be more degrading 60
what could be more dreadful 98
what could be more elegant 81
what could be more evident 54
what could be more familiar 82
what could be more foolish 244
what could be more foreign 49
what could be more glorious 130
what could be more helpful 89
what could be more inspiring 87
what could be more logical 734
what could be more meaningful 53
what could be more natural 15142
what could be more obscene 51
what could be more painful 138
what could be more perfect 472
what could be more pitiful 51
what could be more pleasant 271
what could be more precious 74
what could be more private 43
what could be more promising 71
what could be more rational 236
what could be more reassuring 128
what could be more rewarding 103
what could be more sublime 65
what could be more threatening 89
what could be more typical 51
what could be more unusual 41
what could be more useless 99
what could be more welcome 178
what could be said against 553
what could be seen outside 42
what could be their purpose 43
what could he look forward 150
what could he think himself 59
what could it have availed 52
what could the poor creature 46
what forms the very essence 94
what gives me great pleasure 44
what gives me most pleasure 46
what gives my kind friends 44
what gives the best results 43
what gives the most pleasure 45
what gives us most delight 79
what holds the book together 40
what holds the play together 93
what kinds of side effects 46
what makes the very essence 43
what makes the will general 218
what method of birth control 296
what might be best adapted 69
what might be done against 115
what might be done towards 169
what might be more natural 127
what might be more ruinous 69
what might be most helpful 92
what might be said against 266
what might be their opinions 75
what might be their pleasure 43
what nation my next servant 41
what ought to have existed 43
what parts of great britain 49
what parts of north america 161
what parts of south america 54
what parts of your program 46
what period of their history 97
what period of time elapsed 52
what point we have arrived 142
what price he will receive 102
what right he used violence 41
what saved me from suicide 44
what seems the most genuine 84
what seems the most logical 40
what seems the most natural 363
what seems to have emerged 120
what seems to have escaped 225
what seems to have evolved 43
what seems to have worried 41
what shall be done regarding 44
what shall be their duration 81
what shall be their present 81
what shall he have enjoyed 82
what shall we have therefor 136
what state is best adapted 161
what steps to take against 109
what today we call science 58
what voice or what gesture 228
what would be more helpful 61
what would be more logical 90
what would be more natural 2320
what would be more ruinous 55
what would be most helpful 653
what would be most meaningful 54
what would be most natural 86
what would be said against 80
what would be their conduct 80
what would be their destiny 40
what would be their effects 80
what would be their greatest 49
what would be their natural 65
what would be their position 243
what would be their purpose 46
what would be their results 47
what would be your answers 115
what would be your chances 103
what would be your conduct 112
what would be your decision 225
what would be your greatest 55
what would be your position 210
what would be your primary 78
what would be your purpose 41
what would be your solution 52
what would be your thoughts 180
what would be your verdict 61
what would he have replied 91
what would he have written 93
what would it have availed 418
what would it work trimmed 255
what would so soon destroy 100
wheat grown in great britain 56
wheat grown in north america 43
when added to other factors 56
when asked by their parents 47
when asked the same question 3131
when asked to come forward 41
when asked to find implied 63
when asked to name objects 55
when built at least according 53
when casting my eyes towards 86
when drawing the line between 63
when driving in heavy traffic 95
when either of these diseases 43
when either of these factors 85
when first we were married 44
when force is used against 80
when given by mouth because 50
when given in high dosages 46
when growing in their natural 98
when grown in cell culture 90
when grown in hanging baskets 52
when grown in pure culture 293
when growth is just beginning 56
when heated in open vessels 86
when heated or when exposed 40
when heated to dull redness 386
when heated to full redness 59
when looking at these figures 139
when louis the great claimed 78
when peter the great decided 48
when peter the great founded 98
when peter the great visited 68
when prose is well written 418
when running on open circuit 63
when setting up your network 135
when solving the same problem 55
when space is very limited 66
when speaking of such matters 74
when speaking of their descent 70
when speaking of their enemies 69
when speaking of these matters 95
when speaking the same language 78
when speaking to their infants 49
when speaking to their parents 108
when taken in high dosages 50
when taken in their context 80
when taken in their literal 99
when taken in their natural 43
when taken to their extreme 42
when taken to their logical 132
when talking to their friends 46
when talking to their infants 61
when talking to their parents 181
when talking to your friends 92
when treating the same subject 117
when urged by some unusual 327
when white is well managed 61
when women of high thoughts 118
when wreaths of snow blossom 91
when writing to their friends 42
whip where the young bullock 71
whom shall my soul believe 250
whom spoke the same language 72
whom thirst of fame invites 199
wick until he brings justice 60
wide array of data sources 61
wide array of side effects 64
wide array of very topical 44
wide field is here covered 42
wide region of wild country 51
wide space is left between 66
wide strip of land between 216
wide strip of land extending 55
width shall be left between 97
wife began to look haggard 50
wife happy in your embrace 123
wife joins in kind regards 159
wife lives on very pleasant 88
wife stood in their doorway 46
wife tried to kill herself 52
wife under the most painful 58
wife would be most welcome 81
wild asses in great numbers 49
wild beasts as those outlaws 77
wild beasts or evil spirits 53
wild birds in north america 47
wild birds in their natural 82
wild birds or wild animals 111
wild chaos of clear thoughts 51
wild coast of south america 100
wild fowls at their natural 80
wild goose of north america 47
wild horse of south america 72
wild indian in north america 229
wild sheep in north america 50
wild sheep of north america 65
wild state in south america 59
will abide by their decision 185
will abide by your counsel 48
will abide by your decision 1640
will admit of much simpler 57
will admit of some variety 45
will admit of their governing 96
will admit of these excuses 50
will admit of your absence 44
will adopt the same position 58
will agree to work together 56
will agree to your request 101
will allow me five minutes 66
will allow the free passage 55
will alter the test results 99
will appeal to rome against 73
will appeal to those intending 112
will appear by what follows 702
will appear in four volumes 47
will appear in good company 57
will appear in great numbers 74
will appear in other sections 53
will appear in their natural 71
will appear in their offspring 45
will appear in these columns 51
will appear in these volumes 72
will appear in three volumes 50
will appear in what follows 936
will appear in your browser 173
will appear in your kitchen 93
will appear on your desktop 750
will appear on your monitor 258
will appear on your printed 47
will appear the more evident 108
will appear the more natural 133
will appear the most natural 109
will appear to come forward 102
will appear to come together 44
will appear to have exactly 60
will appear to have omitted 44
will appear to have shifted 134
will appear to many persons 215
will appear to most persons 122
will appear to move against 46
will appear to move forward 116
will appear to move towards 100
will appear to some persons 54
will apply the same criteria 106
will apply to more complex 43
will apply to other workers 76
will apply to their conduct 54
will argue in what follows 385
will awake to find himself 79
will begin in five minutes 184
will begin the healing process 91
will begin the next chapter 80
will begin the slow process 43
will begin to come together 143
will begin to fall rapidly 47
will begin to feel himself 46
will begin to feel lighter 94
will begin to feel natural 74
will begin to feel stronger 57
will begin to flow towards 90
will begin to grow rapidly 129
will begin to have capital 50
will begin to have trouble 57
will begin to look forward 278
will begin to lose control 47
will begin to move forward 353
will begin to move towards 271
will begin to move upwards 84
will begin to rise because 83
will begin to rise rapidly 130
will begin to rise sharply 73
will begin to show results 78
will begin to take control 84
will begin to tell stories 60
will begin to think letters 137
will begin to turn against 41
will begin to turn towards 41
will begin to work against 54
will begin to work together 112
will bless thy name forever 116
will boast of their success 42
will build up more rapidly 62
will build up very rapidly 48
will carry the same current 231
will carry the same message 59
will carry the work forward 51
will carry us into unknown 51
will catch on very quickly 67
will cause as much trouble 80
will cause no more trouble 117
will cause so much trouble 70
will cause the grid voltage 48
will cause the least trouble 90
will cause the most intense 42
will cause the most trouble 87
will cause the same effects 88
will cause the same problem 113
will cause the same trouble 68
will cause the trial balance 84
will cause us much trouble 79
will change it into flowers 83
will change my life forever 124
