waft of cloud has fallen 41
well as irish and english 48
well as italy and france 76
well as italy and greece 47
well as japan and canada 56
well as lakes and rivers 99
well as lands and houses 46
well as large and medium 124
well as latin and english 50
well as latin and french 177
well as latvia and estonia 61
well as learning and memory 184
well as learning new skills 76
well as legal and ethical 155
well as light and shadow 119
well as liver and kidney 289
well as liver and spleen 59
well as loans and grants 117
well as local and global 181
well as local and remote 40
well as lunch and dinner 264
well as luther and calvin 81
well as malta and cyprus 74
well as metal and wooden 73
well as moral and ethical 249
well as moral and mental 136
well as mules and horses 47
well as music and painting 141
well as names and titles 42
well as nausea and vomiting 1191
well as nearly all tories 41
well as norms and values 161
well as older age groups 41
well as older and younger 100
well as opera and ballet 226
well as others are wholly 106
well as others not listed 147
well as others that follow 43
well as others who helped 68
well as others who shared 46
well as others who wished 46
well as others who worked 69
well as overt and covert 91
well as paper and pencil 113
well as paris and london 142
well as people and places 116
well as people who simply 42
well as people with normal 46
well as plans for future 154
well as plant and animal 1209
well as plays and novels 50
well as poetry and fiction 196
well as power and ground 44
well as power and virtue 48
well as power and wisdom 42
well as price and income 43
well as racial and gender 81
well as racial and sexual 72
well as roots and tubers 46
well as search and rescue 163
well as seeds and plants 47
well as sheep and cattle 375
well as sizes and number 85
well as small and medium 1470
well as smoking and drinking 42
well as social and ethical 96
well as social and family 189
well as social and mental 63
well as social and public 93
well as social and sexual 79
well as solid and liquid 155
well as soups and salads 42
well as state and county 288
well as state law claims 56
well as steaks and seafood 157
well as tools and weapons 59
well as towns and cities 182
well as trees and plants 102
well as trees and shrubs 157
well as wages and prices 76
well as wages and profit 133
well as water and energy 69
well as water and sewage 75
well as where they should 53
well as whigs and tories 40
well as white and yellow 71
well as within and across 102
well as wives and mothers 332
well as women and minors 58
well as women who worked 44
well as words and actions 276
well as would all trades 262
well be asked why anyone 42
well be asked why bryant 57
well be asked why instead 52
well be asked why should 51
well he could not afford 58
well he loved her before 94
well in every way except 42
well in place long before 105
well in proving that matter 45
well in touch with reality 41
well in towns and cities 48
well it would not answer 45
well of sealed and secret 247
well of sweet and bitter 80
well of water and looked 83
well on tests that measure 58
well the child has learned 42
well the first and second 165
well to begin this section 50
well to begin with simple 48
well to begin with something 53
well to close this review 60
well to close this section 69
well to count this legacy 86
well to offer any farther 56
well to pause and ponder 149
well to pause and review 97
well to pause long enough 105
well to point out another 54
well to point out before 42
well to point out clearly 43
well to smile too readily 45
well to study this volume 88
well to trust him without 114
well to trust this secret 125
well to write this letter 42
well we loved one another 65
went at sixes and sevens 48
went by after that without 64
went by night and fought 185
went by while they waited 44
went he would not return 56
went in first and turned 45
went in front and opened 40
went in ships and became 47
went in sweet and lovely 69
went on about her duties 43
went on about his duties 122
went on about that bottle 56
went on board and agreed 78
went on board and engaged 40
went on board and fished 40
went on board and helped 60
went on board and passed 63
went on board and sailed 283
went on board and steamed 67
went on board his galley 81
went on board his vessel 339
went on board our steamer 105
went on board our vessel 101
went on board that vessel 109
went on board this vessel 74
went on drawing his salary 40
went on killing one another 48
went on looking for something 59
went on mingled with slight 68
went on opening and shutting 128
went on pecking with little 41
went on purring and growling 46
went on shore and bought 56
went on shore and called 126
went on shore and looked 41
went on shore and stayed 44
went on shore and waited 80
went on shore and walked 188
went on sipping his coffee 44
went on smoking and drinking 182
went on smoking and glancing 84
went on stage and played 49
went on sulky and lonely 50
went on talking and drinking 227
went on talking and laughing 302
went on talking for another 93
went on tiptoe and opened 44
went on until she reached 76
went on until they reached 629
went on within and without 49
went on worse than before 127
went on writing for another 41
went on writing his letter 135
went the shears and masses 42
went the stout but simple 47
went the whole day without 104
went to athens and became 118
went to balls and danced 67
went to change for dinner 94
went to change her clothes 221
went to change his clothes 280
went to china and became 114
went to china and worked 57
went to china for training 137
went to court and argued 145
went to court and changed 47
went to court and forced 43
went to court and fought 62
went to court and pleaded 44
went to court and sought 86
went to dress for dinner 763
went to egypt and became 99
went to fetch his brother 60
went to fetch his drawings 42
went to fetch his master 42
went to fetch his sister 41
went to fight for france 44
went to fight with ishmael 63
went to greet his guests 75
went to heaven and became 77
went to italy and became 193
went to italy and england 41
went to italy and france 147
went to italy and greece 48
went to italy and joined 52
went to italy and sicily 164
went to italy and stayed 59
went to italy and worked 45
went to italy for further 133
went to japan and became 61
went to japan and worked 59
went to japan for further 118
went to japan for training 96
went to lunch and dinner 54
went to lunch and talked 47
went to mecca and medina 255
went to night law school 103
went to paris and became 732
went to paris and berlin 58
went to paris and bought 109
went to paris and called 62
went to paris and joined 143
went to paris and london 524
went to paris and opened 46
went to paris and played 53
went to paris and sought 61
went to paris and stayed 301
went to paris and taught 42
went to paris and worked 389
went to paris for further 479
went to russia and became 132
went to sales and bought 45
went to search for something 54
went to serve his master 42
went to sleep and dreamed 985
went to sleep and forgot 132
went to sleep and looked 45
went to sleep and missed 42
went to sleep and snored 325
went to sleep and stayed 58
went to sleep and waited 50
went to sleep for another 86
went to sleep for twenty 121
went to sleep long before 48
went to sleep she dreamed 59
went to sleep with visions 41
went to small and medium 129
went to spain and became 113
went to spain and fought 77
went to spain and france 55
went to spain and joined 44
went to spain and served 53
went to spend his evenings 40
went to stake out ground 41
went to texas and became 91
went to texas and bought 47
went to texas and joined 60
went to texas and worked 53
went to tokyo and became 56
went to towns and cities 92
went to visit her brother 362
went to visit her cousin 381
went to visit her family 336
went to visit her former 56
went to visit her friend 481
went to visit her little 53
went to visit her sister 1247
went to visit him before 46
went to visit him without 103
went to visit his brother 610
went to visit his cousin 215
went to visit his family 467
went to visit his former 48
went to visit his friend 778
went to visit his future 68
went to visit his hounds 75
went to visit his little 46
went to visit his master 209
went to visit his sister 1103
went to visit his younger 50
went to visit one another 55
went to visit our friend 62
went to visit sir william 48
went to where his brother 46
went up close and looked 66
were as easily and cheaply 82
were as fresh and active 82
were as fresh and bright 53
were as light and sudden 57
were as plain and simple 50
were as sheep going astray 2584
were as stark and barren 42
were as still and silent 71
were as strong and ardent 67
were as unfit for modern 46
were as wives and mothers 57
were at fault and should 49
were at first but little 222
were at first but trivial 222
were at first but twelve 185
were at first far harder 45
were at first for storming 48
were at first not clearly 43
were at first not obvious 41
were at quiet and secure 125
were at sixes and sevens 2214
were by close and tender 50
were en route for england 46
were in amity with england 53
were in bloom all around 103
were in close and secret 42
were in daily and hourly 145
were in danger and needed 68
were in doors his pupils 60
were in doubt and dismay 65
were in doubt they should 43
were in every way better 390
were in every way fitted 77
were in every way normal 63
were in exile had formed 94
were in first and second 219
were in force and effect 207
were in force long before 124
were in front and behind 184
were in haste and worked 49
were in hulks and floats 170
were in italy and france 69
were in latin and french 74
were in league with demons 49
were in league with france 81
were in motion long before 64
were in paris and london 74
were in place long before 1156
were in power for twenty 81
were in shape not unlike 55
were in state and county 52
were in store for england 44
were in store for europe 41
were in store for france 98
were in touch with another 58
were in touch with french 50
were in touch with german 50
were in touch with london 56
were in touch with nature 49
were in touch with reality 155
were in touch with someone 91
were in touch with something 94
were in towns and cities 125
were in vogue long before 225
were in writing and signed 43
were it really set before 155
were it right and seemly 47
were it would not affect 46
were it would not matter 302
were my aunts and uncles 65
were my father and myself 53
were my mother and myself 74
were my mother and sister 198
were my socks and cotton 51
were no doubt real enough 84
were no easier than wisdom 100
were no farms nor houses 100
were no fewer than eighty 309
were no fewer than eleven 389
were no fewer than ninety 150
were no fewer than twelve 446
were no fewer than twenty 1322
were no longer any bounds 40
were no longer any buyers 54
were no longer any doubts 225
were no longer any forces 52
were no longer any french 58
were no longer any german 67
were no longer any guards 55
were no longer any horses 56
were no longer any indians 107
were no longer any jewish 53
were no longer any lights 55
were no longer any limits 83
were no longer any public 40
were no longer any reasons 81
were no longer any serious 91
were no longer any slaves 132
were no longer any sounds 70
were no longer any traces 111
were no longer any troops 88
were no longer being created 63
were no longer being issued 108
were no longer being killed 52
were no longer being pushed 40
were no longer being served 81
were no longer being taught 148
were no longer being treated 182
were no longer being worked 40
were no longer big enough 106
were no match for castro 77
were no match for english 89
were no match for french 137
were no match for german 343
were no match for hitler 57
were no match for modern 171
were no match for rifles 51
were no match for soviet 68
were no nearer than before 198
were no older than twelve 51
were no older than twenty 46
were no plans for further 40
were no signs that anyone 310
were no trees and hardly 79
were no trees near enough 42
were no trees nor bushes 84
were no wiser than before 304
were no words big enough 42
were no worse than anyone 90
were no worse than before 133
were of blood and horror 71
were of brick and mortar 261
were of brick and stucco 54
were of irish and german 72
were of reeds and rushes 60
were of right his slaves 66
were of satin and velvet 62
were of stone and mortar 129
were on board his vessel 92
were on board our vessel 48
were on board that vessel 46
were on board this vessel 75
were on first and second 88
were so acute and narrow 82
were so close they almost 61
were so close they seemed 45
were so dazed they looked 72
were so hungry and thirsty 79
were so hungry for something 40
were so large and bright 58
were so large and struck 66
were so large they looked 43
were so large they seemed 57
were so plain and simple 173
were so pleasing and kindly 83
were so quick and active 60
were so sharp and bright 43
were so small that little 89
were so small they looked 81
were so small they seemed 40
were so steep and narrow 168
were so steep and rotten 40
were so steep and rugged 157
were so stiff and feeble 68
were so still and silent 53
were so strong and active 48
were so strong that little 86
were so strong that neither 133
were so strong they almost 41
were so sweet and gentle 80
were so sweet and humble 41
were so sweet and pretty 152
were so sweet and tender 40
were so tight they looked 78
were so tired and sleepy 111
were so white they looked 57
were so white they seemed 41
were the angles and saxons 78
were the basis for further 233
were the basis for future 77
were the basis for planning 47
were the bonds that united 58
were the bones and skulls 65
were the brown and comely 55
were the bulls that turned 65
were the cause and effect 75
were the cause and origin 40
were the cause and supply 78
were the cause for greater 48
were the chief and almost 129
were the chief and master 126
were the cries and groans 40
were the daily and hourly 43
were the deeds that helped 49
were the doors that closed 71
were the dukes and counts 42
were the dutch and english 272
were the dutch east indies 107
were the elder and younger 58
were the father and brother 113
were the fires that flamed 55
were the first and almost 94
were the first and dearest 195
were the first and oldest 59
were the first and remain 49
were the first and second 5353
were the first neat cattle 69
were the first new england 46
were the first that became 49
were the first that formed 100
were the first that reached 43
were the first that showed 40
were the first that taught 44
were the first two cantos 46
were the first two cities 41
were the first two english 53
were the first two groups 60
were the first two states 108
were the first who agreed 57
were the first who called 170
were the first who coined 66
were the first who engaged 49
were the first who formed 64
were the first who gained 79
were the first who joined 41
were the first who landed 76
were the first who opened 55
were the first who openly 54
were the first who pleaded 65
were the first who raised 72
were the first who reached 64
were the first who showed 82
were the first who sought 55
were the first who taught 170
were the first who thought 75
were the first who treated 78
were the first who turned 99
were the fount and origin 52
were the gains and losses 143
were the gifts and graces 45
were the girls who worked 59
were the grave low sounds 65
were the greek and hebrew 40
were the hands that tended 59
were the hopes she poured 43
were the house and chapel 49
were the house and garden 129
were the house and senate 133
were the hymns that buzzed 93
were the input and output 49
were the juicy and enticing 47
were the lanes and humble 57
were the large and medium 102
were the llama and alpaca 45
were the locks that shaded 232
were the lofty and barren 44
were the lords and ladies 134
were the lower and middle 43
were the marks and stains 105
were the metes and bounds 43
were the moral and ethical 67
were the mother and sister 183
were the mules and horses 48
were the names and titles 58
were the needs that helped 91
were the order for relief 95
were the parts they played 42
were the people and places 44
were the people she wanted 45
were the people who always 80
were the people who became 174
were the people who bought 159
were the people who called 168
were the people who changed 43
were the people who created 252
were the people who filled 79
were the people who formed 203
were the people who fought 103
were the people who helped 203
were the people who joined 61
were the people who killed 85
were the people who looked 84
were the people who needed 111
were the people who played 93
were the people who raised 60
were the people who seemed 67
were the people who served 63
were the people who shaped 42
were the people who shared 44
were the people who should 223
were the people who showed 89
were the people who sought 47
were the people who stayed 79
were the people who talked 46
were the people who taught 114
were the people who tended 49
were the people who thought 142
were the people who turned 97
were the people who wanted 329
were the people who worked 393
were the queen and prince 66
were the really big events 92
were the right and proper 100
were the serfs and slaves 41
were the sheep and cattle 45
were the signs and tokens 56
were the small and medium 211
were the spears and stones 42
were the state and county 95
were the stern and simple 51
were the sword and quiver 40
were the table and chairs 63
were the tents and wagons 50
were the tents big enough 55
were the tidings that reached 49
were the tones that reached 60
were the tough and supple 65
were the towns and cities 109
were the trees and plants 41
were the trees and shrubs 65
were the upper and middle 88
were the views and feelings 200
were the views and wishes 47
were the waifs and strays 95
were the walls and towers 154
were the whigs and tories 155
were the white and yellow 61
were the widow and family 56
were the wives and mothers 186
were the women who became 53
were the women who worked 180
were the woods and fields 91
were the words and actions 105
were the words she needed 41
were the words she wanted 93
were the words that caught 74
were the words that formed 107
were the words that issued 70
were the words that passed 244
were the words that reached 155
were the words that seemed 47
were the words that should 44
were the words that struck 48
were the words they seemed 87
were the world with devils 57
were the worse for liquor 165
were the worst and lowest 170
were to adopt this course 95
were to adopt this policy 86
were to adopt this system 42
were to appear and reappear 68
were to appear and submit 49
were to await his return 134
were to await our return 46
were to begin his career 75
were to begin with brides 55
were to blame for allowing 86
were to blame for refusing 44
were to blame for something 62
were to carry all before 48
were to carry any weight 65
were to carry him through 73
were to carry them across 113
were to carry them through 48
were to change its course 42
were to change its policy 115
were to count for little 55
were to elect and choose 46
were to elect one deputy 45
were to elect one member 44
were to fight one another 94
were to guard them through 93
were to guide and direct 52
were to guide and govern 64
were to guide him through 45
were to marry her cousin 53
were to marry one another 53
were to marry our friend 58
were to order and direct 60
were to order his arrest 76
were to prove her strength 65
were to prove that copper 46
were to raise its prices 50
were to reign with christ 60
were to search all england 66
were to seize new biscay 60
were to serve any useful 56
were to serve for twelve 140
were to serve for twenty 55
were to serve one another 56
were to shape his future 145
were to share his better 43
were to spend his entire 72
were to spend two nights 105
were to stand any chance 556
were to start for canada 40
were to start for england 63
were to study and report 48
were to value and assess 75
were to watch and report 51
were to where they wanted 75
west of leeds are filled 44
west of russia and turkey 120
west to italy and sicily 55
west to texas and kansas 78
west to texas and mexico 43
what at first had seemed 558
what at first she thought 60
what at first they thought 40
what at first was called 151
what at first was merely 142
what at first was thought 126
what at times had seemed 40
