wage cut after wage cut 41
were few women among them 51
were for turning back and 46
were for women only and 54
were going about saying that 103
were going about their own 166
were going quite well for 86
were going rather well for 59
were going really well for 50
were got about half way 97
were her words when she 63
were him which ever had 86
were his first love and 92
were his sight less dim 82
were hung short here and 59
were let loose among them 75
were let loose upon each 103
were let loose upon her 166
were let loose upon him 495
were let loose upon his 43
were let loose upon one 93
were let loose upon our 42
were let loose upon that 48
were let loose upon them 617
were let loose upon this 55
were long hours when she 45
were long since gone and 69
were long since past and 46
were long since worn out 58
were lying about here and 74
were men still living who 192
were men whose faith had 75
were not above asking for 54
were not above five and 40
were not above making use 84
were not above three men 130
were not acted upon and 123
were not acted upon for 70
were not alive more than 71
were not alone when they 122
were not alone when you 84
were not anything like that 116
were not anything like they 42
were not anything more than 135
were not apart from one 193
were not asked what they 221
were not aware there was 102
were not aware when they 139
were not based upon any 578
were not based upon his 85
were not binding upon him 114
were not binding upon them 96
were not bound hand and 84
were not built over and 42
were not built upon any 40
were not caked over with 97
were not drawn from any 188
were not drawn from her 44
were not drawn from his 52
were not drawn from one 71
were not drawn from this 102
were not drawn into this 72
were not dreaming when you 84
were not drunk when they 51
were not drunk when you 64
were not easily dealt with 63
were not feeling well and 332
were not feeling well this 51
were not finding their way 101
were not fixed once and 44
were not fools when they 44
were not found among his 60
were not found among them 94
were not found during this 49
were not found more than 76
were not found upon him 127
were not fully dealt with 42
were not fully paid for 174
were not fully ready for 102
were not fully ripe for 114
were not getting along all 58
were not getting along and 309
were not getting along any 51
were not getting along that 78
were not getting along too 373
were not getting along with 369
were not getting away with 98
were not getting into any 43
were not getting more than 103
were not getting much out 74
were not getting paid and 48
were not getting paid for 261
were not getting ready for 54
were not getting their due 214
were not getting their pay 49
were not getting their way 41
were not getting very far 360
were not getting what they 585
were not getting what was 43
were not getting what you 41
were not given away but 53
were not given food and 41
were not given into his 41
were not given more than 116
were not given their due 672
were not given their own 111
were not given time for 46
were not given time off 71
were not given what they 100
were not happy days for 114
were not happy ones and 41
were not happy ones for 434
were not happy over this 66
were not happy when they 268
were not happy when you 63
were not happy years for 200
were not holding their own 129
were not human beings and 134
were not human beings but 376
were not human beings with 48
were not keeping faith with 51
were not keeping pace with 1520
were not kidding when they 221
were not kidding when you 606
were not known among them 105
were not known till long 109
were not known when they 44
were not lacking among them 76
were not lacking some who 53
were not lacking those who 1127
were not lacking when they 77
were not learning what they 48
were not looking good for 442
were not named when they 44
were not nearly ready for 67
were not often more than 76
were not often used for 99
were not playing fair with 85
were not pulling their own 60
were not quite clear and 65
were not quite clear that 45
were not quite done with 122
were not quite free yet 42
were not quite like any 70
were not quite like that 286
were not quite over yet 101
were not quite ready and 85
were not quite ready for 2060
were not quite ready yet 219
were not quite ripe and 40
were not quite ripe for 136
were not quite ripe yet 65
were not quite sure and 48
were not quite sure but 64
were not quite sure how 4022
were not quite sure she 67
were not quite sure that 2728
were not quite sure they 277
were not quite sure who 343
were not quite sure why 377
were not quite sure yet 71
were not quite sure you 102
were not quite there yet 163
were not quite what had 53
were not quite what one 43
were not quite what she 140
were not quite what they 1249
were not quite what was 76
were not quite what you 91
were not quite worn out 90
were not really angry with 70
were not really asking for 57
were not really dealing with 61
were not really free and 43
were not really good for 60
were not really like that 288
were not really made for 76
were not really many things 304
were not really meant for 225
were not really ready for 433
were not really sure how 191
were not really sure that 158
were not really sure they 70
were not really sure who 74
were not really sure why 68
were not really their own 99
were not really there and 77
were not really there but 67
were not really there for 96
were not really very far 68
were not really what she 42
were not really what they 257
were not really what you 70
were not right when they 100
were not seeking their own 71
were not selling well and 66
were not seven years old 64
were not shoal when they 77
were not shown into this 52
were not sorry when our 112
were not sorry when they 146
were not strong when they 67
were not sweet till you 102
were not taken away and 66
were not taken away out 86
were not taken from any 200
were not taken from her 63
were not taken from him 169
were not taken from one 142
were not taken from them 219
were not taken into his 51
were not taken into our 57
were not taken into this 73
were not taken over and 59
were not thinking when you 43
were not thrown away but 84
were not thrown open for 54
were not thrust upon them 40
were not under lock and 118
were not under their own 99
were not wanting among his 87
were not wanting among them 419
were not wanting during this 42
were not wanting even then 48
were not wanting good and 83
were not wanting many who 534
were not wanting other and 224
were not wanting some who 1175
were not wanting those who 6250
were not winning back her 126
were not within their own 62
were not working here for 48
were not working their way 41
were not working well and 93
were not working well for 52
were not working when they 45
were now about half way 75
were now bound hand and 55
were now bound took its 47
were now close upon him 65
were now close upon them 52
were now closing upon them 104
were now drawing very near 220
were now drawn forth and 40
were now feeling their way 58
were now finding their way 236
were now fixed upon her 52
were now fixed upon him 101
were now flowing down her 46
were now forcing their way 101
were now freed from all 71
were now freed from any 40
were now gaining upon her 45
were now getting ready for 91
were now growing into old 89
were now heaped upon him 92
were now holding their own 56
were now nearly ready for 57
were now nearly worn out 46
were now passing away for 45
were now peeping into his 54
were now pushing their way 143
were now quite sure that 96
were now quite worn out 46
were now rolling down her 191
were now running down her 88
were now running down his 59
were now split into two 156
were now taken down and 43
were now taken from him 74
were now taken from them 91
were now thrown open and 42
were now turning pale and 54
were now under lock and 51
were now wending their way 106
were now within less than 304
were now working their way 167
were one night lost for 59
were one story high and 99
were our faces from him 2215
were our lines more than 61
were out hunting when they 75
were out walking when they 48
were put under arms and 61
were put under bond not 45
were put under lock and 349
were real human beings with 46
were set apart from all 165
were set apart from each 100
were set apart from one 60
were set apart from them 58
were set loose upon them 61
were sir thomas more and 99
were sir thomas smith and 40
were six months gone with 116
were ten miles upon our 40
were ten times more her 43
were ten times more than 114
were ten times what they 96
were that anything like this 98
were then asked what they 463
were then asked what was 65
were then bound hand and 66
were then coded into one 43
were then drawn from each 43
were then finding their way 72
were then holding their war 42
were then split into two 398
were then taken away and 176
were then taken down and 138
were then taken from each 98
were then taken from him 71
were then taken from them 107
were then taken from this 44
were then taken over and 52
were then thirty years old 63
were then thrown open and 122
were then thrown open for 72
were then under fire for 121
were then within less than 46
were they anything more than 54
were they could find them 41
were they fixed upon her 53
were they quite sure that 79
were they thinking when they 187
were they which gave them 71
were things which were not 104
were thus freed from any 56
were thus fused into one 70
were thus saved from being 84
were thus saved from death 45
were thus split into two 59
were thus taken from them 47
were thus thrust into one 64
were too close upon him 51
were too gross even for 87
were too large even for 51
were too small even for 101
were too steep even for 75
were too strong even for 357
were too strong upon her 41
were two balls during his 42
were two doors leading off 41
were two extra ones for 61
were two hours late for 93
were two human beings who 75
were two miles from our 43
were two people there who 58
were two people whom she 44
were two women among them 65
were two world wars and 65
were with jesus during his 59
were with wolfe when they 44
were you alone when you 46
were you feeling when you 240
were you forty years ago 285
were you headed when you 47
were you talking just now 77
were you thinking just now 148
were you thinking just then 184
were you thinking when you 1598
were you would know that 41
west had fixed upon our 120
west that burns like one 62
what age takes away than 691
what all human beings are 124
what all thinking good men 49
what and where these are 137
what and where were they 134
what any plain body can 45
what are human beings that 416
what are really nothing but 91
what are really their own 55
what can human soul ask 50
what can never fail him 52
what day would suit you 110
what dim light there was 55
what does titian hair mean 113
what does woman care for 55
what each shall give and 139
what god looks like and 49
what god wants from him 52
what god wants from his 46
what god wants from them 90
what god wants from you 256
what god wants more than 41
what god would give him 40
what god would have for 69
what god would have had 55
what god would have her 138
what god would have him 1116
what god would have them 901
what god would have you 697
what god would send him 51
what god would want for 63
what god would want you 121
what had really been going 424
what had really made her 46
what has jesus done for 71
what has never been and 165
what has really been doing 54
what has really been going 299
what has risen from its 45
what her father gave her 68
what her father left her 49
what her father said and 63
what her father said was 105
what her father told her 352
what her father will say 65
what her fingers were doing 101
what her first name was 237
what her goals were for 49
what her hands were doing 233
what her mother gave her 96
what her mother left her 73
what her mother said and 99
what her mother said she 51
what her mother said was 150
what her mother told her 943
what her mother will say 77
what her people were doing 40
what her plans were and 63
what her plans were for 524
what her right hand did 112
what her right hand was 99
what his brain told him 49
what his daily life was 62
what his father gave him 117
what his father left him 294
what his father said and 99
what his father said was 146
what his father says and 73
what his father told him 1180
what his father will say 55
what his fingers were doing 143
what his first name was 551
what his first wife had 43
what his given name was 56
what his goals were and 67
what his goals were for 63
what his goods cost him 45
what his hands were doing 531
what his hands were for 76
what his hopes were for 78
what his latin poets and 46
what his money will buy 57
what his mother gave him 184
what his mother said and 105
what his mother said was 125
what his mother sent him 45
what his mother told him 976
what his mother will say 73
what his needs were and 49
what his people were doing 171
what his people wish him 58
what his plans were and 207
what his plans were for 1099
what his plans were now 92
what his reason told him 235
what his right hand did 575
what his right hand does 160
what his right hand had 116
what his right hand has 88
what his right hand was 767
what his uncle told him 46
what his views were and 83
what his whole life had 123
what his whole life has 63
what his whole life was 54
what its latin name may 46
what its right hand was 88
what man holds most dear 142
what man shall dare tax 80
what man would want her 52
what may arise from this 45
what may still come out 106
what new fault have they 44
what new shame hast thou 43
what not while those dead 111
what old world such things 54
what one could call his 78
what one could call its 89
what one could hope for 46
what one could make out 49
what one could shut one 47
what one could wish her 46
what one feels like and 50
what one feels like doing 176
what one feels when one 610
what one finds when one 332
what one holds most dear 56
what one knows when one 425
what one learns from one 114
what one learns when one 227
what one looks like and 67
what one might call god 89
what one might call her 184
what one might call his 893
what one might call its 995
what one might call non 50
what one might call one 121
what one might call our 117
what one might call this 118
what one might have had 40
what one might hope for 128
what one might look for 168
what one might take for 69
what one might term his 69
what one might term its 51
what one might wish for 46
what one shall have for 142
what one sweet page can 118
what one thinks when one 161
what one throws into that 67
what one wants from one 137
what one wants when one 266
what one would have had 65
what one would hope for 529
what one would like and 44
what one would like for 57
what one would like them 104
what one would look for 221
what one would take for 61
what one would think was 103
what one would want for 133
what one would wish for 150
what one would wish them 76
what our needs were and 50
what our peers will let 72
what our people want and 44
what our people were doing 68
what our plans were and 77
what our plans were for 176
what our right hand does 101
what our right hand doth 51
what she could call her 45
what she could feel with 61
what she could find and 69
what she could find for 118
what she could find out 1577
what she could find that 97
what she could from her 281
what she could from him 118
what she could from them 49
what she could from this 49
what she could give her 49
what she could give him 434
what she could give them 131
what she could have had 201
what she could hope for 41
what she could make for 49
what she could make him 73
what she could make out 1072
what she could only see 48
what she could take with 63
what she could teach him 53
what she could tell her 70
what she could tell him 354
what she could tell them 113
what she could want with 109
what she could when she 106
what she earned from her 62
what she feared more than 57
what she feared most was 174
what she feels like doing 222
what she feels when she 165
what she finds when she 65
what she found there was 72
what she found when she 338
what she found wrong with 49
what she hated most was 66
what she holds most dear 176
what she knows from her 54
what she later said was 44
what she learns from her 99
what she liked best and 57
what she liked best was 255
what she liked most was 99
what she liked such and 55
what she liked when she 82
what she likes when she 47
what she looks like and 384
what she looks like but 65
what she looks like now 898
what she looks like with 86
what she loved more than 56
what she loved most was 97
what she might feel for 59
what she might find out 444
what she might have got 64
what she might have had 382
what she might have read 71
what she might tell him 85
what she might think its 70
what she might turn out 41
what she might want for 43
what she needs from her 125
what she needs from him 120
what she needs from you 183
what she needs more than 97
what she needs when she 70
what she really felt and 143
what she really felt for 83
what she really felt was 224
what she really knew and 48
what she really meant and 46
what she really meant was 854
what she really said was 223
what she shall give thee 61
what she still felt for 44
what she takes into her 52
what she thinks best for 72
what she thinks when she 111
what she wants done and 45
what she wants done with 101
what she wants from her 440
what she wants from him 365
what she wants from men 87
what she wants from them 83
what she wants from this 63
what she wants from you 261
what she wants more than 174
what she wants when she 774
what she would call her 147
what she would call him 74
what she would cook for 73
what she would deny you 59
what she would find and 59
what she would find out 208
what she would give for 160
what she would give her 82
what she would give him 353
what she would give them 48
what she would have for 289
what she would have got 113
what she would have had 633
what she would have her 90
what she would have him 499
what she would have them 193
what she would have you 65
what she would like and 185
what she would like for 765
what she would like her 186
what she would like him 373
what she would like them 88
what she would like you 153
what she would look for 48
what she would make for 52
what she would need and 53
what she would need for 320
what she would take for 151
what she would take with 136
what she would tell her 449
what she would tell him 646
what she would tell them 160
what she would tell you 74
what she would think and 118
what she would turn out 61
what she would want for 101
what she would want her 45
what she would want him 66
what she would want with 54
what she would want you 42
what she would wish for 168
what she would wish him 77
what that feels like and 77
what that first haul was 71
what that looks like and 62
what that might have led 40
what that money will buy 159
what that people were one 50
what that phone call was 111
what that really means and 50
what that really means for 56
what that really meant was 139
what that woman told you 43
what they could find and 372
what they could find for 139
what they could find out 1505
what they could find that 152
what they could from each 54
what they could from her 61
what they could from him 113
what they could from his 61
what they could from them 169
what they could from this 75
what they could give and 62
what they could give each 47
what they could give her 92
what they could give him 234
what they could grow and 107
what they could have and 59
what they could have for 164
what they could have got 169
what they could have had 403
what they could hope for 132
what they could hunt and 51
what they could kill for 63
what they could learn and 46
what they could make and 61
what they could make for 90
what they could make out 1308
what they could make with 76
what they could only see 77
what they could part with 83
what they could sell and 41
what they could take and 47
what they could take out 48
what they could take with 201
what they could teach her 42
what they could teach him 177
what they could tell her 75
what they could tell him 364
what they could tell you 40
what they could want with 97
what they could when they 189
what they could work out 97
what they fancy their own 44
what they feared more than 48
what they feared most was 219
what they found there and 88
what they found there for 65
what they found there was 187
what they found when they 778
what they found wrong with 55
what they liked best and 233
what they liked best was 153
what they liked most and 253
what they liked most was 43
what they liked when they 112
what they might call him 40
what they might find and 56
what they might find out 265
what they might have and 48
what they might have for 92
what they might have got 163
what they might have had 682
what they might have read 62
what they might hope for 101
what they might know and 40
what they might look for 236
what they might meet with 66
what they might need and 56
what they might need for 121
what they might sell for 42
what they might tell her 41
what they might tell him 78
what they might tell you 99
what they might think and 71
what they might turn out 45
what they might want and 45
what they might want for 63
what they might wish for 54
what they never knew they 77
what they never tell you 111
what they never want for 58
what they please when they 117
what they really came for 63
what they really care for 65
what they really feel and 352
what they really feel for 60
what they really felt and 201
what they really know and 134
what they really like and 117
what they really meant and 109
what they really meant was 1170
what they really need and 453
what they really need are 133
what they really need for 131
what they really said was 51
what they really think and 994
what they really think they 51
what they really want and 1201
what they really want are 160
what they really want but 42
what they really want for 192
what they really want out 631
what they really want with 50
what they really want you 82
what they really were and 286
what they really were doing 104
what they really were not 173
what they really were was 76
what they really wish for 229
what they shall have for 56
what they shall hold and 51
what they shall learn and 49
what they shall note and 59
what they shall take him 82
what they shall teach and 43
what they shall think and 62
what they shall think fit 376
what they sound like and 74
what they sound like they 77
what they truly feel and 54
what they truly need and 46
what they truly think and 88
what they truly want and 86
what they value most and 73
what they would call her 52
what they would call him 60
what they would call his 58
what they would call them 54
what they would feel and 140
what they would find and 141
what they would find out 199
what they would give and 97
what they would give for 276
what they would give her 62
what they would give him 287
what they would give you 41
what they would have and 47
what they would have for 673
what they would have got 374
what they would have had 1699
what they would have him 638
what they would have one 120
what they would have them 231
what they would have with 59
what they would have you 280
what they would keep and 42
what they would learn and 48
what they would like and 318
what they would like but 40
what they would like for 725
what they would like her 64
what they would like him 293
what they would like them 271
what they would like you 416
what they would look for 241
what they would make for 40
what they would make him 45
what they would make out 93
what they would meet with 64
what they would need and 92
what they would need for 434
what they would sell for 237
what they would send out 43
what they would take and 45
what they would take for 277
what they would take not 51
what they would take with 147
what they would teach and 68
what they would tell her 83
what they would tell him 153
what they would tell you 81
what they would think and 230
what they would turn out 105
what they would unto them 49
what they would want and 96
what they would want for 174
what they would want with 80
what they would want you 56
what they would wish for 325
what they write will not 65
what they wrote down and 44
what they wrote down was 67
what this change means for 66
what this change will mean 93
what this large dark man 62
what this looks like and 41
what this looks like for 67
what this night will bring 74
what this place once was 46
what this really means and 68
what this really means for 56
what this really meant was 146
what this space means for 47
what this whole book has 53
what this would cost him 52
what this would have led 52
what thou canst leave with 51
what was acted upon this 50
what was amiss among that 45
what was first said that 40
what was first told you 147
what was forty years ago 54
what was given upon this 47
what was harsh when new 50
what was looking more and 82
what was missing from her 258
what was missing from his 339
what was missing from our 114
what was missing from that 57
what was missing from this 137
what was never meant for 208
what was never more than 151
what was passing among them 64
what was passing from day 49
what was passing from his 41
what was really best for 185
what was really done was 46
what was really good and 110
what was really good for 148
what was really great and 46
what was really making her 43
what was really meant and 41
what was really meant was 316
what was really more than 52
what was really nothing but 48
what was really said and 133
what was really said was 42
what was really their own 104
what was really there and 46
what was really true and 47
what was really wrong and 57
what was really wrong was 96
what was really wrong with 1259
what was right from fear 47
what was right when they 44
what was spent last year 140
what was taken away and 42
what was taken away was 66
what was taken from her 157
what was taken from him 340
what was taken from his 41
what was taken from one 49
what was taken from them 672
what was taken from you 139
what was thrust upon him 52
what was truly best for 59
what was truly goethe was 70
what was truly good and 76
what was truly good for 61
what was truly great and 76
what was working well and 83
what way would life try 56
what you carry away with 70
what you could call them 54
what you could find out 446
what you could give her 88
what you could give them 59
what you could have for 49
what you could have got 51
what you could have had 339
what you could make out 180
what you could sell them 49
what you could take out 42
what you could tell them 49
what you enjoy most and 49
what you found here did 83
what you found when you 448
what you imply when you 119
what you infer from them 73
what you liked best and 52
what you liked most and 62
what you liked when you 42
what you might best bear 66
what you might best set 42
what you might call any 113
what you might call bad 63
what you might call big 47
what you might call dead 41
what you might call easy 47
what you might call her 99
what you might call his 420
what you might call its 203
what you might call old 80
what you might call one 411
what you might call our 268
what you might call real 250
what you might call too 74
what you might call two 51
what you might find out 663
what you might have for 57
what you might have got 119
what you might have had 324
what you might have read 379
what you might hope for 129
what you might like for 44
what you might look for 123
what you might need and 47
what you might need for 71
what you might think are 51
what you might think they 101
what you might think you 69
what you might want for 51
what you people think you 48
what you people were doing 42
what you please when you 203
what you really came for 119
what you really care for 52
what you really feel and 271
what you really feel for 56
what you really find out 41
what you really know and 270
what you really like and 165
what you really love and 56
what you really meant was 158
what you really need and 579
what you really need are 94
what you really need for 170
what you really need now 41
what you really think and 686
what you really think you 114
what you really want and 1714
what you really want are 101
what you really want for 612
what you really want him 42
what you really want now 46
what you really want out 1550
what you really want them 113
what you really want with 120
what you really want you 50
what you refer when you 51
what you shall have for 122
what you shall think fit 210
what you spent last year 47
what you still have not 42
what you truly need and 97
what you truly think and 78
what you truly want and 205
what you truly want for 78
what you truly want out 167
what you utter when you 51
what you value most and 72
what you weigh when you 86
what you would call bad 57
what you would call being 86
what you would call fat 46
what you would call god 90
what you would call her 54
what you would call him 131
what you would call his 56
what you would call one 240
what you would call our 48
what you would call real 241
what you would call that 104
what you would call them 165
what you would call this 60
what you would call two 117
what you would feel and 66
what you would find out 93
what you would gain and 52
what you would give for 101
what you would have for 126
what you would have got 106
what you would have had 564
what you would have her 125
what you would have him 423
what you would have put 48
what you would have read 63
what you would have that 109
what you would have them 2940
what you would have with 51
what you would hope for 85
what you would like and 449
what you would like for 854
what you would like her 181
what you would like him 585
what you would like that 151
what you would like them 1411
what you would like this 52
what you would like with 43
what you would look for 289
what you would make him 53
what you would need and 40
what you would need for 101
what you would push him 54
what you would take for 60
what you would tell her 55
what you would tell him 65
what you would tell them 104
what you would think and 123
what you would think any 65
what you would want and 50
what you would want for 187
what you would want him 60
what you would want them 277
what you would want with 42
what you would wish for 234
what you would wish him 59
what you would wish them 109
what you would work out 50
what you write when you 110
what you write will not 97
what you wrote when you 91
wheat and indian corn and 59
wheat and indian corn are 216
wheat and indian corn for 76
wheat and sugar beet are 82
when all hands turn out 43
when all human beings are 143
when all human life had 54
when all israel heard that 365
when all others fail and 58
when all sails were set 44
when all seems dark and 93
when all seems lost and 167
when all shall know god 61
when all shall know him 201
when all shall know that 378
when all shall know thee 53
when all would give way 49
when and where duty may 59
when and where have they 53
when and where there are 227
when and where there was 409
when and where these are 115
when and where these two 59
when and where were they 175
when and where were you 155
when and where will they 127
when and where will you 50
when any words from his 46
when bad weather kept them 51
when being moved from one 96
when both sides drew off 42
when boy meets girl and 45
when but eight years old 183
when but seven years old 455
when but thirty years old 57
when cut loose from its 49
when day broke there was 131
when day grows dark and 98
when death comes upon him 54
when death comes upon them 49
when death comes very near 66
when death stole upon them 53
when deng xiaoping made his 56
when did woman ever yet 55
when each seeks most that 71
when each would find its 43
when god comes into our 40
when god first made man 289
when god sends forth his 51
when god shall call for 71
when god shall call him 51
when god shall call them 115
when god shall call you 165
when god shall give them 40
when god shall give you 50
when god shall make all 48
when god shall pour out 107
when god shall send him 85
when god shall send you 98
when god takes away his 160
when god would have them 66
when god would pour out 271
when god would take him 40
when got about half way 143
when heat flows from one 45
when her alarm went off 312
when her combs flew out 49
when her earthly life was 59
when her father asks her 95
when her father came and 64
when her father came for 47
when her father came out 384
when her father died and 1102
when her father died she 332
when her father died was 41
when her father dies and 134
when her father dies she 50
when her father fell ill 120
when her father gave her 371
when her father held her 98
when her father left for 113
when her father left her 246
when her father left his 43
when her father left them 56
when her father lost his 304
when her father made her 108
when her father made his 226
when her father said she 65
when her father said that 173
when her father sent for 75
when her father sent her 186
when her father threw her 54
when her father told her 1008
when her father took her 889
when her father took his 91
when her father went off 106
when her father went out 222
when her first baby was 312
when her first book was 203
when her green eyes had 48
when her hands were not 66
when her horse threw her 92
when her lover bids her 48
when her lover left her 111
when her lover told her 64
when her money runs out 131
when her mother asks her 125
when her mother came and 49
when her mother came for 66
when her mother came out 288
when her mother died and 1177
when her mother died she 251
when her mother died that 123
when her mother dies and 96
when her mother drew her 90
when her mother fell ill 338
when her mother gave her 367
when her mother held her 93
when her mother left for 125
when her mother left her 549
when her mother lost her 136
when her mother made her 214
when her mother said she 221
when her mother said that 354
when her mother sent her 259
when her mother told her 1396
when her mother took her 872
when her mother went off 67
when her mother went out 361
when her pager went off 216
when her uncle paid his 76
when her uncle sold her 54
when her uncle told her 46
when her uncle took her 40
when her visit there had 57
when her voice came out 259
when her whole body was 160
when her whole heart was 72
when her whole life had 70
when her whole life was 149
when her whole mind was 40
when her whole soul was 77
when his alarm went off 342
when his bones were dug 48
when his burning heart was 45
when his chief crop was 81
when his coach took its 52
when his daily work was 71
when his enemy dealt him 42
when his father asks him 126
when his father bade him 81
when his father came and 202
when his father came for 56
when his father came out 651
when his father died and 3860
when his father died but 103
when his father died his 106
when his father died that 122
when his father died two 79
when his father died was 73
when his father dies and 175
when his father fell ill 201
