wad of bubble gum and 66
was an earnest man and 94
was an earnest man who 79
was an earnest plea for 175
was an easygoing guy who 51
was an easygoing man and 43
was an easygoing man who 151
was an easygoing man with 51
was an editor who had 51
was an editor who was 53
was an effect and not 212
was an effect that was 94
was an effort and she 43
was an effort for her 943
was an effort for him 1547
was an effort for them 61
was an effort that had 63
was an effort that was 129
was an eldest son and 54
was an eleven year old 137
was an emigre who had 49
was an emotion she had 132
was an emotion she was 60
was an emotion that had 126
was an emotion that she 46
was an emotion that was 106
was an empire that had 42
was an empire that was 56
was an english and not 116
was an english boy who 89
was an english jew who 107
was an english poet and 658
was an english poet who 357
was an english spy and 47
was an entity that had 57
was an entity that was 89
was an errand boy and 45
was an errand boy for 203
was an escape for her 54
was an escape for him 76
was an estate for her 45
was an estate that was 42
was an excise and not 47
was an excise tax and 116
was an exciting day for 644
was an exciting era for 45
was an exciting idea and 43
was an exciting one and 145
was an exciting one for 526
was an exciting year for 227
was an excuse and that 43
was an excuse for all 120
was an excuse for any 54
was an excuse for being 55
was an excuse for doing 123
was an excuse for going 41
was an excuse for her 193
was an excuse for him 278
was an excuse for his 398
was an excuse for its 45
was an excuse for non 61
was an excuse for not 487
was an excuse for them 141
was an excuse for this 128
was an expert and had 81
was an expert and that 112
was an expert who had 97
was an expert who was 56
was an expert with both 41
was an expert with his 96
was an expert with this 41
was an honest but weak 71
was an honest man and 4035
was an honest man but 184
was an honest man for 47
was an honest man than 49
was an honest man that 150
was an honest man who 1362
was an honest man with 330
was an honest old man 46
was an honest one and 188
was an imposing man who 41
was an imposing man with 137
was an infant and had 101
was an infant and her 111
was an infant and his 194
was an infant and she 155
was an infant and that 180
was an infant and was 94
was an infant she had 49
was an infant who had 82
was an infant who was 77
was an infirm old man 245
was an ingenious idea and 82
was an ingenious man and 142
was an ingenious man that 87
was an ingenious man who 70
was an inmate who had 48
was an inside job and 170
was an insult and that 108
was an insult that was 47
was an iranian who had 45
was an island and not 318
was an island and that 433
was an island cut off 52
was an island not far 71
was an island that had 89
was an island that was 75
was an israeli who had 56
was an italian and had 114
was an italian and his 55
was an italian and not 42
was an italian and that 83
was an italian jew who 54
was an italian poet and 166
was an italian poet who 80
was an italian who had 563
was an italian who was 131
was an object for her 53
was an object for his 40
was an object that had 141
was an object that lay 66
was an object that was 125
was an object they had 51
was an object with him 139
was an object with them 84
was an obvious and easy 194
was an obvious area for 97
was an obvious bid for 86
was an obvious one and 124
was an obvious one for 200
was an obvious way for 80
was an obvious way out 86
was an offering for sin 108
was an office and not 49
was an office boy and 57
was an office boy for 109
was an office that had 122
was an office that was 168
was an oldish man and 88
was an oldish man who 93
was an oldish man with 240
was an openly gay man 82
was an opinion that had 62
was an opinion that this 43
was an opinion that was 180
was an orator and poet 76
was an orphan and did 69
was an orphan and had 997
was an orphan and her 78
was an orphan and his 62
was an orphan and she 84
was an orphan and that 375
was an orphan and was 280
was an orphan boy who 126
was an orphan who had 823
was an orphan who was 289
was an outfit that had 64
was an outgoing man who 46
was an outlaw who had 72
was an outlet for all 122
was an outlet for her 235
was an outlet for his 330
was an outlet for that 57
was an outlet for this 44
was an oxford don and 81
was an oxford don who 89
was an oxford man and 356
was an oxford man who 213
was an unholy cat and 46
was an unjust war and 50
was an urgent one and 70
was an urgent one for 64
was an urgent plea for 112
was as active and gay 73
was as anxious for her 90
was as anxious for his 70
was as anxious that her 52
was as bright and gay 48
was as bright and his 65
was as clever with his 76
was as famous for her 474
was as famous for his 1069
was as famous for its 427
was as gentle with her 67
was as gentle with him 51
was as lavish with his 60
was as lawful for one 73
was as lawful for them 56
was as little fit for 42
was as pleased with her 160
was as pleased with him 121
was as pleased with his 228
was as pleased with this 122
was as proper for both 174
was as proper for his 60
was as scarce then with 47
was as simple and easy 96
was as unlike all this 45
was as widely read and 63
was as yellow and dry 119
was at anchor not far 56
was at anchor with his 70
was at antioch that they 58
was at church and who 54
was at church that day 73
was at church with her 75
was at church with his 104
was at common law and 57
was at dinner and had 87
was at dinner one day 80
was at dinner with her 75
was at dinner with him 199
was at dinner with his 461
was at dinner with them 70
was at enmity with all 98
was at enmity with god 235
was at enmity with her 44
was at enmity with him 227
was at enmity with his 284
was at enmity with them 49
was at naples with her 61
was at oxford that his 47
was at oxford that this 54
was at oxford with him 137
was at prayer with his 43
was at school all day 205
was at school and had 113
was at school and her 47
was at school and his 42
was at school and she 102
was at school and that 68
was at school and then 59
was at school and was 55
was at school for two 43
was at school one day 93
was at school she was 41
was at school that day 84
was at school with her 488
was at school with him 871
was at school with his 190
was at school with one 156
was at school with them 60
was at school with two 44
was at school with you 298
was at strife with his 42
was at supper with her 135
was at supper with him 82
was at supper with his 356
was by chance and not 65
was by chance that she 62
was by chance that they 100
was by chance that this 90
was by chance that you 66
was by choice and not 77
was by design and not 72
was by myself and had 49
was by nature and art 79
was by nature and long 74
was by nature far too 95
was by nature gay and 53
was by nature shy and 223
was by nature weak and 59
was by pinching and not 44
was by pointing out that 121
was by someone who had 57
was by someone who was 49
was he afraid that his 47
was he bothering his head 66
was he bothering with her 40
was he chosen for this 42
was he fitted for his 50
was he flirting with her 52
was he indeed who had 41
was he pleased with his 74
was he simply did not 53
was he struck with sad 51
was he struck with this 51
was in accord both with 76
was in accord with all 320
was in accord with and 75
was in accord with both 107
was in accord with god 228
was in accord with her 526
was in accord with him 234
was in accord with his 2784
was in accord with its 417
was in accord with long 115
was in accord with one 197
was in accord with our 302
was in accord with that 2142
was in accord with them 187
was in accord with this 1155
was in active use and 46
was in active use for 58
was in actual use for 59
was in africa and asia 56
was in africa and that 61
was in africa that man 60
was in almost all things 47
was in anguish for fear 45
was in another way that 101
was in arrears for his 54
was in arrears for two 76
was in arrears with her 99
was in arrears with his 541
was in arrears with its 94
was in assuming that this 47
was in august that year 85
was in berlin and had 78
was in berlin and that 92
was in berlin and was 69
was in blinding him for 47
was in boston and new 48
was in boston and that 40
was in boston for his 40
was in boston that day 55
was in boston with her 51
was in boston with his 84
was in carrying out his 95
was in carrying out this 175
was in charge and all 61
was in charge and did 101
was in charge and had 293
was in charge and his 124
was in charge and how 63
was in charge and not 86
was in charge and she 199
was in charge and that 1476
was in charge and they 116
was in charge and was 386
was in charge and who 179
was in charge and you 68
was in charge did not 84
was in charge for two 44
was in charge now and 132
was in charge that day 157
was in charge then and 50
was in christ and that 139
was in christ but one 86
was in church one day 63
was in church that day 40
was in church with his 54
was in common use all 52
was in common use and 459
was in common use both 81
was in common use for 970
was in common use long 338
was in common use then 44
was in common use with 129
was in common with all 44
was in common with that 92
was in common with them 66
was in credit with him 62
was in crisis and had 41
was in crisis and that 434
was in dallas that day 48
was in deeper than she 41
was in demand and had 40
was in demand and was 61
was in demand for all 75
was in demand for his 129
was in dublin with his 46
was in earnest and did 60
was in earnest and had 94
was in earnest and his 44
was in earnest and not 243
was in earnest and that 550
was in earnest and was 132
was in earnest with her 40
was in earnest with his 201
was in earnest with this 46
was in effect and that 422
was in effect and was 69
was in effect cut off 60
was in effect doing was 58
was in effect for all 153
was in effect for one 186
was in effect for six 68
was in effect for ten 72
was in effect for that 76
was in effect for two 246
was in effect his own 310
was in effect that they 108
was in england and did 42
was in england and had 258
was in england and his 67
was in england and not 120
was in england and she 64
was in england and that 267
was in england and was 228
was in england and who 40
was in england for his 99
was in england for six 56
was in england for two 187
was in england not long 134
was in england she had 46
was in england she was 40
was in england that his 115
was in england that she 103
was in england that they 109
was in england that this 162
was in england that year 42
was in england too that 53
was in england with her 133
was in england with his 263
was in english and not 63
was in english and that 90
was in english and was 191
was in europe and asia 52
was in europe and did 44
was in europe and had 115
was in europe and not 89
was in europe and that 235
was in europe and was 94
was in europe for her 50
was in europe for his 101
was in europe for two 61
was in europe not long 100
was in europe that year 44
was in europe with her 115
was in europe with his 155
was in figuring out how 89
was in flames and all 58
was in flames and its 49
was in flames and that 250
was in france and had 106
was in france and not 113
was in france and that 174
was in france and was 124
was in france for his 42
was in france that his 84
was in france that she 83
was in france that they 123
was in france that this 129
was in france with her 74
was in france with his 163
was in french and not 70
was in french and she 40
was in french and was 99
was in german and was 89
was in itself and for 49
was in itself mean and 93
was in itself not new 107
was in london all that 93
was in london and did 52
was in london and had 405
was in london and his 130
was in london and met 45
was in london and not 98
was in london and saw 89
was in london and she 155
was in london and that 350
was in london and then 62
was in london and they 58
was in london and was 358
was in london and who 77
was in london and with 46
was in london for his 118
was in london for one 46
was in london for two 176
was in london not long 60
was in london she had 61
was in london she was 60
was in london that day 102
was in london that his 80
was in london that she 150
was in london that they 92
was in london that this 41
was in london that year 180
was in london then and 51
was in london this year 122
was in london with her 357
was in london with him 84
was in london with his 568
was in london with two 51
was in meetings all day 133
was in mexico and that 94
was in middle age and 40
was in mortal fear that 491
was in moscow and had 69
was in moscow and that 86
was in mourning for her 1105
was in mourning for him 125
was in mourning for his 1069
was in mourning for its 119
was in mourning for one 102
was in office and had 118
was in office and that 48
was in office and was 93
was in office but not 114
was in office for six 42
was in office for ten 40
was in office for too 55
was in office for two 94
was in office who had 46
was in pointing out that 207
was in prayer one day 159
was in prison and did 58
was in prison and for 46
was in prison and had 213
was in prison and her 129
was in prison and his 307
was in prison and not 47
was in prison and she 159
was in prison and that 451
was in prison and then 48
was in prison and they 81
was in prison and was 241
was in prison and who 49
was in prison and you 3847
was in prison for being 79
was in prison for his 503
was in prison for one 111
was in prison for six 181
was in prison for ten 97
was in prison for this 57
was in prison for two 619
was in prison she had 51
was in prison that she 57
was in prison with her 60
was in prison with him 214
was in prison with his 82
was in prison with them 42
was in prison with two 58
was in public use and 65
was in reality all but 45
was in reality all dead 60
was in reality all that 150
was in reality but one 413
was in reality far too 119
was in reality her own 102
was in reality his own 303
was in reality his son 150
was in reality not one 330
was in reality one for 46
was in retreat and that 145
was in return for his 134
was in return for one 46
was in return for this 256
was in revenge for his 98
was in revenge for this 207
was in revolt and had 42
was in revolt and that 242
was in revolt and was 60
was in ritual and art 41
was in school all day 300
was in school and did 62
was in school and doing 59
was in school and had 140
was in school and his 45
was in school and how 47
was in school and she 91
was in school and that 147
was in school and then 47
was in school and they 64
was in school and was 124
was in school one day 68
was in school she was 47
was in school that day 119
was in school with her 64
was in school with him 75
was in session all day 75
was in session and all 65
was in session and had 94
was in session and that 375
was in session and then 45
was in session and they 54
was in session and was 221
was in session for six 112
was in session for two 238
was in session that day 64
was in session with his 43
was in shadow and she 88
was in shreds and her 41
was in tension with his 67
was in terror for her 40
was in terror for his 79
was in terror that she 52
was in therapy for two 40
was in training for his 125
was in training for this 45
was in unison with her 308
was in unison with his 573
was in unison with our 47
was in unison with that 205
was in unison with this 67
was in venice and that 45
was in venice with his 51
was in vienna and had 44
was it always easy for 67
was it always this way 74
was it before she was 52
was it before you got 102
was it before you saw 105
was it better for him 69
was it better than this 42
was it deeper than that 41
was it enough for her 82
was it enough for him 172
was it enough for his 42
was it enough for them 64
was it formed for them 41
was it lawful for any 141
was it lawful for her 66
was it lawful for him 213
was it lawful for them 140
was it likely that any 493
was it likely that her 47
was it likely that his 116
was it likely that she 454
was it likely that they 710
was it likely that this 170
was it likely that two 43
was it merely his own 71
was it merely that his 41
was it merely that she 152
was it merely that they 104
was it proper for her 41
was it proper for him 122
was it proper for his 131
was it simply that his 119
was it simply that she 364
was it simply that they 174
was it someone who was 61
was it something she had 71
was it something that had 115
was it something that she 46
was it something that was 122
was it something that you 88
was it something you did 50
was it strange that she 116
was it strange that they 212
was it strange that this 83
was it thought fit that 143
was it thought for them 45
was it thought that this 43
was my belief that man 47
was my belief that she 63
was my belief that they 111
was my belief that this 131
was my belief that you 89
was my brother and his 60
was my brother and that 156
was my brother who got 51
was my brother who had 180
was my brother who was 224
was my choice for that 68
was my cousin and that 44
was my cousin who was 120
was my desire that they 44
was my desire that you 54
was my excuse for being 48
was my excuse for going 45
was my excuse for not 74
was my friend and had 116
was my friend and his 75
was my friend and not 51
was my friend and now 60
was my friend and one 85
was my friend and she 116
was my friend and that 432
was my friend and was 72
was my friend and who 103
was my friend and you 59
was my friend who had 228
was my friend who was 104
was my number one fan 49
was my opinion and that 43
was my opinion that all 179
was my opinion that she 78
was my opinion that they 199
was my opinion that this 199
was my opinion that you 67
was my opinion then and 40
was my opinion then that 138
was my reward for all 241
was my reward for being 70
was my sister and her 59
was my sister and not 44
was my sister and she 97
was my sister and that 139
was my sister who had 71
was my sister who saw 47
was my sister who was 157
was my spirit that was 44
was my teacher and she 51
was my thought that you 46
was no answer and she 432
was no answer and that 45
was no answer and then 61
was no answer but that 54
was no answer for her 50
was no answer for him 100
was no answer for that 190
was no answer for them 42
was no battle and but 46
was no better and his 45
was no better and she 42
was no better and that 109
was no better and was 82
was no better for her 66
was no better for him 48
was no better for his 54
was no better for that 44
was no better for them 56
was no better man for 65
was no better man than 227
was no better now than 171
was no better off and 61
was no better off for 275
was no better off now 132
was no better off than 3226
was no better off with 78
was no better than all 131
was no better than any 1442
was no better than being 170
was no better than death 46
was no better than for 105
was no better than had 48
was no better than her 829
was no better than him 79
was no better than his 2395
was no better than its 452
was no better than one 810
was no better than our 131
was no better than she 2958
was no better than that 11559
was no better than them 66
was no better than they 476
was no better than this 206
was no better than two 83
was no better than with 151
was no better than you 117
was no better then than 88
was no better way for 502
was no better way than 478
was no bigger than any 86
was no bigger than her 173
was no bigger than his 345
was no bigger than one 538
was no bigger than our 58
was no bigger than that 613
was no bigger than they 132
was no bigger than this 149
was no bigger than two 129
was no bigger than you 110
was no career for him 129
was no catching his eye 47
was no chance for any 962
was no chance for her 779
was no chance for him 1930
was no chance for his 362
was no chance for its 77
was no chance for one 93
was no chance for that 336
was no chance for them 896
was no chance for this 113
was no chance for you 51
was no chance now for 99
was no chance now that 333
was no chance she was 85
was no chance that any 353
was no chance that her 72
was no chance that his 201
was no chance that one 40
was no chance that she 496
was no chance that they 600
was no chance that this 225
was no chance that you 49
was no charge for this 168
was no choice and that 129
was no choice but for 358
was no choice but that 363
was no choice for her 186
was no choice for him 571
was no choice for them 161
was no choice now but 229
was no choice then but 79
was no cleaner than her 55
was no clearer than that 59
was no closer now than 47
was no closer than that 81
was no common man who 226
was no course for him 56
was no coward and was 60
was no custom that was 70
was no darker than that 56
was no deeper than his 80
was no deeper than that 160
was no degree but had 45
was no demand for any 168
was no demand for her 47
was no demand for his 203
was no demand for its 109
was no demand for new 96
was no demand for that 74
was no demand for them 759
was no demand for this 152
was no desire for any 54
was no desire for them 70
was no desire for war 149
was no dinner for him 49
was no dinner that day 53
was no doubting that his 53
was no doubting that she 138
was no doubting that they 68
was no doubting that this 97
was no doubting who was 52
was no effort for her 74
was no effort for him 260
was no effort that this 43
was no enduring her any 57
was no escape and she 63
was no escape and that 227
was no escape but death 85
was no escape for any 193
was no escape for her 857
was no escape for him 1533
was no escape for his 47
was no escape for them 1060
was no escape for you 68
was no escape that way 376
was no escaping him now 51
was no excuse and that 100
was no excuse for any 436
was no excuse for bad 87
was no excuse for being 368
was no excuse for doing 88
was no excuse for going 67
was no excuse for her 859
was no excuse for him 773
was no excuse for his 1175
was no excuse for its 101
was no excuse for non 129
was no excuse for not 1379
was no excuse for one 107
was no excuse for our 116
was no excuse for that 420
was no excuse for them 310
was no excuse for this 889
was no excuse for you 62
was no excuse now for 51
was no excuse that she 60
was no excuse that they 48
was no farther off than 237
was no faster than that 209
was no fighting that day 107
was no firmer than his 58
was no further off than 255
was no further use for 972
was no future for any 112
was no future for her 806
was no future for him 1565
was no future for his 123
was no future for them 1909
was no future for this 73
was no future for you 43
was no future with him 141
was no golden age for 54
was no gravel for her 43
was no greater joy for 60
was no greater joy than 161
was no greater now than 63
was no greater sin than 126
was no greater than all 60
was no greater than any 114
was no greater than for 243
was no greater than had 115
was no greater than her 83
was no greater than his 631
was no greater than its 109
was no greater than one 305
was no greater than ten 84
was no greater than that 13160
was no greater than they 61
was no greater than two 105
was no greater than was 248
was no greater than with 133
was no greater than you 43
was no ground for any 667
was no ground for fear 252
was no ground for her 46
was no ground for his 246
was no ground for its 51
was no ground for not 67
was no ground for that 231
was no ground for them 182
was no ground for this 403
was no guessing his kith 299
was no harder for them 48
was no harder than that 116
was no heavier than that 88
was no higher law than 62
was no higher than for 150
was no higher than her 66
was no higher than his 284
was no higher than one 113
was no higher than that 3755
was no higher than this 87
was no honest man that 60
was no honest man who 54
was no income tax and 132
was no intent that for 40
was no larger than any 55
was no larger than her 107
was no larger than his 165
was no larger than its 54
was no larger than one 381
was no larger than our 49
was no larger than that 1622
was no larger than this 49
was no larger than two 94
was no larger than was 59
was no letter for her 202
was no letter for him 191
was no letter for you 48
was no louder than that 143
was no maiden that you 69
was no market for any 133
was no market for her 79
was no market for his 301
was no market for its 114
was no market for that 70
was no market for them 1134
was no market for this 162
was no marvel that she 60
was no marvel that they 45
was no matter for that 42
was no matter for them 102
was no matter how she 40
was no mention that this 44
was no middle way for 64
was no motive for any 53
was no motive for her 51
was no motive for him 75
was no motive for his 61
was no motive for this 89
was no object and that 173
was no object with him 125
was no object with them 56
was no obvious way for 112
was no obvious way out 119
was no obvious way that 81
was no outlet for her 58
was no outlet for his 101
was no outlet for them 65
was no outlet for this 42
was no panacea for all 47
was no pardon for her 49
was no pardon for him 55
was no passion with him 71
was no person who did 46
was no person who had 111
was no person who was 105
was no picnic for him 45
was no poorer than his 94
was no priest with them 42
was no profit for him 72
was no profit for them 58
was no public man who 109
was no reasoning with her 646
was no reasoning with him 863
was no reasoning with them 186
was no reasoning with this 142
was no record for him 73
was no record that any 104
was no refuge for her 142
was no refuge for him 178
was no refuge for them 118
was no release but death 53
was no release for him 42
was no relief but death 60
was no relief for her 123
was no relief for him 111
was no relief for them 128
was no remedy but death 67
was no remedy but that 262
was no remedy but they 56
was no remedy but war 59
was no remedy but with 44
was no remedy for all 46
was no remedy for her 64
was no remedy for him 103
was no remedy for his 126
was no remedy for our 41
was no remedy for that 233
was no remedy for them 101
was no remedy for this 412
was no remedy then for 47
was no repose for her 46
was no repose for him 79
was no retreat for him 127
was no retreat for them 121
was no return for him 87
was no return for them 52
was no richer than that 78
was no safety for any 218
was no safety for her 121
was no safety for him 737
was no safety for his 93
was no safety for them 825
was no safety net for 85
was no safety this year 53
was no school for her 53
was no school for him 100
was no school for them 102
was no school that day 312
was no script for this 47
was no secret and was 66
was no secret now that 44
was no secret she was 46
was no secret that all 78
was no secret that both 101
was no secret that for 67
was no secret that her 119
was no secret that his 493
was no secret that one 161
was no secret that our 47
was no secret that she 736
was no secret that sir 42
was no secret that they 545
was no secret that this 274
was no secret that you 49
was no secret who was 52
was no secret with her 46
was no secret with him 52
was no simple way for 69
was no solace for him 53
was no sooner day than 48
was no sooner dead but 43
was no sooner dead than 978
was no sooner got out 285
was no sooner out than 362
was no sooner put than 115
was no sooner read than 217
was no sooner set than 41
was no sooner won than 102
was no stirring for them 53
was no stopping her now 251
was no stopping him and 96
was no stopping him now 497
was no stopping him then 66
was no stopping them and 57
was no stopping them now 146
was no strange god with 1109
was no taller than her 82
was no taller than his 129
was no taller than she 296
was no thicker now than 127
was no thicker than his 260
was no thought but for 73
was no thought but that 64
was no thought that any 69
was no thought that they 74
was no thought that this 101
was no timber fit for 45
was no trifling with her 61
was no trifling with him 78
was no whiter than her 50
was no wonder she did 146
was no wonder she had 737
was no wonder she was 876
was no wonder that all 308
was no wonder that both 150
was no wonder that for 163
was no wonder that god 111
was no wonder that her 838
was no wonder that his 1775
was no wonder that its 56
was no wonder that men 378
was no wonder that not 139
was no wonder that now 45
was no wonder that one 580
was no wonder that our 202
was no wonder that she 2163
was no wonder that sir 63
was no wonder that that 91
was no wonder that they 2829
was no wonder that this 582
was no wonder that two 51
was no wonder that van 42
was no wonder that with 181
was no wonder that you 67
was no wonder then that 3442
was no wonder they did 131
was no wonder they had 423
was of course all that 173
was of course all too 43
was of course but one 211
was of course cut off 67
was of course easy for 112
was of course far too 335
was of course for this 63
was of course her own 123
was of course his own 344
was of course met with 70
was of course not all 125
was of course not due 66
was of course not easy 93
was of course not for 60
was of course not his 175
was of course not long 127
was of course not new 915
was of course not one 205
was of course not out 102
was of course not that 342
was of course not yet 283
was of course now and 44
was of course one that 53
was of course that she 80
was of course that they 220
was of course that this 61
was of course too old 58
was of course with her 55
was of course with him 79
was of english and his 50
was of greater use than 48
was of hardly any use 67
was of import for him 64
was of itself far too 94
was of little real use 79
was of little use and 325
was of little use for 1528
was of little use now 124
was of little use that 270
was of little use with 96
was of marble and had 92
was of mature age and 154
was of middle age and 268
was of opinion that age 71
was of opinion that all 1148
was of opinion that any 448
was of opinion that both 187
was of opinion that but 77
was of opinion that death 123
was of opinion that each 105
was of opinion that few 73
was of opinion that for 262
was of opinion that god 65
was of opinion that going 43
was of opinion that had 90
was of opinion that her 335
was of opinion that his 1706
was of opinion that its 242
was of opinion that man 123
was of opinion that men 151
was of opinion that not 243
was of opinion that now 56
was of opinion that one 699
was of opinion that our 452
was of opinion that she 1065
was of opinion that sir 175
was of opinion that that 739
was of opinion that they 4291
was of opinion that things 113
was of opinion that this 4042
was of opinion that too 54
was of opinion that two 455
was of opinion that war 138
was of opinion that with 170
was of opinion that you 325
was of opinion they had 138
was of opinion with him 117
was of school age and 67
was of silver and her 47
was of silver and was 76
was of someone who had 131
was of someone who was 158
was of something that had 101
was of tender age and 54
was on another day that 66
was on ground that was 70
was on notice that his 78
was on notice that its 47
was on notice that she 87
was on parole and had 72
was on patrol with his 55
was on strike and that 48
was on target with his 84
was or whether she had 80
was or whether she was 130
was so abrupt that his 65
was so abrupt that she 113
was so abrupt that they 74
was so abrupt with you 58
was so absurd that she 185
was so absurd that they 46
was so active and his 56
was so active that his 48
was so active that she 100
was so active with his 45
was so afraid for her 158
was so afraid for him 182
was so afraid for his 73
was so afraid for you 575
was so afraid she was 191
was so afraid that her 169
was so afraid that his 261
was so afraid that one 105
was so afraid that she 1020
was so afraid that they 284
was so afraid that this 99
was so afraid that you 622
was so afraid you did 58
was so afraid you had 97
was so aghast that she 45
was so alarming that she 70
was so alarming that they 46
was so amazed and out 350
was so amazed that for 150
was so amazed that she 481
was so amiable that she 42
was so amused that she 113
was so amused with his 41
was so amused with this 59
was so angered that she 133
was so anxious for her 326
was so anxious for him 267
was so anxious for his 385
was so anxious for its 42
was so anxious for them 86
was so anxious for this 93
was so anxious for you 262
was so anxious that her 73
was so anxious that his 303
was so anxious that she 445
was so anxious that they 218
was so anxious that this 69
was so anxious that you 101
was so appealing that she 59
was so barren that men 41
was so before they had 82
was so bitter that for 48
was so bitter that his 47
was so bitter that she 215
was so bitter that they 244
was so bright and gay 112
was so bright and hot 124
was so bright and new 42
was so bright and yet 51
was so bright now that 163
was so bright she had 52
was so bright that all 68
was so bright that for 71
was so bright that his 113
was so bright that its 61
was so bright that one 358
was so bright that our 43
was so bright that she 376
was so bright that they 218
was so bright that you 159
was so broken that his 46
was so broken that she 92
was so broken that they 101
was so buried that you 43
was so burned out that 121
was so called for his 69
was so called for its 65
was so caught with his 42
was so changed that his 108
was so changed that one 103
was so changed that she 230
was so changed that they 197
was so charming and his 44
was so charming that her 74
was so charming that she 164
was so chaste that she 52
was so choked with ice 74
was so clever she had 84
was so clever that his 55
was so clever that she 260
was so clever that they 45
was so clever with her 61
was so clever with his 150
was so clumsy that she 60
was so coated with mud 141
was so common for him 76
was so common that any 40
was so common that few 56
was so common that its 50
was so common that men 62
was so common that one 406
was so common that they 121
was so cordial and his 42
was so crazed with fear 129
was so curious that she 199
was so damned mad that 41
was so dazzling that she 68
was so dazzling that they 55
was so devout that she 79
was so direct that she 44
was so drowsy that she 86
was so earnest and his 51
was so earnest that she 101
was so earnest that they 53
was so elated that she 245
was so elated with her 99
was so elated with his 614
was so elated with joy 43
was so elated with this 303
was so engaged she had 54
was so engaged with his 44
was so entire that she 46
was so exciting that all 80
was so exciting that she 133
was so exciting that they 64
was so exciting was that 83
was so fagged out that 107
was so famous for her 174
was so famous for his 617
was so famous for its 332
was so famous that his 96
was so famous that its 47
was so famous that she 50
was so faulty that they 79
was so fearful for his 84
was so fearful that her 61
was so fearful that his 131
was so fearful that she 155
was so fearful that they 62
was so feeble and ill 177
was so feeble that for 52
was so feeble that his 155
was so feeble that she 245
was so feeble that they 127
was so fierce and his 42
was so fierce that all 72
was so fierce that for 73
was so fierce that her 53
was so fierce that his 86
was so fierce that one 161
was so fierce that our 42
was so fierce that she 189
was so fierce that they 406
was so filled with all 102
was so filled with awe 85
was so filled with dead 73
was so filled with earth 48
was so filled with fear 458
was so filled with god 225
was so filled with her 126
was so filled with his 277
was so filled with ice 44
was so filled with joy 787
was so filled with mud 46
was so filled with our 152
was so filled with that 110
was so filled with them 173
was so filled with this 216
was so firmly set that 99
was so fleeting that she 52
was so framed that she 111
was so freaked out that 324
was so frozen with fear 62
was so furious she did 40
was so furious she was 113
was so furious that all 40
was so furious that for 117
was so furious that her 59
was so furious that his 158
was so furious that she 1008
was so furious that they 108
was so furious with her 240
was so furious with him 350
was so furious with his 87
was so furious with them 46
was so furious with this 44
was so furious with you 92
