war seemed a long way 222
was indeed a gay and 44
was indeed a long and 175
was indeed a long one 402
was indeed a long way 274
was indeed a man and 70
was indeed a man for 55
was indeed a man who 407
was indeed a man with 185
was indeed a new and 340
was indeed a new day 191
was indeed a new era 108
was indeed a new idea 62
was indeed a new man 107
was indeed a new one 52
was indeed a new way 64
was indeed a real and 42
was indeed a real man 49
was indeed a real one 202
was indeed a red one 55
was indeed a sad and 205
was indeed a sad day 210
was indeed a sad one 355
was indeed i who was 239
was itself a new and 86
was killed a year ago 392
was little i did not 478
was mainly a plea for 59
was marrying a man she 117
was marrying a man who 360
was marrying a man with 67
was merely a bid for 75
was merely a boy who 115
was merely a fig leaf 54
was merely a man and 773
was merely a man who 291
was merely a man with 89
was merely a new and 96
was merely a new way 66
was merely a plea for 88
was merely a way for 150
was needed a man who 45
was neither a bad man 84
was neither a bad nor 109
was neither a boy nor 131
was neither a cry nor 61
was neither a deaf man 53
was neither a god nor 266
was neither a jew nor 896
was neither a liar nor 152
was neither a lie nor 69
was neither a lion nor 43
was neither a long nor 183
was neither a man nor 352
was neither a myth nor 51
was neither a new nor 268
was neither a nun nor 63
was neither a poet nor 600
was neither a real nor 40
was neither a sin nor 96
was neither a sot nor 87
was neither a spy nor 150
was neither a war nor 77
was neither a weak nor 54
was neither a wit nor 142
was neither a yes nor 40
was obvious i did not 190
was obvious i had not 119
was obvious i was going 149
was obvious i was near 47
was obvious i was not 587
was offering a way out 55
was opened a year ago 132
was partly a plea for 40
was passed a year ago 114
was placed a long way 43
was placed a seat for 44
was planning a new and 55
was planning a new war 79
was planning a run for 73
was pleased i did not 52
was pleased i had not 64
was rarely a day that 132
was scarce a day but 75
was scarce a day that 123
was scarce a dry eye 90
was scarce a man who 74
was scarce a year old 49
was scared i was going 313
was seldom a day that 294
was signed a year ago 102
was simply a box with 72
was simply a boy who 44
was simply a job that 40
was simply a man and 57
was simply a man who 1016
was simply a man with 173
was simply a new and 111
was simply a new way 139
was simply a plea for 80
was simply a sin and 46
was simply a sum that 156
was simply a way for 336
was sleeping a lot and 43
was someone i did not 672
was someone i had met 126
was someone i had not 150
was someone i was not 117
was something a bit odd 131
was something a bit off 56
was something a bit too 105
was something a man did 76
was something a man had 58
was something i can not 289
was something i did all 44
was something i did for 147
was something i did not 6474
was something i did that 128
was something i did with 92
was something i had had 49
was something i had long 369
was something i had not 4573
was something i had read 180
was something i had yet 85
was something i was doing 265
was something i was going 645
was something i was not 1824
was spending a day with 79
was spending a year with 55
was standing a long way 63
was starting a new job 404
was steering a big log 98
was stirring a big pot 68
was strange i did not 82
was strange i had not 45
was striking a deal with 46
was surely a far cry 59
was surely a man who 58
was thought a bad one 44
was thought a fit one 52
was thought a new and 66
was through a long and 97
was twelve i had read 52
was twenty i did not 40
was visiting a man who 54
was watching a man who 127
was whether a man was 88
was whether a man who 105
was whether i had any 146
was whether i had not 46
was whether i was going 200
was without a hat and 139
was without a head and 73
was without a job and 376
was without a job for 179
was younger i did not 443
was younger i was not 82
way before i can act 56
way before i met him 43
way before i met you 90
way through a long and 189
way through a new and 49
way through i can not 108
way toward a new and 202
way toward a new era 78
wet diapers a day and 47
who accept a new job 48
who became a man and 126
who became a man for 43
who became a nun and 192
who became a poet and 101
who bought a new car 236
who charge a fee for 295
who cleared a path for 138
who cleared a way for 73
who created a new and 55
who direct a war can 77
who drinks a lot and 41
who drives a car and 81
who drives a car has 46
who drives a car with 85
who fought a long and 111
who fought a war for 45
who hardly a year ago 48
who helped a lot with 40
who killed a lion and 56
who killed a man and 114
who killed a man for 54
who killed a man who 74
who killed a man with 49
who laughs a lot and 43
who needed a job and 108
who opened a new era 125
who opened a path for 44
who opened a way for 122
who passed a day with 42
who passed a law that 107
who played a tie with 54
who pulled a gun and 61
who raised a hue and 167
who scored a hit with 99
who seemed a bit too 51
who served a year was 81
who shared a bed with 143
who shared a meal with 59
who shares a bed with 74
who should i ask for 54
who should i see but 3033
who should i spy but 67
who smiled a lot and 196
who smiled a lot but 54
who smiles a lot and 102
who sought a new and 53
who sought a new way 57
who sought a way out 425
who stands a head and 47
who struck a deal with 96
who struck a man with 46
who talked a lot and 132
who talked a lot but 73
who thought i did not 140
who thought i had not 67
who thought i was being 100
who thought i was dead 90
who thought i was doing 88
who thought i was going 211
who thought i was his 43
who thought i was mad 63
who thought i was not 279
who thought i was one 63
who thought i was out 131
who thought i was too 155
who through a long and 94
who travel a lot and 141
who travel a lot are 61
who wanted a job and 73
who wanted a job but 79
who wanted a job for 40
who wanted a job had 158
who wanted a job was 59
who wanted a job with 66
who wanted a son and 73
who wanted a way out 49
who worked a lot with 58
why should a man fly 43
why should a man not 150
why should a man put 96
why should a man who 485
why should a man with 174
why should i ask for 157
why should i ask him 83
why should i ask this 59
why should i ask you 216
why should i die for 48
why should i fear death 121
why should i fear him 105
why should i fear his 43
why should i fear that 51
why should i fear them 40
why should i fear they 64
why should i fear you 54
why should i get all 51
why should i get out 52
why should i hear him 56
why should i let her 52
why should i let him 126
why should i let them 119
why should i let you 404
why should i not add 344
why should i not ask 142
why should i not bear 132
why should i not bring 56
why should i not die 61
why should i not end 47
why should i not get 172
why should i not let 90
why should i not now 166
why should i not own 70
why should i not pay 73
why should i not put 71
why should i not say 1789
why should i not see 178
why should i not then 59
why should i not try 301
why should i not use 237
why should i not wear 48
why should i pay any 86
why should i pay for 373
why should i pay him 51
why should i pay them 40
why should i pay you 228
why should i say all 97
why should i say any 72
why should i say that 504
why should i say this 208
why should i see him 42
why should i sit and 42
why should i try and 78
with anyone i did not 192
with building a new and 41
with building a new one 79
with calves a year old 712
with feelings i can not 148
with feelings i did not 43
with griefs i can not 47
with hardly a day off 57
with horror i saw that 44
with inciting a riot and 81
with myself i can not 78
with myself i did not 87
with myself i was now 129
with neither a bang nor 192
with someone i can not 239
with someone i did not 1268
with someone i had met 65
with someone i had not 114
with someone i was not 133
with something i can not 306
with something i did not 419
with something i had not 148
with something i had read 52
with something i was not 60
with sorrow i saw him 44
with starting a new job 75
with strength i did not 67
won without a long and 53
wot little a man did 124
