wail of two old boughs 62
want to see this fellow 93
want to see this happen 556
want to see this letter 60
want to see this little 144
want to see this matter 43
want to see this person 240
want to see this pretty 44
want to see this through 586
want to see yet another 58
want to see you always 157
want to see you anyway 107
want to see you around 1259
want to see you become 236
want to see you before 2290
want to see you behind 46
want to see you better 136
want to see you finish 42
want to see you harmed 68
want to see you inside 61
want to see you killed 224
want to see you ruined 90
want to see you safely 160
want to see you sooner 42
want to see you squirm 107
want to see you standing 88
want to see you suffer 435
want to see you through 272
want to see you unless 51
want to see you without 163
want to set out another 47
want to sit and listen 419
want to try and answer 131
want to try and figure 158
want to try and finish 81
want to try and forget 60
want to try for another 57
want to try for something 52
want to try out something 80
want to try out various 70
want to try this recipe 87
want to use and choose 223
want to use and double 62
want to use and select 312
want to use and whether 69
want to use for grouping 62
want to use for incoming 87
want to use for printing 248
want to use that number 43
want to use that phrase 83
want to use them instead 59
want to use them unless 53
want to use them without 44
want to use this button 57
want to use this design 53
want to use this device 139
want to use this effect 56
want to use this feature 952
want to use this format 89
want to use this medium 118
want to use this report 51
want to use this script 54
want to use this section 143
want to use this system 139
want to wear old clothes 42
want to win bad enough 42
want to win this battle 205
ward in his own person 69
warm as they can suffer 81
warm in his seat before 40
warm in its own nature 41
warm it thus with kisses 48
warm the air that passes 41
wars at his own charge 43
wars in asia and africa 304
wars in asia and europe 82
wars in doing one another 96
wash it off with plenty 46
wash up and get something 43
wave of death that spreads 48
wave of fear and horror 42
wave of fear ran through 78
wave of gay and lesbian 50
wave of her own sorrow 75
wave of his arm toward 66
wave of joy and relief 80
wave of men and horses 48
waving my hat and shouting 93
ways he did not intend 65
ways he had not thought 85
ways he was not unlike 55
ways it did not matter 115
ways it does not matter 380
ways it has not changed 66
ways it was not unlike 74
ways of being and becoming 223
ways of being and behaving 1575
ways of being and belonging 54
ways of being and relating 587
ways of being with another 57
ways of doing that without 51
ways of doing things always 45
ways of doing things around 95
ways of doing things became 80
ways of doing things become 325
ways of doing things before 91
ways of doing things better 1156
ways of doing things differ 43
ways of doing things emerge 44
ways of doing things faster 99
ways of doing things instead 42
ways of doing things seemed 44
ways of doing things should 166
ways of doing things simply 84
ways of doing things through 174
ways of doing things unless 65
ways of doing things without 301
ways of doing this without 206
ways of eating and dressing 175
ways of eating and drinking 685
ways of god are always 67
ways of god are beyond 300
ways of god are hidden 122
ways of god are indeed 91
ways of god are strange 358
ways of her own choosing 46
ways of his own choice 59
ways of his own choosing 340
ways of his own devising 144
ways of its own choosing 173
ways of man and nature 87
ways of man are before 561
ways of men and nations 79
ways of our own choosing 211
ways of using and managing 55
ways so that they become 64
ways to buy real estate 67
ways to deal with changes 47
ways to deal with common 50
ways to deal with disease 41
ways to deal with existing 47
ways to deal with family 42
ways to deal with feelings 168
ways to deal with future 50
ways to deal with issues 145
ways to deal with reality 41
ways to deal with sexual 54
ways to deal with special 43
ways to deal with stress 2330
ways to deal with tension 54
ways to deal with various 67
ways to deal with violent 104
ways to put out houses 105
ways to use this energy 48
ways to use this feature 81
ways we can not always 164
ways we can not measure 45
ways we did not expect 129
ways we did not intend 41
ways we had not thought 47
ways we use our bodies 53
wealth at death for public 105
wealth in all its shapes 80
wealth in his own person 99
wealth is but one person 45
wealth of all our states 123
wealth of asia and africa 88
wealth of asia and europe 55
wealth of his own creation 156
wealth of his own family 89
wealth of his own nature 50
wealth of leaf and flower 114
wealth of myth and legend 62
wealth of new and exciting 89
wealth of wit and wisdom 53
wealth on low and vulgar 49
wealth or than all titles 46
wealth the earth can afford 141
wearing it she can always 58
wearing the red and yellow 108
weary of eating and sleeping 43
weary of not being avenged 60
weary of one who almost 71
weary of them and wished 47
weary of war and anxious 86
weary of war and wanted 48
weave in and out amongst 44
weave in and out around 268
weave in and out through 320
weaving in and out amongst 177
weaving in and out around 428
weaving in and out through 578
week as she may desire 53
week he and his family 61
week he did not return 43
week in his own family 122
week is not long enough 248
week or two each summer 107
week or two had passed 306
week or two has passed 64
week or two this summer 48
week or two you should 51
week or with any feature 52
week to hear all causes 62
well as add and remove 88
well as age and gender 426
well as all age groups 48
well as all and singular 46
well as all his family 130
well as all his fellow 40
well as all our notions 94
well as all that belongs 53
well as all that passes 86
well as all who should 43
well as any and better 180
well as any one person 44
well as any real estate 108
well as any that should 59
well as art and design 48
well as asia and africa 238
well as asia and europe 63
well as bow and arrows 60
well as cpu and memory 83
well as eating and drinking 341
well as eating and sleeping 56
well as fear and sorrow 106
well as for all england 52
well as for all future 191
well as for any changes 55
well as for any damage 52
well as for any errors 195
well as for any future 184
well as for any number 77
well as for any person 55
well as for any special 50
well as for any travel 58
well as for bad reasons 55
well as for each detail 69
well as for each member 63
well as for each school 51
well as for her brother 65
well as for her family 115
well as for her readers 45
well as for her sister 129
well as for her wisdom 56
well as for his actions 60
well as for his advice 121
well as for his amiable 43
well as for his brother 165
well as for his client 58
well as for his desire 42
well as for his earlier 114
well as for his family 359
well as for his famous 41
well as for his fellow 588
well as for his former 55
well as for his friend 98
well as for his future 168
well as for his genius 54
well as for his hearers 79
well as for his initial 46
well as for his master 146
well as for his merits 50
well as for his painting 48
well as for his person 54
well as for his public 206
well as for his pupils 45
well as for his readers 159
well as for his sister 121
well as for his strength 75
well as for his strict 56
well as for his useful 44
well as for his wisdom 102
well as for his writings 82
well as for his younger 55
well as for its almost 42
well as for its demand 40
well as for its direct 96
well as for its effect 154
well as for its future 151
well as for its greater 40
well as for its impact 45
well as for its object 86
well as for its obvious 46
well as for its proper 57
well as for its safety 46
well as for its special 41
well as for its strength 65
well as for its various 55
well as for one another 274
well as for our bodies 60
well as for our selves 43
well as for real estate 50
well as for that blessing 60
well as for that portion 82
well as gay and lesbian 921
well as hear one another 46
well as her old friend 42
well as her own brother 47
well as her own desire 54
well as her own family 248
well as her own feelings 129
well as her own little 61
well as her two younger 49
well as his old friend 110
well as his own actions 71
well as his own belief 54
well as his own brother 94
well as his own career 156
well as his own desire 151
well as his own earlier 311
well as his own estate 56
well as his own family 566
well as his own feelings 199
well as his own findings 41
well as his own forces 40
well as his own future 220
well as his own genius 49
well as his own letter 43
well as his own little 47
well as his own master 41
well as his own native 126
well as his own nature 66
well as his own office 43
well as his own opinion 71
well as his own person 99
well as his own pocket 55
well as his own public 43
well as his own reaction 46
well as his own rights 48
well as his own safety 73
well as his own sister 98
well as his own special 94
well as his own tailor 61
well as his own temper 45
well as his own theories 44
well as his own troops 127
well as his own unique 55
well as his own version 65
well as his own writings 212
well as his real estate 59
well as his two younger 43
well as his weak points 75
well as how they affect 241
well as how they behave 131
well as how they define 60
well as how they differ 234
well as how they manage 61
well as how they relate 377
well as how they should 450
well as how they thought 44
well as how they viewed 42
well as how they worked 46
well as its bad points 86
well as its own methods 47
well as its own special 142
well as its own system 75
well as its own unique 167
well as its own weight 78
well as its weak points 94
well as kings and queens 57
well as lead and copper 81
well as men are called 52
well as men are without 50
well as men deal fairly 63
well as men may become 56
well as new and better 105
well as new and emerging 99
well as one can expect 254
well as one can without 119
well as one that allows 41
well as one that offers 42
well as our dim lights 52
well as our old friend 60
well as our own actions 44
well as our own bodies 86
well as our own candid 61
well as our own family 54
well as our own feelings 58
well as our own findings 94
well as our own native 43
well as our own rights 53
well as our own selves 43
well as our own troops 45
well as pith and marrow 68
well as red and yellow 81
well as row and column 101
well as sex and gender 67
well as she did before 204
well as she did english 144
well as she does english 308
well as she had always 97
well as she had before 75
well as she had thought 183
well as she has served 46
well as she was before 205
well as she was spoken 120
well as that had filled 41
well as that they should 463
well as that you should 72
well as they can afford 89
well as they can manage 41
well as they can through 41
well as they can without 238
well as they did before 1334
well as they did english 96
well as they did without 72
well as they had before 403
well as they had served 81
well as they had thought 78
well as top and bottom 476
well as with all states 75
well as with and without 188
well as with due regard 57
well as with her brother 71
well as with her family 42
well as with her sister 201
well as with his brother 154
well as with his desire 54
well as with his family 158
well as with his fellow 508
well as with his friend 40
well as with his habits 40
well as with his native 43
well as with his pencil 47
well as with his writings 45
well as with his younger 44
well as with its entire 45
well as with one another 2649
well as with our bodies 48
well as with our fellow 50
well as you and myself 73
well as you can afford 83
well as you can before 260
well as you can desire 58
well as you can expect 181
well as you can handle 44
well as you can without 302
well as you did before 620
well at his new school 56
well be dead and buried 497
well be read with profit 70
well be that his fixity 68
well be that its impact 61
well be that one should 64
well be that she should 58
well be that they should 128
well be that this aspect 97
well be that this bright 57
well be that this effect 58
well be that this factor 73
well be that this figure 82
well be that this latter 85
well be that this portion 42
well be that this should 55
well be that you should 41
well do you read english 107
well he did not desire 61
well he did not notice 84
well he was being treated 46
well he was not alluding 44
well if they are placed 45
well if they are treated 51
well if you are planning 46
well if you can afford 136
well if you can manage 43
well if you can report 50
well in all our courts 136
well in death his trusty 54
well in her new school 44
well in his new career 78
well in his new clothes 42
well in his new office 51
well in his new school 48
well in his own behalf 62
well in his own family 54
well in his own garden 55
well in his own person 115
well in its own sphere 73
well is its own reward 80
well it did not happen 57
well it did not matter 139
well it does not matter 728
well it was his dinner 43
well of him that killed 82
well of his own accord 107
well of its own accord 287
well of them than ernest 49
well on her way across 52
well on her way before 113
well on her way through 45
well on her way toward 562
well on his own behalf 124
well on his way across 135
well on his way before 282
well on his way through 150
well on his way toward 2619
well on its own merits 83
well on its own without 46
well on its way across 133
well on its way before 636
well on its way through 164
well on its way toward 8278
well on our way across 78
well on our way before 200
well on our way through 77
well on our way toward 1833
well or you can assign 45
well to add this volume 50
well to deal with another 44
well to end this section 48
well to her new school 54
well to let her remain 344
well to let them remain 47
well to read and digest 56
well to read and ponder 241
well to read this volume 75
well to say that neither 54
well to see sir walter 40
well we can not afford 90
went by and she became 56
went by and then another 617
went by and they became 83
went in and got another 50
went in and had another 44
went in and had dinner 67
went in and out amongst 1016
went in and out before 855
went in and out freely 41
went in and out through 449
went in and out without 333
went in and sat around 42
went in and sat before 348
went in and sat beside 193
went in and she closed 78
went in for his annual 41
went in his own little 48
went in his own person 55
went in old and ragged 44
went of her own accord 713
went of his own accord 1745
went of its own accord 283
went of our own accord 43
went of who had fallen 49
went on all day sunday 81
went on all day without 142
went on all that summer 46
went on and she became 71
went on and they became 79
went on and was filled 43
went on eating and chatting 102
went on eating and drinking 1242
went on eating his dinner 201
went on eating his supper 61
went on for long enough 184
went on for long periods 60
went on for two nights 69
went on her way laughing 55
went on her way through 94
went on her way toward 88
went on her way without 246
went on his way across 122
went on his way calmly 55
went on his way laughing 60
went on his way through 602
went on his way toward 338
went on his way without 1344
went on its way through 140
went on its way toward 78
went on its way without 378
went on our way through 189
went on our way toward 80
went on our way without 139
went on with but little 142
went on with far greater 47
went on with her career 64
went on with her chores 70
went on with her dinner 240
went on with her dressing 260
went on with her duties 105
went on with her knitting 1992
went on with her lesson 88
went on with her letter 387
went on with her little 149
went on with her painting 176
went on with her planning 62
went on with her prayer 55
went on with her report 49
went on with her school 66
went on with her shopping 50
went on with her sketch 59
went on with her sleeping 88
went on with her speech 210
went on with her spinning 326
went on with her supper 60
went on with her sweeping 174
went on with her thought 158
went on with her tirade 43
went on with her toilet 88
went on with his accusing 51
went on with his antics 54
went on with his ballad 59
went on with his budget 177
went on with his building 97
went on with his career 135
went on with his charge 98
went on with his chores 55
went on with his counting 42
went on with his dinner 777
went on with his dismal 42
went on with his dressing 303
went on with his drinking 50
went on with his duties 329
went on with his family 58
went on with his labors 87
went on with his lesson 182
went on with his letter 665
went on with his little 143
went on with his mission 91
went on with his oration 101
went on with his orders 54
went on with his painting 263
went on with his papers 60
went on with his prayer 154
went on with his preaching 415
went on with his report 275
went on with his rounds 45
went on with his scheme 60
went on with his school 151
went on with his second 73
went on with his secret 65
went on with his sermon 610
went on with his sketch 105
went on with his speech 2031
went on with his supper 528
went on with his survey 42
went on with his sweeping 139
went on with his thought 88
went on with his tirade 145
went on with his toilet 70
went on with his voyage 84
went on with its policy 43
went on with our dinner 97
went on with our school 51
went on with our supper 49
went on with this matter 46
went the long way around 1105
went the way she wanted 78
went the way they should 41
went the way you wanted 48
went to all that effort 51
went to and fro across 303
went to and fro before 98
went to and fro busily 42
went to and fro carrying 88
went to and fro through 268
went to and fro without 166
went to asia and africa 79
went to ask him whether 55
went to ask his advice 110
went to bed and almost 68
went to bed and before 76
went to bed and bumped 40
went to bed and called 81
went to bed and closed 141
went to bed and dreamed 1075
went to bed and forgot 129
went to bed and locked 41
went to bed and looked 128
went to bed and passed 97
went to bed and prayed 158
went to bed and pulled 150
went to bed and rested 111
went to bed and rolled 79
went to bed and snored 85
went to bed and stared 67
went to bed and stayed 913
went to bed and talked 97
went to bed and thought 269
went to bed and tossed 89
went to bed and turned 256
went to bed and waited 190
went to bed for another 41
went to bed for twenty 84
went to bed long before 147
went to bed she always 94
went to bed she thought 45
went to bed that summer 72
went to bed with another 250
went to bed with anyone 206
went to bed with mighty 48
went to bed with orders 44
went to bed with someone 216
went to bed with visions 51
went to but few places 55
went to buy her ticket 48
went to buy his ticket 77
went to far off places 51
went to get her camera 48
went to get her clothes 53
went to get her jacket 86
went to get her something 44
went to get his brother 62
went to get his camera 53
went to get his clothes 84
went to get his dinner 43
went to get his jacket 123
went to get his pistol 42
went to get his supper 76
went to get them something 46
went to hear his friend 44
went to her and begged 149
went to her and caught 46
went to her and gently 160
went to her and helped 110
went to her and hugged 304
went to her and kissed 964
went to her and lifted 165
went to her and looked 77
went to her and patted 108
went to her and picked 104
went to her and placed 180
went to her and pulled 236
went to her and raised 47
went to her and reached 45
went to her and showed 48
went to her and talked 52
went to her and turned 78
went to her death without 67
went to her for advice 328
went to her old friend 117
went to her own church 58
went to her own little 168
went to her own office 112
went to her own special 80
went to her own starry 146
went to him and became 44
went to him and begged 547
went to him and called 54
went to him and caught 94
went to him and gently 113
went to him and handed 42
went to him and helped 118
went to him and hugged 353
went to him and kissed 1077
went to him and lifted 107
went to him and looked 111
went to him and patted 63
went to him and picked 59
went to him and placed 318
went to him and pleaded 89
went to him and prayed 45
went to him and pulled 137
went to him and raised 40
went to him and reached 65
went to him and rubbed 52
went to him and showed 100
went to him and softly 61
went to him and sought 56
went to him and stated 71
went to him and stayed 70
went to him and talked 169
went to him and thanked 94
went to him and turned 72
went to him and wanted 43
went to him and warned 51
went to him for advice 1550
went to his bed without 50
went to his death before 50
went to his death boldly 65
went to his death calmly 65
went to his death without 328
went to his foes instead 41
went to his hip pocket 139
went to his law office 166
went to his new office 84
went to his new school 52
went to his old friend 489
went to his old lodgings 99
went to his old master 58
went to his old office 45
went to his old school 110
went to his own castle 40
went to his own church 45
went to his own doctor 74
went to his own dwelling 158
went to his own family 40
went to his own little 100
went to his own lodgings 80
went to his own office 410
went to his own palace 117
went to his son philip 81
went to his son william 73
went to men who shared 50
went to ohio and indiana 57
went to one and another 114
went to our old friend 42
went to pay him homage 142
went to pay his homage 144
went to see for myself 706
went to see her almost 178
went to see her anyway 42
went to see her before 449
went to see her brother 318
went to see her cousin 171
went to see her doctor 673
went to see her family 263
went to see her former 40
went to see her friend 385
went to see her lawyer 123
went to see her little 87
went to see her myself 146
went to see her pastor 43
went to see her sister 897
went to see her teacher 65
went to see her without 114
went to see him almost 188
went to see him anyway 77
went to see him before 895
went to see him myself 199
went to see him without 127
went to see his broker 40
went to see his brother 825
went to see his client 56
went to see his cousin 254
went to see his doctor 816
went to see his family 569
went to see his former 205
went to see his friend 1831
went to see his guests 43
went to see his lawyer 234
went to see his little 55
went to see his master 101
went to see his nephew 73
went to see his second 64
went to see his sister 1194
went to see his statue 53
went to see his teacher 128
went to see one another 50
went to see our doctor 76
went to see our family 102
went to see our friend 145
went to see sir edward 78
went to see sir robert 73
went to see sir walter 60
went to see sir william 149
went to see that battle 75
went to see that sister 54
went to see them almost 101
went to see them arrive 68
went to see them before 157
went to see them myself 76
went to see this doctor 105
went to see this friend 51
went to see this person 57
went to see this singular 58
went to see this strange 47
went to them and begged 43
went to them and looked 40
went to them and picked 47
went to them and talked 44
went to them for advice 171
went to war and became 81
went to war and fought 173
went to war and killed 80
went to war and served 44
went to war for poland 50
went to war for slight 43
went to war with another 415
went to war with austria 1253
went to war with brazil 55
went to war with england 1208
went to war with france 1851
went to war with greece 48
went to war with hitler 99
went to war with itself 323
went to war with mexico 947
went to war with philip 94
went to war with poland 106
went to war with prussia 216
went to war with sparta 95
went to war with sweden 75
went to war with turkey 967
went to war with venice 45
went up and her normal 53
went up and sat beside 69
went up and she looked 42
went up for don carlos 40
went up for his degree 136
went up for his second 43
went up his old tracks 41
went up with her sister 103
went up with his family 151
wept to read that speech 101
wept to see this joyful 128
were an all too common 81
were an old and highly 96
were an old and valued 91
were an old man without 90
were an old new england 73
were as big and bright 53
were as men that dreamed 61
were as men who through 142
were as new and strange 59
were as real and actual 64
were as sad and solemn 202
were as they had always 700
were as yet but little 683
were as yet not clearly 60
were as yet too little 72
were at any one moment 100
were at one with nature 129
were at war with almost 73
were at war with another 190
were at war with austria 253
were at war with england 1145
were at war with france 2306
were at war with hitler 72
were at war with mexico 235
were at war with philip 111
were at war with poland 50
were at war with sparta 91
were at war with sweden 57
were at war with turkey 300
were at war with venice 44
were by doing this placed 47
were by its own weight 71
were by law and custom 74
were by oath and office 65
were he and his brother 108
were he and his family 149
were he and his fellow 122
were he but one degree 97
were he that had caught 90
were he who had spoken 62
were in all age groups 55
were in all new england 45
were in and near london 41
were in and out before 114
were in any way active 46
were in any way allied 113
were in any way behind 40
were in any way better 442
were in any way called 51
were in any way caused 42
were in any way changed 50
were in any way engaged 116
were in any way fitted 47
were in any way guilty 93
were in any way harmed 60
were in any way linked 182
were in any way suited 41
were in any way unique 104
were in asia and africa 124
were in bed and asleep 2519
were in bed with another 41
were in being long before 142
were in for yet another 115
were in her own swimming 115
were in his day called 46
were in his day common 49
were in his head before 59
were in his own family 77
were in his own garden 42
were in his own office 74
were in his own palace 40
were in his own person 150
were in its own nature 45
were in our own little 232
were in that age little 91
were in that day called 42
were in this way forced 48
were in use long before 2942
were it had not snowed 47
were it not for another 2711
were it not for changes 100
were it not for christ 197
were it not for custom 119
were it not for desire 43
were it not for direct 40
were it not for dismal 74
were it not for divine 109
were it not for elijah 69
were it not for england 60
were it not for events 99
were it not for existing 40
were it not for family 76
were it not for female 55
were it not for further 121
were it not for german 40
were it not for grinning 61
were it not for hitler 72
were it not for little 228
were it not for madame 54
were it not for matter 94
were it not for memory 54
were it not for modern 105
were it not for mortal 157
were it not for nature 41
were it not for prayer 57
were it not for public 219
were it not for reasons 58
were it not for recent 131
were it not for robert 69
were it not for section 113
were it not for something 287
were it not for soviet 113
were it not for special 100
were it not for sundry 122
were it not for vanity 40
were it not for various 180
were it not for william 44
were it not that almost 69
were it not that another 295
were it not that behind 54
were it not that christ 75
were it not that common 50
were it not that custom 149
were it not that formal 41
were it not that france 48
were it not that hardly 78
were it not that johnny 59
were it not that little 139
were it not that modern 67
were it not that mortal 61
were it not that nature 246
were it not that neither 40
were it not that public 43
were it not that something 115
were it not that through 284
were it not that without 44
were it not too serious 70
were it not too tedious 53
were of all age groups 44
were of all things wisest 94
were of any use except 50
were of earth and timber 79
were of her own choosing 94
were of her own creation 59
were of her own devising 45
were of his own accord 103
were of his own choice 113
were of his own choosing 571
were of his own creation 440
were of his own design 159
were of his own devising 241
were of his own family 238
were of his own opinion 163
were of its own accord 315
were of its own creation 56
were of mud and wattle 58
were of old new england 156
were of our own breeding 92
were of red and yellow 54
were of too long standing 117
were on earth long before 46
were on our own ground 48
were on our way across 363
were on our way around 42
were on our way before 236
were on our way through 396
were on our way toward 344
were or how they looked 59
were or how they should 63
were or how they worked 104
were or why they should 47
were so bad that almost 54
were so bad that nobody 57
were so big and bright 101
were so big they looked 110
were so big they seemed 48
were so far off course 42
were so fat and unable 74
were so few and feeble 98
were so few and simple 155
were so few and slight 62
were so for two reasons 40
were so hot and thirsty 52
were so hot they burned 59
were so lean that little 145
were so long and narrow 129
were so long his portion 43
were so long they almost 51
were so long they curled 44
were so long they seemed 40
were so low and narrow 120
were so low that little 69
were so low they seemed 47
were so near one another 172
were so new and strange 233
were so old and feeble 41
were so old and infirm 173
were so old and rotten 151
were so old they seemed 45
were so red they looked 48
were so that our fathers 216
were so thin they looked 75
were so weak and feeble 101
were the aim and object 41
were the ass and coward 98
were the big and little 158
were the bow and arrows 49
were the death that should 61
were the end and object 110
were the key that opened 50
were the kings and queens 167
were the long and lonely 41
were the men and horses 48
were the men that pleased 92
were the men who became 210
were the men who called 95
were the men who created 197
were the men who filled 129
were the men who forced 48
were the men who formed 393
were the men who fought 519
were the men who framed 76
were the men who guided 75
were the men who helped 274
were the men who joined 63
were the men who killed 75
were the men who lifted 53
were the men who looked 114
were the men who manned 66
were the men who opened 49
were the men who passed 78
were the men who played 104
were the men who sailed 60
were the men who served 226
were the men who shaped 125
were the men who shared 62
were the men who should 154
were the men who showed 40
were the men who signed 102
were the men who sought 123
were the men who stayed 49
were the men who talked 62
were the men who taught 122
were the men who thought 98
were the men who turned 59
were the men who united 55
were the men who wanted 145
were the men who wished 79
were the men who worked 357
were the oil and butter 44
were the old and infirm 164
were the old and useful 46
were the one she wanted 40
were the one that wanted 111
were the one who always 363
were the one who begged 40
were the one who bought 95
were the one who called 467
were the one who caused 80
were the one who changed 53
were the one who created 54
were the one who forced 80
were the one who helped 220
were the one who jumped 50
were the one who killed 332
were the one who kissed 67
were the one who looked 57
were the one who needed 397
were the one who opened 73
were the one who picked 88
were the one who pulled 101
were the one who pushed 106
were the one who raised 49
were the one who serves 64
were the one who should 211
were the one who showed 109
were the one who stayed 44
were the one who talked 212
were the one who taught 390
were the one who thought 278
were the one who turned 144
were the one who walked 162
were the one who wanted 2106
were the one who warned 93
