wage rate equals the value 96
went very slowly at first 95
went well beyond the basic 40
went well beyond the facts 58
went well beyond the issue 86
went well beyond the legal 47
went well beyond the needs 64
went well beyond the scope 238
went well beyond the terms 52
went well beyond the usual 338
went well enough at first 159
were able barely to crawl 50
were acting beyond the scope 59
were also active in creating 46
were also active in forming 52
were also active in helping 45
were also active in local 91
were also active in seeking 41
were also active in trade 76
were also amongst the first 120
were also anxious to avoid 245
were also before the court 40
were also carved in stone 89
were also caught in traps 43
were also changed in order 46
were also chosen to serve 40
were also clothed in white 40
were also common in egypt 50
were also crucial in shaping 42
were also dealers in stock 49
were also denied the right 785
were also engaged in farming 150
were also engaged in fishing 130
were also engaged in teaching 48
were also engaged in trade 185
were also engaged in writing 56
were also engaged to carry 43
were also entering the field 48
were also forced to admit 92
were also forced to adopt 108
were also forced to build 42
were also forced to carry 53
were also forced to change 85
were also forced to close 118
were also forced to fight 87
were also honest in money 51
were also issues on which 50
were also killed in action 68
were also killed in large 47
were also likely to arise 40
were also likely to occur 52
were also listed in table 67
were also needed in order 55
were also owners of large 53
were also partly to blame 151
were also periods in which 129
were also placed in front 204
were also placed in tombs 46
were also placed on board 77
were also places in which 70
were also plenty of people 103
were also raised in large 43
were also taught to write 81
were also tested in order 81
were also thought to cause 57
were also traces of blood 56
were also twenty or thirty 93
were also unable to agree 92
were also unable to solve 57
were also useful in helping 44
were back across the river 47
were back inside the house 121
were bare masses of stone 91
were base enough to enter 67
were best fitted to carry 62
were best fitted to judge 86
were best fitted to serve 56
were best served by keeping 119
were best served by staying 46
were best strike my right 52
were best suited to carry 53
were best suited to local 47
were best suited to serve 56
were blue instead of brown 63
were bold enough to adopt 46
were bold enough to appear 50
were bold enough to apply 46
were bold enough to carry 71
were bold enough to claim 110
were bold enough to cross 53
were bold enough to enter 122
were bold enough to fight 74
were bold enough to grasp 92
were bold enough to marry 44
were bold enough to offer 69
were bold enough to point 53
were bold enough to raise 51
were bold enough to seize 42
were bold enough to stand 116
were bold enough to state 42
were bold enough to trust 51
were bold enough to visit 41
were bold enough to write 59
were born before or about 48
were born before or after 432
were born before the civil 191
were born before the first 226
were born before the mother 77
were born through the navel 129
were busy around the clock 103
were busy dressing the child 63
were busy scraping the green 46
were cars parked in front 61
were cast across the water 51
were clear enough to allow 68
were coming across the field 132
were coming across the river 112
were coming through the doors 56
were coming through the front 175
were coming through the gates 52
were coming through the trees 59
were coming through the walls 49
were coming through the woods 177
were coming toward the house 139
were cool enough to enter 51
were cool enough to sleep 71
were deep enough to allow 74
were deep enough to cover 86
were deep enough to drown 97
were deep enough to float 69
were done before or after 107
were done before the world 49
were down across the board 44
were early taught the value 41
were even called to serve 91
were even denied the right 430
were ever before or since 118
were ever likely to enjoy 46
were ever valued at above 143
were ever walled up alive 66
were fast enough to catch 65
were felt around the globe 42
were felt around the world 300
were felt through the whole 100
were fine enough to catch 100
were five fathoms of water 43
were flung across the floor 40
were flung across the table 95
were flying across the river 59
were flying across the water 59
were flying around the world 69
were flying before the enemy 85
were flying through the night 84
were flying through the region 64
were flying through the water 64
were fool enough to marry 89
were four groups of people 51
were four pieces of tough 60
were four points on which 40
were four sheets of paper 43
were four strata of bones 137
were free before the civil 762
were from around the world 83
were from effect to cause 43
were from middle or upper 87
were from middle to upper 72
were from tribes of which 58
were from twenty to fifty 118
were from twenty to forty 241
were from twenty to sixty 64
were from twenty to thirty 1091
were from without the growing 130
were glad enough to avail 186
were glad enough to enter 64
were glad enough to offer 52
were glad enough to share 43
were glad enough to slink 42
were gone before he could 235
were gone before we could 75
were good enough he would 98
were good enough to admit 108
were good enough to agree 118
were good enough to allow 481
were good enough to appear 41
were good enough to carry 147
were good enough to elect 40
were good enough to enter 49
were good enough to fight 411
were good enough to grant 251
were good enough to marry 41
were good enough to merit 67
were good enough to offer 393
were good enough to place 133
were good enough to please 44
were good enough to point 77
were good enough to print 90
were good enough to raise 40
were good enough to refer 75
were good enough to reply 116
were good enough to serve 142
were good enough to share 112
were good enough to spare 62
were good enough to stand 135
were good enough to start 42
were good enough to state 51
were good enough to trust 54
were good enough to visit 64
were good enough to write 565
were good judges of human 46
were good judges of latin 105
were good places in which 69
were good reasons to doubt 141
were great crowds of people 242
were great crowds of smiling 43
were great enough to allow 106
were great enough to carry 57
were great enough to cause 143
were great enough to force 45
were great fields of blowing 42
were great flocks of sheep 58
were great lovers of learning 196
were great lovers of music 216
were great lovers of poetry 53
were great makers of roads 40
were great readers of poetry 81
were great voices in heaven 2234
were half across the river 48
were half afraid he might 138
were half closed as though 69
were hanging around in front 62
were hanging around the house 81
were hanging around the lobby 41
were hanging around the lodge 86
were hanging around the place 42
were heading toward the front 52
were heading toward the river 60
were heard across the river 72
were heard around the table 81
were heard around the world 1055
were heard before the court 96
were heard sounds of wailing 90
were heard through the harem 52
were heard through the house 53
were heard through the night 42
were heard through the whole 165
were heavy enough to smash 52
were held across the nation 278
were held across the state 119
were held around the state 117
were held around the world 169
were held before or after 51
were held before the final 42
were held before the first 55
were held before the house 251
were held firmly in check 113
were held firmly in place 228
were held without the walls 43
were here amongst the green 41
were here before the first 92
were here before the white 114
were hiding behind the brick 82
were hiding behind the rocks 95
were hiding behind the trees 91
were high enough to admit 146
were high enough to allow 486
were high enough to avoid 65
were high enough to carry 40
were high enough to cause 386
were high enough to cover 303
were high enough to create 80
were high enough to place 41
were high enough to raise 42
were high enough to stand 48
were high enough to yield 81
were hiking through the woods 55
were huge crowds of people 82
were huge masses of stone 41
were idle through no fault 41
were just across the river 347
were just around the comer 81
were just behind the front 96
were just crossing the river 40
were just enough to cover 95
were just entering the field 51
were just entering the house 55
were just entering the labor 50
were just entering the lists 42
were just forced or forcing 46
were just inside the front 50
were just pieces of paper 102
were just scraps of paper 41
were just starting to appear 178
were just starting to bloom 105
were just starting to build 161
were just starting to change 70
were just starting to cross 41
were just starting to enjoy 53
were keen enough to solve 44
were kept before the minds 68
were kept before the people 47
were kept behind the lines 52
were kept closed at night 52
were kept firmly in check 66
were kept inside the house 47
were kept locked at night 81
were kept locked up until 41
were kept secret in order 87
were kept secret to avoid 59
were kind enough to admit 46
were kind enough to agree 199
were kind enough to allow 1173
were kind enough to carry 52
were kind enough to check 73
were kind enough to drive 70
were kind enough to elect 54
were kind enough to favor 43
were kind enough to grant 522
were kind enough to laugh 309
were kind enough to offer 1126
were kind enough to order 62
were kind enough to place 128
were kind enough to point 225
were kind enough to refer 104
were kind enough to reply 263
were kind enough to serve 65
were kind enough to share 1225
were kind enough to spare 152
were kind enough to spend 141
were kind enough to state 45
were kind enough to visit 97
were kind enough to write 722
were laid across the floor 44
were laid across the river 121
were laid across the walls 40
were laid before an image 66
were laid before the board 916
were laid before the court 449
were laid before the first 51
were laid before the grand 169
were laid before the house 4747
were laid before the irish 48
were laid before the lords 64
were laid before the meeting 266
were laid before the peers 43
were laid before the people 178
were laid before the privy 107
were laid before the queen 201
were laid before the rover 52
were laid before the royal 235
were laid before the seven 45
were laid before the synod 130
were laid before the whole 158
were laid before the world 307
were laid pieces of drift 63
were leaning across the table 99
were least likely to agree 185
were least likely to cause 41
were least likely to change 126
were least likely to engage 102
were least likely to favor 53
were least likely to marry 49
were least likely to occur 103
were least likely to offer 46
were left behind in china 101
were left behind in judah 65
were left behind in order 50
were left behind in russia 83
were left behind to await 64
were left behind to build 47
were left behind to carry 102
were left behind to cover 106
were left behind to guard 658
were left behind to mourn 71
were left behind to serve 50
were left behind to shift 51
were left behind to watch 103
were left beyond the river 40
were left standing in front 65
were left without the power 49
were less afraid of change 69
were less afraid of danger 70
were less likely to abuse 139
were less likely to adapt 45
were less likely to admit 214
were less likely to adopt 346
were less likely to agree 886
were less likely to allow 135
were less likely to appeal 61
were less likely to appear 233
were less likely to apply 171
were less likely to arise 88
were less likely to avoid 98
were less likely to begin 89
were less likely to belong 177
were less likely to blame 211
were less likely to bother 40
were less likely to breast 52
were less likely to carry 133
were less likely to catch 119
were less likely to cause 369
were less likely to change 536
were less likely to check 52
were less likely to claim 114
were less likely to create 119
were less likely to defer 54
were less likely to delay 65
were less likely to drink 283
were less likely to drive 69
were less likely to engage 1803
were less likely to enjoy 130
were less likely to enter 438
were less likely to favor 254
were less likely to fight 69
were less likely to focus 77
were less likely to grant 59
were less likely to incur 68
were less likely to judge 74
were less likely to label 68
were less likely to marry 685
were less likely to notch 69
were less likely to occur 763
were less likely to offer 303
were less likely to place 90
were less likely to press 54
were less likely to prove 52
were less likely to raise 64
were less likely to rebel 88
were less likely to refer 130
were less likely to repeat 178
were less likely to reveal 54
were less likely to score 142
were less likely to search 60
were less likely to serve 135
were less likely to share 341
were less likely to shift 60
were less likely to smile 49
were less likely to smoke 1017
were less likely to spend 192
were less likely to stand 45
were less likely to start 169
were less likely to state 109
were less likely to trust 241
were less likely to value 51
were less likely to visit 169
were less likely to watch 89
were less likely to worry 48
were less likely to write 105
were less likely to yield 70
were like blades of grass 42
were like hounds at fault 79
were like points of steel 41
were like sheets of flame 92
were lost amidst the blaze 44
were lost through no fault 46
were lost through the action 58
were lost through the guilt 57
were loud enough to carry 51
were loud enough to cause 41
were loud enough to drown 111
were loud voices in heaven 543
were made across the board 105
were made around the world 161
were made before or after 851
were made before or since 44
were made before the civil 194
were made before the close 88
were made before the court 105
were made before the final 273
were made before the first 404
were made before the house 62
were made before the party 114
were made before the passing 97
were made before the start 53
were made before the world 56
were made public in april 111
were made public in march 103
were made public it would 91
were made public on march 63
were made through the local 64
were made through the press 93
were made through the state 168
were made through the whole 161
were made toward the close 80
were making plenty of money 148
were making plenty of noise 79
were making without the walls 76
were many cities of italy 54
were many fields in which 72
were many flocks of sheep 44
were many groups of people 95
were many houses in which 61
were many issues on which 201
were many lepers in israel 875
were many methods by which 58
were many passes to guard 75
were many places at which 45
were many places he could 50
were many places in which 242
were many places to which 41
were many points at issue 45
were many points at which 310
were many points in which 286
were many points of doubt 59
were many points of strong 220
were many points on which 539
were many purple or white 51
were many reasons to doubt 161
were many regions in which 58
were many rivers to cross 72
were many scores of small 43
were many streams to cross 40
were many titles on which 67
were many topics on which 41
were many traces of blood 113
were many voices it would 77
were many widows in israel 1049
were many writings of count 97
were mere pieces of paper 49
were mere points of light 46
were mere scraps of paper 164
were miss seward to agree 46
were more active at night 114
were more active in seeking 80
were more active in social 68
were more adroit in shaving 58
were more afraid of breaking 47
were more anxious to avoid 89
were more anxious to please 87
were more common in cases 83
were more common in girls 61
were more common in large 58
were more common in males 155
were more common in older 141
were more common in people 58
were more common in rural 117
were more common in small 49
were more common in towns 41
were more common in urban 112
were more common in women 368
were more costly to build 45
were more fearful of crime 57
were more intent on getting 94
were more intent on keeping 44
were more intent on seeking 48
were more likely to abort 73
were more likely to abuse 540
were more likely to adapt 119
were more likely to admit 429
were more likely to adopt 1990
were more likely to agree 2702
were more likely to align 64
were more likely to allow 275
were more likely to alter 102
were more likely to appeal 347
were more likely to appear 832
were more likely to apply 453
were more likely to argue 200
were more likely to arise 319
were more likely to avail 43
were more likely to avoid 795
were more likely to award 54
were more likely to begin 428
were more likely to belong 778
were more likely to blame 791
were more likely to breast 163
were more likely to breed 66
were more likely to build 199
were more likely to carry 641
were more likely to catch 222
were more likely to cause 663
were more likely to change 1485
were more likely to check 125
were more likely to chose 62
were more likely to claim 667
were more likely to close 127
were more likely to count 40
were more likely to cover 132
were more likely to crack 47
were more likely to create 369
were more likely to cross 299
were more likely to decay 87
were more likely to defer 104
were more likely to delay 273
were more likely to doubt 40
were more likely to drift 58
were more likely to drink 796
were more likely to drive 186
were more likely to dwell 64
were more likely to either 149
were more likely to elect 71
were more likely to enact 87
were more likely to engage 5578
were more likely to enjoy 437
were more likely to enter 1454
were more likely to evoke 109
were more likely to exert 76
were more likely to exist 147
were more likely to favor 1653
were more likely to fight 308
were more likely to focus 1034
were more likely to frame 51
were more likely to gather 68
were more likely to grant 205
were more likely to greet 45
were more likely to group 134
were more likely to guess 77
were more likely to incur 124
were more likely to infer 128
were more likely to issue 106
were more likely to judge 598
were more likely to label 643
were more likely to later 191
were more likely to laugh 75
were more likely to limit 116
were more likely to major 102
were more likely to marry 1355
were more likely to match 117
were more likely to model 77
were more likely to occur 4190
were more likely to offer 1265
were more likely to order 93
were more likely to panic 44
were more likely to place 939
were more likely to point 411
were more likely to press 109
were more likely to prove 300
were more likely to quote 47
were more likely to raise 317
were more likely to reason 54
were more likely to rebel 115
were more likely to recur 93
were more likely to refer 1012
were more likely to remit 76
were more likely to repeat 295
were more likely to reply 133
were more likely to reveal 214
were more likely to score 1218
were more likely to search 226
were more likely to serve 619
were more likely to shape 41
were more likely to share 1281
were more likely to shift 307
were more likely to shoot 115
were more likely to sleep 57
were more likely to smile 207
were more likely to smoke 968
were more likely to solve 191
were more likely to spell 57
were more likely to spend 1076
were more likely to split 87
were more likely to spoil 81
were more likely to spread 114
were more likely to stand 195
were more likely to start 477
were more likely to state 691
were more likely to stick 192
were more likely to still 272
were more likely to study 186
were more likely to table 67
were more likely to thrive 54
were more likely to touch 240
were more likely to trade 240
were more likely to train 52
were more likely to trust 666
were more likely to unite 48
were more likely to value 508
were more likely to visit 715
were more likely to voice 271
were more likely to watch 489
were more likely to weigh 48
were more likely to worry 193
were more likely to write 494
were more likely to yield 326
were more modest in scale 77
were more modest in scope 67
were most active at night 96
were most active in getting 64
were most active in helping 43
were most active in keeping 45
were most active in pushing 185
were most active in seeking 44
were most active in shaping 56
were most active in turning 61
were most anxious to avert 80
were most anxious to avoid 826
were most anxious to carry 117
were most anxious to engage 40
were most anxious to enter 46
were most anxious to please 57
were most anxious to prove 74
were most anxious to visit 43
were most common in women 46
were most likely the cause 45
were most likely the first 197
were most likely to abuse 49
were most likely to adopt 212
were most likely to agree 398
were most likely to appeal 164
were most likely to appear 375
were most likely to apply 69
were most likely to arise 304
were most likely to avoid 81
were most likely to begin 76
were most likely to belong 84
were most likely to blame 63
were most likely to carry 135
were most likely to catch 139
were most likely to cause 223
were most likely to change 339
were most likely to claim 90
were most likely to create 82
were most likely to cross 46
were most likely to drink 84
were most likely to engage 449
were most likely to enjoy 80
were most likely to enter 208
were most likely to exist 57
were most likely to favor 187
were most likely to fight 50
were most likely to focus 79
were most likely to judge 46
were most likely to label 52
were most likely to marry 173
were most likely to occur 2691
were most likely to offer 200
were most likely to place 53
were most likely to please 79
were most likely to prove 282
were most likely to raise 158
were most likely to refer 111
were most likely to serve 152
were most likely to share 148
were most likely to shift 64
were most likely to smoke 127
were most likely to spend 129
were most likely to stand 44
were most likely to start 79
were most likely to state 98
were most likely to thrive 96
were most likely to value 44
were most likely to visit 87
were most likely to waste 280
were most likely to watch 80
were most likely to write 54
were most likely to yield 161
were most obliging in every 128
were most useful in helping 72
were moving across the field 50
were moving across the floor 56
were moving across the plain 131
were moving across the river 77
were moving through the crowd 182
were moving through the jungle 106
were moving through the night 54
were moving through the trees 65
were moving through the water 172
were moving through the woods 94
were moving toward the enemy 56
were moving toward the entry 48
were moving toward the front 272
were moving toward the house 77
were moving toward the river 68
were much amused in looking 58
were much cheaper to build 98
were much darker in color 66
were much fitter to spoil 62
were much harder to catch 58
were much higher in price 40
were much higher in rural 48
were much higher in urban 47
were much larger in scale 89
were much pleased at finding 118
were much raised in price 53
were much slower to adopt 140
were much slower to change 70
were nice enough to offer 41
were nine orders of angels 55
were nods around the table 134
were once slaves in egypt 326
were once thought to belong 143
were once thought to cause 57
were once thought to exist 56
were once thought to occur 80
were only awaiting the first 50
were only enough to cover 42
were only likely to occur 62
were only linked in loose 70
were only opened to admit 40
were only partly to blame 162
were only pieces of paper 57
were only scraps of paper 69
were only shaded by short 82
were only something we could 40
were only twenty or thirty 777
were only twenty to thirty 120
were open around the clock 126
were open enough to allow 46
were other causes of delay 76
were other fields in which 158
were other groups of people 87
were other issues at stake 185
were other issues on which 119
were other methods by which 123
were other places he could 80
were other places in which 60
were other places to which 53
were other points at issue 61
were other points at which 47
were other points in which 112
were other points on which 168
were other points to which 52
were other states in which 43
were paid partly in money 144
were pale yellow in color 48
were poor through no fault 145
were racing through my brain 43
were ranging abroad to gather 87
were rash enough to enter 82
were ready enough to admit 108
were ready enough to adopt 56
were ready enough to agree 55
were ready enough to allow 77
were ready enough to appeal 43
were ready enough to enter 48
were ready enough to fight 264
were ready enough to grant 66
were ready enough to prove 99
were ready enough to rally 44
were ready enough to seize 46
were rich beyond the dreams 80
were rich enough he would 62
were rich enough to allow 74
were rich enough to bribe 42
were rich enough to build 200
were rich enough to enjoy 55
were rich enough to offer 73
were rich enough to spend 68
were riding through the night 61
were riding through the woods 118
were rife amongst the people 43
were rising instead of falling 53
were rising through the ranks 41
were safe behind the walls 48
were seeing through the flame 49
were seen across the river 49
were seen almost in every 86
were seen around the world 188
were seen covering the plain 196
were seen crossing the river 190
were seen entering the scene 53
were seen roasting at every 65
were seen solely in terms 40
were seen through the black 85
were seen through the curling 71
were seen through the press 113
were seen through the prism 101
were seen through the smoke 101
were seen through the trees 55
were sent abroad in large 46
were sent abroad to fight 92
were sent abroad to serve 48
were sent abroad to study 1378
were sent across the creek 43
were sent across the ganges 67
were sent across the lines 59
were sent across the rhine 55
were sent across the river 1201
were sent across the water 68
were sent around by water 81
were sent around the world 381
were sent before the court 45
were sent through the cable 40
were sent through the canal 46
were sent through the coils 42
were sent through the hands 85
were sent through the kingdom 90
were sent through the lines 118
were sent through the mails 315
were sent through the state 98
were sent through the whole 168
were sent through the woods 63
were single sheets of paper 55
were slow enough to allow 53
were slung across the backs 59
were sold abroad in large 65
were sold around the world 272
were sold before the first 57
were some groups of people 44
were some issues on which 98
were some matter of vital 96
were some papers of value 63
were some periods in which 61
were some pieces of paper 49
were some places in which 47
were some points at which 46
were some points in which 191
were some points on which 439
were some regions in which 40
were some scraps of paper 49
were some sheets of paper 101
were some states in which 64
were some topics on which 51
were some twenty or thirty 1549
were some twenty to thirty 81
were soon across the brook 60
were soon across the river 111
were soon before the lodge 94
were soon buried in sleep 43
were soon called to order 42
were soon engaged in close 66
were soon filled by others 66
were soon forced to admit 143
were soon forced to change 59
were soon forced to close 85
were soon forced to yield 78
were soon joined by about 71
were soon joined by father 40
were soon joined by george 59
were soon joined by large 134
were soon joined by major 42
were soon joined by others 1843
were soon joined by people 43
were soon joined by seven 47
were soon lulled to sleep 160
were soon safely on board 46
were soon sleeping the sleep 94
were soon standing in front 70
were such apples as would 123
were such crowds of people 119
were such events as occur 190
were sure sooner or later 360
were swum across the river 65
were tall enough to stand 43
were tearing through the water 46
were tearing through the woods 63
were their sphere of action 60
were there before the first 43
were there before the white 51
were there chosen in order 42
were there fighting in front 71
were there methods by which 67
were these wishes in which 59
were thick enough to block 42
were those houses in which 43
were those listed in table 141
were three flocks of sheep 341
were three grades of thinking 70
were three groups of people 229
were three inches of water 51
were three methods by which 140
were three mounds of black 68
were three periods in which 70
were three pieces of paper 103
were three places in which 44
were three points at which 60
were three points on which 195
were three points to which 85
were three rivers to cross 52
were three routes by which 117
were three sheets of paper 100
were three spires of black 118
were three troops of horse 127
were tied around the necks 52
were tied around the waist 151
were tiny points of light 87
were trying whether the paint 72
were used around the world 99
were used instead of books 44
were used instead of forks 53
were used instead of glass 247
were used instead of metal 40
were used instead of money 132
were used instead of nails 103
were used instead of names 43
were used instead of paper 74
were used instead of ropes 58
were used instead of stone 69
were used instead of water 166
were used instead of whole 63
were used instead of words 68
were used mainly to carry 52
were used mostly by people 44
were vast tracts of lands 43
were vast tracts of marsh 146
were very active in china 41
were very active in civic 43
were very active in getting 65
were very active in helping 105
were very active in local 89
were very active in raising 52
were very active in setting 44
were very active in social 48
were very active in trade 65
were very active in working 41
were very anxious to avoid 315
were very anxious to build 41
were very anxious to carry 68
were very anxious to catch 61
were very anxious to enter 64
were very anxious to place 40
were very anxious to please 110
were very anxious to prove 46
were very anxious to raise 63
were very anxious to start 75
were very anxious to visit 138
were very averse to begin 54
were very common in egypt 63
were very costly in terms 79
were very curious to crowd 250
were very earnest to march 51
were very flashy in every 83
were very justly the first 53
were very likely the first 84
were very likely to agree 73
were very likely to arise 45
were very likely to occur 134
were very likely to thrive 85
were very little the worse 53
were very narrow in scope 46
were very simple at first 53
were very strict in keeping 46
were very useful in helping 146
were very useful in keeping 97
were wading across the river 43
were wading through the water 239
were wary enough to avert 58
were well behind the front 42
were well behind the lines 49
were well beyond the scope 88
were well enough to enjoy 88
were well enough to stand 102
were well enough to write 81
were well packed in strong 52
were well placed to carry 71
were well placed to judge 45
were well placed to serve 75
were well placed to watch 43
were well pleased to repeat 79
were well suited to carry 48
were well suited to growing 52
were well suited to serve 73
were well treated in every 40
were well treated on board 57
were well versed in greek 214
were well versed in latin 125
were well versed in music 59
were wide enough to admit 170
were wide enough to allow 391
were wide enough to carry 61
were wide enough to cover 340
were wide enough to drive 50
were wise enough to adopt 163
were wise enough to allow 86
were wise enough to avail 43
were wise enough to avoid 236
were wise enough to build 107
were wise enough to place 42
were wise enough to spare 50
were worn around the necks 46
were worn around the waist 162
were worth double the money 58
were wrong before in denying 62
were years behind the times 48
were young enough to begin 129
were young enough to enjoy 141
were young enough to fight 94
were young enough to start 43
were young enough to still 95
west blew through the pitch 47
west wind ruffle the water 46
what best serves the needs 43
what came before or after 336
what care should be given 278
what care should be taken 960
what dies inside us while 160
what faith teaches us about 42
what food should be given 88
what form should be given 150
what good english he spoke 72
what great mental or social 52
what have changed the world 48
what help should be given 206
what lies behind or beneath 45
what lies behind the claim 42
what lies behind the facts 67
what lies behind the image 42
what lies behind the notion 63
what lies behind the story 84
what lies behind the words 369
what lies behind the world 92
what lies beyond or beneath 47
what lies beyond the field 43
what lies beyond the frame 87
what lies beyond the gates 53
what lies beyond the grave 1282
what lies beyond the hills 57
what lies beyond the human 147
what lies beyond the known 41
what lies beyond the limit 104
what lies beyond the power 49
what lies beyond the scope 93
what lies beyond the stars 46
what lies beyond the walls 56
what lies beyond the world 270
what life itself is about 111
what life should be about 359
what line should be taken 240
what marx called the social 46
what meaning should be given 279
what means should be taken 332
what most struck me about 46
what must always be borne 43
what must grieve the lover 79
what must happen in order 234
what must happen to every 62
what must sooner or later 253
what must strike the reader 49
what name should be given 1220
what once befell the merry 45
what other course he could 165
what other course he would 46
what other course of action 469
what other course we could 45
what other groups of people 66
what other manner to demean 70
what other motive it arose 72
what other sphere the loved 46
what other troops he could 56
what road should be taken 45
what role should be given 44
what role should the state 47
what some person or group 41
what step should be taken 458
what their course of action 290
what their master is thinking 43
what their mental or moral 127
what their opinion is about 141
what view should be taken 304
what went before in order 67
what went before or after 176
what went through the minds 391
what were called the first 41
what were called the lower 71
what were called the seven 142
what will always be known 132
what will become is about 86
what will become of every 59
what will become of father 63
what will become of human 47
what will become of japan 41
what will become of people 57
what will become of russia 61
what will become the final 49
what will become the first 97
what will become the major 42
what will become the world 51
what will follow on either 41
what will happen by looking 48
what will happen if anything 45
what will happen if either 227
what will happen if israel 56
what will happen if people 197
what will happen if russia 53
what will happen if women 55
what will happen in cases 42
what will happen in china 126
what will happen in class 44
what will happen in court 153
what will happen in egypt 46
what will happen in every 132
what will happen in fifty 45
what will happen in given 98
what will happen in human 44
what will happen in later 113
what will happen in order 56
what will happen in russia 99
what will happen in spain 47
what will happen in terms 111
what will happen or where 72
what will happen the first 60
what will happen to china 61
what will happen to costs 83
what will happen to either 149
what will happen to every 125
what will happen to human 223
what will happen to israel 108
what will happen to japan 127
what will happen to jesus 111
what will happen to money 53
what will happen to others 120
what will happen to people 436
what will happen to price 282
what will happen to russia 51
what will happen to sales 188
what will happen to satan 45
what will happen to stock 78
what will happen to today 44
