waft its owner back to 47
ways that people come to 154
ways that people have of 120
ways that people learn to 43
ways that people live in 48
ways that people look at 60
ways that people react to 100
ways that people tend to 43
ways that people think of 53
ways that ranged from the 65
ways that would give the 66
ways that would harm the 45
ways that would have to 42
ways that would help the 121
ways that would help to 149
ways that would leave the 42
ways that would make it 766
ways that would make me 44
ways that would make the 445
ways that would make us 49
ways that would meet the 90
ways that would seem to 257
ways that would tend to 182
ways that would work the 86
ways they could help the 70
ways they could think of 205
ways they would like to 307
ways you could look at 52
ways you could make it 52
ways you could make the 56
ways you could think of 49
ways you might like to 60
ways you might vote at 90
ways you might want to 287
ways you never heard of 57
ways you would like to 488
wealth all stock held by 108
wealth and noble birth he 109
wealth and power among the 472
wealth and power came to 84
wealth and power during the 353
wealth and power from the 902
wealth and power have no 61
wealth and power held by 83
wealth and power into the 313
wealth and power like the 48
wealth and power made it 43
wealth and power made the 47
wealth and power must be 198
wealth and power only by 44
wealth and power only to 85
wealth and power over the 181
wealth and power such as 167
wealth and power tend to 116
wealth and power upon the 76
wealth and power were as 114
wealth and power were at 69
wealth and power were in 98
wealth and power were no 41
wealth and power were so 80
wealth and power were the 227
wealth and power were to 132
wealth and power when he 72
wealth and power will be 278
wealth and social rank of 46
wealth are drawn from the 53
wealth for which there is 40
wealth has given rise to 150
wealth that comes from the 201
wealth that flows from the 53
wealth that would come to 94
wealth that would fall to 41
wealth that would flow in 84
wealth they could from the 41
wealth was based upon the 55
wealth was drawn from the 76
wealth was flowing into the 85
wealth was pouring into the 80
wealth was spread along the 49
wealth was taken from the 55
wealth with which some of 155
wearing her first pair of 186
wearing his first pair of 211
wearing his first suit of 53
wears her black hair in 66
wears his black hair in 41
weary and hungry from the 44
weary and spent from the 41
weary and tired from the 57
weary and would like to 73
weary being taken into the 51
weaving was still done by 148
weed that grows rank in 78
weed that grows upon the 56
weed that grows wild in 89
week and again during the 46
week and every hour of 85
week and every month of 63
week and every week in 91
week and every week of 118
week and spent most of 98
week and takes care of 43
week and would have to 81
week and would like to 256
week and write down the 53
week are given over to 66
week for about half an 53
week for every week he 57
week for every week of 112
week for thirty days in 125
week for which there is 129
week she never left the 94
week she would come to 55
week she would have to 120
week they would have to 93
week they would like to 42
week they would meet at 50
week was given over to 279
week you shall have it 51
week you shall have the 51
week you would like to 57
weep and mourn over the 109
weep not burning tears in 43
well and about when we 205
well and carry into it 65
well and drank from it 882
well and drank from the 40
well and fully told by 42
well and nobly said to 54
well and spent most of 135
well and spoon into the 68
well and spoon over the 42
well and spread over the 114
well and still living in 42
well and strong when he 51
well and taken care of 160
well and takes care of 42
well and truly back in 118
well and truly back on 160
well and truly done by 54
well and truly into the 636
well and truly keep the 105
well and truly laid at 51
well and truly laid by 1451
well and truly laid in 308
well and truly laid on 184
well and truly laid the 335
well and truly laid to 124
well and truly lost in 56
well and truly made we 250
well and truly over by 110
well and truly over the 161
well and truly paid at 160
well and truly paid by 4362
well and truly paid the 51
well and truly paid to 261
well and truly part of 116
well and truly said by 119
well and truly said of 59
well and truly sick of 132
well and truly sown by 43
well and truly tied up 47
well and truly upon us 70
well and where there is 127
well and which ones do 50
well and would come to 47
well and would have no 41
well and would have to 276
well and would like to 972
well and would soon be 446
well are mingled among the 47
well but would like to 91
well did every part of 42
well for about half an 156
well for about half the 63
well for every kind of 47
well get right down to 92
well how strong were the 45
well our model fits the 51
well she could play the 57
well she might speak of 51
well she takes care of 70
well she would have to 213
well she would look in 76
well that where there is 74
well that which lies in 111
well that within half an 43
well that women seem to 64
well that would have the 137
well they could hunt the 118
well they would have no 49
well they would have to 193
well this model fits the 54
well who thinks there is 80
well with either type of 66
well with every kind of 52
well you would have to 40
well you would like to 99
went all alone into the 41
went and drank from the 42
went and dwelt among the 70
went and knelt down at 112
went and knelt down by 284
went and knelt down in 69
went and knelt down on 77
went and leaned over the 267
went and leaned upon the 43
went and lived among the 134
went and stood among the 46
went and stood next to 595
went and stood over by 64
went and stood over it 107
went and stood over the 216
went and stood side by 120
went and stood upon the 161
went for miles along the 80
went for walks along the 407
went for walks over the 47
went head first into the 517
went head first over the 65
went off again into the 195
went off alone into the 335
went off fishing back of 43
went off right next to 87
went one evening into the 51
went one morning early to 56
went one morning into the 98
went one night into the 149
went out about half an 203
went out after dark to 120
went out again among the 109
went out again from the 108
went out again into the 3123
went out again onto the 96
went out again unto the 603
went out again upon the 102
went out alone among the 84
went out alone from the 42
went out alone into the 1034
went out alone onto the 43
went out alone over the 51
went out chief mate the 50
went out daily into the 58
went out naked into the 61
went out twice during the 49
went out under fire to 41
went she would have to 81
went six miles into the 48
went ten miles down the 40
went ten yards from the 67
went that extra mile to 51
went that night into the 129
went they would have to 55
went this morning early to 62
went this morning into the 66
went two miles down the 40
went two miles into the 65
went with haste into the 272
went with jesus into the 210
were air dried prior to 42
were all about ready to 52
were all alive when the 44
were all based upon an 50
were all based upon the 662
were all bending over it 49
were all bending over the 46
were all blown away by 83
were all blown down in 48
were all blown into the 55
were all bound over to 48
were all built along the 45
were all built during the 205
were all built from the 75
were all built into the 92
were all built upon the 195
were all burnt down in 49
were all dated from the 49
were all drawn from the 1781
were all drawn into the 423
were all either less or 50
were all fired from the 72
were all fixed upon the 56
were all found among the 74
were all freed from the 62
were all fresh from the 75
were all getting along so 52
were all getting back to 42
were all getting into the 101
were all getting ready to 662
were all getting used to 109
were all gifts from the 86
were all given back to 49
were all given over to 128
were all happy when he 42
were all happy when the 44
were all happy when we 50
were all headed back to 59
were all lolling over the 48
were all looking back at 78
were all looking down at 259
were all looking down the 49
were all looking into the 90
were all looking over the 178
were all looking upon me 48
were all missing from the 146
were all moved into the 72
were all passing over the 44
were all people from the 91
were all piled into the 97
were all piled upon the 42
were all quite ready to 120
were all quite wild the 46
were all right among the 42
were all right during the 41
were all right glad to 54
were all right there in 90
were all right when he 58
were all right when we 106
were all rolling down the 51
were all running down the 67
were all running from the 41
were all saved from the 67
were all seated upon the 110
were all shown into the 48
were all sitting down at 148
were all sitting down in 64
were all sitting down on 56
were all sitting down to 469
were all sitting there in 134
were all sitting there on 129
were all sorry when he 69
were all sorry when it 103
were all sorry when the 85
were all sorry when we 42
were all spread from the 42
were all sprung from the 65
were all staring back at 40
were all staring down at 100
were all still living at 76
were all still living in 194
were all still there in 52
were all still trying to 65
were all strung along on 43
were all strung along the 52
were all swept away at 78
were all swept away by 734
were all swept away in 389
were all swept from the 97
were all swept into the 167
were all taken away by 153
were all taken away in 92
were all taken away to 72
were all taken back to 199
were all taken care of 700
were all taken down by 104
were all taken down in 100
were all taken down to 148
were all taken during the 121
were all taken from me 83
were all taken from the 2533
were all taken from us 56
were all taken into the 307
were all taken over by 480
were all taken over in 43
were all taken over to 65
were all taken sick at 56
were all terms used to 67
were all thinking along the 52
were all thrown away in 50
were all thrown away on 335
were all thrown back on 40
were all thrown down by 75
were all thrown into the 1235
were all thrown open to 112
were all thrown upon the 45
were all thrust into the 57
were all thumbs when it 43
were all tired from the 291
were all under arms at 46
were all voted down by 67
were all walking along the 63
were all walking back to 76
were all walking down the 119
were all within range of 64
were all within reach of 278
were all working from the 73
were all working hard to 111
were all woven into the 174
were and could only be 146
were and never will be 1057
were and which will be 41
were and would have to 40
were any doubt upon the 93
were any human beings in 60
were any human beings on 48
were any human beings to 65
were any longer able to 92
were any solid body in 64
were any where else to 50
were being acted upon by 124
were being asked only to 59
were being beaten back by 77
were being beaten down by 77
were being blown away by 63
were being blown from the 59
were being blown into the 100
were being borne along by 90
were being borne along on 57
were being borne away by 42
were being built along the 372
were being built during the 139
were being built from the 176
were being built into the 245
were being built over the 91
were being built upon the 42
were being built when the 62
were being drawn away by 89
were being drawn away to 44
were being drawn back to 118
were being drawn down to 43
were being drawn from it 41
were being drawn from the 536
were being drawn into an 117
were being drawn into it 59
were being drawn into the 2296
were being drawn over the 78
were being drawn upon to 114
were being fired from the 349
were being fired into the 138
were being fired upon by 292
were being flown back to 60
were being flown from the 49
were being flown into the 84
were being flown over the 48
were being freed from the 143
were being given away by 62
were being given away in 58
were being given away to 85
were being given back to 46
were being given over to 148
were being given time to 62
were being heaped upon the 101
were being lured away by 163
were being lured away to 55
were being lured into the 75
were being moved along the 50
were being moved back to 43
were being moved from the 468
were being moved into the 388
were being mowed down by 237
were being mowed down in 76
were being rowed back to 60
were being saved from the 54
were being shown into the 71
were being shown over the 198
were being spied upon by 108
were being spread among the 64
were being spread over the 64
were being swept along by 357
were being swept along in 114
were being swept along on 100
were being swept away by 633
were being swept away in 205
were being swept away on 63
were being swept down the 71
were being swept from the 145
were being swept into the 223
were being taken along the 72
were being taken away as 44
were being taken away by 315
were being taken away in 138
were being taken away to 601
were being taken back to 563
were being taken care of 2458
were being taken down by 95
were being taken down in 108
were being taken down the 68
were being taken down to 115
were being taken during the 66
were being taken from it 40
were being taken from me 71
were being taken from the 1195
were being taken from us 61
were being taken into the 648
were being taken over by 1875
were being taken over the 89
were being thrown away by 74
were being thrown away in 42
were being thrown back in 43
were being thrown back on 75
were being thrown from the 178
were being thrown into an 41
were being thrown into the 972
were being thrown onto the 77
were being thrown open to 153
were being thrown over the 114
were being thrown upon the 75
were being thrust into my 44
were being thrust into the 291
were being thrust upon the 89
were being towed down the 79
were being urged upon the 59
were being waged over the 41
were being woven into the 181
were both based upon the 114
were both bending over the 88
were both borne along by 46
were both bound over to 82
were both built during the 62
were both drawn from the 165
were both drawn into the 144
were both fired from the 85
were both getting ready to 91
were both looking down at 165
were both looking into the 63
were both naked from the 55
were both quite ready to 40
were both still living at 51
were both still living in 92
were both still trying to 53
were both swept away by 105
were both swept into the 58
were both taken away to 117
were both taken care of 48
were both taken from the 243
were both taken into the 127
were both taken over by 73
were both thinking along the 64
were both thrown from the 56
were both thrown into the 183
were both tired from the 187
were both working hard to 51
were but seven able to 61
were but seven years of 41
were cut loose from the 389
were cut short when he 327
were cut short when the 347
were dead tired when we 79
were doing anything wrong in 76
were doing anything wrong or 46
were doing every step of 51
were doing field work in 44
were doing quite well at 82
were doing quite well by 53
were doing quite well in 274
were doing quite well on 86
were dying every week in 51
were eating lunch when the 50
were far above those in 57
were far above those of 584
were far above what the 43
were far apart from the 66
were far below those in 414
were far below those of 1102
were far below what the 71
were fed diets high in 117
were fed diets rich in 44
were few human beings in 66
were few people left in 171
were few people left on 49
were few people left to 66
were few people living in 100
were few times during the 43
were few times when the 51
were few women among the 135
were for cutting down the 50
were for plunging into the 50
were for pulling down the 80
were for setting fire to 87
were for turning back to 52
were going about among the 155
were going about trying to 79
were going crazy over the 46
were going crazy trying to 197
were going right back to 131
were going right down the 40
were going right into the 128
were going right over the 81
were his brows when we 48
were his chief means of 100
were his views upon the 54
were his views when he 70
were his words just as 43
were his words when he 183
were let loose among the 221
were let loose during the 51
were let loose from the 208
were let loose into the 172
were let loose over the 91
were let loose there at 42
were let loose upon an 55
were let loose upon it 157
were let loose upon me 99
were let loose upon the 2243
were let loose upon us 277
were long since used to 55
were lying about among the 78
were lying about upon the 50
were lying loose upon the 72
were lying prone upon the 96
were men drawn from the 119
were men taken from the 70
were new faces among the 49
were not above acting as 43
were not above five or 199
were not above four or 321
were not above half the 68
were not above taking an 81
were not above taking the 54
were not above those of 71
were not above three or 355
were not above trying to 327
were not acted upon as 40
were not acted upon at 131
were not acted upon by 2013
were not acted upon in 188
were not added into the 48
were not added till the 141
were not again heard of 129
were not aimed only at 76
were not alive during the 122
were not alive when he 54
were not alive when the 68
were not alone able to 92
were not alone among the 346
were not alone those of 45
were not alone upon the 48
were not alone when we 57
were not aloof from the 60
were not anything like as 355
were not anything like so 61
were not anything like the 360
were not apart from the 60
were not asked during the 80
were not aware even of 49
were not aware what the 54
were not aware when the 42
were not aware when we 51
were not based only on 146
were not based upon an 132
were not based upon the 1023
were not begun till the 91
were not binding upon it 56
were not binding upon the 993
were not black like the 48
were not blown away by 41
were not bound down by 131
were not bound down to 111
were not breaking down the 42
were not built along the 54
were not built during the 67
were not built from the 78
were not built into the 658
were not built till the 131
were not built upon the 148
were not cowed down by 59
were not drawn from the 2087
were not drawn into it 57
were not drawn into the 693
were not easily able to 374
were not easily come by 449
were not easily kept in 41
were not either jews or 51
were not ended when the 47
were not equal even to 40
were not falling from the 40
were not falling into the 64
were not feeling well or 69
were not fired from the 96
were not fired till the 43
were not fired upon by 49
were not fitly done to 68
were not fitting into the 43
were not fixed from the 41
were not fixed upon me 41
were not fixed upon the 90
were not fleeing from the 49
were not found along the 64
were not found among the 1099
were not found during the 408
were not found even in 50
were not found from the 53
were not found north of 88
were not found only in 143
were not found prior to 49
were not found south of 45
were not found till the 123
were not found upon the 66
were not found when the 326
were not freed from the 295
were not fully able to 344
were not fully free to 41
were not fully made up 121
were not fully open to 56
were not fully paid up 214
were not fully part of 116
were not fully ready to 60
were not fully used in 54
were not getting along as 230
were not getting along at 359
were not getting along in 59
were not getting along so 408
were not getting back to 42
were not getting from the 94
were not getting hold of 77
were not getting into the 138
were not getting much in 45
were not getting much of 113
were not getting paid to 75
were not getting ready to 115
were not getting shot at 103
were not getting what we 83
were not gifts from the 80
were not given amid the 51
were not given away to 62
were not given back to 198
were not given during the 121
were not given even the 110
were not given food or 93
were not given from the 44
were not given leave to 48
were not given much of 245
were not given much to 107
were not given only to 85
were not given over to 371
were not given prior to 43
were not given such an 99
were not given till the 147
were not given time to 915
were not gonna make it 117
were not guinea pigs to 42
were not happy over the 427
were not happy when he 50
were not happy when the 144
were not happy when we 86
were not human beings at 247
were not human beings in 71
were not human beings to 57
were not kidding when we 48
were not known among the 278
were not known during the 123
were not known even by 52
were not known even in 64
were not known even to 331
were not known from the 239
were not known prior to 188
were not known till the 230
were not known when he 46
were not known when the 522
were not lacking among the 280
were not lacking during the 129
were not lacking even in 136
were not lacking from the 48
were not lacking those to 44
were not lacking when the 43
were not looking ahead to 45
were not looking back at 54
were not looking down at 41
were not looking down on 66
were not looking good at 54
were not looking into the 106
were not missing from the 106
were not moved during the 91
were not moved from the 111
were not moved into the 71
were not nearly ready to 55
were not noted among the 43
were not noted during the 64
were not often able to 239
were not often heard at 63
were not often heard in 53
were not often made at 48
were not often made in 43
were not often seen as 111
were not often seen by 63
were not often seen in 408
were not often seen on 117
were not often used as 194
were not often used by 98
were not often used in 294
were not often used to 61
were not overt acts of 41
were not people from the 73
were not quite able to 794
were not quite back to 57
were not quite clear as 231
were not quite clear in 178
were not quite clear on 115
were not quite clear to 325
were not quite come up 44
were not quite fair to 88
were not quite free of 49
were not quite free to 52
were not quite like the 278
were not quite made up 47
were not quite part of 65
were not quite ready at 45
were not quite ready to 3420
were not quite such an 67
were not quite such as 62
were not quite sure as 114
were not quite sure at 81
were not quite sure he 124
were not quite sure if 525
were not quite sure in 72
were not quite sure it 126
were not quite sure of 2592
were not quite sure the 69
were not quite sure we 115
were not quite those of 194
were not quite true to 44
were not quite used to 190
were not quite what he 260
were not quite what the 252
were not quite what we 167
were not quite wrong in 54
were not really able to 792
were not really angry at 50
were not really eager to 75
were not really fond of 157
were not really free to 182
were not really from the 76
were not really good at 56
were not really into it 47
were not really into the 68
were not really keen on 110
were not really like the 71
were not really living in 41
were not really made by 42
were not really made of 61
were not really meant to 389
were not really much of 85
were not really open to 115
were not really part of 1304
were not really ready to 368
were not really seeing the 42
were not really seen as 74
were not really sure if 156
were not really sure it 41
were not really sure of 190
were not really sure we 57
were not really there at 224
were not really there in 85
were not really there to 143
were not really those of 123
were not really trying to 493
were not really used to 136
were not really what he 85
were not really what the 51
were not really what we 55
were not really worth the 97
were not right from the 42
were not right next to 68
were not right there in 71
were not risen from the 53
were not running from the 68
were not saved from the 156
were not selling well in 93
were not sitting down to 46
were not sitting idly by 263
were not sitting next to 152
were not slain upon the 46
were not sorry when at 66
were not sorry when he 162
were not sorry when it 79
were not sorry when the 690
were not sorry when we 327
were not spread over the 105
were not sprung from the 84
were not still living in 90
were not swept away by 382
were not swept away in 120
were not swept from the 132
were not swept into the 75
were not sworn till the 80
were not taken away by 242
were not taken away in 61
were not taken away to 61
were not taken back by 41
were not taken back to 177
were not taken care of 1363
were not taken down at 81
were not taken down by 130
were not taken down in 138
were not taken during the 326
were not taken from an 40
were not taken from me 75
were not taken from the 2037
were not taken from us 44
were not taken into the 1218
were not taken note of 95
were not taken over as 57
were not taken over by 825
were not taken over in 62
were not taken prior to 87
were not taken till the 103
were not taken when the 71
were not thinking along the 60
were not thinking much of 85
were not thinking only of 155
were not thinking what he 46
were not throwing away the 55
were not thrown away as 54
were not thrown away on 181
were not thrown into the 596
were not thrown open to 250
were not thrown upon the 51
were not thrust into the 62
were not thrust upon the 71
were not times when it 49
were not times when the 62
were not tried during the 145
were not truly part of 131
were not under fire at 53
were not under threat of 59
were not wanting among the 637
were not wanting during the 80
were not wanting even in 235
were not wanting from the 86
were not wanting many of 48
were not wanting many to 173
were not wanting some of 109
were not wanting some to 290
were not wanting such as 47
were not wanting those in 209
were not wanting those of 76
were not wanting those to 174
were not wanting upon the 54
were not wanting when the 71
were not willing even to 187
were not wiped away in 125
were not within range of 257
were not within reach of 689
were not working during the 157
were not working well at 49
were not working well in 68
were not working when the 40
were not worthy even to 63
were not woven into the 135
were now about ready to 68
were now added those of 463
were now alike open to 46
were now bending over the 44
were now breaking into the 44
were now breaking over the 56
were now close upon the 316
were now close upon us 47
were now drawn from the 176
were now drawn into the 336
were now driving along the 59
were now driving over the 43
were now falling back in 59
were now falling back on 125
were now falling into the 66
were now fired from the 54
were now fixed upon the 463
were now flowing from the 40
were now flowing into the 62
were now found among the 59
were now freed from the 512
were now fully able to 46
were now getting down to 63
were now getting into the 255
were now getting ready to 364
were now getting used to 85
were now given back to 44
were now given over to 317
were now growing weary of 42
were now grown rich as 70
were now grown weary of 83
were now headed back to 70
were now issuing from the 64
were now looking down at 40
were now looking down on 68
were now missing from the 78
were now moved into the 56
were now nearly ready to 75
were now passing along the 86
were now passing down the 52
were now passing from the 57
were now passing into the 91
were now passing over the 172
were now pouring down the 56
were now pouring into the 569
were now pouring over the 56
were now pushing into the 49
were now quite ready to 293
were now quite used to 42
were now raining down on 45
were now right over the 49
were now running along the 141
were now running down the 81
were now running from the 41
were now running into the 89
were now rushing into the 57
were now seated among the 79
were now seated side by 51
were now sitting face to 69
were now sitting side by 93
were now spread over the 214
were now swept away by 162
were now swept away in 47
were now taken care of 99
were now taken from the 259
were now taken into the 172
were now taken over by 612
were now thinking only of 44
were now thrown back on 69
were now thrown into the 566
were now thrown open to 408
were now thrown upon the 129
were now thrust into the 70
were now walking along the 192
were now walking back to 42
were now walking down the 116
were now walking side by 94
were now within range of 315
were now within reach of 256
were now working hand in 51
were now working hard to 51
were now woven into the 45
were off again down the 75
were off again into the 114
were old hands from the 43
were one block from the 48
were one dense mass of 49
were one small part of 54
were one solid mass of 126
were our first line of 64
were out hunting when the 44
were out walking along the 95
were put again into the 42
were put aside during the 95
were put aside when he 64
were put aside when the 67
were put still more on 72
were put under arms in 43
were put under arms to 45
were put under bond to 71
were put within reach of 45
were read aloud during the 100
were read aloud from the 112
were real people living in 57
were rung every hour to 56
were set apart among the 65
were set apart from the 2776
were set aside during the 219
were set aside from the 425
were set aside when he 49
were set aside when the 162
were set loose from the 159
were set loose upon the 55
were she sprung from the 40
were six miles from the 214
were six months ahead of 44
were six still clinging to 58
were six times those of 96
were ten miles from the 307
were ten miles north of 67
were ten miles south of 55
were ten times more so 81
were ten times those of 176
were ten times what it 98
were ten yards from the 110
were that fifty years of 100
were that morning made in 67
were that people whom in 50
were that which till to 41
were then added into the 72
were then asked what the 124
were then built into the 93
were then close upon the 138
were then coded into the 47
were then drawn back to 40
were then drawn from the 273
were then drawn into the 141
were then drawn over the 43
were then fired from the 150
were then fired into the 133
were then fired upon by 52
were then fixed upon the 42
were then flown back to 67
were then found from the 51
were then freed from the 121
were then given away to 44
were then given back to 79
were then given into the 58
were then given over to 160
were then given time to 93
were then heaped upon the 52
were then input into the 81
were then known only to 84
were then leased back to 69
were then looming upon the 42
were then moved along the 70
were then moved back to 87
were then moved down the 42
were then moved from the 77
were then moved into the 160
were then pouring into the 196
were then running over the 63
were then shining upon me 152
were then shown into the 83
were then shown over the 75
were then spread over the 170
were then still living at 44
were then still living in 98
were then still part of 47
were then stuck into the 63
were then swept away by 46
were then swept into the 69
were then taken away by 116
were then taken away in 54
were then taken away to 80
were then taken back to 804
were then taken care of 51
were then taken down by 43
were then taken down in 49
were then taken down to 140
were then taken from the 1031
were then taken from us 48
were then taken into the 802
were then taken over by 1124
were then taken over the 52
were then taken over to 62
were then thrown down the 66
were then thrown from the 40
were then thrown into an 45
were then thrown into the 1267
were then thrown open to 195
were then thrown over the 110
were then thrown upon the 115
were then thrust into the 116
were then working down the 146
were then woven into the 60
were they again able to 50
were they drawn from the 60
were they found among the 46
were they freed from the 132
were they given over to 69
were they never able to 42
were they really trying to 72
were they seated when the 93
were they taken from the 78
were they thrown into the 55
were they within reach of 98
were they would have to 123
were things which must be 49
were things which were to 48
were this kingdom such as 53
were this world ever so 228
were thus built into the 99
were thus drawn from the 93
were thus drawn into an 54
were thus drawn into the 511
were thus easily able to 51
were thus freed from the 511
were thus given over to 122
were thus given time to 126
were thus named from the 109
were thus never able to 42
were thus often able to 64
were thus saved from the 387
were thus seated side by 116
were thus spread over the 57
were thus still able to 66
were thus swept away by 44
were thus taken care of 142
were thus taken from the 165
were thus taken from us 59
were thus taken into the 62
were thus taken over by 77
were thus thrown back on 115
were thus thrown into the 234
were thus thrown open to 186
were thus thrown upon the 171
were thus thrust into the 44
were thus woven into the 47
were too badly hurt to 237
were too beaten down to 42
were too close upon the 41
were too fresh from the 59
were too nearly akin to 65
were too newly born to 97
were too often able to 42
were too often left to 125
were too often lost in 42
were too often made the 90
were too often made to 65
were too often ready to 93
were too often seen as 164
were too often sent to 42
were too often those of 84
were too often used as 146
were too small even to 129
were too small ever to 81
were too small when the 41
were too strong ever to 46
were too tired even to 454
were too tired from the 105
were two basic ways in 51
were two basic ways of 73
were two basic ways to 86
were two broad arms of 90
were two discs moving in 49
were two doors into the 65
were two doors leading to 97
were two doors side by 45
were two empty seats at 60
were two empty seats in 48
were two empty seats on 42
were two exits from the 71
were two girls from the 48
were two hours ahead of 83
were two hours early in 40
were two hours from the 45
were two hours into the 63
were two hours late in 93
were two hours more of 55
were two human beings in 48
were two large areas of 41
were two large beds in 44
were two lines from the 54
were two major areas in 48
were two major areas of 226
were two major sets of 66
were two major ways in 57
were two miles away at 51
were two miles down the 41
were two miles from the 545
were two miles north of 69
were two miles over the 41
were two miles south of 46
were two months more of 61
were two others from the 71
were two people ahead of 73
were two people from the 106
were two people living in 75
were two people trying to 43
were two rival sets of 99
were two roads from the 47
were two roads leading to 175
were two roads open to 128
were two small boys in 73
were two steps ahead of 80
were two steps from the 57
were two steps leading up 46
were two strong rows of 44
were two weeks ahead of 42
were two which were to 47
were two women among the 96
were two women from the 69
were using every drop of 85
were using every means at 70
were using every means in 157
were using every means to 315
were using water from the 56
were with jesus from the 76
were with jesus when he 98
were yet drawn over the 73
were yet fresh from the 40
were yet fresh upon the 46
were yet lingering upon the 112
were yet within hearing of 49
were yet within reach of 76
were you gonna tell me 96
were you really able to 43
were you really trying to 106
were you taken from me 45
were you thinking during the 50
were you thinking when the 44
were you would have to 50
west and empty into the 124
west and falls into the 175
west and flows into the 49
west and russia from the 46
west and spread over the 45
what all flesh came to 54
what all games have in 63
what all human beings do 139
what all people have in 113
what all women have in 45
what and where were the 91
what are known among the 54
what are known here as 125
what are often seen as 1040
what are often used as 48
what are people trying to 42
what are still some of 73
what both sides have to 153
