waged war against great britain 51
which this unhappy race endured 42
which thou wouldst fain destroy 41
which thou wouldst have spoiled 47
which thus provide only general 47
which two editions have appeared 87
which two editions were printed 68
which two thousand five hundred 229
which two thousand four hundred 52
which two thousand three hundred 44
which two vessels draw together 82
which two volumes have appeared 226
which was brought from america 100
which was brought from holland 49
which was brought from tuscany 44
which was brought into contact 175
which was brought into question 71
which was brought into service 87
which was derived from foreign 55
which was derived from similar 40
which was derived from sources 71
which was derived from studies 52
which was derived very largely 70
which was devouring their country 40
which was distant from jupiter 49
which was divided among several 83
which was divided into classes 56
which was divided into sections 238
which was divided into several 646
which was divided into sixteen 53
which was divided into smaller 93
which was divided into squares 63
which was divided into thirteen 122
which was divided into vessels 118
which was entered into between 500
which was founded upon liberty 41
which was hatched many thousand 139
which was located just outside 519
which was perhaps only natural 106
which was pressed into service 163
which was rescued from oblivion 74
which was revealed unto abraham 213
which was touched upon briefly 41
which yet affects their passions 54
which you desired their friends 40
which you explain your position 85
which you express your opinions 41
which you express your thoughts 83
which you present your material 117
which you suppose great britain 64
which you welcome your friends 64
while all parties were disputing 44
while her husband went forward 210
while her parents were traveling 49
while his friends were content 41
while his parents were returning 149
while his parents were traveling 94
while its central part becomes 52
while our company were dragged 43
while she herself came forward 93
while she pursued those measures 42
while they confess your justice 53
while they enjoyed their liberty 52
while they increase their clamors 47
while they pursued their studies 92
while they seasoned their pastime 71
while this process went forward 43
while two thousand five hundred 47
while you collect your thoughts 64
while you pursued your ancient 84
whose head offices were located 44
wires are brought into contact 110
withal this mystery once revealed 95
within and between these domains 55
within and between these sectors 58
within and between these systems 143
within and outside north america 50
within and outside their borders 122
within and outside their country 73
within and outside your company 105
within each society such persons 71
within its circuit will compose 101
within one hundred days previous 81
within one thousand five hundred 78
within two thousand five hundred 64
wives and virgins were violated 47
woman and between your offspring 49
woman who escaped from slavery 64
woman who marries into ireland 44
woman who suffers from chronic 41
woman you respect rail against 74
women and adverse birth outcome 54
women and enjoyed their company 101
women for following their natural 69
words and phrases from foreign 129
words and phrases from outside 46
words and phrases have entered 45
words and phrases into clauses 66
words and phrases like however 61
words and phrases were repeated 71
words are divided into classes 63
words are grouped into phrases 113
words can testify more strongly 75
words may reassure those parents 41
words put together like dominoes 72
words that express ideas opposed 43
words that express your thoughts 49
words they profess were repeated 44
working with clients from diverse 137
working with southeast asian refugee 96
world are brought forth blended 64
world are pressed more closely 75
world has hitherto been unknown 50
world one thousand nine hundred 123
world was divided into hostile 55
world was divided into parties 51
world was divided into several 73
world was divided into spheres 65
worse than several other animals 46
would get herself into trouble 68
would get himself into trouble 175
would not abandon their position 41
would not achieve their purpose 57
would not advance their careers 45
would not advance your affairs 54
would not artists have painted 91
would not believe what happens 43
would not believe what trouble 44
would not benefit from surgery 46
would not condone such behavior 40
would not deliver their carrots 56
would not develop into capital 40
would not discuss such matters 78
would not forsake their religion 78
would not improve their position 62
would not perhaps have appeared 41
would not perhaps have escaped 177
would not perhaps have existed 47
would not perhaps have noticed 50
would not perhaps have written 40
would not present their petition 80
would not prevent pity towards 81
would not provide much insight 48
would not receive much support 63
would not receive their message 71
would not receive their support 72
would not require much capital 49
would not require much ingenuity 40
would not require such uniform 43
would not satisfy their demands 91
would not satisfy your ambition 51
would not survive five minutes 69
would not survive their beloved 91
would not willingly have allowed 71
would not willingly have brought 95
would not willingly have endured 64
would not willingly have touched 66
would not withdraw their support 58
would now possess true freedom 52
would our petition have availed 43
would you explain these results 148
would you explain your decision 77
would you explain your position 53
would you justify your decision 129
would you justify your position 45
wound are brought into contact 64
writing was entered into between 120
wrote had perhaps been written 50
wrote with egotism more intense 61
