we add another layer of 68
we are simply seeking to 99
we are simply setting up 66
we are simply speaking of 50
we are simply stating the 88
we are simply thinking of 42
we are slowly learning the 56
we are slowly learning to 149
we are smarting under it 49
we are smarting under the 79
we are sorely lacking in 80
we are spending about rs 71
we are spending money in 44
we are spending money on 126
we are standing close to 44
we are standing right in 87
we are standing still or 52
we are standing under the 48
we are standing within the 59
we are striving after in 42
we are struck again by 71
we are struck first by 172
we are struck first of 205
we are struck rather by 107
we are studying about the 65
we are surely bound to 222
we are surely right in 155
we are surely right to 131
we are taught about the 231
we are taught first to 56
we are taught never to 126
we are taught rather to 53
we are thereby ripping the 62
we are thought worthy of 74
we are tossed about by 136
we are tossed about in 52
we are tossed about on 62
we are training people to 68
we are turned after the 42
we are unable either to 537
we are unable fully to 457
we are unable today to 64
we are unable truly to 65
we are unclear about the 219
we are unsure about the 474
we are warned about the 137
we are warned rather to 47
we are wholly given up 45
we are wholly taken up 57
we are wholly under the 40
we are wholly within the 51
we are wisely willing to 44
we are without father or 80
we are without power to 227
we are worrying about is 44
we are worrying about the 138
we ask whence comes the 51
we both became aware of 184
we both caught sight of 67
we both forgot about it 68
we both thought would be 56
we can affirm about it 40
we can afford space to 45
we can afford today the 182
we can almost catch the 114
we can almost count on 123
we can almost count the 88
we can almost fancy we 124
we can almost never be 49
we can almost sense the 55
we can almost smell the 222
we can almost taste the 56
we can almost touch it 121
we can almost touch the 56
we can almost trace the 118
we can almost watch the 75
we can already begin to 561
we can already point to 123
we can already sense the 79
we can already study the 57
we can already trace the 136
we can always appeal to 171
we can always apply the 86
we can always blame it 42
we can always blame the 103
we can always change it 139
we can always change the 225
we can always check the 48
we can always count on 2482
we can always doubt the 56
we can always force the 50
we can always infer the 142
we can always point to 194
we can always raise the 130
we can always refer to 205
we can always shift the 46
we can always smile in 88
we can always solve the 83
we can always stand it 52
we can always trace the 203
we can always trust the 53
we can always write an 45
we can always write it 66
we can always write the 230
we can arrange about the 68
we can assert about the 57
we can assess where we 43
we can assign meanings to 47
we can assume about the 61
we can assume would be 51
we can attain within the 85
we can barely begin to 180
we can barely guess at 53
we can barely stand to 41
we can barely touch on 41
we can become anything we 52
we can become aware of 3677
we can become blind to 42
we can become stuck in 54
we can become worthy of 68
we can better enjoy the 48
we can better focus on 68
we can better gauge the 57
we can better grasp the 411
we can better judge by 44
we can better judge of 161
we can better judge the 150
we can better serve the 294
we can better stand in 60
we can better study the 73
we can better trace the 54
we can borrow money at 52
we can choose either of 90
we can choose either the 104
we can choose either to 229
we can choose where to 76
we can choose where we 137
we can choose which of 95
we can choose which we 48
we can clearly grasp the 42
we can clearly trace in 45
we can clearly trace the 618
we can decide about the 213
we can decide either to 42
we can decide where the 59
we can decide where to 269
we can decide where we 185
we can decide which is 162
we can decide which of 345
we can deduce about the 153
we can define motion as 48
we can detect echoes of 51
we can detect signs of 209
we can detect within the 43
we can effect change in 75
we can enable people to 44
we can expect about the 54
we can expect either the 80
we can expect firms to 84
we can expect others to 218
we can expect people to 425
we can expect under the 82
we can expect women to 98
we can fairly claim to 139
we can fairly judge of 72
we can forget about it 623
we can forget about the 1395
we can hardly admit the 104
we can hardly adopt the 46
we can hardly appeal to 94
we can hardly apply the 145
we can hardly avoid it 51
we can hardly avoid the 1862
we can hardly begin to 493
we can hardly blame the 886
we can hardly boast of 79
we can hardly claim to 526
we can hardly count on 372
we can hardly count the 71
we can hardly doubt as 50
we can hardly doubt he 51
we can hardly doubt is 52
we can hardly doubt it 124
we can hardly doubt of 167
we can hardly doubt the 437
we can hardly doubt to 120
we can hardly enter the 70
we can hardly fault the 65
we can hardly grasp the 106
we can hardly guess at 130
we can hardly judge by 47
we can hardly judge of 175
we can hardly place the 51
we can hardly point to 133
we can hardly refer to 145
we can hardly stand it 143
we can hardly stand on 53
we can hardly stand to 50
we can hardly stand up 133
we can hardly trace it 59
we can hardly trace the 70
we can hardly trust the 48
we can indeed begin to 48
we can indeed trace the 59
we can induce others to 48
we can induce people to 52
we can instead focus on 50
we can invite others to 61
we can invite people to 48
we can justly boast of 45
we can justly claim to 180
we can listen twice as 229
we can measure either the 85
we can merely guess at 97
we can merely point to 71
we can merely refer to 111
we can neither grasp it 44
we can neither trace the 58
we can neither weigh in 107
we can obtain about the 201
we can obtain either the 72
we can readily admit the 58
we can readily apply the 65
we can readily apply to 55
we can readily grasp the 140
we can readily infer the 70
we can readily point to 56
we can readily prove by 49
we can readily prove the 65
we can readily refer to 50
we can readily solve the 58
we can readily study the 45
we can readily trace the 344
we can readily write the 78
we can remain aware of 61
we can remain within the 48
we can remove after no 83
we can return again to 145
we can return later to 53
we can safely adopt the 40
we can safely allow the 48
we can safely appeal to 69
we can safely apply the 105
we can safely count on 278
we can safely infer is 52
we can safely infer the 95
we can safely judge of 41
we can safely place the 62
we can safely refer to 97
we can safely trust the 122
we can safely trust to 104
we can scarce blame the 74
we can settle about the 64
we can simply appeal to 49
we can simply apply the 243
we can simply change the 203
we can simply count the 129
we can simply enter the 55
we can simply focus on 97
we can simply place the 66
we can simply point to 101
we can simply refer to 301
we can simply repeat the 72
we can simply reuse the 41
we can simply store the 45
we can simply write the 116
we can slowly begin to 43
we can surely agree on 81
we can surely count on 148
we can theorize about the 77
we can wonder about the 167
we did become aware of 111
we did before about the 52
we did something about it 832
we did something about the 136
we doing something about it 46
we get another proof of 42
we get better views of 52
we get enough money to 102
we get enough people to 46
we get further light on 42
we get little sense of 219
we get pretty close to 42
we get serious about the 49
we get something which is 108
we got almost tired of 89
we got enough money to 148
we got fairly close to 61
we got pretty close to 172
we had agreed never to 78
we had agreed would be 51
we had almost begun to 116
we had almost ceased to 268
we had almost given it 44
we had almost given up 1773
we had already begun the 85
we had already begun to 1365
we had already built up 81
we had already drawn up 60
we had already found in 167
we had already found it 46
we had already found so 68
we had already found the 114
we had already found to 86
we had already given the 92
we had already given to 60
we had already given up 163
we had already lived in 55
we had already moved on 90
we had already moved to 90
we had already noted in 104
we had already noted the 56
we had already spent in 40
we had already taken in 75
we had already taken the 178
we had already taken up 90
we had already tried to 57
we had always found the 78
we had always hoped to 89
we had always known as 57
we had always known it 230
we had always known we 48
we had always lived in 349
we had always lived on 135
we had always longed to 44
we had always taken it 69
we had always taken the 89
we had always tried to 189
we had another evening by 124
we had another glass of 74
we had another group of 62
we had another meeting at 154
we had another meeting in 97
we had another meeting of 99
we had another meeting to 58
we had another night of 41
we had another piece of 90
we had another round of 161
we had another shock of 59
we had argued about it 54
we had barely begun to 174
we had become aware of 479
we had become tired of 103
we had before about the 82
we had before found in 75
we had better adopt the 69
we had better agree on 49
we had better agree to 101
we had better allow the 82
we had better avoid it 56
we had better avoid the 124
we had better await the 65
we had better begin at 177
we had better begin by 415
we had better begin the 71
we had better begin to 424
we had better catch up 117
we had better change the 400
we had better check the 46
we had better close the 79
we had better defer it 48
we had better defer the 107
we had better defer to 177
we had better first of 43
we had better hurry on 50
we had better hurry to 105
we had better hurry up 241
we had better pause to 45
we had better refer to 43
we had better round it 44
we had better search the 42
we had better sleep in 87
we had better sleep on 109
we had better spend the 96
we had better stand by 77
we had better start at 635
we had better start by 192
we had better start on 40
we had better start the 77
we had better start to 106
we had better stick to 703
we had better study the 88
we had better trust to 68
we had better write to 58
we had bidden adieu to 117
we had caught sight of 363
we had copied after the 46
we had created under the 42
we had doubts about the 171
we had dreamed about it 95
we had enough funds to 41
we had enough light to 72
we had enough money in 98
we had enough money to 1630
we had enough money we 92
we had enough people to 118
we had enough power to 46
we had enough sense to 125
we had enough space to 41
we had enough votes to 67
we had enough water to 94
we had fallen short of 121
we had fallen under the 66
we had finery about us 53
we had fondly hoped to 109
we had gained under the 42
we had greater reason to 51
we had hardly anything in 48
we had hardly anything to 58
we had hardly begun the 45
we had hardly begun to 356
we had hardly ceased to 40
we had hardly dared to 205
we had indeed found the 70
we had landed forty or 87
we had learned about in 281
we had learned about it 61
we had learned about the 689
we had learned never to 44
we had little cause to 92
we had little doubt of 277
we had little hopes of 221
we had little money to 122
we had little reason to 677
we had little sense of 124
we had looked about us 77
we had notice given by 53
we had passed close to 112
we had passed round the 80
we had passed since the 40
we had passed since we 43
we had passed under the 250
we had passed within the 71
we had reached about the 126
we had reached nearly the 92
we had secure plugs to 40
we had shaken hands he 77
we had shaken hands on 89
we had shaken hands we 48
we had simply taken the 47
we had something given us 63
we had something nearer to 74
we had sought sleep in 50
we had spoken about it 54
we had spoken about the 105
we had stayed where we 88
we had superb views of 42
we had talked about an 42
we had talked about at 104
we had talked about in 313
we had talked about it 865
we had talked about my 90
we had talked about on 60
we had talked about so 235
we had talked about the 1090
we had tasted since the 48
we had tasted since we 176
we had thought about it 325
we had thought about the 125
we had thought might be 112
we had thought would be 265
we had twelve miles to 157
we had twenty miles to 94
we had twenty times as 138
we had vainly tried to 98
we had various kinds of 59
we had waited about an 157
we had waited until the 237
we had waited until we 180
we had walked round the 99
we hear hardly anything of 97
we hear little about it 155
we hear little about the 418
we hear someone refer to 42
we hear something about the 106
we hear spoken about us 42
we lay drifting about in 81
we lay eleven hours in 40
we lay packed tight in 92
we may almost apply to 87
we may almost fancy we 44
we may already begin to 146
we may always admit the 43
we may always judge of 85
we may assume would be 66
we may become aware of 1667
we may become blind to 51
we may become heirs of 58
we may become springs of 73
we may become willing to 51
we may become worthy of 513
we may become worthy to 106
we may better grasp the 102
we may better judge of 135
we may better judge the 46
we may better serve the 79
we may calmly point to 97
we may choose either of 56
we may choose either the 86
we may choose either to 90
we may choose which we 91
we may clearly trace the 268
we may credit either the 70
we may decide about the 119
we may detect signs of 80
we may differ about the 215
we may divide cases of 84
we may employ either of 42
we may employ either the 117
we may expect after the 47
we may expect every thing 60
we may expect often to 48
we may expect others to 73
we may expect people to 87
we may expect within the 53
we may expect women to 53
we may fairly allow to 50
we may fairly appeal to 60
we may fairly apply the 59
we may fairly apply to 58
we may fairly claim as 42
we may fairly claim the 71
we may fairly claim to 396
we may fairly doubt the 97
we may fairly infer the 118
we may fairly judge by 44
we may fairly judge of 163
we may fairly place the 61
we may fairly point to 61
we may fairly refer the 41
we may fairly state the 107
we may fairly trace the 91
we may follow either of 42
we may forget about it 47
we may forget about the 143
we may freely admit the 64
we may freely limit the 45
we may further cause to 94
we may further grant to 168
we may further refer to 43
we may glance again at 42
we may glance first at 45
we may indeed begin to 62
we may indeed count as 42
we may justly adopt the 47
we may justly apply the 162
we may justly apply to 249
we may justly boast of 89
we may justly claim it 106
we may justly claim the 191
we may justly claim to 95
we may justly infer the 144
we may justly style it 57
we may listen again to 43
we may mention again the 88
we may mention first of 60
we may mention first the 234
we may notice first the 134
we may partly trace the 46
we may readily admit the 118
we may readily infer the 145
we may readily judge of 64
we may readily trace the 138
we may reckon beauty in 48
we may regard either as 256
we may regard music as 52
we may regard rather as 85
we may remain nearly as 56
we may remain within the 41
we may return again to 210
we may return thanks to 65
we may revert again to 49
we may safely abide by 95
we may safely admit the 92
we may safely adopt it 57
we may safely adopt the 299
we may safely allow the 47
we may safely appeal to 577
we may safely apply it 57
we may safely apply the 178
we may safely apply to 95
we may safely claim to 51
we may safely count on 273
we may safely infer it 46
we may safely infer the 220
we may safely judge of 41
we may safely place it 86
we may safely place the 177
we may safely refer it 44
we may safely refer the 94
we may safely refer to 211
we may safely trust in 123
we may safely trust it 49
we may safely trust the 486
we may safely trust to 2293
we may simply adopt the 44
we may simply apply the 40
we may simply point to 60
we may simply refer to 197
we may simply state the 48
we may simply write the 43
we may surely point to 88
we may thereby swamp the 54
we may without breach of 40
we may without danger of 120
we may wonder about the 679
we may wonder where the 52
we may wonder which of 47
we mean something which is 185
we met almost daily at 44
we met another group of 140
we met another party of 107
we met massed acres of 82
we not already begun to 71
we not already found the 90
we not already shown the 45
we not always found it 48
we not become aware of 64
we not expect would be 69
we not looked rather at 75
we now become aware of 81
we owe almost every thing 45
we owe special thanks to 621
we pay another visit to 41
we put little trust in 80
we saw another group of 94
we saw another party of 58
we saw another strong thing 57
we saw crowds running to 43
we saw divers kinds of 59
we saw earlier about the 50
we saw little towns or 65
we saw neither house or 43
we say hounds ought to 65
we say little about the 66
we say something about it 72
we say something about the 571
we say something which is 49
we see another facet of 132
we see another group of 76
we see another order of 77
we see another phase of 44
we see another point of 80
we see another proof of 117
we see clearly where the 57
we see little change in 117
we see little merit in 69
we see little point in 102
we see little reason to 483
we see little trace of 67
we see little value in 77
we see something which is 163
we see something which we 128
we see sporting about the 75
we see various forms of 69
we see various kinds of 60
we see various types of 48
we see without looking at 46
we set little store by 50
we then become aware of 136
we then obtain where the 71
we then obtain which is 60
we then walked about the 47
we thus become aware of 123
we use common sense in 44
we use common words on 66
we use various forms of 42
we use various types of 70
wing out beside white wing 56
wing was placed under the 71
