wagons were making their way 52
without ever having seen his 216
without ever having seen its 49
without ever having seen one 1426
without ever having seen that 47
without ever having seen them 633
without ever having seen you 134
without ever leaving room for 128
without ever leaving their own 93
without ever leaving your car 58
without ever leaving your own 42
without ever losing time for 42
without ever moving from his 113
without ever saying what they 66
without ever seeing more than 46
without ever seeing what you 67
without giving away more than 66
without giving away their own 40
without having been heard and 62
without having been more than 97
without having been once off 43
without having been paid for 112
without having been sent for 77
without having been told that 212
without having been used for 108
without having done more than 319
without having duly heard and 84
without having ever done any 50
without having ever made any 52
without having ever once met 100
without having ever seen any 55
without having ever seen each 43
without having ever seen her 128
without having ever seen him 116
without having ever seen its 76
without having ever seen one 44
without having ever seen them 54
without having heard from him 40
without having heard from you 54
without having made peace with 94
without having made sure that 118
without having paid such tax 75
without having seen more than 117
without having seen such things 44
without help from those who 70
without leaving much room for 83
without leaving your room you 86
without losing more time than 130
without making their peace with 59
without many tears from his 40
without moving away from his 63
without moving from your seat 61
without moving their lips and 72
without much caring what goes 51
without much hard work and 54
without much help from any 58
without much help from her 120
without much help from him 86
without much help from his 102
without much help from them 47
without much help from you 77
without much other loss than 51
without news from home for 75
without once more seeing you 52
without saying much more than 61
without some help from him 48
without some help from his 54
without some help from this 47
without some help from you 87
without some very good and 62
without taking away from any 41
without taking away from him 55
without taking away from its 141
without taking away from them 62
without taking more time than 42
without taking much from its 74
without taking much time for 68
without taking their eyes off 1395
without taking their shoes off 41
without taking your eyes off 772
without taking your hand off 44
without tears coming into his 150
without their ever having had 86
without their good leave and 51
without their hard work and 97
without their having made any 69
without their host when they 46
without there having been any 2224
without your free will and 66
wolves have been here not 53
wolves have made ready for 56
wolves will come among you 95
wonder their poor papa can 68
wonder what duke will pay 107
wonder what else there was 117
wonder what lies ahead for 162
wonder what need there had 66
wonder what nice young man 86
wonder what time next year 40
wonder what went wrong and 143
wonder what went wrong with 211
wonder what will come out 89
wonder your wife left you 67
wooden door swung open and 115
worked away from home all 55
worked away from home and 234
worked away from home for 265
worked best when there was 127
worked only part time and 80
worked only part time for 72
worked only when there was 99
worked their will upon him 69
worked very hard among you 50
worked very hard during his 77
worked very hard during this 54
worked well when there was 74
worker must make sure that 63
worlds have come into being 49
worlds like beads upon his 75
worlds spring forth from thee 89
wounds have been deep and 109
wounds tingle most when they 44
wrench your heart from man 66
wretch went unto those men 47
writer into your mind that 52
writer must have been one 58
writer must have made one 64
writer must have more than 44
writer must make sure that 139
writer must take care that 305
writer must work into his 58
writings have been lost and 74
writings have done more than 77
