wag its tail and another 79
was far from being immune 70
was far from being lively 52
was far from being lovely 54
was far from being master 241
was far from being merely 935
was far from being mortal 93
was far from being narrow 50
was far from being normal 95
was far from being obvious 82
was far from being partial 84
was far from being pinned 51
was far from being pleased 1313
was far from being pretty 40
was far from being proved 51
was far from being purely 308
was far from being reached 176
was far from being robust 73
was far from being ruined 107
was far from being secure 219
was far from being severe 48
was far from being shaken 76
was far from being shared 259
was far from being simple 179
was far from being simply 342
was far from being singular 138
was far from being solely 150
was far from being solved 433
was far from being something 93
was far from being stable 105
was far from being static 62
was far from being stupid 117
was far from being suited 43
was far from being thought 75
was far from being through 130
was far from being unique 234
was far from being united 705
was far from being versed 55
was far from being wholly 779
was far from being widely 55
was far from being without 709
was far from her policy 40
was far from his desire 163
was far from his family 61
was far from his native 97
was far from his nature 102
was far from his thought 130
was far less than before 151
was far more than another 49
was far more than antony 52
was far more than anyone 106
was far more than double 147
was far more than enough 448
was far more than merely 713
was far more than offset 177
was far more than repaid 44
was far more than simple 107
was far more than simply 1140
was far more than virgin 49
was fit into this scheme 42
was fit only for slaves 124
was fit upon that solemn 41
was for eton and oxford 42
was for ever far beyond 41
was for gold and silver 88
was for less than twenty 41
was for many and obvious 58
was for more and better 246
was for more than twelve 45
was for more than twenty 857
was for their own safety 518
was for these two reasons 89
was for those who needed 54
was for those who sought 50
was for those who wanted 160
was for those who wished 126
was for those who worked 72
was for what they called 50
was for what was called 63
was for years sir robert 56
was for your own safety 149
was fun when you played 70
was going away and wanted 57
was going away for awhile 61
was going away she begged 71
was going away she looked 48
was going back for another 105
was going fine and breezy 55
was going home and pulled 51
was going home for dinner 67
was going into her prison 53
was going into his office 79
was going into its second 70
was going much too slowly 65
was going over his speech 46
was going over old ground 101
was going there was little 42
was going very far indeed 177
was got into his stilts 43
was her bread and butter 120
was her eyes that caught 108
was her eyes that struck 41
was her face with smiles 218
was her lord and master 615
was her name they called 60
was her only real friend 331
was her theory that nature 43
was her very dear friend 43
was his body that needed 52
was his bread and butter 971
was his code and digest 50
was his duty not merely 96
was his duty now becoming 65
was his eyes that caught 192
was his eyes that struck 57
was his face and manner 44
was his from that moment 41
was his hand that guided 63
was his high and simple 66
was his home for twenty 91
was his hope and belief 54
was his hope and prayer 60
was his hope that through 59
was his last act before 62
was his last and crowning 44
was his last and earnest 45
was his lord and master 370
was his love for christ 103
was his love for greece 65
was his love for nature 48
was his only real chance 43
was his only real friend 209
was his size and strength 40
was his true and lawful 65
was his wife and family 57
was his wife and sister 117
was his wife who called 43
was his will and desire 119
was his will they should 87
was his wish and desire 110
was his wish they should 40
was his word that riches 41
was hit fair and square 58
was how much she missed 89
was how much she wanted 341
was how much she wished 40
was how soon they should 68
was icy cold and tasted 46
was its life and strength 43
was its lord and master 41
was led from his prison 113
was led into his office 75
was led into this opinion 48
was led into this thought 81
was let down and pulled 41
was lying back with closed 44
was near what was called 43
was near your age before 81
was not aiding and abetting 137
was not among his failings 133
was not among his faults 259
was not among that number 106
was not among this number 54
was not angry with anyone 136
was not angry with carter 43
was not asking for advice 159
was not asking for myself 80
was not asking for something 111
was not asking for special 71
was not born and raised 314
was not born for another 92
was not born for courts 252
was not born for myself 63
was not born for repose 69
was not busy doing something 60
was not clear and bright 57
was not clear that anyone 97
was not clear then whether 50
was not clear was whether 403
was not clear who should 158
was not clear with regard 88
was not clear yet whether 103
was not coming any closer 304
was not coming for another 99
was not crying for myself 56
was not dealing with another 44
was not dealing with someone 60
was not deft and active 89
was not done for another 48
was not done for effect 88
was not done for profit 54
was not done for reasons 55
was not done long before 41
was not done that should 50
was not done with intent 83
was not done with malice 112
was not done with regard 41
was not eager and exacting 53
was not eager for another 96
was not eager for office 45
was not earning his salary 55
was not even any mention 142
was not even any system 45
was not even big enough 569
was not even his friend 43
was not even long enough 91
was not even man enough 117
was not even old enough 674
was not even one person 100
was not even that excuse 76
was not even that pretty 114
was not even that strange 81
was not even yet wholly 90
was not ever hung before 118
was not fair and square 123
was not fair that someone 89
was not faring any better 332
was not firm and stable 72
was not four and twenty 63
was not from any defect 40
was not from any desire 289
was not from any motive 42
was not from any opinion 92
was not from any secret 65
was not from any special 88
was not from new england 134
was not from new orleans 59
was not from that moment 40
was not from that portion 41
was not from this planet 57
was not from this source 71
was not giving any ground 58
was not giving any thought 88
was not giving her enough 584
was not giving him enough 510
was not giving them enough 312
was not glad that foster 41
was not gold and silver 344
was not gold but silver 46
was not gold but tinsel 64
was not gone far before 125
was not gone long before 131
was not gone long enough 132
was not good for anyone 279
was not good for babies 45
was not good for drinking 130
was not good for france 43
was not good for little 139
was not good for morale 158
was not good for public 49
was not good for something 136
was not guns and swords 97
was not half big enough 151
was not half long enough 167
was not half that number 85
was not hard for anyone 73
was not having any better 87
was not having any effect 269
was not having any impact 47
was not held long enough 109
was not here long before 199
was not here long enough 448
was not hiding his feelings 40
was not home and neither 42
was not home for dinner 220
was not home for supper 71
was not home long before 62
was not home long enough 80
was not hurt and neither 56
was not just and proper 44
was not just any building 40
was not just any common 50
was not just any little 65
was not just any person 59
was not just being modest 54
was not just being polite 566
was not just for effect 48
was not just for myself 55
was not just for public 44
was not just going through 475
was not just her clothes 57
was not just his clothes 70
was not just his height 91
was not just his opinion 100
was not just one bigger 43
was not just one person 318
was not just our family 47
was not just that someone 62
was not kind and gentle 114
was not late for school 79
was not leaving for another 85
was not left far behind 53
was not left long enough 51
was not left long without 131
was not less but greater 52
was not less than before 215
was not less than eighty 200
was not less than eleven 78
was not less than ninety 130
was not less than twelve 1218
was not less than twenty 1467
was not like any modern 73
was not like her brother 152
was not like her friend 54
was not like her sister 351
was not like his brother 256
was not like his friend 211
was not like his sister 168
was not like new england 43
was not like our modern 72
was not like she needed 86
was not like she wanted 120
was not like that before 1210
was not like that mental 55
was not like this before 1761
was not like you thought 41
was not living with anyone 65
was not losing any weight 69
was not losing his temper 40
was not lost but stolen 66
was not love nor passion 47
was not made any better 626
was not made any clearer 73
was not made for another 142
was not made for common 237
was not made for public 50
was not made for sleeping 50
was not made for sorrow 60
was not made for travel 43
was not made long before 117
was not made with intent 301
was not made with malice 57
was not made with regard 47
was not made with serious 40
was not making any claims 61
was not making any effort 425
was not making any headway 759
was not making any profit 89
was not making any secret 50
was not making any serious 55
was not making any sounds 68
was not making for myself 109
was not making things better 40
was not meant for anyone 139
was not meant for public 362
was not meant for someone 65
was not meant they should 43
was not more than another 59
was not more than became 58
was not more than double 128
was not more than eighty 350
was not more than eleven 460
was not more than enough 990
was not more than fairly 42
was not more than middle 95
was not more than ninety 172
was not more than twelve 4077
was not more than twenty 8332
was not more with infant 197
was not moving any faster 50
was not much but enough 40
was not much for anyone 71
was not much for drinking 45
was not much for sports 43
was not much fun without 166
was not much she wanted 56
was not much that anyone 141
was not much that needed 182
was not much use anyway 52
was not much use without 60
was not nothing but something 67
was not only bad policy 90
was not only doing something 89
was not only far behind 64
was not only far better 68
was not only far beyond 69
was not only far greater 69
was not only far larger 60
was not only for myself 79
was not only for reasons 119
was not only her brother 92
was not only her desire 52
was not only her family 50
was not only her friend 111
was not only her sister 44
was not only his belief 85
was not only his brother 221
was not only his castle 57
was not only his clothes 81
was not only his cousin 81
was not only his desire 88
was not only his family 89
was not only his fellow 173
was not only his friend 303
was not only his height 50
was not only his master 113
was not only his opinion 123
was not only his passion 100
was not only his sister 171
was not only his teacher 80
was not only his vanity 50
was not only not afraid 86
was not only not called 66
was not only not enough 52
was not only not guilty 57
was not only not needed 59
was not only not proved 60
was not only not solved 45
was not only not sought 43
was not only not wanted 48
was not only old enough 72
was not only one martin 85
was not only one person 50
was not only our fathers 48
was not only our teacher 49
was not only that england 58
was not only that instead 54
was not only too costly 43
was not only too little 41
was not only too narrow 43
was not only with regard 208
was not onto that little 65
was not open and honest 52
was not open and obvious 98
was not open for debate 103
was not open for public 54
was not over ten rounds 45
was not paid any salary 79
was not paid his salary 66
was not part and parcel 425
was not paying for itself 209
was not paying her enough 189
was not paying him enough 254
was not paying them enough 103
was not ready for another 1131
was not ready for anyone 118
was not ready for battle 186
was not ready for combat 133
was not ready for dinner 89
was not ready for flight 89
was not ready for further 81
was not ready for public 90
was not ready for reform 69
was not ready for release 120
was not ready for school 153
was not ready for serious 53
was not ready for someone 45
was not ready for something 105
was not ready for winter 53
was not rich and famous 71
was not ripe for another 61
was not ripe for further 40
was not ripe for review 667
was not ripe for revolt 67
was not room for another 566
was not room for anyone 223
was not safe and secure 113
was not safe for anyone 302
was not safe for philip 71
was not safe for swimming 43
was not seeing things clearly 66
was not seen for another 55
was not sure but thought 246
was not sure his friend 40
was not sure how anyone 85
was not sure how deeply 41
was not sure how serious 270
was not sure how useful 58
was not sure now whether 214
was not sure she agreed 341
was not sure she blamed 56
was not sure she bought 55
was not sure she breathed 101
was not sure she needed 112
was not sure she should 1542
was not sure she wanted 11333
was not sure she wished 100
was not sure that anyone 316
was not sure that someone 43
was not sure then whether 74
was not sure they should 153
was not sure they wanted 77
was not sure who looked 56
was not sure who should 71
was not sure why anyone 74
was not sure yet whether 383
was not sure you wanted 368
was not taking any chance 189
was not taking any notice 336
was not taking any orders 52
was not their old friend 124
was not their own choice 80
was not there and neither 692
was not there and nobody 87
was not there for dinner 44
was not there for myself 44
was not there long before 721
was not there long enough 2125
was not those she wanted 112
was not till her return 57
was not till his bodily 42
was not till his return 298
was not till his second 109
was not till his twenty 91
was not till near sunset 73
was not till our cigars 69
was not till she reached 133
was not till she thought 60
was not till sir william 179
was not till that moment 161
was not till then agreed 40
was not till they became 85
was not till they learned 46
was not till they passed 46
was not till they reached 506
was not till this moment 240
was not till this second 49
was not time for another 142
was not time for anyone 120
was not time for dinner 55
was not time for further 168
was not true with regard 138
was not upon his person 42
was not upon this ground 41
was not used for another 73
was not used for building 154
was not used for direct 50
was not used for drinking 206
was not used for further 109
was not used for public 62
was not used for reasons 50
was not used for sleeping 92
was not used for training 58
was not very far behind 803
was not very long before 28780
was not very old before 698
was not void but merely 67
was not wearing any clothes 777
was not wearing any gloves 86
was not wearing any makeup 736
was not wearing her jacket 41
was not wearing his collar 59
was not wearing his gloves 51
was not wearing his helmet 158
was not wearing his jacket 145
was not wearing his safety 56
was not well and needed 245
was not well and should 65
was not well and stayed 79
was not well and thought 43
was not well and wanted 128
was not what god wanted 395
was not what had caught 105
was not what had caused 72
was not what had killed 55
was not what she called 154
was not what she craved 50
was not what she looked 43
was not what she needed 1366
was not what she seemed 836
was not what she should 226
was not what she sought 68
was not what she thought 941
was not what she wanted 9424
was not what she wished 188
was not what they called 182
was not what they looked 48
was not what they needed 320
was not what they should 93
was not what they sought 133
was not what they taught 42
was not what they thought 869
was not what they wanted 3443
was not what they wished 130
was not what was bothering 530
was not what was called 308
was not what was needed 663
was not what was sought 53
was not what was taught 42
was not what was wanted 898
was not what was worrying 247
was not what you called 79
was not what you needed 121
was not what you thought 950
was not what you wanted 1488
was not what you wished 42
was not worth going through 207
was not worth his effort 85
was not worth his notice 46
was not worth its weight 72
was not worth one moment 48
was not worth ten pounds 44
was not worth that amount 106
was not worth this hazard 80
was not young and pretty 48
was now aged and infirm 141
was now calm and serene 70
was now clear and bright 44
was now clear that hitler 49
was now clear that neither 48
was now clear that something 66
was now come for pursuing 86
was now dark and silent 73
was now fast and furious 79
was now four and twenty 53
was now giving way before 55
was now half way across 62
was now half way through 50
was now having its effect 85
was now heard but shouts 61
was now heard with sullen 109
was now here for review 63
was now into its second 92
was now left far behind 88
was now less than twenty 179
was now living with another 238
was now living with someone 46
was now lord and master 68
was now more than double 103
was now more than eighty 221
was now more than enough 143
was now more than twelve 111
was now more than twenty 328
was now nearing its climax 48
was now only one course 157
was now only one person 70
was now only ten inches 200
was now only too anxious 107
was now only too obvious 41
was now open and avowed 109
was now open for further 92
was now part and parcel 311
was now ready and anxious 102
was now ready for active 41
was now ready for another 144
was now ready for battle 82
was now ready for further 47
was now ready for something 48
was now rich and famous 84
was now ripe for another 51
was now sure that something 42
was now taking his revenge 115
was now taking its revenge 133
was now thick with clouds 53
was now three and twenty 76
was now time for another 113
was now time for dinner 124
was now time for edward 55
was now time for supper 47
was now upon his return 116
was now what was called 61
was now worth its weight 49
was off duty and should 96
was old rook and jennings 59
was one deep and solemn 60
was one fish who thought 44
was one foot six inches 48
was one from his friend 50
was one from his sister 48
was one hour and twenty 193
was one note that always 54
was one part per million 43
was one vast and entire 52
was one very lean mutton 45
was one very old waiter 46
was one whom they called 90
was one word and tittle 46
was our bread and butter 207
was our lord and master 117
was out making his rounds 50
was out when she called 115
was out when they called 78
was out when you called 189
was put down with brutal 58
was put down with little 107
was put down with savage 53
was put forth and passed 61
was put from his office 49
was put into her coffin 103
was put into her wallet 68
was put into his charge 55
was put into his coffin 142
was put into his office 44
was put into his pocket 59
was put into its proper 73
was put into this artful 66
was put into this office 59
was put upon her mettle 51
was put upon his mettle 291
was put upon that ground 49
was read over and agreed 50
was red gold and bright 51
was ringing from its belfry 47
was ringing when she opened 75
was ringing when she walked 110
was ringing when they walked 64
was run down and killed 665
was run down and needed 93
was run down and seized 42
was run into and killed 103
was run over and killed 2634
was sad when she thought 53
was set back far enough 118
was set down and opened 67
was set down for second 50
was set free and became 69
was set upon and driven 64
was set upon and killed 538
was set upon and robbed 246
was set upon her marrying 70
was set upon his object 73
was she just being polite 48
was she more than anyone 79
was she sure she wanted 90
was sit back and listen 54
was sit there and listen 103
was six feet six inches 856
was six feet ten inches 173
was six feet two inches 2434
was six foot six inches 78
was six foot two inches 131
was six when his family 46
was six years old before 200
was ten feet six inches 75
was ten feet two inches 49
was ten when they buried 280
was ten years old before 547
was that came and breathed 78
was that from that moment 119
was that from this moment 47
was that gave this divine 44
was that gold and silver 382
was that here was another 87
was that here was someone 75
was that here was something 83
was that life had become 42
was that made this attack 72
was that made this morsel 81
was that male and female 325
was that mass and energy 47
was that mind and matter 52
was that more and better 43
was that more than twenty 59
was that nothing had changed 290
was that only one person 184
was that pious and learned 139
was that same old button 40
was that some one should 150
was that such men should 60
was that such things should 67
was that there are always 91
was that there are indeed 58
was that there are limits 44
was that there had already 96
was that there had always 108
was that there had indeed 41
was that there was almost 482
was that there was already 796
was that there was always 1253
was that there was another 1579
was that there was enough 658
was that there was greater 109
was that there was hardly 464
was that there was indeed 247
was that there was likely 107
was that there was little 3807
was that there was neither 481
was that there was nobody 565
was that there was plenty 893
was that there was rarely 54
was that there was scarce 103
was that there was simply 367
was that there was someone 291
was that there was something 2812
was that these men became 41
was that these men should 86
was that these things should 51
was that these two groups 114
was that those who became 68
was that those who failed 76
was that those who fought 51
was that those who passed 42
was that those who sought 108
was that those who stayed 55
was that those who thought 51
was that those who wanted 158
was that those who wished 186
was that those who worked 115
was that time was needed 49
was that upon his return 64
was that very big german 44
was that what she thought 40
was that what she wanted 263
was that what they called 115
was that what they wanted 55
was that what was called 66
was that what was needed 193
was that what you wanted 100
was that when she looked 75
was that when she thought 46
was that when they looked 63
was that when they reached 116
was that when they should 46
was that when you looked 47
was that young men should 78
was then less than twenty 116
was then living with another 151
was then making his second 60
was then more than double 112
was then more than eighty 206
was then more than ninety 60
was then more than twelve 86
was then more than twenty 122
was then part and parcel 68
was then ready for printing 51
was then sent with orders 43
was then shot and killed 96
was then their own portion 104
was then used for further 165
was then used for various 41
was then what was called 101
was then worth its weight 42
was then young and ardent 42
was they were doing before 118
was thin bread and butter 47
was this fact that caused 243
was this true with regard 118
was thus left with little 50
was thus more than double 60
was thus more than merely 40
was thus musing with myself 106
was thus only that england 46
was thus part and parcel 128
was thus warm and active 52
was too aged and infirm 83
was too busy being scared 41
was too busy doing something 52
was too busy with another 93
was too busy with public 64
was too busy with school 290
was too busy with something 63
was too clear and direct 77
was too cold and formal 71
was too cold and stormy 48
was too cold for anyone 124
was too cold for standing 43
was too cold for swimming 264
was too dark and stormy 45
was too dark for anyone 212
was too dark for further 123
was too deep and subtle 46
was too deep for anyone 56
was too deep for horses 48
was too deep for speech 82
was too early for anyone 309
was too early for dinner 289
was too early for supper 50
was too fast and furious 66
was too full for further 46
was too full for speech 702
was too good and simple 77
was too good for anyone 75
was too great for anyone 159
was too great for flouts 44
was too great for further 42
was too great for maggie 64
was too great for smiles 56
was too great for speech 175
was too hard for anyone 43
was too heavy and clumsy 116
was too heavy for anyone 46
was too heavy for summer 46
was too high and mighty 523
was too high and should 175
was too high for anyone 119
was too high for crossing 43
was too high for safety 44
was too kind and gentle 220
was too late and before 45
was too late for active 50
was too late for advice 74
was too late for another 190
was too late for anyone 639
was too late for caution 119
was too late for changes 83
was too late for church 58
was too late for coffee 55
was too late for dinner 352
was too late for doubts 74
was too late for escape 95
was too late for flight 156
was too late for france 46
was too late for further 282
was too late for granting 73
was too late for hitler 44
was too late for maggie 60
was too late for planting 43
was too late for regret 113
was too late for remedy 94
was too late for retreat 248
was too late for school 116
was too late for second 585
was too late for supper 103
was too late for warnings 100
was too late now anyway 122
was too loud for anyone 88
was too mild and gentle 103
was too much for another 58
was too much for anyone 463
was too much for arnold 53
was too much for austria 44
was too much for bergen 43
was too much for daniel 44
was too much for dorothea 81
was too much for edward 155
was too much for england 66
was too much for english 130
was too much for france 44
was too much for french 46
was too much for hannah 50
was too much for hitler 105
was too much for horace 45
was too much for johnny 64
was too much for joseph 86
was too much for joshua 40
was too much for little 147
was too much for madame 153
was too much for maggie 45
was too much for martin 81
was too much for master 56
was too much for michael 71
was too much for morris 53
was too much for mortal 184
was too much for moscow 67
was too much for nature 74
was too much for norman 51
was too much for philip 100
was too much for prince 55
was too much for public 61
was too much for rachel 61
was too much for robert 100
was too much for someone 96
was too much for walter 51
was too much for william 186
was too much for wilson 57
was too much her friend 81
was too much his friend 100
was too much that needed 123
was too open and direct 57
was too open and honest 131
was too prim and proper 60
was too rich and varied 105
was too roving and active 45
was too slow and clumsy 95
was too slow and costly 101
was too soft and subtle 144
was too soon for another 75
was too soon for anyone 64
was too tall and skinny 46
was too vast for minute 44
was too wild and menacing 48
was too young and active 47
was too young and lacked 94
was too young and pretty 418
was too young and should 81
was too young and simple 40
was too young and stupid 166
was too young and tender 61
was too young for active 49
was too young for school 208
was two days and nights 236
was two feet six inches 195
was two feet ten inches 58
was two feet two inches 132
was two years and eleven 62
was two years old before 209
was way back and closed 60
was why there was always 80
was with bows and arrows 50
was with pain and regret 40
was with those who roused 67
was with very real regret 56
was with your own assent 59
was won over and became 56
was yet fair and entire 82
was you were doing before 153
wax and wane with changes 68
way all over that little 69
way and dogs and humans 136
way and have not turned 61
way and there was always 45
way and there was little 55
way and will not return 45
way for dealing with morals 74
way for more and better 97
way for more than twenty 284
way for other and better 101
way for their own reasons 58
way for those red scenes 41
way for those that follow 81
way for those who desire 59
way for those who follow 365
way for those who should 92
way for those who wanted 80
way for those who wished 88
way for very long periods 46
way for what has become 85
way for what she wanted 76
way for what was called 60
way for your own escape 47
way had been cut through 61
way has been cut through 76
way her body had reacted 49
way her eyes had looked 41
way her face had looked 42
way her hair was pulled 58
way her heart was pounding 158
way her life had changed 63
way her life had turned 138
way her life has turned 41
way her lips had parted 41
way his body had reacted 41
way his eyes had looked 66
way his face had looked 53
way his face was turned 51
way his hair was combed 52
way his heart was pounding 108
way his life had changed 51
way his life had turned 220
way his life has turned 100
way off there was another 117
way one time and another 160
way out other than through 71
way she kept going around 68
way she knew she should 54
way she wears her clothes 95
way she wore her clothes 245
way that brings them closer 49
way that data are stored 63
way that gold and silver 106
way that made her forget 77
way that made her realize 41
way that made her shiver 281
way that made her squirm 53
way that made her wonder 314
way that made him almost 64
way that made him realize 43
way that made him wonder 382
way that made one wonder 41
way that made you forget 40
way that made you wonder 41
way that male and female 301
way that nothing can happen 48
way that only one person 55
way that race and gender 62
way that such things happen 56
way that there are always 138
way that there was always 100
way that there was little 188
way that there was something 108
way that these things happen 58
way that very few fathers 78
way that went far beyond 291
way that what are called 44
way that will not affect 95
way that will not arouse 64
way that will not damage 145
way that will not injure 102
way that will not offend 292
way that will not permit 71
way that will not result 100
way that will not threaten 53
way that will not violate 50
way they cope with stress 118
way they feel and behave 79
way they feel they should 139
way they felt they should 57
way they have not before 42
way they know they should 57
way they live and behave 49
way they look and behave 70
way they talk and behave 49
way they think and behave 529
way they think they should 983
way they think things should 69
way they think you should 157
way they treat one another 359
way they used that fellow 43
way they were being taught 63
way they were being treated 1693
way they were not before 204
way they will not forget 71
way things were and always 41
way things were going before 86
way things were going lately 57
way things will get better 85
way was clear for another 49
way was clear for further 120
way was open for another 87
way was open for further 432
way with pick and shovel 66
way with their own little 42
way you cope with stress 42
way you feel and behave 94
way you feel they should 49
way you feel you should 84
way you have not thought 46
way you know you should 94
way you look and behave 56
way you said you wanted 52
way you speak you arrange 55
way you think and behave 186
way you think she should 42
way you think they should 851
way you think things should 49
way you think you should 361
way you want them before 57
way you will get sooner 40
way you will not become 84
way you will not expect 79
way you will not forget 504
way you young men always 57
weak and rash than wicked 98
weak and there was little 74
weak that only one photon 49
weak that there was little 72
wean him from any opinion 88
wean him from his former 45
wear and hold its colors 44
wear him upon his sleeve 62
wear his heart out before 115
wear our health but sickly 169
wear out life long before 67
wear out shoes than sheets 65
wear out their old clothes 106
wear was thick and clumpy 57
wee old maid that sweeps 66
wet and early dry seasons 153
wet for pick and shovel 42
wet her lips and looked 215
wet her lips and smiled 50
wet his finger and rubbed 97
wet his finger with saliva 47
wet his hair and combed 145
wet his lips and looked 203
wet his lips and stared 123
wet his thumb and turned 98
who all knew one another 226
who all know one another 123
who and what each person 53
who and what she thought 45
who and what she wanted 49
who and what that person 90
who and what they should 102
who and what they wanted 65
who and what this person 46
who and what was behind 208
who are able and anxious 132
who are able and clever 40
who are aged and infirm 263
who are aiding and abetting 403
who are also being treated 96
who are also going through 103
who are born and raised 676
who are born die before 135
who are born with female 133
who are born with normal 79
who are born with serious 59
who are born with severe 103
who are born with silver 429
who are born with special 50
who are caring for someone 81
who are come with horses 149
who are coping with stress 48
who are daring and defiant 54
who are dealing with cancer 106
who are dealing with issues 197
who are dealing with sexual 56
who are dull and stupid 268
who are eager and anxious 70
who are eager for something 209
who are even now snarling 48
who are fair and honest 56
who are free and twenty 51
who are full and active 59
who are gazing with wonder 46
who are good and decent 53
who are good and gentle 178
who are good and honest 155
who are good for something 56
who are high and mighty 104
who are holy and humble 45
who are just going through 107
who are just now becoming 56
who are just now entering 126
who are just old enough 49
who are kind and gentle 293
who are laid off through 62
who are leading you astray 57
who are left with little 52
who are less than expert 43
who are less than honest 100
who are less than little 484
who are less than twelve 60
who are less than twenty 210
who are like one another 136
who are living with cancer 217
who are living with someone 56
who are lost and without 47
who are lost for twelve 52
who are made men before 69
who are making that branch 85
who are making things happen 93
who are male and female 370
who are meek and humble 83
who are mild and gentle 59
who are mild and humane 94
who are more than anxious 143
who are more than eleven 64
who are more than likely 373
who are more than merely 82
who are more than mildly 58
who are more than twenty 168
who are moving him toward 41
who are nothing but modern 61
who are only not modest 42
who are only now emerging 46
who are only one degree 60
who are only too anxious 523
who are only too likely 47
