wad to 101 wad the 45
was to 51 was the 140
was in 42 was by 41
was by 206 was the 153
was at 121 was by 77
was in 83 was the 40
was we 55 was by 49
was by 62 was me 216
was the 350 was us 48
was by 47 was by 66
was in 59 was on 44
was he 57 was at 70
was by 111 was in 265
was on 57 was the 51
was to 56 was the 49
was the 40 was the 109
was the 139 was the 111
was the 94 was to 115
was the 216 was he 67
was to 85 was the 512
was of 191 was in 42
was an 134 was the 284
was to 244 was of 177
was the 209 was to 65
was of 59 was at 51
was in 160 was to 555
was the 423 was the 301
was in 74 was the 77
was the 76 was to 44
was the 78 was the 118
was the 125 was the 185
was he 40 was the 59
was the 42 was as 47
was to 323 was to 1294
was the 94 was to 235
was the 347 was by 50
was in 62 was to 175
was the 273 was the 98
was to 111 was to 87
was the 40 was in 51
was by 45 was the 57
was the 108 was the 49
was the 40 was the 60
was he 63 was to 286
was by 76 was in 158
was to 324 was me 42
was my 116 was the 95
was the 133 was the 67
was as 70 was as 283
was in 56 was to 137
was to 50 was the 94
was to 129 was on 86
was to 179 was the 69
was to 212 was to 62
was by 85 was by 313
was the 66 was to 46
was of 1093 was at 45
was in 44 was my 78
was of 1029 was to 93
was it 49 was to 390
was to 145 was to 99
was to 101 was to 132
was he 92 was in 48
was of 730 was in 55
was of 1018 was to 84
was he 48 was it 54
was the 1136 was the 98
was the 140 was the 128
was the 79 was it 114
was the 215 was the 198
was an 48 was the 693
was the 157 was as 89
was in 123 was the 42
was to 56 was he 46
was the 114 was the 194
was to 126 was to 117
was the 71 was to 74
was to 122 was the 65
was the 64 was he 111
was the 41 was in 53
was at 47 was in 83
was to 90 was as 113
was at 79 was in 556
was on 79 was by 80
was in 52 was to 282
was in 71 was he 51
was as 95 was by 48
was in 144 was on 165
was to 58 was he 399
was it 67 was the 173
was to 194 was in 46
was to 71 was to 40
was at 65 was by 44
was in 61 was he 214
was the 108 was in 45
was in 71 was in 86
was to 49 was of 1105
was of 641 was at 274
was in 640 was on 537
was to 288 was he 71
was the 73 was to 46
was as 823 was at 779
was by 155 was in 2139
was on 322 was to 64
was he 172 was the 89
was we 61 was of 43
was of 69 was he 156
was the 185 was the 47
was the 222 was to 568
was of 75 was the 76
was to 411 was to 928
was to 277 was the 75
was the 180 was the 123
was the 118 was the 42
was of 172 was of 81
was the 42 was the 40
was of 87 was the 113
was the 74 was it 230
was me 400 was my 435
was the 7066 was us 232
was the 215 was the 105
was he 60 was the 126
was we 59 was the 102
was to 341 was to 63
was at 53 was the 65
was as 431 was at 418
was by 43 was if 42
was in 720 was on 146
was or 68 was to 811
was to 145 was up 209
was to 499 was the 205
was of 66 was of 531
was an 42 was me 96
was the 272 was up 407
was to 52 was in 44
was an 253 was as 67
was in 41 was it 148
was so 40 was the 1748
was at 40 was in 126
was on 54 was as 417
was in 187 was in 103
was on 157 was to 84
was to 80 was to 79
was in 49 was up 50
was on 63 was up 56
was an 67 was it 65
was me 85 was the 173
was up 69 was the 56
was to 282 was me 172
was in 58 was as 278
was at 72 was by 43
was in 255 was the 57
was in 104 was to 2478
was the 63 was in 47
was in 45 was to 80
was to 56 was in 66
was it 80 was or 51
was the 121 was he 130
was it 56 was of 511
was it 54 was the 150
was in 172 was of 285
was to 111 was at 355
was in 316 was on 114
was or 44 was he 705
was is 105 was it 667
was the 536 was we 216
was in 46 was he 53
was the 192 was he 91
was to 367 was in 87
was to 103 was to 83
was to 117 was of 162
was in 42 was of 162
was to 323 was to 326
was on 50 was to 357
was in 69 was of 91
was of 62 was to 82
was an 112 was the 357
was in 72 was to 603
was in 40 was to 614
was of 84 was of 54
was in 49 was of 129
was to 57 was in 56
was to 236 was to 190
was to 53 was the 139
was the 509 was to 78
was in 85 was to 43
was in 53 was to 614
was to 72 was to 756
was an 75 was at 135
was in 240 was on 48
was or 52 was the 341
was to 52 was in 57
was an 97 was at 92
was in 296 was on 44
was the 350 was an 133
was in 54 was the 410
was in 163 was the 96
was an 6933 was as 441
was at 1037 was by 245
was co 126 was in 5569
was my 523 was no 461
was of 669 was on 1251
was so 327 was the 34165
was to 1113 was an 69
was in 84 was the 138
was to 115 was as 43
was of 61 was the 46
was in 105 was the 73
was as 138 was at 87
was in 488 was the 126
was of 300 was of 399
was of 54 was to 82
was of 43 was of 98
was of 287 was an 1820
was as 227 was at 2415
was by 75 was in 9339
was my 252 was no 442
was of 188 was on 740
was so 976 was the 8039
was to 530 was of 51
was an 930 was at 429
was in 1870 was my 61
was no 71 was of 71
was on 362 was so 122
was the 3810 was to 192
was of 72 was in 41
was to 69 was of 40
was an 142 was the 55
was he 49 was at 50
was in 143 was the 56
was an 163 was at 256
was in 512 was of 65
was on 86 was or 101
was the 479 was to 72
was in 52 was to 81
was as 76 was it 56
was the 183 was the 47
was the 75 was it 173
was me 267 was my 119
was the 931 was us 228
was the 143 was he 100
was the 47 was the 42
was the 177 was to 118
was the 87 was in 68
was to 682 was it 44
was my 43 was the 1573
was the 197 was in 51
was to 104 was the 42
was the 141 was the 1365
was the 526 was to 290
was to 101 was the 40
was he 120 was the 123
was we 87 was the 119
was the 207 was to 40
was to 67 was to 267
was to 91 was to 80
was to 48 was to 327
was to 94 was to 86
was to 181 was to 52
was at 48 was in 93
was my 51 was the 751
was at 130 was he 93
was on 40 was the 77
was to 638 was to 158
was to 40 was to 122
was to 190 was the 42
was of 173 was to 238
was he 50 was the 113
was at 86 was to 69
was at 42 was in 76
was the 46 was the 191
was the 96 was in 42
was to 159 was no 50
was of 56 was of 48
was at 50 was to 44
was to 71 was to 53
was to 53 was of 58
was to 58 was so 102
was to 129 was of 91
was to 91 was to 68
was on 91 was to 80
was to 47 was in 48
was of 98 was on 45
was in 43 was of 757
was to 110 was to 317
was of 983 was to 55
was of 115 was the 52
was of 57 was of 105
was to 60 was of 50
was by 335 was in 44
was of 156 was of 90
was at 93 was to 61
was to 47 was to 419
was in 47 was to 333
was to 70 was to 40
was on 41 was of 74
was the 141 was to 48
was in 113 was to 44
was the 62 was the 46
was he 55 was to 244
was to 93 was of 125
was to 143 was on 40
was to 373 was in 91
was an 88 was it 41
was of 46 was to 41
was he 49 was to 51
was the 103 was the 221
was the 327 was the 109
was he 62 was he 200
was at 89 was of 44
was to 187 was on 57
was of 254 was to 51
was of 44 was to 109
was at 114 was at 62
was at 51 was in 47
was of 47 was in 45
was to 192 was of 84
was in 42 was to 60
was in 93 was on 425
was to 221 was in 131
was of 125 was on 80
was to 52 was in 86
was in 91 was the 68
was to 63 was it 58
was to 47 was of 51
was of 56 was of 84
was he 163 was up 87
was he 141 was the 117
was joe 50 was he 158
was of 46 was of 249
was to 58 was on 41
was in 102 was of 1313
was to 118 was of 65
was to 365 was of 2398
was to 96 was of 129
was at 44 was of 182
was to 50 was in 41
was of 58 was to 47
was in 53 was he 75
was the 159 was he 57
was he 95 was he 40
was of 52 was of 414
was of 47 was the 58
was the 129 was to 41
was in 47 was to 209
was or 72 was of 122
was in 80 was he 84
was he 122 was he 736
was in 205 was the 134
was the 65 was the 49
was the 40 was the 69
was he 55 was the 124
was the 55 was the 65
was by 48 was by 290
was in 51 was he 69
was it 50 was the 73
was of 258 was of 216
was of 75 was to 54
was in 47 was the 65
was of 56 was the 53
was the 101 was in 40
was of 68 was of 157
was of 114 was of 78
was the 67 was it 97
was my 67 was the 1465
was the 529 was the 58
was the 54 was the 98
was the 742 was the 152
was the 283 was the 414
was the 153 was to 71
was to 40 was to 65
was of 117 was to 65
was the 135 was the 2298
was it 113 was the 2086
was the 495 was it 63
was the 154 was the 86
was the 63 was the 712
was he 44 was the 128
was by 78 was by 82
was he 55 was to 539
was he 137 was it 81
was the 310 was of 43
was the 43 was we 77
was the 58 was the 126
was the 40 was on 41
was of 48 was to 116
was in 51 was to 40
was he 86 was the 102
was we 43 was at 55
was in 1269 was on 2529
was the 41 was the 153
was in 103 was on 905
was the 42 was the 49
was on 46 was as 93
was to 106 was to 54
was the 59 was to 112
was the 54 was the 56
was as 133 was in 51
was to 51 was by 62
was he 52 was the 103
was we 162 was he 90
was the 68 was he 46
was the 79 was we 75
was he 109 was the 250
was we 278 was he 93
was in 147 was be 711
was the 103 was to 1630
was to 46 was to 51
was an 118 was he 71
was it 125 was the 326
was he 54 was to 41
was to 110 was to 104
was of 92 was of 94
was in 45 was at 71
was he 78 was in 215
was of 210 was on 103
was the 43 was to 114
was he 191 was it 51
was the 209 was the 408
was by 47 was in 52
was he 42 was on 62
was to 128 was the 92
was the 208 was in 49
was an 50 was the 332
was as 74 was in 61
was an 153 was it 201
was the 1275 was the 43
was or 43 was he 44
was the 438 was the 42
was he 111 was it 90
was the 577 was the 49
was to 77 was it 129
was the 195 was he 57
was the 87 was by 562
was the 55 was the 121
was it 69 was the 110
was the 142 was in 83
was to 548 was the 3607
was to 51 was the 83
was he 771 was it 403
was the 2472 was to 152
was we 123 was he 118
was it 89 was or 69
was the 457 was he 90
was the 83 was the 65
was to 84 was the 64
was as 50 was as 114
was at 262 was he 70
was in 125 was on 118
was the 121 was to 2477
was up 115 was as 104
was in 43 was on 40
was the 92 was to 276
was an 56 was me 144
was my 148 was the 2406
was to 75 was as 42
was at 182 was in 40
was on 66 was to 369
was the 323 was the 41
was to 164 was the 44
was the 110 was he 75
was the 66 was the 51
was by 58 was the 525
was by 55 was in 86
was to 47 was the 222
was to 111 was in 47
was or 49 was by 56
was the 42 was to 201
was to 56 was he 54
was the 484 was the 287
was he 84 was it 67
was the 544 was at 43
was in 68 was to 48
was the 85 was he 59
was the 72 was by 46
was to 10190 was at 45
was the 706 was at 224
was the 42 was at 301
was in 741 was of 41
was on 51 was as 71
was at 73 was if 179
was in 72 was of 45
was on 69 was to 418
was in 86 was to 93
was by 66 was in 41
was to 40 was to 84
was of 147 was to 259
was the 302 was to 50
was at 295 was to 50
was an 43 was as 520
was of 297 was the 380
was to 59 was by 78
was in 101 was of 241
was the 41 was by 42
was in 65 was at 56
was in 56 was to 182
was at 49 was to 52
was by 75 was the 62
was on 43 was in 41
was to 92 was the 203
was at 60 was in 213
was by 117 was in 102
was of 87 was the 49
was to 114 was up 241
was an 83 was the 49
was to 379 was of 661
was to 80 was to 102
was in 45 was to 259
was the 63 was of 1581
was the 61 was in 43
was in 47 was the 79
was to 532 was in 77
was on 41 was to 490
was in 151 was to 332
was the 60 was as 171
was by 208 was in 61
was to 48 was to 227
was as 44 was at 208
was he 5505 was if 6403
was in 96 was it 1814
was my 69 was of 3017
was the 874 was to 50
was we 166 was the 84
was of 73 was as 43
was at 318 was in 153
was on 52 was the 71
was to 637 was to 51
was the 95 was to 2544
was of 223 was the 90
was in 75 was of 120
was to 143 was to 3133
was as 101 was by 82
was in 252 was to 179
was an 41 was my 63
was the 89 was he 135
was it 63 was my 42
was the 54 was we 91
was it 165 was the 604
was to 178 was of 73
was to 120 was if 43
was at 47 was in 181
was the 91 was the 106
was by 61 was to 48
was the 230 was the 55
was the 49 was the 99
was the 46 was in 54
was to 78 was an 230
was it 559 was the 7397
was he 59 was the 122
was of 165 was of 2249
was of 142 was to 72
was of 2563 was he 50
was we 47 was the 41
was the 63 was to 147
was to 74 was my 44
was the 146 was in 47
was the 118 was in 102
was to 818 was the 142
was at 146 was to 447
was he 140 was it 72
was the 69 was we 44
was the 126 was the 82
was it 131 was the 86
was the 79 was the 54
was to 67 was of 158
was of 168 was an 65
was to 77 was the 40
was the 60 was the 42
was the 156 was at 53
was by 66 was in 144
was the 87 was the 73
was the 73 was the 41
was he 59 was the 53
was of 40 was he 113
was the 68 was by 736
was by 126 was to 114
was the 154 was by 61
was in 155 was the 151
was the 261 was to 145
was he 506 was it 449
was my 54 was the 790
was we 473 was the 76
was the 96 was the 51
was the 48 was to 88
was the 132 was the 143
was of 78 was of 41
was he 513 was it 138
was my 44 was the 499
was we 247 was he 79
was the 60 was the 122
was the 552 was he 776
was to 46 was as 84
was the 78 was at 68
was to 43 was to 71
was the 51 was to 45
was the 790 was of 71
was me 43 was at 88
was to 55 was of 193
was to 57 was the 231
was in 52 was the 47
was up 264 was an 67
was it 139 was the 68
was up 107 was to 91
was of 60 was the 174
was of 760 was to 80
was it 307 was the 46
was as 221 was of 42
was the 47 was to 175
was of 141 was to 1859
was as 45 was to 65
was he 735 was it 184
was the 339 was we 151
was by 62 was by 82
was the 109 was as 277
was at 74 was by 329
was in 793 was on 259
was to 45 was the 76
was the 215 was he 84
was we 61 was the 70
was the 362 was the 54
was to 199 was to 85
was to 129 was on 52
was in 74 was in 106
was in 65 was to 199
was in 70 was of 209
was of 70 was in 69
was as 46 was in 75
was to 56 was to 187
was in 43 was in 59
was of 148 was to 48
was to 46 was in 44
was he 44 was an 40
was the 56 was to 46
was to 46 was to 44
was in 60 was in 281
was of 170 was of 697
was of 69 was to 55
was of 806 was in 49
was of 208 was to 114
was it 52 was the 53
was he 138 was it 133
was the 66 was we 69
was he 63 was we 69
was he 75 was at 55
was at 94 was he 43
was the 71 was on 136
was the 157 was the 342
was in 128 was on 159
was the 167 was the 68
was me 863 was my 122
was the 7630 was us 260
was he 87 was it 69
was the 362 was at 297
was by 600 was if 59
was in 1101 was on 66
was to 1462 was the 683
was to 46 was by 63
was of 47 was an 44
was the 1080 was by 356
was in 64 was to 59
was by 66 was an 71
was the 78 was to 47
was by 78 was the 90
was of 147 was by 64
was to 94 was the 49
was to 146 was of 1020
was by 213 was to 284
was the 1310 was the 354
was by 81 was it 60
was the 227 was at 46
was of 64 was on 64
was to 546 was of 50
was of 691 was at 49
was in 164 was on 71
was in 69 was to 78
was to 79 was or 66
was of 135 was to 42
was to 233 was of 112
was of 84 was to 57
was the 75 was to 111
was in 52 was to 210
was in 48 was in 74
was of 50 was to 71
was of 69 was to 56
was the 86 was the 91
was of 141 was in 74
was to 56 was in 130
was in 47 was he 963
was in 648 was it 45
was of 107 was on 148
was the 112 was to 6071
was we 340 was in 45
was in 40 was by 81
was in 160 was of 46
was in 283 was on 51
was to 156 was the 75
was to 45 was in 69
was as 793 was at 6815
was if 87 was in 611
was on 140 was to 859
was on 76 was in 408
was in 42 was of 173
was in 72 was as 291
was at 240 was in 916
was on 119 was to 1811
was to 117 was in 268
was of 1628 was on 41
was to 55 was at 186
was by 230 was the 82
was in 41 was to 63
was as 82 was at 66
was by 76 was in 1042
was of 5309 was on 137
was to 3820 was in 187
was of 67 was so 123
was in 222 was to 67
was an 112 was it 50
was me 44 was my 45
was the 1001 was of 74
was in 156 was in 51
was in 86 was at 61
was he 552 was in 737
was of 634 was so 160
was the 91 was to 3520
was we 169 was of 288
was to 650 was in 153
was of 61 was to 85
was an 55 was the 43
was the 157 was in 62
was in 51 was to 41
was in 113 was of 335
was at 104 was in 1265
was on 339 was or 43
was to 1387 was on 113
was in 126 was on 61
was of 43 was of 646
was in 67 was on 212
was at 57 was in 121
was of 371 was on 41
was in 61 was to 311
was at 84 was if 45
was in 259 was or 181
was to 6838 was in 151
was as 146 was at 120
was by 383 was in 1000
was on 57 was to 833
was in 41 was he 56
was it 132 was at 40
was to 74 was at 66
was in 223 was on 60
was to 888 was to 72
was to 58 was to 219
was of 40 was to 44
was the 40 was to 58
was so 47 was to 9710
was as 265 was in 115
was to 43 was of 291
was to 47 was the 90
was the 1735 was at 48
was at 145 was in 158
was on 83 was to 47
was on 113 was at 54
was in 589 was of 141
was on 62 was to 60
was in 50 was of 56
was to 57 was to 70
was in 51 was by 191
was in 170 was to 78
was the 334 was to 484
was in 57 was in 71
was the 49 was to 40
was in 44 was by 334
was in 311 was to 78
was in 43 was of 1164
was of 352 was to 418
was my 57 was the 2171
was of 1241 was the 90
was up 72 was to 383
was as 41 was at 414
was in 306 was to 264
was as 174 was in 427
was on 152 was to 339
was an 60 was to 61
was by 98 was in 102
was to 129 was by 357
was in 296 was to 157
was up 57 was to 63
was in 122 was to 137
was to 54 was by 68
was the 59 was as 272
was in 85 was the 59
was to 46 was on 46
was to 88 was in 458
was up 289 was to 150
was of 414 was in 145
was the 63 was the 63
was the 74 was in 110
was to 95 was the 148
was in 411 was to 41
was of 276 was the 123
was of 109 was in 61
was to 114 was of 78
was by 270 was in 322
was of 168 was on 42
was the 167 was to 404
was up 321 was an 84
was the 113 was as 59
was to 781 was in 65
was of 40 was or 69
was in 44 was in 51
was the 70 was of 56
was to 139 was to 48
was to 115 was or 44
was to 536 was the 419
was in 41 was to 58
was of 1520 was the 49
was in 53 was to 97
was the 53 was to 1892
was in 514 was to 42
was to 177 was the 49
was as 1930 was by 209
was in 299 was to 120
was to 238 was of 53
was in 97 was to 75
was in 43 was of 91
was as 129 was of 129
was to 81 was on 78
was the 164 was to 105
was in 64 was of 92
was to 201 was by 62
was by 78 was at 40
was in 562 was of 1196
was to 233 was to 1375
was the 273 was as 1489
was at 46 was by 725
was in 1767 was on 71
was to 1101 was to 49
was in 44 was of 56
was of 189 was he 781
was is 44 was it 70
was the 435 was we 91
was he 151 was the 122
was in 86 was by 71
was the 40 was in 423
was to 49 was in 73
was the 82 was the 84
was we 118 was to 65
was or 49 was of 447
was an 59 was on 42
was in 95 was on 57
was or 60 was it 123
was the 126 was he 195
was it 67 was the 603
was at 43 was the 164
was the 83 was the 211
was to 167 was to 66
was the 156 was it 243
was the 106 was to 61
was he 53 was the 51
was the 169 was the 80
was to 85 was the 342
was he 333 was it 143
was the 728 was we 118
was the 47 was he 62
was the 44 was the 40
was to 44 was the 173
was in 276 was to 184
was it 81 was my 80
was the 1583 was he 42
was it 108 was he 88
was at 91 was in 58
was of 107 was to 82
was he 464 was it 49
was the 42 was of 366
was he 91 was the 143
was the 524 was in 99
was the 304 was as 89
was in 70 was as 68
was to 43 was to 110
was the 306 was the 44
was the 403 was to 166
was by 55 was in 44
was to 1007 was in 45
was to 202 was to 46
was the 157 was as 55
was by 84 was to 438
was to 40 was the 654
was to 41 was to 52
was as 76 was by 76
was to 73 was the 209
was by 98 was in 59
was the 69 was in 57
was he 80 was the 166
was he 52 was of 385
was of 116 was of 4149
was of 77 was of 78
was of 60 was of 2785
was in 359 was to 121
was of 120 was of 229
was the 53 was the 96
was an 228 was he 23206
was in 56 was it 12070
was my 809 was or 222
was the 9139 was to 39459
was we 639 was he 1949
was it 643 was or 355
was the 818 was to 167
was we 121 was he 350
was the 51 was to 250
was of 2582 was of 50
was the 85 was of 78
was of 147 was the 59
was in 1371 was to 174
was to 57 was to 1401
was to 76 was to 68
was of 498 was of 275
was of 47 was to 40
was of 54 was or 82
was to 126 was to 65
was to 252 was it 52
was of 138 was to 243
was to 176 was to 228
was of 72 was of 43
was of 51 was or 64
was to 565 was to 125
was of 41 was the 153
was my 51 was the 612
was the 456 was an 51
was the 58 was to 404
was it 48 was to 68
was of 151 was of 56
was to 89 was to 90
was to 60 was the 49
was to 44 was it 71
was he 3186 was it 1707
was my 228 was the 3180
was we 1762 was in 42
was by 459 was in 51
was or 57 was to 994
was the 173 was of 46
was in 628 was on 65
was in 106 was or 97
was in 271 was or 74
was an 192 was in 49
was of 42 was of 42
was as 53 was at 189
was in 3667 was on 161
was the 140 was of 75
was on 83 was the 66
was of 54 was in 132
was or 148 was on 242
was the 79 was to 211
was to 83 was the 43
was he 140 was it 166
was the 451 was to 245
was he 58 was the 83
was the 121 was the 122
was the 333 was as 92
was in 151 was of 90
was the 59 was of 107
was to 97 was he 105
was he 230 was it 122
was the 310 was we 47
was to 68 was the 142
was the 1679 was in 64
was the 103 was as 123
was in 75 was to 60
was the 46 was at 60
was by 156 was in 305
was as 49 was by 90
was in 103 was to 77
was the 58 was to 253
was the 326 was the 46
was the 323 was to 104
was at 44 was at 119
was in 86 was or 60
was as 1441 was at 230
was in 965 was on 531
was or 199 was to 1290
was in 92 was in 96
was at 147 was in 417
was on 46 was or 200
was to 1137 was in 55
was in 79 was of 101
was to 249 was at 90
was in 43 was on 55
was or 53 was in 63
was on 112 was of 10211
was of 392 was of 211
was to 299 was as 613
was at 36620 was by 53
was he 42 was in 1492
was of 64 was on 682
was or 202 was so 252
was the 54 was to 639
was as 195 was at 218
was in 739 was on 56
was or 61 was to 58
was at 89 was on 82
was to 1696 was at 40
was in 62 was as 293
was at 302 was by 56
was in 799 was on 383
was or 55 was to 42
was up 408 was at 78
was in 40 was on 2506
was to 719 was in 40
was of 392 was or 44
was to 992 was in 115
was the 86 was in 43
was of 52 was or 68
was as 82 was at 415
was he 213 was in 4101
was of 1964 was on 177
was so 117 was the 179
was to 3301 was we 84
was as 117 was at 175
was in 298 was of 1619
was or 65 was to 2259
was to 207 was in 50
was at 104 was in 45
was to 514 was in 225
was at 43 was in 52
was to 299 was in 57
was to 48 was as 61
was if 92 was of 1665
was at 45 was or 85
was to 191 was in 156
was to 56 was at 625
was in 115 was on 53
was or 59 was so 41
was to 120 was up 272
was at 69 was in 89
was of 532 was or 84
was in 167 was of 269
was or 70 was to 263
was in 133 was of 63
was or 75 was to 510
was the 186 was in 48
was by 92 was by 52
was in 77 was of 352
was to 224 was the 210
was the 57 was up 52
was by 64 was he 545
was the 123 was we 168
was to 125 was me 62
was the 45 was me 103
was the 47 was of 181
was it 172 was me 357
was the 378 was of 100
was jo 42 was of 213
was of 99 was by 50
was up 40 was at 40
was to 60 was the 137
was up 129 was as 117
was of 59 was so 47
was the 235 was on 86
was at 254 was if 132
was in 57 was to 75
was up 50 was at 71
was if 299 was in 440
was on 122 was my 47
was the 52 was an 108
was the 74 was to 94
was as 401 was at 140
was if 120 was in 321
was of 68 was on 56
was to 346 was at 53
was if 44 was at 161
was on 52 was the 242
was to 45 was up 67
was to 704 was he 155
was it 389 was the 68
was we 73 was the 47
was the 40 was he 1974
was it 98 was the 64
was he 156 was to 132
was of 117 was of 63
was to 97 was to 69
was to 43 was to 156
was as 41 was in 50
was of 60 was to 48
was as 59 was to 50
was the 97 was the 79
was in 56 was on 688
was on 48 was the 82
was the 111 was to 48
was to 175 was the 66
was the 69 was the 45
was in 63 was to 82
was the 64 was to 72
was to 42 was the 294
was to 63 was he 375
was it 143 was the 929
was we 52 was to 509
was in 523 was on 49
was the 204 was to 109
was the 700 was to 112
was the 297 was the 289
was to 41 was me 104
was the 66 was the 87
was in 351 was the 111
was in 47 was of 120
was so 92 was to 55
was the 60 was on 126
was to 75 was the 45
was in 105 was to 100
was the 44 was the 122
was of 60 was the 982
was to 53 was it 49
was to 177 was the 93
was to 55 was to 52
was to 49 was the 306
was the 56 was to 40
was of 114 was the 98
was the 164 was to 111
was the 51 was up 57
was on 41 was the 482
was the 219 was the 61
was by 79 was he 40
was to 2071 was the 42
was to 42 was of 43
was the 48 was of 57
was to 43 was to 44
was the 46 was as 169
was by 85 was to 270
was the 194 was the 62
was in 161 was the 242
was to 41 was to 131
was at 87 was in 77
was the 74 was to 175
was to 83 was of 46
was the 47 was to 149
was to 103 was the 109
was by 49 was the 112
was to 142 was of 89
was the 317 was to 66
was to 242 was to 45
was to 51 was an 53
was the 84 was to 90
was to 127 was to 167
was of 48 was to 61
was the 140 was the 83
was the 118 was the 293
was in 51 was at 59
was in 96 was of 90
was so 74 was to 57
was of 105 was by 43
was to 50 was of 125
was to 81 was in 73
was of 114 was to 384
was to 417 was at 272
was in 873 was on 187
was the 327 was to 114
was to 170 was as 41
was of 99 was or 163
was by 48 was to 40
was in 143 was in 75
was in 63 was he 48
was the 63 was in 60
was in 62 was the 158
was the 106 was the 96
was the 263 was up 64
was as 63 was to 592
was to 134 was to 79
was the 57 was the 145
was by 66 was to 99
was of 44 was of 100
was of 109 was in 58
was of 128 was of 72
was in 40 was in 43
was of 312 was of 269
was of 50 was the 137
was in 197 was to 609
was to 73 was to 91
was to 72 was to 1353
was to 197 was as 94
was by 48 was in 69
was to 173 was to 220
was in 184 was of 45
was to 129 was to 67
was in 40 was to 43
was to 47 was at 56
