wan lucidity of mind against 63
was expected to help achieve 48
was expected to help finance 46
was expected to help himself 103
was expected to help provide 44
was expected to help support 142
was expected to hold himself 68
was expected to keep herself 50
was expected to keep himself 110
was expected to kill himself 47
was expected to know everything 205
was expected to last forever 58
was expected to last several 109
was expected to make certain 64
was expected to make friends 52
was expected to make herself 61
was expected to make himself 254
was expected to make regular 49
was expected to make several 43
was expected to move forward 94
was expected to range between 41
was expected to rise rapidly 62
was expected to rise sharply 59
was expected to rise steadily 40
was expected to rule according 52
was expected to show himself 108
was expected to show respect 79
was expected to take account 41
was expected to take between 45
was expected to take certain 58
was expected to take command 86
was expected to take several 210
was expected to throw herself 77
was expected to work closely 118
was expected to work wonders 85
was exported to great britain 318
was exported to north america 114
was exported to south america 98
was exported to west germany 45
was extended to also include 80
was extended to farm workers 43
was extended to great britain 64
was extended to more complex 50
was extended to more general 84
was extended to north america 49
was extended to other animals 44
was extended to other aspects 47
was extended to other classes 87
was extended to other members 76
was extended to other objects 42
was extended to other sectors 73
was extended to other species 45
was extended to other spheres 53
was extended to other written 41
was extended to take account 95
was extended to their brethren 40
was extended to their vassals 77
was finished in five minutes 54
was finished the army crossed 46
was followed by deep silence 48
was followed by five hundred 228
was followed by five minutes 77
was followed by five thousand 55
was followed by four decades 46
was followed by four hundred 76
was followed by four similar 44
was followed by four volumes 64
was followed by full details 74
was followed by good results 125
was followed by great britain 164
was followed by great numbers 148
was followed by heavy attacks 43
was followed by many members 43
was followed by many persons 100
was followed by many similar 368
was followed by many studies 56
was followed by many writers 91
was followed by mass arrests 206
was followed by more radical 47
was followed by more silence 54
was followed by open warfare 48
was followed by other artists 44
was followed by other attacks 52
was followed by other bishops 41
was followed by other british 44
was followed by other editions 78
was followed by other efforts 52
was followed by other equally 69
was followed by other european 169
was followed by other letters 88
was followed by other measures 194
was followed by other members 309
was followed by other notable 40
was followed by other popular 82
was followed by other priests 48
was followed by other princes 64
was followed by other reports 121
was followed by other schools 68
was followed by other similar 389
was followed by other spanish 61
was followed by other speakers 249
was followed by other stories 104
was followed by other studies 190
was followed by other traders 40
was followed by other treaties 49
was followed by other vessels 75
was followed by other volumes 84
was followed by other western 82
was followed by other workers 42
was followed by other writers 201
was followed by some increase 56
was followed by some remarks 71
was followed by such thunders 61
was followed by such writers 48
was followed by their marriage 62
was followed by three brothers 45
was followed by three decades 127
was followed by three hundred 135
was followed by three similar 68
was followed by three volumes 53
was followed by vast numbers 42
was followed by wars against 74
was followed by west germany 40
was followed by what appeared 114
was followed by what sounded 179
was followed in great britain 75
was followed in north america 54
was followed the more willingly 45
was foremost in their thoughts 64
was formerly an even securer 60
was formerly in great request 135
was formerly in much request 46
was formerly the most popular 82
was friendly to great britain 106
was fruitful of good results 75
was fruitful of great results 40
was generous in such matters 70
was governed by great britain 108
was governed by many shadowy 53
was governed by other factors 43
was governed by other motives 59
was governed by their prayers 43
was governed by three factors 165
was governor of these islands 111
was governor of west virginia 58
was grateful to find herself 44
was grateful to find himself 43
was grateful to have company 50
was grateful to have escaped 66
was grounded on very weighty 56
was hampered by many factors 71
was hardened at once against 40
was hastened by their discord 74
was helpless to stop herself 64
was helpless to stop himself 67
was ignorant of such matters 78
was ignorant of their language 230
was ignorant of their patient 40
was ignorant of these matters 89
was imagined in their dreadful 50
was immersed in these thoughts 77
was imparted to those present 94
was impelled to throw herself 71
was imported at great expense 55
was imported to north america 104
was improper in some respect 137
was incensed by some neglect 43
was incensed to find herself 62
was inclined to evil passions 68
was inclined to give herself 47
was inclined to give himself 173
was inclined to give priority 52
was inclined to give trouble 51
was inclined to have released 51
was inclined to live peaceably 47
was inclined to look askance 505
was inclined to make himself 83
was inclined to make trouble 101
was inclined to take himself 79
was inclined to their religion 119
was inclined to think himself 80
was inclined to throw himself 70
was inclined to vote against 51
was included in early editions 71
was included in these studies 98
was included to take account 48
was increased by five hundred 43
was increased by three hundred 44
was increased in these members 70
was increased to five dollars 52
was increased to five hundred 329
was increased to five members 107
was increased to five shillings 40
was increased to five thousand 474
was increased to four dollars 50
was increased to four hundred 364
was increased to four thousand 89
was increased to nine hundred 73
was increased to nine members 113
was increased to three dollars 45
was increased to three hundred 985
was increased to three thousand 138
was indebted to their alliance 85
was indicted on drug charges 67
was infested by roving parties 50
was infested by these robbers 119
was inflamed by their orators 82
was informed by many persons 72
was informed by some persons 70
was informed of their arrival 354
was informed of their decision 136
was informed of their purpose 48
was informed of these designs 72
was informed of these matters 48
was informed of these measures 69
was informed of your arrival 55
was informed on leaving college 437
was initially the most popular 64
was initiated by great britain 54
was initiated in great britain 79
was innocent of these charges 76
was inspired by their example 59
was insulted by their removal 44
was intended on their arrival 51
was intended to bind together 50
was intended to deny congress 42
was intended to draw together 127
was intended to give congress 201
was intended to give delight 40
was intended to give illegal 109
was intended to give pleasure 96
was intended to have carried 64
was intended to have general 46
was intended to help achieve 47
was intended to help clarify 49
was intended to help develop 69
was intended to help finance 119
was intended to help improve 42
was intended to help prevent 91
was intended to help protect 72
was intended to help support 126
was intended to help teachers 70
was intended to last forever 53
was intended to make certain 122
was intended to make mystery 40
was intended to reach wrongful 55
was intended to take account 301
was intended to work against 45
was invented by john bardeen 44
was invented by john mccarthy 69
was invented by some unknown 41
was invented in great britain 66
was involved in drug smuggling 217
was involved in many aspects 221
was involved in many battles 62
was involved in most aspects 46
was involved in other affairs 42
was involved in other aspects 68
was involved in other matters 78
was involved in some dispute 40
was involved in some illegal 133
was involved in some mystery 45
was involved in some research 48
was involved in some scandal 123
was involved in some trouble 102
was involved in such expense 70
was involved in such matters 68
was involved in their decision 123
was involved in these matters 66
was involved in these studies 44
was involved in wars against 56
was involved in what appeared 41
was isolated in cell culture 57
was isolated in pure culture 743
was launched in great britain 82
was likewise by good fortune 120
was likewise of great service 68
was likewise of much superior 60
was likewise the most perfect 53
was listened to from beginning 55
was lukewarm or even hostile 57
was mandated to great britain 152
was meditating on these matters 84
was meditating to throw himself 61
was merciful to poor sinners 61
was minister of home affairs 259
was minister to great britain 567
was mistress of more variety 69
was modified in some details 49
was modified to more closely 42
was modified to take account 289
was murdered by four knights 46
was murdered by some unknown 101
was notified of their arrival 62
was notified of these defects 43
was obscured by other matters 57
was observed by many persons 57
was observed by many workers 48
was observed by other workers 49
was observed by these workers 63
was observed in early studies 54
was observed in great britain 48
was observed in last chapter 128
was observed in mice exposed 53
was observed in mice receiving 49
was observed in north america 42
was observed in other species 59
was observed in other studies 129
was observed in rats exposed 113
was observed in rats receiving 67
was observed in some animals 81
was observed in some samples 66
was observed in some species 53
was observed in some studies 95
was observed in these animals 197
was observed in these samples 108
was observed in these studies 330
was observed in these systems 49
was observed in those animals 60
was observed in those receiving 42
was observed to have several 54
was observed to pass between 46
was observed to pass several 112
was observed to range between 48
was observed to vary between 104
was obtained by adding together 869
was obtained by least squares 60
was obtained in pure culture 540
was obtained in these studies 105
was obviously in deep trouble 45
was obviously in good spirits 95
was obviously in high spirits 109
was obviously of great concern 79
was obviously the most popular 62
was occupied by evil spirits 40
was occupied by four hundred 60
was occupied by four persons 42
was occupied by great affairs 146
was occupied by great britain 289
was occupied by great numbers 44
was occupied by nazi germany 307
was occupied by other matters 60
was occupied by south african 91
was occupied by three hundred 129
was occupied by three persons 42
was occupied by three sailors 50
was otherwise so much according 47
was otherwise so much damaged 59
was otherwise so much injured 99
was outraged to find himself 41
was palliated by some members 42
was patented in great britain 100
was performing the same function 118
was performing the same service 168
was physician to pope clement 41
was physician to pope gregory 41
was pillaged by their lawless 93
was pioneered in great britain 49
was possible by mere passive 60
was possible in part because 1006
was possible to draw certain 84
was possible to find several 41
was possible to form guesses 58
was possible to gain insight 51
was possible to have several 78
was possible to know anybody 85
was possible to know everything 48
was possible to know exactly 55
was possible to live happily 56
was possible to live together 48
was possible to look forward 168
was possible to make certain 151
was possible to make contact 131
was possible to make meaningful 47
was possible to make oneself 41
was possible to make reliable 46
was possible to make several 91
was possible to move between 45
was possible to move forward 70
was possible to move towards 52
was possible to send letters 77
was possible to take account 162
was possible to walk between 44
was possible to work outside 47
was possible to work steadily 49
was possible to work together 79
was possibly the best example 40
was possibly the last occasion 41
was possibly the most popular 194
was preceded by four hundred 40
was preceded by some fanfare 48
was prefaced by some remarks 44
was prepared by free radical 60
was prepared by mixing together 119
was prepared by some skilful 43
was prepared in great secrecy 60
was prepared to ally himself 134
was prepared to call himself 53
was prepared to come forward 298
was prepared to deny himself 51
was prepared to drop everything 54
was prepared to find himself 50
was prepared to give everything 97
was prepared to give herself 90
was prepared to give himself 137
was prepared to give lessons 58
was prepared to give support 56
was prepared to help finance 89
was prepared to kill himself 60
was prepared to leave everything 64
was prepared to lose everything 42
was prepared to make certain 367
was prepared to make himself 175
was prepared to make several 42
was prepared to make similar 48
was prepared to move against 221
was prepared to move forward 275
was prepared to move quickly 53
was prepared to move towards 49
was prepared to rest content 103
was prepared to risk everything 682
was prepared to show respect 66
was prepared to step forward 90
was prepared to take account 61
was prepared to take against 44
was prepared to take certain 53
was prepared to take chances 42
was prepared to take command 54
was prepared to take control 41
was prepared to take drastic 123
was prepared to take extreme 68
was prepared to take matters 49
was prepared to take measures 101
was prepared to throw herself 52
was prepared to throw himself 178
was prepared to vote against 215
was prepared to wait forever 83
was prepared to work closely 74
was prepared to work towards 47
was presumed to have brought 121
was presumed to have crashed 49
was presumed to have derived 46
was presumed to have drowned 201
was presumed to have existed 124
was presumed to rage between 45
was probably as much altered 48
was probably at least equally 49
was probably in part because 201
was probably in south america 47
was probably no other country 65
was probably no other society 45
was probably of great service 58
was probably of very ancient 54
was probably on these grounds 67
was probably the best adviser 97
was probably the best decision 123
was probably the best example 362
was probably the best general 220
was probably the best officer 40
was probably the best soldier 42
was probably the best solution 321
was probably the best student 46
was probably the best trained 199
was probably the case because 101
was probably the last attempt 74
was probably the last occasion 341
was probably the last official 127
was probably the last picture 54
was probably the last remaining 120
was probably the last service 46
was probably the last surviving 115
was probably the least popular 120
was probably the link between 56
was probably the main purpose 62
was probably the more correct 73
was probably the more forward 127
was probably the more popular 62
was probably the most admired 155
was probably the most ancient 673
was probably the most arduous 50
was probably the most awkward 44
was probably the most beloved 127
was probably the most bizarre 63
was probably the most blatant 48
was probably the most capable 251
was probably the most careful 43
was probably the most closely 77
was probably the most complex 607
was probably the most congenial 60
was probably the most correct 90
was probably the most corrupt 183
was probably the most creative 197
was probably the most crowded 95
was probably the most demanding 154
was probably the most densely 215
was probably the most devoted 288
was probably the most diverse 53
was probably the most dynamic 136
was probably the most elegant 83
was probably the most eminent 258
was probably the most erudite 96
was probably the most excited 44
was probably the most extreme 255
was probably the most faithful 48
was probably the most familiar 127
was probably the most fateful 85
was probably the most feasible 44
was probably the most fertile 86
was probably the most foolish 70
was probably the most general 43
was probably the most genuine 67
was probably the most glorious 64
was probably the most gorgeous 42
was probably the most helpful 73
was probably the most hopeful 40
was probably the most hostile 43
was probably the most inspiring 71
was probably the most intense 274
was probably the most liberal 297
was probably the most logical 80
was probably the most massive 66
was probably the most meaningful 54
was probably the most musical 59
was probably the most natural 96
was probably the most nervous 52
was probably the most notable 594
was probably the most obscure 50
was probably the most painful 339
was probably the most peaceful 97
was probably the most peculiar 43
was probably the most perfect 398
was probably the most pleasant 90
was probably the most popular 4186
was probably the most precious 56
was probably the most promising 174
was probably the most racially 40
was probably the most radical 472
was probably the most rapidly 56
was probably the most rational 44
was probably the most refined 47
was probably the most relaxed 148
was probably the most reliable 206
was probably the most revered 106
was probably the most rewarding 74
was probably the most ruthless 51
was probably the most salient 102
was probably the most sincere 109
was probably the most skilful 81
was probably the most skilled 136
was probably the most socially 59
was probably the most strongly 77
was probably the most thorough 258
was probably the most trusted 53
was probably the most typical 124
was probably the most unhappy 131
was probably the most unusual 230
was probably the most visible 212
was probably the only british 87
was probably the only country 266
was probably the only creature 42
was probably the only european 93
was probably the only feasible 90
was probably the only general 64
was probably the only genuine 51
was probably the only language 47
was probably the only occasion 307
was probably the only officer 104
was probably the only remaining 46
was probably the only solution 128
was probably the only species 40
was probably the only student 76
was probably the only surviving 40
was probably the same species 52
was probably the single biggest 135
was probably the single greatest 300
was probably the single largest 120
was proceeding to clear herself 101
was proceeding to take command 45
was produced by some unknown 47
was produced in great britain 166
was produced in great numbers 88
was produced in north america 64
was produced in very limited 67
was promoted to flying officer 52
was promoted to full admiral 242
was promoted to full colonel 1036
was promoted to full general 1657
was promoted to high offices 44
was promoted to post captain 147
was promoted to vice admiral 827
was prompted by many factors 52
was prompted by other factors 50
was prompted by other motives 59
was prompted by some private 49
was proposed by great britain 74
was proposed by some friends 44
was proposed by some members 121
was proposed to burn atheists 173
was proposed to give congress 52
was proposed to make certain 40
was provided by other members 54
was purified by anion exchange 70
was ransomed by some traders 40
was ratified by great britain 214
was ratified by their consent 103
was ratified by their sanction 169
was reassured by more decided 70
was recalled to face charges 51
was recalled to take command 166
was received by great numbers 48
was received by pope clement 83
was received by pope gregory 57
was received by those present 44
was received in cold silence 70
was received in deep silence 76
was received in full payment 45
was received in good society 75
was received in great britain 205
was received in grim silence 74
was reckoned at four hundred 41
was reckoned at three hundred 43
was reckoned the best scholar 125
was reckoned to have outdone 46
was recorded on clay tablets 43
was recounting so many stories 51
was referred by some writers 46
was referred to only briefly 42
was referred to three members 43
was reformed by pope gregory 77
was regarded as having magical 48
was regarded as more reliable 52
was regarded by great britain 119
was regarded by great numbers 59
was regarded by many critics 222
was regarded by many experts 69
was regarded by many germans 75
was regarded by many members 111
was regarded by many persons 232
was regarded by many writers 51
was regarded by most critics 71
was regarded by most members 54
was regarded by most persons 172
was regarded by other members 46
was regarded by some critics 137
was regarded by some members 131
was regarded by some persons 75
was regarded by some writers 61
was regarded by those present 149
was regarded by very eminent 104
was regarded in great britain 89
was regarded in many circles 94
was regarded in some circles 239
was rejected by four hundred 49
was rejected by great britain 289
was rejected by many because 45
was rejected by other members 57
was rejected by some members 44
was rejected by three hundred 69
was rejected in full council 89
was rejected in part because 195
was rejected on health grounds 47
was rejected on other grounds 74
was rejected on these grounds 63
was rejected on three grounds 40
was rejoiced to find himself 156
was relieved of duty because 54
was relieved of much anxiety 71
was relieved to find everything 120
was relieved to find herself 265
was relieved to find himself 386
was relieved to have escaped 141
was relieved to have finally 98
was remarked in last chapter 68
was rendered the more feasible 64
was rendered the more intense 94
was rendered the more painful 60
was replaced by lord halifax 117
was replaced by lord roberts 53
was replaced by more complex 56
was replaced by vice admiral 76
was reported as fast declining 52
was reported as having arrived 77
was reported by other workers 47
was reported by these workers 41
was reported in early studies 99
was reported in great britain 40
was reported in other studies 85
was reported in some company 61
was reported in some studies 75
was reported in these studies 104
was reported in three studies 40
was reported to have accused 105
was reported to have adopted 144
was reported to have advised 325
was reported to have amassed 134
was reported to have appealed 78
