wad serve them right to 94
was aware how often he 91
was aware she might be 54
was aware that after the 89
was aware that beneath the 41
was aware that others of 42
was aware that people in 87
was aware that since the 153
was aware that though he 50
was aware that though the 41
was aware that under the 225
was aware that while he 89
was aware that while the 79
was aware that within the 81
was awful mad about it 81
was awoke this morning by 53
was badly cut about the 247
was based and which it 53
was based and which the 74
was based are given in 42
was based are shown in 42
was based not alone on 62
was bawling out thence to 44
was beaded with drops of 83
was beaten and raped by 238
was beaten and raped in 70
was beaten and slain in 49
was beaten and taken to 56
was begging her mother to 45
was begging his father to 49
was begun and ended by 119
was begun and ended in 868
was begun and ended on 73
was bending her steps to 46
was black and lived in 40
was black and shiny as 101
was black and smooth as 82
was black and white in 178
was black and white or 46
was black and white to 83
was black with people on 52
was blind and lived in 44
was blown off above the 47
was bored and began to 48
was bored and longed to 45
was bored and tired of 90
was bored with talking to 49
was borne out later by 85
was borne out later in 46
was bound and taken to 186
was bound for heaven or 40
was bound with ropes to 58
was brave and noble in 48
was brave and sweet of 59
was breaking all kinds of 47
was brief and ended in 100
was brisk and alert as 52
was broad and brown of 63
was brown and dried in 40
was built all round the 91
was built and added to 144
was built and began to 67
was built and flown by 120
was built and flown in 74
was built and given the 68
was built and given to 93
was built and lived in 165
was built and named by 75
was built and named in 157
was built and named the 132
was built and owned by 906
was built and where it 41
was built and where the 100
was built for louis xv 40
was built for speed as 41
was built long after the 257
was built long since by 54
was built near where the 104
was built that could be 54
was built too close to 171
was built was given by 77
was built was known as 60
was built was owned by 57
was built with walls of 43
was burning his shirt or 40
was burning with shame at 100
was burnt and razed to 69
was burnt for denying the 62
was caesar that ought to 52
was calling for people to 54
was calling his people to 67
was cared for first by 49
was cared for until he 99
was cared for until the 45
was cause for alarm in 120
was causing all kinds of 153
was causing all sorts of 154
was chaos and night at 61
was cited for failing to 189
was civil war within the 65
was cleaning his rifle in 58
was clearing his throat to 167
was clearing his voice to 88
was close and handy in 49
was close and smelt of 80
was closing and locking the 106
was closing its doors to 76
was cooking they bathed in 58
was cooling her heels in 56
was cooling his heels at 57
was cooling his heels in 432
was crazy and could be 314
was crazy and tried to 55
was crazy for wanting to 140
was creating all kinds of 53
was creating all sorts of 48
was crude and lacking in 44
was cursing and swearing at 101
was cutting him under the 100
was cutting too close to 73
was dancing and jeering in 75
was dancing and skating at 93
was david who broke the 41
was dazed and giddy as 79
was dearer and nearer to 42
was digging his heels in 50
was dined and wined by 91
was dipping his hands in 68
was dirty and white in 82
was doubt for which of 41
was drawing his sword to 129
was drawing one morning at 48
was drawn and bound by 54
was drawn out under the 51
was drawn out until it 85
was drawn out until the 65
was drawn was drawn by 76
was drawn with lines of 97
was dreaming and talking in 47
was dreaming and thinking of 55
was dreary and awful to 43
was dried and found to 48
was dried and heated to 47
was drink that saved my 46
was driving her crazy by 46
was driving him crazy to 44
was driving too close to 43
was drunk and began to 43
was drunk and tried to 165
was easier and easier to 77
was easier and quite as 91
was easier and safer to 617
was easier for girls to 83
was easier for henry to 41
was easier for others to 87
was easier for people in 43
was easier for people to 512
was easier for women to 429
was easier than finding the 57
was easier than looking at 141
was easier than talking to 86
was easier than telling the 83
was easier than usual to 62
was easily set aside by 41
was echoed all round the 102
was eddying and boiling in 56
was eight long miles to 101
was either all right or 53
was either her father or 113
was either her mother or 44
was either his father or 42
was either not aware of 382
was either not given or 84
was either not known at 66
was either not known or 350
was either not known to 107
was either not willing or 71
was either too broad or 55
was either too drunk or 150
was either too drunk to 61
was either too large or 256
was either too proud or 149
was either too short or 144
was either too small or 299
was either too small to 92
was either too smart or 52
was either too strong or 77
was either too tight or 55
was either too timid or 95
was either too tired or 200
was either too tired to 63
was empty and quiet as 87
was enoch that reared it 48
was every day blaming the 63
was every way equal to 399
was every way worthy of 1159
was every way worthy the 40
was every way worthy to 119
was every year added to 63
was every year taken by 93
was faced with slabs of 52
was faint with hunger he 45
was falling far short of 476
was false and known to 69
was false oath sworn on 89
was fasting and praying in 49
was father and mother in 56
was father and mother of 58
was father and mother to 292
was feared and hated as 54
was feared and hated by 1851
was feared and hated in 81
was feared she might be 43
was feared she would be 96
was feared that after the 57
was feared that either the 44
was feared that under the 66
was feared they might be 192
was feared they would be 276
was feasting and dancing in 68
was feeding his flock on 70
was feeling all kinds of 43
was feeling all sorts of 50
was feeling and thinking at 62
was feeling and thinking in 43
was feeling bad about it 127
was feeling bad about the 135
was feeling too tired to 159
was final and binding on 208
was final and could be 40
was finding all kinds of 52
was finding all sorts of 55
was finding his place in 141
was finding its place in 109
was finding out about the 254
was fined for breach of 57
was fined for breaking the 100
was fined for failing to 203
was finer than anything he 81
was finer than anything in 148
was fired and blown up 75
was fired for engaging in 91
was fired for failing to 265
was fired with piety at 108
was first put about by 44
was first put under the 191
was first read aloud by 101
was first read aloud in 45
was first read aloud to 47
was first set apart as 88
was first set aside as 170
was first set aside by 49
was first set aside in 84
was fishing for trout in 85
was fitting and right to 61
was fitting out under the 56
was fixed and could be 65
was fixed and equal to 47
was flesh and blood in 54
was flesh and blood of 88
was foaming and surging at 44
was found and added to 45
was found and could be 60
was found and dated to 40
was found and given to 179
was found and named by 49
was found and reared by 94
was found and saved by 57
was found and shown to 54
was found and taken by 60
was found and taken in 114
was found and taken to 583
was found and taken up 110
was found and where it 60
was found and where the 93
was found dead after an 50
was found dead after he 44
was found dead after the 124
was found dead beneath the 105
was found dead close to 55
was found dead drunk in 67
was found dead sitting in 65
was found dead today in 71
was found dead under the 334
was found dead where he 41
was found dead within the 41
was found for either of 81
was found for either the 116
was found for ratings of 49
was found for which the 140
was found for women in 56
was found lying above the 103
was found lying after the 43
was found lying close by 46
was found lying close to 104
was found lying drunk in 54
was found lying loose in 110
was found lying naked on 137
was found lying under the 198
was found lying where he 70
was found near where the 117
was found not liable to 82
was found one morning at 50
was found one morning by 235
was found one morning in 515
was found one morning on 168
was found one morning to 74
was found one night by 94
was found one night in 97
was found out about the 155
was found out after the 89
was found out later on 86
was found than could be 78
was found that about the 92
was found that added to 47
was found that after an 141
was found that after the 1071
was found that based on 42
was found that below the 82
was found that binding of 74
was found that cells in 43
was found that cells of 86
was found that change in 47
was found that changing the 167
was found that close to 90
was found that cooling the 40
was found that could be 671
was found that doses of 103
was found that eight of 106
was found that either of 49
was found that either the 116
was found that growth of 94
was found that keeping the 40
was found that level of 56
was found that might be 46
was found that nearly the 117
was found that often the 75
was found that pairs of 50
was found that parts of 105
was found that people in 129
was found that people of 46
was found that placing the 40
was found that plots of 50
was found that raising the 110
was found that rates of 132
was found that ratings of 47
was found that sales of 48
was found that seven of 145
was found that since the 201
was found that though the 568
was found that treating the 48
was found that twice as 274
was found that under the 1203
was found that until the 43
was found that varying the 122
was found that water is 55
was found that where the 476
was found that while at 40
was found that while he 44
was found that while in 175
was found that while it 77
was found that while the 2377
was found that within the 641
was found that women in 190
was found that women of 55
was found that would be 66
was found they could be 77
was found they would be 63
was found this morning at 91
was found this morning by 117
was found this morning in 357
was found this morning on 116
was found too large to 91
was found too light to 59
was found too small to 358
was found too strong to 297
was found was shown us 54
was found who cared to 44
was found who could be 58
was found who could do 48
was found who dared to 129
was found who would do 56
was found with child by 148
was found with child of 1925
was found with marks of 51
was found with which the 62
was found with which to 57
was frank and social in 58
was freaking out about it 43
was freaking out about the 47
was fresh and sweet as 89
was fresh and sweet in 49
was fresh and vivid in 71
was fully his equal in 162
was genial and spoke of 46
was getting all kinds of 370
was getting all mixed up 251
was getting all sorts of 200
was getting all wound up 41
was getting her hands on 45
was getting her share of 90
was getting his hands on 173
was getting his share of 241
was getting his start in 72
was getting hot under the 376
was getting its share of 155
was getting its start in 71
was getting out cargo at 115
was getting out while the 40
was getting real close to 47
was getting real tired of 164
was getting that feeling of 41
was getting that rifle to 40
was getting too close to 2295
was getting too large to 86
was getting too proud of 94
was getting too small to 51
was getting too strong to 59
was getting too tired to 154
was given all kinds of 314
was given all power in 257
was given all sorts of 433
was given and taken as 54
was given and taken by 41
was given and taken in 172
was given and where the 58
was given for finding the 49
was given for light to 42
was given for people to 92
was given for testing the 58
was given her first by 73
was given her share of 60
was given him about the 50
was given him after he 76
was given him after the 86
was given him first on 42
was given him under the 54
was given him until the 41
was given him which he 58
was given him while he 43
was given his place in 100
was given his share of 250
was given its place in 151
was given its shape by 55
was given its share of 77
was given its start by 50
was given its title by 95
was given long after the 83
was given new force by 77
was given new vigor by 43
was given one evening at 57
was given one night at 44
was given one piece of 61
was given one share of 66
was given out about the 48
was given six months in 342
was given six months of 50
was given six months to 931
was given six weeks in 63
was given six weeks of 67
was given six weeks to 170
was given ten acres of 55
was given that after the 69
was given that night at 40
was given that night by 54
was given that night in 74
was given that night to 41
was given them after the 54
was given this evening in 60
was given this piece of 55
was given this power by 64
was given this title by 102
was given this title in 91
was given top billing in 99
was given two coats of 272
was given two doses of 103
was given two hours in 52
was given two hours of 50
was given two hours to 281
was given two months in 125
was given two months to 266
was given two pairs of 85
was given two pints of 51
was given two rooms in 54
was given two rooms on 47
was given two suits of 46
was given two types of 42
was given two units of 84
was given two weeks in 104
was given two weeks of 114
was given two weeks to 519
was given was based on 41
was glowing with pride as 43
was grand and noble in 114
was grand and pleasing to 101
was grave and droll in 91
was grave and giddy by 57
was groping for words to 101
was growing and changing as 43
was growing and changing in 43
was growing too close to 49
was growing too large to 70
was growing too strong to 112
was grown than could be 47
was grown too strong to 56
was guiding her round the 61
was handing out money to 59
was hanged and burnt in 102
was hanged for denying the 51
was hanged for killing the 68
was happy all night at 42
was happy and began to 44
was happy and proud in 45
was happy and proud of 409
was happy and proud to 713
was happy and willing to 109
was happy she would be 45
was harsh and cruel in 80
was harsh and cruel to 111
was hated and feared as 206
was hated and feared by 838
was hated and feared in 64
was heaped with piles of 41
was helping her father in 45
was helping her father to 49
was helping her mother in 113
was helping her mother to 200
was helping him about it 42
was helping his father at 53
was helping his father in 240
was helping his father on 72
was helping his father to 111
was helping his mother in 43
was helping his mother to 59
was hired and fired by 102
was hired and given the 75
was hitting too close to 182
was holding and began to 103
was holding and tried to 54
was holding both hands to 45
was holding her close in 62
was holding her close to 227
was holding her court at 58
was holding her hands in 171
was holding her hands to 97
was holding her hands up 79
was holding her under the 42
was holding him close to 46
was holding his court at 828
was holding his court in 250
was holding his glass of 48
was holding his hands in 140
was holding his hands to 127
was holding his hands up 299
was holding his horse by 60
was holding his horse in 72
was holding his penis in 50
was holding his rifle at 42
was holding his rifle in 77
was holding his sword in 46
was holding his watch in 43
was holding its meeting in 94
was holding out hopes of 109
was holding out light to 40
was hoped she would be 70
was hoped that after the 268
was hoped that change of 44
was hoped that either the 41
was hoped that since the 47
was hoped that under the 145
was hoped that within the 42
was hoped they could be 89
was hoped they might be 247
was hoped they would be 753
was hoped they would do 73
was hoped this might be 62
was hoped this would be 109
was hopping mad about it 45
was hopping mad about the 49
was hours and hours of 102
was huffing and puffing as 260
was huffing and puffing by 88
was huffing and puffing in 43
was huffing and puffing so 145
was hugging and kissing me 102
was hugging and kissing the 57
was humming all sorts of 55
was hungry and asked if 42
was hungry and began to 122
was hungry and tired of 53
was hungry and tried to 73
was hungry and would eat 54
was hunting with rufus in 94
was jangling out above the 81
was jesus that spoke to 60
was jesus who spoke to 44
was keeping her awake at 67
was keeping him awake at 125
was keeping his court at 52
was keeping his sense of 50
was keeping his terms at 66
was kicking him under the 47
was kicking his heels at 52
was kicking his heels in 241
was kneading and shaping the 58
was known all round the 65
was known and acted on 158
was known and could be 392
was known and feared as 306
was known and feared by 176
was known and feared in 101
was known and liked by 405
was known and liked in 78
was known and loved as 252
was known and loved by 1044
was known and loved in 610
was known and where he 44
was known and where the 73
was known and would be 77
was known for miles in 50
was known for playing the 52
was known for short as 51
was known his debts of 45
was known long after as 210
was known long since in 56
was known that after the 116
was known that could be 66
was known that mines of 111
was known that under the 58
was known that within the 42
was known then about the 256
was known they could at 81
was known they would be 161
was known who would be 60
was lacking with which to 64
was landing his cargo at 62
was large and built of 65
was large and could be 52
was later and later in 44
was later put under the 87
was later set aside as 108
was later set aside by 247
was later set aside in 50
was later set aside on 53
was later than usual at 43
was later than usual in 418
was later than usual to 60
was learning all about the 99
was learning all kinds of 78
was learning all sorts of 67
was learning his craft as 57
was learning his craft in 41
was learning his trade as 148
was learning his trade in 69
was legal and would be 41
was liable for breach of 776
was liable for failing to 579
was liable for taxes on 78
was licking his chops in 80
was lifting his glass to 56
was lifting his voice in 71
was light and could be 119
was light and quick in 106
was light and sharp as 53
was liked and loved by 51
was lined with banks of 40
was lined with books in 82
was lined with books on 73
was lined with people as 43
was lined with people on 60
was lined with piles of 57
was lined with racks of 48
was lined with shops on 43
was lined with slabs of 107
was lined with trees on 82
was lined with walls of 48
was loads and loads of 43
was longer than could be 61
was longer than either of 97
was longer than usual in 209
was looking all about the 42
was looking all round the 55
was looking and smiling at 52
was looking for anything he 53
was looking for anything in 177
was looking for anything to 120
was looking for beneath the 52
was looking for clues as 46
was looking for clues to 148
was looking for could be 137
was looking for funds to 49
was looking for girls to 45
was looking for might be 129
was looking for money to 143
was looking for people in 57
was looking for people to 581
was looking for proof of 62
was looking for signs of 764
was looking for under the 92
was looking for until he 117
was looking for women to 73
was looking for words to 52
was looking for would be 365
was looking her right in 50
was looking him right in 122
was looking one evening at 45
was looking red about the 60
was looking she gazed up 46
was looking this morning at 44
was loose and could be 111
was loved and feared by 87
was loved and hated by 80
was loved and hated in 104
was loved and would be 52
was lower than could be 60
was lower than either of 93
was lower than either the 78
was lower than might be 90
was lower than under the 72
was lower than would be 246
was loyal and could be 43
was meeting all kinds of 77
was meeting all sorts of 91
was meeting and getting to 41
was meeting and talking to 45
was merit with heaven to 59
was miles and miles of 245
was mined and blown up 93
was mined and would be 40
was minor and could be 47
was missing two fingers on 166
was mixed with water at 108
was mixed with water in 408
was mixed with water or 100
was mixed with water to 535
was mixed with white of 40
was money that could be 78
was money with which to 152
was moody and given to 42
was mother and father to 201
was moved one morning by 252
was moved two miles to 45
was moved yet again to 65
was music and dancing at 44
was music and dancing in 216
was music and dancing on 72
was named for louis ix 45
was named head coach at 197
was named head coach in 68
was named head coach of 454
was named nba coach of 90
was named nfl coach of 50
was named not after the 96
was nearer and dearer to 246
was nearer than either of 76
was nearly all earned by 74
was nearly all owned by 46
was nearly all spent in 57
was nearly all taken up 144
was nearly cut short by 63
was nearly his equal in 99
was nearly six miles in 64
was nearly six months in 49
was nearly six times as 614
was nearly six times the 196
was nearly six weeks in 51
was nearly ten times as 976
was nearly ten times the 233
was nearly that which is 42
was nearly too tired to 61
was nearly two hours in 118
was nearly two miles in 299
was nearly two miles to 159
was nearly two months in 90
was nearly two thirds of 103
was never any burst of 191
was never any change in 259
was never any change of 42
was never any danger of 1262
was never any danger to 108
was never any denial of 40
was never any doubt as 3812
was never any doubt at 147
was never any doubt he 63
was never any doubt in 5299
was never any doubt of 1196
was never any doubt on 134
was never any doubt or 106
was never any feeling of 208
was never any force so 64
was never any glory or 59
was never any issue of 41
was never any kingdom in 44
was never any meeting of 59
was never any money in 126
was never any money to 172
was never any nation so 41
was never any place in 50
was never any place to 50
was never any point at 40
was never any point in 310
was never any proof of 274
was never any reason to 877
was never any sense in 43
was never any sense of 466
was never any state in 40
was never any trace of 283
was never any washing of 50
was never easy under it 64
was never eye could go 53
was never far below the 1956
was never far beneath the 657
was never her habit to 90
was never his fault if 48
was never his habit to 332
was never his method to 51
was never man alive so 43
was never that close to 148
was never too drunk to 51
was never too proud to 528
was never too strong to 84
was never too tired or 195
was never too tired to 1108
was never yet found by 41
was never yet found in 65
was never yet known to 571
was noble and worthy in 64
was noble and worthy of 126
was nodding and smiling as 117
was nodding and smiling at 112
was nodding and smiling in 40
was noted for skill in 46
was noted for winning the 79
was noted that after the 222
was noted that since the 206
was noted that though the 77
was noted that under the 145
was noted that where the 73
was noted that while the 480
was noted that within the 113
was noted with alarm by 99
was noted with alarm in 44
was obeying his order to 80
was often cut short by 71
was often his guest at 86
was often his habit to 55
was often not aware of 98
was often not based on 66
was often not equal to 53
was often not until the 77
was often put under the 49
was often set aside by 58
was often set aside in 44
was often too close to 41
was often too drunk to 136
was often too large to 44
was often too quick to 60
was often too short to 54
was often too small to 256
was often too strong to 91
was often too tired to 543
was older and began to 46
was older she would be 126
was older than either of 278
was older than either the 83
was older than swift by 57
was opening and closing as 48
was opening and closing in 56
was opening and closing the 275
was opening its doors to 347
was opening its gates to 50
was owned and built by 55
was owned and lived in 157
was owned and ruled by 104
was pages and pages of 40
was passing her chair on 48
was passing him while he 75
was paved with brick in 61
was paved with flags of 47
was paved with slabs of 444
was pawning and selling the 46
was picking out tunes on 51
was piled with boxes of 54
was piles and piles of 67
was pinning her hopes on 102
was pinning his hopes on 431
was pinning its hopes on 201
was placing his hands on 57
was placing his hopes in 48
was placing his trust in 96
was plain jim feared the 47
was plain that after the 67
was plain that either the 49
was plain that since the 134
was plain that though the 84
was plain that under the 46
was plain that while the 80
was playing all kinds of 68
was playing all sorts of 170
was playing both sides of 302
was playing that night at 63
was playing that night in 45
was playing too close to 40
was pleading his cause in 40
was praying one night in 43
was proud and happy as 105
was proud and happy at 96
was proud and happy if 66
was proud and happy in 228
was proud and happy to 1055
was proud and loved to 64
was proud and naive at 70
was proud and which he 66
was proving too small to 41
was pulling all sorts of 42
was pulling and hauling at 43
was pulling and tugging at 64
was pulling his pants up 54
was purer than either of 115
was pushing and pulling at 43
was pushing and shoving to 93
was putting all kinds of 48
was putting her fingers to 53
was putting her house in 66
was putting her money on 54
was putting her trust in 47
was putting his fingers in 42
was putting his hands in 41
was putting his hands on 89
was putting his house in 115
was putting his money on 99
was putting his shirt on 84
was putting his stamp of 45
was putting his stamp on 40
was putting his trust in 145
was putting his violin in 51
was putting its house in 81
was putting its money on 64
was quick and alert in 303
was quick and light on 45
was quiet and could be 40
was quiet and empty of 57
was quiet and letting the 70
was quiet and still as 301
was quiet and still in 142
was quiet for about an 44
was quite all right as 302
was quite all right at 50
was quite all right by 50
was quite all right if 100
was quite all right in 112
was quite all right on 40
was quite all right to 572
was quite easy about the 41
was quite his equal in 71
was quite hot about it 83
was quite low until the 42
was quite mad about the 44
was quite sad about it 74
was quite shy about it 56
was quite too short to 124
was quite too small to 140
was racking her brain to 124
was racking his brain in 48
was racking his brain to 279
was raising all kinds of 72
was raising all sorts of 55
was raising her hands to 44
was raising her voice to 60
was raising his glass of 153
was raising his glass to 116
was raising his hands in 43
was raising his hands to 55
was raising his rifle to 160
was raising his voice in 132
was raising his voice to 112
was raped and beaten by 126
was raped and beaten in 43
was raped and beaten to 65
was rather long about it 63
was rather put about by 72
was rather shy about it 57
was rather too close to 177
was rather too hasty in 45
was rather too large to 92
was rather too prone to 73
was rather too small to 109
was rather too strong to 44
was rather too willing to 40
was reaching its zenith in 133
was really all about the 91
was really all right to 66
was really and truly an 133
was really and truly in 281
was really and truly no 45
was really and truly of 50
was really and truly on 58
was really and truly the 889
was really and truly to 166
was really any danger of 77
was really any point in 55
was really being asked to 108
was really hot under the 61
was really mad about it 127
was really mad about the 57
was really new about the 80
was really not about the 40
was really not aware of 158
was really not equal to 62
was really not quite so 71
was really not until the 655
was really not worthy of 73
was really one flash of 47
was really sad about it 42
was really too bored to 44
was really too close to 85
was really too drunk to 44
was really too large to 69
was really too short to 81
was really too small to 438
was really too tired to 519
was reared and where he 75
was reared and which he 51
was resting her cheek on 59
was resting her elbow on 118
was resting her hands on 62
was resting his elbow on 125
was resting his hands on 66
was right and began to 89
was right and could be 50
was right and fitting to 127
was right and noble to 41
was right and ought to 190
was right and pleasing to 124
was right and tried to 63
was right and where he 122
was right and would be 102
was right for jesus to 49
was right for people to 95
was right for woman to 41
was right for women to 139
was right they would do 40
was robbing two women of 94
was rolling and tossing in 40
was rolling and tossing it 111
was round and about the 84
was round and could be 60
was round and smooth as 101
was rubbing her hands on 48
was rubbing his hands as 97
was rubbing his hands at 59
was rubbing his hands in 331
was rubbing his hands on 54
was rubbing his hands up 41
was ruddy and withal of 67
was ruled out after the 54
was ruled out since it 58
was ruled out since the 112
was ruled that under the 44
was ruled that where the 57
was running for mayor in 92
was running for mayor of 700
was running for mayor on 51
was running his fingers up 99
was running his hands up 159
was running too close to 43
was sadly cut short by 58
was safer and easier to 191
was safer and wiser to 67
was safer than looking at 42
was sailing too close to 79
was sally who broke the 68
was saved and given to 65
was saved and moved to 45
was saved and shall be 43
was saved and taken to 141
was sealed and given to 75
was sealed and heated at 115
was sealed and heated to 85
was seamed with lines of 116
was seated and began to 51
was seated and writing the 40
was seated one evening at 130
was seated one evening in 96
was seated one morning in 88
was seated one morning on 104
was seeking and which he 45
was selling all kinds of 63
was sending her smile to 47
was sending him round the 52
was sending out waves of 49
was setting and filling the 76
was setting and turning the 43
was setting his house in 146
was setting its house in 80
was setting off again to 76
was shaking her hands in 42
was shaking his fists at 50
was shaking his fists in 52
was shaking too badly to 142
was shaving this morning at 47
was shearing his sheep in 206
was short and broad in 83
was short and could be 65
was short and ended in 106
was short and round as 43
was short and sharp in 44
was short and small in 151
was showing any signs of 205
was showing few signs of 121
was showing him round the 63
was showing new signs of 70
was showing real signs of 56
was shown each first in 42
was shown that after the 232
was shown that binding of 60
was shown that growth of 41
was shown that since the 93
was shown that though the 66
was shown that under the 357
was shown that where the 90
was shown that while the 454
was shown that within the 145
was shown this morning by 46
was shown was above the 43
was shown with pride the 53
was shown with pride to 46
was silky and white as 40
was sitting all alone at 235
was sitting all alone by 46
was sitting all alone in 546
was sitting all alone on 152
was sitting and asked if 67
was sitting and asked me 99
was sitting and began to 160
was sitting and holding my 50
was sitting and looking at 178
was sitting and staring at 115
was sitting and talking to 211
was sitting and tried to 72
was sitting and waiting in 44
was sitting his horse in 54
was sitting one evening at 278
was sitting one evening in 556
was sitting one evening on 124
was sitting one morning at 191
was sitting one morning in 345
was sitting one morning on 51
was sitting one night at 52
was sitting one night in 186
was sitting one night on 45
was sitting out front on 51
was sitting out under the 100
was sitting that evening at 93
was sitting too close to 227
was sitting with eight of 130
was sitting with others in 73
was small and built of 58
was small and close to 107
was small and could be 385
was small and lacking in 78
was small and light in 51
was small and might be 64
was small and short of 41
was small and spare in 118
was small and under the 76
was small and where the 57
was small and would be 98
was smart and could do 53
was smiling and happy to 49
was smiling and holding up 43
was smiling and looking at 234
was smiling and nodding as 126
was smiling and nodding at 131
was smiling and nodding in 67
was smiling and nodding to 68
was smiling and staring at 49
was smiling and talking to 302
was smiling and winking at 41
was smoking and looking at 45
was smoking and staring at 61
was smoking his cigar in 63
was smoking his cigar on 77
was smoking two packs of 134
was smooth and black as 97
was smooth and level as 46
was smooth and round as 68
was smooth and shiny as 64
was smooth and white as 128
was snowing and blowing so 109
was sobbing and moaning in 43
was sooty and muddy at 43
was sorry and tried to 81
was sorry for anything he 48
was sorry for speaking so 63
was sorry for yelling at 61
was sorry she dared me 63
was sound and could be 76
was sound and healthy in 108
was sound and noble in 101
was spent and where he 74
