wages paid and hours worked 78
whose health was never robust 90
whose heart was large enough 86
whose heart was still heavier 48
whose hind let loose proves 90
whose laws are still obeyed 41
whose like had never before 140
whose love had never failed 44
whose meaning her brain seemed 54
whose mind was really imbued 124
whose mind was still filled 77
whose mouth and cigar clouds 45
whose name and phone number 147
whose name any share stands 160
whose name had never before 42
whose name has never reached 48
whose name has since become 665
whose name now first appears 211
whose name they might ravage 93
whose name was adolf hitler 42
whose name was jesus christ 77
whose name was later changed 861
whose name was never spoken 203
whose name was often linked 41
whose name was roger lyndon 46
whose oaths and threats already 62
whose odes and verse dramas 40
whose peace and whose refuge 63
whose play and power depend 123
whose poems are still extant 60
whose reading and writing skills 142
whose sins you shall retain 1415
whose size and shape depend 88
whose size and shape showed 42
whose skin and whose sorrow 127
whose spear was never broken 52
whose wealth and power depend 88
whose wealth and social standing 84
whose wife was first cousin 42
whose word was never spoken 54
whose work was cited earlier 50
whose wrath had waxed hotter 48
wield wealth and power vaster 40
winds were not strong enough 185
wiped clean and thinly sliced 292
wiped from his prose writings 72
within their own armed forces 54
within their own ethnic groups 417
within their own fiefs before 47
within their own legal system 424
within their own racial groups 68
within their own small circle 108
within their own small groups 59
within their own social circle 124
within their own social groups 135
within their own social milieu 78
within their own social system 57
within their own social worlds 68
within their own value system 75
within these two broad groups 56
within these two major groups 73
woman came and knelt before 145
woman came and stood behind 101
woman came and stood beside 83
woman from her natal family 78
woman sunk him still deeper 40
woman whom you would choose 47
woman will get breast cancer 55
women coping with breast cancer 115
women from all ethnic groups 199
women from all social groups 69
women from all social levels 47
women from all social strata 171
women full and equal access 69
women have few legal rights 51
women have had equal rights 49
women have low social status 46
women living with breast cancer 541
women said they would choose 49
women said they would prefer 177
women were not strong enough 238
women were not tough enough 40
women will get breast cancer 596
words fell one after another 53
words used are really clothed 53
words were not getting through 106
words were not strong enough 832
working hard and getting little 272
working hour thus found serves 45
works best who works without 83
works best with small groups 277
works well for small groups 42
works well with small groups 157
world have long since agreed 80
world into her model little 63
world into two equal halves 60
world peace and human rights 534
world pipe and dance around 68
world there are social groups 53
world view and value system 713
world were not large enough 41
world were not strong enough 40
world were one large market 164
world will not easily forget 93
worst evil that could befall 173
worst fate that could befall 710
would also bring about greater 46
would also see about avoiding 62
would bend her whole strength 43
would bend his tongue around 45
would break out again before 44
would break out again laughing 88
would burn her ships behind 51
would call for fresh issues 47
would call his social policy 46
would come and stand around 148
would come and stand before 235
would come and stand behind 121
would come and stand beside 139
would come for miles around 177
would come one after another 48
would come two pound cheaper 51
would come with fitting weight 55
would cost them about twenty 44
would ever get close enough 108
would fade and bloom perish 73
would fain lay knife aboard 89
would fall one after another 105
would find her sixty francs 57
would find him tasks enough 233
would find him waiting humbly 68
would find them quite without 44
would give her every chance 46
would give her glove filled 50
would give him every chance 55
would give him fifty pounds 71
would give him forty purses 46
would give him money enough 86
would give him short shrift 71
would give his angels charge 178
would give his final answer 60
would give them equal rights 58
would give them short shrift 146
would give them still greater 41
would have any lasting effect 137
would have any legal effect 75
would have any legal rights 51
would have any major effect 59
would have but small chance 85
would have but small effect 125
would have cut right across 71
would have cut right through 60
would have got short shrift 110
would have had ample notice 68
would have had easier access 64
would have had equal effect 67
would have had every chance 332
would have had every excuse 165
would have had every motive 42
would have had force enough 59
would have had grave doubts 87
would have had mixed feelings 110
would have had money enough 52
would have had nerve enough 41
would have had pluck enough 64
would have had quite another 137
would have had quite enough 169
would have had reason enough 138
would have had sense enough 1088
would have had short shrift 496
would have had small chance 566
would have had small effect 66
would have had small weight 55
would have had solar energy 68
would have had still greater 142
would have had strong reasons 58
would have had thirty pounds 83
would have had under normal 107
would have had under section 127
would have him given something 100
would have him hanged without 44
would have his bones broken 152
would have his house pulled 45
would have long since become 373
would have long since broken 74
would have long since caused 46
would have long since fallen 361
would have long since learned 45
would have long since looked 46
would have long since passed 199
would have long since proved 44
would have long since reached 51
would have long since turned 58
would have read latin authors 46
would have run right through 169
would have two broad pieces 78
would hold its first session 96
would keep his money locked 49
would know how cross lucius 57
would know who would desire 79
would leave and never return 143
would leave his people without 83
would leave one party without 47
would leave this plate behind 68
would leave this world without 41
would lend real moral standing 51
would live two weeks without 41
would lose all civil rights 46
would lose its value unless 98
would lose its whole effect 78
would make any sense without 49
would make her about twenty 56
would make her ample amends 49
would make her strong enough 78
would make him about twenty 71
would make him strong enough 87
would make him world famous 86
would make his first public 74
would make its first effort 50
would make one final effort 108
would make our lives better 204
would make our reason baffle 76
would make them happy whether 75
would make them strong enough 137
would make them upper orders 54
would make things worse instead 45
would mark his later career 46
would meet with short shrift 56
would only get worse before 60
would open its gates before 40
would pass for lords indeed 59
would plead our cause before 111
would reach sir henry before 84
would seem that every effort 113
would seem that every person 75
would seem that human nature 77
would seem that under normal 91
would seem that while ishmael 63
would seem that woman should 87
would soon set about catching 147
would stay her lofty flight 71
would take her about twenty 44
would take her place beside 117
would take him about twenty 76
would take him right across 57
would take him right through 41
would take his place behind 41
would take his place beside 156
would take its place amongst 46
would take its place beside 260
would take its plain course 62
would take long walks around 64
would take long walks through 201
would take one whole summer 77
would take six months before 153
would take them right through 93
would take them still further 92
would think her rather clever 50
would think that after twenty 48
would think that every church 40
would think that every letter 53
would think that heaven itself 69
would think they might suffer 45
would throw his bearings farther 44
would turn her world upside 46
would urge his horse upward 41
would vary with every person 61
would walk for miles through 56
would weep for fresh worlds 46
would wish that others should 181
woven into its whole fabric 43
woven into our social fabric 90
write down her phone number 75
write down his phone number 44
write these few lines merely 55
write these few lines through 106
write these things while absent 85
wrote down her phone number 262
wrote down his phone number 236
wrote more than fifty novels 61
wrote more than forty novels 55
wrote more than forty operas 89
wrote more than thirty novels 50
wrote what has since become 56
