wade amid the roaring element 55
went into the small kitchen 437
went into the spare bedroom 295
went into the state coffers 59
went into the state treasury 159
went into the store together 41
went into the study together 42
went into the upper chamber 81
went into the washing machine 195
went into the water himself 44
went into the water together 137
went into the whole history 155
went into the whole problem 50
went into the whole question 592
went into the whole subject 145
went into the woods because 90
went into the woods together 297
went over in large numbers 114
went over the final details 68
went over the first baseman 55
went over the hills towards 47
went over the house together 88
went over the whole country 114
went over the whole history 159
went over the whole question 156
went over the whole subject 330
went over the whole surface 69
went there in large numbers 92
went unto the chief priests 797
wept when he found himself 115
were able to adapt quickly 84
were able to admit certain 109
were able to argue against 46
were able to avoid capture 230
were able to avoid certain 50
were able to avoid contact 53
were able to avoid service 46
were able to avoid surgery 73
were able to avoid taxation 41
were able to build bridges 83
were able to build support 51
were able to build temples 41
were able to carry forward 421
were able to claim victory 133
were able to elect members 73
were able to elude capture 54
were able to enter college 60
were able to erect buildings 45
were able to evade capture 91
were able to evade payment 43
were able to exact tribute 44
were able to exert control 205
were able to exert increasing 46
were able to fight against 93
were able to force foreign 41
were able to fully exploit 54
were able to gather support 61
were able to gather together 755
were able to group together 69
were able to guard against 117
were able to laugh together 115
were able to offer support 137
were able to patch together 66
were able to piece together 1786
were able to press forward 230
were able to quote chapter 45
were able to raise capital 197
were able to rally support 188
were able to seize control 502
were able to sleep soundly 105
were able to solve certain 42
were able to spend several 148
were able to spend together 252
were able to stand against 230
were able to stand between 46
were able to stand outside 113
were able to stand together 90
were able to stand upright 678
were able to stick together 79
were able to unite against 128
were able to visit several 71
were able to wrest control 222
were able to write letters 119
were acting in close concert 61
were ages of social cruelty 40
were also in close contact 266
were also of every pattern 51
were also of short duration 73
were among my close friends 40
were among the chief exports 44
were among the chief factors 153
were among the chief features 72
were among the chief friends 50
were among the chief glories 43
were among the chief objects 225
were among the chief patrons 55
were among the chief sources 134
were among the chief speakers 52
were among the chief targets 58
were among the chief victims 94
were among the eight largest 58
were among the first african 209
were among the first animals 381
were among the first artists 231
were among the first aspects 41
were among the first british 152
were among the first buildings 254
were among the first canadian 51
were among the first chinese 229
were among the first couples 56
were among the first critics 93
were among the first devices 80
were among the first efforts 151
were among the first enzymes 50
were among the first erected 45
were among the first european 343
were among the first farmers 65
were among the first foreign 147
were among the first friends 41
were among the first germans 46
were among the first hundred 54
were among the first inmates 42
were among the first lessons 61
were among the first mammals 40
were among the first martyrs 44
were among the first measures 65
were among the first medical 77
were among the first members 848
were among the first muslims 66
were among the first natural 56
were among the first objects 452
were among the first organic 84
were among the first outside 77
were among the first patrons 45
were among the first persons 244
were among the first pioneers 265
were among the first popular 81
were among the first printed 181
were among the first private 49
were among the first results 88
were among the first schools 74
were among the first shipped 49
were among the first spanish 137
were among the first species 73
were among the first studied 119
were among the first studies 72
were among the first systems 51
were among the first targets 357
were among the first teachers 145
were among the first tenants 71
were among the first theorists 82
were among the first traders 45
were among the first vessels 52
were among the first victims 1261
were among the first western 150
were among the first workers 325
were among the first writers 242
were among the first written 55
were among the games carried 58
were among the large numbers 48
were among the lower classes 77
were among the major factors 274
were among the major figures 52
were among the major sources 70
were among the older members 54
were among the prime targets 81
were among the stock legends 50
were among the worst enemies 68
were bent on causing trouble 62
were bent on gouging himself 86
were born in latin america 387
were born in state forlorn 67
were born of irish parents 50
were born of slave parents 68
were born or whose parents 42
were born so close together 131
were bred in large numbers 156
were busy he would explain 42
were busy in every country 45
were busy in every village 66
were cast in large numbers 46
were coming in large numbers 400
were coming to fight against 68
were during the first quarter 112
were during the period between 56
were eager to claim kindred 83
were eager to fight against 131
were eager to march against 107
were eager to press forward 225
were eaten in large numbers 56
were ever on guard against 68
were felt in varying degrees 44
were flying in sight together 79
were fond of telling stories 56
were free in every respect 55
were free of panic attacks 128
were from the first allowed 93
were from the first beginning 122
were from the first divided 53
were from the first endowed 51
were from the first hostile 106
were from the first limited 428
were from the first opposed 300
were from the first strongly 54
were from the first written 41
were from the lower classes 732
were from the mother country 111
were from the roman catholic 40
were from the upper classes 482
were from the working classes 206
were full of blood because 45
were full of people inquiring 98
were full of vague terrors 94
were giving the final touches 58
were good at keeping secrets 86
were hanging on nails against 61
were hanging the salem witches 80
were hard to catch because 96
were heard by others besides 73
were heard in every quarter 463
were heard on still october 55
were heard the first rumblings 45
were held at which members 41
were held at which speakers 70
were held by party members 45
were held in every country 42
were held in every quarter 52
were held in every village 101
were held in joint tenancy 171
were held in large numbers 85
were held in latin america 61
were held in paris between 70
were held in place against 54
were held in place between 60
were held in scant respect 44
were held in state prisons 40
were held in which members 61
were held of small account 94
were here in large numbers 104
were home to large numbers 83
were ideal in every respect 43
were kept in close contact 127
were kept in close custody 67
were kept in glass bottles 42
were kept in large numbers 350
were kept in small numbers 89
were kept on short commons 40
were laid so close together 57
were late in getting started 395
were leading the fight against 173
were leaving in large numbers 191
were leaving the house together 113
were left to every stranger 42
were left to fight against 50
were left to guard against 56
were living in close contact 113
were living in large numbers 52
were living in santa barbara 47
were living in urban centers 108
were living on fixed incomes 97
were losing the fight against 53
were lost in seven vessels 65
were lost or badly damaged 70
were lots of people outside 43
were made by chief justice 59
were made by greek artists 44
were made by joining together 44
were made by large numbers 51
were made by lashing together 88
were made by later writers 43
were made by legal counsel 67
were made by melting together 48
were made by putting together 54
were made by running passage 43
were made by small parties 117
were made by social workers 97
were made by staff members 118
were made by welding together 82
were made in cases involving 50
were made in every country 77
were made in every quarter 183
were made in large numbers 1005
were made in later editions 112
were made in latin america 120
were made in small amounts 52
were made in small numbers 135
were made of equal bigness 54
were made of finer material 40
were made of leather stuffed 49
were made of light material 77
were made of poles covered 94
were made of solid material 41
were made on blood samples 50
were made on water samples 42
were made to fight against 93
were made to gather together 131
were made to guard against 337
were made to merge together 55
were made to stand against 130
were made to stand outside 255
were made to stand upright 113
were making the first attempt 44
were making the right decision 793
were meant to guard against 72
were moving in large numbers 195
were naming the passing objects 61
were once or twice granted 104
were only of short duration 285
were only the first victims 52
were only to grant pardons 155
were only to sleep forever 79
were open to every citizen 58
were over the enemy renewed 48
were over the sugar question 44
were paid to fight against 137
were paid up share capital 101
were reading or writing letters 43
were ready at every occasion 45
were ready on every occasion 110
were ready to enter college 132
were ready to fight against 613
were ready to fight anybody 43
were ready to march against 487
were ready to march forward 50
were ready to marry anybody 46
were ready to press forward 46
were ready to rebel against 254
were ready to stake everything 62
were ready to start between 52
were ready to unite against 126
were rife in every quarter 58
were safe to avail himself 53
were said to exist between 118
were seen by large numbers 45
were seen by social workers 51
were seen in close contact 56
were seen in close pursuit 50
were seen in every quarter 104
were seen in large numbers 485
were seen in small numbers 113
were seen in swift pursuit 41
were seen the usual variety 64
were seen to exist between 75
were seen to pause outside 43
were sent in large numbers 378
were sent to china between 40
were sent to every country 73
were sent to every village 91
were sent to fight against 233
were sent to latin america 178
were sent to queen victoria 88
were sent to royal estates 63
were sent to santa barbara 43
were shot in large numbers 97
were slow in getting started 203
were sold in large numbers 522
were sold in local markets 151
were sold in slave markets 116
were sold in small parcels 66
were sold on world markets 57
were sold to local farmers 51
were sold to raise capital 45
were sold to sitting tenants 80
were sold to slave traders 117
were sons of small farmers 56
were soon in action against 98
were soon in close contact 46
were soon to rebel against 54
were such as could warrant 81
were such as either poverty 91
were such as might debauch 66
were such as moses himself 57
were such as would justify 201
were such as would prevent 51
were such as would produce 68
were such as would require 57
were such as would satisfy 255
were such as would terrify 50
were such as would usually 54
were sunk or badly damaged 255
were sure to arise between 114
were sure to laugh exactly 226
were taking the field against 62
were there an actor capable 44
were there in large numbers 824
were there to guard against 63
were those in which foreign 41
were those in which several 46
were those in which teachers 42
were those of small parties 43
were those on whose account 89
were tied in small bundles 44
were told in plain language 50
were told to write letters 42
were true it would explain 85
were trying to build bridges 53
were trying to cause trouble 69
were trying to change society 40
were trying to create trouble 59
were trying to fight against 64
were trying to guard against 95
were trying to piece together 714
were trying to press forward 45
were trying to raise capital 44
were trying to seize control 152
were trying to wrest control 90
were upon the whole superior 112
were used as basic material 48
were used as burial grounds 84
were used as cooking vessels 74
were used as draft animals 328
were used as dumping grounds 90
were used as floor coverings 219
were used as grave markers 67
were used as human shields 163
were used as light sources 160
were used as model systems 109
were used as money because 44
were used as packing material 40
were used as state prisons 120
were used as teaching devices 59
were used as working capital 50
were used as writing material 95
were used by large numbers 79
were used by later writers 60
were used by slave traders 43
were used in close support 41
were used in daily worship 41
were used in large amounts 59
were used in large numbers 736
were used in later studies 110
were used in latin america 42
were used in roman britain 55
were used in small amounts 65
were used in small numbers 137
were used in trade between 118
were used in varying degrees 121
were used to argue against 95
were used to carry freight 60
were used to create cornell 305
were used to fight against 70
were used to guard against 150
were used to piece together 43
were used to study effects 42
were used to stuff pillows 61
were used to varying degrees 102
were used to working together 901
were voting in large numbers 55
were when he found himself 80
were when it first appeared 40
were when we first arrived 70
were when we first entered 43
were when we first started 99
were wont to gather together 110
were wont to press forward 46
west along the coast towards 138
west from the first meridian 166
west from the prime meridian 971
west side of mount pleasant 50
west side of state highway 98
what else it might contain 48
what form the final product 40
what held the world together 71
what kind of civil society 139
what kind of nation america 60
what kind of people inhabit 62
what kind of social science 170
what laws he would observe 94
what means he could command 63
what means he could inspire 67
what means he could recover 77
what means he might improve 44
what means he shall achieve 111
what name the party rallied 56
what need of words between 45
what peace we often forfeit 1306
what rank to place himself 74
what rate the rival carrier 40
what sort of moral conduct 48
what sort of queer creature 40
what such an epoch demands 57
what time an action belonged 54
what time it would require 158
what time the final decision 119
what time the train arrived 43
what were the chief factors 58
what were the chief features 74
what were the exact muscles 53
what were the final results 50
what were the links between 61
what were the major factors 90
what will or would satisfy 63
what will the world believe 57
wheat rose to sixty pennies 89
when eaten in large amounts 237
when eaten in small amounts 56
when good king arthur reappears 41
when held in sitting position 82
when last we spake together 67
when life in rural america 44
when making the final decision 263
when most of latin america 114
when much of latin america 54
when none is really present 43
when once he finds himself 72
when once he found himself 203
when once the first impulse 42
when ready to rebel against 75
when seen in large numbers 84
when sold in small portions 75
when such an event happens 136
when there is close contact 125
when there is doubt regarding 146
when there is either ambition 46
when there is fusion between 49
when there is growing concern 72
when there is large variation 51
when there is renal failure 126
when there is space between 52
when there is strong support 69
when there is total silence 44
when there is trade between 63
when there is trust between 90
when there no longer existed 150
when there no longer remains 108
when tied up close together 43
when trying to piece together 68
when used in large amounts 497
when used in large numbers 130
when used in small amounts 470
when used in strong solution 57
when what is really happening 74
whom live on fixed incomes 41
whom were of irish descent 79
whom were of roman descent 44
whom were so badly wounded 91
wide areas of human behavior 48
wide areas of latin america 53
wide gulf is fixed between 57
wide over the broad expanse 84
wide over the whole country 117
wide range of alloy systems 53
wide range of asset classes 86
wide range of basic research 51
wide range of books including 47
wide range of cases involving 132
wide range of cells including 73
wide range of child behavior 43
wide range of child welfare 49
wide range of civil matters 56
wide range of civil society 290
wide range of color choices 63
wide range of color effects 68
wide range of color variation 97
wide range of crops including 228
wide range of cross sections 49
wide range of drugs including 79
wide range of engine operating 166
wide range of evening classes 43
wide range of farming systems 79
wide range of field strengths 140
wide range of field studies 56
wide range of foods including 126
wide range of forms including 66
wide range of fresh produce 51
wide range of fuels including 50
wide range of funding sources 98
wide range of fungal diseases 72
wide range of fungal species 55
wide range of goods including 218
wide range of grass species 58
wide range of growth factors 82
wide range of hosts including 162
wide range of housing choices 49
wide range of human affairs 152
wide range of human behavior 798
wide range of human cancers 137
wide range of human conduct 93
wide range of human desires 43
wide range of human diseases 224
wide range of human emotions 853
wide range of human endeavor 147
wide range of human factors 64
wide range of human history 74
wide range of human motives 46
wide range of human passions 44
wide range of human reactions 49
wide range of human service 168
wide range of human suffering 124
wide range of human tissues 45
wide range of image formats 95
wide range of input devices 85
wide range of input signals 281
wide range of input voltage 109
wide range of items including 202
wide range of large sockets 74
wide range of legal matters 235
wide range of legal systems 67
wide range of light sources 57
wide range of local affairs 55
wide range of local factors 47
wide range of local matters 49
wide range of local variation 74
wide range of meanings depending 56
wide range of meanings including 72
wide range of music including 41
wide range of organ systems 86
wide range of people because 51
wide range of people including 227
wide range of people outside 119
wide range of pests including 46
wide range of plant diseases 65
wide range of plant material 188
wide range of plant species 1254
wide range of plant tissues 106
wide range of power factors 81
wide range of power outputs 166
wide range of pulse heights 46
wide range of pupil ability 55
wide range of ratios between 49
wide range of renal function 65
wide range of short courses 138
wide range of small animals 58
wide range of small mammals 49
wide range of social behavior 196
wide range of social classes 791
wide range of social domains 42
wide range of social factors 254
wide range of social groupings 82
wide range of social justice 102
wide range of social matters 50
wide range of social reforms 270
wide range of social research 60
wide range of social science 689
wide range of social sectors 86
wide range of social service 263
wide range of social stimuli 90
wide range of social studies 110
wide range of social support 79
wide range of social systems 110
wide range of social theorists 78
wide range of social welfare 567
wide range of soils including 111
wide range of solid solution 101
wide range of sound effects 78
wide range of speed control 380
wide range of speed variation 264
wide range of study designs 92
wide range of tasks including 174
wide range of tasks involving 88
wide range of tasks related 76
wide range of themes including 68
wide range of tidal volumes 57
wide range of tonal effects 58
wide range of toxic effects 178
wide range of types including 42
wide range of users including 45
wide range of value systems 51
wide range of views regarding 112
wide range of water content 276
wide range of water quality 238
wide range of weapon systems 46
wide range of women writers 52
wide range of works including 42
wide range of world affairs 90
wide swings in blood glucose 156
wide view of human history 50
wild over the whole country 192
wild talk in pitying silence 90
will also be false teachers 163
will also be found between 89
will also be found equally 56
will also be found helpful 441
will also be found printed 46
will also be found several 46
will also be found similar 157
will also be given priority 132
will also be lower because 51
will also be quite helpful 55
will also be taken account 41
will also be taken against 61
will also eat small mammals 41
will blur the lines between 64
will break no small vessels 137
will break the glass inwards 40
will call me cruel because 42
will cease to exist because 459
will come in close contact 124
will come in handy because 61
will come in handy someday 99
will come in large numbers 183
will come the whole machine 46
will come to fight against 73
will cost us nearer seventy 48
will dare to stand against 133
will draw the water upwards 47
will draw the weaker towards 67
will ever be found between 40
will ever be fully realized 122
will ever be human justice 43
will ever be really content 47
will ever be taken against 41
will fall in value against 43
will feel the moral dignity 93
will fill the space between 380
will fill the voids between 50
will find an ample account 132
will find an extra tumbler 76
will find an utter absence 91
will find in every chapter 53
will find in putting forward 89
will find it quite helpful 57
will find it quite natural 155
will find the first chapter 59
will find the money somehow 59
will find the right answers 97
will find the right balance 101
will find the right solution 64
will find the whole account 52
will find the whole country 60
will find the whole history 43
will find the whole process 126
will find the whole question 92
will find the whole relation 42
will find the whole subject 279
will find the words defined 140
will form the chief objects 57
will form the chief subject 432
will gain the final victory 62
will give an action against 43
will give an added impetus 92
will give an error message 606
will give an exact account 132
will give no small comfort 45
will give the bending moments 55
will give the error message 45
will give the exact figures 41
will give the exact location 65
will give the exact position 61
will give the final decision 52
will give the final verdict 65
will give the opening address 56
will give the party against 107
will give the reader insight 146
will give the right answers 80
will give the solid content 74
will give the whole account 40
will give the whole passage 98
will have an action against 249
will have an awful account 48
will have an exact picture 43
will have it under control 42
will have my hearty support 184
will have no action against 71
will have no books written 111
will have no claim against 488
will have no cruel charity 42
will have no doubt noticed 77
will have no lasting effects 45
will have no power against 82
will have the added benefit 718
will have the added pleasure 49
will have the final decision 281
will have the final victory 74
will have the first priority 61
will have the happy results 41
will have the hearty support 137
will have the hearty sympathy 52
will have the legal mandate 49
will have the moral courage 319
will have the moral support 109
will have the small comfort 104
will have the whole country 142
will have to adapt himself 157
will have to adapt quickly 41
will have to adopt certain 44
will have to adopt measures 58
will have to adopt similar 56
will have to appear against 46
will have to apply himself 62
will have to avail himself 53
will have to await chapter 48
will have to await judicial 48
will have to await results 52
will have to await studies 78
will have to build bridges 46
will have to carry everything 61
will have to change because 289
will have to change careers 46
will have to change schools 109
will have to chose between 67
will have to close because 124
will have to either increase 98
will have to elect between 41
will have to equip himself 48
will have to exert herself 45
will have to exert himself 172
will have to fight against 1089
will have to fight germany 51
will have to force himself 44
will have to gather together 65
will have to guard against 1238
will have to guard himself 43
will have to hurry because 45
will have to judge between 58
will have to labor together 42
will have to limit himself 61
will have to piece together 143
will have to prove herself 48
will have to prove himself 377
will have to rebel against 46
will have to shift towards 74
will have to sleep outside 98
will have to spend between 49
will have to spend billions 92
will have to spend millions 113
will have to spend several 182
will have to stand against 60
will have to stand outside 51
will have to stand together 124
will have to stick together 137
will have to train himself 52
will have to watch closely 125
will have to write letters 59
will have to write reports 44
will have us fight against 68
will help the child achieve 64
will help the child develop 333
will help the fight against 58
will help the group achieve 89
will help the group members 129
will help the learning process 77
will help the local economy 49
will help the reader achieve 44
will help the reader acquire 40
will help the reader develop 157
will help to build bridges 54
will help to guard against 240
will help us guard against 50
will here be found arranged 40
will here be urged against 44
will hold the field against 47
will hold the parts together 76
will hold the world together 66
will keep an exact account 954
will keep in close contact 176
will keep it under control 142
will keep my fingers crossed 97
will know the exact location 68
will learn to adapt himself 60
will learn to rebel against 60
will leave the final decision 90
will leave the nation stronger 43
will leave the reader unmoved 54
will leave the trade exactly 120
will live in heaven forever 41
will live in latin america 57
will live in urban centers 73
will live in world history 124
will lose the whole expense 79
will make an order directing 130
will make an order requiring 54
will make it appear smaller 47
will make it nearly certain 104
will make it quite evident 43
will make no claim against 137
will make no lasting blunder 141
will make the belts according 40
will make the black problem 114
will make the child swallow 64
will make the daily routine 40
will make the exact balance 80
will make the fight against 44
will make the final decision 3399
will make the final payment 50
will make the final product 105
will make the first advance 63
will make the first attempt 54
will make the first contact 76
will make the first payment 86
will make the learning process 143
will make the people believe 40
will make the reader familiar 82
will make the right choices 534
will make the right decision 2578
will make the state capable 78
will make the whole country 123
will make the whole process 371
will make the whole subject 143
will make the world believe 128
will make the world respect 175
will make the world tremble 57
will make the writing process 43
will make to every question 47
will meet the changing demands 42
will move the field forward 80
will move the whole machine 89
will need the adobe acrobat 71
will need to apply several 41
will need to create several 60
will need to gather together 151
will need to guard against 557
will need to liaise closely 65
will need to offer support 44
will need to spend several 65
will need to watch closely 53
will need to write letters 65
will need to write reports 45
will need to write several 52
will obey my every command 113
will only be fully realized 351
will only be fully revealed 152
will over the whole country 103
will play in world affairs 50
will range in value between 57
will reach the right decision 43
will rest the final success 623
will ruin the whole country 82
will rule the world forever 48
will sell in large numbers 47
will send an error message 118
will send the right message 57
will show an error message 85
will show in later sections 72
will show in which country 41
will show the exact location 82
will show the exact position 148
will show the rapid increase 48
will soon be adult members 130
will soon be drawn between 69
will soon be getting married 91
will soon be under control 133
will span the whole history 55
will speak to george douglas 40
will stay in close contact 41
will stop the cooking process 53
will stop the whole process 47
will take as joint tenants 51
will take no action against 311
will take no steps against 61
will take the field against 278
will take the final decision 216
will take the first example 54
will take the first occasion 85
will take the first position 49
will take the first question 45
will take the right decision 45
will take the stump against 54
will take the usual liberty 46
will take the usual payment 73
will take the whole country 57
will take up large amounts 54
will tell me which offerings 40
will tend to blend together 51
will tend to cause rotation 49
will tend to check imports 215
will tend to close together 42
will tend to clump together 49
will tend to drift towards 44
will tend to favor certain 50
will tend to group together 97
will tend to occur between 59
will tend to occur together 61
will tend to shift towards 63
will tend to stick together 185
will there be wanting between 41
will think it quite natural 225
will think me rather foolish 82
will think the right thoughts 45
will throw the first javelin 121
will tour of latin america 309
will trip to latin america 69
will turn the laugh against 92
will turn the people against 70
will turn the scale against 182
will turn the whole science 67
will upon the whole country 190
will vary in price according 47
will vary in value according 94
will want to guard against 120
will want to hedge against 67
will want to spend several 61
will work in close contact 49
will work in close harmony 62
wilt come by worse fortune 81
wind bears the cloud onwards 101
wind blew the flame against 43
wind from the right quarter 267
wind into the dusty highway 56
wind into the grand battery 280
wind made the scene visible 82
wind over the water surface 45
wine from the royal cellars 85
wine into the indian country 92
wipe away the black surface 103
wipe away the whole horizon 211
wood from the nearby forests 85
wood from the royal forests 76
word during the whole journey 54
word from the first letters 54
word must be added regarding 97
word must be taken against 40
work among the group members 44
work among the lower classes 512
work among the upper classes 240
work among the working classes 206
work best by digging deepest 46
work done by social workers 209
work done by staff members 112
work done by women outside 89
work done in latin america 46
work during the first century 50
work during the first quarter 301
work during the period between 274
work during the period covered 280
work during the period following 41
work from the first century 103
work from the fourth century 47
work full of strong imagery 41
work over the whole country 150
work over the whole surface 162
work such as digging ditches 41
work upon the lower buttons 113
work upon the solid portions 40
work upon the whole subject 108
work when it first appeared 639
work will be found equally 121
work will be found notices 186
work will be found several 44
work will be found superior 64
worn away by rubbing against 69
worn down by acute suffering 237
writ down in order according 42
wrong side of every question 180
wrung from the toiling millions 46
