wading among the rude stones 49
went back to their chores 142
went back to their coffee 89
went back to their corner 53
went back to their dinner 53
went back to their dressing 114
went back to their drinking 136
went back to their drinks 194
went back to their duties 244
went back to their earlier 253
went back to their family 66
went back to their fathers 41
went back to their fields 201
went back to their flocks 85
went back to their former 902
went back to their graves 132
went back to their groups 42
went back to their haunts 54
went back to their horses 187
went back to their hotels 107
went back to their houses 680
went back to their island 80
went back to their labors 68
went back to their little 152
went back to their lodges 52
went back to their lodgings 193
went back to their master 113
went back to their mothers 77
went back to their native 706
went back to their normal 530
went back to their office 179
went back to their owners 64
went back to their papers 58
went back to their parent 45
went back to their places 1087
went back to their proper 43
went back to their ruined 59
went back to their school 139
went back to their sleeping 82
went back to their states 40
went back to their station 55
went back to their tables 191
went back to their tribes 54
went back to their trucks 42
went back to their various 202
went back to their wagons 81
went back to their winter 47
went back to town without 72
went back to wall street 109
went back to well before 59
went back to west africa 47
went back to work almost 71
went back to work before 385
went back to work behind 48
went back to work except 51
went back to work monday 85
went back to work without 578
went back to your office 102
went clad in fine stuffs 42
went door to door through 59
went down at last before 70
went down in like manner 50
went down on their bended 132
went down on your bended 138
went down the back stairs 1617
went down the dark stairs 312
went down the dark street 127
went down the draw toward 77
went down the fire escape 715
went down the fire stairs 57
went down the hall toward 691
went down the high street 597
went down the hill slowly 48
went down the hill through 117
went down the hill toward 370
went down the hill without 52
went down the iron ladder 56
went down the iron stairs 53
went down the lane toward 45
went down the last flight 82
went down the line without 44
went down the main stairs 55
went down the main street 555
went down the next flight 66
went down the road toward 320
went down the road without 62
went down the rope ladder 122
went down the side street 146
went down the walk toward 66
went down the wide stairs 83
went down to have another 67
went down to have dinner 61
went down to look around 41
went down to main street 61
went down to make coffee 63
went down to meet laurie 44
went down to south africa 63
went down to steal horses 49
went down to take charge 44
went down to their cabins 63
went down to their graves 323
went down to their houses 51
went down to their office 46
went down to their watering 58
went down to union station 81
went down to wage battle 54
went down to wall street 369
went down to west africa 71
went ever so much further 131
went forth on their devious 79
went forth on their errand 44
went forth on their mission 137
went forth to give battle 48
went forth to their succor 45
went from my cell except 58
went from the room laughing 89
went from the room without 149
went from the west indies 41
went half an hour before 46
went hand in hand across 74
went hand in hand through 312
went home in high dudgeon 69
went home on foot through 45
went home to cook dinner 56
went home to have dinner 109
went home to make dinner 65
went home to south africa 52
went home to their dinner 74
went home to their houses 95
went home to their lodgings 58
went home to their mothers 74
went home to their native 42
went into an even deeper 41
went into as much detail 65
went into so much detail 122
went into the army instead 139
went into the army without 130
went into the back fields 58
went into the back garden 283
went into the back office 264
went into the back parlor 210
went into the bark without 50
went into the boat without 41
went into the city center 40
went into the city through 48
went into the city without 52
went into the dark forest 53
went into the dark little 69
went into the deep forest 130
went into the deep freeze 97
went into the dining saloon 67
went into the great church 71
went into the great saloon 56
went into the great square 108
went into the hall closet 107
went into the hall without 128
went into the high school 95
went into the main building 476
went into the main office 227
went into the main saloon 51
went into the main street 99
went into the most famous 40
went into the most minute 243
went into the most remote 52
went into the next office 155
went into the next street 56
went into the open fields 95
went into the open market 517
went into the other office 142
went into the other section 41
went into the oval office 720
went into the park through 40
went into the pine forest 42
went into the post office 1199
went into the room across 110
went into the room before 52
went into the room behind 189
went into the room beyond 186
went into the room through 44
went into the room without 158
went into the rose garden 49
went into the same office 56
went into the side pocket 42
went into the thick forest 56
went into the throng emerging 64
went into the tiny office 43
went into the town before 63
went into the very simple 149
went into the wall behind 40
went into the west indies 44
went into the wheat fields 62
went into the wine cellar 58
went into the yard before 66
went into the yard through 122
went into the yard without 52
went line by line through 52
went onto the back burner 47
went over an iron bridge 46
went over the main points 167
went over the rising ground 84
went over the same course 86
went over the same ground 3126
went over the same points 47
went over the side before 55
went over the side without 62
went over to fifth avenue 52
went over to have dinner 42
went over to look through 44
went over to take charge 47
went over to third avenue 46
went past the post office 41
went side by side through 53
went step by step through 182
went there to learn french 49
went there to look around 99
went there to meet someone 52
went there to take charge 62
went unto the high priest 623
went upon the same ground 42
wept there by your fallen 209
wept when he left england 44
were able in some degree 113
were able in some measure 171
were able to break through 4067
were able to cast anchor 130
were able to come across 102
were able to come ashore 71
were able to come closer 130
were able to come through 503
were able to cope better 234
were able to draw freely 61
were able to draw heavily 65
were able to draw strength 110
were able to drop anchor 169
were able to fall asleep 201
were able to find allies 60
were able to find another 245
were able to find better 341
were able to find common 347
were able to find enough 674
were able to find little 256
were able to find places 186
were able to find plenty 88
were able to find refuge 346
were able to find safety 46
were able to find someone 171
were able to find something 237
were able to find traces 58
were able to flee across 42
were able to flee before 104
were able to form guilds 62
were able to form stable 96
were able to gain access 1878
were able to gain direct 74
were able to gain enough 306
were able to gain further 99
were able to gain greater 235
were able to gain ground 165
were able to gain market 49
were able to gain strength 52
were able to give advice 123
were able to give battle 142
were able to give better 164
were able to give direct 40
were able to give effect 163
were able to give little 74
were able to give reasons 89
were able to give serious 67
were able to give something 89
were able to grow enough 300
were able to grow faster 126
were able to grow larger 56
were able to grow through 129
were able to grow without 92
were able to have access 250
were able to have another 67
were able to have dinner 62
were able to have direct 44
were able to have enough 42
were able to have sexual 95
were able to help someone 54
were able to hide behind 311
were able to hold meetings 85
were able to hold office 88
were able to hold public 69
were able to join forces 455
were able to keep abreast 576
were able to keep afloat 101
were able to keep enough 42
were able to keep fairly 96
were able to keep intact 43
were able to keep prices 87
were able to keep secret 52
were able to kill enough 54
were able to land safely 165
were able to land troops 71
were able to land without 141
were able to learn english 115
were able to learn enough 46
were able to learn little 56
were able to learn skills 53
were able to learn something 272
were able to learn through 75
were able to leave before 84
were able to leave behind 257
were able to leave england 46
were able to leave school 47
were able to leave without 83
were able to live almost 50
were able to live better 224
were able to live fairly 62
were able to live normal 61
were able to live through 494
were able to live without 425
were able to look across 148
were able to look around 507
were able to look behind 117
were able to look beyond 1159
were able to look inside 199
were able to look through 460
were able to lose weight 141
were able to make almost 99
were able to make amends 43
were able to make another 157
were able to make augite 43
were able to make better 1368
were able to make changes 258
were able to make claims 73
were able to make common 272
were able to make copies 47
were able to make direct 257
were able to make enough 510
were able to make fairly 221
were able to make faster 47
were able to make further 241
were able to make greater 146
were able to make headway 330
were able to make higher 40
were able to make highly 51
were able to make larger 77
were able to make little 453
were able to make proper 54
were able to make public 91
were able to make serious 47
were able to make simple 72
were able to make something 139
were able to make special 93
were able to make through 60
were able to make twenty 48
were able to make useful 97
were able to meet freely 46
were able to meet without 82
were able to mingle freely 80
were able to more clearly 64
were able to move across 193
were able to move almost 45
were able to move around 1376
were able to move beyond 1273
were able to move closer 92
were able to move farther 56
were able to move faster 194
were able to move freely 1083
were able to move further 141
were able to move inland 124
were able to move slowly 81
were able to move through 936
were able to move toward 221
were able to move troops 83
were able to move upward 84
were able to move without 158
were able to pass freely 69
were able to pass safely 43
were able to pass through 3616
were able to pass without 136
were able to peer through 86
were able to pull through 166
were able to push through 1940
were able to raid almost 42
were able to reach beyond 67
were able to reach england 41
were able to reach higher 107
were able to reach little 89
were able to reach orgasm 171
were able to reach safety 119
were able to rely almost 45
were able to rely heavily 42
were able to ride through 137
were able to rise through 49
were able to roam freely 59
were able to rule without 48
were able to sail across 46
were able to sail around 62
were able to sail through 71
were able to save enough 1432
were able to save something 75
were able to seek refuge 80
were able to sell abroad 42
were able to sell almost 62
were able to sell enough 104
were able to send troops 91
were able to show changes 60
were able to show clearly 96
were able to show marked 67
were able to show through 99
were able to sift through 185
were able to slip across 54
were able to slip through 842
were able to sneak through 134
were able to some degree 61
were able to some extent 391
were able to sort through 142
were able to speak arabic 91
were able to speak english 1378
were able to speak freely 315
were able to speak french 272
were able to speak german 92
were able to speak hebrew 44
were able to speak openly 90
were able to speak without 87
were able to stay abreast 50
were able to stay afloat 106
were able to stay behind 45
were able to step ashore 41
were able to stop drinking 75
were able to stop laughing 40
were able to swim across 88
were able to swim ashore 222
were able to swim through 49
were able to take another 82
were able to take better 197
were able to take charge 619
were able to take credit 64
were able to take direct 46
were able to take enough 40
were able to take greater 111
were able to take little 49
were able to take prompt 51
were able to take refuge 603
were able to take revenge 68
were able to talk calmly 54
were able to talk freely 504
were able to talk openly 201
were able to talk through 111
were able to talk without 187
were able to tell something 43
were able to tell whether 114
were able to test whether 134
were able to think beyond 83
were able to think clearly 94
were able to think through 99
were able to throw shells 47
were able to throw stones 45
were able to turn around 574
were able to vote freely 42
were able to wade across 108
were able to wade ashore 97
were able to wade through 300
were able to walk across 243
were able to walk almost 65
were able to walk around 672
were able to walk ashore 138
were able to walk farther 74
were able to walk faster 42
were able to walk freely 68
were able to walk through 623
were able to walk without 355
were able to work around 440
were able to work better 57
were able to work faster 52
were able to work freely 68
were able to work harder 104
were able to work openly 42
were able to work should 75
were able to work through 1834
were able to work toward 119
were able to work without 337
were acting in full accord 49
were acting on their behalf 54
were adding to their forces 41
were adding to their holdings 47
were ahead of other nations 49
were ahead of their english 86
were ahead of their leaders 60
were also an early heresy 74
were also at least partly 68
were also at their height 88
were also in full retreat 70
were also in good demand 49
were also in great demand 879
were also in great repute 74
were also in high demand 172
were also in high esteem 43
were also in high repute 44
were also in like manner 96
were also in many places 101
were also in much better 88
were also in some degree 123
were also in some measure 235
were also in some places 74
were also in their places 45
were also no more likely 48
were also the coat hangers 42
were also the days before 92
were also the least likely 1042
were also the main reasons 44
were also the main source 160
were also the most active 364
were also the most ardent 61
were also the most common 388
were also the most famous 43
were also the most heavily 223
were also the most highly 319
were also the most learned 44
were also the most likely 1492
were also the most useful 47
were also the most widely 68
were also the only places 47
were also the only source 70
were also to send copies 44
were also to some degree 261
were also to some extent 917
were among the best troops 164
were among the early comers 62
were among the early english 77
were among the early fruits 45
were among the early german 49
were among the early leaders 183
were among the early pioneer 44
were among the great events 69
were among the great number 44
were among the high points 125
were among the last english 103
were among the last essays 57
were among the last groups 105
were among the last indians 51
were among the last places 87
were among the last tribes 43
were among the last troops 60
were among the leading causes 182
were among the leading lights 90
were among the least likely 387
were among the main causes 462
were among the main forces 51
were among the main issues 65
were among the main points 128
were among the main reasons 397
were among the main topics 77
were among the many causes 78
were among the many cities 43
were among the many famous 68
were among the many groups 124
were among the many guests 73
were among the many issues 62
were among the many reasons 99
were among the many topics 65
were among the more active 138
were among the more common 501
were among the more famous 165
were among the more highly 73
were among the more obvious 161
were among the more recent 64
were among the more serious 90
were among the more striking 47
were among the most abject 49
were among the most active 4898
were among the most anxious 140
were among the most appealing 45
were among the most ardent 1327
were among the most astute 77
were among the most bitter 349
were among the most brutal 159
were among the most charming 127
were among the most common 2546
were among the most costly 185
were among the most crucial 150
were among the most curious 74
were among the most damaging 53
were among the most deeply 74
were among the most devout 87
were among the most direct 51
were among the most dreaded 70
were among the most earnest 235
were among the most enduring 99
were among the most exciting 500
were among the most expert 125
were among the most famous 1783
were among the most fierce 47
were among the most gifted 141
were among the most heavily 381
were among the most hectic 55
were among the most heroic 52
were among the most highly 3274
were among the most honest 45
were among the most imposing 87
were among the most ingenious 66
were among the most lavish 82
were among the most learned 974
were among the most likely 419
were among the most lively 57
were among the most marked 196
were among the most mobile 127
were among the most modern 242
were among the most obvious 294
were among the most poorly 182
were among the most potent 529
were among the most pressing 268
were among the most prized 552
were among the most recent 182
were among the most remote 42
were among the most sacred 144
were among the most savage 106
were among the most serious 647
were among the most severe 326
were among the most solemn 46
were among the most sought 766
were among the most stable 169
were among the most stirring 47
were among the most striking 555
were among the most thrilling 59
were among the most tragic 123
were among the most unruly 44
were among the most urgent 115
were among the most useful 626
were among the most valiant 72
were among the most valued 329
were among the most varied 42
were among the most vicious 104
were among the most violent 369
were among the most wicked 40
were among the most widely 1059
were among the most zealous 677
were among the other guests 135
were among the root causes 121
were among the very finest 50
were among the very lowest 70
were away at their summer 40
were away on their annual 57
were away on their mission 49
were away on their summer 69
were away on their winter 50
were back at their german 66
were back at their places 44
were back at their starting 262
were back in high school 557
were back in south africa 79
were back in their chairs 65
were back in their former 101
were back in their little 68
were back in their native 98
were back in their normal 44
were back in their places 430
were back in their proper 63
were back in their stalls 59
were back on safe ground 52
were back on their horses 61
were back to full strength 64
were back to their former 77
were back to their normal 276
were beating the tiny horses 173
were bent on more serious 42
were best to sail beyond 45
were best to tell antonio 106
were born by mere chance 48
were born in north africa 93
were born in north dakota 47
were born in other cities 52
were born in other places 64
were born in other regions 49
were born in other states 578
were born in south africa 694
were born in south dakota 58
were born in their clothes 78
were born in these cities 40
were born in west africa 47
were born or rome thought 52
were born to single mothers 333
were busy at their chores 40
were busy at their various 79
were busy in bringing various 61
were busy in their fields 141
were busy in their little 41
were cast on some desert 55
were clad in deep mourning 41
were clad in town clothes 64
were clean in their morals 54
were clear in their belief 60
were clear in their intent 160
were clear in their opinion 40
were clinging to their mothers 100
were cold in their graves 100
were come in great crowds 87
were come to their houses 53
were coming in from abroad 126
were coming in from across 42
were coming in from around 149
were coming in from behind 42
were coming in from england 47
were coming in from europe 67
were coming in from france 95
were coming in from various 223
were coming in more slowly 50
were coming in very slowly 127
were coming on like streams 52
were coming on more slowly 55
were coming to life before 59
were coming to south africa 57
were coming to their climax 47
were coming to their relief 72
were coming to their rescue 141
were coming to their senses 187
were coming up fast behind 62
were coming up from behind 423
were dating in high school 84
were done or left undone 40
were done so many various 50
were done to test whether 62
were down to half strength 67
were down to their lowest 66
were dozing in their chairs 43
were duly in their places 63
were during the early stages 53
were during the last decade 41
were eager to break through 45
were eager to find something 54
were eager to gain access 107
were eager to gain revenge 42
were eager to give battle 42
were eager to have another 50
were eager to have someone 48
were eager to join forces 62
were eager to know whether 255
were eager to learn english 408
were eager to learn something 100
were eager to learn whether 73
were eager to leave behind 53
were eager to make amends 55
were eager to take revenge 50
were early in their places 85
were early or late maturing 152
were eased of their purses 96
were eased to some extent 50
were even the most astute 47
were even to some extent 44
were ever at their throats 56
were ever so many little 43
were ever so much better 359
were ever so much bigger 44
were ever to make another 60
were face to face across 59
were face to face before 70
were facing the most serious 80
were fain to seek secret 72
were fain to take refuge 275
were felt the more keenly 66
were felt to have become 104
were felt to have failed 42
were felt to have little 79
were firm in their belief 673
were firm in their demand 93
were firm in their desire 57
were firm in their opinion 97
were fond of more sturdy 40
were four of these cycles 89
were four of these groups 42
were four or five horses 47
were four or five houses 139
were four or five inches 313
were four or five indians 57
were four or five jesuit 83
were four or five ladies 48
were four or five larger 97
were four or five leagues 116
were four or five little 270
were four or five million 44
were four or five negroes 45
were four or five pieces 42
were four or five places 49
were four or five tables 64
were four to five inches 75
were free in their choice 73
were free of heart disease 149
were free to have sexual 74
were free to look around 122
were free to make another 57
were free to make changes 53
were free to move across 60
were free to move around 1422
were free to move through 76
were free to move toward 56
were free to move without 72
were free to pass beyond 52
were free to pass through 180
were free to roam abroad 40
were free to roam around 385
were free to roam through 48
were free to shop around 118
were free to take lovers 72
were free to talk openly 64
were free to walk around 488
were free to work without 48
were from my most ardent 57
were from the city itself 52
were from the free states 321
were from the high school 58
were from the holy spirit 164
were from the most recent 52
were from the same animal 84
were from the same county 350
were from the same family 536
were from the same groups 77
were from the same litter 307
were from the same person 184
were from the same sample 67
were from the same school 500
were from the same section 67
were from the same source 585
were from the same stable 44
were from the same strain 48
were from the third english 48
were from the very nature 54
were from the very outset 265
were from the west indies 621
were full of dire warnings 47
were full of eyes around 270
were full of eyes before 103
were full of gold pieces 53
were full of good advice 104
were full of good family 119
were full of good wishes 49
were full of more serious 63
were full of ripe peaches 56
were full of some strange 89
were full of such barons 45
were full of what looked 42
were giving me good advice 48
were glad of their debate 47
were glad to find refuge 99
were glad to find someone 57
were glad to have another 93
were glad to have someone 242
were glad to have something 264
were glad to leave behind 370
were glad to rest awhile 91
were glad to seek refuge 79
were glad to seek safety 63
were glad to take refuge 905
were gone on their summer 71
were gone the length before 163
were good to have around 129
were good to their slaves 78
were half an hour before 68
were half an hour behind 109
were half as much afraid 68
were half as well pleased 44
were hard at work behind 56
were hard at work building 890
were hard at work carrying 41
were hard at work devising 89
were hard at work erecting 65
were hard at work fighting 155
were hard at work gathering 118
were hard at work inside 107
were hard at work planning 44
were hard at work removing 58
were hard at work studying 123
were hard at work training 47
were hard to tell whether 46
were having an early dinner 153
were having an early supper 40
were having the same effect 148
were having the same thought 124
were having to work harder 64
were heard by three judges 105
were heard in those regions 72
were heard of there sooner 69
were heard on their return 45
were heard the most earnest 50
were held at city prices 77
were held at lake placid 96
were held at many places 186
were held at other places 90
were held at such places 65
were held by single ladies 49
were held by such common 68
were held by their coevals 95
were held by their fellow 330
were held by their mothers 67
were held by their owners 85
were held in even greater 50
were held in five cities 45
were held in good repute 74
were held in great esteem 2166
were held in great regard 72
were held in great repute 583
were held in high esteem 11155
were held in high regard 3029
were held in high renown 72
were held in high repute 1647
were held in jail without 82
were held in lake placid 71
were held in late august 90
were held in late summer 49
were held in less esteem 103
were held in many cities 563
were held in many places 798
were held in many states 61
were held in more esteem 83
were held in most esteem 73
were held in much esteem 215
were held in much greater 71
were held in much higher 378
were held in much repute 55
were held in open fields 66
were held in other cities 239
were held in other places 178
were held in some esteem 104
were held in some places 122
were held in south africa 278
were held in such cities 44
were held in such esteem 484
were held in such little 56
were held in such places 129
were held in such repute 81
were held in their orbits 97
were held in their places 166
were held in these places 54
were held in three stages 66
were held in very little 58
were held in west berlin 104
were held on such topics 115
were held on three stated 167
were held to have arisen 74
were held to have become 124
were held to have broken 65
were held to have caused 99
were held to have created 47
were held to have failed 143
were held to have lapsed 49
were held to have passed 78
were held to have proved 144
were held to have special 70
were held to have standing 260
were held to have waived 78
were held to lack standing 188
were held to their duties 51
were here an hour before 55
were here in great number 98
were here to take charge 101
were hiding in some bushes 53
were hiding in their houses 123
were high in their praise 313
were high on their agenda 43
were hoping to find someone 63
were hoping to find something 74
were hoping to learn something 40
were hurt or even killed 44
were just as many reasons 41
were just as much afraid 91
were just as much slaves 49
were just as well pleased 366
were just as well suited 41
were just in time before 65
were just so much wasted 42
were just the most obvious 58
were just the most recent 57
were just the same height 64
were keen to know whether 56
were kept at full strength 83
were kept at high levels 86
were kept by their mothers 51
were kept by their owners 73
were kept in good repair 1034
were kept in jail without 54
were kept in line through 57
were kept in pots filled 54
were kept in their houses 70
were kept in their orbits 77
were kept in their places 578
were kept in their proper 375
were kept in these houses 48
were kept of these meetings 73
were kept to their places 43
were kids in high school 78
were kind to their slaves 363
were laid in clay mortar 65
were laid in lime mortar 64
were laid in their graves 450
were laid in their places 43
were laid to rest before 44
were laid to rest beside 266
were laid to rest without 59
were laid to their charge 630
were late in their swarming 53
were laying in their winter 45
were leaning on their elbows 67
were leaning on their rifles 103
were leaping in their prison 56
were leaving the cape colony 44
were leaving the city behind 70
were left at home without 60
were left by their mothers 89
were left by their owners 93
were left in many places 42
were left in sole charge 131
were left in their charge 74
were left in their former 96
were left in their native 144
were left in their normal 42
were left in their places 299
were left no other choice 61
were left on their thrones 72
were left to lady lyndon 51
were left to maria theresa 71
were left to roam freely 61
were left to take charge 52
were left to their choice 313
were left to their former 42
were left to their mourning 54
were left to their owners 43
were left to their remedy 44
were left to their repose 44
were left to their uncouth 42
were left to these simple 55
were like an army without 64
were like in high school 60
were like in their heyday 58
were like so many little 165
were like the town itself 53
were like to have fallen 48
were like to have killed 40
were living in great misery 61
were living in other states 377
were living in south africa 170
were living in south dakota 48
were living in their houses 52
were living in their native 83
were living in these houses 56
were living in these regions 42
were living in what seemed 42
were living on half rations 67
were living on their nerves 57
were living to hunt horses 41
were lost at pearl harbor 65
were lost in deep thought 57
were lost in other feelings 47
were lost in their career 55
were lost in these plains 95
were lost on their return 42
were lost or left behind 229
were lost to their owners 174
were lost to view behind 168
were lost to view beyond 47
were lots of cars parked 44
were lots of good reasons 75
were lots of kids around 57
were lots of other little 53
were lots of other places 103
were loud in their claims 49
were loud in their demand 147
were loud in their outcry 64
were loud in their praise 2009
were made at four points 55
were made at least partly 76
were made at many places 90
were made at many points 115
were made at much higher 50
were made at other places 121
were made at other points 191
were made at these meetings 135
were made at these places 89
were made at three levels 63
were made at three points 151
were made by many authors 55
were made by other authors 101
were made by other groups 71
were made by other nations 66
were made by other states 93
were made by paul revere 139
were made by some famous 69
were made by some zealous 44
were made by their leaders 67
were made by their mothers 41
were made by their owners 75
were made by these authors 77
were made by these groups 41
were made by very feeble 49
were made in great detail 78
were made in great number 84
were made in high places 65
were made in late summer 66
were made in like manner 140
were made in many cities 70
were made in many fields 81
were made in many places 476
were made in many shapes 136
were made in many states 73
were made in many styles 56
were made in more bitter 56
were made in more recent 43
were made in much larger 40
were made in north africa 60
were made in other cities 172
were made in other fields 130
were made in other places 247
were made in other regions 53
were made in other states 193
were made in some degree 80
were made in some measure 90
were made in some places 216
were made in some states 78
were made in south africa 304
were made in their behalf 236
were made in these places 49
were made in these regions 48
were made in those places 50
were made in three pieces 78
were made in three places 51
were made in three stages 63
were made in west africa 51
were made of cast bronze 165
were made of clay bricks 49
were made of cork instead 42
were made of fine cotton 102
were made of fine twined 95
were made of flat stones 60
were made of foam rubber 48
were made of gilt bronze 40
were made of hard rubber 106
were made of heavy canvas 65
were made of heavy cotton 82
were made of heavy planks 42
were made of heavy timber 45
were made of huge blocks 50
were made of huge stones 46
were made of india rubber 107
were made of iron instead 75
were made of many pieces 66
were made of none effect 50
were made of palm fronds 45
were made of pine boards 64
were made of pure copper 163
were made of pure silver 159
were made of soft rubber 64
were made of thick boards 41
were made of thick planks 52
were made of three layers 43
were made of three pieces 78
were made of tree trunks 97
were made of very coarse 50
were made of very common 55
were made of what looked 51
were made of wood instead 183
were made of wood planks 52
were made on many fronts 48
were made on their behalf 458
were made to break through 856
were made to chop standing 51
were made to feed canals 104
were made to feel guilty 860
were made to feel secure 205
were made to feel special 78
were made to find another 71
were made to find something 48
were made to find whether 82
were made to flow through 84
were made to gain access 78
were made to give effect 183
were made to give greater 122
were made to grow cotton 90
were made to high church 61
were made to hold another 54
were made to hold meetings 46
were made to hold something 46
were made to learn something 45
were made to learn whether 68
were made to move through 41
were made to pass before 404
were made to pass through 2720
were made to rise before 65
were made to sign papers 55
were made to some extent 201
were made to south africa 45
were made to swear before 40
were made to swim across 179
were made to take effect 211
were made to test whether 102
were made to their number 149
were made to walk around 131
were made to walk through 116
were made to work harder 158
were made to work twelve 90
were made to work without 46
were made up from almost 78
were made up from various 42
were made up into clumsy 66
were made up into trains 59
were making an even greater 43
were making in their behalf 72
were making no great effort 40
were making so much racket 70
were many in high places 104
were many in south africa 49
were many of their fellow 60
were many of these lairds 59
were many of these little 100
were many of these points 63
