waking was this patient watcher 83
when they are imitating chaucer 62
when they are lightly browned 56
when they are located between 61
when they are located outside 53
when they are matched against 71
when they are measured against 217
when they are ordered according 44
when they are planted together 47
when they are plotted against 192
when they are present together 629
when they are pressed against 134
when they are pressed between 43
when they are pressed together 485
when they are roughly handled 75
when they are screwed together 74
when they are sounded together 292
when they are studied together 67
when they are together exposed 41
when they are traveling together 42
when they are twisted together 66
when they are weighed against 117
when they had brought matters 50
when they had finally arrived 73
when they had finally decided 54
when they had gathered together 272
when they had laughed together 67
when they had lunched together 54
when they had plotted against 98
when they had studied together 54
when two are gathered together 63
when war was renewed between 46
when wit and jollity reigned 108
when you are competing against 64
when you are falsely accused 55
when you are gathered together 167
when you are happily married 69
when you are switching between 41
when you are totally relaxed 42
when you had arranged everything 61
when you put everything together 55
when you read research reports 50
whom did not survive infancy 64
whom did this alleged assault 62
whom god had brought together 106
whom god had revealed himself 196
whom god has brought together 52
whom god has revealed himself 321
whom she had allowed herself 87
whom she had devoted herself 164
whom she had endeared herself 119
whom she had herself brought 40
whom she had humbled herself 58
whom she had married against 95
whom she had married because 49
whom she had pledged herself 168
whom she has pledged herself 52
whom she now legally belonged 44
whom she was briefly married 57
whom she was happily married 63
whom she was married shortly 94
whom she was totally devoted 40
whom she was utterly devoted 86
whom they are closely related 731
whom they are equally unknown 134
whom they had brought letters 41
whom they had falsely accused 49
whom they had gathered together 103
whom they had injured against 63
whom they had married previous 41
whom they had regular contact 93
whom you may quietly operate 58
wide for our present purpose 48
wide gap has emerged between 56
wide gap that existed between 227
wife and her present husband 70
wife and his closest friends 69
wife and then commits suicide 57
wife are not colluding together 43
wife can not recover damages 102
wife can not testify against 363
wife for her elderly husband 62
wife for her unfailing support 55
wife who has defiled herself 71
wild boy who poached rabbits 160
will bear you pleasant company 54
will bring you fifteen hundred 41
will deal with certain aspects 89
will deal with several aspects 58
will die her faithful subject 57
will ere long address herself 81
will for our present purpose 44
will get that relation printed 50
will get you started quickly 67
will not bear witness against 55
will not bring charges against 91
will not bring desired results 49
will not get married because 58
will not let himself believe 130
will not lie against persons 40
will not set himself proudly 195
will not use violence against 44
will pay one hundred dollars 142
will pay one hundred thousand 69
will pay one thousand dollars 110
will pay ten thousand dollars 65
will pay ten thousand talents 376
will pay two hundred dollars 41
will pay you fifteen hundred 42
will put our fellows against 43
will seat one thousand persons 110
will see them defined against 40
will see this pattern repeated 45
will that you proceed according 65
will win our freedom because 659
wind had that instant chopped 42
wine and two crystal glasses 52
wire are then twisted together 53
wise man may deceive himself 238
wise men too hastily condemn 61
wore his red blanket dashingly 124
work did not perhaps attract 55
work did not proceed smoothly 60
work for his adopted country 54
work for our present purpose 92
work his new position enabled 63
work out his destiny according 66
work out its natural results 124
work out its tactics against 48
work out this control question 48
work that has hitherto appeared 50
work they had started together 44
work was being carried forward 95
worn out and frantic listening 44
