wage behavior is that the 155
well declare it thus as 68
well defined as are the 143
well defined as far as 88
well defined as for the 93
well defined as long as 256
well defined as that at 137
well defined as that in 43
well defined as that of 805
well defined as with the 49
well defined by one of 47
well defined in all the 49
well defined in both the 49
well defined in one of 48
well defined it may be 41
well defined or are of 47
well defined so that it 61
well defined so that the 200
well deserving of all the 125
well drained so that the 82
well dressed as any of 123
well dressed as this of 43
well drilled in all the 166
well endowed he may be 44
well everything is going on 99
well explain the way in 45
well explain to you the 58
well express in thee thy 126
well express to you the 192
well forward so that he 54
well forward so that it 66
well forward so that the 210
well founded as far as 100
well founded as that of 399
well founded as they at 59
well founded as was the 67
well founded in law or 45
well founded it may be 123
well founded or not in 89
well founded or not is 221
well founded or not it 61
well founded so far as 110
well imagine the joy of 64
well include the use of 122
well involve the use of 248
well justify the use of 88
well likened to that of 61
well managed as not to 44
well managed as that of 50
well managed so that the 48
well married or not at 88
well matched as any in 61
well matched by that of 98
well matched to that of 186
well ordered as that of 68
well outside the area of 392
well perhaps as that of 53
well planned it may be 41
well planned so that the 73
well provide the key to 262
well provide us with the 131
well qualify as one of 60
well question the use of 90
well reflect the way in 42
well require the use of 212
well secured to them by 53
well settled as any in 69
well settled as not to 62
well settled by all the 48
well skilled as you in 75
well skilled in all the 1122
well skilled in both the 48
well skilled in using the 103
well stirred so that the 72
well stirred up with it 49
well stirred up with the 208
well stretch so far as 142
well studied as that of 140
well studied in all the 51
well succeed in doing so 75
well suffice to fling the 66
well suggest the idea of 87
well therewith it hath in 42
well together as long as 109
well together as they do 61
well together so long as 63
well together so that the 52
well towards the end of 1812
well towards the head of 54
well towards the top of 97
well trained he may be 90
well trained in all of 41
well trained in all the 377
well trained in both the 76
well trained in how to 303
well trained in using the 49
well trained on how to 65
well trained to use the 53
well watched me that he 45
well wrapped up for the 83
well written as any of 44
well written it may be 50
went against the idea of 134
went against the law of 102
went against the men of 41
went because he had to 133
went because it was my 46
went because it was the 198
went between us and the 47
went counter to all the 52
went eastward as far as 108
went farthest of all in 58
went forthwith up two or 42
went forward as far as 243
went forward to ask the 44
went forward to get the 113
went forward to lead the 49
went forward to man the 121
went forward to one of 59
went forward to see if 204
went forward to see the 273
went forward to set the 43
went forward to try to 122
went furthest of all in 71
went herself to see the 44
went himself as far as 81
went himself to get the 43
went himself to lean on 52
went himself to one of 47
went himself to see it 45
went himself to see the 197
went merrily on for the 62
went merrily on with the 49
went outside the hut to 72
went outside the law to 53
went outside to ask the 42
went outside to bring in 174
went outside to get in 49
went outside to get it 70
went outside to get my 50
went outside to get the 495
went outside to hang the 42
went outside to mow the 42
went outside to put the 99
went outside to see if 733
went outside to see it 50
went outside to see the 376
went outside to see to 70
went outside to sit by 59
went outside to sit in 296
went outside to sit on 799
went outside to try to 146
went outside to use the 75
went perhaps as far as 92
went quickly to one of 59
went quietly on with the 157
went smoothly as far as 78
went smoothly as long as 143
went steadily on with my 43
went steadily on with the 263
went together as far as 427
went together to all the 42
went together to hear the 67
went together to one of 147
went together to see it 89
went together to see the 1102
went together to try to 57
went towards the end of 196
went towards the head of 109
went towards the rear of 63
went upriver as far as 55
went upstream as far as 82
wept because he had no 362
wept because he was so 87
wept because it was so 85
were abashed to see the 40
were abetted in this by 57
were accepting the idea of 62
were accused by him of 119
were accused by them of 71
were accused of all the 75
were accused of being an 88
were accused of being at 101
were accused of being in 1512
were accused of being on 44
were accused of being so 197
were accused of being the 1219
were accused of doing in 77
were accused of doing it 47
were accused of doing so 361
were accused of doing the 48
were accused of going to 113
were accused of using it 57
were accused of using the 523
were accused to him of 64
were accused to you as 40
were adapted as far as 53
were adapted so that the 44
were adapted to fit the 415
were adapted to use in 71
were adhered to and the 104
were adhered to for the 58
were adhered to with the 50
were admired by all the 178
were adopted as far as 66
were adopted by all of 82
were adopted by all the 795
were adopted by both the 172
were adopted by each of 60
were adopted by fox in 45
were adopted by him as 97
were adopted by him in 63
were adopted by men of 86
were adopted by one of 270
were adopted by one or 61
were adopted by them as 44
were adopted by them in 100
were adopted by them to 84
were adopted by way of 60
were adopted in all of 40
were adopted in all the 297
were adopted in both the 43
were adopted in each of 102
were adopted it was the 57
were adopted so far as 60
were adopted so that the 88
were adopted to bring the 163
were adopted to try to 71
were adorned by all the 40
were advancing by way of 127
were advancing to him in 73
were advised by him to 143
were advised by one of 79
were advised by them to 48
were advised on how to 166
were advised to bring the 65
were advised to get in 96
were advised to let the 66
were advised to pay no 58
were advised to put in 42
were advised to put on 53
were advised to put the 55
were advised to read the 109
were advised to see the 89
were advised to set up 178
were advised to try the 81
were advised to try to 152
were advised to use the 338
were affixed to all the 73
were affixed to one of 40
were against it and in 43
were against it and so 43
were against it and the 101
were against it for the 46
were against the idea of 1198
were against the law in 146
were against the law of 332
were against the law or 67
were against the law to 90
were against the use of 850
were against the war in 290
were against us and we 76
were alarmed by one of 44
were alarmed to hear the 89
were alarmed to see it 42
were alarmed to see the 277
were aligned so that the 165
were allowed as far as 75
were allowed as long as 520
were allowed by act of 111
were allowed by all the 65
were allowed by all to 86
were allowed by god to 174
were allowed by him to 225
were allowed by law to 843
were allowed by them to 61
were allowed by way of 44
were allowed in and the 61
were allowed in any of 56
were allowed in for the 87
were allowed no say in 88
were allowed of god to 486
were allowed so long as 93
were allowed the run of 270
were allowed the use of 2068
were allowed to act as 2002
were allowed to act in 337
were allowed to act on 729
were allowed to act the 41
were allowed to add the 103
were allowed to add to 195
were allowed to ask the 127
were allowed to bear the 204
were allowed to beat the 48
were allowed to bid on 120
were allowed to bring an 178
were allowed to bring in 1832
were allowed to bring it 75
were allowed to bring the 194
were allowed to bring to 118
were allowed to bring up 125
were allowed to bring us 55
were allowed to buy as 139
were allowed to buy at 86
were allowed to buy in 143
were allowed to buy it 146
were allowed to buy on 92
were allowed to buy or 156
were allowed to buy the 497
were allowed to buy up 305
were allowed to cling to 65
were allowed to cut the 97
were allowed to cut up 40
were allowed to deal in 455
were allowed to die at 64
were allowed to die by 85
were allowed to die in 387
were allowed to die of 312
were allowed to die on 61
were allowed to dig in 109
were allowed to don the 72
were allowed to dry at 584
were allowed to dry in 1014
were allowed to dry on 188
were allowed to dry to 61
were allowed to dry up 75
were allowed to each of 82
were allowed to fix the 126
were allowed to fly in 192
were allowed to fly on 42
were allowed to fly the 170
were allowed to fly to 106
were allowed to get as 84
were allowed to get in 566
were allowed to get it 120
were allowed to get on 750
were allowed to get the 170
were allowed to get to 142
were allowed to get up 433
were allowed to hang in 73
were allowed to hang on 240
were allowed to head the 46
were allowed to heal by 134
were allowed to hear it 73
were allowed to hear the 414
were allowed to heat up 43
were allowed to hit the 57
were allowed to lead the 141
were allowed to let the 60
were allowed to lie in 780
were allowed to lie on 208
were allowed to mar the 50
were allowed to mix in 184
were allowed to own the 101
were allowed to own up 72
were allowed to pay an 51
were allowed to pay as 43
were allowed to pay in 468
were allowed to pay it 69
were allowed to pay on 259
were allowed to pay the 442
were allowed to pay to 49
were allowed to put in 534
were allowed to put it 53
were allowed to put on 775
were allowed to put the 128
were allowed to put to 102
were allowed to put up 340
were allowed to read in 123
were allowed to read it 203
were allowed to read or 54
were allowed to read the 827
were allowed to reap the 88
were allowed to rot in 222
were allowed to rot on 176
were allowed to run an 63
were allowed to run as 156
were allowed to run at 495
were allowed to run in 826
were allowed to run on 786
were allowed to run the 370
were allowed to run to 341
were allowed to run up 187
were allowed to say it 55
were allowed to say so 62
were allowed to say the 42
were allowed to see in 131
were allowed to see it 625
were allowed to see me 130
were allowed to see no 61
were allowed to see of 52
were allowed to see or 65
were allowed to see the 2698
were allowed to see us 59
were allowed to set in 104
were allowed to set the 210
were allowed to set up 2453
were allowed to sit as 246
were allowed to sit at 629
were allowed to sit by 92
were allowed to sit in 4765
were allowed to sit on 2468
were allowed to sit or 104
were allowed to sit the 63
were allowed to sit up 541
were allowed to sue in 120
were allowed to sue on 54
were allowed to sue the 102
were allowed to tap the 54
were allowed to tax the 101
were allowed to thaw at 107
were allowed to thaw in 105
were allowed to them to 48
were allowed to try it 55
were allowed to try on 99
were allowed to try the 88
were allowed to try to 217
were allowed to use an 129
were allowed to use as 328
were allowed to use at 45
were allowed to use in 249
were allowed to use it 1048
were allowed to use on 148
were allowed to use the 6111
were allowed to use up 121
were allowed to wear in 41
were allowed to wear it 256
were allowed to wear on 60
were allowed to wear the 1316
were allowed to win the 60
were altered so that it 44
were altered so that the 475
were altered to fit the 330
were amended so that the 228
were amended to read as 266
were annealed in air at 279
were annoyed to see the 67
were anybody on earth it 68
were appealed to for the 125
were appealed to with the 43
were appeased by one of 40
were applied as far as 83
were applied by all the 41
were applied by him to 303
were applied by one of 161
were applied by them in 40
were applied by them to 147
were applied by way of 105
were applied in aid of 70
were applied in all the 110
were applied in both the 53
were applied in each of 74
were applied in one of 42
were applied on each of 60
were applied on top of 159
were applied so that the 158
were applied to all of 307
were applied to all the 878
were applied to any of 100
were applied to both the 385
were applied to bring the 44
were applied to each of 812
were applied to for the 99
were applied to get the 49
were applied to him by 81
were applied to him in 130
were applied to him or 62
were applied to one of 150
were applied to one or 64
were applied to them as 244
were applied to them by 146
were applied to them in 136
were applied to you in 48
were aroused by one of 44
were aroused in him by 114
were arranged as far as 93
were arranged by him in 86
were arranged by one of 41
were arranged in all the 75
were arranged in each of 42
were arranged in one of 75
were arranged in one or 55
were arranged in two or 133
were arranged on top of 180
were arranged so that an 48
were arranged so that he 128
were arranged so that if 44
were arranged so that in 61
were arranged so that it 76
were arranged so that no 136
were arranged so that the 2812
were arranged so that we 77
were arranged to fit in 116
were arranged to fit the 80
were arrayed in all the 144
were arrived at and the 128
were arrived at and to 47
were arrived at for the 199
were arrived at not by 56
were arrived at using the 79
were arrived at with the 243
were ashamed of being so 70
were ashamed of being the 51
were ashamed to ask the 43
were ashamed to let it 41
were ashamed to let the 48
were ashamed to own it 74
were ashamed to put the 80
were ashamed to say so 42
were ashamed to see me 50
were ashamed to see the 52
were ashamed to use the 49
were assumed by him to 50
were assumed to act as 217
were assumed to act in 106
were assumed to act on 50
were assumed to bear the 58
were assumed to lead to 99
were assumed to lie at 54
were assumed to lie in 131
were assumed to lie on 100
were assumed to use the 41
were assured by all the 51
were assured by one of 92
were assured it was the 68
were assured of all the 66
were assured of this by 66
were assured of was the 70
were assured to him by 98
were assured to him in 42
were assured to them by 83
were attacking the rear of 43
were attending to bring or 40
were availed of for the 53
were avoided as far as 422
were avoided by use of 58
were avoided by using the 109
were avoided so far as 64
were awarded in each of 57
were awarded the sum of 96
were awarded to all the 63
were awarded to each of 159
were awarded to him by 178
were awarded to him in 105
were awarded to men of 67
were awarded to them by 53
were because he was so 75
were because it was the 41
were beginning to act as 449
were beginning to act in 94
were beginning to act on 79
were beginning to act up 56
were beginning to add the 46
were beginning to add to 58
were beginning to add up 282
were beginning to aim at 94
were beginning to ask if 152
were beginning to ask me 55
were beginning to ask the 141
were beginning to bear the 68
were beginning to beat the 61
were beginning to bring in 428
were beginning to bring the 108
were beginning to buy up 77
were beginning to cut it 66
were beginning to cut the 112
were beginning to die in 77
were beginning to die of 129
were beginning to dig in 54
were beginning to dot the 332
were beginning to dry up 455
were beginning to fear the 368
were beginning to gear up 58
were beginning to get an 105
were beginning to get at 96
were beginning to get in 385
were beginning to get it 94
were beginning to get me 51
were beginning to get on 1830
were beginning to get the 1033
were beginning to get to 623
were beginning to get up 193
were beginning to hang on 116
were beginning to hear of 110
were beginning to hear the 132
were beginning to heat up 242
were beginning to hit the 129
were beginning to lay the 210
were beginning to lead the 65
were beginning to lead to 75
were beginning to pay the 84
were beginning to pop up 126
were beginning to put in 152
were beginning to put on 502
were beginning to put the 152
were beginning to put up 134
were beginning to read the 135
were beginning to reap the 410
were beginning to run in 170
were beginning to run on 103
were beginning to run the 57
were beginning to run to 75
were beginning to run up 49
were beginning to sap the 65
were beginning to say in 49
were beginning to say it 63
were beginning to say the 150
were beginning to say to 125
were beginning to see an 55
were beginning to see as 310
were beginning to see in 352
were beginning to see it 176
were beginning to see the 3295
were beginning to set in 241
were beginning to set the 141
were beginning to set up 531
were beginning to sit up 118
were beginning to tap the 43
were beginning to tax the 54
were beginning to tear the 49
were beginning to tear up 62
were beginning to try the 47
were beginning to try to 266
were beginning to use in 101
were beginning to use it 160
were beginning to use me 48
were beginning to use the 944
were beginning to wear me 42
were beginning to wear on 326
were beginning to wear the 140
were beginning to win the 220
were beloved by all the 56
were benches to sit on 172
were between it and the 236
were between it and us 54
were between me and my 196
were between me and the 545
were between the age of 595
were between the two of 112
were between us and the 909
were betwixt us and the 41
were bewailing the death of 143
were blasted to death in 43
were blended in with the 55
were blessed by god to 82
were blessed of god in 54
were blessed of god to 64
were blinded so that he 65
were blocked up and the 85
were blocked up with the 167
were boarded by one of 41
were boarded up and the 385
were boarded up for the 153
were bricked up and the 45
were briefed on how to 121
were brought as far as 186
were brought as near as 110
were brought as near to 94
were brought by and in 70
were brought by bus to 44
were brought by him to 342
were brought by one of 306
were brought by them to 208
were brought by way of 147
were brought in aid of 99
were brought in all the 71
were brought in and as 91
were brought in and by 53
were brought in and he 79
were brought in and in 76
were brought in and the 1571
were brought in and we 182
were brought in day by 57
were brought in for an 41
were brought in for me 52
were brought in for my 42
were brought in for the 1973
were brought in for us 114
were brought in off the 65
were brought in one at 120
were brought in one by 330
were brought in out of 88
were brought in that the 121
were brought in with the 639
were brought on her by 69
were brought on them by 68
were brought so low as 156
were brought so near to 130
were brought to act on 126
were brought to all the 83
were brought to bay at 107
were brought to bay by 171
were brought to bay in 101
were brought to bay on 63
were brought to bear as 282
were brought to bear at 150
were brought to bear by 499
were brought to bear in 1829
were brought to bear on 24276
were brought to bear so 46
were brought to bear the 59
were brought to bear to 1032
were brought to bed in 96
were brought to bed of 91
were brought to each of 57
were brought to earth by 199
were brought to god at 53
were brought to god by 224
were brought to god in 100
were brought to hear the 93
were brought to her as 88
were brought to her at 81
were brought to her by 386
were brought to her in 167
were brought to her on 99
were brought to her to 153
were brought to him as 802
were brought to him at 547
were brought to him by 2471
were brought to him he 326
were brought to him in 1244
were brought to him of 342
were brought to him on 396
were brought to him so 135
were brought to him the 149
were brought to him to 898
were brought to one of 232
were brought to see it 54
were brought to see me 85
were brought to see the 476
were brought to them as 141
were brought to them at 198
were brought to them by 1062
were brought to them in 415
were brought to them of 70
were brought to them on 140
were brought to them to 119
were brought to you by 146
were brought to you in 41
were brought up and by 44
were brought up and in 69
were brought up and the 805
were brought up and to 64
were brought up and we 78
were brought up for the 545
were brought up near the 96
were brought up not to 357
were brought up one by 132
were brought up out of 379
were brought up that the 56
were brought up with an 97
were brought up with in 61
were brought up with it 103
were brought up with me 48
were brought up with no 127
were brought up with the 1783
were capable of all the 136
were capable of and the 57
were capable of any thing 64
were capable of being as 107
were capable of being at 41
were capable of being in 154
were capable of being so 405
were capable of being the 317
were capable of doing as 153
were capable of doing at 86
were capable of doing in 641
were capable of doing it 732
were capable of doing on 101
were capable of doing or 54
were capable of doing so 3412
were capable of doing the 973
were capable of doing to 434
were capable of doing us 62
were capable of going on 194
were capable of going to 217
were capable of using it 122
were capable of using the 376
were careful to act in 58
were careful to add to 66
were careful to ask the 49
were careful to get the 93
were careful to let it 41
were careful to let the 68
were careful to pay the 41
were careful to put in 110
were careful to put it 48
were careful to put the 110
were careful to see to 90
were careful to set up 48
were careful to try to 80
were careful to use the 276
were carried as far as 1172
were carried by all the 112
were carried by both the 44
were carried by him to 202
were carried by men in 95
were carried by men on 65
were carried by one of 123
were carried by them in 54
were carried by them to 190
were carried by way of 103
were carried in all the 103
were carried in for the 47
were carried in one of 83
were carried in with the 40
were carried on all the 148
were carried on and on 100
were carried on and the 271
were carried on both by 62
were carried on both in 193
were carried on for an 41
were carried on for the 1021
were carried on near the 60
were carried on not by 44
were carried on not in 60
were carried on out of 66
were carried on top of 91
were carried on was the 40
were carried on with an 342
were carried on with as 110
were carried on with no 135
were carried on with so 805
were carried on with the 4408
were carried so far as 637
were carried so far by 139
were carried so far in 58
were carried to all the 106
were carried to her by 256
were carried to him by 179
were carried to one of 111
were carried to see the 128
were carried to them by 113
were carried to them in 48
were carried up out of 55
were carried up with the 107
were central to all of 68
were central to all the 42
were central to both the 154
were central to how the 41
were certain he was the 55
were certain it was the 182
were certain of one thing 371
were certain to bring the 73
were certain to end in 58
were certain to end up 46
were certain to get it 48
were certain to get the 86
were certain to hear of 44
were certain to hear the 74
were certain to lead to 275
were certain to see the 49
were certain to try to 99
were certain to win the 124
were charged to bring the 47
were charged to say to 40
were charged to see the 45
were charged to see to 45
were charged to them at 43
were charmed to see the 88
were checked as far as 53
were checked by one of 67
were checked by using the 73
were checked to see if 536
were cheered by all the 54
were chiefly in use in 41
were claimed by both the 145
were claimed by them as 51
were clamoring to get in 105
were clamoring to get on 41
were classed as being in 58
were classed as being of 58
were classed as one of 44
were classed by him as 102
were closest of all to 71
were closest to her in 48
were closest to him at 76
were closest to him in 234
were closest to that of 40
were closest to them in 64
were clubbed to death by 374
were clubbed to death in 144
were clubbed to death on 87
were clubbed to death or 87
were coached in how to 61
were coached on how to 130
were comparing it with the 44
were confusing to say the 41
were congenial to him in 45
were content as long as 205
were content so long as 312
were content to act as 620
were content to act in 40
were content to act on 57
were content to aim at 50
were content to bear the 113
were content to buy the 62
were content to hear the 47
were content to lay it 47
were content to lay the 48
were content to lead the 40
were content to let it 540
were content to let me 111
were content to let the 2987
were content to let us 97
were content to lie in 189
were content to lie on 55
were content to pay the 264
were content to put on 165
were content to put up 475
were content to read as 84
were content to read the 63
were content to reap the 71
were content to run the 48
were content to see in 85
were content to see it 71
were content to see the 686
were content to set up 126
were content to sit at 174
were content to sit by 53
were content to sit in 356
were content to sit on 344
were content to try to 132
were content to use it 85
were content to use the 741
were content to wear the 168
were conveying it all to 89
were correct as far as 239
were correct as long as 40
were correct in doing so 149
were correct in that the 95
were correct or not in 60
were correct or not is 79
were correct so far as 77
were counted as being in 93
were counted as far as 112
were counted as one of 72
were counted in all the 50
were counted in both the 105
were counted in each of 217
were counted in one of 75
were counted in with the 117
were counted on each of 77
were courted by all the 41
were courted by both the 62
were covered as far as 49
were covered by all the 87
were covered by both the 54
were covered by ice at 52
were covered by one of 112
were covered by one or 184
were covered by two or 73
were covered in all the 47
were covered in for the 44
were covered so that no 47
were covered so that the 88
were covered up and the 59
were covered up with the 87
were crammed on top of 63
were crosses on all the 46
were crowded as far as 42
were crowded in with the 69
were crowded on top of 64
were crowded to see the 57
were crushed to death as 295
were crushed to death at 294
were crushed to death by 1141
were crushed to death in 1581
were crushed to death on 296
were crushed to death or 275
were current in all the 72
were decided by one or 40
were decided on for the 103
were decoyed by one of 50
were decreed to him by 64
were defeated by him at 76
were defeated by him in 113
were defeated by one of 41
were defeated by them in 76
were defeated in all the 44
were defeated in both the 63
were defeated in one of 87
were defeated in war by 60
were defined as being at 159
were defined as being in 112
were defined as being of 82
were defined as being the 113
were defined as being to 79
were defined as one of 67
were defined by him as 140
were defined by law as 261
were defined by them as 48
were defined by using the 64
were defined in law as 99
were defined so that the 150
were delayed as long as 160
were delayed in going to 45
were delayed so long in 41
were demanding an end to 629
were demanding the end of 90
were demanding to see the 83
were departing in fear of 51
were depending on her to 173
were depending on him to 248
were depending on them to 48
were deputed by him to 45
were deputed to act as 66
were deputed to sit in 42
were derided by them as 92
were derived by use of 167
were derived by using the 508
were deserting the dead king 44
were deserving of all the 67
were desired by you to 57
were desired to get the 129
were desired to set up 40
were desired to use the 66
were devised by him to 44
were devised so that the 191
were devised to aid in 65
were devised to aid the 46
were devised to bring the 50
were devised to fit the 83
were devised to try to 77
were devoted by her to 55
were devoted by him to 231
were devoted by them to 56
were devoted to all the 102
were devoted to both the 46
were devoted to each of 198
were devoted to her as 98
were devoted to her in 106
were devoted to him as 237
were devoted to him in 161
were devoted to him to 69
were devoted to one of 55
were devoted to one or 71
were devoted to them in 83
were diluted so that the 76
were directing the men in 63
were dirtied it was the 45
were disposing of him in 51
were divided as far as 59
were divided by two to 64
were divided in two by 142
were divided on how the 47
were divided on how to 586
were divided so that the 183
were divided up and the 55
were divided up for the 48
were donated by him to 70
were donated to them by 43
were dragged to death by 40
were drained to pay the 45
were dressed as for an 69
were dressed in all the 483
were dressed up for the 236
were drilled in all the 49
were drilled on how to 46
were dropped in all of 46
were dropped on top of 64
were dropped so that the 59
were dropped to them by 58
were drowned by him in 55
were drowned or put to 59
were effects of art as 83
were efforts to bring the 46
were efforts to set up 57
were elected by all the 522
were elected by each of 82
were elected by god to 107
were elected in all the 116
were elected in each of 106
were elected to act as 365
were elected to all the 70
were elected to both the 87
were elected to head the 165
were elected to lead the 180
were elected to one of 45
were elected to run the 111
were elected to sit in 99
were elected to sit on 128
were embarking on one of 49
were emptied on them in 53
were enabled by god to 61
were enabled by him to 42
were enabled so far to 53
were enabled to act as 176
were enabled to act in 187
were enabled to act on 79
were enabled to add the 44
were enabled to add to 123
were enabled to bear the 107
were enabled to bear up 148
were enabled to beat the 67
were enabled to bring it 42
were enabled to bring the 148
were enabled to bring to 79
were enabled to buy the 52
were enabled to fix the 70
were enabled to get at 43
were enabled to get in 222
were enabled to get on 272
were enabled to get the 111
were enabled to get to 126
were enabled to get up 65
were enabled to hear the 83
were enabled to lay in 54
were enabled to lay the 131
were enabled to pay the 207
were enabled to put an 68
were enabled to put the 55
were enabled to read the 80
were enabled to see in 47
were enabled to see the 646
were enabled to set the 97
were enabled to set up 108
were enabled to sit in 133
were enabled to tax the 61
were enabled to use the 224
were enabled to win the 49
were enacted by all the 58
were enacted by both the 50
were enacted by way of 40
were enacted in all the 128
were enacted so that the 125
were enacted to hang up 103
were endeared to her by 76
were endeared to him by 290
were endeared to them by 92
were enemies of all the 98
were enemies of both the 45
were engraved on one of 53
were enjoyed by all of 40
were enjoyed by all the 161
were enjoyed by them in 61
were enlisting the aid of 43
were enraged to see the 82
were entered by him in 46
were entered by way of 72
were entered in one of 58
were equally as bad as 52
were equally at ease in 53
were equally at one in 43
were equally so for the 50
were equally to bring thy 51
were erected at all the 141
were erected at each of 79
were erected by him in 48
were erected by him on 41
were erected by men of 140
were erected by one of 44
were erected by them at 51
were erected by them in 50
were erected by them on 48
were erected in all the 624
were erected in each of 86
were erected in one of 64
were erected on all the 199
were erected on top of 302
were erected so that the 136
were erected to her in 64
were erected to him as 131
were erected to him at 47
were erected to him by 40
were erected to him in 751
were erected to them in 66
were evident in all of 152
were evident in all the 298
were evident in any of 99
were evident in both the 255
were evident in each of 101
were evident in one of 41
were evident to all the 43
were exacted of them in 81
were exactly the men he 49
were exactly the way he 51
were excited by all the 66
were excited to hear the 62
were excited to see me 125
were excited to see the 303
were excited to see us 67
were expecting the end of 202
were expecting to hear of 145
were expecting to hear the 182
were expecting to see me 100
were expecting to see the 423
were experts in all the 54
were exploring the idea of 112
were exploring the use of 155
were exposed as long as 43
were exposed in one of 56
were exposed on one of 57
were exposed to air at 139
were exposed to air in 59
were exposed to air or 47
were exposed to all of 152
were exposed to all the 2832
were exposed to and the 114
were exposed to any of 61
were exposed to both the 180
were exposed to death in 43
were exposed to each of 357
were exposed to lead in 65
were exposed to one of 1210
were exposed to one or 167
were exposed to them in 98
were exposed to two or 47
were extending the area of 84
were faithful to god in 44
were faithful to her in 69
were faithful to him in 220
were faithful to him to 168
were familiar in all the 44
were familiar to all of 147
were familiar to all the 285
were familiar to both of 92
were familiar to her as 159
were familiar to her by 106
were familiar to her ear 59
were familiar to her in 56
were familiar to him as 642
were familiar to him at 49
were familiar to him by 41
