wail over the miserable fate 101
were made to introduce such 61
were made to introduce these 51
were made to penetrate into 115
were made to recognize their 69
were made to reconcile these 113
were made to sacrifice their 45
were made to surrender their 164
were made to translate these 59
were making an impression upon 59
were making it increasingly clear 60
were making no impression upon 40
were making the transition from 665
were meant to reprobate some 176
were nods of agreement from 109
were once an important food 67
were once an important part 219
were only an occasional crew 60
were open to criticism from 89
were open to influence from 79
were ready to celebrate their 56
were ready to discharge their 89
were ready to entertain good 40
were ready to establish their 66
were ready to sacrifice even 188
were ready to sacrifice home 48
were ready to sacrifice life 165
were ready to sacrifice their 2555
were ready to sacrifice these 50
were ready to sacrifice your 81
were ready to surrender their 385
were ready to undertake such 64
were ready to undertake their 82
were ready to volunteer their 64
were riding on horseback along 66
were said to originate from 102
were seen as dependent upon 55
were seen as different from 206
were seen as originating from 48
were seen to originate from 80
were sent as delegates from 120
were sent as messengers from 49
were sent as prisoners down 54
were sent as prisoners into 87
were sent by certified mail 97
were sent by telegraph from 42
were sent on temporary duty 101
were sent to auschwitz from 71
were sent to different areas 60
were sent to jerusalem from 49
were sent to parliament from 202
were sent to reinforce those 53
were sent to represent their 59
were slow to appreciate what 47
were slow to penetrate into 106
were slow to recognize their 97
were slow to recognize what 51
were slow to surrender their 44
were sold in different lots 244
were sold to merchants from 40
were such an exceedingly tame 47
were such an important part 1076
were such an intrinsic part 42
were such as harmonize best 106
were taking an afternoon walk 95
were taking an important part 42
were taking an important step 99
were there as delegates from 46
were there to represent their 112
were time to deprecate your 123
were told in different ways 70
were told to surrender their 57
were trying to ascertain what 43
were trying to determine their 60
were trying to determine what 397
were trying to establish some 122
were trying to establish their 680
were trying to establish what 79
were trying to influence their 51
were trying to introduce into 161
were trying to introduce some 53
were trying to penetrate into 88
were trying to recapture their 46
were trying to recollect what 44
were trying to reconcile some 130
were trying to reconcile their 128
were trying to safeguard their 62
were trying to undermine their 51
were used as protection from 76
were used as purchased from 52
were used as reference data 62
were used in calculating these 85
were used in different areas 90
were used in different ways 590
were used in different years 45
were used on alternate days 105
were used on different days 65
were used to calculate means 64
were used to calculate their 82
were used to calculate these 201
were used to calculate three 102
were used to construct four 63
were used to construct maps 57
were used to construct these 152
were used to construct three 157
were used to designate these 57
were used to determine some 49
were used to determine their 355
were used to determine these 181
were used to determine those 51
were used to determine time 41
were used to determine what 446
were used to determine when 188
were used to distinguish among 60
were used to distinguish these 46
were used to establish their 45
were used to establish these 90
were used to implement these 41
were used to represent their 43
were used to represent these 121
were used to transport coal 85
were used to transport food 63
were used to transport heavy 47
were used to transport logs 49
were used to transport their 44
were used to transport these 48
were used to transport wine 41
were what the americans call 40
were wont to celebrate their 178
were wont to entertain their 88
were wont to interrupt their 40
were wont to sacrifice their 44
were years of strenuous work 45
were years of unremitting toil 45
were years of unusually high 41
west over the mountains into 47
what angle of incidence will 233
what bearing the traditions have 50
what form the expedition took 49
what hand the gentlemen made 71
what help is available from 100
what ideas or sensations there 82
what ideas the americans have 58
what kind of advertising will 127
what kind of arguments were 68
what kind of community life 53
what kind of community will 48
what kind of conditions must 46
what kind of connection there 182
what kind of democracy will 55
what kind of departure from 45
what kind of employees will 41
what kind of equipment will 272
what kind of extremist will 207
what kind of influence these 45
what kind of knowledge will 226
what kind of leadership will 132
what kind of resources will 54
what kind of structure will 139
what kind of volunteer work 59
what made it different from 298
what made me different from 93
what made me perfectly sick 51
what made us different from 85
what means of transport were 105
what mind the complaining part 62
what must be concluded from 60
what must the clergyman feel 45
what need he elsewhere seek 83
what sort of christians must 105
what sort of committee will 42
what sort of connection there 57
what sort of equipment will 50
what sort of shininess there 42
what those of alexandria tell 68
what truth or falsehood there 76
what type of equipment will 206
what type of structure will 111
what were my sensations when 106
what were the arguments used 53
what were the conditions into 63
what were the conditions upon 42
what will be attempted here 143
what will be available from 62
what will be available when 62
what will be described here 118
what will be different when 155
what will be discussed during 91
what will be discussed here 213
what will be discussed more 64
what will be discussed next 218
what will be displayed when 74
what will be presented here 162
what will be presented next 49
what will the neighbors think 418
wheat must be separated from 82
wheat will be separated from 106
when acts of parliament were 53
when acts of usurpation were 51
when among the fragments there 63
when bile is prevented from 62
when cash is collected from 241
when data is collected from 44
when data is retrieved from 86
when even the brightest mind 54
when faith is separated from 78
when from the imaginary form 45
when hurt by opposition from 73
when left to themselves were 54
when left to themselves will 65
when making an emergency stop 45
when making the transition from 561
when means of transport were 60
when reading an interesting book 89
when sand is scattered over 46
when steam is condensed into 68
when such an inspection will 43
when there is abdominal pain 120
when there is agreement among 207
when there is agreement over 46
when there is congestive heart 66
when there is consensus among 129
when there is departure from 46
when there is excessive loss 181
when there is excessive pain 105
when there is extensive bone 59
when there is extensive loss 45
when there is important work 76
when there is literally nothing 47
when there is opposition from 73
when there is political will 54
when there is reasonable hope 169
when there is turbulent flow 43
when there is virtually nothing 81
when trying to determine just 40
when trying to determine what 492
when trying to determine when 51
when trying to establish their 53
when trying to establish what 47
when used in different ways 90
when work is converted into 49
whim upon the immutable past 365
whom oaths of allegiance were 66
whom play an important role 48
whom there is injustice there 56
wide angle or telephoto lens 52
wide open to criticism from 78
wide range in unusually great 49
wide range of abilities among 148
wide range of altitudes from 48
wide range of attitudes among 72
wide range of attitudes from 61
wide range of audiences from 45
wide range of available data 108
wide range of challenges facing 47
wide range of chemicals from 50
wide range of chemicals have 44
wide range of chemicals used 75
wide range of commercial uses 56
wide range of community health 129
wide range of companies from 53
wide range of companies have 50
wide range of compounds from 62
wide range of compounds have 73
wide range of compounds such 48
wide range of computers from 55
wide range of conditions from 337
wide range of conditions have 115
wide range of conditions ranging 50
wide range of conditions such 154
wide range of conditions were 45
wide range of conditions when 43
wide range of conditions will 61
wide range of countries from 97
wide range of countries have 101
wide range of countries over 48
wide range of densities from 55
wide range of different areas 175
wide range of different cell 161
wide range of different data 100
wide range of different food 99
wide range of different ideas 71
wide range of different jobs 92
wide range of different media 113
wide range of different uses 97
wide range of different ways 288
wide range of different work 52
wide range of disorders from 59
wide range of disorders such 64
wide range of distances from 199
wide range of diversity among 77
wide range of documents from 72
wide range of empirical data 253
wide range of empirical work 69
wide range of equipment from 92
wide range of equipment such 44
wide range of equipment used 49
wide range of exemptions from 50
wide range of expertise from 80
wide range of expression from 63
wide range of functional areas 185
wide range of geographic areas 128
wide range of industrial uses 339
wide range of interests among 96
wide range of interests from 209
wide range of interests have 54
wide range of interests into 45
wide range of interests such 70
wide range of interests were 69
wide range of knowledge from 65
wide range of latitudes from 48
wide range of medicinal uses 78
wide range of molecular size 70
wide range of operations from 53
wide range of operations such 46
wide range of organisms from 140
wide range of organisms have 64
wide range of pathogenic fungi 46
wide range of phenomena from 265
wide range of phenomena such 237
wide range of political ideas 72
wide range of practical uses 60
wide range of practices from 53
wide range of pressures from 94
wide range of processes such 42
wide range of published data 46
wide range of readership from 57
wide range of resources from 96
wide range of resources such 52
wide range of responses among 101
wide range of responses from 545
wide range of responses were 49
wide range of responses when 45
wide range of secondary data 56
wide range of selections from 52
wide range of situations from 173
wide range of situations such 58
wide range of specialist areas 47
wide range of stressful life 63
wide range of technical areas 81
wide range of territory from 73
wide range of theoretical ideas 53
wide range of treatments have 42
wide range of vegetable oils 40
wide range of wavelengths from 307
wide swath of territory from 43
wife made the suggested move 40
wild boar of monstrous size 44
wild gleam of moonshine upon 47
wild over the mysterious hole 86
will also be available from 474
will also be available soon 161
will also be available when 52
will also be collected from 82
will also be commented upon 69
will also be completed during 59
will also be converted into 199
will also be delivered from 65
will also be dependent upon 596
will also be described here 123
will also be different from 1445
will also be discussed along 89
will also be discussed during 49
will also be discussed from 84
will also be discussed here 540
will also be discussed more 199
will also be discussed there 99
will also be discussed when 63
will also be extracted from 59
will also be generated from 52
will also be important here 43
will also be important when 216
will also be increasingly used 55
will also be incumbent upon 57
will also be instances when 41
will also be necessary during 48
will also be necessary from 55
will also be necessary when 157
will also be perfectly clear 139
will also be precluded from 83
will also be presented from 51
will also be presented here 85
will also be preserved from 51
will also be prevented from 215
will also be protected from 245
will also be published soon 46
will also be reflected back 47
will also be reflected from 78
will also be separable from 41
will also be separated from 95
will also be suspended from 45
will break the artificial bird 71
will burn in everlasting fire 57
will burn the monastery over 46
will call the industrial tune 86
will come of themselves when 52
will come to appreciate more 298
will come to appreciate their 144
will come to appreciate what 113
will come to appreciate your 95
will come to recognize their 163
will come to recognize these 76
will come to recognize what 56
will come to recognize your 75
will cost the purchaser less 45
will draw no inference from 55
will draw the conclusion from 41
will ever be cherished among 86
will ever be conferred upon 134
will ever be converted into 118
will ever be different from 55
will ever be extracted from 57
will ever be impressed upon 43
will ever be preserved from 48
will ever be prevailed upon 54
will ever be respected till 52
will ever be separated from 46
will face the difficult task 124
will fail to appreciate what 55
will fail to discharge their 156
will fail to recognize among 49
will fail to recognize their 67
will fall of themselves into 48
will fall of themselves when 54
will feel it incumbent upon 106
will fill an important need 64
will fill an important role 41
will find an admirably clear 57
will find an annotated list 59
will find an extensive list 152
will find it different from 69
will find it difficult even 153
will find it difficult ever 91
will find it especially hard 43
will find it exceedingly hard 43
will find it extremely hard 241
will find it increasingly hard 526
will find it increasingly more 231
will find it incumbent upon 56
will find it interesting reading 123
will find it necessary from 59
will find it somewhere else 49
will find the americans much 92
will find the highlands have 61
will find the necessary means 43
will find the principal laws 51
will find the transition from 108
will flow by conduction from 49
will form an admirable text 70
will form an important item 89
will form an important link 88
will form an important part 1779
will form an important step 52
will form an interesting part 48
will form the foundation upon 63
will form the principal part 120
will gain an advantage from 85
will gain an advantage over 309
will gain no advantage from 142
will give an additional spring 113
will give an excellent view 69
will give an important clue 41
will give an incorrect reading 115
will give me presently more 140
will give the ammonites into 92
will give the defendant fair 215
will give the necessary data 99
will give the necessary time 120
will give us everlasting life 51
will have an accusation laid 65
will have an additional term 71
will have an advantage here 80
will have an advantage over 3426
will have an advantage when 194
will have an aggregate fair 52
will have an associated cost 76
will have an effective mass 44
will have an effective means 43
will have an enjoyable time 107
will have an equitable lien 65
will have an especially hard 47
will have an estimated life 263
will have an excellent road 58
will have an excellent view 176
will have an expiration date 159
will have an extensive sale 206
will have an extremely hard 73
will have an extremely high 146
will have an imaginary part 63
will have an important bearing 11084
will have an important part 1022
will have an important role 3355
will have an important task 57
will have an influence over 259
will have an influence upon 967
will have an interesting life 41
will have an interesting time 155
will have an intuitive feel 96
will have an unpleasant odor 43
will have an unusually high 77
will have no advantage from 67
will have no advantage over 536
will have no compassion upon 105
will have no existence among 152
will have no influence over 270
will have no influence upon 714
will have no opposition from 56
will have no protection from 111
will have the additional task 67
will have the advantage over 1114
will have the advantage when 53
will have the difficult task 258
will have the important task 98
will have the impression left 66
will have the necessary bill 91
will have the necessary cash 54
will have the necessary data 93
will have the necessary time 120
will have the political will 448
will have the unenviable task 116
will have the uppermost ever 45
will have to ascertain what 78
will have to calculate what 81
will have to calculate your 45
will have to carefully plan 116
will have to configure your 100
will have to construct their 82
will have to construct your 62
will have to cooperate more 184
will have to determine from 132
will have to determine just 42
will have to determine their 206
will have to determine these 49
will have to determine upon 101
will have to determine what 1382
will have to determine when 170
will have to determine your 175
will have to distinguish among 58
will have to diversify their 87
will have to eliminate from 81
will have to eliminate some 89
will have to encounter many 109
will have to encounter much 136
will have to encounter will 81
will have to encounter your 74
will have to establish more 64
will have to establish some 166
will have to establish their 184
will have to establish what 63
will have to establish your 151
will have to formulate some 44
will have to formulate their 83
will have to implement some 62
will have to implement their 46
will have to implement these 71
will have to increasingly rely 80
will have to integrate into 60
will have to integrate their 46
will have to integrate these 52
will have to intensify their 124
will have to interpret these 54
will have to interpret what 56
will have to interrupt your 44
will have to intervene more 103
will have to introduce into 44
will have to introduce more 113
will have to introduce some 188
will have to modernize their 40
will have to originate from 52
will have to penetrate into 56
will have to pronounce upon 47
will have to recognize gain 175
will have to recognize their 142
will have to recognize these 105
will have to reconcile their 95
will have to reconcile these 49
will have to reexamine their 100
will have to reorganize their 83
will have to reorganize your 43
will have to sacrifice many 46
will have to sacrifice more 229
will have to sacrifice much 105
will have to sacrifice some 550
will have to sacrifice their 185
will have to sacrifice your 167
will have to streamline their 48
will have to surrender many 42
will have to surrender some 149
will have to surrender their 174
will have to surrender your 127
will have to terminate your 76
will have to transform their 57
will have to translate into 71
will have to translate these 47
will have to translate your 41
will have to transport their 70
will have to undertake more 61
will have to undertake some 127
will have to undertake such 44
will have to undertake will 49
will help in determining what 136
will help the discussion very 50
will help to determine their 187
will help to determine what 758
will help to determine when 125
will help to determine your 149
will help to distinguish these 87
will help to eliminate many 91
will help to eliminate most 40
will help to eliminate much 54
will help to eliminate some 208
will help to eliminate such 50
will help to eliminate these 78
will help to elucidate some 72
will help to elucidate their 50
will help to elucidate these 61
will help to elucidate what 45
will help to establish good 42
will help to establish more 175
will help to establish some 82
will help to establish their 65
will help to establish these 60
will help to establish what 86
will help to establish your 117
will help to highlight some 72
will help to introduce some 46
will help to reinforce their 45
will help to reinforce your 156
will help to stabilize your 48
will help to stimulate more 63
will help to stimulate their 40
will help to stimulate your 84
will help us appreciate what 49
will help us determine what 226
will help us determine your 42
will here be necessary only 40
will just as certainly give 42
will just go somewhere else 41
will keep the complexion from 48
will keep the mosquitoes away 56
will keep the population from 69
will keep the president from 49
will keep the temptation from 210
will know by definition what 52
will learn in different ways 57
will learn to appreciate more 63
will learn to appreciate their 90
will learn to appreciate what 125
will learn to appreciate your 59
will learn to distinguish your 42
will learn to recognize many 57
will learn to recognize some 47
will learn to recognize their 89
will learn to recognize these 125
will learn to recognize those 61
will learn to recognize what 87
will learn to recognize when 156
will learn to recognize your 99
will leave an impression upon 122
will leave an indelible mark 275
will leave my complaint upon 195
will live to celebrate their 58
will look as different from 51
will look at different ways 179
will look no different from 81
will lose an important part 68
will lose the parliament many 44
will make an admirable book 111
will make an admirable wife 49
will make an excellent base 47
will make an excellent gift 49
will make an excellent text 47
will make an excellent wife 471
will make an impression upon 417
will make an indelible mark 60
will make an interesting reading 64
will make it available only 43
will make it different from 89
will make it extremely hard 58
will make it increasingly clear 46
will make it increasingly hard 56
will make it increasingly more 68
will make it incumbent upon 54
will make it perfectly clear 379
will make my statement seem 41
will make no aggression upon 45
will make no impression upon 268
will make no reflection upon 41
will make the community more 135
will make the discussion more 93
will make the magdalene wash 70
will make the principle clear 106
will make the procedure clear 290
will make the procedure more 212
will make the remainder much 135
will make the statement more 46
will make the statement true 559
will make the structure more 88
will make the transition from 1069
will make the transition into 111
will make the transition less 42
will make the transition more 132
will make the transition much 52
will make us victorious over 44
will mark an important step 189
will mark the transition from 123
will meet an important need 41
will meet on wednesday next 69
will meet to elaborate these 59
will miss an important part 48
will need no assurance from 65
will need to ascertain what 48
will need to calculate your 91
will need to carefully plan 157
will need to configure your 305
will need to construct your 90
will need to determine just 47
will need to determine their 143
will need to determine what 1164
will need to determine when 172
will need to determine your 248
will need to diversify their 51
will need to establish clear 60
will need to establish good 48
will need to establish some 225
will need to establish their 100
will need to establish what 134
will need to establish your 164
will need to implement some 65
will need to implement these 74
will need to implement your 113
will need to integrate their 69
will need to introduce some 131
will need to recognize their 46
will need to recognize these 88
will need to recognize when 77
will need to reexamine their 100
will need to structure your 58
will need to transform their 67
will need to translate these 44
will need to undertake some 102
will only be activated when 70
will only be authorized when 70
will only be available during 56
will only be available from 148
will only be available when 262
will only be clarified when 59
will only be completed when 231
will only be concerned here 104
will only be confirmed when 42
will only be described here 61
will only be destroyed when 61
will only be developed when 61
will only be different from 49
will only be discussed here 187
will only be discussed very 51
will only be discussed when 96
will only be displayed when 79
will only be disturbed when 46
will only be effective when 660
will only be exercised when 77
will only be expressed when 74
will only be fulfilled when 139
will only be generated when 44
will only be important when 48
will only be indicated here 44
will only be justified when 103
will only be necessary here 707
will only be necessary when 168
will only be perceived when 49
will only be performed when 78
will only be permitted when 99
will only be prevented from 86
will only be protected when 40
will only be published when 41
will only be respected when 138
will only be satisfied when 361
will only be tolerated when 77
will open in microsoft word 105
will pass the pragmatic test 66
will pawn my reputation upon 53
will play an effective part 112
will play an effective role 138
will play an important part 22879
will play an important role 32080
will play an increasingly more 262
will play an outstanding part 50
will play an outstanding role 103
will play the important role 64
will play the political game 41
will play the principal part 113
will play the principal role 132
will reach the barricade from 44
will react in different ways 508
will rely to establish these 45
will rise at intervals along 41
will rise to everlasting life 40
will roll us shoreward soon 316
will seek to determine what 156
will seek to diversify their 51
will seek to establish their 74
will seek to establish what 59
will seek to transform your 64
will send the comforter unto 570
will send the corrected copy 43
will show an absorption band 44
will show no deflection when 54
will show the different ways 65
will show the important part 55
will show the impression made 63
will show the transition from 46
will sift the reasonable from 105
will soon be available from 533
will soon be available only 74
will soon be converted into 726
will soon be delivered from 248
will soon be delivered over 45
will soon be forgotten when 90
will soon be liberated from 64
will soon be satisfied from 42
will soon be separated from 120
will suit me perfectly well 42
will take an extensive look 42
will take an important part 129
will take an important role 50
will take an important step 148
will take an objective view 48
will take it somewhere else 41
will take no voluntary part 41
will take on additional meaning 56
will take the additional step 42
will take the deposition upon 68
will take the initiative when 44
will take the leadership role 81
will take the necessary care 61
will take the necessary means 60
will take the necessary step 60
will take the necessary time 164
will take the sacrament upon 47
will take to implement your 45
will take to themselves what 59
will take up residence there 102
will tell me precisely what 44
will tell the gentleman when 134
will tell us precisely what 54
will tend to attribute their 41
will tend to dissociate into 68
will tend to dissociate these 47
will tend to eliminate many 52
will tend to eliminate some 58
will tend to eliminate such 43
will tend to eliminate these 44
will tend to eliminate those 73
will tend to emphasize their 46
will tend to emphasize these 42
will tend to emphasize those 82
will tend to encourage more 113
will tend to evaporate from 44
will tend to fluctuate less 43
will tend to fluctuate more 142
will tend to gravitate into 43
will tend to influence their 52
will tend to interpret their 50
will tend to penetrate into 40
will tend to propagate their 139
will tend to reinforce their 54
will vary at different ages 63
will vary in character from 45
will vary in different ages 46
will vary in different areas 225
will vary in different years 81
will vary in intensity from 127
will vary in magnitude from 46
will want to carefully plan 83
will want to configure your 63
will want to cultivate more 55
will want to customize your 45
will want to determine what 255
will want to determine your 58
will want to encourage your 106
will want to establish some 61
will want to establish their 52
will want to establish your 58
will want to introduce your 49
will wind up somewhere else 68
will work if different from 150
will work in different ways 92
wilt give the ammonites into 65
wilt shed thy influence upon 45
wind from the mountains blew 46
wind into the mountains from 42
wiping tears of merriment from 50
wire from the secondary coil 173
wire must be insulated from 71
woke when the christians were 106
wood must be protected from 51
wood will be converted into 46
work done is converted into 121
work done on different days 53
work during the depression years 295
work during the formative years 101
work during the intervening years 142
work during the reference week 884
work during the transition from 131
work hard at maintaining their 57
work hard to establish their 179
work have an important bearing 49
work means the preferred form 483
work must be carefully done 153
work must be completed prior 105
work must be different from 41
work must be performed during 70
work must be performed prior 53
work must be performed upon 120
work must be protected from 239
work must be separated from 70
work must be thoroughly done 102
work must of necessity have 49
work play an important part 141
work play an important role 202
work when an identical copy 132
work will be completed during 170
work will be completed early 108
work will be completed when 44
work will be continued during 52
work will be converted into 55
work will be described here 81
work will be described more 65
work will be different from 264
work will be discussed here 334
work will be discussed more 390
work will be performed during 119
work will be precisely what 65
work will be presented here 224
work will be published soon 84
worm from the galapagos rift 78
worn down by excessive toil 59
worn over the shoulders like 135
worth noting the important role 49
wrung from the reluctant hand 100
wrung from the reluctant lips 43
