wan face lighted up with 87
was dark against the sky 79
was dark because it was 99
was dark outside by now 107
was deep concern in his 50
was deep sadness in his 59
was done according to all 104
was done according to god 46
was done according to her 116
was done according to his 617
was done according to law 306
was done according to our 60
was done according to this 47
was done because he had 173
was done because he was 201
was done because it had 145
was done because it was 1972
was done because of her 40
was done because of his 168
was done because we did 51
was done because we had 71
was done between the two 140
was done previous to its 104
was done previous to that 44
was done towards the end 251
was duly elected in his 71
was duly elected to each 45
was duly elected to that 131
was duly elected to this 51
was early adopted by his 54
was early applied to all 41
was even accused by his 72
was even accused by one 42
was even accused of being 827
was even accused of not 50
was even accused of using 100
was even against the law 83
was even allowed to bring 52
was even allowed to get 46
was even allowed to read 67
was even allowed to see 105
was even allowed to set 45
was even allowed to sit 118
was even allowed to use 75
was even ashamed of his 116
was even beginning to get 144
was even beginning to see 72
was even blunter in his 76
was even brought to bear 78
was even capable of being 96
was even capable of doing 78
was even carried so far 276
was even happier to see 162
was even harsher in his 180
was even harsher in its 60
was even imputed to him 49
was even inferior to that 127
was even invited to sit 55
was even listening to her 69
was even listening to him 70
was even obliged to pay 55
was even obliged to tie 56
was even prouder of him 40
was even prouder of his 124
was even sharper in his 67
was even stranger to see 56
was even stronger in her 62
was even stronger in his 291
was even stronger in its 116
was even stronger in this 43
was even superior to her 62
was even superior to his 157
was even superior to its 61
was even superior to that 423
was even tempted to ask 42
was even tempted to try 41
was ever accused of any 45
was ever accused of being 109
was ever adopted by any 108
was ever advised of his 86
was ever allowed to get 121
was ever allowed to hear 58
was ever allowed to see 344
was ever allowed to sit 118
was ever allowed to use 61
was ever applied to any 263
was ever applied to this 62
was ever brought to bear 197
was ever brought to him 45
was ever brought to his 83
was ever brought to its 106
was ever brought to this 124
was ever capable of any 70
was ever capable of being 54
was ever capable of doing 131
was ever carried on with 148
was ever claimed by any 43
was ever congenial to his 50
was ever devised by any 65
was ever devised by man 110
was ever devoted to his 43
was ever devoted to that 66
was ever enjoyed by any 179
was ever enjoyed by man 65
was ever erected to any 126
was ever erected to his 75
was ever expecting to see 65
was ever faithful in his 51
was ever faithful to her 121
was ever faithful to him 63
was ever faithful to his 296
was ever founded in this 62
was ever granted to any 118
was ever happier in his 105
was ever imposed on them 50
was ever imputed to him 94
was ever married at all 52
was ever married to any 41
was ever married to her 55
was ever mindful of her 99
was ever mindful of his 394
was ever mindful of its 50
was ever offered by one 112
was ever offered in any 74
was ever offered to any 182
was ever offered to him 155
was ever offered to them 54
was ever painted by one 57
was ever painted of him 59
was ever present at all 46
was ever present at any 77
was ever present at his 52
was ever present in all 58
was ever present in any 42
was ever present in her 253
was ever present in his 1117
was ever present in our 120
was ever present in this 55
was ever present on his 45
was ever present to her 633
was ever present to him 503
was ever present to his 1504
was ever present to mar 46
was ever present to our 64
was ever present to them 108
was ever printed or not 43
was ever prouder of her 67
was ever prouder of his 335
was ever realized by any 150
was ever realized on earth 44
was ever reposed in him 41
was ever revealed by him 71
was ever revealed to him 43
was ever revealed to them 59
was ever sincere in his 44
was ever subject to any 62
was ever uttered by any 64
was ever uttered by him 51
was ever witched so long 75
was ever written at all 126
was ever written by any 255
was ever written by him 62
was ever written by man 68
was ever written in any 294
was ever written in this 73
was evil because he was 48
was evil because it was 146
was fact between the lying 317
was fair because it was 126
was fast advancing to that 51
was fast declining in his 216
was fast hastening to his 196
was fast hastening to its 87
was fast returning to her 59
was fast returning to its 44
was fast tottering to its 41
was felt between the two 94
was felt towards the end 50
was fine because he was 100
was fine because it was 122
was five hundred to one 42
was five minutes of one 64
was five minutes of two 43
was five minutes to one 186
was five minutes to six 261
was five minutes to ten 378
was five minutes to two 141
was flinging against the floe 48
was free because he had 111
was free because he was 104
was free because it was 74
was free because of his 40
was free coinage of both 75
was from beginning to end 2148
was from ipswich to bath 40
was from outside the area 44
was from seventy to one 41
was gazing fixedly at her 83
was gazing fixedly at him 175
was gazing steadily at her 63
was gazing steadily at him 103
was gearing himself up for 48
was giving everything he had 80
was giving herself to him 293
was giving himself to her 51
was giving himself up for 71
was glad because he did 132
was glad because he had 138
was glad because he was 172
was glad because it was 177
was glad because of them 46
was gone because he had 54
was gone because he was 59
was gone because it was 47
was gone because of his 41
was good according to his 52
was good because he did 108
was good because he had 203
was good because he was 323
was good because it did 50
was good because it had 161
was good because it was 1389
was good because no one 40
was good because of its 46
was good because we did 65
was good because we had 100
was great because he did 56
was great because he had 207
was great because he was 718
was great because it did 69
was great because it had 90
was great because it was 686
was great because of her 44
was great because of his 186
was great because of its 139
was great because we had 78
was great between the two 77
was great carnage on both 79
was great comfort in that 48
was great comfort in this 40
was great neglect in that 51
was great rejoicing at his 98
was great rejoicing at this 68
was great rejoicing in all 56
was great rejoicing in his 48
was great rejoicing in our 71
was great rejoicing in that 137
was great rejoicing on both 58
was great sadness in his 71
was great variation in how 44
was great variation in this 43
was great variety in his 44
was half ashamed of her 128
was half ashamed of his 270
was half covered by his 44
was half emptied of its 54
was half expecting to hear 41
was half expecting to see 203
was half tempted to ask 72
was half tempted to run 44
was half tempted to say 45
was hard because he had 49
was hard because he was 134
was hard because it was 170
was hard because we had 101
was hard pressed by his 425
was hard pressed by its 63
was hard pressed in his 102
was hard pressed on all 103
was hard pressed to deal 44
was hard pressed to get 152
was hard pressed to pay 189
was hard pressed to put 73
was hard pressed to say 75
was hard pressed to see 108
was having trouble in her 119
was having trouble in his 182
was having trouble in its 50
was having trouble in math 85
was having trouble of his 78
was heard answering to her 43
was heard because of his 1040
was heard outside the hut 48
was heart wrenching to see 56
was heavy because he had 55
was heavy because it was 64
was heavy because of her 43
was held against me for 44
was held because it was 52
was held because of his 48
was held between the eye 60
was held between the two 2527
was held captive by her 83
was held captive by his 164
was held captive by them 84
was held captive in his 92
was held forthwith in one 79
was held inferior to him 47
was held invalid as being 159
was held invalid on its 49
was held invalid so far 43
was held jointly by two 82
was held loosely in his 67
was held subject to his 52
was held subject to tax 131
was held superior to her 42
was held tightly in her 44
was held tightly in his 62
was held together by her 40
was held together by his 176
was held together by its 471
was held together by one 183
was held together by this 69
was held together by two 174
was held together in its 43
was held towards the end 439
was held upright by two 44
was here because he had 234
was here because he was 238
was here because it was 136
was here because of her 145
was here because of him 73
was here because of his 98
was here brought to its 49
was here brought up with 48
was here imputed to them 53
was here realized in all 143
was here referring to his 104
was here towards the end 42
was hers because it was 44
was hiding because he was 64
was high because he was 44
was high because it was 113
was high because of its 60
was high between the two 45
was high sheriff of his 61
was high sheriff of that 65
was high sheriff of this 78
was holy because it was 152
was home because it was 58
was huge because it was 54
was hurt because he did 62
was hurt because he had 273
was hurt because he was 145
was hurt because it was 46
was ideal because it was 198
was ideal because of its 66
was john sherman of ohio 236
was just according to his 69
was just arrived at his 55
was just because he did 212
was just because he had 453
was just because he was 1680
was just because it had 68
was just because it was 736
was just because of all 57
was just because of her 86
was just because of his 231
was just because of its 54
was just because of that 431
was just because of this 445
was just because we did 45
was just because we had 80
was just beginning at that 178
was just beginning at this 163
was just beginning in new 40
was just beginning in this 65
was just beginning my own 45
was just beginning the long 60
was just beginning to ask 160
was just beginning to bear 176
was just beginning to bring 161
was just beginning to bud 191
was just beginning to cry 104
was just beginning to cut 80
was just beginning to deal 77
was just beginning to die 104
was just beginning to dig 66
was just beginning to dip 101
was just beginning to dry 117
was just beginning to earn 108
was just beginning to ease 57
was just beginning to ebb 72
was just beginning to fear 138
was just beginning to get 5026
was just beginning to heal 121
was just beginning to hear 147
was just beginning to heat 267
was just beginning to hit 344
was just beginning to lay 121
was just beginning to let 84
was just beginning to nod 55
was just beginning to pay 152
was just beginning to peak 74
was just beginning to put 502
was just beginning to read 570
was just beginning to reap 182
was just beginning to rear 42
was just beginning to run 376
was just beginning to say 384
was just beginning to see 952
was just beginning to set 1156
was just beginning to sit 80
was just beginning to sum 46
was just beginning to swing 74
was just beginning to thaw 129
was just beginning to thin 66
was just beginning to tinge 64
was just beginning to try 186
was just beginning to use 263
was just beginning to wear 95
was just beginning to win 181
was just between me and 142
was just between the two 459
was just brought in with 41
was just brought to bed 211
was just brought up that 119
was just buttoning up his 43
was just embarking on her 57
was just embarking on his 190
was just exactly the way 219
was just excited to see 48
was just finishing the job 56
was just finishing up and 91
was just finishing up her 159
was just finishing up his 347
was just finishing up with 350
was just imagining it all 81
was just listening to her 60
was just listening to you 82
was just outside the area 43
was just outside the old 41
was just preparing to get 67
was just preparing to pay 382
was just preparing to put 89
was just preparing to set 126
was just preparing to sit 46
was just previous to this 48
was just returning to her 85
was just returning to his 229
was just shocked to see 46
was just sickening at that 45
was just thankful he was 47
was just thrilled to death 76
was just thrilled to see 46
was just tickled to death 230
was just towards the end 55
was just typical of him 44
was just venturing to ask 55
was just visible on our 55
was just wondering at his 48
was just wondering if any 61
was just wondering if she 391
was just wondering if that 208
was just wondering if they 214
was just wondering if this 237
was just wondering if you 5560
was kept because he was 42
was kept because it was 51
was kept because of its 44
was kept between the two 155
was kept exactly as she 45
was laid between the two 458
was laid lightly on her 78
was laid lightly on his 90
was laid towards the end 52
was last entered at any 54
was late because he had 457
was late because he was 177
was late because it was 59
was leaning against an oak 55
was leaning against an old 125
was leaning against it and 87
was leaning against it with 143
was leaning against my car 61
was leaning against the arm 67
was leaning against the bar 833
was leaning against the bed 253
was leaning against the big 87
was leaning against the cab 44
was leaning against the car 729
was leaning against the end 140
was leaning against the far 276
was leaning against the hut 55
was leaning against the low 62
was leaning against the oak 48
was leaning against the old 94
was leaning against the rear 189
was leaning against the seat 137
was leaning against the top 55
was leaning against the van 47
was leaning forward in her 719
was leaning forward in his 1662
was leaning forward on both 65
was leaning forward on her 299
was leaning forward on his 435
was leaning forward so that 216
was leaning forward to get 40
was leaning forward to hear 51
was leaning forward to see 69
was leaning quietly on his 50
was leaving because he did 40
was leaving because he had 152
was leaving because he was 119
was leaving because it was 41
was leaving because of her 83
was leaving because of his 50
was leaving everything to her 43
was leaving everything to his 91
was left because it was 54
was left between it and 196
was left between me and 42
was left between the end 60
was left between the top 128
was left between the two 446
was left gravely in one 43
was left largely on his 61
was left largely to her 106
was left largely to his 479
was left largely to its 322
was left outside the new 74
was left untried by them 44
was left weltering in his 94
was left widowed of her 76
was left wondering if she 102
was less ashamed of his 48
was less because he had 41
was less because he was 68
was less because it was 63
was less because of any 91
was less because of his 103
was less because of its 66
was less capable of being 157
was less capable of doing 53
was less careful in his 48
was less cautious in his 66
was less central to his 41
was less certain in its 48
was less certain of her 77
was less certain of his 228
was less certain of how 43
was less certain of its 55
was less certain of this 64
was less congenial to him 95
was less decided in his 53
was less exposed to this 70
was less extreme in his 63
was less extreme in its 45
was less familiar to him 107
was less familiar to them 58
was less guarded in his 65
was less inferior to his 50
was less irksome to him 49
was less liberal in his 54
was less liberal in its 63
was less painful to her 46
was less painful to him 73
was less precise in his 48
was less radical in his 66
was less radical in its 67
was less regular in his 62
was less sanguine in his 85
was less sanguine on this 71
was less stringent in its 46
was less trouble to let 71
was less trouble to run 46
was like because it was 45
was like cinders in his 86
was like listening to her 44
was like listening to his 78
was like listening to one 231
was like listening to two 62
was living according to his 47
was living happily in his 44
was living quietly at his 88
was living quietly in his 123
was living quietly on his 160
was losing control of her 613
was losing control of his 1103
was losing control of its 257
was losing control of this 63
was losing himself in her 66
was losing himself in his 64
was lost because he did 56
was lost because he had 114
was lost because he was 107
was lost because it had 64
was lost because it was 450
was lost because no one 42
was lost because of bad 79
was lost because of her 51
was lost because of his 131
was lost because of its 59
was lost because of that 42
was lost because of this 145
was lost between the two 748
was lost towards the end 50
was made according to age 113
was made according to god 68
was made according to her 40
was made according to his 300
was made according to its 72
was made according to law 107
was made according to our 46
was made according to that 48
was made according to this 149
was made according to two 109
was made admiral of new 51
was made against the new 95
was made against the two 64
was made against the use 55
was made bearable by his 40
was made because at that 42
was made because he had 150
was made because he was 490
was made because it had 78
was made because it was 1370
was made because of her 78
was made because of his 182
was made because of its 236
was made because of our 44
was made because the new 54
was made because the tax 88
was made because the two 95
was made believe it had 55
was made between it and 276
was made between me and 87
was made between the age 41
was made between the end 91
was made between the head 56
was made between the kings 93
was made between the man 131
was made between the mean 202
was made between the men 67
was made between the new 191
was made between the old 123
was made between the two 11974
was made between the use 120
was made between us and 85
was made capable of being 124
was made captain of her 160
was made captain of his 400
was made captain of one 140
was made captain of that 45
was made captain of this 49
was made certain to her 44
was made colonel of his 109
was made colonel of one 87
was made emperor by his 79
was made evident by her 66
was made evident by his 214
was made evident by its 67
was made evident in his 170
was made evident in its 51
was made evident to all 232
was made evident to her 57
was made evident to him 113
was made evident to our 43
was made evident to them 110
was made general of all 132
was made general of his 125
was made general to all 50
was made guardian of her 62
was made guardian of his 93
was made illegal by act 64
was made lighter to him 40
was made manager of one 45
was made manager of that 62
was made manager of this 65
was made notable by two 46
was made pathetic by her 47
was made payable in new 53
was made payable to her 69
was made payable to him 104
was made payable to his 91
was made payable to one 51
was made perfect by his 67
was made perfect in her 78
was made perfect in his 220
was made perfect in its 157
was made pleasant to them 56
was made present to them 48
was made regarding the use 60
was made sergeant of his 49
was made similar to that 287
was made stronger by his 61
was made subject to all 105
was made subject to any 95
was made subject to death 73
was made subject to her 57
was made subject to him 59
was made subject to his 119
was made subject to its 143
was made subject to man 136
was made subject to this 218
was made subject to two 203
was made superior to all 40
was made towards the end 1266
was made unhappy by her 41
was made unhappy by his 69
was made unhappy by this 55
was made visible to all 66
was made visible to him 48
was made welcome by all 82
was made welcome by his 81
was made welcome in all 46
was made welcome to all 41
was made whereby he was 77
was made whereby it was 47
was making believe he was 53
was making demands on him 57
was making efforts to bring 65
was making efforts to get 187
was making entries in his 63
was making inroads on her 40
was making signals to her 81
was making signals to him 83
was mere madness in him 44
was mild protest in his 43
was mine because it was 54
was mixing himself up with 43
was more accepting of her 53
was more accepting of his 45
was more adamant in his 46
was more adapted to his 66
was more admired by his 49
was more against it than 45
was more alarmed by this 48
was more alarmed on her 82
was more animating to him 96
was more annoyed by this 127
was more ashamed to hear 58
was more assured of dying 43
was more attuned to her 58
was more attuned to his 95
was more attuned to this 43
was more austere in his 46
was more because he had 55
was more because he was 135
was more because it was 77
was more because of her 92
was more because of his 170
was more because of its 51
was more beloved by all 63
was more beloved by his 320
was more between the two 47
was more between us than 97
was more blessed in her 43
was more blessed to him 81
was more capable in that 71
was more capable of being 116
was more capable of doing 140
was more careful in her 59
was more careful in his 465
was more careful in its 76
was more careful in this 41
was more careful of her 91
was more careful of his 358
was more careful to get 44
was more catholic in his 98
was more catholic in its 51
was more cautious in her 84
was more cautious in his 886
was more cautious in its 316
was more cautious in this 72
was more central to his 101
was more central to this 54
was more certain in his 42
was more certain in its 48
was more certain of being 44
was more certain of her 78
was more certain of his 229
was more certain of its 45
was more certain of that 69
was more certain of this 57
was more certain to bring 48
was more complex in its 174
was more complex in that 180
was more congenial to her 186
was more congenial to him 757
was more congenial to his 730
was more congenial to our 42
was more congenial to them 183
was more correct in his 306
was more correct to say 146
was more corrupt in her 113
was more decided in his 61
was more decided in its 41
was more deserving of his 61
was more deserving of that 52
was more deserving of this 49
was more desired by him 46
was more devoted on that 46
was more devoted to her 209
was more devoted to him 144
was more devoted to his 454
was more devoted to its 57
was more devoted to them 41
was more devoted to this 41
was more diverse in its 80
was more divided in its 42
was more drastic in its 63
was more dreadful to him 67
was more dressed up than 120
was more eminent in his 42
was more evident in his 155
was more evident in this 46
was more evident to him 64
was more excited by his 50
was more excited by them 90
was more excited by this 60
was more excited to see 69
was more extreme in his 186
was more extreme in its 101
was more faithful in its 57
was more faithful to her 104
was more faithful to him 48
was more faithful to his 348
was more faithful to its 56
was more familiar to all 47
was more familiar to her 267
was more familiar to him 658
was more familiar to his 143
was more familiar to our 109
was more familiar to them 404
was more fervent in his 45
was more focused on her 75
was more focused on his 118
was more focused on how 65
was more foreign to her 72
was more foreign to him 216
was more foreign to his 202
was more foreign to them 40
was more forward in his 62
was more general in his 53
was more general in its 258
was more general in that 42
was more germane to his 41
was more glorious to die 40
was more gracious to him 72
was more guarded in her 52
was more guarded in his 361
was more guarded in its 77
was more hateful to him 82
was more helpful to him 70
was more helpful to them 60
was more irksome to him 50
was more laughed at than 58
was more lenient in his 57
was more liberal in her 50
was more liberal in his 412
was more liberal in its 396
was more liberal in this 75
was more limited in his 68
was more limited in its 462
was more limited in that 41
was more limited in this 41
was more meaningful to her 54
was more meaningful to him 66
was more meaningful to them 98
was more measured in his 156
was more mindful of her 49
was more mindful of his 87
was more natural to her 117
was more natural to him 377
was more natural to them 129
was more needful to them 48
was more obliged to him 52
was more obliged to his 51
was more opposed to his 60
was more opposed to our 56
was more orthodox in his 66
was more orthodox in its 44
was more painful to hear 53
was more painful to her 212
was more painful to him 509
was more painful to see 55
was more painful to them 65
was more pleasant to hear 47
was more pleasant to her 59
was more pleasant to him 112
was more pleasant to sit 53
was more pleasant to them 64
was more pointed in his 141
was more pointed in its 52
was more popular in his 127
was more popular in its 78
was more popular in new 51
was more precious in her 80
was more precious in his 119
was more precious to her 517
was more precious to him 1335
was more precious to his 53
was more precious to them 205
was more precise in his 230
was more precise in its 105
was more present to her 70
was more present to his 58
was more present to them 40
was more profuse in his 64
was more prudent in his 73
was more prudent to let 55
was more puzzled by any 44
was more radical in his 261
was more radical in its 375
was more radical in that 120
was more refined in his 84
was more regular in his 182
was more related to his 64
was more relaxed in his 73
was more sanguine in his 52
was more screwed up than 59
was more secular in its 47
was more settled in his 50
was more shocked by his 75
was more shocked by this 81
was more shocked to hear 97
was more shocked to see 62
was more similar to his 41
was more similar to that 2729
was more sincere in his 284
was more skilled at this 52
was more stringent in its 89
was more strongly to her 64
was more subdued in his 53
was more subdued in its 41
was more sullied by his 70
was more thorough in his 150
was more touched by that 41
was more touched by this 78
was more trouble to him 49
was more trusted by his 50
was more typical in his 48
was more typical of him 58
was more typical of his 208
was more typical of that 77
was more typical of this 76
was more uniform in its 58
was more unworthy of its 44
was more variable in its 46
was more visible on his 53
was more welcome to her 164
was more welcome to him 177
was more welcome to his 40
was more welcome to them 52
was most abusive of all 59
was most according to his 43
was most admired by his 132
was most adverse to them 50
was most affecting to hear 67
was most affecting to see 104
was most capable of being 61
was most capable of doing 68
was most careful in all 40
was most careful in his 199
was most careful of his 102
was most careful to say 54
was most careful to see 106
was most certain of all 81
was most comical to see 60
was most congenial to her 70
was most congenial to him 409
was most congenial to his 552
was most congenial to them 109
was most correct in his 43
was most decided in his 72
was most devoted in his 66
was most devoted to her 107
was most devoted to him 66
was most devoted to his 199
was most devoted to our 46
was most dreadful of all 55
was most evident in her 136
was most evident in his 710
was most evident in its 216
was most evident in new 45
was most evident in our 48
was most evident in this 92
was most evident in two 193
was most faithful in his 73
was most faithful to her 97
was most faithful to his 108
was most familiar to her 99
was most familiar to him 381
was most familiar to his 47
was most familiar to them 283
was most gracious in her 83
was most gracious in his 151
was most gracious of you 92
was most gracious to her 70
was most gracious to him 88
was most grieved to hear 43
was most grieved to see 56
was most guarded in his 50
