vain boast to have said 62
very nearly the same meaning 229
very nearly the same over 99
very nearly the same part 50
very nearly the same plan 54
very nearly the same range 90
very nearly the same rank 86
very nearly the same rate 638
very nearly the same ratio 190
very nearly the same site 47
very nearly the same size 2445
very nearly the same sort 114
very nearly the same spot 165
very nearly the same time 1857
very nearly the same type 47
very nearly the same view 58
very nearly the same wave 182
very nearly the same when 116
very nearly the same width 68
very nearly the same word 40
very nearly the time when 53
very necks of those whom 47
very night he went down 127
very night of their birth 43
very notion of free will 47
very often by just taking 68
very often in these days 88
very often in those days 182
very often in your life 46
very often of late years 53
very often or very much 73
very often or very well 78
very often the case also 56
very often the case among 49
very often the case upon 89
very often the case when 318
very often the great boys 89
very often the only means 76
very often the same name 55
very often the same ones 55
very often the sure means 49
very often to break away 102
very often to have been 188
very often to have cast 91
very people we were trying 81
very period of life most 43
very period of life when 186
very place in hyde park 82
very place to have gone 75
very pleasing to look upon 135
very point in time when 215
very point of time when 336
very point of view from 79
very point we have been 69
very pores of their skin 62
very pores of your skin 51
very prime of their youth 45
very prime of your life 185
very prone to fall into 67
very prone to give rise 76
very proud at having been 53
very proud of having been 623
very proud of having done 79
very proud of having made 105
very proud of having seen 54
very proud of having such 145
very proud of their city 233
very proud of their fears 56
very proud of their fine 58
very proud of their great 47
very proud of their hair 100
very proud of their high 105
very proud of their home 133
very proud of their name 43
very proud of their past 147
very proud of their race 83
very proud of their sons 44
very proud of their town 55
very proud of their work 768
very proud of their young 59
very proud of your work 130
very proud to have been 1437
very proud to have done 44
very proud to have made 97
very proud to have such 330
very quick on their feet 124
very quick on your feet 58
very quick or very slow 61
very quiet in those days 82
very quiet to pour forth 86
very rapid or very slow 409
very rapid to very slow 42
very reason we have been 45
very reason we have seen 66
very right or very wrong 215
very roots of their hair 253
very roots of your hair 47
very rough in their hair 61
very ruins by taking away 58
very short in those days 44
very short of flying will 46
very short of ready cash 43
very short of their ideas 115
very short or very tall 330
very short to very tall 135
very sight of whom made 112
very sight of your face 67
very sight of your hand 42
very small in those days 270
very small or even zero 563
very small or very great 290
very small or very high 58
very small the very great 105
very small to very great 57
very smart or very dumb 43
very smart to know what 113
very sober or very calm 45
very soles of their feet 42
very soles of your feet 51
very sorry he ever left 255
very sorry if there were 112
very sorry or very glad 66
very sorry to come away 120
very sorry to find from 90
very sorry to find there 222
very sorry to find your 74
very sorry to have been 1022
very sorry to have come 62
very sorry to have done 143
very sorry to have heard 53
very sorry to have hurt 125
very sorry to have kept 383
very sorry to have left 141
very sorry to have lost 208
very sorry to have made 204
very sorry to have nothing 40
very sorry to have seen 103
very sorry to have such 55
very sorry to have your 46
very sorry to learn from 464
very sorry to leave rome 116
very sorry to leave such 54
very sorry to leave your 57
very sorry to lose poor 120
very sorry to lose such 77
very sorry to lose their 42
very sorry to lose three 337
very sorry to lose your 137
very sorry to miss seeing 131
very sorry to miss your 161
very sorry to part from 386
very sorry to take leave 134
very sorry we have lost 44
very sound of your name 90
very sparing of wine when 43
very state to call forth 50
very steady in your faith 51
very steady on their feet 58
very steep or very flat 46
very still in your play 59
very strong in some areas 103
very strong in their faith 69
very strong in those days 221
very strong my health having 41
very strong of their arms 40
very strong or very wise 67
very sweet to look into 367
very sweet to look upon 65
very tight in those days 40
very title of their book 71
very tough in those days 44
very uneasy to know what 48
very uneasy to your poor 76
very unfit to come into 58
very usual in those ages 65
very usual in those days 59
very walls of their city 56
very walls of their sick 43
very wealthy or very poor 96
very white in their deep 58
very willing to break rank 40
very willing to come back 45
very willing to come into 57
very willing to give their 72
very willing to have help 67
very willing to have more 198
very willing to have their 100
very willing to learn from 86
very willing to lend their 45
very willing to make peace 42
very willing to make such 41
very willing to sell their 64
very willing to take part 67
very willing to work hard 96
very words of holy writ 219
very words of poor dick 60
very words we have just 57
vest aside my soul into 184
veto seems to have been 62
vice seems to have been 115
view about the good life 79
view about the same time 55
view appear to have been 114
view began to take hold 118
view could be seen from 43
view fails to take into 956
view moore as having been 46
view ought to have been 162
view seems to have been 5988
view seems to have come 42
view seems to have some 107
view seems to rest upon 87
view seems to stem from 61
view showing the edge view 65
view showing the true length 284
view showing the true size 209
view shows the true length 135
view shows the true size 110
view stems in part from 86
view taken by these great 53
view which is also held 191
view which is free from 40
view which is much more 140
view which is seen from 56
view which is very much 42
view which we cast upon 49
view which we have been 754
view which we have here 371
view which we have just 419
view which we have seen 283
view which we must take 134
view would be bringing back 121
view would be even more 97
view would be like from 41
view would be much more 168
vile image of their grim 57
vine began to give forth 41
vine leaves in their hair 309
vine leaves in your hair 100
vine seems to have been 44
void which he left here 49
vote might be worth having 42
vote ought to have been 208
vote seems to have been 804
vote under the unit rule 64
vote would be worth more 56
voting seems to have been 107
voting stock of such other 46
voting trust or other voting 95
voting under the unit rule 83
vowing never to come back 132
vowing never to rise till 163
vows which my lips have 143
