hack street 86 hack little 40
have recent 227 have common 49
have places 121 have better 935
have closer 143 have demand 117
have greater 507 have africa 146
have dakota 47 have battle 43
have revolt 89 have cities 65
have fields 192 have periods 64
have places 276 have states 129
have already 92 have caused 123
have formed 46 have misled 43
have before 107 have charge 72
have degree 12940 have demand 79
have earlier 90 have fashion 54
have former 82 have houses 90
have little 71 have manner 652
have measure 5827 have places 516
have points 121 have pretty 261
have remote 75 have senses 55
have serious 54 have slight 83
have special 59 have states 42
have strange 106 have africa 723
have common 44 have demand 183
have places 137 have terror 52
have charge 71 have choice 68
have earlier 41 have effect 69
have employ 217 have family 121
have graves 582 have heyday 121
have houses 89 have middle 47
have native 149 have nature 97
have origin 238 have places 308
have proper 107 have second 56
have younger 62 have before 62
have latter 320 have places 129
have regions 104 have states 115
have waters 67 have earlier 49
have places 145 have regions 76
have waters 54 have places 44
have almost 49 have before 166
have unless 166 have without 173
have common 91 have remote 52
have serious 205 have street 53
have neither 45 have africa 88
have adults 40 have career 46
have coffin 86 have employ 183
have family 254 have office 92
have pocket 45 have school 40
have friend 683 have reward 71
have friend 56 have genius 55
have friend 118 have chance 98
have choice 52 have source 65
have earnest 75 have chance 60
have friend 118 have thought 49
have models 86 have friend 46
have brother 53 have without 179
have thought 51 have actions 71
have amount 76 have changes 239
have effort 61 have friend 74
have matter 384 have plague 65
have shakes 110 have wonder 117
have feelings 66 have matter 102
have ground 132 have absurd 44
have active 265 have anxious 132
have bloody 63 have common 70
have deeply 41 have guilty 132
have likely 54 have marked 157
have obvious 57 have pleased 95
have serious 70 have severe 204
have signal 91 have striking 145
have useful 67 have zealous 81
have absurd 46 have amazed 118
have changes 46 have common 81
have direct 40 have fighting 122
have greatly 41 have humble 48
have immune 88 have likely 272
have obvious 51 have pleased 50
have public 43 have recent 65
have serious 286 have severe 123
have shooting 50 have striking 86
have thirsty 54 have useful 56
have yonder 79 have changes 108
have choice 129 have course 74
have motive 147 have person 54
have result 106 have serious 41
have harbor 87 have changes 101
have initial 64 have marked 83
have person 68 have called 53
have marked 108 have serious 120
have origin 52 have origin 89
have greater 1244 have effect 41
have family 173 have repute 64
have effect 56 have extent 547
have height 127 have import 95
have moment 233 have mutual 43
have profit 114 have public 125
have strength 312 have weight 125
have status 169 have greatly 82
have origin 46 have extent 50
have moment 75 have direct 62
have moment 41 have recent 253
have serious 56 have weight 58
have earlier 215 have effect 42
have greater 2712 have higher 172
have larger 126 have moment 56
have weight 43 have effect 58
have effect 122 have extent 70
have further 61 have little 469
have moment 48 have slight 191
have standing 380 have weight 110
have little 75 have nature 132
have signal 54 have number 175
have opinion 62 have extent 150
have humble 71 have little 1945
have modest 50 have recent 240
have remote 88 have serious 41
have slight 114 have varied 61
have extent 78 have opinion 489
have ground 182 have rations 150
have ground 53 have points 52
have firmer 67 have ground 155
have desert 86 have points 44
have parole 45 have return 52
have street 50 have spoken 41
have become 132 have likely 43
have should 81 have become 106
have treated 81 have building 260
have fighting 326 have lately 837
have studying 128 have watching 96
have stupid 53 have without 41
have formed 115 have taught 54
have before 63 have without 111
have before 49 have without 42
have except 62 have without 97
have worked 56 have before 284
have asleep 108 have changes 1515
have crises 50 have delays 68
have direct 44 have errors 53
have little 191 have losses 51
have places 141 have recent 97
have rumors 106 have strange 57
have theories 78 have tribes 77
have abroad 59 have absent 51
have abused 488 have afraid 304
have amazed 61 have amused 365
have before 42 have belied 45
have better 8617 have blamed 45
have called 50 have changed 165
have cheaper 58 have clearer 109
have closer 46 have elated 57
have engaged 2642 have faster 40
have further 96 have greater 543
have harder 574 have higher 395
have hunted 168 have kinder 342
have larger 95 have lauded 52
have misled 42 have needed 42
have pleased 1380 have poorer 73
have quoted 72 have raised 84
have relied 84 have richer 77
have shaken 92 have sought 104
have spoken 54 have struck 1139
have talked 628 have taught 42
have valued 42 have wasted 149
have without 62 have twenty 45
have former 84 have before 54
have absurd 44 have anxious 131
have bitter 457 have common 45
have earnest 49 have little 42
have lonely 42 have obliging 54
have serious 61 have unwell 143
have useful 46 have wicked 94
have amused 40 have chosen 91
have fitted 191 have learned 201
have placed 69 have pleased 1280
have proved 95 have served 174
have spoken 49 have stated 194
have suited 241 have summed 40
have taught 110 have thought 117
have traced 86 have treated 259
have versed 127 have worked 117
have powder 43 have advice 81
have answer 161 have athlete 99
have chance 163 have choice 956
have course 785 have english 94
have fellow 95 have fitted 159
have friend 575 have judges 123
have manner 138 have measure 57
have moment 112 have person 262
have player 195 have policy 651
have profit 59 have remedy 149
have result 44 have source 152
have speaker 133 have speech 89
have suited 58 have system 66
have teacher 49 have training 91
have writer 133 have absent 109
have almost 65 have already 67
have always 67 have amongst 78
have anyway 101 have appears 42
have around 61 have before 3903
have earlier 1073 have except 133
have farther 57 have through 132
have twenty 199 have unless 333
have whether 106 have without 2951
have winner 51 have stages 44
have genius 164 have market 123
have person 58 have amount 58
have extent 136 have genius 58
have actors 67 have agents 71
have annual 104 have artist 79
have defect 44 have design 74
have engines 263 have leaders 63
have master 207 have motive 51
have object 463 have secret 42
have source 227 have teacher 41
have degree 64 have lights 40
have points 136 have priest 339
have school 54 have spirit 332
have market 61 have choice 142
have moment 80 have person 194
have measure 112 have reward 168
have amongst 55 have anyone 49
have battle 269 have before 41
have chance 224 have couple 43
have effort 179 have english 154
have formal 59 have friend 42
have jewish 42 have letter 286
have member 145 have moment 122
have native 46 have object 221
have person 5548 have public 123
have refuge 232 have resort 191
have result 41 have serious 82
have speaker 40 have thought 387
have twenty 75 have summer 44
have agents 56 have causes 130
have export 47 have factor 87
have feature 93 have figure 153
have lights 47 have member 59
have motive 126 have object 117
have source 69 have spirit 553
have traits 59 have active 77
have chance 72 have common 43
have costly 60 have degree 60
have likely 1124 have pressing 56
have anxious 50 have fearful 234
have likely 87 have actors 207
have agency 67 have agents 416
have artery 61 have authors 59
have avenue 49 have building 64
have causes 930 have center 57
have changes 166 have course 46
have design 42 have driver 68
have factor 1225 have feature 269
have forces 207 have ground 206
have issues 141 have losers 107
have medium 41 have methods 120
have motive 653 have movers 43
have object 852 have person 43
have pillar 201 have points 156
have policy 54 have reasons 810
have result 57 have source 3376
have staple 111 have street 228
have target 462 have topics 85
have trends 89 have through 175
have effect 51 have result 121
have shadow 75 have active 207
have anxious 590 have bitter 55
have common 1034 have copious 64
have curious 54 have deeply 60
have direct 64 have earnest 74
have gifted 52 have highly 95
have likely 463 have marked 103
have minute 573 have modern 123
have normal 49 have obvious 212
have pleased 54 have potent 104
have prolix 89 have proper 151
have readily 274 have recent 147
have remote 63 have serious 170
have severe 65 have striking 117
have struck 76 have urgent 54
have violent 47 have widely 64
have abject 248 have absurd 113
have abused 153 have active 4618
have amiable 110 have anxious 191
have appealing 125 have ardent 527
have astute 75 have bitter 284
have bloody 116 have brutal 114
have casual 55 have charming 147
have clearly 131 have cogent 102
have common 6244 have cordial 51
have costly 329 have crucial 433
have curious 99 have damaging 240
have dazzling 46 have deeply 265
have devout 57 have direct 590
have dismal 41 have earnest 188
have eastern 48 have enduring 255
have exciting 913 have expert 76
have exulting 87 have famous 1226
have fearful 74 have formal 52
have gentle 44 have gifted 209
have guilty 104 have heavily 681
have heroic 89 have hideous 53
have highly 1437 have honest 271
have humane 112 have humble 61
have imposing 217 have ingenious 87
have insane 52 have joyful 109
have joyous 86 have lavish 88
have learned 1020 have likely 2717
have lovely 81 have marked 384
have mobile 102 have modern 102
have modest 84 have normal 56
have obliging 47 have obvious 1307
have pleased 118 have polite 167
have poorly 49 have potent 1127
have pressing 239 have prized 59
have proper 270 have public 160
have readily 172 have recent 725
have remote 60 have revealing 162
have richly 65 have robust 84
have sacred 196 have savage 123
have secret 44 have secure 82
have serious 1422 have severe 757
have shocking 97 have signal 102
have silent 64 have simple 108
have singular 62 have solemn 114
have sought 438 have stable 356
have striking 611 have stupid 75
have subtle 73 have superb 77
have sweeping 115 have talked 97
have tender 114 have thickly 103
have thrilling 120 have touching 93
have tragic 147 have unique 68
have unjust 68 have urgent 101
have useful 1626 have valiant 132
have valued 133 have vicious 150
have violent 647 have wicked 179
have widely 4949 have zealous 437
have causes 43 have forces 89
have spirit 841 have greater 47
have person 44 have summer 58
have target 61 have victim 147
have active 127 have answer 135
have artist 109 have authors 45
have avenue 40 have bishop 85
have bright 50 have building 183
have causes 130 have chance 141
have choice 279 have church 143
have colony 75 have common 50
have course 209 have critic 60
have direct 109 have editor 42
have english 445 have factor 662
have family 136 have female 292
have forces 65 have formal 61
have french 81 have friend 104
have german 75 have ground 145
have groups 48 have honest 78
have italian 80 have jewish 93
have matter 47 have measure 58
have medium 121 have member 1015
have methods 102 have moment 59
have motive 727 have native 116
have object 211 have person 9633
have places 147 have player 76
have policy 69 have portion 76
have proper 95 have public 242
have reasons 157 have record 45
have remedy 123 have result 155
have return 63 have reward 53
have school 136 have secure 43
have serious 264 have source 980
have speaker 48 have system 73
have target 65 have teacher 49
have version 48 have victim 162
have weapons 49 have writer 219
have causes 51 have faults 49
have person 81 have played 120
have periods 248 have fellow 58
have office 46 have played 84
have causes 90 have before 54
have feelings 67 have motive 71
have passion 114 have spirit 108
have absent 137 have across 70
have amount 176 have animal 91
have anyway 144 have artist 51
have before 122 have building 79
have degree 92 have disease 90
have except 160 have family 46
have fellow 110 have height 140
have little 64 have myself 43
have number 211 have object 46
have person 4042 have result 122
have through 242 have vessel 51
have whether 895 have whoever 41
have william 96 have without 3153
have result 62 have causes 65
have design 45 have factor 223
have ground 68 have motive 268
have object 451 have origin 41
have result 50 have source 481
have tenant 57 have edition 52
have member 47 have person 58
have volume 42 have square 47
have answer 54 have causes 121
have church 117 have ground 62
have intent 106 have motive 205
have nature 180 have object 55
have origin 227 have policy 139
have secret 64 have source 183
have behind 58 have brother 174
have sister 96 have center 68
have emblem 48 have flower 51
have genius 56 have ground 112
have height 119 have latest 44
have moment 111 have nature 41
have person 153 have source 76
have spirit 154 have summit 46
have wisest 43 have before 105
have whence 53 have indies 49
have itself 47 have course 60
have answer 64 have choice 172
have person 57 have through 205
have access 54 have effect 85
have greater 43 have become 67
have beheld 138 have bought 50
have broken 86 have called 134
have caused 50 have changed 65
have created 90 have denied 75
have driven 65 have fallen 100
have forced 65 have fought 59
have gained 85 have gotten 121
have hunted 42 have killed 123
have looked 42 have missed 191
have passed 168 have placed 190
have proved 52 have raised 96
have reached 68 have ridden 99
have risked 77 have seized 49
have someone 94 have sought 84
have stated 50 have stayed 110
have thought 61 have treated 72
have turned 162 have waited 186
have walked 74 have worked 61
have school 274 have through 45
have mostly 71 have myself 78
have readers 47 have meetings 49
have places 394 have nations 47
have places 48 have guilty 75
have france 80 have degree 3310
have extent 11460 have africa 179
have places 51 have credit 44
have fellow 46 have mutual 47
have reform 52 have places 195
have places 78 have around 42
have little 121 have extent 43
have through 69 have office 43
have before 155 have before 101
have before 81 have bodies 62
have pocket 130 have ashore 47
have prison 507 have native 133
have amidst 88 have earlier 41
have relief 69 have partly 53
have greater 46 have abroad 92
have various 117 have without 54
have without 62 have recent 41
have measure 81 have places 86
have useful 92 have closer 59
have circle 146 have without 85
have modern 117 have deeply 73
have through 107 have something 57
have toward 51 have myself 45
have something 68 have flower 118
have myself 202 have through 53
have almost 104 have doubts 55
have greater 89 have little 82
have serious 56 have special 107
have through 83 have indians 128
have almost 47 have already 46
have another 49 have better 574
have christ 545 have enough 40
have fairly 86 have lately 67
have myself 319 have pretty 71
have something 777 have through 1298
have whether 69 have something 131
have through 85 have through 41
have without 138 have sunday 84
have amongst 104 have without 44
have amends 148 have myself 40
have myself 40 have through 40
have without 183 have anyway 41
have before 195 have except 67
have sooner 63 have through 132
have without 687 have almost 200
have heavily 1033 have advice 41
have refuge 158 have almost 169
have normal 49 have trivial 56
have common 50 have degree 50
have extent 97 have secret 52
have africa 278 have charge 519
have refuge 551 have second 44
have houses 74 have notice 452
have relief 40 have rescue 280
have senses 1112 have meetings 48
have places 59 have shores 498
have better 93 have myself 142
have little 235 have notice 356
have office 158 have rescue 223
have senses 1374 have behind 141
have london 73 have mexico 74
have without 98 have twenty 296
have enough 73 have amount 89
have detail 93 have detail 134
have detail 761 have detail 80
have kindly 46 have extent 135
have misery 76 have africa 42
have tracks 41 have attack 41
have disease 298 have causes 391
have disease 97 have disease 175
have wounds 544 have killed 825
have maimed 50 have become 149
have behind 211 have better 324
have before 60 have earlier 50
have before 188 have credit 95
have damage 337 have fighting 51
have injury 40 have myself 106
have without 198 have myself 107
have without 513 have without 64
have something 171 have calmer 137
have person 58 have reality 86
have before 66 have school 277
have fashion 55 have without 45
have manner 78 have places 140
have recent 177 have special 43
have cities 45 have fields 121
have places 343 have regions 52
have places 64 have africa 167
have bodies 114 have former 59
have native 70 have places 115
have writings 41 have latter 47
have career 62 have letter 95
have better 114 have without 78
have wisely 189 have better 1423
have earlier 272 have faster 42
have sooner 136 have already 55
have before 137 have enough 232
have before 161 have earlier 46
have already 41 have injury 87
have enough 68 have injury 99
have injury 76 have signal 60
have before 42 have toward 74
have without 45 have toward 49
have utmost 68 have without 83
have anyway 82 have except 77
have damage 74 have except 50
have damage 54 have damage 48
have before 66 have therein 58
have behalf 93 have behalf 67
have failed 198 have undone 2322
have before 43 have something 692
have before 79 have earlier 47
have without 306 have choice 66
have stunts 45 have clearly 48
have likely 43 have already 754
have better 2658 have damage 850
have earlier 394 have indeed 43
have injury 189 have sooner 121
have through 48 have toward 324
have without 98 have already 55
have rarely 69 have through 132
have little 132 have before 61
have enough 131 have without 592
have before 120 have without 78
have without 40 have injury 40
have before 152 have damage 210
have recent 42 have serious 57
have toward 53 have fellow 50
have amount 177 have before 805
have myself 1108 have through 65
have without 266 have before 46
have before 132 have better 810
have without 204 have filled 76
have amends 108 have someone 59
have extent 233 have bodies 58
have fellow 174 have brother 56
have family 54 have damage 95
have injury 70 have damage 60
have injury 62 have injury 73
have injury 44 have little 50
have decade 492 have twelve 61
have twenty 264 have decade 492
have twelve 47 have twenty 184
have winter 54 have become 48
have extent 44 have grapes 76
have turkey 48 have remote 122
have wishes 59 have bigger 66
have object 54 have breasts 40
have fellow 46 have future 197
have leaders 279 have mission 93
have doctor 81 have fellow 129
have friend 46 have future 181
have school 85 have strength 68
have greater 175 have desire 72
have degree 447 have measure 74
have former 45 have events 104
have deeply 59 have keenly 135
have deeply 57 have keenly 75
have quirks 97 have better 404
have sorrow 105 have effect 47
have impact 197 have measure 40
have weight 171 have spirit 121
have keenly 41 have anxious 50
have before 88 have degree 53
have desire 135 have emotion 90
have myself 90 have toward 111
have keenly 48 have extent 83
have camera 57 have drinks 159
have driven 98 have killed 41
have around 44 have tables 55
have drinks 59 have inches 45
have joints 54 have layers 58
have levels 41 have million 47
have petals 60 have slaves 50
have digits 41 have servings 55
have spirit 85 have remote 57
have source 110 have outset 691
have through 679 have through 52
have detail 63 have without 60
have strength 127 have without 65
have slowly 76 have better 49
have farther 67 have further 102
have slowly 90 have enough 192
have better 53 have farther 97
have further 422 have circle 93
have waters 47 have stones 61
have greater 116 have effort 187
have school 1327 have abroad 100
have places 76 have greater 60
have africa 58 have cities 53
have fields 50 have places 263
have states 95 have effort 95
have extent 76 have little 85
have africa 320 have another 61
have places 49 have cabins 57
have fathers 47 have graves 1394
have houses 72 have places 44
have relief 43 have rescue 67
have reward 1452 have places 84
have places 63 have street 48
have already 40 have before 44
have without 97 have office 47
have reward 53 have faster 80
have faster 109 have little 46
have houses 95 have bodies 779
have chests 131 have before 669
have closet 95 have bodies 51
have before 45 have before 246
have goodly 62 have something 49
have manner 101 have another 78
have someone 203 have spoken 44
have before 102 have abroad 40
have before 323 have myself 43
have spoken 70 have before 128
have already 65 have before 88
have called 43 have already 45
have mystic 138 have curious 42
have curious 102 have places 67
have wagers 73 have doctor 42
have serious 55 have places 59
have papers 40 have places 75
have brother 82 have family 49
have friend 46 have morals 66
have renown 54 have return 42
have sister 120 have tricks 46
have wisdom 48 have before 119
have something 452 have before 44
have horror 54 have rumors 51
have strange 44 have already 90
have lately 970 have praise 47
have spoken 61 have treason 73
have judges 61 have spirit 41
have before 118 have remark 66
have before 40 have shocking 75
have before 1093 have already 95
have before 66 have person 104
have opinion 198 have phrase 64
have remark 172 have report 55
have rumors 59 have sounds 61
have speech 51 have before 104
have before 81 have before 288
have passed 55 have esteem 186
have regard 61 have belief 49
have ground 42 have office 88
have belief 112 have course 75
have office 185 have opinion 771
have better 157 have merely 43
have another 52 have charming 49
have spirit 204 have kernel 54
have person 59 have faults 50
have options 42 have reasons 45
have rights 165 have access 56
have chance 499 have effect 236
have energy 49 have impact 301
have reality 78 have talent 60
have weight 120 have stayed 46
have energy 72 have little 80
have amount 101 have chance 41
have degree 41 have effect 574
have feelings 76 have number 104
have opinion 98 have passion 98
have result 105 have rights 111
have closer 43 have becoming 229
have secret 42 have agreeing 132
have becoming 68 have marrying 51
have replying 101 have sooner 75
have closed 76 have through 43
have afloat 54 have credit 51
have church 531 have stress 46
have without 63 have before 41
have snares 51 have stress 1470
have before 149 have stress 63
have before 69 have charge 140
have charge 43 have graves 56
have cicero 51 have awhile 175
have freely 157 have noxious 58
have legacy 58 have writings 148
have pocket 48 have whether 41
have record 190 have little 75
have friend 40 have behind 44
have behind 156 have record 188
have traces 73 have record 49
have forced 48 have traces 128
have behind 116 have behind 70
have marrow 136 have before 91
have behind 111 have without 88
have ground 71 have school 58
have enduring 97 have undone 2469
have behind 314 have before 73
have without 184 have without 60
have behind 44 have cities 71
have brains 53 have record 141
have curious 103 have little 141
have enough 58 have should 103
have writer 69 have twenty 106
have measure 67 have degree 63
have friend 927 have opinion 55
have chance 76 have shilling 99
have brother 62 have friend 219
have already 140 have energy 80
have ground 126 have strength 63
have through 46 have weight 365
have friend 355 have opinion 145
have traces 53 have amiable 56
have friend 72 have person 65
have amount 88 have number 61
have spirit 89 have nature 129
have extent 171 have evenings 42
have reasons 55 have options 50
have before 157 have better 302
have bigger 107 have greater 907
have larger 55 have visits 63
have effort 61 have headway 75
have impact 54 have twenty 95
have degree 47 have behalf 64
have methods 46 have authors 62
have behalf 46 have career 66
have charming 220 have letter 151
have little 49 have greater 141
have without 60 have already 86
have before 107 have beyond 207
have earlier 121 have enough 414
have through 61 have whether 85
have better 161 have clearer 167
have harder 472 have without 46
have without 88 have treason 44
have before 41 have safely 81
have without 56 have something 160
have likely 272 have serious 66
have useful 46 have through 91
have better 58 have appealing 50
have common 48 have costly 77
have likely 661 have obvious 197
have prized 41 have readily 40
have secure 40 have urgent 68
have useful 105 have better 514
have bigger 41 have clearer 215
have harder 810 have larger 97
have almost 47 have likely 139
have career 55 have choice 45
have common 45 have custom 64
have mission 363 have object 130
have policy 146 have rallying 104
have special 399 have anxious 58
have costly 52 have likely 49
have almost 58 have better 1546
have guilty 134 have myself 48
have through 82 have myself 194
have something 49 have anxious 43
have faster 129 have better 168
have anxious 112 have curious 52
have humble 41 have debtor 168
have friend 145 have effort 92
have bitter 47 have better 138
have harder 42 have richer 103
have judges 76 have purely 49
have effort 177 have figure 83
have impact 46 have toward 44
have answer 40 have changes 54
have choice 91 have figure 63
have choice 51 have effort 66
have advice 49 have horrid 50
have island 48 have behalf 149
have behalf 50 have changes 155
have errors 96 have leagues 48
have useful 49 have better 116
have effort 86 have headway 63
have outcry 66 have little 111
have choice 418 have effort 52
have public 52 have record 67
have speech 125 have better 162
have famous 91 have depend 60
have without 63 have circle 52
have changes 52 have english 140
have decade 41 have effort 48
have effort 68 have headway 50
have impact 45 have mention 108
have without 46 have object 57
have costly 61 have coward 57
have earnest 58 have headway 143
have impact 182 have marked 70
have minute 104 have recent 126
have searching 109 have serious 133
have solemn 66 have striking 81
have sweeping 55 have famous 50
have choice 78 have person 82
have fellow 45 have little 97
have poorer 52 have richer 170
have amount 52 have answer 300
have changes 53 have charge 92
have choice 2907 have claims 96
have demand 79 have effort 103
have errors 81 have excuse 47
have findings 50 have impact 113
have number 86 have points 139
have profit 44 have remark 1127
have report 55 have speech 146
have voyage 57 have famous 63
have across 87 have before 229
have without 183 have stones 56
have stroke 226 have become 85
have choice 1788 have system 47
have excuse 83 have better 85
have traits 44 have thrilling 53
have notice 118 have greater 196
have another 40 have something 58
have breasts 131 have coffee 41
have assets 41 have income 40
have little 41 have plates 85
have access 147 have agreed 654
have always 105 have become 768
have broken 383 have caught 56
have chance 66 have changed 171
have clearly 442 have closed 40
have common 130 have copied 49
have detail 46 have direct 483
have effect 608 have energy 116
have failed 718 have fallen 331
have filled 120 have forced 139
have formal 94 have impact 163
have income 42 have joined 46
have learned 148 have marked 305
have merged 68 have normal 149
have obvious 90 have openly 108
have passed 374 have powers 41
have quartz 62 have random 42
have reached 508 have serious 356
have severe 195 have shared 127
have solved 155 have special 88
have stable 137 have stayed 99
have strength 74 have strict 44
have turned 54 have warred 96
have weight 345 have worked 116
have through 112 have through 67
have assets 135 have energy 300
have weight 201 have clothes 100
have estate 61 have chance 43
have amount 42 have aspect 60
have degree 93 have duties 92
have effect 10359 have feelings 109
have flavor 120 have habits 369
have impact 233 have nature 54
have opinion 121 have origin 113
have powers 109 have reaction 100
have reasons 54 have result 231
have rights 65 have spirit 45
have standing 87 have status 394
have tastes 96 have values 107
have weight 45 have through 302
have before 1873 have behind 119
have through 76 have through 48
have modern 112 have credit 106
have before 78 have special 137
have system 51 have mighty 40
have latter 42 have advice 128
have skills 58 have strength 64
have closer 53 have brother 68
have friend 48 have rabbit 199
have faults 66 have feelings 122
have little 77 have options 61
have powers 71 have reasons 54
have rights 59 have traits 68
have powers 45 have barley 171
have damned 316 have feints 51
have tricks 133 have little 170
have become 69 have played 42
have except 43 have charge 66
have nature 223 have purses 44
have houses 107 have memory 109
have pocket 45 have little 819
have guilty 921 have except 91
have thereby 44 have anyone 87
have except 101 have behind 169
have behind 208 have anyway 83
have except 822 have through 69
have except 251 have except 99
have except 67 have credit 50
have except 44 have before 64
have reality 53 have become 71
have energy 315 have weight 114
have choice 296 have casual 154
have fleeting 108 have modest 83
have recent 44 have remote 173
have trivial 51 have number 135
have rights 59 have through 260
have orders 69 have abroad 161
have across 185 have around 5407
have beyond 196 have farther 59
have inside 130 have through 379
have choice 67 have orders 153
have before 54 have through 421
have safety 51 have myself 80
have extent 45 have across 92
have notice 78 have myself 41
have before 43 have myself 44
have around 73 have across 67
have through 452 have before 43
have couple 61 have decade 748
have twenty 135 have couple 55
have decade 470 have twenty 162
have estate 48 have become 1398
have created 72 have gained 41
have helped 213 have learned 47
have played 123 have proved 65
have served 59 have shared 54
have sought 70 have tended 66
have worked 97 have higher 97
have twenty 50 have behalf 59
have agreed 51 have regard 187
have amount 340 have dollar 44
have amount 190 have homage 178
have failings 105 have origin 44
have unless 46 have fellow 62
have infant 203 have memory 109
have garden 66 have without 51
have changes 53 have around 695
have freely 59 have without 87
have around 736 have around 71
have already 56 have before 242
have myself 62 have moment 42
have places 99 have places 281
have report 60 have letter 1046
have speech 52 have enough 84
have before 456 have clearly 147
have simply 99 have better 47
have before 45 have serious 80
have points 125 have before 137
have something 1741 have unsaid 145
have pretty 61 have severe 44
have clearly 82 have already 299
have before 49 have without 57
have before 48 have before 94
have myself 159 have betray 79
have rulers 40 have friend 72
have pretty 87 have greater 209
have debate 46 have twenty 156
have points 85 have places 60
have meetings 82 have detail 68
have manner 67 have places 280
have detail 49 have recent 81
have africa 75 have cities 109
have fields 49 have places 410
have already 134 have detail 511
have measure 40 have modern 71
have places 244 have africa 286
have houses 51 have changes 43
