yachts converted into 57
younger policeman said 96
younger population from 70
younger population have 43
younger population were 51
younger population will 157
younger president bush 174
younger prisoners were 181
younger relatives from 45
younger relatives were 172
younger reporters were 75
younger residents have 80
younger residents were 109
younger sculptors like 40
younger sediments from 60
younger sediments have 115
younger sediments were 225
younger specimens have 92
younger specimens there 47
younger specimens were 85
younger statesmen were 77
younger teenagers were 79
younger villagers have 48
younger villagers were 69
yowled miserably upon 101
