packed an extra pair of 67
person is acted upon by 62
person is asked what he 97
person is aware only of 62
person is based upon an 60
person is based upon the 106
person is bound over to 62
person is drawn into the 132
person is dreaming over the 44
person is either good or 140
person is either male or 172
person is found upon the 56
person is freed from the 243
person is getting ready to 60
person is given over to 62
person is given time to 55
person is happy when he 76
person is known only by 53
person is missing from the 42
person is never able to 100
person is never sure of 97
person is often able to 250
person is often said to 154
person is often seen as 291
person is often used to 76
person is really full of 93
person is really saying is 77
person is really trying to 184
person is sitting next to 52
person is still able to 398
person is still free to 49
person is still living at 45
person is still living in 41
person is still trying to 50
person is taken care of 92
person is taken from me 60
person is taken from the 130
person is taken into the 93
person is taken over by 56
person is thrown back on 54
person is thrown into the 101
person is walking along the 77
person is walking down the 65
person it would take to 59
person no longer able to 97
person of color from the 54
person of color living in 116
person of fifty years of 62
person of forty years of 44
person of jesus from the 117
person of lower rank in 49
person of lower rank is 46
person of lower rank to 77
person of mixed race in 49
person of noble birth or 40
person of sixty years of 47
person of small means to 70
person of sound mind in 85
person of sound mind is 140
person of sound mind to 61
person of taste must be 81
person of thirty years of 103
person on board able to 43
person on board during the 46
person on board having the 45
person on board whom the 75
person on board will be 132
person on either side of 674
person on whose body the 53
person on whose land it 134
person on whose land the 184
person on whose life an 81
person on whose life it 128
person on whose life the 567
person on whose mind the 49
person or event from the 75
person or group able to 45
person or group during the 49
person or group from the 136
person or group having the 45
person or group making the 291
person or group must be 187
person or group over the 49
person or group owning so 46
person or group trying to 72
person or group will be 265
person the ample robe of 120
person the first time he 55
person the large robe of 76
person to appear upon the 41
person to catch hold of 127
person to climb over the 77
person to enter into an 723
person to enter into or 159
person to enter into the 616
person to enter upon or 92
person to enter upon the 700
person to laugh when he 132
person to reign over us 93
person to repeat what he 94
person to score high on 40
person to share what he 48
person to stand upon it 46
person to stand upon the 41
person to state what he 44
person to watch over the 96
person to whose care he 357
person to whose care it 163
person to whose care the 286
person to whose land it 43
person to whose name it 74
person to whose name the 91
person to write down the 289
person to write such an 42
person we could think of 76
person we really want to 80
person we would like to 724
person we would want to 53
petals of which were so 50
petals on either side of 75
phases in which there is 152
phases of growth during the 47
phases of human life as 193
phases of human life in 164
phases of human life is 70
phases of human life to 48
phases of negro life in 101
phases of social life as 98
phases of social life in 180
phases of social life is 43
phases of social life the 62
phases of wound healing in 247
phases on either side of 428
phones on either side of 45
phrase he could think of 48
phrase he often used in 49
phrase he often used to 50
phrase in which duty is 72
phrase in which there is 142
phrase is drawn from the 116
phrase is first used in 77
phrase is found also in 113
phrase is found only in 111
phrase is missing from the 76
phrase is never used in 65
phrase is often heard in 53
phrase is often used as 268
phrase is often used by 147
phrase is often used in 616
phrase is often used to 736
phrase is still used by 75
phrase is still used in 89
phrase is taken from an 135
phrase is taken from the 1497
phrase of which will be 46
phrase or verse from the 44
phrase so often heard in 64
phrase so often used by 152
phrase so often used in 147
phrase to apply only to 42
phrase we touch upon the 65
picked an apple from the 157
picked it right back up 41
picked the fruit from the 80
picked the leaves from the 54
picked the paper from the 44
picked the phone back up 643
picked the right kind of 78
picked the right time to 294
picked the white doll as 58
picked the worst time to 64
picked up about half of 48
picked up again during the 348
picked up again from the 107
picked up again only in 48
picked up again when he 86
picked up again when the 224
picked up anything from the 71
picked up books from the 40
picked up eight seats in 47
picked up either from the 45
picked up every time he 75
picked up later when the 64
picked up right away on 133
picked up rocks from the 71
picked up speed along the 125
picked up speed down the 140
picked up speed during the 159
picked up speed from the 40
picked up speed over the 72
picked up speed when he 58
picked up speed when the 59
picked up stray bits of 86
picked up water from the 41
picked up while living in 53
picked up words from the 49
pieces he wrote during the 51
pieces in chess when we 72
pieces in every part of 50
pieces in which there is 139
pieces is taken from the 78
pieces of about half an 55
pieces of amber from the 51
pieces of amber sent by 49
pieces of bacon from the 44
pieces of black wood in 53
pieces of board from the 48
pieces of brick from the 43
pieces of candy from the 87
pieces of cedar among the 59
pieces of chalk from the 48
pieces of china from the 40
pieces of clothing from the 155
pieces of clothing into the 53
pieces of clothing such as 69
pieces of clothing worn by 57
pieces of coral from the 68
pieces of dough from the 45
pieces of dough into the 79
pieces of eight from the 167
pieces of every kind of 101
pieces of flesh from the 829
pieces of flesh into the 74
pieces of flint from the 49
pieces of fruit from the 123
pieces of fruit such as 43
pieces of glass from the 673
pieces of glass into the 189
pieces of glass must be 95
pieces of glass over the 54
pieces of glass tubing in 63
pieces of glass tubing of 119
pieces of glass tubing to 109
pieces of glass used in 55
pieces of grass from the 64
pieces of green wood on 55
pieces of leather from the 179
pieces of leaves from the 64
pieces of linen from the 58
pieces of masking tape at 83
pieces of masking tape on 150
pieces of masking tape or 46
pieces of masking tape so 108
pieces of masking tape to 329
pieces of metal from the 387
pieces of metal into the 213
pieces of metal must be 95
pieces of metal such as 140
pieces of metal used as 43
pieces of metal used in 128
pieces of metal used to 125
pieces of metal will be 57
pieces of money among the 44
pieces of money from the 112
pieces of money into the 200
pieces of money used to 47
pieces of music from the 142
pieces of music such as 68
pieces of music will be 48
pieces of orange peel to 46
pieces of paper along the 79
pieces of paper bearing the 241
pieces of paper fell to 49
pieces of paper from my 40
pieces of paper from the 840
pieces of paper having the 46
pieces of paper into the 694
pieces of paper must be 115
pieces of paper onto the 127
pieces of paper over the 261
pieces of paper side by 49
pieces of paper such as 97
pieces of paper tied to 102
pieces of paper upon the 62
pieces of paper used as 41
pieces of paper used in 72
pieces of paper used to 48
pieces of paper were in 91
pieces of paper were the 71
pieces of paper what the 66
pieces of paper will be 180
pieces of plate from an 40
pieces of plate from the 79
pieces of poetry from the 56
pieces of scrap wood to 46
pieces of shell from the 103
pieces of slate from the 112
pieces of stale bread in 45
pieces of steel from the 96
pieces of steel into the 42
pieces of stone from the 345
pieces of stone into the 104
pieces of stone laid in 59
pieces of straw from the 75
pieces of straw into the 44
pieces of sugar when the 40
pieces of toast from the 48
pieces of which were so 45
pieces of white cloth on 63
pieces of white cloth to 90
pieces of writing done by 45
pieces of writing done in 41
pieces of writing from the 115
pieces of writing such as 112
pieces on either side of 531
pieces or thrown into the 51
pieces to either side of 52
pierce the dense mass of 42
pierce the lower part of 53
pierce the medial wall of 60
pierce the tough hide of 62
pierce the upper part of 100
piercing at times into the 43
piercing the lower part of 87
piercing the right side of 51
piercing the upper part of 90
pigeons is often seen to 75
pillar of cloud during the 164
pillar of cloud from the 40
pillar of flame shot up 149
pillar of smoke from the 157
pillar of smoke into the 41
pillar of smoke over the 51
pillar of smoke rising up 81
pillar of smoke rose in 108
pillar of smoke rose up 44
pillar on either side of 95
pillow on either side of 277
piloting the ships into the 57
pinned on either side of 75
pinned to either side of 44
pistol on either side of 43
piston is acted upon by 213
pixels on either side of 299
placed an ample fund in 68
placed an index finger on 78
placed an index finger to 49
placed at about half the 44
placed at either side of 1322
placed at first upon the 46
placed at right angle to 228
placed at table next to 76
placed by dante among the 130
placed in boxes made of 42
placed in doubt when the 43
placed in either side of 75
placed in every home in 62
placed in every part of 296
placed in every room in 68
placed in every room of 140
placed in glass jars or 49
placed in holes made by 47
placed in holes made in 64
placed in moist sand or 77
placed in orbit during the 41
placed in orbit over the 87
placed in order from the 137
placed in order upon the 91
placed in pairs along the 61
placed in pairs upon the 54
placed in paper bags or 60
placed in piles along the 52
placed in plain view of 79
placed in power over the 47
placed in sandy soil in 178
placed in soaking pits to 41
placed in trust during the 52
placed in water when the 41
placed is drawn from the 48
placed it again among the 79
placed it first among the 75
placed it neatly over the 41
placed it right next to 81
placed it within reach of 247
placed my chief hope in 49
placed my hands flat on 48
placed my hands over my 226
placed my hands over the 90
placed my hands upon it 42
placed my hands upon the 102
placed my index finger on 62
placed my label from the 107
placed my right foot on 91
placed my right hand in 100
placed my right hand on 460
placed no limit upon the 220
placed no small part of 63
placed no value upon the 50
placed on board hulk or 72
placed on board ship at 67
placed on board ship in 78
placed on either hand of 45
placed on either side as 48
placed on either side at 124
placed on either side in 139
placed on either side of 22847
placed on either side or 42
placed on either side the 245
placed on either side to 224
placed on entry into the 48
placed on every part of 41
placed on finding ways to 66
placed on guard duty at 50
placed on guard over the 156
placed on human life by 121
placed on human life in 166
placed on human life is 61
placed on items such as 70
placed on poles along the 59
placed on right side of 70
placed or taken away the 40
placed the author among the 74
placed the blame upon the 374
placed the chief good in 126
placed the child back in 51
placed the child upon the 109
placed the cover back on 41
placed the cover over the 61
placed the crown upon my 62
placed the crown upon the 948
placed the diadem upon the 74
placed the final nail in 49
placed the first call to 49
placed the first dish on 72
placed the first finger of 43
placed the first pair of 64
placed the first part of 53
placed the first slip of 40
placed the frame back on 43
placed the glass back on 329
placed the glass down on 127
placed the heaven over the 43
placed the human race in 62
placed the index finger of 168
placed the issue high on 40
placed the knife back in 67
placed the light upon the 151
placed the lower part of 64
placed the major part of 75
placed the minion from the 63
placed the money back in 40
placed the money into the 44
placed the paper back in 53
placed the phone back in 688
placed the phone back on 794
placed the phone back to 54
placed the phone call to 65
placed the phone down on 96
placed the phone next to 48
placed the photo back in 54
placed the photo back on 87
placed the point over the 112
placed the right hand of 61
placed the right hand on 65
placed the sharp edge of 63
placed the small town of 40
placed the stone upon the 65
placed the total cost of 125
placed the upper part of 42
placed the whole body of 78
placed the whole length of 131
placed the writing upon it 45
placed to either side of 459
placed to watch over the 80
places an extra load on 275
places an order over the 109
places an order when the 60
places at either side of 247
places at which there is 331
places at which work is 47
places he could think of 101
places he never heard of 51
places he would have to 95
places he would like to 580
places in china open to 42
places in every part of 153
places in which food is 93
places in which many of 90
places in which most of 111
places in which some of 118
places in which there is 2923
places in which work is 100
places it apart from the 52
places it first among the 146
places it within reach of 245
places it would seem to 116
places no limit upon the 299
places no value upon the 41
places of entry into the 68
places of honor among the 93
places of honor next to 71
places of isaac will be 51
places of learning such as 50
places of meeting were the 58
places of which there is 40
places on either side of 4864
places on either side the 45
places on every side of 63
places or where there is 43
places the author among the 176
places the blame upon the 242
places the crown upon the 105
places the first line of 164
places the first part of 91
places the hands over the 44
places the human mind in 60
places the human mind on 60
places the human soul in 270
places the index finger of 319
places the index finger on 52
places the lower part of 195
places the major part of 100
places the mouse over the 82
places the reader into the 98
places the right foot on 139
places the right hand of 85
places the right hand on 278
places the roads were so 84
places the rocks were so 83
places the seven years of 40
places the total cost of 163
places the trees were so 61
places the ulnar edge of 42
places the upper part of 284
places the value into the 53
places the water came up 42
places the whole face of 48
places to allow steam to 163
places to either side of 49
places to visit along the 225
places to visit during the 123
places to visit such as 41
places to visit when the 41
places to which there is 143
places to while away an 101
places to while away the 117
places we might want to 47
places we shall have to 46
places we would have to 133
places we would like to 400
placid as doves upon the 46
plains of italy from the 62
plains of italy ready to 62
plains on either side of 1552
plaits on either side of 567
planes at right angle to 62
planes on either side of 645
planes on which there is 65
planet in order from the 288
planet is acted upon by 67
planet on which life is 62
planet on which there is 78
planks on either side of 239
planning in every part of 61
planning in rural areas of 50
planning in urban areas is 40
planning in which there is 94
planning is based upon the 212
planning is built into the 54
planning is often done by 61
planning is often seen as 77
planning is often used to 53
planning my first trip to 43
planning of nursing care is 48
planning the first step in 84
planning the nursing care of 127
planning to begin work on 54
planning to close down the 154
planning to cross over to 73
planning to drive back to 230
planning to drive down to 89
planning to drive into the 40
planning to drive over to 71
planning to enter into the 139
planning to spend more on 84
planning to spend most of 392
planning to spend part of 218
planning to spend time in 392
planning to start work on 170
planning to visit during the 68
planning to visit some of 57
planting of crops such as 122
planting of large areas of 149
planting of sugar cane in 142
planting of trees along the 942
planting of trees upon the 99
planting on either side of 196
planting the first crop of 52
planting the right kind of 68
plants as major cues in 54
plants be sweet unto us 46
plants in every part of 101
plants in large pots or 53
plants in rural areas of 40
plants in vases along the 75
plants in which some of 42
plants in which there is 421
plants is based upon the 56
plants is taken from the 94
plants of about four or 59
plants of indian corn at 47
plants on either side of 523
plasma in which there is 51
plasma or serum from the 102
plasma or serum must be 56
plateau on either side of 170
plateau on which most of 53
plates of which were of 55
plates on either side of 1395
played an amazing part in 71
played an equal part in 479
played an equal role in 357
played an overt role in 73
played by blowing into the 61
played by human beings in 261
played by women among the 68
played by women during the 228
played in breaking down the 46
played in error must be 134
played in every game of 68
played in every kind of 43
played in every part of 118
played in human life by 174
played in paris during the 62
played in putting down the 55
played in social life by 89
played my first game of 196
played my small part in 77
played no known role in 44
played no large part in 196
played no large role in 45
played no major part in 288
played no major role in 978
played no minor part in 130
played no minor role in 174
played no overt part in 77
played no overt role in 47
played no small part as 95
played no small part in 17584
played no small role as 88
played no small role in 3592
played no social part as 57
played no vital part in 92
played no vital role in 78
played on either side of 73
played on every part of 81
played on every string of 41
played on white fears of 59
played the basic role in 54
played the chief part in 2692
played the chief part on 47
played the chief role in 1025
played the comic role of 45
played the deadly game of 85
played the devil among the 40
played the final game of 64
played the first bars of 248
played the first game in 65
played the first game of 255
played the first half of 205
played the first line of 88
played the first move in 46
played the first nine in 64
played the first note of 55
played the first part in 258
played the first part of 324
played the first role in 81
played the front nine in 80
played the light along the 79
played the light over it 43
played the light over the 318
played the light upon the 53
played the major part in 2208
played the major role as 192
played the major role at 47
played the major role in 8569
played the major role of 100
played the minor part of 66
played the minor role of 135
played the noble part of 50
played the opening bars of 861
played the organ during the 72
played the prime role in 91
played the scene over in 72
played the small part of 341
played the small role of 155
played the snare drum in 50
played the social role of 42
played the title part in 93
played the title role as 97
played the title role at 70
played the title role in 4139
played the title role of 759
played the title role on 159
played the torch over the 63
played the trump card of 113
played the usual game of 95
played the vital part in 62
played the vital role in 221
played the vital role of 226
played the whole game of 76
played the worst game of 76
played to every soul of 52
played to while away the 103
player on either side of 99
pleaded the order from the 45
pleased as punch when he 172
pleased at every hour of 208
pleased my father will be 44
pleased my mother will be 60
pleased the girls were at 50
pleased the mother hears it 86
pleased the older ones as 81
pleased to allow well of 40
pleased to avert from us 41
pleased to enter into an 122
pleased to enter into the 377
pleased to grant unto the 161
pleased to grant unto us 143
pleased to place upon the 63
pleased to reveal unto us 134
pleased to share some of 114
pleased to smile upon my 57
pleased to solve only by 45
pleased to state what is 1137
pleased to state when the 204
pleased to yield unto it 44
pleases me still more is 47
pleases to smile upon us 50
pledge to crack down on 65
plenty in every part of 141
plenty of abuse from the 59
plenty of abuse upon it 114
plenty of action during the 171
plenty of black left on 146
plenty of drink during the 54
plenty of elbow room in 397
plenty of elbow room on 61
plenty of elbow room to 360
plenty of empty seats in 199
plenty of every kind of 98
plenty of every sort of 99
plenty of extra room to 105
plenty of extra time to 496
plenty of fight left in 1952
plenty of foods high in 140
plenty of foods rich in 409
plenty of genial love of 157
plenty of grass along the 41
plenty of green food is 41
plenty of input from the 95
plenty of juice left in 98
plenty of light coming in 114
plenty of light during the 148
plenty of light from the 1087
plenty of light into the 221
plenty of light left in 130
plenty of money among the 127
plenty of money back of 45
plenty of money coming in 327
plenty of money during the 40
plenty of money from my 40
plenty of money from the 699
plenty of money into the 104
plenty of money left in 139
plenty of money left to 292
plenty of money when he 95
plenty of money will be 70
plenty of noise from the 65
plenty of others eager to 97
plenty of others just as 43
plenty of others like it 44
plenty of others like me 44
plenty of others ready to 319
plenty of people able to 47
plenty of people along the 84
plenty of people among the 97
plenty of people among us 43
plenty of people eager to 356
plenty of people from the 188
plenty of people glad to 58
plenty of people here in 156
plenty of people here to 201
plenty of people like me 145
plenty of people like the 41
plenty of people living in 143
plenty of people ready to 2334
plenty of people there to 165
plenty of people trying to 206
plenty of people want to 66
plenty of people whom he 40
plenty of people will be 368
plenty of plant food in 149
plenty of power left in 55
plenty of quiet time to 144
plenty of roads open to 58
plenty of shade from the 113
plenty of sleep during the 76
plenty of small cash be 49
plenty of space here to 43
plenty of space left in 89
plenty of space must be 51
plenty of spare room in 70
plenty of spare time in 280
plenty of spare time on 912
plenty of spare time to 897
plenty of steel pens on 40
plenty of stops along the 81
plenty of times during the 141
plenty of times over the 234
plenty of times when he 606
plenty of times when it 314
plenty of times when my 41
plenty of times when the 542
plenty of times when we 424
plenty of trees along the 99
plenty of warning from the 108
plenty of warning when the 49
plenty of waste land at 40
plenty of water along the 232
plenty of water during the 2782
plenty of water even in 91
plenty of water from the 1136
plenty of water into the 58
plenty of water must be 158
plenty of water over the 271
plenty of water prior to 46
plenty of water when in 113
plenty of water when it 47
plenty of water when the 164
plenty of water will be 197
plenty of women like me 56
plenty of women ready to 94
plexus is forming among the 91
plexus of veins during the 43
plexus on either side of 172
pliancy to every part as 89
plight of human beings as 48
plight of human beings in 83
plight of people living in 129
plight of women during the 54
plight of women living in 42
plotting in every part of 48
plucking an orange from the 83
plucking the apple from the 77
plucking the fruit from the 197
plucking the hairs from the 65
plucking the leaves from the 99
plucking the weapon from the 75
plucks the fruit from the 72
plugging the cable into the 46
plumes of smoke from the 372
plumes of smoke into the 224
plumes of spray into the 54
plumes of water into the 76
plumes on either side of 62
plunged as though into an 49
plunged in grief over the 40
plunged in haste into the 59
plunged it again into the 71
plunged it twice into the 40
plunged my fingers into the 58
plunged my hands among the 49
plunged my hands deep in 44
plunged my hands into it 40
plunged my hands into my 112
plunged my hands into the 448
plunged my knife into the 48
plunged the blade into the 487
plunged the knife into it 71
plunged the knife into my 49
plunged the knife into the 1082
plunged the nation into an 137
plunged the nation into the 587
plunged the people into the 71
plunged the reader into the 46
plunged the spade into the 45
plunged the spoon into the 59
plunged the stick into the 41
plunged the sword into the 182
plunged the teapot into the 43
plunged the torch into the 45
plunged the weapon into the 73
plunged the world into an 149
plunged the world into the 755
plunged us twice into the 82
plunger is drawn into the 107
plunges the blade into the 49
plunges the knife into the 209
plunges the reader into an 70
plunges the reader into the 488
plunges the sword into the 62
plunges us right into the 76
plural is often used by 45
plural is often used in 118
plural of nouns ending in 2286
plural of words ending in 662
pocket an order from the 81
pocket he could feel the 52
pocket it might make an 76
pocket on either side of 69
pocket the money from the 90
pointing an index finger at 171
pointing the index finger at 49
pointing the index finger of 102
points at either side of 105
points at issue among the 65
points at issue during the 80
points at issue must be 40
points at issue seem to 66
points at issue were of 64
points at issue were the 425
points at issue were to 42
points at issue what the 129
points at issue will be 110
points at which data is 65
points at which some of 222
points at which such an 56
points at which there is 1142
points he bases upon the 146
points he would have to 47
points he would like to 298
points he would make in 102
points in space must be 48
points in space such as 41
points in space will be 59
points in which there is 553
points is based upon the 49
points is taken from the 54
points of danger along the 40
points of doubt were as 119
points of entry along the 139
points of entry from the 134
points of entry into an 102
points of entry into the 7588
points of entry such as 87
points of light along the 57
points of light among the 137
points of light even in 79
points of light from the 436
points of light into the 61
points of light like the 161
points of light moving in 96
points of light seem to 42
points of light seen in 57
points of light upon the 47
points of light were the 43
points of light will be 75
points of order from the 40
points of order will be 56
points of prime worth in 71
points of unity will be 92
points of which have the 111
points of which must be 64
points of which there is 114
points of which were as 580
points of which were the 305
points of which were to 71
points of which will be 225
points on either side it 54
points on either side of 5352
points on every line of 44
points on which most of 90
points on which there is 1875
points the reader back to 169
points to cases such as 42
points to either side of 264
points to which there is 57
points we might take up 55
points we shall have to 200
points we would like to 737
poised as though ready to 83
poised on either side of 202
poised to enter into the 51
poised to plunge into the 129
poised to swoop down on 72
poised to write down the 49
