paces long and four broad 75
people are far more aware 72
people are far more willing 160
people are not born equal 148
people are not clear about 329
people are not even aware 2138
people are not even human 51
people are not even thinking 42
people are not good people 63
people are not made aware 78
people are not mere echoes 46
people are not much given 115
people are not much taken 44
people are not only aware 83
people are not only willing 228
people are not paying taxes 46
people are not saying anything 46
people are not such fools 111
people are not sure about 176
people are not sure where 74
people are not sure which 60
people are not told about 42
people are not very aware 72
people are not very happy 217
people are not very smart 71
people are not very willing 61
people are not well known 55
people are not your people 68
people are now living longer 401
people are now living under 59
people are now more aware 147
people are now more willing 84
people are now well aware 58
people are off their guard 69
people are out there looking 63
people are out there waiting 66
people are too busy getting 76
people are too busy thinking 42
people are too busy working 149
people are too well known 91
people are with their lives 75
people ate with their fingers 219
people ate with their hands 95
people but one rank lower 40
people buy and sell goods 255
people buy and sell homes 77
people buy for their homes 71
people can and will change 56
people can buy more goods 65
people can earn more money 45
people can get along quite 42
people can get their hands 132
people can lead their lives 55
people can not come about 220
people can not even agree 86
people can not even begin 123
people can not even stand 43
people can not even write 53
people can not find anything 71
people can not have greek 75
people can not have wells 87
people can not help feeling 254
people can not help knowing 50
people can not help thinking 93
people can not keep order 103
people can not keep track 66
people can not know about 54
people can not know anything 43
people can not learn anything 48
people can not live alone 55
people can not live under 88
people can not look after 70
people can not make money 47
people can not make sense 122
people can not move about 101
people can not rise above 182
people can not speak about 48
people can not stop talking 70
people can not take place 70
people can not talk about 548
people can not tell which 60
people can not think about 108
people can not wait until 99
people can not want money 62
people can pay their taxes 43
people can put their trust 46
people dead and many others 44
people dead with their mouths 80
people deal with other people 52
people deal with their grief 54
people did not care about 2408
people did not come under 57
people did not come until 60
people did not even bother 235
people did not even exist 45
people did not feel quite 49
people did not have anything 371
people did not have equal 46
people did not have money 459
people did not have running 43
people did not know about 2465
people did not know anything 785
people did not know either 60
people did not know quite 83
people did not know until 55
people did not know where 1177
people did not know which 332
people did not learn about 59
people did not like about 116
people did not like jesus 48
people did not look after 51
people did not make sense 41
people did not move about 109
people did not speak about 43
people did not stop talking 42
people did not take place 139
people did not talk about 2557
people did not think about 855
people did not think anything 44
people did not think twice 69
people did not very often 113
people did not wait until 86
people did not want anything 132
people did not want black 44
people did with their lives 75
people did with their money 57
people die with their music 72
people does not make sense 56
people does not take place 158
people fear for their lives 92
people for any theory which 90
people for each other gives 40
people for god from every 134
people for that great change 41
people for that very reason 82
people for this very reason 62
people get for their money 60
people going and coming could 46
people had long been known 55
people had long been under 67
people had long been waiting 41
people had not been asked 88
people had not been aware 93
people had not been found 60
people had not been fully 88
people had not been given 224
people had not been hardy 71
people had not been passing 40
people had not been quite 143
people had not been taken 81
people had not been treating 64
people had not been willing 133
people had not done anything 55
people had not even known 40
people had not heard about 84
people had not seen anything 44
people had now been taken 45
people had put their pride 82
people had put their trust 103
people had set their faces 99
people had set their hearts 228
people had set their minds 68
people had then only sixty 50
people had too much money 67
people had too much sense 66
people has long been known 85
people has not been fully 54
people has not been given 42
people has yet been found 46
people has yet been fully 101
people how they feel about 1061
people how they felt about 322
people how you feel about 265
people may not care about 59
people may not have given 42
people may not have known 140
people may not have liked 47
people may not have lived 47
people may not have taken 45
people may not know about 203
people may not know where 44
people not far from where 44
people owe you their lives 42
people pay with their lives 63
people ran for their lives 178
people read and talk about 53
people read and think about 68
people run for their lives 90
people sat with their backs 45
people say and think about 192
people say and what people 329
people say that most people 165
people say they have never 125
people say they will never 60
people see and feel about 42
people see and think about 72
people see each other every 63
people she had been close 51
people she had ever known 947
people she had ever loved 43
people she had heard about 42
people she had once known 95
people she has ever known 68
people than any other cause 49
people than any other cereal 42
people than any other class 122
people than any other deity 66
people than any other event 93
people than any other grain 54
people than any other group 215
people than any other human 102
people than any other leader 45
people than any other method 57
people than any other nation 656
people than any other people 40
people than any other place 94
people than any other region 78
people than any other social 68
people than any other state 958
people than any other woman 79
people than they know about 46
people than you have tried 56
people than you know about 77
people that all these wrongs 42
people that all those stars 49
people that are very loose 46
people that had been given 71
people that had been taken 52
people that had been working 41
people that had ever lived 44
people that has ever lived 73
people that how fast soever 41
people that they care about 78
people that they have built 40
people that they have found 85
people that they have never 111
people that they have taken 58
people that they must change 57
people that they must either 40
people that they must fight 83
people that they must never 59
people that they were about 114
people that they were bound 61
people that they were getting 55
people that they were liable 51
people that they were never 46
people that they were quite 58
people that they were really 93
people that they were right 149
people that they were still 119
people that they were under 253
people that they were willing 99
people that they were working 59
people that they will never 112
people that you care about 709
people that you find today 61
people that you have known 96
people that you have lived 79
people that you have never 103
people that you think would 48
people that you will never 49
people they are reading about 47
people they had been talking 48
people they had ever known 89
people they had once ruled 43
people this was their first 50
people vow they will watch 47
people who all their lives 339
people who all think alike 141
people who are also known 43
people who are also looking 47
people who are also seeking 40
people who are also working 80
people who are angry about 108
people who are best known 43
people who are born again 97
people who are born blind 334
people who are born under 151
people who are born within 51
people who are clear about 86
people who are even worse 41
people who are good people 43
people who are hard working 56
people who are heavy users 78
people who are here today 401
people who are just about 249
people who are just above 108
people who are just below 92
people who are just getting 268
people who are just learning 251
people who are just looking 146
people who are just passing 147
people who are just plain 580
people who are just waiting 122
people who are kept alive 45
people who are left alive 88
people who are left alone 50
people who are less close 40
people who are less healthy 50
people who are less willing 43
people who are living alone 202
people who are living below 555
people who are living longer 260
people who are living proof 41
people who are living today 397
people who are living under 775
people who are living within 81
people who are made aware 47
people who are making haste 65
people who are making money 562
people who are more adept 47
people who are more alike 46
people who are more aware 111
people who are more easily 59
people who are more nearly 40
people who are more often 106
people who are more prone 179
people who are more senior 44
people who are more timid 45
people who are more willing 154
people who are most aware 90
people who are most easily 86
people who are most liable 48
people who are most often 227
people who are most prone 155
people who are most vocal 56
people who are most willing 95
people who are moving about 50
people who are much about 55
people who are much alike 114
people who are much older 183
people who are much worse 293
people who are only happy 50
people who are open about 82
people who are over fifty 64
people who are over forty 78
people who are over sixty 118
people who are owed money 107
people who are paying taxes 41
people who are poor today 45
people who are taking drugs 73
people who are told about 45
people who are very aware 67
people who are very close 1528
people who are very happy 202
people who are very often 46
people who are very pleasing 84
people who are very proud 83
people who are very quick 40
people who are very short 58
people who are very smart 83
people who are very strong 97
people who are very upset 133
people who are very wealthy 96
people who are very willing 62
people who are very worthy 43
people who are well above 42
people who are well aware 246
people who are well known 760
people who are wide awake 50
people who are wise shall 48
people who are worth anything 45
people who are worth knowing 121
people who are worth while 96
people who are young today 46
people who buy these books 78
people who can help others 76
people who can help solve 68
people who can look after 152
people who can make money 177
people who can make sense 72
people who can more easily 47
people who can most easily 78
people who can move about 43
people who can only stand 58
people who can open doors 68
people who can rise above 106
people who can speak about 46
people who can take action 63
people who can talk about 497
people who can think about 93
people who cut down trees 112
people who did care about 44
people who did have money 47
people who did know about 56
people who earn more money 62
people who earn their daily 54
people who earn their livings 179
people who earn their money 73
people who end their lives 66
people who for some reason 1028
people who get their hands 79
people who get their kicks 113
people who get their money 71
people who get their names 94
people who get their water 42
people who got their hands 50
people who got their start 58
people who got there first 208
people who had been about 68
people who had been alive 142
people who had been asked 324
people who had been badly 138
people who had been beaten 281
people who had been blind 119
people who had been blown 175
people who had been bound 51
people who had been burnt 214
people who had been calling 79
people who had been close 1526
people who had been cruel 45
people who had been cured 274
people who had been dancing 81
people who had been digging 48
people who had been drawn 414
people who had been driving 57
people who had been duped 93
people who had been either 139
people who had been farming 55
people who had been fired 118
people who had been fishing 41
people who had been found 199
people who had been freed 174
people who had been getting 80
people who had been given 1067
people who had been hanged 123
people who had been happy 51
people who had been healed 257
people who had been helping 115
people who had been hired 210
people who had been holding 92
people who had been hunting 50
people who had been keeping 52
people who had been known 152
people who had been looking 282
people who had been loyal 172
people who had been lucky 51
people who had been lured 84
people who had been meeting 66
people who had been milling 48
people who had been missing 64
people who had been moved 274
people who had been named 115
people who had been playing 109
people who had been praying 101
people who had been quite 62
people who had been raped 45
people who had been reared 137
people who had been renting 49
people who had been right 45
people who had been ruled 61
people who had been running 191
people who had been saved 290
people who had been seated 79
people who had been seeking 53
people who had been selling 61
people who had been serving 47
people who had been sitting 503
people who had been slain 73
people who had been staring 50
people who had been staying 85
people who had been swept 77
people who had been taken 1006
people who had been talking 211
people who had been teaching 40
people who had been telling 77
people who had been thinking 85
people who had been thrown 389
people who had been trading 46
people who had been tried 96
people who had been under 902
people who had been upset 48
people who had been waiting 1530
people who had been walking 199
people who had been wealthy 42
people who had been willing 148
people who had been working 1465
people who had been writing 63
people who had come after 77
people who had come close 77
people who had come running 99
people who had come thither 48
people who had come under 264
people who had died after 55
people who had died since 135
people who had died under 60
people who had died while 64
people who had died within 41
people who had died would 57
people who had ever lived 825
people who had ever shown 80
people who had ever tried 40
people who had fled thither 143
people who had gone missing 65
people who had good blood 115
people who had good reason 264
people who had heard about 625
people who had high blood 76
people who had just begun 140
people who had just found 50
people who had just moved 179
people who had just spent 41
people who had just taken 96
people who had just voted 41
people who had lent money 161
people who had lost homes 50
people who had lost limbs 83
people who had lost loved 239
people who had lost money 287
people who had lost sight 47
people who had lost touch 93
people who had made horse 51
people who had made money 180
people who had made small 69
people who had more money 203
people who had more reason 53
people who had once known 159
people who had once lived 1043
people who had once loved 100
people who had once owned 112
people who had only known 98
people who had other loves 76
people who had paid money 73
people who had seen jesus 139
people who had some money 65
people who had some reason 126
people who had their fingers 41
people who had their first 91
people who had their hands 78
people who had their homes 110
people who had their lives 65
people who had their money 55
people who had their names 48
people who had their roots 48
people who lead busy lives 78
people who lead their lives 64
people who may come hither 99
people who may have known 114
people who may have lived 200
people who may have moved 51
people who may have never 200
people who may have spent 51
people who may have taken 47
people who may have tried 47
people who may know about 65
people who not only could 66
people who not only lived 43
people who not only ought 62
people who not only share 106
people who not only spoke 58
people who not only would 44
people who owe their lives 80
people who own their homes 407
people who pay good money 56
people who pay their bills 318
people who pay their debts 67
people who pay their money 44
people who pay their taxes 206
people who put their hands 62
people who put their lives 210
people who put their money 324
people who put their names 82
people who put their trust 488
people who read such books 43
people who read their bible 49
people who read their books 76
people who read these books 77
people who read these lines 85
people who read these pages 59
people who read these words 107
people who read your books 83
people who read your writing 43
people who say nothing about 50
people who set great store 111
people who set their hearts 153
people who use such words 52
people who use their hands 151
people who use their minds 92
people who use their money 99
people who use their power 43
people who use their reason 81
people who use these drugs 98
people who use these terms 79
people who use these words 135
people who use those words 61
people who wear their hearts 62
people who you care about 42
people who you think might 271
people who you think would 167
people with all their hearts 51
people with all their might 164
people with all their needs 47
people with all their stock 67
people with his bare hands 165
people with his heavy stick 73
people with hiv live longer 43
people with new ideas about 48
people with not much money 63
people with that much money 52
people with too much money 325
people with too much power 78
people you are reading about 49
period and has been found 68
period are not well known 61
period are too well known 108
period but not paid until 53
period did not come until 90
period did not take place 110
period does not fall within 61
period does not take place 41
period each day during which 78
period each year during which 82
period has long been known 71
period has not been found 244
period has not been fully 285
period has not been given 55
period has not been shown 49
period has yet been found 127
period she had been under 42
period than any other greek 50
period than any other group 50
period than any other known 68
period than any other nation 72
period than any other people 75
period than one month shall 87
period than ten years after 100
period than that during which 485
period than was ever known 55
period that had just ended 74
period that has just ended 70
period that they will spend 42
period was not very large 44
period was one during which 286
period was that during which 83
petting zoo and pony rides 88
phase and one moving phase 62
phase did not take place 61
phase does not take place 118
phase has not been found 57
phase has not been fully 44
phone and use your major 453
phone had rung three times 86
phone rang two more times 76
phone with one hand while 113
photo that had been taken 143
picks his way from islet 291
piece that had been given 57
piece that had been missing 86
piece that they were truly 66
piece they had seen acted 62
piece with his eyes fixed 75
piece with that finger which 128
pills she had been given 45
pilot did not know where 63
pilot who had been taken 57
pilot who had just flown 43
pimps and all such people 65
pinch with his iron glove 44
piped hot and cold water 282
pitch for you just plain 93
pitying sky has wept above 121
pitying tear for lost irene 50
place and are taking place 684
place and does take place 152
place and for such period 74
place and get some sleep 51
place and his true share 79
place and how many people 94
place and let rise until 125
place and put down roots 48
place and sat down again 70
place and that there would 147
place and with these people 48
place and with those people 60
place and you will never 43
place are one single story 87
place but this single kingdom 117
place can not have blown 74
place dad was seen alive 91
place did not even exist 43
place did not open until 71
place did not seem quite 54
place did not take place 84
place does not have anything 40
place fit for wild beasts 43
place for any other reason 92
place for his having lived 119
place for his wife sarah 122
place for its next meeting 79
place for our camp which 40
place for our next meeting 62
place for six days until 47
place for that type which 44
place for this very reason 59
place for two years after 42
place had long been given 61
place had not been built 46
place had not been empty 74
place had not been found 69
place had not been lived 85
place had not been swept 53
place had not been taken 77
place had now been taken 73
place has long been empty 95
place has long been known 104
place has long been noted 54
place has not been found 127
place has not been fully 57
place has not been lived 104
place has not been taken 139
place has now been taken 550
place has yet been found 170
place not far away where 92
place not far from paris 54
place not far from where 1110
place now and those which 78
place she had been given 42
place she had been looking 67
place she had been sitting 46
place she had ever known 162
place she had ever lived 311
place she had heard about 107
place than any living author 63
place than has been given 41
place than that from which 158
place that had been built 211
place that had been empty 65
place that had been given 83
place that had been known 44
place that had been named 63
place that had been taken 113
place that has been built 90
place that has been given 119
place that has ever since 72
place that they have never 73
place that they were gaily 56
place that was well known 48
place that you have never 109
place them and their crews 89
place they had been looking 71
place they had been seeking 46
place they had been taken 70
place they had ever known 57
place they had ever lived 131
place they had heard about 43
place was not very large 51
place with all their might 109
place with one hand while 911
place with too many people 41
place you may show cause 793
plain men and pious women 55
plain now how these walls 43
plain that both these taxes 58
plain that for some cause 41
plain that for some reason 135
plain that that part which 42
plain that they have often 143
plain that they were bound 65
plain that they were drawing 44
plain that they were talking 59
plain that they were turks 51
plain that you want either 108
plane did not leave until 285
plane does not leave until 258
plane than that upon which 198
plane that had just taken 51
plane was not leaving until 71
plans and that these plans 42
plans are not your plans 69
plans are put into action 586
plans are put into place 83
plans for his next novel 122
plans had not been fully 64
plans that had been drawn 694
plant does not take place 65
plant for you firm footing 46
plant had not been built 62
plant has long been known 165
plant has not been built 56
plant has not been found 233
plant has yet been built 68
plant has yet been found 56
plant that had been built 176
plant that had been growing 45
plant that had been grown 45
plant that has been built 90
plant that has been found 46
plant that has been growing 121
plant that has been grown 163
plant that with most cutting 76
plant thee and will labor 52
plant with two seed leaves 122
plate with one hand while 94
playing for new south wales 64
playing god with other people 103
playing off one great power 136
playing with all their might 254
playing with his great steel 70
playing with one other child 51
plays that had been acted 80
pleading has then been filed 316
pleads for any high order 41
please you with their mouths 42
plied him with wine until 77
plied with all their force 44
pluck them with your hands 78
plugs with two flat prongs 65
plums hung out their filmy 68
plunge his arm into boiling 93
poetry and all other forms 44
point and any other point 476
point and for some reason 55
point and for what reason 169
point and one exit point 978
point and then back again 100
point did not come until 155
point does not fall within 70
point does not seem quite 58
point for yet other hopes 40
point had not been fully 40
point had not been taken 82
point has not been found 82
point has not been fully 315
point has not been given 97
point has not been noted 49
point has not been taken 192
point near that from which 49
point not far from where 566
point out and talk about 150
point out any areas where 44
point out any other event 531
point out any other hands 159
point out any other method 475
point out how many people 116
point out how many times 92
point out how much easier 182
point out how much money 133
point out how much worse 110
point out one fact which 40
point out that during world 47
point out that even after 501
point out that even small 40
point out that even though 4186
point out that even today 238
point out that even under 258
point out that even where 318
point out that even within 321
point out that ever since 201
point out that free trade 99
point out that here again 325
point out that many cases 127
point out that many firms 41
point out that many forms 110
point out that many older 50
point out that many people 1662
point out that many social 110
point out that many times 217
point out that many types 45
point out that many women 396
point out that more often 41
point out that more people 117
point out that most people 1080
point out that most social 42
point out that most women 154
point out that nothing could 219
point out that once again 208
point out that only about 277
point out that other forms 44
point out that other people 240
point out that other types 83
point out that poor people 101
point out that some forms 108
point out that some parts 121
point out that some people 1042
point out that some types 113
point out that some women 239
point out that some words 93
point out that soon after 89
point out that such action 192
point out that such cases 167
point out that such people 170
point out that such tests 56
point out that such views 144
point out that such words 127
point out that their method 212
point out that their model 159
point out that their study 243
point out that their value 41
point out that there could 505
point out that there exist 525
point out that there might 392
point out that there never 214
point out that there really 211
point out that there seems 659
point out that there still 198
point out that there would 1018
point out that these books 127
point out that these cases 234
point out that these costs 131
point out that these drugs 46
point out that these facts 214
point out that these forms 128
point out that these kinds 143
point out that these large 86
point out that these lines 53
point out that these people 368
point out that these plays 94
point out that these rates 169
point out that these rules 173
point out that these social 41
point out that these steps 42
point out that these terms 223
point out that these tests 151
point out that these types 207
point out that these views 148
point out that these women 163
point out that these words 363
point out that these works 118
point out that time could 85
point out that very often 313
point out that what makes 181
point out that what might 142
point out that what people 40
point out that what seems 139
point out that when jesus 41
point out that when people 393
point out that when women 110
point out that young people 310
point than any other metal 104
point than had been known 45
point than that from which 111
point that had been urged 49
point that has been found 43
point that has been noted 150
point that has been often 54
point that has been taken 68
point that has been urged 64
point that they were willing 299
point that they will burst 158
point that they will never 50
point that was made about 75
point that was made above 60
point that you made about 49
point they are most nearly 87
point was not well taken 154
point was that even though 196
point was that great issue 107
point was that most people 43
point was that there could 95
point was that there would 63
point was that these people 63
point with any other point 43
point you are making about 215
poked his head from beneath 50
poked his head from under 65
poked them off their horse 63
poles and two south poles 124
polling did not take place 106
posts but with their lives 40
potion was now taking rapid 82
pound for raw cane sugar 59
pouring out her heart about 48
pouring out his heart about 48
pouring out his life blood 77
pouring out his life story 50
pouring them out upon paper 59
pours its heat into space 137
power and how life could 119
power and its duty shall 97
power and its fuel cycle 58
power and that such power 61
power and then high power 81
power and with great glory 74
power and yet more power 89
power are they unto whose 42
power are too well known 136
power can not take place 77
power did not come until 77
power did not take place 398
power does and must judge 41
power does not fall within 390
power does not take place 276
power for any other reason 43
power had long been odious 61
power had not been fully 59
power had not been given 175
power had not been taken 51
power has long been known 49
power has not been found 45
power has not been fully 159
power has not been given 285
power has not been taken 56
power has now been given 50
power has yet been found 59
power than any other class 88
power than any other group 361
power than any other human 87
power than any other known 87
power than any other large 50
power than any other nation 467
power than any other power 62
power than any other state 306
power than any other woman 68
power than had been given 72
power than has been shown 87
power than that from which 56
power than they have today 91
power that all these goods 122
power that all those goods 44
power that are well within 83
power that can part mother 55
power that had awed every 45
power that had been built 72
power that had been given 488
power that had been taken 122
power that had been theirs 120
power that had been thrust 53
power that has been built 63
power that has been given 630
power that has been taken 87
power that they have never 54
power that was taking place 198
power that you have given 72
power they had been given 97
power they had laid aside 48
power they had lost under 44
power was his only right 58
power was not felt until 44
power with any other class 54
power with any other group 42
power with any other party 57
prating for one good while 44
praying for him ever since 62
praying for you ever since 168
praying that god will bless 122
praying that god will grant 65
praying that god will guide 56
praying that his good deeds 107
praying that his life might 197
praying with all their hearts 54
praying with all their might 75
prays that god will bless 68
prays that god will grant 65
preach with all their might 143
press and all other forms 527
press did not even bother 52
press did not know about 52
press does not know about 61
press him with many suits 51
press them all will burst 46
press with all their might 41
press with new lips where 44
price and all other costs 82
price and all other firms 69
price and all other terms 51
price and its face value 75
price can not fall below 595
price can not rise above 217
price did not fall below 194
price did not rise above 156
price does not even cover 57
price does not fall below 151
price does not rise above 278
price for each time period 43
price had not been fixed 71
price has not been fixed 169
price has not been fully 85
price than any other nation 75
price than had been given 44
price than was ever given 86
price that had been asked 48
price that had been fixed 92
price that had been given 51
price that has been fixed 106
price that has been given 104
price that they were willing 105
price that they will offer 51
price that was three times 46
price was then much lower 130
pricing and using such pricing 65
pride and joy ever since 77
pride that they have never 58
pride that they were flesh 137
print and read more books 117
prize that had been taken 98
prize them for their rough 82
proof did not come until 50
proof for that very reason 40
proof has its true place 63
proof has not been found 140
proof has not been given 225
proof has now been given 52
proof has yet been found 268
proof has yet been given 405
proof that both those gifts 55
proof that has been given 235
proof that they have found 57
proof that they have never 228
proof that they have really 89
proof that they have taken 67
proof that they were alive 63
proof that they were aware 54
proof that they were either 63
proof that they were given 47
proof that they were known 51
proof that they were never 115
proof that they were really 194
proof that they were right 754
proof that they were still 403
proof that they were taken 75
proof that they were truly 63
proof that they were under 136
proof that they were willing 60
proof that they were worthy 88
proof that they will never 49
proof that was once given 41
proof that you have given 64
proof that you have never 47
proof that you have taken 76
proof that you have within 59
proof that you were right 117
proud that they have never 43
proud with all their plans 45
prove that all these people 45
prove that his case falls 68
prove that they have acted 60
prove that they have anything 51
prove that they have given 58
prove that they have lived 134
prove that they have never 187
prove that they have really 48
prove that they have souls 47
prove that they have taken 94
prove that they were alive 95
prove that they were alone 58
prove that they were aware 48
prove that they were brave 41
prove that they were built 78
prove that they were either 213
prove that they were equal 81
prove that they were false 50
prove that they were fully 63
prove that they were given 54
prove that they were known 59
prove that they were loyal 152
prove that they were meeting 40
prove that they were never 160
prove that they were often 43
prove that they were proud 62
prove that they were really 410
prove that they were right 1654
prove that they were still 371
prove that they were strong 49
prove that they were taken 66
prove that they were telling 51
prove that they were truly 105
prove that they were under 146
prove that they were willing 65
prove that they were working 77
prove that they were worthy 369
prove that they were wrote 57
prove that they will never 51
prove that this took place 50
prove that you have acted 78
prove that you have found 52
prove that you have spent 120
prove that you have taken 48
prove that you were really 48
prove that you were right 483
proving that they were never 41
proving that they were really 44
proving that they were right 162
pulling her head back until 55
pulling her out from under 46
pulling him out from under 76
pulling his head down until 69
pulling out her cell phone 350
pulling out his cell phone 393
pulling out his gold watch 45
pulling out his pipe began 66
pulling out one book after 50
pulling that long face about 47
pulling them out from under 92
pulling with all their force 62
pulling with all their might 1955
pulling with all your might 179
pulls out her cell phone 135
pulls out his cell phone 244
purer than any other region 63
purse and her cell phone 47
purse for her cell phone 530
pushing with all their might 466
pushing with all your might 47
putting all this into words 55
putting her head upon piney 178
putting his head down close 97
putting not this land first 40
putting out his hand again 74
putting out one fire after 86
putting that idea into words 69
putting them off their guard 86
putting you off your guard 40
