paddy paw and pulled him 46
people does not always mean 97
people does not exceed one 179
people does not reform with 53
people does this strike one 52
people dying all around him 51
people eating and drinking and 197
people for his wisdom and 48
people for not admiring him 55
people had all passed out 116
people had all poured out 126
people had had enough and 63
people had long called for 60
people had not forced them 44
people had not learned how 106
people had not waited for 54
people had now before them 50
people how they should act 119
people how they should use 51
people may not always get 53
people may not decree for 44
people may not realize how 76
people may not realize that 826
people may not realize they 86
people may not realize this 41
people not yet created may 102
people not yet fitted for 52
people sang and danced and 137
people say she visits him 49
people say that anyone who 59
people say that lovers are 159
people say that someone has 45
people say you should not 206
people see with regret his 51
people she had around her 52
people she had worked for 103
people she had worked with 408
people she has worked with 104
people she hung around with 50
people she met through her 58
people she saw around her 93
people than are needed for 48
people that are around you 104
people that are better than 48
people that are cursed with 68
people that are fighting for 42
people that are needed for 44
people that are starving our 43
people that did salute him 78
people that god wanted them 40
people that had always had 51
people that his brother was 83
people that one should not 60
people that our meddling with 48
people that she worked with 80
people that they called him 44
people that they should act 41
people that they should all 120
people that they should ask 49
people that they should bring 67
people that they should buy 91
people that they should fit 47
people that they should get 97
people that they should let 65
people that they should not 2101
people that they should pay 69
people that they should see 45
people that they should try 75
people that they should use 92
people that this island can 51
people that you should not 64
people that you worked with 68
people then had something that 42
people they are studying and 122
people they had worked with 139
people they hang around with 85
people they saw around them 63
people they see around them 96
people was far greater than 132
people was not unlike that 74
people was not without its 82
people who all treated her 57
people who are abroad are 43
people who are active and 369
people who are afraid and 97
people who are afraid are 54
people who are afraid that 648
people who are afraid they 119
people who are already being 60
people who are already dead 268
people who are already doing 332
people who are already hiv 49
people who are already ill 257
people who are already out 45
people who are already too 66
people who are already using 209
people who are always being 107
people who are always doing 176
people who are always going 167
people who are always led 44
people who are always out 47
people who are always with 98
people who are anxious and 189
people who are anxious for 186
people who are anxious that 174
people who are applying for 212
people who are around him 124
people who are around them 93
people who are around you 232
people who are asleep and 41
people who are behind him 47
people who are behind this 69
people who are better and 45
people who are better off 2316
people who are better than 952
people who are bidden with 42
people who are bigger than 173
people who are bitter and 42
people who are blamed for 48
people who are bright and 262
people who are broken and 64
people who are building new 70
people who are building this 47
people who are burned out 189
people who are called and 56
people who are called out 168
people who are carrying out 353
people who are choosing not 41
people who are chosen for 100
people who are clearly not 173
people who are clever and 104
people who are coughing and 49
people who are curious and 59
people who are cursed with 72
people who are darker than 45
people who are decent and 41
people who are deeply and 92
people who are drinking and 62
people who are driven out 109
people who are engaged with 70
people who are famous and 49
people who are famous for 255
people who are fearful and 52
people who are fighting and 65
people who are fighting for 1419
people who are fighting this 59
people who are fighting with 67
people who are filled with 699
people who are fitted for 67
people who are forced out 163
people who are gentle and 50
people who are gifted and 86
people who are gifted with 252
people who are greedy and 60
people who are greedy for 61
people who are grieving and 44
people who are helped are 40
people who are honest and 427
people who are honest with 128
people who are humble and 108
people who are hungering for 56
people who are imbued with 256
people who are jealous and 59
people who are killed and 84
people who are killed are 43
people who are larger than 71
people who are laughing and 66
people who are leaders and 51
people who are linked with 49
people who are locked out 56
people who are lonely and 269
people who are marrying for 44
people who are mature and 91
people who are mobile and 50
people who are nearest and 59
people who are needed for 85
people who are neither one 217
people who are normal and 61
people who are openly gay 126
people who are outgoing and 99
people who are pissed off 50
people who are planning and 46
people who are pleased with 120
people who are polite and 66
people who are poorer and 64
people who are poorer than 170
people who are prayed for 82
people who are pressing for 46
people who are richer and 53
people who are richer than 150
people who are scared and 42
people who are searching for 1303
people who are secure and 56
people who are serious and 88
people who are shopping for 85
people who are silent and 59
people who are simple and 109
people who are simply not 215
people who are simply too 67
people who are standing and 48
people who are starting out 194
people who are starving and 142
people who are starving for 128
people who are striving for 330
people who are studying and 59
people who are studying for 51
people who are stupid and 143
people who are suited for 127
people who are taller than 94
people who are thirsting for 80
people who are thirsty for 42
people who are treated for 140
people who are treated with 235
people who are turned off 96
people who are turned out 56
people who are united and 76
people who are united with 77
people who are unlike them 69
people who are violent and 74
people who are watching and 70
people who are watching him 131
people who are watching them 51
people who are watching this 73
people who are watching you 129
people who are without any 127
people who are without god 56
people who are younger and 106
people who are younger than 507
people who are zealous for 45
people who buy novels are 44
people who can advise you 91
people who can afford and 46
people who can afford not 71
people who can afford that 101
people who can afford them 464
people who can afford this 53
people who can assist them 81
people who can assist with 46
people who can assist you 236
people who can barely read 89
people who can define are 50
people who can design and 51
people who can figure out 101
people who can handle that 83
people who can handle them 43
people who can hardly read 94
people who can listen and 62
people who can neither read 421
people who can neither see 68
people who die before they 66
people who had already had 252
people who had always had 123
people who had backed him 57
people who had become her 86
people who had become his 145
people who had become ill 82
people who had become too 64
people who had bought and 47
people who had bought his 68
people who had bought them 141
people who had bribed him 51
people who had bright and 53
people who had broken with 106
people who had called for 107
people who had called him 242
people who had caused her 48
people who had caused him 137
people who had caused his 48
people who had caused them 47
people who had chosen him 264
people who had chosen not 51
people who had chosen them 40
people who had chosen this 56
people who had created and 43
people who had created them 119
people who had created this 54
people who had driven him 80
people who had driven out 88
people who had driven them 70
people who had fallen ill 64
people who had fallen out 302
people who had forced him 44
people who had fought and 171
people who had fought for 510
people who had fought with 167
people who had gotten off 159
people who had gotten out 54
people who had hardly any 102
people who had helped and 110
people who had helped bring 52
people who had helped her 398
people who had helped him 1164
people who had helped his 44
people who had helped put 47
people who had helped them 384
people who had helped with 82
people who had hidden and 63
people who had joined him 114
people who had joined his 44
people who had joined them 102
people who had killed her 135
people who had killed him 68
people who had killed his 206
people who had killed them 40
people who had learned how 134
people who had learned that 167
people who had little idea 85
people who had little use 43
people who had looked for 71
people who had missed out 69
people who had passed out 101
people who had passed that 41
people who had pitied him 112
people who had placed him 91
people who had placed them 46
people who had played with 43
people who had poured out 110
people who had prayed for 89
people who had raised her 160
people who had raised him 177
people who had raised them 59
people who had reached out 40
people who had robbed him 48
people who had rushed out 47
people who had served him 161
people who had served them 43
people who had served with 106
people who had shared his 85
people who had shared with 47
people who had sinned and 40
people who had sought his 45
people who had spoken out 98
people who had spoken with 60
people who had stayed with 106
people who had stolen his 44
people who had talked with 113
people who had taught him 80
people who had taught them 51
people who had thought him 93
people who had thought that 237
people who had thought they 119
people who had treated her 108
people who had treated him 322
people who had treated them 71
people who had turned out 1247
people who had waited for 214
people who had walked out 49
people who had worked all 102
people who had worked and 138
people who had worked for 1705
people who had worked long 44
people who had worked out 185
people who had worked with 1861
people who had wronged her 48
people who had wronged him 170
people who had wronged them 70
people who hang around with 42
people who hear voices and 67
people who own houses pay 53
people who own stocks and 56
people who pay income tax 128
people who sat before him 67
people who saw through him 66
people who sit around and 164
people who then passed for 41
people who they thought had 46
people who was slaves and 71
people why they should buy 53
people why they should not 204
people with few skills and 85
people with hiv disease and 179
people with hiv disease are 96
people with hiv disease who 51
people with low income and 250
people with low income who 88
people with low skills and 52
people with lung cancer and 67
people with lung cancer are 58
people with lung cancer who 41
people with new skills and 90
people with one another and 282
people with real feelings and 57
people with this disease are 127
people with this disease can 45
people you are studying are 43
people you hang around with 517
people you see around you 204
period can not exceed one 45
period can not exceed six 61
period can not exceed ten 53
period can not exceed two 44
period did not exceed one 40
period did not exceed ten 45
period does not always mean 104
period does not exceed one 397
period does not exceed six 103
period does not exceed two 130
period may not exceed one 246
period may not exceed six 73
period may not exceed two 201
period that had lasted for 42
period that has worked out 44
period that was filled with 50
period was far greater than 134
period was long enough for 160
period was not unlike that 80
period was not without its 617
phase with one another and 1303
phase with one another but 53
phone for all orders and 110
phone off its cradle and 95
phone was being tapped and 70
picking his way through his 113
picks her neat little way 45
piece that had broken off 117
piece with his cavils and 111
piety for our cosmos that 50
piety was not humble and 93
piles that had sagged this 67
pilot who had bailed out 201
pilot who had sailed out 88
pilot who had served with 55
pilot who had worked for 51
pined for his native air 50
pinion gear that meshes with 45
pipes are then filled with 40
pipes are then flared out 46
pitying eye that lurked but 152
place all our rights and 121
place and then another and 63
place and they picked doc 59
place and you should not 107
place are all thieves and 42
place fit and proper for 42
place for any gentle wit 86
place for any person who 42
place for both locals and 57
place for her beside him 104
place for him beside her 165
place for him except with 49
place for his eldest son 41
place for his family and 111
place for long periods and 99
place for one minute and 45
place god had chosen for 65
place god has chosen for 47
place her arm around his 89
place his arm around her 489
place not long before his 83
place she had chosen for 155
place she had chosen was 44
place she had shared with 47
place that had become her 55
place that had become his 74
place that lie before him 142
place that was better than 44
place that was famous for 48
place that was filled with 192
place that was proper for 54
place them now before you 40
place they all reached with 135
place they had chosen for 566
place they had chosen was 95
place they had reached was 57
place they may arrive and 86
place they may become one 108
place was big enough for 79
place was but motley and 42
place was far larger than 44
place was not barren and 49
place was not called dan 87
place was not suited for 56
place was not without its 190
place was now filled with 57
place was too narrow for 83
place was too public for 139
place was too remote for 60
place was too strait for 75
place with due regard for 159
place with his family and 173
place with our papers and 63
placing her arm around her 115
placing her arm around his 147
placing his arm around her 782
placing his arm around his 130
placing one arm around her 41
plain day her titles and 225
plain his way before him 99
plain she was already out 109
plain that all savage and 56
plain that his empire was 83
plain that its driver had 48
plain that lay before them 55
plain that new jersey may 59
plain that they should not 99
plain that was peopled with 42
plane that was carrying him 41
plane was off course and 48
plans are being formed for 64
plans are being worked out 1035
plans are not always god 53
plans did not comply with 48
plans did not divert them 47
plans for her future and 274
plans for her future with 69
plans for his eldest son 100
plans for his family and 138
plans for his future and 438
plans for his future are 58
plans for his future that 54
plans for his future with 65
plans for its future use 152
plans for law school and 41
plans for new plants and 144
plans for our future and 46
plans for this attack had 43
plans for this summer are 41
plans had not called for 41
plans had not worked out 158
plans she had formed for 228
plans that they stress are 47
plans they had formed for 220
plans they had worked out 88
plant and any animal may 63
plant that has struck its 45
plant was not larger than 238
plash was dry whither they 120
plate for its special use 42
plate was put before him 88
plate was set before her 55
plate was set before him 74
plate was then coated with 70
plate was then washed with 57
playing for big stakes and 82
playing with her breasts and 79
playing with her brother and 199
playing with her little boy 130
playing with her little dog 57
playing with her little son 64
playing with her sister and 45
playing with his brother and 227
playing with his common ill 48
playing with his little boy 100
playing with his little dog 63
playing with his little son 262
playing with his nieces and 66
playing with his sister and 64
playing with one another and 306
pleading that they should not 119
pleads with his friend for 99
please any that should set 142
please let this nigger boy 180
please nor for itself hath 55
please not her master who 63
please you and oblige you 40
please you any better than 41
plied him with brandy and 65
plied him with coffee and 44
plied him with liquor and 62
plied them with liquor and 52
pluck and saw before her 64
pluck them long before they 88
poetry all that fervor and 46
poetry does not tamper with 51
poetry for both adults and 63
poetry that was haunting him 47
point and then levels off 206
point did you decide that 131
point did you realize that 209
point does not exceed two 48
point for each answer that 195
point for each border you 43
point for each person who 46
point for each player who 149
point for each school and 40
point may lie further off 72
point one may wonder why 47
point out and define new 148
point out any errors that 57
point out any person who 120
point out any remedy for 43
point out her faults and 44
point out his errors and 144
point out his faults and 93
point out how clearly this 67
point out how little they 95
point out how widely this 59
point out its dangers and 92
point out its errors and 378
point out its faults and 151
point out its merits and 62
point out its nature and 204
point out its origin and 128
point out that almost all 1346
point out that almost any 163
point out that another way 104
point out that anyone can 47
point out that anyone who 454
point out that blacks are 42
point out that christ was 121
point out that courts are 46
point out that england had 83
point out that england was 131
point out that except for 367
point out that france and 43
point out that france had 132
point out that france was 58
point out that hardly any 165
point out that humans are 259
point out that little has 49
point out that nobody has 154
point out that someone who 138
point out that something was 86
point out that states are 46
point out that unless this 40
point out that unless you 110
point out that values are 41
point out that without this 106
point out this origin and 103
point out with regret that 55
point that one should not 289
point that she should not 40
point that she thought she 58
point that they should not 134
point that they showed him 43
point that they thought they 45
point that this should not 45
point that was nearest his 41
point that was raised was 145
point that you should not 162
point they had reached was 52
point was not merely that 146
point was not simply that 298
point you may decide that 139
point you may realize that 45
point you may wonder how 91
point you may wonder why 79
poked her head inside and 103
poked his head inside and 232
poked his head through and 70
poked out her bottom lip 95
poked out his bottom lip 57
polar bear and arctic fox 70
porch and sat primly and 136
pores are not filled with 83
pores that are filled with 104
pores that are larger than 99
ports but our rivers and 57
poses its own unique set 51
posts for any person who 161
pouch that hung around his 90
pouring out its thunder and 54
pours out his riches with 353
power and his desire for 49
power and his passion for 40
power and his wisdom are 42
power and its minions are 75
power and its orders are 66
power and its proper use 101
power and its spasms with 86
power and not simply that 513
power and was pressing him 42
power are far greater than 55
power are not enough and 95
power are not something bad 66
power can not manage you 105
power did not extend far 56
power does not accord with 44
power does not always mean 112
power does not entail that 108
power does not exceed that 41
power does not purify men 55
power does not reside with 81
power for its weight than 61
power for long enough both 109
power had now reached its 40
power had with another sun 60
power than she already has 71
power than they already had 57
power that being changed can 105
power that can enable him 56
power that had caused her 40
power that had raised and 70
power that had raised him 50
power that had upheld him 44
power that lay before him 56
power that lay behind them 57
power that one person can 65
power that one person has 52
power that they should not 63
power that was greater than 212
power that was lawful was 61
power that was lodged with 44
power that was needed for 71
power was far greater than 402
power was not enough for 105
power was not greater than 93
power was not merely that 45
power was not something that 48
power was not without its 163
power was now greater than 65
power with one another and 40
praying all this prayer and 123
praying for his safety and 86
praying for one another and 118
praying for our safety and 47
praying not for myself but 68
praying that his patent may 62
praying that they should not 53
praying with all prayer and 220
prays that his readers may 95
preach for this church and 85
preach that one should not 63
press did not conceal its 43
press did not report any 43
press did not report that 127
press does not assume its 49
press his own opinion any 87
press near and second him 166
price and then resell them 46
price can not depart far 40
price does not always mean 286
price does not exceed one 74
price does not exceed that 120
price for his slaves out 151
price for its output and 77
price one may charge for 237
price than one dollar and 116
price that they charge for 50
price that was higher than 218
price they can afford and 78
price they can charge for 131
price they can obtain for 145
price war has broken out 107
price was far higher than 76
price was not greater than 40
price was one dollar and 87
price was one dollar per 114
price you and ananias got 89
price you are charging for 99
price you can charge for 190
pricing things and watching out 70
pride and his desire for 45
pride and his passion for 85
pride did not permit him 140
pride does not permit them 41
pride his own fields with 64
pride that can therein tax 55
print that has become one 41
prize for his design for 47
prize that had eluded him 121
prize that they choose for 75
proof can you assign for 70
proof how far vanity can 42
proof that any person has 213
proof that god exists and 131
proof that his family was 46
proof that his genius was 65
proof that his guests are 53
proof that his mission was 57
proof that his patron was 46
proof that one person can 69
proof that one should not 47
proof that they should not 74
proof that this letter was 61
proof that this policy was 65
proof that you should not 55
proud man and humble him 81
proud that his family had 52
proud that our harbor has 48
proud that our system has 42
proud that she turned head 49
prove her own spirit and 69
prove she was better than 45
prove that all bodies are 45
prove that any person was 85
prove that don carlos was 47
prove that god exists and 249
prove that god exists but 42
prove that his belief was 117
prove that his client had 128
prove that his client was 306
prove that his design was 47
prove that his family was 73
prove that his genius was 118
prove that his income was 64
prove that his injury was 468
prove that his master had 46
prove that his master was 59
prove that his memory was 47
prove that his opinion was 40
prove that his policy was 54
prove that his return was 46
prove that its origin was 83
prove that men should not 45
prove that new england was 42
prove that one should not 90
prove that our client did 125
prove that our common law 45
prove that our design was 53
prove that our fathers then 82
prove that our senses are 81
prove that she passed that 64
prove that that person was 119
prove that that prince had 63
prove that they should not 109
prove that this animal was 48
prove that this belief was 56
prove that this course was 46
prove that this custom was 42
prove that this gospel was 46
prove that this letter was 80
prove that this measure was 44
prove that this opinion was 42
prove that this result did 70
prove that this singular and 51
prove that this system was 57
prove that you should not 79
prove they are better than 126
prove why they should not 40
prove you are better than 48
proving that any person has 55
proving that god exists and 88
proving that our charms are 44
puffing out her cheeks and 125
puffing out his cheeks and 527
puffing out his cheeks with 98
puffs out her cheeks and 57
puffs out his cheeks and 258
pulling fur with another cat 146
pulling her arm through his 85
pulling his arm around her 70
pulling his head toward her 52
pulling off her clothes and 91
pulling off her gloves and 268
pulling off her jacket and 51
pulling off his blouse and 90
pulling off his clothes and 69
pulling off his gloves and 186
pulling off his helmet and 85
pulling off his jacket and 177
pulling out his pistol and 114
pulling out his wallet and 197
pulls off his clothes and 56
pulls off his gloves and 57
pulls off his jacket and 52
pulls out his pistol and 134
pulls out his wallet and 363
pupil does not realize that 40
pupil who goes through this 84
purse for her wallet and 67
purse she was carrying and 55
pushing her own claims with 45
pushing his gun before him 70
pushing his way through his 44
pushing his way through them 122
pushing his way through this 41
pushing his way toward her 61
pushing his way toward them 41
pushing out her bottom lip 42
pushing out new groups and 90
putting her arm across his 62
putting her arm around her 1511
putting her arm around him 671
putting her arm around his 894
putting her arm through her 102
putting her arm through his 454
putting her arm through that 100
putting her arm through tom 54
putting her head inside and 40
putting his arm across her 165
putting his arm across his 42
putting his arm across them 44
putting his arm around her 8241
putting his arm around him 555
putting his arm around his 1497
putting his arm around them 61
putting his arm around you 143
putting his arm behind his 59
putting his arm through his 64
putting his arm through that 106
putting his pen behind his 164
putting off doing something that 44
putting one arm around her 338
putting one arm around him 41
putting one arm around his 104
putting out new shoots and 48
