pace with your young legs 52
push you back into your 42
puts her hand over mine 193
puts his hand into fire 43
puts his hand over hers 290
puts his hand over mine 220
puts his left hand into 40
puts his left hand over 67
puts his other hand over 40
puts his work into gold 72
puts them back into their 48
puts this very well when 149
pyre had ever been seen 84
