path down the hill through 62
per cent of whom reside 43
per cent of whom should 71
per cent of whom showed 42
per cent of whom thought 47
per cent of whom worked 119
per cent of young adults 571
per cent of your annual 130
per cent of your budget 64
per cent of your energy 65
per cent of your income 620
per cent of your monthly 60
per cent of your salary 279
per cent of your sample 47
per cent of your weight 183
per cent on other income 60
per cent on their actual 83
per cent on their annual 78
per cent on their claims 70
per cent on their common 58
per cent on their entire 65
per cent on their income 91
per cent on their market 98
per cent on their outlay 101
per cent on their shares 84
per cent or even better 46
per cent or even greater 137
per cent or even higher 1835
per cent or less before 43
per cent or less should 52
per cent or more before 126
per cent or more carbon 90
per cent or more copper 70
per cent or more equity 76
per cent or more greater 139
per cent or more higher 231
per cent or more negroes 74
per cent or more nickel 68
per cent or more shares 87
per cent or more should 215
per cent or more through 90
per cent or more tribal 88
per cent or more without 113
per cent or such higher 87
per cent the most common 43
per cent to other causes 68
per cent to pass through 167
per cent to south africa 91
per cent to take effect 136
per gram of body tissue 144
per gram of body weight 4826
per gram of heart muscle 233
per gram of heart tissue 57
per gram of living matter 55
per gram of soft tissue 91
per hour in some places 48
per hour or even faster 40
per kilo of body weight 4457
per month in food stamps 128
per unit of body volume 46
per unit of body weight 14419
per unit of bone volume 121
per unit of bulk volume 157
per unit of cell volume 178
per unit of cost driver 345
per unit of crop output 61
per unit of farm output 97
per unit of feed intake 142
per unit of food energy 69
per unit of food intake 45
per unit of fuel burned 186
per unit of fuel energy 62
per unit of land should 51
per unit of land through 151
per unit of land varies 83
per unit of live weight 426
per unit of pore volume 104
per unit of soil volume 267
per unit of their output 79
per unit of time across 218
per unit of time equals 280
per unit of time figure 228
per unit of time should 215
per unit of time through 531
per unit of time varies 309
per unit of time without 81
per unit of time worked 625
per unit of work effort 113
per unit of work output 82
per unit or other measure 42
per week in high school 55
per week of such lodgings 56
pin down as many german 74
poem from the same volume 126
poet upon the same ground 49
pry into the most secret 57
pus from the male urethra 51
put away in their places 75
put away in their proper 186
put away the clean clothes 133
put away the clean dishes 90
put back in their former 96
put back in their places 694
put back in their proper 442
put bread on their tables 174
put cash in your pocket 219
put cream in your coffee 43
put down as just another 43
put down in many places 46
put down in their places 67
put down in their proper 47
put down the book before 41
put down the book without 100
put down the heavy basket 50
put down the main points 54
put down the most serious 44
put down the other person 327
put down the rising spirit 42
put down the wine bottle 88
put down the wrong answer 51
put down to mere chance 46
put down to other causes 137
put down to their credit 140
put fire to their houses 54
put food on their family 56
put food on their plates 79
put food on their tables 867
put food on your family 355
put forth as much effort 293
put forth as much energy 43
put forth by these authors 80
put forth in their behalf 206
put forth my best effort 258
put forth no other effort 64
put forth on their behalf 230
put forth so much effort 212
put forth so much strength 47
put forth the best effort 148
put forth the full powers 63
put forth the full strength 54
put forth the least effort 84
put forth the most earnest 55
put forth the most effort 63
put forth the same amount 105
put forth the same effort 362
put forth the true intent 102
put half as much effort 148
put half as much energy 47
put hope in their brains 92
put into an iron kettle 64
put into an iron retort 60
put into an iron vessel 107
put into an open vessel 128
put into it from without 41
put into it some pieces 50
put into the boat without 65
put into the body through 53
put into the deep freeze 114
put into the great places 58
put into the high school 42
put into the loan office 48
put into the navy through 46
put into the open ground 159
put into the oven before 59
put into the post office 1732
put into the same basket 76
put into the same bottle 44
put into the same island 105
put into the same office 43
put into the same prison 147
put into the same public 52
put into the same vessel 507
put into the same volume 46
put into the third person 308
put into the wide arable 220
put just as much effort 118
put just as much energy 51
put more of their assets 43
put more of their energy 112
put more or less effort 51
put more or less weight 42
put most of their effort 500
put most of their energy 453
put most of their weight 57
put most of your effort 82
put most of your energy 66
put most of your weight 132
put much of their effort 153
put much of their energy 236
put only the page number 72
put onto the back burner 45
put part of their county 48
put part of their income 40
put side by side without 187
put some in your pocket 48
put some of their clothes 62
put some of their number 60
put some of these feelings 40
put some of these issues 65
put some of these pieces 50
put some of these points 45
put spur to their horses 128
put these in their proper 63
put these in your pocket 61
put three or four inches 77
put three or four spokes 42
put upon me these chains 161
put upon so great charge 41
put upon the same ground 158
put what we have learned 251
