pan emptied 42 par national 90
put freezer 45 put holiday 64
put kitchen 59 put perfect 47
put picture 4131 put position 1543
put slammer 89 put witness 124
put payroll 62 put outside 58
put payroll 1259 put program 49
put streets 54 put supreme 160
put witness 146 put expense 50
put expense 136 put trouble 103
put expense 613 put question 113
put torture 288 put trouble 4039
