pan end 326 pan long 55
pop hat 90 pop head 60
pop sky 91 pop top 170
pop day 49 pot air 44
pot way 201 pot this 50
pus than 78 put out 65
put things 51 put new 58
put things 116 put out 170
put his 119 put out 129
put its 319 put and 97
put car 515 put car 2560
put top 124 put that 146
put hat 45 put end 85
put head 585 put top 817
put her 94 put his 718
put old 129 put and 211
put bed 340 put car 182
put lap 100 put own 66
put path 58 put way 42
put bag 57 put bath 190
put bed 891 put big 173
put box 511 put cab 217
put car 1866 put earth 49
put lead 212 put new 49
put old 99 put path 86
put pen 102 put pie 223
put pit 61 put pot 74
put seat 227 put sun 200
put swing 47 put top 305
put tub 308 put van 150
put way 1647 put and 62
put bed 168 put lap 245
put air 245 put bed 2046
put bus 515 put car 87
put cot 48 put hot 81
put lead 55 put map 329
put new 59 put path 264
put pot 51 put run 56
put seat 159 put team 60
put top 228 put way 81
put you 40 put his 72
put her 65 put his 143
put one 43 put her 82
put his 150 put all 96
put going 50 put her 46
put that 541 put this 877
put age 50 put end 194
put head 5350 put top 2366
put ark 95 put arm 59
put easy 42 put ill 101
put old 209 put all 51
put and 289 put bed 248
put car 290 put lap 134
put own 117 put path 46
put bad 90 put bag 284
put bath 239 put bed 467
put big 256 put bin 42
put bow 57 put box 1258
put cab 150 put can 148
put car 2257 put cot 41
put dog 109 put earth 226
put end 44 put gas 117
put head 61 put hen 43
put hot 148 put job 91
put jug 51 put lead 821
put mud 48 put new 77
put old 128 put one 185
put path 187 put pen 242
put pit 258 put pot 201
put rear 270 put red 115
put seat 202 put sky 61
put sun 310 put team 46
put top 1339 put tub 411
put van 269 put war 53
put way 8115 put hang 150
put ass 95 put old 62
put and 129 put bed 161
put head 42 put lap 317
put air 1135 put bed 2645
put big 83 put box 149
put bus 455 put car 53
put cot 76 put earth 89
put end 56 put far 106
put hot 90 put ice 90
put job 262 put lead 227
put long 166 put map 800
put mat 115 put old 170
put path 770 put pay 244
put pot 94 put run 190
put seat 173 put team 159
put top 412 put use 100
put way 506 put his 74
put that 50 put this 119
put you 137 put oath 47
put ban 113 put death 84
put his 285 put our 50
put her 121 put his 521
put one 78 put our 90
put his 135 put top 81
put all 131 put ask 43
put doing 82 put his 117
put that 1232 put this 1413
put her 964 put his 422
put her 121 put her 57
put his 42 put and 150
put head 80 put earth 116
put pot 51 put head 46
put way 66 put end 82
put and 44 put bad 42
put fear 96 put idea 1816
put long 320 put low 71
put man 350 put new 121
put odd 50 put old 120
put two 42 put use 165
put way 426 put long 46
put plea 46 put and 42
put day 56 put end 756
put car 106 put head 626
put end 73 put top 45
put way 184 put men 140
put own 206 put big 57
put men 112 put new 133
put old 80 put two 555
put head 45 put path 69
put top 301 put for 49
put was 59 put end 777
put idea 100 put way 125
put old 58 put all 63
put than 61 put own 54
put air 125 put bbc 505
put big 106 put east 55
put fbi 57 put idea 81
put man 54 put men 73
put new 1178 put old 96
put red 132 put sun 505
put two 293 put war 65
put way 218 put did 53
put does 45 put had 41
put air 92 put sun 2323
put year 56 put for 43
put head 1003 put own 257
put way 683 put ban 119
put bay 43 put car 145
put law 286 put sky 93
put war 751 put way 62402
put air 103 put bed 61
put ice 120 put not 71
put and 2367 put but 88
put for 1489 put than 68
put that 171 put they 96
put with 3349 put end 114
put head 54 put top 448
put head 270 put bag 148
put box 162 put car 48
put say 73 put air 317
put top 55 put her 84
put own 55 put way 168
put end 1631 put head 663
put top 1758 put area 78
put egg 47 put ice 91
put old 493 put out 93
put urn 234 put they 67
put you 52 put all 70
put they 51 put you 68
put and 77 put bag 474
put bed 452 put box 69
put car 279 put ears 77
put hat 105 put head 51
put lap 155 put own 233
put not 41 put that 119
put air 254 put area 46
put ark 457 put bag 1288
put bar 69 put bath 173
put bed 479 put big 353
put bin 338 put box 4524
put cab 51 put can 213
put car 1866 put cup 132
put dead 131 put dog 117
put earth 261 put egg 44
put gas 62 put gun 66
put hat 75 put hay 64
put head 52 put hot 553
put hut 59 put ice 358
put jar 270 put lead 346
put log 54 put long 119
put man 85 put new 238
put oil 125 put old 253
put one 140 put pan 563
put path 210 put pen 215
put pit 104 put pot 978
put rear 308 put red 116
put seat 67 put shoe 43
put sky 295 put sun 1912
put tin 106 put top 1422
put toy 90 put tub 246
put two 217 put urn 46
put van 261 put way 4020
put old 69 put she 167
put they 138 put you 45
put all 276 put was 64
put they 66 put you 111
put her 40 put his 70
put with 45 put and 207
put bed 138 put head 236
put lap 81 put own 131
put not 41 put off 218
put that 251 put air 770
put bar 235 put bed 2881
put big 135 put box 89
put boy 47 put bus 239
put car 157 put earth 288
put end 250 put fat 59
put head 170 put hob 98
put hot 271 put ice 235
put job 205 put lid 46
put long 73 put low 106
put man 58 put map 1082
put mat 57 put new 121
put old 90 put one 42
put path 693 put pay 52
put rear 51 put red 48
put run 192 put seat 307
put team 41 put top 1896
put two 595 put way 305
put web 295 put fry 43
put get 48 put his 47
put see 97 put this 42
put easy 46 put end 58
put use 72 put ban 54
put run 78 put seas 47
put use 177 put its 52
put all 46 put her 42
put his 156 put her 125
put his 450 put neat 45
put one 93 put our 135
put that 49 put his 71
put that 83 put that 90
put all 45 put dry 54
put her 114 put his 212
put that 214 put this 473
put that 99 put own 108
put way 47 put way 113
put end 109 put head 89
put top 418 put bag 83
put own 70 put box 65
put car 93 put ask 69
put say 1603 put tab 56
put air 122 put top 103
put bed 202 put end 57
put you 45 put you 65
put men 70 put ears 71
put end 78 put head 631
put top 1338 put and 119
put bed 95 put car 61
put path 91 put way 52
put bath 59 put bed 52
put big 133 put box 144
put can 160 put car 342
put hot 76 put job 50
put lead 159 put new 53
put old 65 put path 90
put pen 105 put pit 65
put red 71 put top 564
put tub 98 put van 48
put way 6249 put and 47
put air 261 put bed 132
put bus 405 put car 57
put day 169 put earth 88
put hot 62 put job 91
put map 344 put path 961
put pay 108 put run 44
put team 76 put top 262
put way 334 put her 82
put him 189 put one 77
put that 97 put this 214
put use 43 put our 55
put you 137 put his 58
put one 83 put our 66
put that 42 put that 40
put all 210 put that 856
