page shown and see what 48
pool where you can swim 147
poor beasts had not been 53
poor child can not help 44
poor child did not care 52
poor child did not have 42
poor child did not know 224
poor child did not live 47
poor child does not even 86
poor child does not know 157
poor child had not been 61
poor child has not been 62
poor child than all other 44
poor child was put into 83
poor child who had been 112
poor child who has been 56
poor class cut off from 52
poor clive saw and heard 83
poor crazy ark has been 48
poor cynthia and her four 58
poor devil can not pass 95
poor devil did not have 44
poor devil did not know 87
poor devil does not know 64
poor devil for being like 55
poor devil who had been 191
poor devil who had come 53
poor devil who had nothing 45
poor devil who has been 248
poor ellen that has kept 79
poor father and our great 44
poor father did not have 47
poor father did not know 83
poor father did not live 43
poor father was far gone 126
poor flora was far from 58
poor folks can not make 110
poor fools god nor their 41
poor friars can not call 83
poor girls who had been 83
poor horse can not take 120
poor horse with his load 117
poor housing and ill health 70
poor mother and thou have 65
poor mother did her best 45
poor mother did not have 41
poor mother did not know 104
poor mother does not know 142
poor mother who had been 43
poor mother who had lost 48
poor nation that was free 100
poor people and they have 58
poor people are far more 43
poor people are not able 206
poor people are not lazy 43
poor people are not only 150
poor people are not poor 41
poor people are thus losing 57
poor people bear are most 58
poor people can not even 213
poor people can not find 43
poor people can not give 47
poor people can not have 63
poor people can not help 56
poor people dead with their 81
poor people did not even 50
poor people did not have 342
poor people did not know 236
poor people may not have 45
poor people not being able 43
poor people oft did pine 121
poor people than any other 101
poor people that had been 49
poor people that ran from 40
poor people that they have 52
poor people that they were 66
poor people who are aged 619
poor people who are also 52
poor people who are living 109
poor people who are most 43
poor people who are sick 59
poor people who are trying 57
poor people who are very 73
poor people who had been 1115
poor people who had come 227
poor people who had fled 56
poor people who had gone 42
poor people who had lost 159
poor people who had nothing 191
poor people who may have 41
poor place you are come 213
poor seamen dead and gone 110
poor shall not bear more 84
poor slave who had been 47
poor souls that had gone 89
poor souls who had been 174
poor souls who had lost 44
poor stick and that will 61
poor stork who was left 40
poor until they are past 134
poor wench that had been 45
poor where they are rich 65
poor widow has put more 760
poor widow who had been 145
poor widow who had lost 64
poor widow who had only 57
poor widow with for their 69
poor woman and her baby 93
poor woman did not even 96
poor woman did not have 121
poor woman did not know 328
poor woman does not have 73
poor woman does not know 86
poor woman had her hand 71
poor woman had not been 105
poor woman has not been 45
poor woman that had been 40
poor woman was his wife 62
poor woman was not able 41
poor woman who had been 1096
poor woman who had come 157
poor woman who had died 50
poor woman who had just 159
poor woman who had lost 243
poor woman who had nothing 52
poor woman who had only 93
poor woman who had three 58
poor woman who has been 242
poor woman who has just 49
poor woman who has lost 117
poor woman who was boxing 87
poor woman who was here 74
poor woman who was very 61
poor woman with her milk 53
poor women and men from 43
poor women can not give 52
poor women did not have 70
poor women did not know 55
poor women that has ever 64
poor women who had been 143
poor women who had seen 55
poor yates saw him coming 85
pope urban did not live 40
pork which has not been 103
port bound for any port 130
port could run him down 42
port under her own steam 249
port under its own steam 56
port where they had been 61
port where they had last 159
port which they had left 49
post longer than any other 209
post until his death from 41
post where they had been 61
post which had not been 83
post which has not been 57
post which they had been 115
post world war two years 94
post would bring this line 112
pots where they are sunk 51
pour money and men into 42
pray daily for each other 62
pray daily for his soul 44
pray daily that god will 137
pray every day for their 79
pray every day for your 134
pray where did you walk 40
prey waiting for this sign 47
prior dealings with each other 52
pump water with one hand 51
pure indian meal and salt 184
pure metal and one part 47
pure metal being too soft 48
pure reason are all made 44
pure reason that can give 43
pure scorn for his race 60
pure water that has been 66
pure white but her eyes 52
pure white head and neck 86
pure white head and tail 71
pure women may not look 89
