page to say her ladyship 46
prior to its being accepted 41
prior to its being actually 58
prior to its being declared 106
prior to one and posterior 43
pull in any one direction 110
pull in his own direction 45
pull it out with tweezers 107
pump of his own invention 79
pure as she was beautiful 141
push on with all possible 728
puts on all his auxiliary 349
