packed in boxes or bags 41
partly the cause of such 124
partly the cause of their 372
partly the cause of these 73
partly the cause of your 89
partly the fault of their 86
partly the fault of those 93
partly to avoid the risk 105
partly to blame as well 171
partly to cover the cost 58
passed an evening at home 50
passed an evening of such 48
passed as though it were 189
passed at about the same 357
passed at about the time 57
passed by while we were 41
passed he began to feel 118
passed he began to look 41
passed he began to think 59
passed in about an hour 82
passed in drawing it from 76
passed in front of some 79
passed in front of their 731
passed in front of these 95
passed in front of those 47
passed in front of your 66
passed in order to curb 41
passed in order to gain 89
passed in order to give 862
passed in order to have 65
passed in order to help 151
passed in order to keep 219
passed in order to make 680
passed in order to meet 195
passed in order to reach 700
passed in order to save 107
passed in sight of cape 115
passed in sight of land 43
passed in spite of their 184
passed in times of great 124
passed in which the only 45
passed in which we have 86
passed in which we were 40
passed it again the other 185
passed it began to look 66
passed it began to seem 48
passed it would be well 43
passed me about an hour 47
passed on after the rest 55
passed on board the ship 49
passed or order so made 371
passed so close to some 80
passed the bloom of youth 159
passed the breach in their 80
passed the change of life 119
passed the court we came 46
passed the creek or cove 85
passed the doors of many 45
passed the doors of their 42
passed the evening at home 368
passed the evening at miss 70
passed the evening at will 130
passed the evening in reading 197
passed the first of four 54
passed the first of many 200
passed the first of these 209
passed the first of three 203
passed the first of what 78
passed the fourth of july 76
passed the front of their 52
passed the gates of rome 40
passed the ghost of your 42
passed the hours in reading 55
passed the hours of their 41
passed the house by more 50
passed the house by only 289
passed the house by vote 69
passed the house in early 62
passed the house in july 182
passed the house in june 152
passed the house in late 96
passed the house in their 65
passed the house on july 405
passed the house on june 611
passed the house on their 122
passed the house the next 48
passed the house the same 71
passed the house the very 40
passed the limit of their 104
passed the limit of three 50
passed the limit of what 73
passed the months of july 41
passed the months of june 46
passed the morning in making 44
passed the morning in reading 79
passed the morning of life 56
passed the night as best 103
passed the night as well 208
passed the night at their 144
passed the night in arms 66
passed the night in camp 81
passed the night in deep 71
passed the night in great 779
passed the night in making 155
passed the night in much 103
passed the night in peace 98
passed the night in reading 98
passed the night in some 166
passed the night in songs 136
passed the night in such 201
passed the night in tears 232
passed the night in their 371
passed the night in these 74
passed the night in town 68
passed the night in trying 41
passed the night of july 83
passed the night of june 89
passed the night on deck 119
passed the night on some 44
passed the night on their 76
passed the night on these 90
passed the night so early 50
passed the night so foul 55
passed the ordeal of fire 55
passed the ordeal of such 121
passed the ordeal of their 82
passed the ordeal of time 52
passed the order to their 42
passed the period of life 199
passed the period of their 258
passed the period of youth 254
passed the point in life 44
passed the point of caring 64
passed the point of land 43
passed the point of mere 45
passed the point of self 50
passed the point of their 46
passed the porch of life 95
passed the prime of life 2887
passed the prime of their 99
passed the prime of youth 82
passed the queen of even 49
passed the rhine at fort 128
passed the river in their 43
passed the river in three 42
passed the river the last 40
passed the ruins of fort 76
passed the ruins of many 42
passed the ruins of some 128
passed the ruins of three 76
passed the ruins of what 59
passed the season of youth 66
passed the stage of asking 45
passed the stage of early 52
passed the stage of having 42
passed the stage of mere 338
passed the stage of pure 41
passed the stage of theory 56
passed the stage of youth 46
passed the tests of time 69
passed the whole of last 88
passed the whole of lent 68
passed the whole of their 314
passed the zenith of life 80
passed the zenith of their 500
passed to amend the laws 72
passed to carry it into 231
passed to carry the same 148
passed to change the name 55
passed to limit the fees 64
passed us while we were 254
passed we shall be able 42
passes in front of their 125
passes in front of your 301
passes in order to reach 229
passes or fails the test 260
passes or fails to pass 161
passes the limit of truth 63
passes the power of heart 52
passes the torch of life 69
passes the whole of life 66
passion as awoke me from 58
passion as though it were 64
passion by which the mind 131
passion he seems to have 61
passion in order to make 67
passion in which he said 90
passion in which the mind 74
passion in which the soul 42
passion is known to break 72
passion of falling in love 82
passion of peter the great 49
passion of which he only 48
passion of which he said 44
passion of which the mind 175
passion of which we speak 188
passion to enter my heart 40
passion to serve the lord 43
passion to usurp thy brow 118
passion to which he gave 52
pasted the sheet in such 47
pastor in every of those 40
pastor to trust the lord 42
pastry to allow the steam 45
patent or grant of such 52
pathway by which the mind 61
patriot king would at once 73
patron is bound to take 85
patron of learning as well 54
paused as though he were 159
paused as though in deep 60
paused as though to give 52
paused as though to make 40
paused in front of some 41
paused in front of their 62
paused in order to give 111
paused to allow the full 70
paused to catch my breath 900
paused to close the door 159
paused to count the cost 106
paused to enjoy the view 86
paused to light my pipe 47
paused to study my face 43
pauses to allow the user 51
peasant in order to keep 52
pebble or grain of sand 115
pebble or piece of wood 54
pebble the working of laws 56
pegged the price of gold 199
pegged the value of their 80
pellet by tapping the tube 44
pelvis to enter the thigh 81
pencil as though it were 96
pencil in front of your 71
pencil in order to draw 51
pencil in order to make 70
pencil of light is used 73
pencil on paper is also 56
pencil or brush in hand 78
pencil or piece of wood 54
pencil or swept the string 72
pencil to swell the flat 42
pencil to write it down 181
pension on which to live 138
pension to about the same 43
pension to which we come 78
peopled at about the same 75
peopled by herds of poor 46
peopled by hosts of living 64
peoples by force of arms 151
peoples in order to find 42
peoples in order to gain 46
peoples in order to give 45
peoples in order to keep 40
peoples in order to make 155
peoples in spain or gaul 58
peoples in spite of their 57
peoples in terms of their 369
peoples of russia to free 314
peoples of russia to self 208
peoples of which we have 139
peoples the right of self 266
peoples the right to self 230
peoples to stand on their 65
pepper as white as snow 59
pepper to taste to make 212
perils by which we were 66
perils in which we find 57
perils to which the last 40
perils to which the union 40
perils to which we have 53
perils to which we were 74
periods as short as five 121
periods as short as four 44
periods as short as three 230
periods at about the same 43
periods at which the mind 40
periods at which the more 45
periods he seems to have 46
periods in order to find 74
periods in order to gain 70
periods in order to give 125
periods in order to have 91
periods in order to help 43
periods in order to keep 101
periods in order to learn 47
periods in order to make 232
periods in order to meet 146
periods in order to reach 60
periods in order to save 42
periods in order to show 85
periods in order to take 85
periods in search of work 46
periods in terms of their 121
periods in terms of years 95
periods in which at least 83
periods in which so great 44
periods in which the body 89
periods in which the cash 53
periods in which the cost 95
periods in which the data 76
periods in which the firm 177
periods in which the great 72
periods in which the jews 48
periods in which the land 71
periods in which the main 55
periods in which the moon 129
periods in which the most 258
periods in which the rate 195
periods in which the same 73
periods in which the wind 50
periods in which the work 129
periods in which to make 75
periods in which to work 62
periods in which we find 43
periods in which we have 197
periods in which we were 60
periods is about the same 90
periods it seems to have 63
periods of about an hour 224
periods of about the same 103
periods of growth as well 59
periods of hours or days 328
periods of hours or even 104
periods of hours to days 200
periods of months or even 351
periods of months or more 83
periods of months or years 1284
periods of months to years 423
periods of sleep or rest 97
periods of study in other 42
periods of weeks or even 177
periods of weeks to years 70
periods of which we have 910
periods of which we know 110
periods the curse of rome 50
periods to which we have 141
perish by reason of their 84
perish in order to make 91
perish in order to save 178
perish the first in their 54
perish the world in fire 116
permit an alien to land 51
permit in order to make 141
permit in order to take 50
permit in order to work 151
permit me again to thank 51
permit me again to wish 45
permit no light to pass 52
permit no woman to teach 2522
permit or allow the same 248
permit the author to make 51
permit the banks to make 90
permit the blood to flow 659
permit the blood to pass 342
permit the board to find 58
permit the board to make 51
permit the boats to pass 50
permit the buyer to make 66
permit the buyer to take 128
permit the child to feel 123
permit the child to form 42
permit the child to gain 57
permit the child to grow 81
permit the child to have 196
permit the child to learn 194
permit the child to leave 50
permit the child to live 98
permit the child to make 135
permit the child to move 116
permit the child to pass 89
permit the child to play 72
permit the child to stay 50
permit the child to take 157
permit the child to work 55
permit the court to draw 54
permit the court to find 122
permit the court to make 243
permit the court to take 94
permit the drawing of some 53
permit the enemy to make 77
permit the engine to turn 40
permit the entry of more 193
permit the entry of other 46
permit the entry of such 154
permit the entry of these 66
permit the facts to speak 45
permit the fetus to pass 47
permit the fluid to flow 131
permit the fluid to pass 128
permit the gases to pass 49
permit the gates of hell 48
permit the godly to slip 102
permit the grass to grow 87
permit the group to make 50
permit the growth of many 119
permit the growth of more 43
permit the growth of most 49
permit the growth of only 92
permit the growth of other 81
permit the growth of some 71
permit the growth of such 162
permit the growth of these 137
permit the guest to tuck 75
permit the holding of free 44
permit the house to vote 67
permit the issue of such 45
permit the judge to make 59
permit the levying of anti 46
permit the light to fall 56
permit the light to pass 271
permit the mayor of your 112
permit the meeting to take 41
permit the metal to flow 96
permit the mother to have 52
permit the negro to vote 43
permit the owner of land 53
permit the owner to make 68
permit the owner to sell 42
permit the owner to take 55
permit the party to make 161
permit the people of south 355
permit the people to form 40
permit the people to have 110
permit the people to live 70
permit the people to make 71
permit the people to take 72
permit the people to vote 94
permit the reader to draw 137
permit the reader to find 74
permit the reader to form 159
permit the reader to gain 70
permit the reader to know 48
permit the reader to make 242
permit the reader to move 80
permit the reader to reach 40
permit the reader to take 40
permit the roots to grow 40
permit the seeds of race 714
permit the seeds to pass 40
permit the sharing of data 51
permit the smoke to pass 47
permit the sound to pass 47
permit the state to make 137
permit the state to take 112
permit the study of many 46
permit the study of their 40
permit the study of these 56
permit the tides to clean 56
permit the train to take 42
permit the trees to grow 50
permit the trier of fact 655
permit the urine to flow 72
permit the urine to pass 57
permit the valve to open 69
permit the voter to vote 63
permit the water to come 65
permit the water to flow 843
permit the water to pass 349
permit the water to reach 92
permit the water to rise 74
permit the weather to have 55
permit the wedding to take 42
permit the woman to work 45
permit the women to take 42
permit the world to know 324
permit the world to live 120
permit to engage in such 238
permit to engage in these 53
permit to enter the city 179
permit to enter the park 45
permit us often to meet 57
person as could be seen 48
person as ought to have 46
person as owner of such 113
person as though he were 598
person as though it were 205
person at about the same 122
person at table to whom 43
person at which the work 91
person be found to have 42
person be moved to make 321
person by force of arms 72
person by force or threat 303
person by looking at their 53
person by reason of having 249
person by reason of race 296
person by reason of such 1641
person by reason of their 98
person by telling the truth 157
person by words or other 68
person he loved the most 428
person he loves the most 66
person he meets is just 57
person he ought to have 63
person he seems to have 164
person he wants to talk 68
person he would be able 52
person in arabia of cold 41
person in danger of losing 57
person in either of these 97
person in either of those 58
person in favor of whom 94
person in front of whom 129
person in israel to know 40
person in order to come 49
person in order to cure 46
person in order to draw 47
person in order to feel 179
person in order to find 212
person in order to gain 315
person in order to give 455
person in order to have 370
person in order to help 294
person in order to keep 321
person in order to kill 56
person in order to know 136
person in order to learn 133
person in order to live 78
person in order to love 46
person in order to make 914
person in order to meet 81
person in order to move 44
person in order to reach 112
person in order to save 626
person in order to sell 70
person in order to show 1424
person in order to speak 70
person in order to stop 59
person in order to take 137
person in order to teach 43
person in order to treat 64
person in order to work 77
person in paris he took 40
person in quite the same 47
person in search of health 40
person in search of truth 45
person in spite of what 60
person in terms of some 74
person in terms of such 119
person in terms of their 311
person in terms of these 50
person in terms of what 537
person in terms of your 41
person in times of need 47
person is about the same 84
person is about to come 58
person is about to have 62
person is about to leave 243
person is about to lose 45
person is about to make 139
person is about to speak 43
person is about to take 106
person is asked the same 72
person is asked to come 62
person is asked to draw 161
person is asked to fill 54
person is asked to give 249
person is asked to hold 63
person is asked to leave 63
person is asked to list 78
person is asked to look 88
person is asked to make 362
person is asked to move 55
person is asked to name 198
person is asked to pick 64
person is asked to play 65
person is asked to rank 113
person is asked to rate 196
person is asked to sign 84
person is asked to speak 70
person is asked to take 186
person is asked to talk 51
person is asked to tell 244
person is asked to think 174
person is aware of having 123
person is aware of only 120
person is aware of seeing 43
person is aware of self 40
person is aware of some 66
person is aware of such 41
person is aware of their 135
person is aware of these 124
person is aware of what 651
person is aware of your 47
person is bound to feel 90
person is bound to give 187
person is bound to have 129
person is bound to hold 44
person is bound to keep 56
person is bound to know 159
person is bound to make 211
person is bound to obey 80
person is bound to take 281
person is engaging in such 184
person is found to have 1075
person is given the name 72
person is given the same 99
person is given the task 47
person is known by more 62
person is known to have 1512
person is liable in tort 58
person is liable to fall 136
person is liable to have 81
person is liable to make 121
person is liable to pass 138
person is liable to such 281
person is named as having 157
person is never the same 98
person is often the best 85
person is often the last 107
person is often the most 137
person is really the same 257
person is right or left 115
person is right or wrong 203
person is saved by faith 74
person is short of breath 72
person is shown to have 327
person is speaking the truth 74
person is still of much 43
person is still the same 85
person is taken to have 168
person is telling the truth 965
person is under no duty 110
person is under the care 92
person is willing or able 114
person is willing to come 44
person is willing to face 45
person is willing to give 765
person is willing to have 106
person is willing to help 93
person is willing to learn 81
person is willing to live 51
person is willing to make 582
person is willing to risk 109
person is willing to seek 121
person is willing to sell 116
person is willing to take 533
person is willing to talk 150
person is willing to tell 44
person is willing to wait 49
person is willing to work 352
person is worthy of their 49
person is worthy of your 46
person it might be just 45
person it would be hard 109
person of about the same 139
person of either of these 50
person of george the third 181
person of henry the sixth 47
person of jesus we have 82
person of peter the great 294
person on board of such 82
person on board the boat 122
person on board the said 42
person on board the ship 1705
person on board to whom 45
person on where to meet 72
person or agent of such 67
person or agent to whom 43
person or court to take 78
person or danger of laws 115
person or event in your 56
person or group in need 47
person or group in such 50
person or group in your 61
person or group is able 116
person or group is made 46
person or group is more 128
person or group is trying 86
person or group on whom 57
person or group to have 85
person or group to make 131
person or group to take 91
person or group to whom 594
person or party to whom 153
person or people in your 72
person or people to whom 262
person or place is such 109
person or place to whom 46
person or point of view 157
person so cited or made 98
person so proving the same 53
person so serving is duly 44
person the cause of their 90
person the power to hurt 41
person the power to make 188
person the right of self 175
person the right to give 72
person the right to have 182
person the right to hold 56
person the right to kill 59
person the right to know 48
person the right to life 41
person the right to live 86
person the right to make 309
person the right to seek 57
person the right to sell 66
person the right to speak 87
person the right to take 119
person the right to vote 501
person the right to work 91
person the state of their 96
person the value of such 90
person the whole or part 131
person to appear in arms 77
person to apply the term 83
person to begin the work 40
person to carry it into 112
person to carry on such 101
person to claim the same 81
person to claim to have 53
person to close the door 52
person to cover the cost 48
person to cross the road 60
person to engage in acts 41
person to engage in self 174
person to engage in some 134
person to engage in such 721
person to engage in what 74
person to enter or leave 299
person to enter the land 92
person to enter the pool 40
person to enter the room 375
person to enter the same 59
person to enter the ship 56
person to focus on what 123
person to offer or sell 355
person to offer to sell 124
person to repeat the same 46
person to serve as their 43
person to serve as vice 51
person to serve as your 80
person to share my life 112
person to spell the name 41
person to spend the rest 112
person to spread the word 89
person to stand in your 75
person to visit the site 46
person to write it down 41
person to write the book 143
person to write the life 67
person to write the name 50
person to write the word 44
person we adore the most 43
pewter to stand on their 41
phases in order to make 110
phases in terms of their 85
phases of which we have 92
phoned my father to tell 40
phoned my mother to tell 70
photon is never at rest 46
phrase as though it were 238
phrase in order to give 59
phrase in order to make 92
phrase in order to show 41
phrase in which he says 72
phrase in which the noun 71
phrase in which the term 50
phrase in which the word 421
phrase of which he made 69
phrase to please the very 40
phrase to refer to those 40
phrase to which we must 52
picked the child up from 52
picked the girls up from 59
picked the knife up from 59
picked the paper up from 43
picked the phone up from 66
picked the story up from 65
picked up about an hour 72
picked up about it from 49
picked up about the barn 48
picked up about the same 56
picked up about the town 54
picked up after an hour 43
picked up after the last 47
picked up after the third 139
picked up again the next 94
picked up again to reach 48
picked up beneath the same 141
picked up facts at third 41
picked up girls in bars 90
picked up later by other 50
picked up later by some 44
picked up rocks to throw 74
picked up since he came 54
picked up since the last 47
picked up under the feet 82
picked up until the next 78
picked up where he left 1355
picked up where it left 298
picked up where the last 81
picked up where the other 79
picked up where we left 474
picked up while we were 42
picked up within an hour 54
picked up within the hour 97
picked up within the next 45
pieces as often as ever 44
pieces as though he were 47
pieces as though it were 74
pieces at about the same 47
pieces by birds of prey 48
pieces he seems to have 168
pieces in front of their 116
pieces in front of your 44
pieces in order to find 151
pieces in order to gain 45
pieces in order to give 86
pieces in order to have 83
pieces in order to keep 72
pieces in order to learn 54
pieces in order to make 402
pieces in order to save 64
pieces in order to show 47
pieces in order to take 40
pieces in place to make 59
pieces in terms of their 62
pieces in which he took 50
pieces in which he used 45
pieces is found to have 45
pieces is known to have 57
pieces of about an inch 355
pieces of about the same 296
pieces of about the size 245
pieces of brass or iron 136
pieces of brass or other 42
pieces of clothing or other 58
pieces of dough the size 149
pieces of eight in gold 270
pieces of eight in ready 139
pieces of eight the more 148
pieces of flesh in their 73
pieces of flint or other 73
pieces of glass in their 98
pieces of glass or other 158
pieces of glass to form 105
pieces of glass to make 43
pieces of green or blue 63
pieces of ivory or bone 143
pieces of ivory or wood 73
pieces of leather or cloth 104
pieces of leather or other 55
pieces of metal by fusing 76
pieces of metal by heating 291
pieces of metal by means 221
pieces of metal in their 57
pieces of metal or bone 88
pieces of metal or other 241
pieces of metal or wood 320
pieces of metal to form 54
pieces of metal to hold 42
pieces of metal to make 79
pieces of money in great 42
pieces of money is four 48
pieces of money or other 62
pieces of money to make 116
pieces of mother of pearl 481
pieces of music at once 46
pieces of music in their 56
pieces of music to play 75
pieces of nearly the same 56
pieces of paper as there 58
pieces of paper as well 45
pieces of paper at once 73
pieces of paper in half 405
pieces of paper in their 334
pieces of paper in your 176
pieces of paper on their 71
pieces of paper on your 74
pieces of paper or card 348
pieces of paper or cloth 195
pieces of paper or other 256
pieces of paper or silk 52
pieces of paper or wood 92
pieces of paper the same 128
pieces of paper the size 180
pieces of paper to draw 58
pieces of paper to form 63
pieces of paper to give 50
pieces of paper to keep 54
pieces of paper to make 302
pieces of paper to other 44
pieces of paper to show 75
pieces of paper to their 67
pieces of paper we call 41
pieces of plate we find 70
pieces of poetry by heart 105
pieces of shell in their 40
pieces of slate or other 45
pieces of slate or tile 48
pieces of steel or iron 204
pieces of stone or iron 67
pieces of stone or other 105
pieces of stone or rock 49
pieces of stone or tile 53
pieces of stone or wood 203
pieces of which he threw 112
pieces of which the bone 88
pieces of which the most 49
pieces of which we have 136
pieces of writing as well 87
pieces of writing he ever 45
pieces of writing in their 64
pieces of writing in your 59
pieces of writing to come 103
pieces of writing we have 40
pieces or necks of land 46
pieces to about the length 42
pieces to which he gave 44
pieces to which the name 46
pieces to which we have 47
pierce in order to reach 73
pierce the flesh of their 163
pierce the gland to join 42
pierce the hearts of many 41
pierce the hearts of their 46
pierce the hearts of those 58
pierce the lobes of their 65
pierce the walls of their 51
pierce the woods of their 41
piercing the depths of life 119
pillar of cloud or fire 413
pillar of cloud to show 72
pillar on which the cock 114
pillow as though it were 122
pillow on which he laid 44
pillow on which he lays 73
pillow on which to rest 334
piously to offer to those 96
pistol at about the same 44
pistol he holds is also 107
piston to force it down 55
placed an agent in such 59
placed an order to sell 127
placed as shown in figs 79
placed as though it were 71
placed at about the same 499
placed at about the time 58
placed at nearly the same 67
placed by force of arms 172
placed by reason of their 68
placed in about the same 207
placed in boxes of sand 52
placed in danger of life 49
placed in danger of losing 102
placed in either of these 502
placed in either the left 79
placed in front of many 75
placed in front of other 132
placed in front of some 230
placed in front of such 488
placed in front of their 1001
placed in front of these 496
placed in front of those 232
placed in front of three 86
placed in front of what 48
placed in front of your 324
placed in homes of their 47
placed in issue by other 50
placed in nearly the same 562
placed in order of date 89
placed in order of rank 199
placed in order of size 161
placed in order of their 436
placed in order of time 94
placed in order to form 131
placed in order to give 215
placed in order to have 146
placed in order to keep 124
placed in order to make 243
placed in order to reach 45
placed in order to take 50
placed in peril of their 44
placed in point of time 68
placed in quite the same 49
placed in terms of their 185
placed in water as soon 113
placed in water at room 178
placed in water it will 184
placed in water or other 68
placed in water to keep 59
placed in water to soak 55
placed it about the neck 44
placed it round my neck 121
placed it round the body 65
placed it round the neck 153
placed it under my left 42
placed it under the aegis 57
placed it under the care 477
placed it under the eyes 47
placed it under the heading 50
placed it under the rule 106
placed it under the same 70
placed it under the skin 40
placed it under the tree 124
placed it under the wall 48
placed it within the reach 343
placed me under the care 218
placed no limit on their 44
placed no merit in vows 58
placed no value on their 83
placed on about the same 87
placed on board the boat 113
placed on board the brig 173
placed on board the cars 88
placed on board the same 51
placed on board the ship 631
placed on either of these 134
placed on either the left 53
placed on farms of their 58
placed on getting to know 95
placed on nearly the same 121
placed on women by their 89
placed the ashes in urns 60
placed the ashes of their 64
placed the author at once 60
placed the blame on their 79
placed the blame on those 42
placed the bones of their 47
placed the child at risk 60
placed the crown on your 125
placed the glass of wine 50
placed the lives of many 40
placed the lodge or tent 54
placed the names of some 50
placed the names of those 128
placed the palms of their 109
placed the piece of wood 91
placed the plate of food 98
placed the power of life 79
placed the right to vote 45
placed the scene of these 45
placed the soles of their 84
placed the stamp of their 126
placed the story on page 72
placed the value of these 42
placed the whole of their 175
placed the whole to soak 218
placed to catch the rain 95
placed to guard it from 45
placed to guard the door 43
placed to right or left 45
placed to scour the pass 61
placed to sleep on their 83
placed to sweep the pass 52
placed us above the rest 81
places an order to sell 273
places as might be least 47
places as might be most 113
places as shall be most 285
places at about the same 1084
places at nearly the same 83
places at which he will 82
places at which it will 54
places at which the hand 50
places at which the poll 48
places at which the said 61
places at which the same 165
places at which the ship 115
places at which to dine 42
places at which to stay 83
places at which to stop 57
places at which we have 83
places at which we were 58
places by force of arms 61
places by reason of their 73
places he likes to what 49
places he makes no cast 45
places he makes the same 41
places he seems to have 438
places in about the same 46
places in front of their 329
places in nearly the same 56
places in order of their 54
places in order to fill 40
places in order to find 266
places in order to gain 79
places in order to give 193
places in order to have 172
places in order to help 74
places in order to keep 196
places in order to learn 62
places in order to make 525
places in order to meet 89
places in order to reach 62
places in order to save 83
places in order to seek 40
places in order to sell 65
places in order to show 84
places in order to take 128
places in order to wrong 46
places in quest of food 46
places in search of food 298
places in search of health 135
places in search of jobs 117
places in search of prey 40
places in search of rest 71
places in search of their 48
places in search of work 252
places in spite of their 64
places in terms of their 341
places in which it will 84
places in which the body 94
places in which the gods 167
places in which the great 66
places in which the jews 77
places in which the most 346
places in which the name 190
places in which the only 103
places in which the other 45
places in which the poor 45
places in which the said 382
places in which the same 256
places in which the soil 46
places in which the term 101
places in which the text 70
places in which the very 62
places in which the word 540
places in which the work 129
places in which the young 78
places in which to bury 75
places in which to find 530
places in which to fish 82
places in which to give 58
places in which to grow 317
places in which to have 124
places in which to hide 1366
places in which to hold 233
places in which to hunt 81
places in which to keep 744
places in which to learn 290
places in which to linger 123
places in which to live 14796
places in which to look 501
places in which to make 342
places in which to meet 454
places in which to nest 45
places in which to pass 155
places in which to play 707
places in which to pray 69
places in which to rest 118
places in which to seek 177
places in which to sell 97
places in which to shop 88
places in which to show 57
places in which to speak 46
places in which to stay 416
places in which to take 212
places in which to teach 293
places in which to think 56
places in which to view 43
places in which to walk 91
places in which to work 4064
places in which we feel 44
places in which we find 362
places in which we have 945
places in which we live 1718
places in which we were 179
places in which we work 115
places is about the same 50
places is known to have 42
places is nearly the same 40
places it could be seen 60
places it might be heard 97
places it seems to have 466
places it takes the form 56
places it under the heading 52
places it under the same 42
places it under the sign 40
places it where it will 69
places it within the reach 2516
places it within the realm 202
places it would be very 41
places me above the rest 112
places me above the want 40
places of abode of such 151
places of abode of their 49
places of abode of those 102
places of about the same 74
places of holding the same 79
places of honor in their 83
places of trust at home 48
places of which we have 417
places of which we know 130
places on board the ship 58
places on which the bread 90
places on which to grow 46
places on which to live 45
places the author at once 46
places the child at high 101
places the child at risk 929
places the coast is rock 224
places the fetus at risk 350
places the first of these 121
places the mother at risk 121
places the power in much 44
places the power of making 69
places the region of least 41
places the tidings of what 153
places the value of life 43
places the water is salt 100
places the water is very 44
places the woman at risk 175
places to carry on their 155
places to catch the fish 43
places to visit as well 87
places to visit in your 153
places to which he came 124
places to which he must 120
places to which he sent 48
places to which he took 48
places to which he went 235
places to which the jews 44
places to which the name 46
places to which the other 64
places to which the poor 50
places to which the rays 42
places to which the said 45
places to which the sick 101
places to which the term 235
places to which the young 181
places to which to move 60
places to which to send 46
places to which we have 622
places to which we went 91
places to which we were 311
plague is known to have 45
plague is spread by fleas 68
plague me about the lady 87
plague of james the sixth 41
plague of which we have 41
plains as dreary as those 47
plains in banks of snow 73
plains in search of food 515
plains in search of game 102
plains in search of gold 56
plains in search of other 40
plains in search of prey 91
plains in search of work 192
planes at which the wave 60
planes in order to make 68
planes of which we have 58
planes on which the shear 390
planet as though it were 67
planet at about the same 52
planet in order to make 83
planet in which we live 217
planet is about the same 62
planet is about the size 52
planet is known to have 68
planet of venus is full 73
planet of which we have 84
planet on which to live 109
planet on which we have 85
planet on which we live 7012
planks on which we were 62
planning in order to cope 117
planning in order to find 139
planning in order to give 123
planning in order to have 172
planning in order to help 136
planning in order to keep 154
planning in order to make 687
planning in order to meet 368
planning in order to reach 103
planning in order to take 101
planning in terms of their 172
planning in terms of time 41
planning in terms of what 172
planning is based on these 52
