pang that he must give 42
pay for the very best 332
pay for the very high 103
pay for the wide range 81
pay for the work done 2506
pay for the work from 96
pay for the work when 61
pay for the wrong done 40
pay her the last duty 45
pay him in their stead 75
pay him the next time 47
pay him the other half 47
pay him the rest when 45
pay him the said last 121
pay him the same toll 74
pay him the very high 49
pay him to stay away 40
pay him to take care 41
pay off as much debt 84
pay off at least part 101
pay off at least some 169
pay off at least three 41
pay off in five years 77
pay off in hard cash 85
pay off in many ways 580
pay off in more ways 99
pay off in other ways 368
pay off in three years 47
pay off or roll over 43
pay off the bank debt 95
pay off the bank loan 1184
pay off the debt during 95
pay off the debt early 83
pay off the debt from 169
pay off the debt over 97
pay off the debt owed 146
pay off the debt upon 62
pay off the debt when 290
pay off the great debt 120
pay off the heavy debt 118
pay off the huge debt 131
pay off the last debt 177
pay off the loan during 95
pay off the loan early 665
pay off the loan from 515
pay off the loan over 226
pay off the loan plus 138
pay off the loan when 206
pay off the loan will 41
pay out the last four 46
pay out the same only 235
pay out the same upon 173
pay them in full their 85
pay them the same rate 52
pay them the same wage 63
pay them to take care 50
pay this in less time 104
pay was to come from 63
pay was to have been 45
pay you the next time 81
pay you the other half 40
pay you the rest when 57
pay you the same rate 48
pay you to come here 81
pay you to have your 49
pay you to keep your 247
pay you to know more 315
pay you to look into 131
pay you to make sure 49
pay you to take care 131
pay you to take such 40
peak can be seen from 109
peak near the leading edge 189
peg near the back door 130
pen and my soul have 103
pen for the last time 1101
pen for the most part 57
pen out of their hand 67
pen out of your hand 56
pen with the longing eyes 73
pen with the same firm 68
per day at full load 59
per day at least three 45
per day in their diet 58
per day in your diet 65
per day of most nuts 60
per day of your stay 65
per day on most days 168
per day or even less 204
per day or even more 185
per day or more days 52
per day to break even 87
per day to meet their 83
per day to take care 56
per head on health care 42
per ton in free gold 60
per ton of cast iron 134
per ton of clean coal 64
per ton of coal from 129
per ton of coal sold 123
per ton of coal used 372
per ton of coal were 43
per ton of coal will 58
per ton of fuel used 58
per ton of iron made 647
per ton of test load 107
per ton or other unit 100
per year at full load 149
per year in cash flow 83
per year in five years 49
per year in health care 155
per year in most areas 73
per year in some areas 240
per year of cash flow 41
per year of paid leave 56
per year on health care 430
per year or even less 54
per year or even more 214
per year or other unit 49
per year or some other 51
per year to break even 175
per year to just over 51
per year to keep pace 51
per year to take care 112
per year to well over 80
pie pan or baking dish 51
pig and the wild boar 101
pig out on junk food 160
pig with the eyes shut 48
pin and the face like 41
pit and the miry clay 751
pit for the last time 50
pit two or three feet 131
pit was an oval pond 76
plea can be made when 41
plea for an open mind 44
plea that he must have 85
poem bear to their living 85
poem being in fact your 43
poem for the most part 82
poem for the next week 53
poem nor the least part 204
poem was to have been 225
poem with the same name 84
poem with the same theme 49
poet for the last time 74
poet for the most part 67
poet had in mind when 300
poet has in mind when 74
poet has no help from 57
poet has the last word 53
poet may be laid upon 50
poet not to have felt 109
poet thus to make free 193
poet who so well knew 56
poet with so much hold 42
poet with the same name 58
pop one in your mouth 143
pop out of their heads 896
pop out of your mouth 250
pop out the other side 210
pop them in your mouth 107
pot than the south more 109
pot with the left hand 62
pot with the other hand 91
pus may be seen coming 46
pus may be seen oozing 53
put all at once into 63
put all he knew into 145
put all my eggs into 137
put all my heart into 205
put all my life into 46
put all my soul into 114
put all my time into 170
put all of their eggs 661
put all of their faith 58
put all of these ideas 214
put all of these into 106
put all of your eggs 1044
put all of your faith 44
put all of your time 42
put all the data into 111
put all the eggs into 99
put all the food away 195
put all the food into 56
put all the hard work 54
put all the other rich 62
put all the rest away 75
put all the rest into 78
put all the toys away 93
put all the work into 81
put all we have into 41
put and the call have 108
put and to keep their 48
put any of these poor 50
put earth on their heads 116
put fear in your heart 91
put for the most part 145
put for the third time 52
put gas in their cars 73
put god in their debt 49
put her at great risk 62
put her at high risk 117
put her at once into 184
put her at once upon 60
put her at work sewing 44
put her in even more 140
put her in good stead 90
put her in some kind 115
put her in some sort 52
put her in such good 99
put her in your care 56
put her in your room 61
put her on some kind 69
put her so much back 92
put her to great pain 40
put her to some test 74
put him at great risk 68
put him at high risk 100
put him at last into 87
put him at once among 41
put him at once into 318
put him at once upon 158
put him in good heart 138
put him in good hope 46
put him in good stead 1023
put him in great good 97
put him in high good 325
put him in jail when 75
put him in mind what 189
put him in some fair 56
put him in some hope 91
put him in some kind 137
put him in some other 59
put him in some sort 56
put him in such good 543
put him in such high 44
put him in their debt 55
put him in very good 84
put him in your arms 60
put him in your debt 105
put him in your room 106
put him on sick leave 54
put him on some kind 88
put him on their list 96
put him on their side 40
put him on your list 100
put him so much from 227
put him to great pain 71
put him to hard work 99
put him to much pain 97
put him to other work 114
put him to some other 118
put him to such pain 128
put him to very great 154
put him to work full 40
put him to work here 48
put him to work making 124
put him to work when 52
put men of these kind 49
put men to work upon 94
put not thy hand into 91
put off in their boat 79
put off the boat till 47
put off the evil hour 2042
put off the great work 69
put off the hour when 50
put off the reaping from 40
put off the rest till 84
put off the shoes from 430
put off the third reading 54
put off the time when 379
put off the trial till 74
put off the walk till 118
put off the work till 44
put off thy shoes from 3457
put off to have more 46
put off to some other 179
put one in your mouth 148
put one in your room 44
put one of their best 47
put one of these into 136
put one of these keys 100
put one of these seats 65
put one of your best 49
put one of your feet 40
put out an eager hand 41
put out at having been 183
put out at third base 50
put out by some other 40
put out in book form 377
put out in your life 49
put out my left hand 171
put out my other hand 46
put out of mind those 66
put out of mind what 63
put out of mind when 47
put out of their heads 110
put out of their home 175
put out of their jobs 354
put out of their living 169
put out of their mind 419
put out of their pain 371
put out of their reach 255
put out of work during 43
put out of work when 287
put out of your heart 50
put out of your home 46
put out of your life 99
put out of your mind 2355
put out the camp fire 71
put out the fire from 108
put out the fire once 46
put out the fire raging 43
put out the fire there 42
put out the fire were 141
put out the fire when 355
put out the great fire 84
put out the lamp when 76
put out the other hand 68
put out the raging fire 84
put out the said fire 278
put out the word among 73
put out to make room 95
put peas in their shoes 41
put that in their pipe 195
put that in your book 834
put that in your mind 231
put that in your mouth 726
put that in your next 50
put that in your pipe 3638
put that on your list 137
put them at great risk 345
put them at high risk 686
put them at once into 435
put them at risk from 82
put them at some risk 78
put them at their best 71
put them in body bags 56
put them in book form 211
put them in good heart 159
put them in good hope 43
put them in good stead 331
put them in great hope 41
put them in hold till 40
put them in hold unto 212
put them in jail till 40
put them in mind what 244
put them in some form 56
put them in some hope 42
put them in some kind 622
put them in some other 196
put them in some safe 49
put them in some sort 422
put them in such form 54
put them in such good 106
put them in their bags 108
put them in their beds 82
put them in their best 70
put them in their cars 45
put them in their case 589
put them in their hair 171
put them in their hats 80
put them in their most 91
put them in their mouth 137
put them in their room 43
put them in their true 208
put them in ward unto 105
put them in your book 115
put them in your care 45
put them in your desk 139
put them in your eyes 81
put them in your hair 93
put them in your hand 73
put them in your heart 143
put them in your left 51
put them in your mouth 600
put them in your pack 42
put them in your quiz 90
put them in your room 525
put them in your safe 157
put them on once more 98
put them on only when 129
put them on over their 210
put them on over your 83
put them on part time 60
put them on some kind 45
put them on some sort 48
put them on their best 93
put them on their cars 55
put them on their feet 1823
put them on their good 107
put them on their heads 544
put them on their legs 111
put them on their list 47
put them on their oaths 42
put them on their trial 190
put them on wrong side 132
put them on your back 51
put them on your desk 310
put them on your feet 119
put them on your list 164
put them on your neck 75
put them on your sons 174
put them on your wall 48
put them to many uses 57
put them to other uses 203
put them to other work 117
put them to rest once 46
put them to some good 65
put them to some other 162
put them to such good 42
put them to their best 155
put them to their lips 76
put them to their more 43
put them to their most 116
put them to their nose 47
put them to work making 187
put them to work when 66
put them to your carp 48
put things in some kind 65
put things in some sort 168
put things in their mouth 199
put things in their true 399
put things in your mouth 86
put this in some kind 64
put this in some sort 62
put this in your book 313
put this in your mind 50
put this in your mouth 191
put this in your pipe 274
put this in your room 41
put this on your face 63
put this on your finger 99
put this on your list 89
put thou my tears into 357
put two or even three 52
put two or three days 42
put two or three eggs 66
put two or three into 110
put two or three more 272
put two or three years 41
put wings on your feet 91
put you at great risk 65
put you at high risk 140
put you at once into 48
put you in good stead 376
put you in mind what 394
put you in some kind 56
put you in your best 92
put you in your crib 44
put you in your pony 50
put you in your room 102
put you on their list 90
put you on your back 549
put you on your feet 882
put you on your good 50
put you on your legs 185
put you on your pins 76
put you on your road 65
put you on your trial 221
put you to more pain 74
put you to work here 44
